id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamFormation;value_TeamKit;value_Resume;value_Captain;value_TeamPlayerFormation;value_JerseyNumber;value_Involved;value_DirectionOfPlay;value_Angle;value_PassEndY;value_Zone;value_PassEndX;value_Length;value_KickOff;value_Launch;value_LongBall;value_HeadPass;value_MediumGkIntervention;value_KeeperThrow;value_IntendedTackleTarget;value_TouchTypeControl;value_AttemptedTackle;value_Offensive;value_OppositeRelatedEventId;value_Foul;value_Direct;value_Defensive;value_FreeKickTaken;value_FlickOn;value_Chipped;value_LayOff;value_SwitchOfPlay;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_OutOfPlay;value_DeletedEventType;value_TouchTypeClearance;value_Straight;value_Cross;value_DrivenCross;value_LeftFooted;value_TakeOnOvertake;value_BlockedPass;value_Assist;value_GoalmouthZ;value_GkX;value_RegularPlay;value_BlockedY;value_GkY;value_Blocked;value_GoalmouthY;value_Assisted;value_BlockedX;value_LowLeft;value_RelatedEventId;value_OutOfBoxCentre;value_IndividualPlay;value_DefBlock;value_NotVisible;value_IntentionalAssist;value_ThroughBall;value_FirstTouch;value_RightFooted;value_ParriedDanger;value_Diving;value_Hands;value_Right;value_Left;value_CornerTaken;value_InSwinger;value_Head;value_ShirtPull/Holding;value_BoxCentre;value_FromCorner;value_Shove/Push;value_OutSwinger;value_PlayersCaughtOffside;value_Indirect;value_NextEventGoalKick;value_GoalKick;value_Low;value_GoalShotTimestamp;value_BigChance;value_HighRight;value_GkXTimeOfGoal;value_GoalShotGameClock;value_GkYTimeOfGoal;value_PullBack;value_Handball;value_LowCentre;value_NotAssisted;value_FreeKick;value_ByWall;value_SetPiece;value_ThrowInSetPiece;value_CloseLeftAndHigh;value_SwerveLeft;value_Sliding;value_LowGkIntervention;value_Feet;value_LowRight;value_BoxLeft;value_Deflection;value_ParriedSafe;value_Volley;value_YellowCard;value_RecklessOffence;value_CloseLeft;value_High;value_BoxRight;value_Standing;value_OtherBodyPart;value_SixYardBlocked;value_TakeOnSpace;value_Overrun;value_Minutes;value_GkHoof;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_FastBreak;value_35Right;value_HighClaim;value_HighGkIntervention;value_HighCentre;value_Reaching;value_Fingertip;value_PenaltyTakerId;value_Penalty;value_Dissent;value_Injury;value_InjuredPlayerId;value_Scored;value_FantasyAssistId;value_FantasyAssistedBy;value_CausingPlayer;value_FantasyAssistType;value_FantasyAssistTeam;value_Second(2Nd)OppositeRelatedEventId;value_Collected;value_GkStart;value_Stooping;value_Caught;value_Weak;value_BlockedCross;value_OverhitCross;value_CloseHigh;value_TacticalFoul;value_DangerousPlay;value_GoesToPenalties;value_Saved;value_HitWoodwork;value_HighLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2713777033;171;1;1;18;17;ew2zirzye0sw1txr2m33nr25y;1;55,0;86,2;2024-08-26T00:21:22.482Z;2024-08-26T00:21:25Z;[{'id': 5175122025, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175122029, 'qualifierId': 141, 'value': '74.9'}, {'id': 5175122033, 'qualifierId': 213, 'value': '3.84'}, {'id': 5175122031, 'qualifierId': 212, 'value': '12.0'}, {'id': 5175122027, 'qualifierId': 140, 'value': '46.2'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;3,84;74,9;;46,2;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;46,2;74,9;;;;;;;;0;18;17;Tacoma Defiance;1097;DC;1,0
2713777045;172;1;1;18;20;ew2zirzye0sw1txr2m33nr25y;1;54,3;80,2;2024-08-26T00:21:25.169Z;2024-08-26T00:21:28Z;[{'id': 5175122081, 'qualifierId': 140, 'value': '64.6'}, {'id': 5175122085, 'qualifierId': 212, 'value': '13.2'}, {'id': 5175122079, 'qualifierId': 56, 'value': 'Left'}, {'id': 5175122087, 'qualifierId': 213, 'value': '0.61'}, {'id': 5175122083, 'qualifierId': 141, 'value': '91.3'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;0,61;91,3;;64,6;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;64,6;91,3;;;;;;;;0;18;20;Tacoma Defiance;1100;MC;1,0
2713777059;173;1;1;18;23;ew2zirzye0sw1txr2m33nr25y;1;60,0;91,6;2024-08-26T00:21:28.130Z;2024-08-26T00:21:30Z;[{'id': 5175122161, 'qualifierId': 140, 'value': '37.7'}, {'id': 5175122159, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175122165, 'qualifierId': 212, 'value': '26.5'}, {'id': 5175122163, 'qualifierId': 141, 'value': '73.3'}, {'id': 5175122167, 'qualifierId': 213, 'value': '3.63'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;3,63;73,3;;37,7;26,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;37,7;73,3;;;;;;;;0;18;23;Tacoma Defiance;1103;FWR;1,0
2713777063;174;1;1;18;25;ew2zirzye0sw1txr2m33nr25y;1;37,7;73,3;2024-08-26T00:21:30.002Z;2024-08-26T00:21:31Z;[{'id': 5175122183, 'qualifierId': 212, 'value': '9.6'}, {'id': 5175122179, 'qualifierId': 140, 'value': '45.4'}, {'id': 5175122185, 'qualifierId': 213, 'value': '5.72'}, {'id': 5175122181, 'qualifierId': 141, 'value': '65.8'}, {'id': 5175122177, 'qualifierId': 56, 'value': 'Back'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;5,72;65,8;;45,4;9,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;45,4;65,8;;;;;;;;0;18;25;Tacoma Defiance;1105;DC;1,0
2713777079;175;1;1;18;26;ew2zirzye0sw1txr2m33nr25y;1;45,4;65,8;2024-08-26T00:21:31.586Z;2024-08-26T00:21:35Z;[{'id': 5175122279, 'qualifierId': 213, 'value': '1.65'}, {'id': 5175122271, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175122275, 'qualifierId': 141, 'value': '86.2'}, {'id': 5175122277, 'qualifierId': 212, 'value': '13.9'}, {'id': 5175122273, 'qualifierId': 140, 'value': '44.3'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;1,65;86,2;;44,3;13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;44,3;86,2;;;;;;;;0;18;26;Tacoma Defiance;1106;MC;1,0
2713777105;176;1;1;18;30;ew2zirzye0sw1txr2m33nr25y;1;48,5;86,7;2024-08-26T00:21:35.538Z;2024-08-26T00:21:39Z;[{'id': 5175122407, 'qualifierId': 141, 'value': '69.1'}, {'id': 5175122403, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175122405, 'qualifierId': 140, 'value': '35.5'}, {'id': 5175122411, 'qualifierId': 213, 'value': '3.86'}, {'id': 5175122409, 'qualifierId': 212, 'value': '18.2'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;3,86;69,1;;35,5;18,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;35,5;69,1;;;;;;;;0;18;30;Tacoma Defiance;1110;MC;1,0
2713777129;177;1;1;18;34;ew2zirzye0sw1txr2m33nr25y;1;35,5;69,1;2024-08-26T00:21:39.410Z;2024-08-26T00:21:44Z;[{'id': 5175122551, 'qualifierId': 213, 'value': '6.10'}, {'id': 5175122543, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175122547, 'qualifierId': 141, 'value': '66.0'}, {'id': 5175122545, 'qualifierId': 140, 'value': '46.4'}, {'id': 5175122549, 'qualifierId': 212, 'value': '11.6'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;6,1;66,0;;46,4;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;46,4;66,0;;;;;;;;0;18;34;Tacoma Defiance;1114;DC;1,0
2713777157;178;1;1;18;39;ew2zirzye0sw1txr2m33nr25y;1;47,6;51,8;2024-08-26T00:21:44.225Z;2024-08-26T00:21:47Z;[{'id': 5175122705, 'qualifierId': 213, 'value': '1.38'}, {'id': 5175122699, 'qualifierId': 140, 'value': '51.6'}, {'id': 5175122697, 'qualifierId': 56, 'value': 'Left'}, {'id': 5175122701, 'qualifierId': 141, 'value': '84.4'}, {'id': 5175122703, 'qualifierId': 212, 'value': '22.6'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;1,38;84,4;;51,6;22,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;51,6;84,4;;;;;;;;0;18;39;Tacoma Defiance;1119;MC;1,0
2713777201;179;1;1;18;42;ew2zirzye0sw1txr2m33nr25y;1;52,4;84,9;2024-08-26T00:21:47.490Z;2024-08-26T00:21:54Z;[{'id': 5175122965, 'qualifierId': 140, 'value': '65.3'}, {'id': 5175122969, 'qualifierId': 212, 'value': '15.0'}, {'id': 5175122971, 'qualifierId': 213, 'value': '0.45'}, {'id': 5175122967, 'qualifierId': 141, 'value': '94.4'}, {'id': 5175122963, 'qualifierId': 56, 'value': 'Left'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;0,45;94,4;;65,3;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;65,3;94,4;;;;;;;;0;18;42;Tacoma Defiance;1122;MC;1,0
2713777219;180;1;1;18;49;ew2zirzye0sw1txr2m33nr25y;0;71,5;88,7;2024-08-26T00:21:54.002Z;2024-08-30T12:21:18Z;[{'id': 5175123061, 'qualifierId': 140, 'value': '85.9'}, {'id': 5175123065, 'qualifierId': 212, 'value': '23.7'}, {'id': 5181403157, 'qualifierId': 20}, {'id': 5181403155, 'qualifierId': 223}, {'id': 5175123059, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175123063, 'qualifierId': 141, 'value': '61.8'}, {'id': 5175123055, 'qualifierId': 2}, {'id': 5175123067, 'qualifierId': 213, 'value': '5.40'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;5,4;61,8;;85,9;23,7;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;85,9;61,8;;;;;;;;0;18;49;Tacoma Defiance;1129;FWR;1,0
2713777337;161;12;1;18;51;5icuo8utnztpsd9l03gdd68dl;1;12,3;37,9;2024-08-26T00:21:55.986Z;2024-08-26T00:22:10Z;[{'id': 5175123731, 'qualifierId': 212, 'value': '23.2'}, {'id': 5175123719, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175123735, 'qualifierId': 213, 'value': '6.27'}, {'id': 5175123727, 'qualifierId': 141, 'value': '37.3'}, {'id': 5175123723, 'qualifierId': 140, 'value': '34.4'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;expkosdvouobem3kv8ejmmbkk;Clearance;;;;;;;;;;6,27;37,3;;34,4;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;34,4;37,3;;;;;;;;0;18;51;The Town;1131;DL;1,0
2713777259;181;1;1;18;52;ew2zirzye0sw1txr2m33nr25y;1;69,1;58,2;2024-08-26T00:21:57.554Z;2024-08-26T00:22:01Z;[{'id': 5175123331, 'qualifierId': 140, 'value': '77.4'}, {'id': 5175123341, 'qualifierId': 213, 'value': '0.14'}, {'id': 5175123329, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175123337, 'qualifierId': 212, 'value': '8.8'}, {'id': 5175123333, 'qualifierId': 141, 'value': '60.0'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;0,14;60,0;;77,4;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;77,4;60,0;;;;;;;;0;18;52;Tacoma Defiance;1132;MC;1,0
2713777271;182;1;1;18;56;ew2zirzye0sw1txr2m33nr25y;1;78,6;40,0;2024-08-26T00:22:01.457Z;2024-08-26T00:22:03Z;[{'id': 5175123379, 'qualifierId': 212, 'value': '8.6'}, {'id': 5175123373, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175123381, 'qualifierId': 213, 'value': '3.60'}, {'id': 5175123377, 'qualifierId': 141, 'value': '34.4'}, {'id': 5175123375, 'qualifierId': 140, 'value': '71.3'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;3,6;34,4;;71,3;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;71,3;34,4;;;;;;;;0;18;56;Tacoma Defiance;1136;MC;1,0
2713777343;183;1;1;18;58;ew2zirzye0sw1txr2m33nr25y;1;72,2;32,7;2024-08-26T00:22:02.994Z;2024-08-26T00:22:11Z;[{'id': 5175123765, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175123773, 'qualifierId': 213, 'value': '5.14'}, {'id': 5175123769, 'qualifierId': 141, 'value': '7.8'}, {'id': 5175123767, 'qualifierId': 140, 'value': '79.5'}, {'id': 5175123771, 'qualifierId': 212, 'value': '18.6'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;5,14;7,8;;79,5;18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;79,5;7,8;;;;;;;;0;18;58;Tacoma Defiance;1138;DR;1,0
2713777341;162;83;1;19;5;5icuo8utnztpsd9l03gdd68dl;0;15,3;83,3;2024-08-26T00:22:10.723Z;2024-08-26T00:22:12Z;[{'id': 5175123805, 'qualifierId': 399, 'value': '7jtxek694d60c5udhyv0zsjro'}];s9a51dj3nkad2e53b2jbgl5g;S. Gomez;;;expkosdvouobem3kv8ejmmbkk;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;;0;19;5;The Town;1145;AML;1,0
2713777349;184;1;1;19;6;ew2zirzye0sw1txr2m33nr25y;1;87,4;12,0;2024-08-26T00:22:11.169Z;2024-08-26T00:22:11Z;[{'id': 5175123793, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175123797, 'qualifierId': 141, 'value': '5.6'}, {'id': 5175123801, 'qualifierId': 213, 'value': '4.05'}, {'id': 5175123795, 'qualifierId': 140, 'value': '84.2'}, {'id': 5175123799, 'qualifierId': 212, 'value': '5.5'}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;4,05;5,6;;84,2;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;84,2;5,6;;;;;;;;0;19;6;Tacoma Defiance;1146;FWL;1,0
2713777361;185;1;1;19;7;ew2zirzye0sw1txr2m33nr25y;1;83,4;6,4;2024-08-26T00:22:12.577Z;2024-08-26T00:22:13Z;[{'id': 5175123847, 'qualifierId': 212, 'value': '4.9'}, {'id': 5175123843, 'qualifierId': 140, 'value': '80.5'}, {'id': 5175123849, 'qualifierId': 213, 'value': '2.25'}, {'id': 5175123845, 'qualifierId': 141, 'value': '12.0'}, {'id': 5175123841, 'qualifierId': 56, 'value': 'Right'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;2,25;12,0;;80,5;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;80,5;12,0;;;;;;;;0;19;7;Tacoma Defiance;1147;DR;1,0
2713777371;186;1;1;19;8;ew2zirzye0sw1txr2m33nr25y;1;80,1;12,0;2024-08-26T00:22:13.858Z;2024-08-26T00:22:15Z;[{'id': 5175123907, 'qualifierId': 213, 'value': '5.34'}, {'id': 5175123903, 'qualifierId': 141, 'value': '5.6'}, {'id': 5175123899, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175123905, 'qualifierId': 212, 'value': '5.4'}, {'id': 5175123901, 'qualifierId': 140, 'value': '83.1'}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;5,34;5,6;;83,1;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;83,1;5,6;;;;;;;;0;19;8;Tacoma Defiance;1148;FWL;1,0
2713777377;187;1;1;19;10;ew2zirzye0sw1txr2m33nr25y;0;83,1;5,6;2024-08-26T00:22:14.897Z;2024-08-26T00:22:16Z;[{'id': 5175123921, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175123925, 'qualifierId': 141, 'value': '13.6'}, {'id': 5175123929, 'qualifierId': 213, 'value': '0.59'}, {'id': 5175123923, 'qualifierId': 140, 'value': '90.8'}, {'id': 5175123927, 'qualifierId': 212, 'value': '9.7'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;0,59;13,6;;90,8;9,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;90,8;13,6;;;;;;;;0;19;10;Tacoma Defiance;1150;DR;1,0
2713777419;163;12;1;19;12;5icuo8utnztpsd9l03gdd68dl;1;8,1;80,5;2024-08-26T00:22:17.394Z;2024-08-26T00:22:19Z;[{'id': 5175124135, 'qualifierId': 213, 'value': '1.17'}, {'id': 5175124131, 'qualifierId': 141, 'value': '82.7'}, {'id': 5175124127, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175124133, 'qualifierId': 212, 'value': '1.6'}, {'id': 5175124129, 'qualifierId': 140, 'value': '8.7'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;expkosdvouobem3kv8ejmmbkk;Clearance;;;;;;;;;;1,17;82,7;;8,7;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;8,7;82,7;;;;;;;;0;19;12;The Town;1152;DC;1,0
2713777401;188;61;1;19;13;ew2zirzye0sw1txr2m33nr25y;1;90,1;12,2;2024-08-26T00:22:18.001Z;2024-08-26T00:22:18Z;[{'id': 5175124037, 'qualifierId': 56, 'value': 'Right'}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;expkosdvouobem3kv8ejmmbkk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;19;13;Tacoma Defiance;1153;FWL;1,0
2713777435;164;1;1;19;14;5icuo8utnztpsd9l03gdd68dl;0;14,8;84,8;2024-08-26T00:22:19.747Z;2024-08-26T00:22:21Z;[{'id': 5175124211, 'qualifierId': 1}, {'id': 5175124201, 'qualifierId': 56, 'value': 'Left'}, {'id': 5175124205, 'qualifierId': 141, 'value': '90.6'}, {'id': 5175124209, 'qualifierId': 213, 'value': '0.09'}, {'id': 5175124203, 'qualifierId': 140, 'value': '54.5'}, {'id': 5175124207, 'qualifierId': 212, 'value': '41.9'}, {'id': 5175124199, 'qualifierId': 157}];s9a51dj3nkad2e53b2jbgl5g;S. Gomez;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;0,09;90,6;;54,5;41,9;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;54,5;90,6;;;;;;;;0;19;14;The Town;1154;AML;1,0
2713777509;189;1;1;19;19;ew2zirzye0sw1txr2m33nr25y;1;40,2;3,1;2024-08-26T00:22:23.873Z;2024-08-26T00:22:34Z;[{'id': 5175124607, 'qualifierId': 213, 'value': '2.17'}, {'id': 5175124603, 'qualifierId': 141, 'value': '26.2'}, {'id': 5175124599, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175124605, 'qualifierId': 212, 'value': '19.1'}, {'id': 5175124601, 'qualifierId': 140, 'value': '29.9'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;expkosdvouobem3kv8ejmmbkk;Pass;;;;;;;;;;2,17;26,2;;29,9;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;29,9;26,2;;;;;;;;0;19;19;Tacoma Defiance;1159;DL;1,0
