id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Involved;value_JerseyNumber;value_Captain;value_Resume;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndX;value_Length;value_PassEndY;value_Zone;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_NextEventGoalKick;value_GoalKick;value_Low;value_Offensive;value_BlockedPass;value_Defensive;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_TouchTypeControl;value_HeadPass;value_DeletedEventType;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_FlickOn;value_MediumGkIntervention;value_KeeperThrow;value_OverArm;value_TakeOnSpace;value_IntendedTackleTarget;value_Assist;value_IntentionalAssist;value_OutSwinger;value_RightFooted;value_Cross;value_GoalmouthY;value_CloseLeft;value_Assisted;value_GoalmouthZ;value_GkY;value_RegularPlay;value_BoxCentre;value_Volley;value_RelatedEventId;value_GkX;value_Injury;value_InjuredPlayerId;value_NotVisible;value_TouchTypeClearance;value_OutOfPlay;value_LayOff;value_AttemptedTackle;value_YellowCard;value_RecklessOffence;value_InSwinger;value_LowLeft;value_BlockedX;value_BlockedY;value_FirstTouch;value_Head;value_Collected;value_Stooping;value_Hands;value_LowGkIntervention;value_Overrun;value_SwitchOfPlay;value_TakeOnOvertake;value_BlockedCross;value_Shove/Push;value_Straight;value_DrivenCross;value_PlayersCaughtOffside;value_Indirect;value_ThroughBall;value_SwerveLeft;value_IndividualPlay;value_NotAssisted;value_LeftFooted;value_HighLeft;value_OutOfBoxCentre;value_SwerveRight;value_LowRight;value_Diving;value_ParriedSafe;value_BlockedClearance;value_CloseRight;value_TouchTypePass;value_Fingertip;value_HighGkIntervention;value_Reaching;value_Left;value_OverhitCross;value_CornerTaken;value_SmallBoxCentre;value_BigChance;value_BoxLeft;value_LowCentre;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_Blocked;value_DefBlock;value_HighRight;value_High;value_Minutes;value_Standing;value_HighClaim;value_GkHoof;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Right;value_FromCorner;value_BoxRight;value_SetPiece;value_NotPastGoalLine;value_Feet;value_Sliding;value_SmallBoxLeft;value_KeeperTouched;value_BoxDeepRight;value_TempBlocked;value_Strong;value_DangerousPlay;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728345033;6;1;1;0;30;cwnjxlibb02fuh0vwgvac6h45;1;15,1;28,2;2024-09-29T19:04:12.297Z;2024-09-29T19:04:15Z;[{'id': 5254900011, 'qualifierId': 140, 'value': '18.9'}, {'id': 5254900013, 'qualifierId': 141, 'value': '10.1'}, {'id': 5254900009, 'qualifierId': 56, 'value': 'Back'}, {'id': 5254900017, 'qualifierId': 213, 'value': '5.03'}, {'id': 5254900015, 'qualifierId': 212, 'value': '12.9'}];3a8bghw11ttrstr4jlopadd9m;L. Brown;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;5,03;18,9;12,9;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;18,9;10,1;;;;;;;0;0;0;30;Toronto II;30;DL;1,0
2728345113;7;1;1;0;33;cwnjxlibb02fuh0vwgvac6h45;1;25,7;30,9;2024-09-29T19:04:15.561Z;2024-09-29T19:04:20Z;[{'id': 5254900471, 'qualifierId': 213, 'value': '2.04'}, {'id': 5254900469, 'qualifierId': 212, 'value': '25.4'}, {'id': 5254900463, 'qualifierId': 56, 'value': 'Back'}, {'id': 5254900467, 'qualifierId': 141, 'value': '64.2'}, {'id': 5254900465, 'qualifierId': 140, 'value': '14.8'}];exunlng0cgo9bpqh4x6jpxyax;J. Williams;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;2,04;14,8;25,4;64,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;14,8;64,2;;;;;;;0;0;0;33;Toronto II;33;DR;1,0
2728345149;8;1;1;0;38;cwnjxlibb02fuh0vwgvac6h45;1;21,2;68,5;2024-09-29T19:04:20.042Z;2024-09-29T19:04:22Z;[{'id': 5254900691, 'qualifierId': 141, 'value': '90.2'}, {'id': 5254900695, 'qualifierId': 213, 'value': '0.96'}, {'id': 5254900693, 'qualifierId': 212, 'value': '18.0'}, {'id': 5254900689, 'qualifierId': 140, 'value': '31.0'}, {'id': 5254900687, 'qualifierId': 56, 'value': 'Back'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;0,96;31,0;18,0;90,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;31,0;90,2;;;;;;;0;0;0;38;Toronto II;38;DC;1,0
2728345189;9;1;1;0;40;cwnjxlibb02fuh0vwgvac6h45;1;31,0;90,2;2024-09-29T19:04:22.345Z;2024-09-29T19:04:24Z;[{'id': 5254900953, 'qualifierId': 140, 'value': '42.5'}, {'id': 5254900951, 'qualifierId': 56, 'value': 'Back'}, {'id': 5254900955, 'qualifierId': 141, 'value': '74.7'}, {'id': 5254900957, 'qualifierId': 212, 'value': '16.0'}, {'id': 5254900959, 'qualifierId': 213, 'value': '5.57'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;5,57;42,5;16,0;74,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;42,5;74,7;;;;;;;0;0;0;40;Toronto II;40;DC;1,0
2728345193;10;1;1;0;42;cwnjxlibb02fuh0vwgvac6h45;0;37,3;87,8;2024-09-29T19:04:24.217Z;2024-09-29T19:04:25Z;[{'id': 5254900977, 'qualifierId': 56, 'value': 'Back'}, {'id': 5254901119, 'qualifierId': 233, 'value': '6'}, {'id': 5254900989, 'qualifierId': 213, 'value': '0.19'}, {'id': 5254900981, 'qualifierId': 140, 'value': '41.0'}, {'id': 5254901123, 'qualifierId': 286}, {'id': 5254901117, 'qualifierId': 236}, {'id': 5254900987, 'qualifierId': 212, 'value': '4.0'}, {'id': 5254900985, 'qualifierId': 141, 'value': '88.9'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;0,19;41,0;4,0;88,9;;;;6,0;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;41,0;88,9;;;;;;;0;0;0;42;Toronto II;42;MC;1,0
2728345213;6;74;1;0;42;29nx7yxy1rdqv2oobqn5pjf8p;1;54,9;2,5;2024-09-29T19:04:24.218Z;2024-09-29T19:12:30Z;[{'id': 5254901069, 'qualifierId': 56, 'value': 'Right'}, {'id': 5254901141, 'qualifierId': 233, 'value': '10'}, {'id': 5254901071, 'qualifierId': 285}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;gdsm0dy89bv8am0zc6x951xw;Blocked Pass;;;;;;;;;;;;;;;;;;10,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;42;Chattanooga;42;DC;1,0
2728345487;12;61;1;0;43;cwnjxlibb02fuh0vwgvac6h45;1;41,2;97,1;2024-09-29T19:04:24.702Z;2024-09-29T19:04:46Z;[{'id': 5254902761, 'qualifierId': 56, 'value': 'Back'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;gdsm0dy89bv8am0zc6x951xw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;0;43;Toronto II;43;MC;1,0
2728345241;7;5;1;0;44;29nx7yxy1rdqv2oobqn5pjf8p;1;58,6;-1,6;2024-09-29T19:04:26.618Z;2024-09-29T19:12:27Z;[{'id': 5254902297, 'qualifierId': 233, 'value': '11'}, {'id': 5254901225, 'qualifierId': 56, 'value': 'Right'}, {'id': 5254901227, 'qualifierId': 347}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;gdsm0dy89bv8am0zc6x951xw;Out;;;;;;;;;;;;;;;;;;11,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;44;Chattanooga;44;DC;1,0
2728345417;11;5;1;0;44;cwnjxlibb02fuh0vwgvac6h45;0;41,4;101,6;2024-09-29T19:04:26.618Z;2024-09-29T19:04:39Z;[{'id': 5254902275, 'qualifierId': 347}, {'id': 5254902273, 'qualifierId': 56, 'value': 'Back'}, {'id': 5254902313, 'qualifierId': 233, 'value': '7'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;gdsm0dy89bv8am0zc6x951xw;Out;;;;;;;;;;;;;;;;;;7,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;0;44;Toronto II;44;MC;1,0
2728345447;8;1;1;0;55;29nx7yxy1rdqv2oobqn5pjf8p;1;55,0;0,0;2024-09-29T19:04:37.133Z;2024-09-29T19:04:39Z;[{'id': 5254902509, 'qualifierId': 1}, {'id': 5254902501, 'qualifierId': 140, 'value': '31.6'}, {'id': 5254902499, 'qualifierId': 56, 'value': 'Back'}, {'id': 5254902505, 'qualifierId': 212, 'value': '25.3'}, {'id': 5254902507, 'qualifierId': 213, 'value': '2.89'}, {'id': 5254902503, 'qualifierId': 141, 'value': '8.0'}, {'id': 5254902497, 'qualifierId': 107}];7z57s6veqr3k87quyd6i7fgx6;M. Fisher;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;2,89;31,6;25,3;8,0;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;31,6;8,0;;;;;;;0;0;0;55;Chattanooga;55;DMR;1,0
