id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Involved;value_JerseyNumber;value_Captain;value_Resume;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndX;value_Length;value_PassEndY;value_Zone;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_NextEventGoalKick;value_GoalKick;value_Low;value_Offensive;value_BlockedPass;value_Defensive;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_TouchTypeControl;value_HeadPass;value_DeletedEventType;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_FlickOn;value_MediumGkIntervention;value_KeeperThrow;value_OverArm;value_TakeOnSpace;value_IntendedTackleTarget;value_Assist;value_IntentionalAssist;value_OutSwinger;value_RightFooted;value_Cross;value_GoalmouthY;value_CloseLeft;value_Assisted;value_GoalmouthZ;value_GkY;value_RegularPlay;value_BoxCentre;value_Volley;value_RelatedEventId;value_GkX;value_Injury;value_InjuredPlayerId;value_NotVisible;value_TouchTypeClearance;value_OutOfPlay;value_LayOff;value_AttemptedTackle;value_YellowCard;value_RecklessOffence;value_InSwinger;value_LowLeft;value_BlockedX;value_BlockedY;value_FirstTouch;value_Head;value_Collected;value_Stooping;value_Hands;value_LowGkIntervention;value_Overrun;value_SwitchOfPlay;value_TakeOnOvertake;value_BlockedCross;value_Shove/Push;value_Straight;value_DrivenCross;value_PlayersCaughtOffside;value_Indirect;value_ThroughBall;value_SwerveLeft;value_IndividualPlay;value_NotAssisted;value_LeftFooted;value_HighLeft;value_OutOfBoxCentre;value_SwerveRight;value_LowRight;value_Diving;value_ParriedSafe;value_BlockedClearance;value_CloseRight;value_TouchTypePass;value_Fingertip;value_HighGkIntervention;value_Reaching;value_Left;value_OverhitCross;value_CornerTaken;value_SmallBoxCentre;value_BigChance;value_BoxLeft;value_LowCentre;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_Blocked;value_DefBlock;value_HighRight;value_High;value_Minutes;value_Standing;value_HighClaim;value_GkHoof;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Right;value_FromCorner;value_BoxRight;value_SetPiece;value_NotPastGoalLine;value_Feet;value_Sliding;value_SmallBoxLeft;value_KeeperTouched;value_BoxDeepRight;value_TempBlocked;value_Strong;value_DangerousPlay;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728313793;1;34;16;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-09-29T18:23:43.393Z;2024-09-29T19:02:14Z;[{'id': 5254890309, 'qualifierId': 197, 'value': '23330'}, {'id': 5254719465, 'qualifierId': 130, 'value': '4'}, {'id': 5254719467, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5254719457, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5254719455, 'qualifierId': 30, 'value': 'ew3qxbn1ev1qv7wi0iwoc642c, exunlng0cgo9bpqh4x6jpxyax, 1h5rgsol19v1pcl5ksstrv9t6, 4cwccglaxz5sf71eptnj6kzfu, 3a8bghw11ttrstr4jlopadd9m, 87nhafgkozygrd5f06ore0xzo, 6zbb5xiauoixj3clxdgud8lxw, at2xv960peboe9spoag2kn21g, a3eln6gas8765a3pn6ecqjvxm, 4hdai9za2ls03tjpcw0ahu5wq, adfocor2tbcmxo03ednm8vywa, ezq3vqtlf2keocudx8ndelct0, 5m8hxfvza21t4wfe6v0a18etw, 9gk1m714ni2m8n26uybsgadey, 2d3dwhrtafkd1b8q1nzerqew9, jb43adjmhnwysrrwwmvuojfu, 6zuton58biybp7ge3mpc17alm, 998rlczcxbxeg4ac82lvk0max'}, {'id': 5254719461, 'qualifierId': 59, 'value': '32, 23, 22, 8, 24, 14, 6, 33, 9, 11, 58, 51, 10, 12, 3, 2, 18, 99'}, {'id': 5254719469, 'qualifierId': 194, 'value': 'at2xv960peboe9spoag2kn21g'}, {'id': 5254719471, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;gdsm0dy89bv8am0zc6x951xw;Team set up;23330,0;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;0;0;Toronto II;0;;
2728316689;1;34;16;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-09-29T18:27:21.236Z;2024-09-29T19:02:16Z;[{'id': 5254890507, 'qualifierId': 197, 'value': '19221'}, {'id': 5254890505, 'qualifierId': 194, 'value': '7z57s6veqr3k87quyd6i7fgx6'}, {'id': 5254735499, 'qualifierId': 130, 'value': '13'}, {'id': 5254735501, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5254735495, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5254735503, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5254735497, 'qualifierId': 59, 'value': '80, 72, 73, 96, 58, 85, 89, 68, 79, 81, 71, 74, 70, 86, 65, 98, 87, 60'}, {'id': 5254735493, 'qualifierId': 30, 'value': '9n4pw401dtt30wlnwrxvads7o, 7z57s6veqr3k87quyd6i7fgx6, 7w2rw1jd8ouhu8bbvswvysu8k, cgcpmpetc768pyqb51qthq61g, 2figny7hhxiw29vizhlyta3o4, d8u6lnk9lmbrgv9obcshpec8a, e8i5fg3tp35k8iys32eiv7jmc, 7q8y6gbmg9j75zgm3nhs3bfh0, dqxh3f9qy6lhrwabvnbb6erro, 6xu5v7x5zge1k83w40mmbxyzu, 3wn0nn5q8g2mjzuc8yb4dvu2, b1fzb3n41gtxqnv6pcaug88pg, bje8wvncnbbx5w0l08uno88ru, bwn9d457kxdldt87z9fl1x0k4, 48uytxtisot3s0ilflltvxwk4, 73bs64w2up6ogimg7ujhv2dxw, 5ikpy9h69he6dib5xslwj8g0k, bxwon00wl9tyjvu51my3gcvf8'}];;;;;gdsm0dy89bv8am0zc6x951xw;Team set up;19221,0;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;0;Chattanooga;0;;
2728344561;2;32;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-09-29T19:03:41.700Z;2024-10-03T07:19:01Z;[{'id': 5254897143, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;gdsm0dy89bv8am0zc6x951xw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;0;Chattanooga;0;;
2728344577;2;32;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-09-29T19:03:41.700Z;2024-09-29T19:03:44Z;[{'id': 5254897201, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;gdsm0dy89bv8am0zc6x951xw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;0;0;Toronto II;0;;
2728344617;3;1;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;50,2;50,0;2024-09-29T19:03:41.701Z;2024-09-29T19:03:58Z;[{'id': 5254897387, 'qualifierId': 279, 'value': 'S'}, {'id': 5254897385, 'qualifierId': 213, 'value': '3.34'}, {'id': 5254897379, 'qualifierId': 140, 'value': '28.6'}, {'id': 5254897383, 'qualifierId': 212, 'value': '23.1'}, {'id': 5254897381, 'qualifierId': 141, 'value': '43.4'}, {'id': 5254897377, 'qualifierId': 56, 'value': 'Back'}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;3,34;28,6;23,1;43,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;28,6;43,4;;;;;;;0;0;0;0;Chattanooga;0;FWL;1,0
2728344695;4;1;1;0;3;29nx7yxy1rdqv2oobqn5pjf8p;0;32,0;47,6;2024-09-29T19:03:45.359Z;2024-09-29T19:03:52Z;[{'id': 5254897821, 'qualifierId': 212, 'value': '74.4'}, {'id': 5254897819, 'qualifierId': 141, 'value': '19.4'}, {'id': 5254897813, 'qualifierId': 157}, {'id': 5254897825, 'qualifierId': 1}, {'id': 5254897823, 'qualifierId': 213, 'value': '6.02'}, {'id': 5254897817, 'qualifierId': 140, 'value': '100.0'}, {'id': 5254897815, 'qualifierId': 56, 'value': 'Right'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;6,02;100,0;74,4;19,4;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;100,0;19,4;;;;;;;0;0;0;3;Chattanooga;3;DC;1,0
2728344853;3;5;1;0;10;cwnjxlibb02fuh0vwgvac6h45;1;-0,6;80,3;2024-09-29T19:03:51.986Z;2024-09-29T19:12:27Z;[{'id': 5254898839, 'qualifierId': 233, 'value': '5'}, {'id': 5254898811, 'qualifierId': 346}, {'id': 5254898809, 'qualifierId': 56, 'value': 'Back'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;gdsm0dy89bv8am0zc6x951xw;Out;;;;;;;;;;;;;;;;;;5,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;0;10;Toronto II;10;DC;1,0
2728344697;5;5;1;0;10;29nx7yxy1rdqv2oobqn5pjf8p;0;100,6;19,7;2024-09-29T19:03:51.986Z;2024-09-29T19:12:27Z;[{'id': 5254897831, 'qualifierId': 346}, {'id': 5254898857, 'qualifierId': 233, 'value': '3'}, {'id': 5254897829, 'qualifierId': 56, 'value': 'Right'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;gdsm0dy89bv8am0zc6x951xw;Out;;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;10;Chattanooga;10;DC;1,0
2728344877;4;1;1;0;21;cwnjxlibb02fuh0vwgvac6h45;1;4,1;57,9;2024-09-29T19:04:03.689Z;2024-09-29T19:04:05Z;[{'id': 5254898971, 'qualifierId': 213, 'value': '1.01'}, {'id': 5254898969, 'qualifierId': 212, 'value': '21.9'}, {'id': 5254898961, 'qualifierId': 124}, {'id': 5254898963, 'qualifierId': 56, 'value': 'Back'}, {'id': 5254898975, 'qualifierId': 237}, {'id': 5254898967, 'qualifierId': 141, 'value': '85.1'}, {'id': 5254898965, 'qualifierId': 140, 'value': '15.2'}];ew3qxbn1ev1qv7wi0iwoc642c;J. Burke;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;1,01;15,2;21,9;85,1;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;15,2;85,1;;;;;;;0;0;0;21;Toronto II;21;GK;1,0
2728344971;5;1;1;0;23;cwnjxlibb02fuh0vwgvac6h45;1;14,6;83,6;2024-09-29T19:04:05.593Z;2024-09-29T19:04:12Z;[{'id': 5254899599, 'qualifierId': 1}, {'id': 5254899591, 'qualifierId': 141, 'value': '33.9'}, {'id': 5254899587, 'qualifierId': 56, 'value': 'Back'}, {'id': 5254899597, 'qualifierId': 213, 'value': '4.69'}, {'id': 5254899589, 'qualifierId': 140, 'value': '13.9'}, {'id': 5254899593, 'qualifierId': 212, 'value': '33.8'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;gdsm0dy89bv8am0zc6x951xw;Pass;;;;;;;;;;;4,69;13,9;33,8;33,9;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;13,9;33,9;;;;;;;0;0;0;23;Toronto II;23;DC;1,0
