id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_JerseyNumber;value_TeamKit;value_TeamPlayerFormation;value_TeamFormation;value_Resume;value_Captain;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_GkY;value_NotAssisted;value_GoalShotTimestamp;value_Zone;value_GoalmouthZ;value_RightFooted;value_LowCentre;value_BoxCentre;value_GkX;value_GoalShotGameClock;value_RegularPlay;value_GoalmouthY;value_VideoCoverageLost;value_DeletedEventType;value_Length;value_Angle;value_Assist;value_PassEndX;value_PassEndY;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_SwerveLeft;value_Assisted;value_BoxLeft;value_IndividualPlay;value_BlockedY;value_BlockedX;value_HighCentre;value_RelatedEventId;value_Reaching;value_ParriedSafe;value_Hands;value_Left;value_Right;value_OutSwinger;value_Chipped;value_CornerTaken;value_Cross;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_Launch;value_FlickOn;value_HeadPass;value_BlockedPass;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_IntendedTackleTarget;value_BlockedCross;value_InSwinger;value_IntentionalAssist;value_FromCorner;value_SixYardBlocked;value_SavedOffLine;value_Blocked;value_LowRight;value_Head;value_SmallBoxRight;value_FirstTouch;value_DefBlock;value_LastLine;value_NextEventGoalKick;value_GoalKick;value_Low;value_GoalDisallowed;value_PlayersCaughtOffside;value_SmallBoxLeft;value_NotVisible;value_YellowCard;value_RecklessOffence;value_Indirect;value_LayOff;value_BigChance;value_LeftFooted;value_Standing;value_HighClaim;value_KeeperThrow;value_SwitchOfPlay;value_High;value_BoxRight;value_KickOff;value_ShirtPull/Holding;value_TacticalFoul;value_PullBack;value_Shove/Push;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistedBy;value_Volley;value_OutOfBoxCentre;value_MisHit;value_OverArm;value_Minutes;value_EndType;value_SwerveRight;value_TempMissed;value_Handball;value_PenaltyTakerId;value_Penalty;value_Diving;value_Saved;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_ParriedDanger;value_GkKickFromHands;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_InjuredPlayerId;value_Injury;value_Collected;value_AerialFoul;value_35Centre;value_FreeKick;value_SetPiece;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710877645;1;34;16;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-08-18T23:11:02.396Z;2024-08-19T01:21:07Z;[{'id': 5159185117, 'qualifierId': 59, 'value': '41, 33, 72, 38, 66, 77, 64, 99, 60, 50, 20, 54, 58, 53, 71, 63, 52, 78, 51, 45'}, {'id': 5159339029, 'qualifierId': 197, 'value': '23745'}, {'id': 5159185121, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5159185119, 'qualifierId': 130, 'value': '4'}, {'id': 5159185123, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5159454875, 'qualifierId': 194, 'value': '5n1wehugx0qtun8oopg2jbndg'}, {'id': 5159185115, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5159185113, 'qualifierId': 30, 'value': '71y61qa3ywym9sa89dpkzfcyy, 3etb72wtwcrim97dyp9g2px5g, 3q8dpwqkikbugz3ikwcmkbg4q, 1on6mxrbdqnh12s4h1y0vb3mc, dqa88ma3jbk33lsyzo45uy2cq, 79z5vt08ga8prn33vi2a260kq, dhrxi7hj8xh15ky7q6u5wqi5m, 5n1wehugx0qtun8oopg2jbndg, 1bmbt6h6bsiimpzxt07cqwfvu, dwyatw1wz3nrh1fcwu27ie8ve, au9595t3oo0zbzexhr01ts0h6, bpfl7nj8llr3dfadhtju52rro, 4nzrv75trp05nqos781kk62hg, 3514h23j8mh5m37hsg90245ck, 7jtxek694d60c5udhyv0zsjro, 35jkg2v338kipzlf0iwvvypuy, cac9hjmdwt1gsz0qt3f6d4b2s, f2nxaemhqi8kbtbejnqekgd4a, f0ho22yhl3xywdlufzy799hjo, 4h8dml0qrwpqza4kqazp5dnqi'}];;;;esq95itxg7clxsnv4imkfne38;Team set up;;23745,0;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;0;0;Vancouver Whitecaps II;0;;
2710879489;1;34;16;0;0;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-08-18T23:14:16.297Z;2024-08-19T00:22:52Z;[{'id': 5159335833, 'qualifierId': 197, 'value': '3399'}, {'id': 5159194613, 'qualifierId': 130, 'value': '12'}, {'id': 5159194611, 'qualifierId': 59, 'value': '32, 27, 54, 83, 95, 56, 59, 48, 44, 97, 92, 43, 46, 90, 55, 52, 49'}, {'id': 5159194615, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0'}, {'id': 5159194607, 'qualifierId': 30, 'value': '1g87lk1nglquvmvpowjfpcpre, 5k3ijtizx5ten8jeqlji4mvpw, 249t35evpr3aasx0uczjs2j9w, 3yk1gwm7jptmbal0vcwr24is4, 4y4mypo5jyzbp0dtvm6y7ajxm, 57yplpr6jgwlqoon231ydqp04, bhzjqo4qidpkmh7lqqir9h4ic, 8hf35b309tq3wuc59xgshmbro, 5n7a8mn92t3qajms7udeolmok, 9b02cix263jvavj538nkj3m6s, dvk85r457e15hg0pw5rig0222, bh7fb8v7o5wynmapdhlth594a, 3jw4ui4rr60p2jb2rt9hhoetw, 5f17sgbv50uijg07qvpnejk0k, 1ksu0c3adavx1gqbrhalfpatw, 84wint64ygxx3pi5fz3mr12j8, 4lyhopb6ddaz08hd5tu2pos9g'}, {'id': 5159357395, 'qualifierId': 194, 'value': 'dvk85r457e15hg0pw5rig0222'}, {'id': 5159194617, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5159194609, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5'}];;;;esq95itxg7clxsnv4imkfne38;Team set up;;3399,0;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;0;The Town;0;;
2710901679;2;32;1;0;0;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-08-19T00:03:23.559Z;2024-08-19T00:08:25Z;[{'id': 5159317259, 'qualifierId': 127, 'value': 'Right to Left'}];;;;esq95itxg7clxsnv4imkfne38;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;0;The Town;0;;
2710901677;2;32;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-08-19T00:03:23.559Z;2024-08-19T00:08:24Z;[{'id': 5159317245, 'qualifierId': 127, 'value': 'Left to Right'}];;;;esq95itxg7clxsnv4imkfne38;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;0;0;Vancouver Whitecaps II;0;;
2710905905;80;16;1;0;30;ew2zirzye0sw1txr2m33nr25y;1;88,5;50,1;2024-08-19T00:03:54.401Z;2024-08-19T00:16:04Z;[{'id': 5159341065, 'qualifierId': 231, 'value': '50.2'}, {'id': 5159341061, 'qualifierId': 458}, {'id': 5159340737, 'qualifierId': 374, 'value': '2024-08-19 01:03:53.676'}, {'id': 5159340243, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159341055, 'qualifierId': 103, 'value': '19.0'}, {'id': 5159340733, 'qualifierId': 20}, {'id': 5159341049, 'qualifierId': 78}, {'id': 5159340241, 'qualifierId': 17}, {'id': 5159341063, 'qualifierId': 230, 'value': '99.7'}, {'id': 5159340741, 'qualifierId': 375, 'value': '00:30.117'}, {'id': 5159340239, 'qualifierId': 22}, {'id': 5159341053, 'qualifierId': 102, 'value': '50.2'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;esq95itxg7clxsnv4imkfne38;Goal;;;;;;;;;;50,2;1,0;;;19,0;1,0;1,0;1,0;99,7;;1,0;50,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;50,2;19.0;;;;1;0;30;Vancouver Whitecaps II;30;FWR;1,0
2710901807;3;43;1;2;48;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-08-19T00:06:25.805Z;2024-08-19T00:08:13Z;[{'id': 5159318041, 'qualifierId': 344, 'value': '0'}, {'id': 5159321353, 'qualifierId': 144, 'value': '79'}];;;;esq95itxg7clxsnv4imkfne38;Deleted event;;;;;;;;;;;;;;;;;;;;;;0,0;79,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;2;48;Vancouver Whitecaps II;168;;
2710902325;4;43;1;4;19;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-08-19T00:07:57.037Z;2024-08-19T00:08:14Z;[{'id': 5159320855, 'qualifierId': 344, 'value': '0'}, {'id': 5159321425, 'qualifierId': 144, 'value': '79'}];;;;esq95itxg7clxsnv4imkfne38;Deleted event;;;;;;;;;;;;;;;;;;;;;;0,0;79,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;4;19;Vancouver Whitecaps II;259;;
2710902517;5;49;1;5;7;ew2zirzye0sw1txr2m33nr25y;1;67,5;89,6;2024-08-19T00:08:30.702Z;2024-08-19T00:08:30Z;[];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;esq95itxg7clxsnv4imkfne38;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;5;7;Vancouver Whitecaps II;307;MC;1,0
2710902541;6;1;1;5;7;ew2zirzye0sw1txr2m33nr25y;1;67,5;89,6;2024-08-19T00:08:31.070Z;2024-08-19T00:13:23Z;[{'id': 5159322065, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159322071, 'qualifierId': 212, 'value': '19.3'}, {'id': 5159322073, 'qualifierId': 213, 'value': '5.80'}, {'id': 5159335869, 'qualifierId': 210, 'value': '15'}, {'id': 5159322067, 'qualifierId': 140, 'value': '83.8'}, {'id': 5159322069, 'qualifierId': 141, 'value': '76.4'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;1,0;esq95itxg7clxsnv4imkfne38;Pass;;;;;;;;;;;;;;;;;;;;;;;;19,3;5,8;15,0;83,8;76,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;83,8;76,4;;;;;;;;0;5;7;Vancouver Whitecaps II;307;MC;1,0
2710902533;3;45;1;5;10;eo64tqkioegeb09iice2hf8bt;0;14,2;29,3;2024-08-19T00:08:33.800Z;2024-08-19T00:50:46Z;[{'id': 5159322039, 'qualifierId': 285}, {'id': 5159322189, 'qualifierId': 233, 'value': '7'}, {'id': 5159322037, 'qualifierId': 56, 'value': 'Back'}];4y4mypo5jyzbp0dtvm6y7ajxm;J. Ndakala;;esq95itxg7clxsnv4imkfne38;Challenge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;5;10;The Town;310;DC;1,0
2710902559;7;3;1;5;10;ew2zirzye0sw1txr2m33nr25y;1;85,8;70,7;2024-08-19T00:08:33.800Z;2024-08-19T00:50:46Z;[{'id': 5159322151, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159322181, 'qualifierId': 233, 'value': '3'}, {'id': 5159322153, 'qualifierId': 286}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;esq95itxg7clxsnv4imkfne38;Take On;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;5;10;Vancouver Whitecaps II;310;FWL;1,0
2710902563;8;15;1;5;11;ew2zirzye0sw1txr2m33nr25y;1;84,2;67,5;2024-08-19T00:08:34.862Z;2024-08-19T00:13:23Z;[{'id': 5159335871, 'qualifierId': 120}, {'id': 5159335875, 'qualifierId': 29}, {'id': 5159332005, 'qualifierId': 233, 'value': '4'}, {'id': 5159322161, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159322159, 'qualifierId': 64}, {'id': 5159331987, 'qualifierId': 20}, {'id': 5159335881, 'qualifierId': 102, 'value': '49.0'}, {'id': 5159335885, 'qualifierId': 215}, {'id': 5159335891, 'qualifierId': 147, 'value': '53.6'}, {'id': 5159335887, 'qualifierId': 146, 'value': '98.0'}, {'id': 5159335873, 'qualifierId': 79}, {'id': 5159322157, 'qualifierId': 22}, {'id': 5159335877, 'qualifierId': 55, 'value': '6'}, {'id': 5159335883, 'qualifierId': 103, 'value': '28.5'}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;esq95itxg7clxsnv4imkfne38;Attempt Saved;;;;;;;;;;;;;;28,5;1,0;;;;;1,0;49,0;;;;;;;;;4,0;;1,0;1,0;1,0;1,0;53,6;98,0;1,0;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;98,0;53,6;49,0;28.5;6,0;1on6mxrbdqnh12s4h1y0vb3mc;;0;5;11;Vancouver Whitecaps II;311;FWL;1,0
2710902571;4;10;1;5;11;eo64tqkioegeb09iice2hf8bt;1;1,4;51,0;2024-08-19T00:08:34.962Z;2024-08-19T00:12:04Z;[{'id': 5159332023, 'qualifierId': 233, 'value': '8'}, {'id': 5159323147, 'qualifierId': 181}, {'id': 5159322211, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159322203, 'qualifierId': 173}, {'id': 5159322207, 'qualifierId': 182}];1g87lk1nglquvmvpowjfpcpre;I. Boehmer;;esq95itxg7clxsnv4imkfne38;Save;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,0;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;5;11;The Town;311;GK;1,0
2710902581;5;6;1;5;13;eo64tqkioegeb09iice2hf8bt;0;6,8;43,2;2024-08-19T00:08:36.990Z;2024-08-19T00:22:34Z;[{'id': 5159322367, 'qualifierId': 233, 'value': '9'}, {'id': 5159322339, 'qualifierId': 73}, {'id': 5159322337, 'qualifierId': 56, 'value': 'Back'}];1g87lk1nglquvmvpowjfpcpre;I. Boehmer;;esq95itxg7clxsnv4imkfne38;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;5;13;The Town;313;GK;1,0
2710902567;9;6;1;5;13;ew2zirzye0sw1txr2m33nr25y;1;93,2;56,8;2024-08-19T00:08:36.990Z;2024-08-19T00:22:34Z;[{'id': 5159323393, 'qualifierId': 75}, {'id': 5159322363, 'qualifierId': 233, 'value': '5'}, {'id': 5159322227, 'qualifierId': 56, 'value': 'Center'}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;esq95itxg7clxsnv4imkfne38;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;5;13;Vancouver Whitecaps II;313;FWL;1,0
2710902835;10;1;1;5;42;ew2zirzye0sw1txr2m33nr25y;0;99,6;0,7;2024-08-19T00:09:06.511Z;2024-08-19T00:09:08Z;[{'id': 5159323673, 'qualifierId': 224}, {'id': 5159323671, 'qualifierId': 155}, {'id': 5159323675, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159323681, 'qualifierId': 212, 'value': '31.1'}, {'id': 5159323679, 'qualifierId': 141, 'value': '45.5'}, {'id': 5159323685, 'qualifierId': 213, 'value': '1.77'}, {'id': 5159323669, 'qualifierId': 6}, {'id': 5159323677, 'qualifierId': 140, 'value': '93.7'}, {'id': 5159323667, 'qualifierId': 2}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;esq95itxg7clxsnv4imkfne38;Pass;;;;;;;;;;;;;;;;;;;;;;;;31,1;1,77;;93,7;45,5;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;93,7;45,5;;;;;;;;0;5;42;Vancouver Whitecaps II;342;FW;1,0
2710902873;6;12;1;5;46;eo64tqkioegeb09iice2hf8bt;1;4,6;54,6;2024-08-19T00:09:09.753Z;2024-08-19T00:55:51Z;[{'id': 5159323913, 'qualifierId': 141, 'value': '44.5'}, {'id': 5159323915, 'qualifierId': 212, 'value': '22.4'}, {'id': 5159323911, 'qualifierId': 140, 'value': '24.9'}, {'id': 5159323909, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159323917, 'qualifierId': 213, 'value': '5.97'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;esq95itxg7clxsnv4imkfne38;Clearance;;;;;;;;;;;;;;;;;;;;;;;;22,4;5,97;;24,9;44,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;24,9;44,5;;;;;;;;0;5;46;The Town;346;DC;1,0
2710902891;7;12;1;5;49;eo64tqkioegeb09iice2hf8bt;1;20,2;39,8;2024-08-19T00:09:13Z;2024-08-19T00:09:21Z;[{'id': 5159324015, 'qualifierId': 140, 'value': '42.0'}, {'id': 5159324013, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159324021, 'qualifierId': 213, 'value': '5.39'}, {'id': 5159324071, 'qualifierId': 167}, {'id': 5159324017, 'qualifierId': 141, 'value': '0.0'}, {'id': 5159324019, 'qualifierId': 212, 'value': '36.5'}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;esq95itxg7clxsnv4imkfne38;Clearance;;;;;;;;;;;;;;;;;;;;;;;;36,5;5,39;;42,0;0,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;42,0;0,0;;;;;;;;0;5;49;The Town;349;MC;1,0
