id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_JerseyNumber;value_PlayerPosition;value_TeamKit;value_Involved;value_Captain;value_TeamFormation;value_Resume;value_DirectionOfPlay;value_Zone;value_Angle;value_PassEndY;value_Length;value_PassEndX;value_KickOff;value_Launch;value_LongBall;value_Offensive;value_OppositeRelatedEventId;value_Cross;value_BlockedPass;value_BlockedCross;value_Left;value_Right;value_CornerTaken;value_Chipped;value_NextEventGoalKick;value_GoalKick;value_High;value_FlickOn;value_HeadPass;value_Defensive;value_NotVisible;value_GkHoof;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_Unchallenged;value_KeeperThrow;value_Overrun;value_GoalmouthY;value_LowLeft;value_BlockedX;value_GoalmouthZ;value_NotAssisted;value_OutOfBoxCentre;value_RegularPlay;value_BlockedY;value_IndividualPlay;value_RightFooted;value_Collected;value_Hands;value_Stooping;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_LayOff;value_PlayersCaughtOffside;value_Indirect;value_OutOfPlay;value_Blocked;value_LeftFooted;value_RelatedEventId;value_LowCentre;value_Assisted;value_GkY;value_GkX;value_DefBlock;value_ShirtPull/Holding;value_Low;value_Assist;value_InSwinger;value_IntentionalAssist;value_Head;value_FirstTouch;value_BoxCentre;value_FromCorner;value_DeletedEventType;value_OverhitCross;value_OutOnSideline;value_NotPastGoalLine;value_SwitchOfPlay;value_RefereeDelay;value_DrinksBreak;value_MisHit;value_HighLeft;value_Shove/Push;value_Minutes;value_EndType;value_Handball;value_PullBack;value_LowRight;value_SoloRun;value_GoalShotGameClock;value_GoalShotTimestamp;value_YellowCard;value_TacticalFoul;value_CloseRight;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_CloseLeft;value_SwerveRight;value_Injury;value_InjuredPlayerId;value_FreeKick;value_ParriedSafe;value_Diving;value_SmallBoxRight;value_Standing;value_BoxRight;value_BigChance;value_OtherBodyPart;value_Volley;value_FantasyAssistTeam;value_KeeperTouched;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistedBy;value_GkKickFromHands;value_OverArm;value_RecklessOffence;value_GoesToPenalties;value_Penalty;value_TempShotOn;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_HighRight;value_Saved;value_HitWoodwork;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710830685;144;45;1;17;1;cwnjxlibb02fuh0vwgvac6h45;0;49,7;84,2;2024-08-18T21:22:28.908Z;2024-08-18T23:16:07Z;[{'id': 5158928951, 'qualifierId': 233, 'value': '151'}, {'id': 5158928831, 'qualifierId': 285}, {'id': 5158928829, 'qualifierId': 56, 'value': 'Back'}];4hdai9za2ls03tjpcw0ahu5wq;T. Gray;;;eqh157z70awog38xarc2epjpw;Challenge;;;;;;;;;;;;;;;;;;;151,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;17;1;Crown Legacy;1021;AML;1,0
2710830709;151;3;1;17;1;6ubc4y1v6hr63mca7ica4hp90;1;50,3;15,8;2024-08-18T21:22:28.908Z;2024-08-18T23:16:07Z;[{'id': 5158928933, 'qualifierId': 286}, {'id': 5158928947, 'qualifierId': 233, 'value': '144'}, {'id': 5158928931, 'qualifierId': 56, 'value': 'Right'}];4ywn289r9mrs444sgkgduyivo;T. Smalls;;;eqh157z70awog38xarc2epjpw;Take On;;;;;;;;;;;;;;;;;;1,0;144,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;17;1;Chattanooga;1021;AMR;1,0
2710830729;152;1;1;17;4;6ubc4y1v6hr63mca7ica4hp90;1;40,6;13,4;2024-08-18T21:22:32.153Z;2024-08-18T21:22:35Z;[{'id': 5158929051, 'qualifierId': 213, 'value': '0.82'}, {'id': 5158929049, 'qualifierId': 212, 'value': '20.4'}, {'id': 5158929045, 'qualifierId': 140, 'value': '53.9'}, {'id': 5158929047, 'qualifierId': 141, 'value': '35.2'}, {'id': 5158929043, 'qualifierId': 56, 'value': 'Center'}];4ywn289r9mrs444sgkgduyivo;T. Smalls;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;0,82;35,2;20,4;53,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;53,9;35,2;;;;;;;;0;17;4;Chattanooga;1024;AMR;1,0
2710830743;153;1;1;17;8;6ubc4y1v6hr63mca7ica4hp90;1;48,2;41,3;2024-08-18T21:22:35.761Z;2024-08-18T21:26:24Z;[{'id': 5158929133, 'qualifierId': 212, 'value': '41.5'}, {'id': 5158929137, 'qualifierId': 1}, {'id': 5158929127, 'qualifierId': 56, 'value': 'Left'}, {'id': 5158929129, 'qualifierId': 140, 'value': '71.5'}, {'id': 5158929131, 'qualifierId': 141, 'value': '90.6'}, {'id': 5158929135, 'qualifierId': 213, 'value': '0.94'}];3ve0xap9f0gjsslhgjsmakx04;A. John;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;0,94;90,6;41,5;71,5;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;71,5;90,6;;;;;;;;0;17;8;Chattanooga;1028;MC;1,0
2710830767;154;1;1;17;11;6ubc4y1v6hr63mca7ica4hp90;0;80,1;93,5;2024-08-18T21:22:38.526Z;2024-08-18T21:22:45Z;[{'id': 5158929259, 'qualifierId': 155}, {'id': 5158929267, 'qualifierId': 212, 'value': '16.8'}, {'id': 5158929263, 'qualifierId': 140, 'value': '86.0'}, {'id': 5158929261, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158929269, 'qualifierId': 213, 'value': '5.09'}, {'id': 5158929265, 'qualifierId': 141, 'value': '70.6'}, {'id': 5158929257, 'qualifierId': 2}];6bg69aksa8wb6wmu7w81is8yy;J. Forbes;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;5,09;70,6;16,8;86,0;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;86,0;70,6;;;;;;;;0;17;11;Chattanooga;1031;DC;1,0
2710830793;145;61;1;17;16;cwnjxlibb02fuh0vwgvac6h45;1;10,7;28,6;2024-08-18T21:22:44.357Z;2024-08-18T21:22:44Z;[{'id': 5158929401, 'qualifierId': 56, 'value': 'Back'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;eqh157z70awog38xarc2epjpw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;17;16;Crown Legacy;1036;DR;1,0
2710830809;146;6;1;17;18;cwnjxlibb02fuh0vwgvac6h45;0;7,0;4,2;2024-08-18T21:22:46.012Z;2024-08-18T21:31:41Z;[{'id': 5158930053, 'qualifierId': 73}, {'id': 5158929475, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158930071, 'qualifierId': 233, 'value': '155'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;eqh157z70awog38xarc2epjpw;Corner Awarded;;;;;;;;;;;;;;;;;;;155,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;17;18;Crown Legacy;1038;DR;1,0
2710830815;155;6;1;17;18;6ubc4y1v6hr63mca7ica4hp90;1;93,0;95,8;2024-08-18T21:22:46.012Z;2024-08-18T21:31:41Z;[{'id': 5158929539, 'qualifierId': 73}, {'id': 5158929537, 'qualifierId': 56, 'value': 'Left'}, {'id': 5158930063, 'qualifierId': 233, 'value': '146'}];6bg69aksa8wb6wmu7w81is8yy;J. Forbes;;;eqh157z70awog38xarc2epjpw;Corner Awarded;;;;;;;;;;;;;;;;;;;146,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;17;18;Chattanooga;1038;DC;1,0
2710831053;157;1;1;17;48;6ubc4y1v6hr63mca7ica4hp90;1;99,9;99,3;2024-08-18T21:23:15.951Z;2024-08-18T22:01:01Z;[{'id': 5158930827, 'qualifierId': 6}, {'id': 5158930841, 'qualifierId': 213, 'value': '4.44'}, {'id': 5158931315, 'qualifierId': 210, 'value': '13'}, {'id': 5158930835, 'qualifierId': 140, 'value': '90.3'}, {'id': 5158930831, 'qualifierId': 223}, {'id': 5158930839, 'qualifierId': 212, 'value': '37.2'}, {'id': 5158930837, 'qualifierId': 141, 'value': '46.7'}, {'id': 5158930833, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158931317, 'qualifierId': 154}, {'id': 5158930843, 'qualifierId': 1}, {'id': 5158930829, 'qualifierId': 155}, {'id': 5158930825, 'qualifierId': 2}];3ve0xap9f0gjsslhgjsmakx04;A. John;1,0;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;4,44;46,7;37,2;90,3;;;1,0;;;1,0;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;90,3;46,7;;;;;;;;0;17;48;Chattanooga;1068;MC;1,0
2710831055;158;13;1;17;50;6ubc4y1v6hr63mca7ica4hp90;1;90,3;46,6;2024-08-18T21:23:18.400Z;2024-08-18T22:00:58Z;[{'id': 5158931165, 'qualifierId': 15}, {'id': 5158931171, 'qualifierId': 328}, {'id': 5158931339, 'qualifierId': 102, 'value': '32.8'}, {'id': 5158931335, 'qualifierId': 55, 'value': '157'}, {'id': 5158931331, 'qualifierId': 29}, {'id': 5158931345, 'qualifierId': 231, 'value': '49.3'}, {'id': 5158931341, 'qualifierId': 103, 'value': '18.1'}, {'id': 5158930849, 'qualifierId': 17}, {'id': 5158931329, 'qualifierId': 75}, {'id': 5158931343, 'qualifierId': 230, 'value': '97.8'}, {'id': 5158930851, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158931333, 'qualifierId': 154}, {'id': 5158931163, 'qualifierId': 25}];f12wt1v2qf2siv8p6q6x2bxuc;D. Sing;;;eqh157z70awog38xarc2epjpw;Miss;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;32,8;;;18,1;;;;;;;;;;;;;;;;;;;;157,0;;1,0;49,3;97,8;;;;;;1,0;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;32,8;18.1;157,0;3ve0xap9f0gjsslhgjsmakx04;;0;17;50;Chattanooga;1070;FW;1,0
2710831333;147;5;1;17;51;cwnjxlibb02fuh0vwgvac6h45;1;-0,8;65,2;2024-08-18T21:23:18.845Z;2024-08-18T22:03:38Z;[{'id': 5159024793, 'qualifierId': 233, 'value': '159'}, {'id': 5158932419, 'qualifierId': 346}, {'id': 5158932417, 'qualifierId': 56, 'value': 'Back'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;eqh157z70awog38xarc2epjpw;Out;;;;;;;;;;;;;;;;;;;159,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;17;51;Crown Legacy;1071;DR;1,0
2710831073;159;5;1;17;51;6ubc4y1v6hr63mca7ica4hp90;0;100,8;34,8;2024-08-18T21:23:18.845Z;2024-08-18T22:03:38Z;[{'id': 5159024821, 'qualifierId': 233, 'value': '147'}, {'id': 5158930935, 'qualifierId': 346}, {'id': 5158930933, 'qualifierId': 56, 'value': 'Center'}];f12wt1v2qf2siv8p6q6x2bxuc;D. Sing;;;eqh157z70awog38xarc2epjpw;Out;;;;;;;;;;;;;;;;;;;147,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;17;51;Chattanooga;1071;FW;1,0
2710831355;148;1;1;18;33;cwnjxlibb02fuh0vwgvac6h45;0;4,5;57,7;2024-08-18T21:24:01.501Z;2024-08-18T21:24:05Z;[{'id': 5158932559, 'qualifierId': 141, 'value': '65.1'}, {'id': 5158932555, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158932563, 'qualifierId': 213, 'value': '0.08'}, {'id': 5158932567, 'qualifierId': 74}, {'id': 5158932565, 'qualifierId': 1}, {'id': 5158932561, 'qualifierId': 212, 'value': '62.2'}, {'id': 5158932553, 'qualifierId': 124}, {'id': 5158932557, 'qualifierId': 140, 'value': '63.5'}];ew3qxbn1ev1qv7wi0iwoc642c;J. Burke;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;0,08;65,1;62,2;63,5;;;1,0;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;63,5;65,1;;;;;;;;0;18;33;Crown Legacy;1113;GK;1,0
2710831369;160;1;1;18;38;6ubc4y1v6hr63mca7ica4hp90;0;35,8;30,7;2024-08-18T21:24:06.082Z;2024-08-18T21:24:07Z;[{'id': 5158932693, 'qualifierId': 1}, {'id': 5158932687, 'qualifierId': 141, 'value': '26.8'}, {'id': 5158932683, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158932685, 'qualifierId': 140, 'value': '47.0'}, {'id': 5158932689, 'qualifierId': 212, 'value': '12.1'}, {'id': 5158932681, 'qualifierId': 157}, {'id': 5158932691, 'qualifierId': 213, 'value': '6.06'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;6,06;26,8;12,1;47,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;47,0;26,8;;;;;;;;0;18;38;Chattanooga;1118;DC;1,0
2710831403;149;1;1;18;40;cwnjxlibb02fuh0vwgvac6h45;1;56,4;71,2;2024-08-18T21:24:07.532Z;2024-08-18T21:24:12Z;[{'id': 5158932887, 'qualifierId': 3}, {'id': 5158932893, 'qualifierId': 141, 'value': '90.7'}, {'id': 5158932897, 'qualifierId': 213, 'value': '0.72'}, {'id': 5158932895, 'qualifierId': 212, 'value': '20.2'}, {'id': 5158932891, 'qualifierId': 140, 'value': '70.9'}, {'id': 5158932889, 'qualifierId': 56, 'value': 'Left'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;0,72;90,7;20,2;70,9;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;70,9;90,7;;;;;;;;0;18;40;Crown Legacy;1120;MC;1,0
2710831423;150;1;1;18;44;cwnjxlibb02fuh0vwgvac6h45;1;67,3;88,5;2024-08-18T21:24:12.011Z;2024-08-18T21:24:15Z;[{'id': 5158932979, 'qualifierId': 213, 'value': '4.28'}, {'id': 5158932971, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158932975, 'qualifierId': 141, 'value': '77.9'}, {'id': 5158932977, 'qualifierId': 212, 'value': '8.0'}, {'id': 5158932973, 'qualifierId': 140, 'value': '64.1'}];4hdai9za2ls03tjpcw0ahu5wq;T. Gray;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;4,28;77,9;8,0;64,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;64,1;77,9;;;;;;;;0;18;44;Crown Legacy;1124;AML;1,0
2710831431;151;1;1;18;47;cwnjxlibb02fuh0vwgvac6h45;0;69,6;69,2;2024-08-18T21:24:14.924Z;2024-08-18T21:24:16Z;[{'id': 5158933047, 'qualifierId': 212, 'value': '9.7'}, {'id': 5158933043, 'qualifierId': 140, 'value': '78.8'}, {'id': 5158933049, 'qualifierId': 213, 'value': '0.09'}, {'id': 5158933045, 'qualifierId': 141, 'value': '70.5'}, {'id': 5158933041, 'qualifierId': 56, 'value': 'Center'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;0,09;70,5;9,7;78,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;78,8;70,5;;;;;;;;0;18;47;Crown Legacy;1127;MC;1,0
2710831453;161;8;1;18;48;6ubc4y1v6hr63mca7ica4hp90;1;23,1;25,0;2024-08-18T21:24:15.861Z;2024-08-18T22:01:09Z;[{'id': 5158933157, 'qualifierId': 56, 'value': 'Back'}];doqbp8fg8hke6hhifdr4jzklw;E. Peña;;;eqh157z70awog38xarc2epjpw;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;18;48;Chattanooga;1128;MC;1,0
2710831465;152;1;1;18;50;cwnjxlibb02fuh0vwgvac6h45;1;70,8;74,4;2024-08-18T21:24:17.515Z;2024-08-18T21:24:20Z;[{'id': 5158933217, 'qualifierId': 140, 'value': '83.8'}, {'id': 5158933213, 'qualifierId': 56, 'value': 'Left'}, {'id': 5158933219, 'qualifierId': 141, 'value': '89.0'}, {'id': 5158933227, 'qualifierId': 213, 'value': '0.63'}, {'id': 5158933223, 'qualifierId': 212, 'value': '16.9'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;0,63;89,0;16,9;83,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;83,8;89,0;;;;;;;;0;18;50;Crown Legacy;1130;MC;1,0
2710831499;153;1;1;18;52;cwnjxlibb02fuh0vwgvac6h45;1;83,8;89,0;2024-08-18T21:24:20.060Z;2024-08-18T21:24:25Z;[{'id': 5158933373, 'qualifierId': 213, 'value': '5.71'}, {'id': 5158933361, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158933369, 'qualifierId': 141, 'value': '75.1'}, {'id': 5158933365, 'qualifierId': 140, 'value': '97.8'}, {'id': 5158933371, 'qualifierId': 212, 'value': '17.5'}];4hdai9za2ls03tjpcw0ahu5wq;T. Gray;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;5,71;75,1;17,5;97,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;97,8;75,1;;;;;;;;0;18;52;Crown Legacy;1132;AML;1,0
2710831509;154;1;1;18;57;cwnjxlibb02fuh0vwgvac6h45;0;97,8;75,1;2024-08-18T21:24:25.260Z;2024-08-18T21:53:06Z;[{'id': 5158933447, 'qualifierId': 212, 'value': '12.7'}, {'id': 5158933443, 'qualifierId': 140, 'value': '97.5'}, {'id': 5158933441, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158933449, 'qualifierId': 213, 'value': '4.69'}, {'id': 5158933445, 'qualifierId': 141, 'value': '56.4'}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;4,69;56,4;12,7;97,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;97,5;56,4;;;;;;;;0;18;57;Crown Legacy;1137;DC;1,0
2710831513;162;12;1;18;58;6ubc4y1v6hr63mca7ica4hp90;1;1,7;46,4;2024-08-18T21:24:25.869Z;2024-08-18T22:07:48Z;[{'id': 5158933497, 'qualifierId': 167}, {'id': 5158933479, 'qualifierId': 213, 'value': '3.89'}, {'id': 5158933475, 'qualifierId': 141, 'value': '43.1'}, {'id': 5158933471, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158933473, 'qualifierId': 140, 'value': '0.0'}, {'id': 5158933477, 'qualifierId': 212, 'value': '3.3'}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;;eqh157z70awog38xarc2epjpw;Clearance;;;;;;;;;;;3,89;43,1;3,3;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;0,0;43,1;;;;;;;;0;18;58;Chattanooga;1138;GK;1,0
2710831517;155;6;1;18;59;cwnjxlibb02fuh0vwgvac6h45;1;99,4;56,7;2024-08-18T21:24:26.537Z;2024-08-18T21:31:42Z;[{'id': 5158933521, 'qualifierId': 233, 'value': '163'}, {'id': 5158933509, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158933511, 'qualifierId': 73}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;eqh157z70awog38xarc2epjpw;Corner Awarded;;;;;;;;;;;;;;;;;;;163,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;18;59;Crown Legacy;1139;DC;1,0
2710831515;163;6;1;18;59;6ubc4y1v6hr63mca7ica4hp90;0;0,6;43,3;2024-08-18T21:24:26.537Z;2024-08-18T21:31:42Z;[{'id': 5158933515, 'qualifierId': 73}, {'id': 5158933513, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158933529, 'qualifierId': 233, 'value': '155'}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;;eqh157z70awog38xarc2epjpw;Corner Awarded;;;;;;;;;;;;;;;;;;;155,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;18;59;Chattanooga;1139;GK;1,0
2710831813;156;1;1;19;48;cwnjxlibb02fuh0vwgvac6h45;0;99,5;99,5;2024-08-18T21:25:16.492Z;2024-08-18T21:25:18Z;[{'id': 5158935241, 'qualifierId': 223}, {'id': 5158935249, 'qualifierId': 212, 'value': '22.7'}, {'id': 5158935245, 'qualifierId': 140, 'value': '97.0'}, {'id': 5158935237, 'qualifierId': 6}, {'id': 5158935251, 'qualifierId': 213, 'value': '4.60'}, {'id': 5158935239, 'qualifierId': 155}, {'id': 5158935235, 'qualifierId': 2}, {'id': 5158935243, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158935247, 'qualifierId': 141, 'value': '66.4'}];6zuton58biybp7ge3mpc17alm;Kwak Min-jae;;;eqh157z70awog38xarc2epjpw;Pass;;;;;;;;;;;4,6;66,4;22,7;97,0;;;;;;1,0;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;97,0;66,4;;;;;;;;0;19;48;Crown Legacy;1188;AMR;1,0
