id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_PlayerPosition;value_JerseyNumber;value_Captain;value_TeamPlayerFormation;value_Involved;value_Resume;value_TeamFormation;value_TeamKit;value_DirectionOfPlay;value_PassEndY;value_Zone;value_Angle;value_PassEndX;value_KickOff;value_Length;value_LongBall;value_Chipped;value_HeadPass;value_FlickOn;value_Launch;value_TouchTypePass;value_Head;value_PlayersCaughtOffside;value_NotVisible;value_DeletedEventType;value_FreeKickTaken;value_Indirect;value_LayOff;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_OutOfPlay;value_Defensive;value_Offensive;value_TouchTypeClearance;value_Foul;value_AttemptedTackle;value_Direct;value_FantasyAssistId;value_KeeperTouched;value_OutOfBoxCentre;value_GoalmouthZ;value_GkYTimeOfGoal;value_RightFooted;value_HighCentre;value_GkX;value_FantasyAssistedBy;value_GkY;value_GoalShotTimestamp;value_FreeKick;value_GoalShotGameClock;value_NotAssisted;value_GkXTimeOfGoal;value_FantasyAssistType;value_FantasyAssistTeam;value_GoalmouthY;value_NextEventGoalKick;value_High;value_GoalKick;value_BlockedPass;value_TouchTypeControl;value_IntendedTackleTarget;value_TakeOnSpace;value_IndividualPlay;value_HighLeft;value_Volley;value_FirstTouch;value_RegularPlay;value_SmallBoxCentre;value_LeftFooted;value_BigChance;value_AerialFoul;value_Defensive1V1;value_TakeOnOvertake;value_Low;value_Cross;value_OutSwinger;value_RelatedEventId;value_Assisted;value_LowLeft;value_Deflection;value_Tap;value_LowGkIntervention;value_KeeperThrow;value_Shove/Push;value_MediumGkIntervention;value_OverArm;value_Assist;value_LowCentre;value_BlockedY;value_BlockedX;value_Blocked;value_BoxCentre;value_DefBlock;value_Left;value_Right;value_CornerTaken;value_FromCorner;value_DrivenCross;value_Straight;value_Overrun;value_IntentionalAssist;value_IncorrectOutOfPlayDecision;value_BlockedCross;value_PullBack;value_MisHit;value_CloseRightAndHigh;value_InSwinger;value_LowRight;value_ShirtPull/Holding;value_SwitchOfPlay;value_ParriedDanger;value_Hands;value_Diving;value_HighGkIntervention;value_ParriedSafe;value_Injury;value_InjuredPlayerId;value_Minutes;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_EndType;value_CaptainChange;value_HighRight;value_SwerveRight;value_Collected;value_Stooping;value_Handball;value_Tactical;value_FloatedCross;value_Standing;value_OwnPlayer;value_OwnShotBlocked;value_NotPastGoalLine;value_HighClaim;value_BoxRight;value_CloseHigh;value_OutOfBoxDeepRight;value_TacticalFoul;value_YellowCard;value_ProfessionalFoulLastMan;value_RedCard;value_BlockedClearance;value_TimeWasting;value_ThroughBall;value_GkKickFromHands;value_Sliding;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2697625861;43;1;1;5;32;6ubc4y1v6hr63mca7ica4hp90;1;44,5;94,5;2024-06-23T23:09:44.906Z;2024-06-26T07:12:59Z;[{'id': 5085963479, 'qualifierId': 141, 'value': '94.1'}, {'id': 5085963473, 'qualifierId': 155}, {'id': 5085963475, 'qualifierId': 56, 'value': 'Back'}, {'id': 5085963483, 'qualifierId': 213, 'value': '3.18'}, {'id': 5085963477, 'qualifierId': 140, 'value': '37.6'}, {'id': 5085963481, 'qualifierId': 212, 'value': '7.3'}];6bg69aksa8wb6wmu7w81is8yy;J. Forbes;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;94,1;;3,18;37,6;;7,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;37,6;94,1;;;;;;;0;0;5;32;New England II;332;AML;1,0
2697625863;44;49;1;5;33;6ubc4y1v6hr63mca7ica4hp90;1;37,6;94,1;2024-06-23T23:09:46.250Z;2024-06-26T07:13:03Z;[];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;djyf2lijq06bks50mxfpgls7o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;5;33;New England II;333;DC;1,0
2697625885;45;1;1;5;34;6ubc4y1v6hr63mca7ica4hp90;1;36,9;92,6;2024-06-23T23:09:46.713Z;2024-06-26T07:13:06Z;[{'id': 5085963617, 'qualifierId': 56, 'value': 'Back'}, {'id': 5085963621, 'qualifierId': 140, 'value': '25.0'}, {'id': 5085963623, 'qualifierId': 141, 'value': '77.0'}, {'id': 5085963625, 'qualifierId': 212, 'value': '16.4'}, {'id': 5085963627, 'qualifierId': 213, 'value': '3.85'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;77,0;;3,85;25,0;;16,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;25,0;77,0;;;;;;;0;0;5;34;New England II;334;DC;1,0
2697625927;46;1;1;5;37;6ubc4y1v6hr63mca7ica4hp90;1;23,7;72,0;2024-06-23T23:09:49.953Z;2024-06-23T23:09:59Z;[{'id': 5085963849, 'qualifierId': 212, 'value': '17.2'}, {'id': 5085963847, 'qualifierId': 141, 'value': '51.9'}, {'id': 5085963845, 'qualifierId': 140, 'value': '13.8'}, {'id': 5085963851, 'qualifierId': 213, 'value': '4.06'}, {'id': 5085963843, 'qualifierId': 56, 'value': 'Back'}];ezda0qbkzxiyuxmpc360mcdn8;A. Ouedraogo;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;51,9;;4,06;13,8;;17,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;13,8;51,9;;;;;;;0;0;5;37;New England II;337;DC;1,0
2697625947;47;1;1;5;46;6ubc4y1v6hr63mca7ica4hp90;1;14,7;50,1;2024-06-23T23:09:59.538Z;2024-06-23T23:10:01Z;[{'id': 5085963929, 'qualifierId': 140, 'value': '23.8'}, {'id': 5085963931, 'qualifierId': 141, 'value': '43.3'}, {'id': 5085963935, 'qualifierId': 213, 'value': '5.83'}, {'id': 5085963933, 'qualifierId': 212, 'value': '10.6'}, {'id': 5085963927, 'qualifierId': 56, 'value': 'Back'}];4npcsyrhri5kmeks8gfon146i;N. Holliday;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;43,3;;5,83;23,8;;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;23,8;43,3;;;;;;;0;0;5;46;New England II;346;GK;1,0
2697625951;48;1;1;5;49;6ubc4y1v6hr63mca7ica4hp90;1;24,0;42,1;2024-06-23T23:10:01.761Z;2024-06-26T07:13:21Z;[{'id': 5085963971, 'qualifierId': 141, 'value': '24.1'}, {'id': 5085963967, 'qualifierId': 56, 'value': 'Back'}, {'id': 5085963969, 'qualifierId': 140, 'value': '12.8'}, {'id': 5085963973, 'qualifierId': 212, 'value': '17.0'}, {'id': 5085963975, 'qualifierId': 213, 'value': '3.95'}];3ve0xap9f0gjsslhgjsmakx04;A. John;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;24,1;;3,95;12,8;;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;12,8;24,1;;;;;;;0;0;5;49;New England II;349;MC;1,0
2697625971;49;1;1;5;52;6ubc4y1v6hr63mca7ica4hp90;1;14,4;20,9;2024-06-23T23:10:04.962Z;2024-06-23T23:10:08Z;[{'id': 5085964079, 'qualifierId': 213, 'value': '5.76'}, {'id': 5085964071, 'qualifierId': 56, 'value': 'Back'}, {'id': 5085964075, 'qualifierId': 141, 'value': '2.5'}, {'id': 5085964073, 'qualifierId': 140, 'value': '35.0'}, {'id': 5085964077, 'qualifierId': 212, 'value': '25.0'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;2,5;;5,76;35,0;;25,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;35,0;2,5;;;;;;;0;0;5;52;New England II;352;DL;1,0
2697625975;50;1;1;5;54;6ubc4y1v6hr63mca7ica4hp90;0;45,2;6,0;2024-06-23T23:10:07.562Z;2024-06-26T07:13:55Z;[{'id': 5085964103, 'qualifierId': 213, 'value': '0.75'}, {'id': 5085964095, 'qualifierId': 56, 'value': 'Center'}, {'id': 5085964099, 'qualifierId': 141, 'value': '25.2'}, {'id': 5085964097, 'qualifierId': 140, 'value': '58.5'}, {'id': 5085964101, 'qualifierId': 212, 'value': '19.1'}];ds4avrkvrp4jxq9lp02ssci22;N. Scardina;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;25,2;;0,75;58,5;;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;58,5;25,2;;;;;;;0;0;5;54;New England II;354;DR;1,0
2697625977;53;49;1;5;56;csntc7hucmo21gknxc5y0kc4q;1;39,9;66,3;2024-06-23T23:10:09.519Z;2024-06-26T07:13:59Z;[];et772m1f5cqceeffckpnty1p0;E. Klein;;;djyf2lijq06bks50mxfpgls7o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;5;56;Crown Legacy;356;DC;1,0
2697625989;54;1;1;5;58;csntc7hucmo21gknxc5y0kc4q;1;39,9;66,3;2024-06-23T23:10:10.950Z;2024-06-23T23:10:13Z;[{'id': 5085964153, 'qualifierId': 140, 'value': '46.6'}, {'id': 5085964155, 'qualifierId': 141, 'value': '42.1'}, {'id': 5085964151, 'qualifierId': 56, 'value': 'Back'}, {'id': 5085964159, 'qualifierId': 213, 'value': '5.12'}, {'id': 5085964157, 'qualifierId': 212, 'value': '17.9'}];et772m1f5cqceeffckpnty1p0;E. Klein;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;42,1;;5,12;46,6;;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;46,6;42,1;;;;;;;0;0;5;58;Crown Legacy;358;DC;1,0
2697625997;55;1;1;6;0;csntc7hucmo21gknxc5y0kc4q;0;47,0;42,1;2024-06-23T23:10:13.015Z;2024-06-23T23:10:14Z;[{'id': 5085964207, 'qualifierId': 141, 'value': '45.2'}, {'id': 5085964211, 'qualifierId': 213, 'value': '0.09'}, {'id': 5085964209, 'qualifierId': 212, 'value': '23.9'}, {'id': 5085964205, 'qualifierId': 140, 'value': '69.7'}, {'id': 5085964203, 'qualifierId': 56, 'value': 'Center'}];akwjik09wytzzr3yras0diqz8;L. Borovic;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;45,2;;0,09;69,7;;23,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;69,7;45,2;;;;;;;0;0;6;0;Crown Legacy;360;MC;1,0
2697626019;51;61;1;6;1;6ubc4y1v6hr63mca7ica4hp90;1;30,6;47,8;2024-06-23T23:10:14.490Z;2024-06-26T07:14:26Z;[{'id': 5085964323, 'qualifierId': 56, 'value': 'Back'}];ezda0qbkzxiyuxmpc360mcdn8;A. Ouedraogo;;;djyf2lijq06bks50mxfpgls7o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;6;1;New England II;361;DC;1,0
2697626025;52;49;1;6;3;6ubc4y1v6hr63mca7ica4hp90;1;28,4;36,1;2024-06-23T23:10:15.962Z;2024-06-26T07:14:31Z;[];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;djyf2lijq06bks50mxfpgls7o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;6;3;New England II;363;DL;1,0
2697626039;53;1;1;6;4;6ubc4y1v6hr63mca7ica4hp90;1;28,4;36,1;2024-06-23T23:10:17.234Z;2024-06-26T07:14:32Z;[{'id': 5085964431, 'qualifierId': 141, 'value': '16.4'}, {'id': 5085964429, 'qualifierId': 140, 'value': '38.9'}, {'id': 5085964435, 'qualifierId': 213, 'value': '5.40'}, {'id': 5085964433, 'qualifierId': 212, 'value': '17.3'}, {'id': 5085964427, 'qualifierId': 56, 'value': 'Back'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;16,4;;5,4;38,9;;17,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;38,9;16,4;;;;;;;0;0;6;4;New England II;364;DL;1,0
2697626077;54;1;1;6;7;6ubc4y1v6hr63mca7ica4hp90;0;40,6;17,7;2024-06-23T23:10:20.418Z;2024-06-23T23:10:24Z;[{'id': 5085964613, 'qualifierId': 1}, {'id': 5085964611, 'qualifierId': 213, 'value': '0.57'}, {'id': 5085964607, 'qualifierId': 141, 'value': '77.0'}, {'id': 5085964605, 'qualifierId': 140, 'value': '100.0'}, {'id': 5085964603, 'qualifierId': 56, 'value': 'Center'}, {'id': 5085964609, 'qualifierId': 212, 'value': '75.1'}, {'id': 5085964601, 'qualifierId': 155}];ds4avrkvrp4jxq9lp02ssci22;N. Scardina;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;77,0;;0,57;100,0;;75,1;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;100,0;77,0;;;;;;;0;0;6;7;New England II;367;DR;1,0
2697626081;55;5;1;6;11;6ubc4y1v6hr63mca7ica4hp90;0;100,9;79,1;2024-06-23T23:10:24.590Z;2024-06-23T23:10:25Z;[{'id': 5085964641, 'qualifierId': 233, 'value': '56'}, {'id': 5085964631, 'qualifierId': 346}, {'id': 5085964629, 'qualifierId': 56, 'value': 'Left'}];ds4avrkvrp4jxq9lp02ssci22;N. Scardina;;;djyf2lijq06bks50mxfpgls7o;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;6;11;New England II;371;DR;1,0
2697626079;56;5;1;6;11;csntc7hucmo21gknxc5y0kc4q;1;-0,9;20,9;2024-06-23T23:10:24.590Z;2024-06-23T23:27:35Z;[{'id': 5085964637, 'qualifierId': 233, 'value': '55'}, {'id': 5085964625, 'qualifierId': 346}, {'id': 5085964623, 'qualifierId': 56, 'value': 'Back'}];opnutov04c33y3gq2fjpkaac;J. Gunn;;;djyf2lijq06bks50mxfpgls7o;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;6;11;Crown Legacy;371;GK;1,0
2697626247;57;1;1;6;32;csntc7hucmo21gknxc5y0kc4q;0;4,9;49,7;2024-06-23T23:10:44.799Z;2024-06-26T07:15:40Z;[{'id': 5085965459, 'qualifierId': 213, 'value': '0.55'}, {'id': 5085965451, 'qualifierId': 56, 'value': 'Back'}, {'id': 5085965465, 'qualifierId': 74}, {'id': 5085965453, 'qualifierId': 140, 'value': '45.6'}, {'id': 5085965455, 'qualifierId': 141, 'value': '87.8'}, {'id': 5085965461, 'qualifierId': 1}, {'id': 5085965457, 'qualifierId': 212, 'value': '50.0'}, {'id': 5085965559, 'qualifierId': 189}, {'id': 5085965449, 'qualifierId': 124}];opnutov04c33y3gq2fjpkaac;J. Gunn;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;87,8;;0,55;45,6;;50,0;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;45,6;87,8;;;;;;;0;0;6;32;Crown Legacy;392;GK;1,0
2697626243;56;1;1;6;34;6ubc4y1v6hr63mca7ica4hp90;0;56,8;16,2;2024-06-23T23:10:47.575Z;2024-06-26T07:16:15Z;[{'id': 5087583277, 'qualifierId': 213, 'value': '5.71'}, {'id': 5087583309, 'qualifierId': 286}, {'id': 5087583317, 'qualifierId': 233, 'value': '58'}, {'id': 5087583271, 'qualifierId': 140, 'value': '57.6'}, {'id': 5085965439, 'qualifierId': 56, 'value': 'Right'}, {'id': 5087583307, 'qualifierId': 236}, {'id': 5087583273, 'qualifierId': 141, 'value': '15.4'}, {'id': 5087583275, 'qualifierId': 212, 'value': '1.0'}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;15,4;;5,71;57,6;;1,0;;;;;;;;;;;;;;58,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;57,6;15,4;;;;;;;0;0;6;34;New England II;394;MC;1,0
2697626249;58;74;1;6;34;csntc7hucmo21gknxc5y0kc4q;1;45,6;88,1;2024-06-23T23:10:47.576Z;2024-06-26T07:16:17Z;[{'id': 5087583321, 'qualifierId': 233, 'value': '56'}, {'id': 5085965471, 'qualifierId': 56, 'value': 'Back'}, {'id': 5087583297, 'qualifierId': 285}];5e00w1rqym73habcl01wm7jtg;O. Escobar;;;djyf2lijq06bks50mxfpgls7o;Blocked Pass;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;6;34;Crown Legacy;394;AMC;1,0
2697925793;796;61;1;6;35;6ubc4y1v6hr63mca7ica4hp90;1;57,0;9,2;2024-06-23T23:10:48.023Z;2024-06-26T07:16:19Z;[{'id': 5087583371, 'qualifierId': 56, 'value': 'Right'}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;djyf2lijq06bks50mxfpgls7o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;6;35;New England II;395;MC;1,0
2697626251;57;5;1;6;36;6ubc4y1v6hr63mca7ica4hp90;0;56,6;-1,5;2024-06-23T23:10:49.489Z;2024-06-23T23:10:53Z;[{'id': 5085965577, 'qualifierId': 233, 'value': '59'}, {'id': 5085965485, 'qualifierId': 56, 'value': 'Right'}, {'id': 5085965487, 'qualifierId': 347}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;djyf2lijq06bks50mxfpgls7o;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;6;36;New England II;396;MC;1,0
2697626257;59;5;1;6;36;csntc7hucmo21gknxc5y0kc4q;1;43,4;101,5;2024-06-23T23:10:49.489Z;2024-06-23T23:27:35Z;[{'id': 5085965561, 'qualifierId': 233, 'value': '57'}, {'id': 5085965533, 'qualifierId': 56, 'value': 'Back'}, {'id': 5085965535, 'qualifierId': 347}];5e00w1rqym73habcl01wm7jtg;O. Escobar;;;djyf2lijq06bks50mxfpgls7o;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;6;36;Crown Legacy;396;AMC;1,0
2697626307;60;1;1;6;48;csntc7hucmo21gknxc5y0kc4q;0;48,3;100,0;2024-06-23T23:11:01.190Z;2024-06-23T23:11:02Z;[{'id': 5085965791, 'qualifierId': 56, 'value': 'Left'}, {'id': 5085965799, 'qualifierId': 213, 'value': '6.04'}, {'id': 5085965801, 'qualifierId': 1}, {'id': 5085965793, 'qualifierId': 140, 'value': '70.0'}, {'id': 5085965795, 'qualifierId': 141, 'value': '93.2'}, {'id': 5085965797, 'qualifierId': 212, 'value': '23.5'}, {'id': 5085965789, 'qualifierId': 107}];c1z6mxuhvuegd4c5b3hau93ze;M. Al-Hasnawi;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;93,2;;6,04;70,0;;23,5;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;70,0;93,2;;;;;;;0;0;6;48;Crown Legacy;408;DC;1,0
2697626329;58;1;1;6;51;6ubc4y1v6hr63mca7ica4hp90;1;33,8;16,1;2024-06-23T23:11:03.906Z;2024-06-23T23:11:05Z;[{'id': 5085965935, 'qualifierId': 212, 'value': '22.2'}, {'id': 5085965933, 'qualifierId': 141, 'value': '28.8'}, {'id': 5085965929, 'qualifierId': 56, 'value': 'Center'}, {'id': 5085965931, 'qualifierId': 140, 'value': '53.3'}, {'id': 5085965927, 'qualifierId': 3}, {'id': 5085965937, 'qualifierId': 213, 'value': '0.40'}];ds4avrkvrp4jxq9lp02ssci22;N. Scardina;;;djyf2lijq06bks50mxfpgls7o;Pass;;;;;;;;;;28,8;;0,4;53,3;;22,2;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;53,3;28,8;;;;;;;0;0;6;51;New England II;411;DR;1,0
