id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Resume;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_Captain;value_JerseyNumber;value_TeamKit;value_DirectionOfPlay;value_Zone;value_PassEndY;value_Angle;value_PassEndX;value_Length;value_KickOff;value_LongBall;value_Launch;value_DeletedEventType;value_IntendedTackleTarget;value_OppositeRelatedEventId;value_Offensive;value_TakeOnSpace;value_Defensive;value_TouchTypePass;value_BlockedPass;value_HeadPass;value_Foul;value_Shove/Push;value_Direct;value_FreeKickTaken;value_Assist;value_TakeOnOvertake;value_Blocked;value_BlockedX;value_RelatedEventId;value_Assisted;value_BlockedY;value_RegularPlay;value_LowCentre;value_GkX;value_GkY;value_GoalmouthY;value_BoxLeft;value_GoalmouthZ;value_RightFooted;value_DefBlock;value_Left;value_Cross;value_CornerTaken;value_Chipped;value_InSwinger;value_SwitchOfPlay;value_OutOfPlay;value_Head;value_NextEventThrowIn;value_IntentionalAssist;value_ThrowIn;value_ThrowInSetPiece;value_BoxCentre;value_OwnPlayer;value_LeftFooted;value_OwnShotBlocked;value_BigChance;value_FirstTouch;value_MisHit;value_SmallBoxCentre;value_NextEventGoalKick;value_Low;value_GoalKick;value_MediumGkIntervention;value_KeeperThrow;value_LowGkIntervention;value_LayOff;value_High;value_OverArm;value_AttemptedTackle;value_OutSwinger;value_HighGkIntervention;value_HighClaim;value_TouchTypeControl;value_TouchTypeClearance;value_CloseRight;value_SmallBoxLeft;value_FromCorner;value_VideoCoverageLost;value_PullBack;value_Collected;value_Hands;value_Diving;value_FlickOn;value_ThroughBall;value_ShirtPull/Holding;value_LowLeft;value_IndividualPlay;value_NotAssisted;value_ParriedDanger;value_PlayersCaughtOffside;value_Indirect;value_NotVisible;value_DrivenCross;value_Straight;value_ParriedSafe;value_Stooping;value_Right;value_BoxRight;value_LowRight;value_Fumble;value_GkKickFromHands;value_OutOfBoxCentre;value_Overrun;value_YellowCard;value_TacticalFoul;value_BlockedCross;value_AerialFoul;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_NotPastGoalLine;value_CloseHigh;value_RecklessOffence;value_SetPiece;value_LastLine;value_Standing;value_SecondYellow;value_FastBreak;value_2NdAssist;value_2NdRelatedEventId;value_KeeperTouched;value_GkXTimeOfGoal;value_GoalShotGameClock;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_2NdAssisted;value_CloseLeft;value_1On1;value_PersistentInfringement;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2693789985;67;11;1;9;48;csntc7hucmo21gknxc5y0kc4q;1;2,0;50,9;2024-06-01T23:14:04.719Z;2024-06-06T13:03:23Z;[{'id': 5064819105, 'qualifierId': 56, 'value': 'Back'}, {'id': 5070668975, 'qualifierId': 378}, {'id': 5064819157, 'qualifierId': 233, 'value': '115'}, {'id': 5064819107, 'qualifierId': 88}];6j4ibkpbos6w5ikle58u2vo;M. Weinstein;;;d5x5je7kb1uy27cqrgp1xdses;Claim;;;;;;;;;;;;;;;;;;;;115,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;9;48;Chattanooga;588;GK;1,0
2693790087;68;1;1;9;59;csntc7hucmo21gknxc5y0kc4q;1;10,7;50,9;2024-06-01T23:14:15.902Z;2024-06-01T23:14:22Z;[{'id': 5064819691, 'qualifierId': 212, 'value': '37.1'}, {'id': 5064819687, 'qualifierId': 140, 'value': '34.1'}, {'id': 5064819683, 'qualifierId': 123}, {'id': 5064819971, 'qualifierId': 1}, {'id': 5064819685, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064819689, 'qualifierId': 141, 'value': '91.8'}, {'id': 5064819693, 'qualifierId': 213, 'value': '0.85'}, {'id': 5064819705, 'qualifierId': 287}];6j4ibkpbos6w5ikle58u2vo;M. Weinstein;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;91,8;0,85;34,1;37,1;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;34,1;91,8;;;;;;;0;0;9;59;Chattanooga;599;GK;1,0
2693790147;69;1;1;10;5;csntc7hucmo21gknxc5y0kc4q;0;34,8;89,6;2024-06-01T23:14:21.951Z;2024-06-01T23:14:23Z;[{'id': 5064819997, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064820001, 'qualifierId': 141, 'value': '95.4'}, {'id': 5064820005, 'qualifierId': 213, 'value': '0.29'}, {'id': 5064820003, 'qualifierId': 212, 'value': '13.8'}, {'id': 5064819999, 'qualifierId': 140, 'value': '47.4'}];906i3qf1bf6nx6pla85e869lg;H. Barry;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;95,4;0,29;47,4;13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;47,4;95,4;;;;;;;0;0;10;5;Chattanooga;605;DC;1,0
2693790151;116;8;1;10;6;cwnjxlibb02fuh0vwgvac6h45;1;55,8;7,6;2024-06-01T23:14:23.471Z;2024-06-06T13:03:46Z;[{'id': 5064820019, 'qualifierId': 56, 'value': 'Right'}, {'id': 5070669125, 'qualifierId': 383}];exunlng0cgo9bpqh4x6jpxyax;J. Williams;;;d5x5je7kb1uy27cqrgp1xdses;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;10;6;New England II;606;DR;1,0
2693790177;117;4;1;10;9;cwnjxlibb02fuh0vwgvac6h45;1;56,0;13,6;2024-06-01T23:14:25.966Z;2024-06-01T23:14:29Z;[{'id': 5064820283, 'qualifierId': 152}, {'id': 5064820285, 'qualifierId': 286}, {'id': 5064820279, 'qualifierId': 294}, {'id': 5064820277, 'qualifierId': 13}, {'id': 5064820281, 'qualifierId': 56, 'value': 'Right'}, {'id': 5064820343, 'qualifierId': 233, 'value': '70'}];82uh6ad46fvub9b0vfapw2vze;J. James;;;d5x5je7kb1uy27cqrgp1xdses;Foul;;;;;;;;;;;;;;;;;;;;70,0;1,0;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;10;9;New England II;609;FWR;1,0
2693790171;70;4;1;10;9;csntc7hucmo21gknxc5y0kc4q;0;44,0;86,4;2024-06-01T23:14:25.967Z;2024-06-01T23:14:29Z;[{'id': 5064820299, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064820295, 'qualifierId': 13}, {'id': 5064820303, 'qualifierId': 285}, {'id': 5064820297, 'qualifierId': 294}, {'id': 5064820301, 'qualifierId': 152}, {'id': 5064820353, 'qualifierId': 233, 'value': '117'}];906i3qf1bf6nx6pla85e869lg;H. Barry;;;d5x5je7kb1uy27cqrgp1xdses;Foul;;;;;;;;;;;;;;;;;;;;117,0;;;1,0;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;10;9;Chattanooga;609;DC;1,0
2693790261;118;1;1;10;15;cwnjxlibb02fuh0vwgvac6h45;1;45,4;8,8;2024-06-01T23:14:32.168Z;2024-06-01T23:14:34Z;[{'id': 5064820551, 'qualifierId': 5}, {'id': 5064820557, 'qualifierId': 140, 'value': '28.7'}, {'id': 5064820563, 'qualifierId': 213, 'value': '3.08'}, {'id': 5064820555, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064820553, 'qualifierId': 152}, {'id': 5064820561, 'qualifierId': 212, 'value': '17.6'}, {'id': 5064820559, 'qualifierId': 141, 'value': '10.3'}];exunlng0cgo9bpqh4x6jpxyax;J. Williams;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;10,3;3,08;28,7;17,6;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;28,7;10,3;;;;;;;0;0;10;15;New England II;615;DR;1,0
2693790305;119;1;1;10;17;cwnjxlibb02fuh0vwgvac6h45;1;29,2;10,7;2024-06-01T23:14:34.304Z;2024-06-01T23:14:38Z;[{'id': 5064820807, 'qualifierId': 140, 'value': '28.7'}, {'id': 5064820813, 'qualifierId': 213, 'value': '1.60'}, {'id': 5064820805, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064820811, 'qualifierId': 212, 'value': '20.3'}, {'id': 5064820809, 'qualifierId': 141, 'value': '40.6'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;40,6;1,6;28,7;20,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;28,7;40,6;;;;;;;0;0;10;17;New England II;617;DL;1,0
2693790329;120;1;1;10;21;cwnjxlibb02fuh0vwgvac6h45;1;31,6;41,2;2024-06-01T23:14:38.032Z;2024-06-01T23:14:40Z;[{'id': 5064820947, 'qualifierId': 213, 'value': '4.83'}, {'id': 5064820941, 'qualifierId': 140, 'value': '33.2'}, {'id': 5064820945, 'qualifierId': 212, 'value': '14.3'}, {'id': 5064820943, 'qualifierId': 141, 'value': '20.3'}, {'id': 5064820939, 'qualifierId': 56, 'value': 'Back'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;20,3;4,83;33,2;14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;33,2;20,3;;;;;;;0;0;10;21;New England II;621;DC;1,0
2693790351;121;1;1;10;24;cwnjxlibb02fuh0vwgvac6h45;1;33,2;20,3;2024-06-01T23:14:40.753Z;2024-06-01T23:14:42Z;[{'id': 5064821067, 'qualifierId': 140, 'value': '28.6'}, {'id': 5064821071, 'qualifierId': 212, 'value': '19.1'}, {'id': 5064821073, 'qualifierId': 213, 'value': '1.83'}, {'id': 5064821069, 'qualifierId': 141, 'value': '47.5'}, {'id': 5064821065, 'qualifierId': 56, 'value': 'Back'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;47,5;1,83;28,6;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;28,6;47,5;;;;;;;0;0;10;24;New England II;624;DL;1,0
2693790403;122;1;1;10;26;cwnjxlibb02fuh0vwgvac6h45;1;28,6;47,5;2024-06-01T23:14:42.505Z;2024-06-01T23:14:47Z;[{'id': 5064821313, 'qualifierId': 213, 'value': '3.71'}, {'id': 5064821307, 'qualifierId': 140, 'value': '14.6'}, {'id': 5064821305, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064821309, 'qualifierId': 141, 'value': '33.6'}, {'id': 5064821311, 'qualifierId': 212, 'value': '17.5'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;33,6;3,71;14,6;17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;14,6;33,6;;;;;;;0;0;10;26;New England II;626;DC;1,0
2693790417;123;1;1;10;31;cwnjxlibb02fuh0vwgvac6h45;1;8,2;27,9;2024-06-01T23:14:47.698Z;2024-06-01T23:14:49Z;[{'id': 5064821403, 'qualifierId': 141, 'value': '6.8'}, {'id': 5064821401, 'qualifierId': 140, 'value': '17.5'}, {'id': 5064821405, 'qualifierId': 212, 'value': '17.4'}, {'id': 5064821399, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064821407, 'qualifierId': 213, 'value': '5.31'}];7jaa504py8qcx30a2p1vgn8d0;J. Antoine;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;6,8;5,31;17,5;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;17,5;6,8;;;;;;;0;0;10;31;New England II;631;GK;1,0
2693790431;124;1;1;10;32;cwnjxlibb02fuh0vwgvac6h45;1;18,0;6,5;2024-06-01T23:14:49.368Z;2024-06-01T23:14:51Z;[{'id': 5064821529, 'qualifierId': 141, 'value': '17.0'}, {'id': 5064821533, 'qualifierId': 213, 'value': '0.98'}, {'id': 5064821525, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064821527, 'qualifierId': 140, 'value': '22.6'}, {'id': 5064821531, 'qualifierId': 212, 'value': '8.6'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;17,0;0,98;22,6;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;22,6;17,0;;;;;;;0;0;10;32;New England II;632;DL;1,0
2693790443;125;1;1;10;35;cwnjxlibb02fuh0vwgvac6h45;1;24,1;11,1;2024-06-01T23:14:51.833Z;2024-06-01T23:14:54Z;[{'id': 5064821619, 'qualifierId': 213, 'value': '3.58'}, {'id': 5064821617, 'qualifierId': 212, 'value': '10.4'}, {'id': 5064821613, 'qualifierId': 140, 'value': '15.1'}, {'id': 5064821611, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064821615, 'qualifierId': 141, 'value': '4.6'}];b4te1cxogvhtglhug3sdgkmei;J. Arthur;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;4,6;3,58;15,1;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;15,1;4,6;;;;;;;0;0;10;35;New England II;635;MC;1,0
2693790453;126;1;1;10;37;cwnjxlibb02fuh0vwgvac6h45;0;15,1;4,6;2024-06-01T23:14:54.210Z;2024-06-01T23:14:55Z;[{'id': 5064821659, 'qualifierId': 141, 'value': '0.0'}, {'id': 5064821661, 'qualifierId': 212, 'value': '40.3'}, {'id': 5064821653, 'qualifierId': 157}, {'id': 5064821655, 'qualifierId': 56, 'value': 'Right'}, {'id': 5064821663, 'qualifierId': 213, 'value': '6.18'}, {'id': 5064821665, 'qualifierId': 1}, {'id': 5064821657, 'qualifierId': 140, 'value': '53.3'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;0,0;6,18;53,3;40,3;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;53,3;0,0;;;;;;;0;0;10;37;New England II;637;DL;1,0
2693790501;71;5;1;10;38;csntc7hucmo21gknxc5y0kc4q;1;50,4;101,2;2024-06-01T23:14:55.001Z;2024-06-01T23:33:58Z;[{'id': 5064821977, 'qualifierId': 347}, {'id': 5064821989, 'qualifierId': 233, 'value': '127'}, {'id': 5064821975, 'qualifierId': 56, 'value': 'Left'}];6han4f5xq1d0ii0ol2drgi4bu;G. Diarbian;;;d5x5je7kb1uy27cqrgp1xdses;Out;;;;;;;;;;;;;;;;;;;;127,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;10;38;Chattanooga;638;FWL;1,0
2693790455;127;5;1;10;38;cwnjxlibb02fuh0vwgvac6h45;0;49,6;-1,2;2024-06-01T23:14:55.001Z;2024-06-01T23:15:04Z;[{'id': 5064821675, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064821679, 'qualifierId': 347}, {'id': 5064822003, 'qualifierId': 233, 'value': '71'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;d5x5je7kb1uy27cqrgp1xdses;Out;;;;;;;;;;;;;;;;;;;;71,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;10;38;New England II;638;DL;1,0
2693790555;72;1;1;10;47;csntc7hucmo21gknxc5y0kc4q;1;53,2;100,0;2024-06-01T23:15:03.519Z;2024-06-01T23:15:09Z;[{'id': 5064822279, 'qualifierId': 140, 'value': '44.8'}, {'id': 5064822281, 'qualifierId': 141, 'value': '68.8'}, {'id': 5064822285, 'qualifierId': 213, 'value': '4.34'}, {'id': 5064822283, 'qualifierId': 212, 'value': '24.0'}, {'id': 5064822277, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064822287, 'qualifierId': 1}, {'id': 5064822275, 'qualifierId': 107}];906i3qf1bf6nx6pla85e869lg;H. Barry;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;68,8;4,34;44,8;24,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;44,8;68,8;;;;;;;0;0;10;47;Chattanooga;647;DC;1,0
2693790591;73;1;1;10;51;csntc7hucmo21gknxc5y0kc4q;1;40,6;40,3;2024-06-01T23:15:08.311Z;2024-06-06T13:04:44Z;[{'id': 5064822475, 'qualifierId': 212, 'value': '4.1'}, {'id': 5064822471, 'qualifierId': 140, 'value': '44.2'}, {'id': 5064822473, 'qualifierId': 141, 'value': '42.7'}, {'id': 5064822469, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064822477, 'qualifierId': 213, 'value': '0.41'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;42,7;0,41;44,2;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;44,2;42,7;;;;;;;0;0;10;51;Chattanooga;651;DR;1,0
2693790595;74;61;1;10;52;csntc7hucmo21gknxc5y0kc4q;1;30,9;56,0;2024-06-01T23:15:09.331Z;2024-06-02T01:09:07Z;[{'id': 5064822501, 'qualifierId': 56, 'value': 'Back'}];ahgclh3e05evznhrpa32z6g6i;V. Souza;;;d5x5je7kb1uy27cqrgp1xdses;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;10;52;Chattanooga;652;DL;1,0
2693790571;128;49;1;10;53;cwnjxlibb02fuh0vwgvac6h45;1;65,5;64,5;2024-06-01T23:15:10.122Z;2024-06-01T23:15:10Z;[];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;d5x5je7kb1uy27cqrgp1xdses;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;10;53;New England II;653;FW;1,0
2693790631;129;1;1;10;55;cwnjxlibb02fuh0vwgvac6h45;1;67,9;63,0;2024-06-01T23:15:12.377Z;2024-06-01T23:15:16Z;[{'id': 5064822695, 'qualifierId': 213, 'value': '0.55'}, {'id': 5064822691, 'qualifierId': 141, 'value': '69.6'}, {'id': 5064822687, 'qualifierId': 56, 'value': 'Center'}, {'id': 5064822689, 'qualifierId': 140, 'value': '74.8'}, {'id': 5064822693, 'qualifierId': 212, 'value': '8.5'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;d5x5je7kb1uy27cqrgp1xdses;Pass;;;;;;;;;;;69,6;0,55;74,8;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;74,8;69,6;;;;;;;0;0;10;55;New England II;655;FW;1,0
2693790637;130;50;1;10;59;cwnjxlibb02fuh0vwgvac6h45;1;86,6;76,1;2024-06-01T23:15:16.154Z;2024-06-01T23:15:19Z;[{'id': 5064822719, 'qualifierId': 56, 'value': 'Center'}, {'id': 5064822871, 'qualifierId': 233, 'value': '75'}, {'id': 5064822721, 'qualifierId': 286}];adfocor2tbcmxo03ednm8vywa;J. Ibarra;;;d5x5je7kb1uy27cqrgp1xdses;Dispossessed;;;;;;;;;;;;;;;;;;;;75,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;10;59;New England II;659;FWL;1,0
2693790659;75;7;1;10;59;csntc7hucmo21gknxc5y0kc4q;1;13,4;23,9;2024-06-01T23:15:16.155Z;2024-06-06T13:05:06Z;[{'id': 5070669511, 'qualifierId': 385}, {'id': 5064822837, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064822867, 'qualifierId': 233, 'value': '130'}, {'id': 5064822839, 'qualifierId': 285}, {'id': 5064822835, 'qualifierId': 167}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;d5x5je7kb1uy27cqrgp1xdses;Tackle;;;;;;;;;;;;;;;;;;;;130,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;10;59;Chattanooga;659;DR;1,0
2693790661;76;6;1;11;0;csntc7hucmo21gknxc5y0kc4q;0;9,8;22,1;2024-06-01T23:15:17.041Z;2024-06-06T13:05:15Z;[{'id': 5064822947, 'qualifierId': 233, 'value': '131'}, {'id': 5064822893, 'qualifierId': 73}, {'id': 5064822891, 'qualifierId': 56, 'value': 'Back'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;d5x5je7kb1uy27cqrgp1xdses;Corner Awarded;;;;;;;;;;;;;;;;;;;;131,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;11;0;Chattanooga;660;DR;1,0
