id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Involved;value_Captain;value_JerseyNumber;value_TeamFormation;value_TeamPlayerFormation;value_Resume;value_TeamKit;value_PlayerPosition;value_DirectionOfPlay;value_PassEndY;value_Length;value_Angle;value_Zone;value_PassEndX;value_KickOff;value_IntendedTackleTarget;value_Direct;value_Shove/Push;value_OppositeRelatedEventId;value_Offensive;value_Foul;value_Defensive;value_FreeKickTaken;value_TouchTypePass;value_DeletedEventType;value_LongBall;value_Launch;value_HeadPass;value_ShirtPull/Holding;value_PlayersCaughtOffside;value_Handball;value_Chipped;value_Indirect;value_LayOff;value_LeadingToAttempt;value_RelatedError1Id;value_RightFooted;value_IndividualPlay;value_NotAssisted;value_HighRight;value_RegularPlay;value_OutOfBoxCentre;value_GkY;value_GkX;value_GoalmouthZ;value_GoalmouthY;value_FirstTouch;value_NextEventGoalKick;value_Low;value_GoalKick;value_TakeOnSpace;value_ThroughBall;value_SwitchOfPlay;value_TakeOnOvertake;value_OutOfPlay;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeControl;value_BlockedPass;value_Left;value_Cross;value_InSwinger;value_CornerTaken;value_HighGkIntervention;value_Head;value_HighClaim;value_KeeperThrow;value_OverArm;value_FlickOn;value_LeadingToGoal;value_IntentionalAssist;value_Assist;value_GkYTimeOfGoal;value_Assisted;value_LowLeft;value_GoalShotTimestamp;value_BoxCentre;value_RelatedEventId;value_GoalShotGameClock;value_BigChance;value_GkXTimeOfGoal;value_BlockedX;value_BlockedY;value_Blocked;value_DefBlock;value_Volley;value_NotPastGoalLine;value_MisHit;value_ThrowInSetPiece;value_Right;value_SwerveRight;value_LeftFooted;value_OutSwinger;value_OverhitCross;value_SmallBoxRight;value_LowRight;value_SixYardBlocked;value_FromCorner;value_CloseLeft;value_AttemptedTackle;value_Defensive1V1;value_YellowCard;value_RecklessOffence;value_MediumGkIntervention;value_GkKickFromHands;value_LowGkIntervention;value_BoxLeft;value_NotVisible;value_Overrun;value_High;value_GkHoof;value_Argument;value_35Right;value_CloseRight;value_LowCentre;value_Minutes;value_VideoCoverageLost;value_FreeKick;value_Diving;value_Hands;value_ParriedSafe;value_CornerNotTaken;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_PenaltyTakerId;value_Penalty;value_Dissent;value_FantasyAssistTeam;value_FantasyAssistedBy;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_FantasyAssistType;value_Scored;value_FastBreak;value_ParriedDanger;value_HighCentre;value_Strong;value_Reaching;value_PullBack;value_OtherObstacle;value_OtherReason;value_RefereeStop;value_BallHitsReferee;value_HitWoodwork;value_HighLeft;value_HitBar;value_SmallBoxLeft;value_SwerveLeft;value_Injury;value_InjuredPlayerId;value_LastLine;value_BlockedCross;value_HitLeftPost;value_BoxRight;value_SecondYellow;value_ViolentConduct;value_RedCard;value_CoachId;value_Standing;value_Collected;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_NewStartTime;value_WeatherProblem;value_OfficiallyAnnounced;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2716823759;159;1;1;19;0;erwnez7ksfkns4dqmyr1fhbe;1;31,6;59,7;2024-09-01T23:38:42.331Z;2024-09-01T23:38:45Z;[{'id': 5191825379, 'qualifierId': 212, 'value': '11.8'}, {'id': 5191825381, 'qualifierId': 213, 'value': '5.34'}, {'id': 5191825373, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191825371, 'qualifierId': 3}, {'id': 5191825377, 'qualifierId': 141, 'value': '45.7'}, {'id': 5191825375, 'qualifierId': 140, 'value': '38.2'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;45,7;11,8;5,34;;38,2;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;38,2;45,7;;;;;;;;0;19;0;Chattanooga;1140;DL;1,0
2716823761;160;49;1;19;3;erwnez7ksfkns4dqmyr1fhbe;1;36,3;41,5;2024-09-01T23:38:45.323Z;2024-09-01T23:38:45Z;[];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;f1vbiu4xein9vebil7iiape6s;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;19;3;Chattanooga;1143;MC;1,0
2717616821;733;45;1;19;4;cwnjxlibb02fuh0vwgvac6h45;0;75,7;74,3;2024-09-01T23:38:45.678Z;2024-09-05T07:17:32Z;[{'id': 5196232833, 'qualifierId': 233, 'value': '867'}, {'id': 5196232827, 'qualifierId': 56, 'value': 'Center'}, {'id': 5196232831, 'qualifierId': 286}];4hdai9za2ls03tjpcw0ahu5wq;T. Gray;;;f1vbiu4xein9vebil7iiape6s;Challenge;;;;;;;;;;;;;;;;;;;867,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;19;4;Atlanta United II;1144;FW;1,0
2717616819;867;3;1;19;4;erwnez7ksfkns4dqmyr1fhbe;1;24,3;25,7;2024-09-01T23:38:45.678Z;2024-09-05T09:04:43Z;[{'id': 5196232825, 'qualifierId': 464}, {'id': 5196232819, 'qualifierId': 56, 'value': 'Back'}, {'id': 5196232823, 'qualifierId': 285}, {'id': 5196245153, 'qualifierId': 233, 'value': '733'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;f1vbiu4xein9vebil7iiape6s;Take On;;;;;;;;;;;;;;;;;;;733,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;19;4;Chattanooga;1144;MC;1,0
2716823837;161;3;1;19;6;erwnez7ksfkns4dqmyr1fhbe;1;29,8;32,6;2024-09-01T23:38:47.883Z;2024-09-05T07:17:40Z;[{'id': 5196232887, 'qualifierId': 465}, {'id': 5191825841, 'qualifierId': 285}, {'id': 5191825839, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191825857, 'qualifierId': 233, 'value': '176'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;f1vbiu4xein9vebil7iiape6s;Take On;;;;;;;;;;;;;;;;;;;176,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;19;6;Chattanooga;1146;MC;1,0
2716823799;176;45;1;19;6;cwnjxlibb02fuh0vwgvac6h45;0;70,2;67,4;2024-09-01T23:38:47.883Z;2024-09-02T01:29:27Z;[{'id': 5191825867, 'qualifierId': 233, 'value': '161'}, {'id': 5191825607, 'qualifierId': 286}, {'id': 5191825605, 'qualifierId': 56, 'value': 'Center'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;f1vbiu4xein9vebil7iiape6s;Challenge;;;;;;;;;;;;;;;;;;;161,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;19;6;Atlanta United II;1146;AMC;1,0
2716823861;162;1;1;19;10;erwnez7ksfkns4dqmyr1fhbe;1;42,9;25,3;2024-09-01T23:38:52.043Z;2024-09-01T23:38:54Z;[{'id': 5191825959, 'qualifierId': 140, 'value': '57.0'}, {'id': 5191825965, 'qualifierId': 213, 'value': '0.33'}, {'id': 5191825961, 'qualifierId': 141, 'value': '32.8'}, {'id': 5191825963, 'qualifierId': 212, 'value': '15.7'}, {'id': 5191825957, 'qualifierId': 56, 'value': 'Center'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;32,8;15,7;0,33;;57,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;57,0;32,8;;;;;;;;0;19;10;Chattanooga;1150;MC;1,0
2716823877;163;1;1;19;12;erwnez7ksfkns4dqmyr1fhbe;1;57,1;32,7;2024-09-01T23:38:54.395Z;2024-09-01T23:39:20Z;[{'id': 5191826061, 'qualifierId': 140, 'value': '55.4'}, {'id': 5191826067, 'qualifierId': 213, 'value': '3.96'}, {'id': 5191826065, 'qualifierId': 212, 'value': '2.6'}, {'id': 5191826059, 'qualifierId': 56, 'value': 'Center'}, {'id': 5191826063, 'qualifierId': 141, 'value': '29.9'}];5zeta56pml2qki1q095myhvys;R. Neri;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;29,9;2,6;3,96;;55,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;55,4;29,9;;;;;;;;0;19;12;Chattanooga;1152;FW;1,0
2716823875;177;43;1;19;13;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-09-01T23:38:54.757Z;2024-09-01T23:39:23Z;[{'id': 5191826043, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191827711, 'qualifierId': 144, 'value': '61'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;f1vbiu4xein9vebil7iiape6s;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;19;13;Atlanta United II;1153;DC;1,0
2716823893;164;4;1;19;16;erwnez7ksfkns4dqmyr1fhbe;1;53,6;25,2;2024-09-01T23:38:58.107Z;2024-09-05T07:18:17Z;[{'id': 5196233059, 'qualifierId': 294}, {'id': 5191826193, 'qualifierId': 152}, {'id': 5191826189, 'qualifierId': 13}, {'id': 5191826191, 'qualifierId': 56, 'value': 'Center'}, {'id': 5191826197, 'qualifierId': 286}, {'id': 5191826445, 'qualifierId': 233, 'value': '178'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;f1vbiu4xein9vebil7iiape6s;Foul;;;;;;;;;;;;;;;;;1,0;1,0;178,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;19;16;Chattanooga;1156;MC;1,0
2716823909;178;4;1;19;16;cwnjxlibb02fuh0vwgvac6h45;0;46,4;74,8;2024-09-01T23:38:58.108Z;2024-09-05T07:18:20Z;[{'id': 5191826413, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191826419, 'qualifierId': 285}, {'id': 5191826461, 'qualifierId': 233, 'value': '164'}, {'id': 5196233069, 'qualifierId': 294}, {'id': 5191826411, 'qualifierId': 13}, {'id': 5191826415, 'qualifierId': 152}];6zbb5xiauoixj3clxdgud8lxw;C. Watson;;;f1vbiu4xein9vebil7iiape6s;Foul;;;;;;;;;;;;;;;;;1,0;1,0;164,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;19;16;Atlanta United II;1156;MC;1,0
2716824441;165;1;1;20;4;erwnez7ksfkns4dqmyr1fhbe;1;51,4;19,5;2024-09-01T23:39:46.107Z;2024-09-01T23:39:47Z;[{'id': 5191829287, 'qualifierId': 152}, {'id': 5191829285, 'qualifierId': 5}, {'id': 5191829297, 'qualifierId': 213, 'value': '5.79'}, {'id': 5191829295, 'qualifierId': 212, 'value': '10.4'}, {'id': 5191829291, 'qualifierId': 140, 'value': '60.1'}, {'id': 5191829289, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191829293, 'qualifierId': 141, 'value': '12.2'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;12,2;10,4;5,79;;60,1;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;60,1;12,2;;;;;;;;0;20;4;Chattanooga;1204;MC;1,0
2716824455;166;1;1;20;5;erwnez7ksfkns4dqmyr1fhbe;1;60,1;12,2;2024-09-01T23:39:47.468Z;2024-09-01T23:39:49Z;[{'id': 5191829433, 'qualifierId': 140, 'value': '40.7'}, {'id': 5191829431, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191829439, 'qualifierId': 213, 'value': '2.48'}, {'id': 5191829437, 'qualifierId': 212, 'value': '25.8'}, {'id': 5191829435, 'qualifierId': 141, 'value': '35.5'}];7y5v3oex0pnupaahm8arguluc;M. Gallardo;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;35,5;25,8;2,48;;40,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;40,7;35,5;;;;;;;;0;20;5;Chattanooga;1205;AMR;1,0
2716824479;167;1;1;20;7;erwnez7ksfkns4dqmyr1fhbe;1;40,7;35,7;2024-09-01T23:39:49.275Z;2024-09-01T23:39:52Z;[{'id': 5191829613, 'qualifierId': 140, 'value': '52.5'}, {'id': 5191829611, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191829619, 'qualifierId': 213, 'value': '5.39'}, {'id': 5191829615, 'qualifierId': 141, 'value': '13.2'}, {'id': 5191829617, 'qualifierId': 212, 'value': '19.7'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;13,2;19,7;5,39;;52,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;52,5;13,2;;;;;;;;0;20;7;Chattanooga;1207;DL;1,0
2716824539;168;1;1;20;10;erwnez7ksfkns4dqmyr1fhbe;1;55,1;12,5;2024-09-01T23:39:52.203Z;2024-09-01T23:39:56Z;[{'id': 5191829923, 'qualifierId': 141, 'value': '35.1'}, {'id': 5191829921, 'qualifierId': 140, 'value': '37.3'}, {'id': 5191829927, 'qualifierId': 213, 'value': '2.45'}, {'id': 5191829925, 'qualifierId': 212, 'value': '24.2'}, {'id': 5191829919, 'qualifierId': 56, 'value': 'Back'}];7y5v3oex0pnupaahm8arguluc;M. Gallardo;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;35,1;24,2;2,45;;37,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;37,3;35,1;;;;;;;;0;20;10;Chattanooga;1210;AMR;1,0
2716824557;169;1;1;20;14;erwnez7ksfkns4dqmyr1fhbe;1;36,3;41,2;2024-09-01T23:39:56.060Z;2024-09-01T23:39:58Z;[{'id': 5191830067, 'qualifierId': 212, 'value': '27.5'}, {'id': 5191830065, 'qualifierId': 141, 'value': '81.1'}, {'id': 5191830069, 'qualifierId': 213, 'value': '1.41'}, {'id': 5191830061, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191830063, 'qualifierId': 140, 'value': '40.5'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;81,1;27,5;1,41;;40,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;40,5;81,1;;;;;;;;0;20;14;Chattanooga;1214;DL;1,0
2716824573;170;1;1;20;17;erwnez7ksfkns4dqmyr1fhbe;1;41,0;84,5;2024-09-01T23:39:58.731Z;2024-09-01T23:40:00Z;[{'id': 5191830143, 'qualifierId': 212, 'value': '22.1'}, {'id': 5191830137, 'qualifierId': 56, 'value': 'Left'}, {'id': 5191830145, 'qualifierId': 213, 'value': '0.08'}, {'id': 5191830141, 'qualifierId': 141, 'value': '87.1'}, {'id': 5191830139, 'qualifierId': 140, 'value': '62.0'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;87,1;22,1;0,08;;62,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;62,0;87,1;;;;;;;;0;20;17;Chattanooga;1217;DC;1,0
2716824589;171;1;1;20;18;erwnez7ksfkns4dqmyr1fhbe;1;61,9;87,2;2024-09-01T23:40:00.171Z;2024-09-01T23:40:03Z;[{'id': 5191830275, 'qualifierId': 212, 'value': '6.8'}, {'id': 5191830277, 'qualifierId': 213, 'value': '1.96'}, {'id': 5191830271, 'qualifierId': 140, 'value': '59.4'}, {'id': 5191830273, 'qualifierId': 141, 'value': '96.5'}, {'id': 5191830269, 'qualifierId': 56, 'value': 'Left'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;96,5;6,8;1,96;;59,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;59,4;96,5;;;;;;;;0;20;18;Chattanooga;1218;DC;1,0
2716824611;172;1;1;20;21;erwnez7ksfkns4dqmyr1fhbe;0;59,5;96,5;2024-09-01T23:40:03.195Z;2024-09-01T23:40:05Z;[{'id': 5191830383, 'qualifierId': 141, 'value': '100.0'}, {'id': 5191830381, 'qualifierId': 140, 'value': '81.9'}, {'id': 5191830379, 'qualifierId': 56, 'value': 'Left'}, {'id': 5191830385, 'qualifierId': 212, 'value': '23.7'}, {'id': 5191830387, 'qualifierId': 213, 'value': '0.14'}];astn4ytzoaav30ifi17s4dn8;A. Carleton;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;100,0;23,7;0,14;;81,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;81,9;100,0;;;;;;;;0;20;21;Chattanooga;1221;AML;1,0
2716824615;173;5;1;20;23;erwnez7ksfkns4dqmyr1fhbe;0;83,2;101,4;2024-09-01T23:40:05.069Z;2024-09-02T00:21:36Z;[{'id': 5191830401, 'qualifierId': 56, 'value': 'Left'}, {'id': 5191830403, 'qualifierId': 347}, {'id': 5191830625, 'qualifierId': 233, 'value': '179'}];astn4ytzoaav30ifi17s4dn8;A. Carleton;;;f1vbiu4xein9vebil7iiape6s;Out;;;;;;;;;;;;;;;;;;;179,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;20;23;Chattanooga;1223;AML;1,0
2716824639;179;5;1;20;23;cwnjxlibb02fuh0vwgvac6h45;1;16,8;-1,4;2024-09-01T23:40:05.069Z;2024-09-02T00:21:36Z;[{'id': 5191830619, 'qualifierId': 347}, {'id': 5191830617, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191830621, 'qualifierId': 233, 'value': '173'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;f1vbiu4xein9vebil7iiape6s;Out;;;;;;;;;;;;;;;;;;;173,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;20;23;Atlanta United II;1223;DC;1,0
2716824647;180;1;1;20;27;cwnjxlibb02fuh0vwgvac6h45;1;20,3;0,0;2024-09-01T23:40:09.086Z;2024-09-01T23:40:10Z;[{'id': 5191830671, 'qualifierId': 213, 'value': '1.47'}, {'id': 5191830661, 'qualifierId': 107}, {'id': 5191830665, 'qualifierId': 140, 'value': '21.1'}, {'id': 5191830667, 'qualifierId': 141, 'value': '10.7'}, {'id': 5191830663, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191830669, 'qualifierId': 212, 'value': '8.3'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;10,7;8,3;1,47;;21,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;21,1;10,7;;;;;;;;0;20;27;Atlanta United II;1227;DC;1,0
2716824653;181;1;1;20;28;cwnjxlibb02fuh0vwgvac6h45;1;21,1;10,7;2024-09-01T23:40:10.351Z;2024-09-01T23:40:11Z;[{'id': 5191830701, 'qualifierId': 141, 'value': '2.9'}, {'id': 5191830705, 'qualifierId': 213, 'value': '4.93'}, {'id': 5191830699, 'qualifierId': 140, 'value': '22.2'}, {'id': 5191830697, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191830703, 'qualifierId': 212, 'value': '5.4'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;f1vbiu4xein9vebil7iiape6s;Pass;;;;;;;;;;2,9;5,4;4,93;;22,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;22,2;2,9;;;;;;;;0;20;28;Atlanta United II;1228;MC;1,0
