id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_TeamFormation;value_PlayerPosition;value_Involved;value_Resume;value_Captain;value_JerseyNumber;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_Angle;value_Zone;value_PassEndX;value_PassEndY;value_Length;value_LongBall;value_Chipped;value_OppositeRelatedEventId;value_NextEventThrowIn;value_NotVisible;value_ThrowIn;value_IntendedTackleTarget;value_DeletedEventType;value_FastBreak;value_Assist;value_IntentionalAssist;value_GkXTimeOfGoal;value_FirstTouch;value_GoalmouthZ;value_GkY;value_Assisted;value_LowRight;value_BoxCentre;value_GoalmouthY;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_RelatedEventId;value_GoalShotGameClock;value_LeftFooted;value_GkX;value_Defensive;value_Offensive;value_HeadPass;value_Launch;value_TakeOnSpace;value_FlickOn;value_BlockedPass;value_TakeOnOvertake;value_TouchTypePass;value_Foul;value_AttemptedTackle;value_Direct;value_OutSwinger;value_FreeKickTaken;value_RightFooted;value_Cross;value_BlockedY;value_Left;value_Head;value_SetPiece;value_BlockedX;value_NotPastGoalLine;value_OutOfPlay;value_Right;value_CornerTaken;value_InSwinger;value_NextEventGoalKick;value_Low;value_GoalKick;value_Defensive1V1;value_MediumGkIntervention;value_KeeperThrow;value_IndividualPlay;value_BoxRight;value_RegularPlay;value_Diving;value_ParriedDanger;value_Hands;value_LowGkIntervention;value_TouchTypeClearance;value_AerialFoul;value_LayOff;value_BigChance;value_High;value_OutOfBoxCentre;value_PlayersCaughtOffside;value_Indirect;value_LowCentre;value_Blocked;value_DefBlock;value_PullBack;value_SmallBoxRight;value_ParriedSafe;value_Standing;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_HighGkIntervention;value_HighClaim;value_TouchTypeControl;value_SwitchOfPlay;value_Overrun;value_SwerveLeft;value_FreeKick;value_NotAssisted;value_RecklessOffence;value_Injury;value_InjuredPlayerId;value_Obstruction;value_BlockedCross;value_OwnPlayer;value_OverhitCross;value_Shove/Push;value_BoxLeft;value_Minutes;value_Argument;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_SecondYellow;value_Penalty;value_PenaltyTakerId;value_FantasyAssistedBy;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistTeam;value_FantasyAssistType;value_FantasyAssistId;value_LowLeft;value_Scored;value_Collected;value_SmallBoxCentre;value_OverArm;value_Sliding;value_OtherBodyPart;value_35Centre;value_ByWall;value_HighRight;value_Volley;value_Handball;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2691045129;811;3;1;9;53;4g68p0t2f5jzhzfr67i2rj1ex;1;81,7;12,1;2024-05-19T21:13:27.870Z;2024-05-23T18:14:25Z;[{'id': 5049703701, 'qualifierId': 286}, {'id': 5049703703, 'qualifierId': 464}, {'id': 5049703697, 'qualifierId': 56, 'value': 'Right'}, {'id': 5049920527, 'qualifierId': 233, 'value': '808'}];8y7kqet5swj9dmqama0z5ngus;J. Hall;;;cx70uz96lren52uvzhybl1lw4;Take On;;;;;;;;;;;;;;;;;;808,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;9;53;Cincinnati II;593;FW;1,0
2689917643;79;1;1;9;56;4g68p0t2f5jzhzfr67i2rj1ex;1;84,4;9,8;2024-05-19T21:13:30.854Z;2024-05-19T21:13:36Z;[{'id': 5043640029, 'qualifierId': 56, 'value': 'Right'}, {'id': 5043640035, 'qualifierId': 212, 'value': '26.5'}, {'id': 5043640037, 'qualifierId': 213, 'value': '2.95'}, {'id': 5043640031, 'qualifierId': 140, 'value': '59.6'}, {'id': 5043640033, 'qualifierId': 141, 'value': '17.2'}];8y7kqet5swj9dmqama0z5ngus;J. Hall;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;2,95;;59,6;17,2;26,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;59,6;17,2;;;;;;;;0;9;56;Cincinnati II;596;FW;1,0
2689917649;80;1;1;10;0;4g68p0t2f5jzhzfr67i2rj1ex;1;60,4;13,9;2024-05-19T21:13:34.630Z;2024-05-23T13:34:40Z;[{'id': 5043640083, 'qualifierId': 213, 'value': '6.03'}, {'id': 5043640081, 'qualifierId': 212, 'value': '17.4'}, {'id': 5043640079, 'qualifierId': 141, 'value': '7.4'}, {'id': 5043640075, 'qualifierId': 56, 'value': 'Right'}, {'id': 5043640077, 'qualifierId': 140, 'value': '76.4'}];5u3ohty1lsm0fn2ltez4g7o5w;B. Estrela;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;6,03;;76,4;7,4;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;76,4;7,4;;;;;;;;0;10;0;Cincinnati II;600;MC;1,0
2689917655;81;1;1;10;1;4g68p0t2f5jzhzfr67i2rj1ex;1;76,4;7,4;2024-05-19T21:13:35.815Z;2024-05-23T13:34:45Z;[{'id': 5043640145, 'qualifierId': 212, 'value': '8.1'}, {'id': 5043640147, 'qualifierId': 213, 'value': '0.50'}, {'id': 5043640139, 'qualifierId': 56, 'value': 'Right'}, {'id': 5043640141, 'qualifierId': 140, 'value': '83.2'}, {'id': 5043640143, 'qualifierId': 141, 'value': '13.1'}];o3gftw0hatp1r62ynjmlaaui;D. Sullivan;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;0,5;;83,2;13,1;8,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;83,2;13,1;;;;;;;;0;10;1;Cincinnati II;601;DR;1,0
2689917661;82;50;1;10;2;4g68p0t2f5jzhzfr67i2rj1ex;1;80,6;10,3;2024-05-19T21:13:36.814Z;2024-05-23T18:14:22Z;[{'id': 5049703879, 'qualifierId': 286}, {'id': 5049920375, 'qualifierId': 233, 'value': '809'}, {'id': 5043640175, 'qualifierId': 56, 'value': 'Right'}];8y7kqet5swj9dmqama0z5ngus;J. Hall;;;cx70uz96lren52uvzhybl1lw4;Dispossessed;;;;;;;;;;;;;;;;;;809,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;10;2;Cincinnati II;602;FW;1,0
2691045167;809;7;1;10;2;bd0378yx50xpdcgwkt9p9bmz8;1;19,4;89,7;2024-05-19T21:13:36.815Z;2024-05-23T18:14:22Z;[{'id': 5049920365, 'qualifierId': 233, 'value': '82'}, {'id': 5049703927, 'qualifierId': 56, 'value': 'Back'}, {'id': 5049703931, 'qualifierId': 384}, {'id': 5049703929, 'qualifierId': 285}];739dnufx6izfhubwow0n1ijxm;L. Aghedo;;;cx70uz96lren52uvzhybl1lw4;Tackle;;;;;;;;;;;;;;;;;;82,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;10;2;New York RB II;602;DC;1,0
2689917671;74;49;1;10;3;bd0378yx50xpdcgwkt9p9bmz8;1;30,8;91,7;2024-05-19T21:13:37.968Z;2024-05-23T13:35:43Z;[];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;cx70uz96lren52uvzhybl1lw4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;10;3;New York RB II;603;DML;1,0
2689917687;75;1;1;10;3;bd0378yx50xpdcgwkt9p9bmz8;1;30,8;91,7;2024-05-19T21:13:38.318Z;2024-05-23T13:35:46Z;[{'id': 5043640329, 'qualifierId': 140, 'value': '28.7'}, {'id': 5043640335, 'qualifierId': 213, 'value': '4.55'}, {'id': 5043640327, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043640331, 'qualifierId': 141, 'value': '71.9'}, {'id': 5043640333, 'qualifierId': 212, 'value': '13.6'}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;4,55;;28,7;71,9;13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;28,7;71,9;;;;;;;;0;10;3;New York RB II;603;DML;1,0
2689917701;76;1;1;10;5;bd0378yx50xpdcgwkt9p9bmz8;1;32,7;67,5;2024-05-19T21:13:39.622Z;2024-05-23T13:35:53Z;[{'id': 5043640413, 'qualifierId': 213, 'value': '4.36'}, {'id': 5043640407, 'qualifierId': 140, 'value': '22.8'}, {'id': 5043640405, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043640411, 'qualifierId': 212, 'value': '30.5'}, {'id': 5043640409, 'qualifierId': 141, 'value': '25.3'}];bfm4xr4ue74v0li53slarf9t6;P. Mangione;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;4,36;;22,8;25,3;30,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;22,8;25,3;;;;;;;;0;10;5;New York RB II;605;DMC;1,0
2689917707;77;1;1;10;9;bd0378yx50xpdcgwkt9p9bmz8;1;24,2;25,5;2024-05-19T21:13:44.406Z;2024-05-23T13:36:00Z;[{'id': 5043640447, 'qualifierId': 140, 'value': '35.9'}, {'id': 5043640445, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043640449, 'qualifierId': 141, 'value': '5.7'}, {'id': 5043640453, 'qualifierId': 213, 'value': '5.45'}, {'id': 5043640451, 'qualifierId': 212, 'value': '18.2'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;5,45;;35,9;5,7;18,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;35,9;5,7;;;;;;;;0;10;9;New York RB II;609;DC;1,0
2689917727;78;1;1;10;12;bd0378yx50xpdcgwkt9p9bmz8;1;34,8;6,2;2024-05-19T21:13:46.646Z;2024-05-23T13:54:13Z;[{'id': 5043640577, 'qualifierId': 213, 'value': '2.59'}, {'id': 5043640575, 'qualifierId': 212, 'value': '19.8'}, {'id': 5043640573, 'qualifierId': 141, 'value': '21.5'}, {'id': 5043640571, 'qualifierId': 140, 'value': '18.8'}, {'id': 5043640569, 'qualifierId': 56, 'value': 'Back'}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;2,59;;18,8;21,5;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;18,8;21,5;;;;;;;;0;10;12;New York RB II;612;DMR;1,0
2689917741;79;1;1;10;15;bd0378yx50xpdcgwkt9p9bmz8;1;17,3;20,2;2024-05-19T21:13:50.063Z;2024-05-23T13:54:21Z;[{'id': 5043640649, 'qualifierId': 213, 'value': '5.68'}, {'id': 5043640647, 'qualifierId': 212, 'value': '21.6'}, {'id': 5043640645, 'qualifierId': 141, 'value': '2.2'}, {'id': 5043640643, 'qualifierId': 140, 'value': '34.3'}, {'id': 5043640641, 'qualifierId': 56, 'value': 'Back'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;5,68;;34,3;2,2;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;34,3;2,2;;;;;;;;0;10;15;New York RB II;615;DC;1,0
2689917755;80;1;1;10;17;bd0378yx50xpdcgwkt9p9bmz8;1;32,0;6,2;2024-05-19T21:13:51.822Z;2024-05-23T13:54:27Z;[{'id': 5043640729, 'qualifierId': 212, 'value': '10.7'}, {'id': 5043640725, 'qualifierId': 140, 'value': '41.1'}, {'id': 5043640727, 'qualifierId': 141, 'value': '13.4'}, {'id': 5043640723, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043640731, 'qualifierId': 213, 'value': '0.47'}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;0,47;;41,1;13,4;10,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;41,1;13,4;;;;;;;;0;10;17;New York RB II;617;DMR;1,0
2689917761;81;1;1;10;18;bd0378yx50xpdcgwkt9p9bmz8;1;41,9;7,6;2024-05-19T21:13:53.198Z;2024-05-23T13:55:48Z;[{'id': 5043640799, 'qualifierId': 141, 'value': '14.1'}, {'id': 5043640797, 'qualifierId': 140, 'value': '33.3'}, {'id': 5043640801, 'qualifierId': 212, 'value': '10.1'}, {'id': 5043640803, 'qualifierId': 213, 'value': '2.69'}, {'id': 5043640795, 'qualifierId': 56, 'value': 'Back'}];9asj8t10cvfumot9hr3dprsic;B. Stitz;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;2,69;;33,3;14,1;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;33,3;14,1;;;;;;;;0;10;18;New York RB II;618;AMC;1,0
2691045605;810;1;1;10;19;bd0378yx50xpdcgwkt9p9bmz8;1;33,3;10,4;2024-05-19T21:13:53.617Z;2024-05-23T13:56:02Z;[{'id': 5049707153, 'qualifierId': 213, 'value': '2.00'}, {'id': 5049707151, 'qualifierId': 212, 'value': '12.2'}, {'id': 5049707149, 'qualifierId': 141, 'value': '26.8'}, {'id': 5049707147, 'qualifierId': 140, 'value': '28.5'}, {'id': 5049707145, 'qualifierId': 56, 'value': 'Back'}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;2,0;;28,5;26,8;12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;28,5;26,8;;;;;;;;0;10;19;New York RB II;619;DMR;1,0
2689917779;82;1;1;10;22;bd0378yx50xpdcgwkt9p9bmz8;1;28,9;30,6;2024-05-19T21:13:57.454Z;2024-05-23T13:56:29Z;[{'id': 5043640901, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043640903, 'qualifierId': 140, 'value': '23.2'}, {'id': 5043640909, 'qualifierId': 213, 'value': '2.03'}, {'id': 5043640905, 'qualifierId': 141, 'value': '48.6'}, {'id': 5043640907, 'qualifierId': 212, 'value': '13.6'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;2,03;;23,2;48,6;13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;23,2;48,6;;;;;;;;0;10;22;New York RB II;622;DMC;1,0
2689917797;83;1;1;10;24;bd0378yx50xpdcgwkt9p9bmz8;1;26,0;58,2;2024-05-19T21:13:59.390Z;2024-05-19T21:14:01Z;[{'id': 5043641029, 'qualifierId': 212, 'value': '19.1'}, {'id': 5043641027, 'qualifierId': 141, 'value': '86.2'}, {'id': 5043641025, 'qualifierId': 140, 'value': '27.7'}, {'id': 5043641023, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043641031, 'qualifierId': 213, 'value': '1.48'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;1,48;;27,7;86,2;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;27,7;86,2;;;;;;;;0;10;24;New York RB II;624;DC;1,0
2689917813;84;1;1;10;26;bd0378yx50xpdcgwkt9p9bmz8;1;29,0;85,9;2024-05-19T21:14:01.486Z;2024-05-19T21:14:04Z;[{'id': 5043641131, 'qualifierId': 213, 'value': '6.04'}, {'id': 5043641123, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043641125, 'qualifierId': 140, 'value': '44.8'}, {'id': 5043641127, 'qualifierId': 141, 'value': '79.9'}, {'id': 5043641129, 'qualifierId': 212, 'value': '17.1'}];739dnufx6izfhubwow0n1ijxm;L. Aghedo;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;6,04;;44,8;79,9;17,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;44,8;79,9;;;;;;;;0;10;26;New York RB II;626;DC;1,0
2689917829;85;1;1;10;29;bd0378yx50xpdcgwkt9p9bmz8;1;41,1;83,6;2024-05-19T21:14:04.014Z;2024-05-19T21:14:48Z;[{'id': 5043641213, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043641217, 'qualifierId': 141, 'value': '90.8'}, {'id': 5043641215, 'qualifierId': 140, 'value': '31.5'}, {'id': 5043641223, 'qualifierId': 213, 'value': '2.69'}, {'id': 5043641221, 'qualifierId': 212, 'value': '11.2'}];bpr7u1cp7bzt1w2t1tsmru73e;J. Castellano;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;2,69;;31,5;90,8;11,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;31,5;90,8;;;;;;;;0;10;29;New York RB II;629;FW;1,0
2689917835;86;3;1;10;31;bd0378yx50xpdcgwkt9p9bmz8;0;26,2;93,4;2024-05-19T21:14:06.526Z;2024-05-23T18:14:23Z;[{'id': 5049707229, 'qualifierId': 465}, {'id': 5043641253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5049920403, 'qualifierId': 233, 'value': '83'}, {'id': 5043641255, 'qualifierId': 285}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;cx70uz96lren52uvzhybl1lw4;Take On;;;;;;;;;;;;;;;;;;83,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;10;31;New York RB II;631;DML;1,0
2689917847;83;7;1;10;31;4g68p0t2f5jzhzfr67i2rj1ex;0;73,8;6,6;2024-05-19T21:14:06.527Z;2024-05-23T13:57:22Z;[{'id': 5043641345, 'qualifierId': 286}, {'id': 5043641343, 'qualifierId': 56, 'value': 'Right'}, {'id': 5049707235, 'qualifierId': 385}, {'id': 5043641383, 'qualifierId': 233, 'value': '86'}];5u3ohty1lsm0fn2ltez4g7o5w;B. Estrela;;;cx70uz96lren52uvzhybl1lw4;Tackle;;;;;;;;;;;;;;;;;;86,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;10;31;Cincinnati II;631;MC;1,0
2689917869;84;83;1;10;36;4g68p0t2f5jzhzfr67i2rj1ex;0;79,9;3,7;2024-05-19T21:14:11.190Z;2024-05-19T23:14:20Z;[{'id': 5043909023, 'qualifierId': 399, 'value': 'bpr7u1cp7bzt1w2t1tsmru73e'}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;cx70uz96lren52uvzhybl1lw4;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;10;36;Cincinnati II;636;MR;1,0
2689917881;87;1;1;10;37;bd0378yx50xpdcgwkt9p9bmz8;0;31,4;93,9;2024-05-19T21:14:11.950Z;2024-05-19T21:14:13Z;[{'id': 5043641517, 'qualifierId': 140, 'value': '32.1'}, {'id': 5043641515, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043641523, 'qualifierId': 213, 'value': '4.76'}, {'id': 5043641521, 'qualifierId': 212, 'value': '16.7'}, {'id': 5043641519, 'qualifierId': 141, 'value': '69.4'}];bpr7u1cp7bzt1w2t1tsmru73e;J. Castellano;;;cx70uz96lren52uvzhybl1lw4;Pass;;;;;;;;;;;4,76;;32,1;69,4;16,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;32,1;69,4;;;;;;;;0;10;37;New York RB II;637;FW;1,0
2689917887;85;49;1;10;38;4g68p0t2f5jzhzfr67i2rj1ex;1;75,6;34,6;2024-05-19T21:14:13.166Z;2024-05-23T13:58:06Z;[];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cx70uz96lren52uvzhybl1lw4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;10;38;Cincinnati II;638;FW;1,0
2689917895;86;3;1;10;39;4g68p0t2f5jzhzfr67i2rj1ex;0;71,5;42,3;2024-05-19T21:14:13.982Z;2024-05-23T13:58:08Z;[{'id': 5043641791, 'qualifierId': 233, 'value': '88'}, {'id': 5043641599, 'qualifierId': 286}, {'id': 5043641597, 'qualifierId': 56, 'value': 'Center'}, {'id': 5049707339, 'qualifierId': 464}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cx70uz96lren52uvzhybl1lw4;Take On;;;;;;;;;;;;;;;;;;88,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;10;39;Cincinnati II;639;FW;1,0
