id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_Involved;value_Resume;value_TeamKit;value_DirectionOfPlay;value_Angle;value_Length;value_PassEndX;value_PassEndY;value_KickOff;value_Zone;value_LongBall;value_Launch;value_HeadPass;value_Chipped;value_Defensive;value_OppositeRelatedEventId;value_TouchTypeClearance;value_Offensive;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_OutOfPlay;value_DeletedEventType;value_TouchTypeControl;value_SwitchOfPlay;value_OutSwinger;value_Cross;value_RightFooted;value_BlockedCross;value_Assist;value_TakeOnSpace;value_BoxRight;value_CloseHigh;value_Assisted;value_RegularPlay;value_SwerveRight;value_GkX;value_IndividualPlay;value_GkY;value_GoalmouthZ;value_RelatedEventId;value_LeftFooted;value_GoalmouthY;value_NextEventGoalKick;value_GoalKick;value_Low;value_BlockedX;value_LowCentre;value_NotAssisted;value_Blocked;value_BlockedY;value_DefBlock;value_Right;value_Left;value_CornerTaken;value_Handball;value_TakeOnOvertake;value_IntentionalAssist;value_ThroughBall;value_FastBreak;value_CloseLeft;value_1On1;value_BigChance;value_Overrun;value_LowGkIntervention;value_KeeperThrow;value_TouchTypePass;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_LowLeft;value_GoalShotGameClock;value_InjuredPlayerId;value_Injury;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_LayOff;value_InSwinger;value_NotPastGoalLine;value_BoxCentre;value_Head;value_FirstTouch;value_FromCorner;value_PullBack;value_TempBlocked;value_MediumGkIntervention;value_RecklessOffence;value_YellowCard;value_OutOfBoxDeepLeft;value_FreeKick;value_Stooping;value_Hands;value_Collected;value_OverArm;value_OverhitCross;value_FlickOn;value_ShirtPull/Holding;value_Argument;value_Minutes;value_EndType;value_Tactical;value_Shove/Push;value_Defensive1V1;value_TacticalFoul;value_FloatedCross;value_Straight;value_BoxLeft;value_SwerveLeft;value_HighLeft;value_HighGkIntervention;value_HighClaim;value_Penalty;value_PenaltyTakerId;value_LowRight;value_FantasyAssistTeam;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistId;value_Diving;value_Scored;value_DrivenCross;value_AerialFoul;value_High;value_Dissent;value_SmallBoxCentre;value_GkKickFromHands;value_ParriedSafe;value_GoesToPenalties;value_HighCentre;value_HitWoodwork;value_HighRight;value_Saved;value_Missed;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2665975815;449;1;2;47;3;6gaq85erpkvbyxvivd96wuw44;1;42,8;4,2;2024-04-01T01:09:36.570Z;2024-04-05T11:03:26Z;[{'id': 4913966945, 'qualifierId': 141, 'value': '14.7'}, {'id': 4913966949, 'qualifierId': 213, 'value': '0.33'}, {'id': 4913966947, 'qualifierId': 212, 'value': '22.3'}, {'id': 4913966941, 'qualifierId': 56, 'value': 'Right'}, {'id': 4913966943, 'qualifierId': 140, 'value': '62.9'}];24rxb4eeoakxkmritog6a7x90;S. Nixon;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;0,33;22,3;62,9;14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;62,9;14,7;;;;;;;;0;47;3;Colorado Rapids II;2823;DR;1,0
2665975821;450;4;2;47;6;6gaq85erpkvbyxvivd96wuw44;1;62,7;13,2;2024-04-01T01:09:40.282Z;2024-04-01T01:09:43Z;[{'id': 4913966983, 'qualifierId': 152}, {'id': 4913966981, 'qualifierId': 56, 'value': 'Right'}, {'id': 4913967057, 'qualifierId': 233, 'value': '446'}, {'id': 4913966985, 'qualifierId': 265}, {'id': 4913966987, 'qualifierId': 286}, {'id': 4913966979, 'qualifierId': 13}, {'id': 4913967055, 'qualifierId': 294}];36e17qrefearxp7lxb1eibwbu;N. Ordaz;;bytb7hv1ld07ucu44cse2t7o4;Foul;;;;;;;;;;;;;;;;;;;;;446,0;;1,0;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;47;6;Colorado Rapids II;2826;FW;1,0
2665975829;446;4;2;47;6;iiolvosiuokkrl5iuoxcjo4p;0;37,3;86,8;2024-04-01T01:09:40.283Z;2024-04-01T01:09:44Z;[{'id': 4913967047, 'qualifierId': 265}, {'id': 4913967039, 'qualifierId': 13}, {'id': 4913967081, 'qualifierId': 233, 'value': '450'}, {'id': 4913967041, 'qualifierId': 294}, {'id': 4913967043, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913967049, 'qualifierId': 285}, {'id': 4913967045, 'qualifierId': 152}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;bytb7hv1ld07ucu44cse2t7o4;Foul;;;;;;;;;;;;;;;;;;;;1,0;450,0;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;47;6;Los Angeles II;2826;DC;1,0
2665975915;451;1;2;47;16;6gaq85erpkvbyxvivd96wuw44;1;60,9;10,6;2024-04-01T01:09:49.834Z;2024-04-05T11:03:38Z;[{'id': 4913967439, 'qualifierId': 141, 'value': '21.3'}, {'id': 4913967433, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913967429, 'qualifierId': 152}, {'id': 4913967425, 'qualifierId': 5}, {'id': 4913967437, 'qualifierId': 140, 'value': '39.5'}, {'id': 4913967443, 'qualifierId': 213, 'value': '2.83'}, {'id': 4913967441, 'qualifierId': 212, 'value': '23.6'}];24rxb4eeoakxkmritog6a7x90;S. Nixon;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;2,83;23,6;39,5;21,3;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;39,5;21,3;;;;;;;;0;47;16;Colorado Rapids II;2836;DR;1,0
2665975931;452;1;2;47;22;6gaq85erpkvbyxvivd96wuw44;0;41,3;17,4;2024-04-01T01:09:55.931Z;2024-04-01T01:09:58Z;[{'id': 4913967513, 'qualifierId': 157}, {'id': 4913967519, 'qualifierId': 141, 'value': '25.8'}, {'id': 4913967515, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913967521, 'qualifierId': 212, 'value': '52.8'}, {'id': 4913967523, 'qualifierId': 213, 'value': '0.11'}, {'id': 4913967517, 'qualifierId': 140, 'value': '91.3'}, {'id': 4913967525, 'qualifierId': 1}];do2o6ka25talswmmillufejqi;D. Rosales;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;0,11;52,8;91,3;25,8;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;91,3;25,8;;;;;;;;0;47;22;Colorado Rapids II;2842;DL;1,0
2665975935;447;49;2;47;25;iiolvosiuokkrl5iuoxcjo4p;1;10,2;70,0;2024-04-01T01:09:58.722Z;2024-04-01T01:09:58Z;[];1o5qnb5ktq4u6t11lj3fqntg;A. Beaudry;;bytb7hv1ld07ucu44cse2t7o4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;47;25;Los Angeles II;2845;GK;1,0
2665975969;448;1;2;47;28;iiolvosiuokkrl5iuoxcjo4p;1;11,6;64,3;2024-04-01T01:10:02.153Z;2024-04-01T01:10:04Z;[{'id': 4913967751, 'qualifierId': 212, 'value': '20.0'}, {'id': 4913967753, 'qualifierId': 213, 'value': '5.33'}, {'id': 4913967745, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913967747, 'qualifierId': 140, 'value': '22.6'}, {'id': 4913967749, 'qualifierId': 141, 'value': '40.2'}];1o5qnb5ktq4u6t11lj3fqntg;A. Beaudry;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;5,33;20,0;22,6;40,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;22,6;40,2;;;;;;;;0;47;28;Los Angeles II;2848;GK;1,0
2665975999;449;1;2;47;30;iiolvosiuokkrl5iuoxcjo4p;1;21,3;41,6;2024-04-01T01:10:04.066Z;2024-04-01T01:10:08Z;[{'id': 4913967911, 'qualifierId': 212, 'value': '22.9'}, {'id': 4913967913, 'qualifierId': 213, 'value': '1.43'}, {'id': 4913967905, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913967909, 'qualifierId': 141, 'value': '75.0'}, {'id': 4913967907, 'qualifierId': 140, 'value': '24.3'}];dw8iyfupgsqkt8ogxssmtss4q;M. Edwards;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;1,43;22,9;24,3;75,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;24,3;75,0;;;;;;;;0;47;30;Los Angeles II;2850;DL;1,0
2665976021;450;1;2;47;34;iiolvosiuokkrl5iuoxcjo4p;1;24,4;77,6;2024-04-01T01:10:08.217Z;2024-04-01T01:10:12Z;[{'id': 4913968015, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913968021, 'qualifierId': 212, 'value': '17.7'}, {'id': 4913968023, 'qualifierId': 213, 'value': '0.19'}, {'id': 4913968019, 'qualifierId': 141, 'value': '82.6'}, {'id': 4913968017, 'qualifierId': 140, 'value': '40.9'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;0,19;17,7;40,9;82,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;40,9;82,6;;;;;;;;0;47;34;Los Angeles II;2854;DC;1,0
2665976041;451;1;2;47;38;iiolvosiuokkrl5iuoxcjo4p;1;44,8;83,0;2024-04-01T01:10:12.050Z;2024-04-01T01:10:14Z;[{'id': 4913968139, 'qualifierId': 213, 'value': '4.06'}, {'id': 4913968137, 'qualifierId': 212, 'value': '14.3'}, {'id': 4913968133, 'qualifierId': 140, 'value': '36.5'}, {'id': 4913968131, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913968135, 'qualifierId': 141, 'value': '66.3'}];28kg6zbpgbb8zrnhidogpxi0a;A. Díaz;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;4,06;14,3;36,5;66,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;36,5;66,3;;;;;;;;0;47;38;Los Angeles II;2858;Sub;1,0
2665976063;452;1;2;47;40;iiolvosiuokkrl5iuoxcjo4p;1;45,3;76,2;2024-04-01T01:10:14.265Z;2024-04-01T01:10:17Z;[{'id': 4913968275, 'qualifierId': 141, 'value': '50.8'}, {'id': 4913968271, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913968273, 'qualifierId': 140, 'value': '43.6'}, {'id': 4913968279, 'qualifierId': 213, 'value': '4.61'}, {'id': 4913968277, 'qualifierId': 212, 'value': '17.4'}];38z2cuwmbeanujqho9cqwozmy;R. Aguirre;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;4,61;17,4;43,6;50,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;43,6;50,8;;;;;;;;0;47;40;Los Angeles II;2860;MC;1,0
2665976077;453;1;2;47;43;iiolvosiuokkrl5iuoxcjo4p;0;54,3;37,0;2024-04-01T01:10:17.345Z;2024-04-01T01:10:18Z;[{'id': 4913968329, 'qualifierId': 56, 'value': 'Right'}, {'id': 4913968331, 'qualifierId': 140, 'value': '63.0'}, {'id': 4913968333, 'qualifierId': 141, 'value': '0.0'}, {'id': 4913968337, 'qualifierId': 213, 'value': '5.04'}, {'id': 4913968335, 'qualifierId': 212, 'value': '28.0'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;5,04;28,0;63,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;63,0;0,0;;;;;;;;0;47;43;Los Angeles II;2863;MC;1,0
2665976101;453;5;2;47;45;6gaq85erpkvbyxvivd96wuw44;1;34,8;102,0;2024-04-01T01:10:18.813Z;2024-04-01T01:12:15Z;[{'id': 4913968513, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913968523, 'qualifierId': 233, 'value': '454'}, {'id': 4913968515, 'qualifierId': 347}];do2o6ka25talswmmillufejqi;D. Rosales;;bytb7hv1ld07ucu44cse2t7o4;Out;;;;;;;;;;;;;;;;;;;;;454,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;47;45;Colorado Rapids II;2865;DL;1,0
2665976079;454;5;2;47;45;iiolvosiuokkrl5iuoxcjo4p;0;65,2;-2,0;2024-04-01T01:10:18.813Z;2024-04-01T01:10:24Z;[{'id': 4913968359, 'qualifierId': 347}, {'id': 4913968357, 'qualifierId': 56, 'value': 'Right'}, {'id': 4913968533, 'qualifierId': 233, 'value': '453'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;bytb7hv1ld07ucu44cse2t7o4;Out;;;;;;;;;;;;;;;;;;;;;453,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;47;45;Los Angeles II;2865;MC;1,0
2665976153;454;1;2;48;1;6gaq85erpkvbyxvivd96wuw44;0;40,9;100,0;2024-04-01T01:10:34.426Z;2024-04-01T01:10:35Z;[{'id': 4913968797, 'qualifierId': 140, 'value': '68.7'}, {'id': 4913968803, 'qualifierId': 213, 'value': '6.06'}, {'id': 4913968801, 'qualifierId': 212, 'value': '30.0'}, {'id': 4913968805, 'qualifierId': 1}, {'id': 4913968799, 'qualifierId': 141, 'value': '91.0'}, {'id': 4913968793, 'qualifierId': 107}, {'id': 4913968795, 'qualifierId': 56, 'value': 'Left'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;6,06;30,0;68,7;91,0;;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;68,7;91,0;;;;;;;;0;48;1;Colorado Rapids II;2881;DC;1,0
2665976173;455;1;2;48;3;iiolvosiuokkrl5iuoxcjo4p;1;31,8;7,9;2024-04-01T01:10:36.481Z;2024-04-01T01:10:37Z;[{'id': 4913968895, 'qualifierId': 213, 'value': '0.74'}, {'id': 4913968887, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913968891, 'qualifierId': 141, 'value': '20.3'}, {'id': 4913968893, 'qualifierId': 212, 'value': '12.5'}, {'id': 4913968885, 'qualifierId': 3}, {'id': 4913968889, 'qualifierId': 140, 'value': '40.6'}];8qqehla9xvhut6uua4a0zcju2;S. Anderson;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;0,74;12,5;40,6;20,3;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;40,6;20,3;;;;;;;;0;48;3;Los Angeles II;2883;DR;1,0
2665976177;456;49;2;48;4;iiolvosiuokkrl5iuoxcjo4p;1;41,1;20,6;2024-04-01T01:10:37.746Z;2024-04-01T01:10:38Z;[];38z2cuwmbeanujqho9cqwozmy;R. Aguirre;;bytb7hv1ld07ucu44cse2t7o4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;48;4;Los Angeles II;2884;MC;1,0
2665976193;457;1;2;48;4;iiolvosiuokkrl5iuoxcjo4p;1;41,1;20,6;2024-04-01T01:10:37.953Z;2024-04-01T01:10:40Z;[{'id': 4913968989, 'qualifierId': 213, 'value': '3.23'}, {'id': 4913968981, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913968983, 'qualifierId': 140, 'value': '31.8'}, {'id': 4913968985, 'qualifierId': 141, 'value': '19.3'}, {'id': 4913968987, 'qualifierId': 212, 'value': '9.8'}];38z2cuwmbeanujqho9cqwozmy;R. Aguirre;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;3,23;9,8;31,8;19,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;31,8;19,3;;;;;;;;0;48;4;Los Angeles II;2884;MC;1,0
2665976199;455;83;2;48;7;6gaq85erpkvbyxvivd96wuw44;0;62,8;88,3;2024-04-01T01:10:40.707Z;2024-04-01T01:13:09Z;[{'id': 4913973397, 'qualifierId': 399, 'value': '6kfmf44wdx1btf9mwqdmo36z8'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;bytb7hv1ld07ucu44cse2t7o4;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;48;7;Colorado Rapids II;2887;MC;1,0
2665976213;458;1;2;48;7;iiolvosiuokkrl5iuoxcjo4p;1;38,7;19,9;2024-04-01T01:10:40.737Z;2024-04-01T01:10:45Z;[{'id': 4913969091, 'qualifierId': 140, 'value': '54.5'}, {'id': 4913969093, 'qualifierId': 141, 'value': '5.3'}, {'id': 4913969095, 'qualifierId': 212, 'value': '19.3'}, {'id': 4913969089, 'qualifierId': 56, 'value': 'Right'}, {'id': 4913969097, 'qualifierId': 213, 'value': '5.74'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;5,74;19,3;54,5;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;54,5;5,3;;;;;;;;0;48;7;Los Angeles II;2887;MC;1,0
2665976221;459;1;2;48;12;iiolvosiuokkrl5iuoxcjo4p;1;55,4;11,8;2024-04-01T01:10:45.497Z;2024-04-01T01:10:47Z;[{'id': 4913969135, 'qualifierId': 213, 'value': '1.79'}, {'id': 4913969127, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913969129, 'qualifierId': 140, 'value': '52.7'}, {'id': 4913969131, 'qualifierId': 141, 'value': '30.8'}, {'id': 4913969133, 'qualifierId': 212, 'value': '13.2'}];ajrr99t1qsj4sy5zcx0t5ksgk;K. Stewart-Baynes;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;1,79;13,2;52,7;30,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;52,7;30,8;;;;;;;;0;48;12;Los Angeles II;2892;FWR;1,0
2665976235;460;1;2;48;14;iiolvosiuokkrl5iuoxcjo4p;0;52,7;32,6;2024-04-01T01:10:47.689Z;2024-04-05T11:04:29Z;[{'id': 4913969195, 'qualifierId': 155}, {'id': 4913969203, 'qualifierId': 212, 'value': '42.5'}, {'id': 4913969201, 'qualifierId': 141, 'value': '55.4'}, {'id': 4913969207, 'qualifierId': 1}, {'id': 4913969197, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913969199, 'qualifierId': 140, 'value': '90.4'}, {'id': 4922853361, 'qualifierId': 4}, {'id': 4913969205, 'qualifierId': 213, 'value': '0.37'}];38z2cuwmbeanujqho9cqwozmy;R. Aguirre;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;0,37;42,5;90,4;55,4;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;90,4;55,4;;;;;;;;0;48;14;Los Angeles II;2894;MC;1,0
2665976237;456;52;2;48;17;6gaq85erpkvbyxvivd96wuw44;1;9,8;51,7;2024-04-01T01:10:51.210Z;2024-04-05T11:04:42Z;[{'id': 4922853663, 'qualifierId': 377}];d4xd9fxqjwfe7x46byn60dx49;D. Ochoa;;bytb7hv1ld07ucu44cse2t7o4;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;48;17;Colorado Rapids II;2897;GK;1,0
2665976277;457;1;2;48;17;6gaq85erpkvbyxvivd96wuw44;1;9,5;44,0;2024-04-01T01:10:51.386Z;2024-04-01T01:10:58Z;[{'id': 4913969437, 'qualifierId': 1}, {'id': 4913969427, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913969431, 'qualifierId': 141, 'value': '7.0'}, {'id': 4913969433, 'qualifierId': 212, 'value': '32.4'}, {'id': 4913969429, 'qualifierId': 140, 'value': '28.9'}, {'id': 4913969435, 'qualifierId': 213, 'value': '5.39'}, {'id': 4913969425, 'qualifierId': 123}];d4xd9fxqjwfe7x46byn60dx49;D. Ochoa;;bytb7hv1ld07ucu44cse2t7o4;Pass;;;;;;;;;;5,39;32,4;28,9;7,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;28,9;7,0;;;;;;;;0;48;17;Colorado Rapids II;2897;GK;1,0
