id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_Involved;value_TeamKit;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_TeamFormation;value_DirectionOfPlay;value_Zone;value_DeletedEventType;value_PassEndX;value_Length;value_Angle;value_PassEndY;value_KickOff;value_LongBall;value_Launch;value_IntendedTackleTarget;value_Chipped;value_OppositeRelatedEventId;value_Offensive;value_TouchTypeControl;value_Defensive;value_TouchTypePass;value_Straight;value_DrivenCross;value_RightFooted;value_Cross;value_NotVisible;value_LeftFooted;value_OutSwinger;value_HeadPass;value_LayOff;value_Foul;value_Shove/Push;value_Direct;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_NotAssisted;value_BigChance;value_GkX;value_GkY;value_GoalmouthY;value_GoalmouthZ;value_FantasyAssistId;value_GoalShotGameClock;value_LowCentre;value_GoalShotTimestamp;value_FirstTouch;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_RegularPlay;value_SmallBoxCentre;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistType;value_OutOfPlay;value_TouchTypeClearance;value_Overrun;value_AttemptedTackle;value_MediumGkIntervention;value_KeeperThrow;value_NextEventGoalKick;value_GoalKick;value_Low;value_TakeOnOvertake;value_Defensive1V1;value_SixYardBlocked;value_FreeKick;value_BlockedX;value_OutOfBoxDeepRight;value_Blocked;value_BlockedY;value_LowLeft;value_DefBlock;value_Left;value_Right;value_InSwinger;value_CornerTaken;value_HighGkIntervention;value_OutOfBoxCentre;value_SavedOffLine;value_FromCorner;value_Volley;value_LastLine;value_BoxCentre;value_LowRight;value_BlockedPass;value_BlockedCross;value_ShirtPull/Holding;value_RelatedEventId;value_YellowCard;value_TacticalFoul;value_IncorrectOutOfPlayDecision;value_IntentionalAssist;value_Assist;value_Assisted;value_NotPastGoalLine;value_Head;value_Handball;value_OtherObstacle;value_RefereeDelay;value_OtherReason;value_BallHitsReferee;value_LeadingToGoal;value_1On1;value_BoxRight;value_RelatedError1Id;value_ThroughBall;value_IndividualPlay;value_BoxDeepLeft;value_Hands;value_Diving;value_ParriedDanger;value_Minutes;value_HighRight;value_ThrowInSetPiece;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_PullBack;value_2NdAssist;value_2NdAssisted;value_2NdRelatedEventId;value_OverhitCross;value_LeadingToAttempt;value_Collected;value_LowGkIntervention;value_FlickOn;value_SwerveRight;value_FastBreak;value_High;value_Stooping;value_InjuredPlayerId;value_Injury;value_RecklessOffence;value_FloatedCross;value_TimeWasting;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2708428937;367;30;1;47;2;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-08-12T02:51:53.230Z;2024-08-12T02:52:34Z;[{'id': 5145585263, 'qualifierId': 57, 'value': '0'}];;;;;enswumy4bzfogye70d9a11atw;End;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;47;2;Real Monarchs;2822;;
2708428979;509;30;1;47;2;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-08-12T02:51:53.230Z;2024-08-12T02:52:34Z;[{'id': 5145585381, 'qualifierId': 57, 'value': '0'}];;;;;enswumy4bzfogye70d9a11atw;End;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;47;2;Tacoma Defiance;2822;;
2708435833;920;43;2;45;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-08-12T02:50:37.667Z;2024-08-14T15:21:50Z;[{'id': 5148468147, 'qualifierId': 144, 'value': '74'}, {'id': 5145620835, 'qualifierId': 233, 'value': '354'}, {'id': 5145620833, 'qualifierId': 285, 'value': '0'}, {'id': 5145620831, 'qualifierId': 56, 'value': 'Left'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;enswumy4bzfogye70d9a11atw;Deleted event;;;;;;;;;;;74,0;;;;;;;;;;354,0;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;45;0;Tacoma Defiance;2700;MC;1,0
2708429803;518;43;2;45;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-08-12T02:50:43.667Z;2024-08-12T04:18:32Z;[{'id': 5145627811, 'qualifierId': 144, 'value': '74'}, {'id': 5145590203, 'qualifierId': 285, 'value': '0'}, {'id': 5145590201, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145590213, 'qualifierId': 233, 'value': '354'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;enswumy4bzfogye70d9a11atw;Deleted event;;;;;;;;;;;74,0;;;;;;;;;;354,0;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;45;0;Tacoma Defiance;2700;MC;1,0
2708429941;538;18;2;45;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-08-12T03:07:40.046Z;2024-08-12T03:10:26Z;[{'id': 5145591087, 'qualifierId': 59, 'value': '30'}, {'id': 5145591085, 'qualifierId': 44, 'value': 'Defender'}, {'id': 5145591107, 'qualifierId': 55, 'value': '539'}, {'id': 5145591083, 'qualifierId': 42}];f5cmlyf69p88bb6qabbjhris5;M. Silva;;;enswumy4bzfogye70d9a11atw;Player off;;30,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;539,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;539,0;5gg2mxmy9ff40oku3s09gavl6;0;0;45;0;Tacoma Defiance;2700;DC;1,0
2708429943;539;19;2;45;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-08-12T03:07:40.047Z;2024-08-12T03:10:27Z;[{'id': 5145591093, 'qualifierId': 145, 'value': '6'}, {'id': 5145591103, 'qualifierId': 55, 'value': '538'}, {'id': 5145591101, 'qualifierId': 44, 'value': 'Defender'}, {'id': 5145591089, 'qualifierId': 42}, {'id': 5145591099, 'qualifierId': 293, 'value': '4'}, {'id': 5145591095, 'qualifierId': 59, 'value': '32'}, {'id': 5145591097, 'qualifierId': 292, 'value': '4'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;enswumy4bzfogye70d9a11atw;Player on;;32,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;538,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;6,0;4,0;4,0;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;538,0;f5cmlyf69p88bb6qabbjhris5;0;0;45;0;Tacoma Defiance;2700;Sub;1,0
2708429721;370;32;2;45;0;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-08-12T03:07:50.046Z;2024-08-12T03:07:53Z;[{'id': 5145589745, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;enswumy4bzfogye70d9a11atw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;45;0;Real Monarchs;2700;;
2708429725;515;32;2;45;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-08-12T03:07:50.046Z;2024-08-20T06:31:06Z;[{'id': 5145589765, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;enswumy4bzfogye70d9a11atw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;45;0;Tacoma Defiance;2700;;
2708429731;371;1;2;45;0;5icuo8utnztpsd9l03gdd68dl;1;49,9;50,0;2024-08-12T03:07:50.047Z;2024-08-12T03:07:57Z;[{'id': 5145589791, 'qualifierId': 213, 'value': '2.99'}, {'id': 5145589783, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145589793, 'qualifierId': 279, 'value': 'S'}, {'id': 5145589787, 'qualifierId': 141, 'value': '53.1'}, {'id': 5145589785, 'qualifierId': 140, 'value': '37.1'}, {'id': 5145589789, 'qualifierId': 212, 'value': '13.6'}];3y5rrahty1k0l1hnww3bcozmy;O. De Rosario;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;37,1;13,6;2,99;53,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;37,1;53,1;;;;;;;0;0;45;0;Real Monarchs;2700;FW;1,0
2708429733;372;1;2;45;5;5icuo8utnztpsd9l03gdd68dl;1;37,5;49,3;2024-08-12T03:07:55.356Z;2024-08-12T03:07:57Z;[{'id': 5145589803, 'qualifierId': 140, 'value': '27.4'}, {'id': 5145589801, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145589807, 'qualifierId': 212, 'value': '10.6'}, {'id': 5145589809, 'qualifierId': 213, 'value': '3.17'}, {'id': 5145589805, 'qualifierId': 141, 'value': '48.8'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;27,4;10,6;3,17;48,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;27,4;48,8;;;;;;;0;0;45;5;Real Monarchs;2705;MC;1,0
2708429735;373;1;2;45;7;5icuo8utnztpsd9l03gdd68dl;1;28,0;43,7;2024-08-12T03:07:57.341Z;2024-08-12T03:07:59Z;[{'id': 5145589819, 'qualifierId': 140, 'value': '27.8'}, {'id': 5145589821, 'qualifierId': 141, 'value': '67.8'}, {'id': 5145589817, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145589823, 'qualifierId': 212, 'value': '16.4'}, {'id': 5145589825, 'qualifierId': 213, 'value': '1.58'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;27,8;16,4;1,58;67,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;27,8;67,8;;;;;;;0;0;45;7;Real Monarchs;2707;DL;1,0
2708429745;374;1;2;45;9;5icuo8utnztpsd9l03gdd68dl;1;27,8;67,8;2024-08-12T03:07:59.101Z;2024-08-12T03:08:07Z;[{'id': 5145589873, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145589879, 'qualifierId': 212, 'value': '15.3'}, {'id': 5145589875, 'qualifierId': 140, 'value': '33.9'}, {'id': 5145589881, 'qualifierId': 213, 'value': '1.14'}, {'id': 5145589877, 'qualifierId': 141, 'value': '88.3'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;33,9;15,3;1,14;88,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;33,9;88,3;;;;;;;0;0;45;9;Real Monarchs;2709;DC;1,0
2708429749;375;1;2;45;10;5icuo8utnztpsd9l03gdd68dl;1;32,4;91,8;2024-08-12T03:08:00.164Z;2024-08-20T07:24:45Z;[{'id': 5145589897, 'qualifierId': 140, 'value': '37.3'}, {'id': 5145589895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145589903, 'qualifierId': 213, 'value': '5.20'}, {'id': 5145589901, 'qualifierId': 212, 'value': '10.9'}, {'id': 5145589899, 'qualifierId': 141, 'value': '77.6'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;37,3;10,9;5,2;77,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;37,3;77,6;;;;;;;0;0;45;10;Real Monarchs;2710;MC;1,0
2708429757;376;1;2;45;11;5icuo8utnztpsd9l03gdd68dl;1;40,7;77,1;2024-08-12T03:08:01.916Z;2024-08-20T07:24:46Z;[{'id': 5145589951, 'qualifierId': 213, 'value': '3.31'}, {'id': 5145589945, 'qualifierId': 140, 'value': '23.8'}, {'id': 5145589943, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145589949, 'qualifierId': 212, 'value': '18.0'}, {'id': 5145589947, 'qualifierId': 141, 'value': '72.6'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;23,8;18,0;3,31;72,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;23,8;72,6;;;;;;;0;0;45;11;Real Monarchs;2711;MC;1,0
2708921225;800;1;2;45;14;5icuo8utnztpsd9l03gdd68dl;1;18,7;76,3;2024-08-12T03:08:04.952Z;2024-08-20T07:24:53Z;[{'id': 5148347169, 'qualifierId': 140, 'value': '4.7'}, {'id': 5148347171, 'qualifierId': 141, 'value': '39.9'}, {'id': 5148347173, 'qualifierId': 212, 'value': '28.8'}, {'id': 5148347167, 'qualifierId': 56, 'value': 'Back'}, {'id': 5148347175, 'qualifierId': 213, 'value': '4.18'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;4,7;28,8;4,18;39,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;4,7;39,9;;;;;;;0;0;45;14;Real Monarchs;2714;DC;1,0
2708429763;377;1;2;45;21;5icuo8utnztpsd9l03gdd68dl;1;7,1;40,3;2024-08-12T03:08:11.141Z;2024-08-14T12:04:51Z;[{'id': 5145589979, 'qualifierId': 140, 'value': '32.4'}, {'id': 5145589981, 'qualifierId': 141, 'value': '14.3'}, {'id': 5145589983, 'qualifierId': 212, 'value': '31.9'}, {'id': 5145589977, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145589985, 'qualifierId': 213, 'value': '5.70'}, {'id': 5148347221, 'qualifierId': 155}];bdrs643l8uzj01plxa25wncdm;J. Castro;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;32,4;31,9;5,7;14,3;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;32,4;14,3;;;;;;;0;0;45;21;Real Monarchs;2721;GK;1,0
2708429765;378;4;2;45;22;5icuo8utnztpsd9l03gdd68dl;1;32,1;16,0;2024-08-12T03:08:12.861Z;2024-08-14T12:05:05Z;[{'id': 5145589991, 'qualifierId': 13}, {'id': 5145589993, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145589999, 'qualifierId': 285}, {'id': 5145589995, 'qualifierId': 152}, {'id': 5148347267, 'qualifierId': 294}, {'id': 5145590013, 'qualifierId': 233, 'value': '516'}];s9a51dj3nkad2e53b2jbgl5g;S. Gomez;;;enswumy4bzfogye70d9a11atw;Foul;;;;;;;;;;;;;;;;;;;;;516,0;;;1,0;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;45;22;Real Monarchs;2722;AML;1,0
2708429753;516;4;2;45;22;cbip96wzs3jc2xadoluhhxotl;0;67,9;84,0;2024-08-12T03:08:12.862Z;2024-08-14T12:05:08Z;[{'id': 5148347287, 'qualifierId': 294}, {'id': 5145589935, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145590017, 'qualifierId': 233, 'value': '378'}, {'id': 5145589937, 'qualifierId': 152}, {'id': 5145589933, 'qualifierId': 13}, {'id': 5145589941, 'qualifierId': 286}];asy97zdxk0352toy38huzk222;T. Silva;;;enswumy4bzfogye70d9a11atw;Foul;;;;;;;;;;;;;;;;;;;;;378,0;1,0;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;45;22;Tacoma Defiance;2722;DC;1,0
2708429773;379;1;2;45;37;5icuo8utnztpsd9l03gdd68dl;1;30,4;15,8;2024-08-12T03:08:27.196Z;2024-08-14T12:05:38Z;[{'id': 5145590021, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145590023, 'qualifierId': 140, 'value': '21.9'}, {'id': 5148347373, 'qualifierId': 152}, {'id': 5148347371, 'qualifierId': 5}, {'id': 5145590031, 'qualifierId': 1}, {'id': 5145590027, 'qualifierId': 212, 'value': '34.6'}, {'id': 5145590029, 'qualifierId': 213, 'value': '1.83'}, {'id': 5145590025, 'qualifierId': 141, 'value': '64.9'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;21,9;34,6;1,83;64,9;;1,0;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;21,9;64,9;;;;;;;0;0;45;37;Real Monarchs;2737;DR;1,0
2708429781;380;1;2;45;39;5icuo8utnztpsd9l03gdd68dl;1;21,9;64,9;2024-08-12T03:08:29.597Z;2024-08-12T03:08:35Z;[{'id': 5145590087, 'qualifierId': 140, 'value': '38.7'}, {'id': 5145590085, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145590091, 'qualifierId': 212, 'value': '25.1'}, {'id': 5145590093, 'qualifierId': 213, 'value': '0.79'}, {'id': 5145590089, 'qualifierId': 141, 'value': '91.2'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;38,7;25,1;0,79;91,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;38,7;91,2;;;;;;;0;0;45;39;Real Monarchs;2739;DC;1,0
2708429783;381;1;2;45;41;5icuo8utnztpsd9l03gdd68dl;1;38,7;92,3;2024-08-12T03:08:31.724Z;2024-08-20T07:25:11Z;[{'id': 5145590107, 'qualifierId': 140, 'value': '26.7'}, {'id': 5145590115, 'qualifierId': 213, 'value': '4.01'}, {'id': 5145590111, 'qualifierId': 141, 'value': '70.6'}, {'id': 5145590105, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145590113, 'qualifierId': 212, 'value': '19.4'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;26,7;19,4;4,01;70,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;26,7;70,6;;;;;;;0;0;45;41;Real Monarchs;2741;MC;1,0
2708429789;382;1;2;45;47;5icuo8utnztpsd9l03gdd68dl;1;25,4;70,3;2024-08-12T03:08:37.389Z;2024-08-12T03:08:39Z;[{'id': 5145590139, 'qualifierId': 140, 'value': '25.5'}, {'id': 5145590145, 'qualifierId': 213, 'value': '4.72'}, {'id': 5145590137, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145590143, 'qualifierId': 212, 'value': '26.7'}, {'id': 5145590141, 'qualifierId': 141, 'value': '31.0'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;25,5;26,7;4,72;31,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;25,5;31,0;;;;;;;0;0;45;47;Real Monarchs;2747;DC;1,0
2708429795;383;1;2;45;49;5icuo8utnztpsd9l03gdd68dl;1;24,6;33,1;2024-08-12T03:08:39.342Z;2024-08-12T03:08:42Z;[{'id': 5145590161, 'qualifierId': 213, 'value': '5.53'}, {'id': 5145590153, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145590155, 'qualifierId': 140, 'value': '39.5'}, {'id': 5145590159, 'qualifierId': 212, 'value': '21.4'}, {'id': 5145590157, 'qualifierId': 141, 'value': '11.6'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;39,5;21,4;5,53;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;39,5;11,6;;;;;;;0;0;45;49;Real Monarchs;2749;DL;1,0
2708429793;517;83;2;45;51;cbip96wzs3jc2xadoluhhxotl;0;54,2;92,7;2024-08-12T03:08:41.688Z;2024-08-12T03:08:44Z;[{'id': 5145590199, 'qualifierId': 399, 'value': 's9a51dj3nkad2e53b2jbgl5g'}];asy97zdxk0352toy38huzk222;T. Silva;;;enswumy4bzfogye70d9a11atw;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;45;51;Tacoma Defiance;2751;DC;1,0
2708429799;384;1;2;45;52;5icuo8utnztpsd9l03gdd68dl;1;35,8;10,9;2024-08-12T03:08:42.204Z;2024-08-12T03:08:43Z;[{'id': 5145590177, 'qualifierId': 140, 'value': '53.9'}, {'id': 5145590179, 'qualifierId': 141, 'value': '7.4'}, {'id': 5145590181, 'qualifierId': 212, 'value': '19.2'}, {'id': 5145590175, 'qualifierId': 56, 'value': 'Right'}, {'id': 5145590183, 'qualifierId': 213, 'value': '6.16'}];s9a51dj3nkad2e53b2jbgl5g;S. Gomez;;;enswumy4bzfogye70d9a11atw;Pass;;;;;;;;;;;;53,9;19,2;6,16;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;53,9;7,4;;;;;;;0;0;45;52;Real Monarchs;2752;AML;1,0
