id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_TeamKit;value_Captain;value_PlayerPosition;value_Resume;value_Involved;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_KickOff;value_Zone;value_Length;value_Angle;value_PassEndY;value_PassEndX;value_Launch;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_TouchTypeControl;value_TakeOnOvertake;value_DeletedEventType;value_Direct;value_Foul;value_Shove/Push;value_NextEventThrowIn;value_FreeKickTaken;value_Chipped;value_TouchTypeClearance;value_IntendedTackleTarget;value_PlayersCaughtOffside;value_NotVisible;value_AttemptedTackle;value_ThroughBall;value_RegularPlay;value_Assist;value_IntentionalAssist;value_GoalmouthZ;value_GoalShotTimestamp;value_LeftFooted;value_Assisted;value_GkY;value_GoalmouthY;value_BoxCentre;value_BigChance;value_GkX;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_LowCentre;value_FirstTouch;value_GoalShotGameClock;value_RelatedEventId;value_LayOff;value_OutOfBoxCentre;value_IndividualPlay;value_High;value_RightFooted;value_NextEventGoalKick;value_GoalKick;value_ThrowIn;value_OutOfPlay;value_Indirect;value_TouchTypePass;value_ShirtPull/Holding;value_Left;value_CornerTaken;value_BlockedPass;value_Head;value_OutSwinger;value_Cross;value_BlockedCross;value_InSwinger;value_Handball;value_LowGkIntervention;value_KeeperThrow;value_SwitchOfPlay;value_TakeOnSpace;value_AerialFoul;value_Low;value_CloseRight;value_PullBack;value_CloseLeft;value_Defensive1V1;value_YellowCard;value_Argument;value_BlockedX;value_Blocked;value_FreeKick;value_NotAssisted;value_BlockedY;value_DefBlock;value_ByWall;value_InjuredPlayerId;value_Injury;value_MediumGkIntervention;value_GkHoof;value_SmallBoxCentre;value_LowLeft;value_HighClaim;value_HighGkIntervention;value_Right;value_Minutes;value_Straight;value_FloatedCross;value_Sliding;value_Feet;value_ParriedDanger;value_EndType;value_Volley;value_LowRight;value_SixYardBlocked;value_BoxRight;value_Stooping;value_Hands;value_SmallBoxRight;value_Deflection;value_Diving;value_Fumble;value_HighCentre;value_Collected;value_NotPastGoalLine;value_BoxLeft;value_FromShotOffTarget;value_Dissent;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_OverArm;value_FastBreak;value_FromCorner;value_Standing;value_Overrun;value_OtherObstacle;value_BallHitsReferee;value_ParriedSafe;value_HighRight;value_TacticalFoul;value_GoesToPenalties;value_Penalty;value_HitWoodwork;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2682619119;105;1;1;8;32;cwnjxlibb02fuh0vwgvac6h45;1;36,0;40,1;2024-05-04T21:13:17.989Z;2024-05-10T07:50:42Z;[{'id': 5003919139, 'qualifierId': 141, 'value': '5.8'}, {'id': 5003919135, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003919141, 'qualifierId': 212, 'value': '24.0'}, {'id': 5003919137, 'qualifierId': 140, 'value': '41.5'}, {'id': 5003919143, 'qualifierId': 213, 'value': '4.96'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;24,0;4,96;5,8;41,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;41,5;5,8;;;;;;;;0;8;32;Orlando City B;512;DL;1,0
2682619141;106;1;1;8;35;cwnjxlibb02fuh0vwgvac6h45;1;41,0;5,8;2024-05-04T21:13:20.884Z;2024-05-10T07:50:41Z;[{'id': 5003919285, 'qualifierId': 212, 'value': '23.4'}, {'id': 5003919281, 'qualifierId': 140, 'value': '28.3'}, {'id': 5003919279, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003919283, 'qualifierId': 141, 'value': '34.0'}, {'id': 5003919287, 'qualifierId': 213, 'value': '2.18'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;23,4;2,18;34,0;28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;28,3;34,0;;;;;;;;0;8;35;Orlando City B;515;DR;1,0
2682619171;107;1;1;8;37;cwnjxlibb02fuh0vwgvac6h45;1;28,3;34,0;2024-05-04T21:13:23.540Z;2024-05-10T07:50:41Z;[{'id': 5003919437, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003919447, 'qualifierId': 212, 'value': '18.5'}, {'id': 5003919443, 'qualifierId': 141, 'value': '61.2'}, {'id': 5003919439, 'qualifierId': 140, 'value': '27.5'}, {'id': 5003919449, 'qualifierId': 213, 'value': '1.62'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;18,5;1,62;61,2;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;27,5;61,2;;;;;;;;0;8;37;Orlando City B;517;DL;1,0
2682619193;108;1;1;8;40;cwnjxlibb02fuh0vwgvac6h45;1;29,7;66,1;2024-05-04T21:13:26.389Z;2024-05-10T07:50:41Z;[{'id': 5003919587, 'qualifierId': 140, 'value': '45.6'}, {'id': 5003919585, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003919589, 'qualifierId': 141, 'value': '93.2'}, {'id': 5003919591, 'qualifierId': 212, 'value': '24.9'}, {'id': 5003919593, 'qualifierId': 213, 'value': '0.83'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;24,9;0,83;93,2;45,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;45,6;93,2;;;;;;;;0;8;40;Orlando City B;520;DC;1,0
2682619217;109;1;1;8;43;cwnjxlibb02fuh0vwgvac6h45;1;46,0;93,5;2024-05-04T21:13:28.693Z;2024-05-10T07:50:41Z;[{'id': 5003919781, 'qualifierId': 213, 'value': '5.78'}, {'id': 5003919775, 'qualifierId': 141, 'value': '83.2'}, {'id': 5003919773, 'qualifierId': 140, 'value': '58.1'}, {'id': 5003919777, 'qualifierId': 212, 'value': '14.5'}, {'id': 5003919771, 'qualifierId': 56, 'value': 'Left'}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;14,5;5,78;83,2;58,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;58,1;83,2;;;;;;;;0;8;43;Orlando City B;523;DC;1,0
2682619243;111;43;1;8;43;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-05-04T21:13:29.400Z;2024-05-04T21:13:40Z;[{'id': 5003920527, 'qualifierId': 144, 'value': '12'}, {'id': 5003919925, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003919933, 'qualifierId': 213, 'value': '3.14'}, {'id': 5003919929, 'qualifierId': 141, 'value': '79.9'}, {'id': 5003919931, 'qualifierId': 212, 'value': '0'}, {'id': 5003919927, 'qualifierId': 140, 'value': '65.3'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;cm8b3670jp7hdcqioiu7a3or8;Deleted event;;;;;;;;;;;;0,0;3,14;79,9;65,3;;;;;;;;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;65,3;79,9;;;;;;;;0;8;43;Orlando City B;523;FW;1,0
2682619225;110;1;1;8;47;cwnjxlibb02fuh0vwgvac6h45;1;67,8;94,8;2024-05-04T21:13:33.092Z;2024-05-10T08:01:27Z;[{'id': 5003919815, 'qualifierId': 141, 'value': '81.8'}, {'id': 5003919811, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003919819, 'qualifierId': 213, 'value': '4.41'}, {'id': 5003919813, 'qualifierId': 140, 'value': '65.2'}, {'id': 5003919817, 'qualifierId': 212, 'value': '9.3'}];adfocor2tbcmxo03ednm8vywa;J. Ibarra;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;9,3;4,41;81,8;65,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;65,2;81,8;;;;;;;;0;8;47;Orlando City B;527;AML;1,0
2682619287;112;1;1;8;49;cwnjxlibb02fuh0vwgvac6h45;1;65,3;79,9;2024-05-04T21:13:35.588Z;2024-05-10T07:50:40Z;[{'id': 5003920217, 'qualifierId': 212, 'value': '24.0'}, {'id': 5003920213, 'qualifierId': 140, 'value': '87.5'}, {'id': 5003920219, 'qualifierId': 213, 'value': '0.24'}, {'id': 5003920211, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003920215, 'qualifierId': 141, 'value': '88.4'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;24,0;0,24;88,4;87,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;87,5;88,4;;;;;;;;0;8;49;Orlando City B;529;FW;1,0
2682619321;113;1;1;8;54;cwnjxlibb02fuh0vwgvac6h45;1;89,3;75,1;2024-05-04T21:13:40.420Z;2024-05-10T07:50:40Z;[{'id': 5003920419, 'qualifierId': 140, 'value': '88.8'}, {'id': 5003920423, 'qualifierId': 212, 'value': '5.5'}, {'id': 5003920421, 'qualifierId': 141, 'value': '83.2'}, {'id': 5003920425, 'qualifierId': 213, 'value': '1.67'}, {'id': 5003920417, 'qualifierId': 56, 'value': 'Left'}];adfocor2tbcmxo03ednm8vywa;J. Ibarra;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;5,5;1,67;83,2;88,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;88,8;83,2;;;;;;;;0;8;54;Orlando City B;534;AML;1,0
2682619333;59;43;1;8;55;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-05-04T21:13:40.972Z;2024-05-04T21:13:50Z;[{'id': 5003920531, 'qualifierId': 346, 'value': '0'}, {'id': 5003920529, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003920911, 'qualifierId': 144, 'value': '5'}];37uh4n2zngcixlzo8vnk50vtg;Z. Taifi;;;cm8b3670jp7hdcqioiu7a3or8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;8;55;Chattanooga;535;DR;1,0
2682619347;115;43;1;8;56;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-05-04T21:13:42.510Z;2024-05-04T21:13:47Z;[{'id': 5003920631, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003920791, 'qualifierId': 144, 'value': '61'}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;cm8b3670jp7hdcqioiu7a3or8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;8;56;Orlando City B;536;DC;1,0
2682619323;114;3;1;8;57;cwnjxlibb02fuh0vwgvac6h45;0;92,2;82,4;2024-05-04T21:13:43.330Z;2024-05-10T08:01:46Z;[{'id': 5003920491, 'qualifierId': 233, 'value': '58'}, {'id': 5003920443, 'qualifierId': 286}, {'id': 5016350771, 'qualifierId': 465}, {'id': 5003920441, 'qualifierId': 56, 'value': 'Left'}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;cm8b3670jp7hdcqioiu7a3or8;Take On;;;;;;;;;;;;;;;;;;;58,0;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;8;57;Orlando City B;537;DC;1,0
2682619327;58;7;1;8;57;479lsfr4cwlzewpbuda3y2xv4;1;7,8;17,6;2024-05-04T21:13:43.331Z;2024-05-10T08:01:52Z;[{'id': 5016350777, 'qualifierId': 385}, {'id': 5016350775, 'qualifierId': 167}, {'id': 5003920475, 'qualifierId': 233, 'value': '114'}, {'id': 5003920469, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003920471, 'qualifierId': 285}];37uh4n2zngcixlzo8vnk50vtg;Z. Taifi;;;cm8b3670jp7hdcqioiu7a3or8;Tackle;;;;;;;;;;;;;;;;;;1,0;114,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;8;57;Chattanooga;537;DR;1,0
2682619367;60;6;1;9;0;479lsfr4cwlzewpbuda3y2xv4;0;2,0;24,9;2024-05-04T21:13:45.685Z;2024-05-10T08:01:56Z;[{'id': 5003920837, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003920883, 'qualifierId': 233, 'value': '116'}, {'id': 5003920839, 'qualifierId': 73}];37uh4n2zngcixlzo8vnk50vtg;Z. Taifi;;;cm8b3670jp7hdcqioiu7a3or8;Corner Awarded;;;;;;;;;;;;;;;;;;;116,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;9;0;Chattanooga;540;DR;1,0
2682619379;116;6;1;9;0;cwnjxlibb02fuh0vwgvac6h45;1;98,0;75,1;2024-05-04T21:13:45.685Z;2024-05-10T07:50:39Z;[{'id': 5003920843, 'qualifierId': 73}, {'id': 5003920863, 'qualifierId': 233, 'value': '60'}, {'id': 5003920841, 'qualifierId': 56, 'value': 'Center'}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;cm8b3670jp7hdcqioiu7a3or8;Corner Awarded;;;;;;;;;;;;;;;;;;;60,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;9;0;Orlando City B;540;DC;1,0
2682619845;117;1;1;10;12;cwnjxlibb02fuh0vwgvac6h45;1;99,6;99,5;2024-05-04T21:14:58.323Z;2024-05-10T07:50:39Z;[{'id': 5003923765, 'qualifierId': 6}, {'id': 5003923775, 'qualifierId': 213, 'value': '3.69'}, {'id': 5003923769, 'qualifierId': 140, 'value': '96.2'}, {'id': 5003923773, 'qualifierId': 212, 'value': '4.2'}, {'id': 5003923767, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003923771, 'qualifierId': 141, 'value': '96.3'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;4,2;3,69;96,3;96,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;96,2;96,3;;;;;;;;0;10;12;Orlando City B;612;AMC;1,0
2682619851;118;1;1;10;13;cwnjxlibb02fuh0vwgvac6h45;1;96,2;96,3;2024-05-04T21:14:59.492Z;2024-05-10T07:50:39Z;[{'id': 5003923807, 'qualifierId': 141, 'value': '82.4'}, {'id': 5003923803, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003923805, 'qualifierId': 140, 'value': '87.1'}, {'id': 5003923811, 'qualifierId': 213, 'value': '3.92'}, {'id': 5003923809, 'qualifierId': 212, 'value': '13.4'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;13,4;3,92;82,4;87,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;87,1;82,4;;;;;;;;0;10;13;Orlando City B;613;DR;1,0
2682619915;119;1;1;10;17;cwnjxlibb02fuh0vwgvac6h45;1;80,5;62,1;2024-05-04T21:15:03.172Z;2024-05-10T07:50:38Z;[{'id': 5003924207, 'qualifierId': 213, 'value': '4.11'}, {'id': 5003924203, 'qualifierId': 141, 'value': '26.4'}, {'id': 5003924199, 'qualifierId': 56, 'value': 'Center'}, {'id': 5003924205, 'qualifierId': 212, 'value': '29.5'}, {'id': 5003924201, 'qualifierId': 140, 'value': '64.6'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;29,5;4,11;26,4;64,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;64,6;26,4;;;;;;;;0;10;17;Orlando City B;617;AMC;1,0
2682619951;120;1;1;10;20;cwnjxlibb02fuh0vwgvac6h45;1;64,6;26,4;2024-05-04T21:15:06.628Z;2024-05-10T07:50:38Z;[{'id': 5003924409, 'qualifierId': 140, 'value': '34.3'}, {'id': 5003924415, 'qualifierId': 213, 'value': '2.78'}, {'id': 5003924411, 'qualifierId': 141, 'value': '43.9'}, {'id': 5003924407, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003924413, 'qualifierId': 212, 'value': '34.0'}, {'id': 5003924417, 'qualifierId': 1}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;34,0;2,78;43,9;34,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;34,3;43,9;;;;;;;;0;10;20;Orlando City B;620;MC;1,0
2682619965;121;1;1;10;24;cwnjxlibb02fuh0vwgvac6h45;1;34,3;43,9;2024-05-04T21:15:10.004Z;2024-05-10T07:50:38Z;[{'id': 5003924499, 'qualifierId': 140, 'value': '44.9'}, {'id': 5003924501, 'qualifierId': 141, 'value': '63.6'}, {'id': 5003924503, 'qualifierId': 212, 'value': '17.4'}, {'id': 5003924505, 'qualifierId': 213, 'value': '0.88'}, {'id': 5003924497, 'qualifierId': 56, 'value': 'Back'}];7jaa504py8qcx30a2p1vgn8d0;J. Antoine;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;17,4;0,88;63,6;44,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;44,9;63,6;;;;;;;;0;10;24;Orlando City B;624;GK;1,0
2682620013;122;1;1;10;27;cwnjxlibb02fuh0vwgvac6h45;1;45,6;64,5;2024-05-04T21:15:12.804Z;2024-05-10T07:50:38Z;[{'id': 5003924777, 'qualifierId': 212, 'value': '18.4'}, {'id': 5003924773, 'qualifierId': 140, 'value': '62.6'}, {'id': 5003924779, 'qualifierId': 213, 'value': '0.24'}, {'id': 5003924771, 'qualifierId': 56, 'value': 'Center'}, {'id': 5003924775, 'qualifierId': 141, 'value': '70.9'}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;18,4;0,24;70,9;62,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;62,6;70,9;;;;;;;;0;10;27;Orlando City B;627;DC;1,0
2682620019;123;1;1;10;30;cwnjxlibb02fuh0vwgvac6h45;1;62,6;70,9;2024-05-04T21:15:16.180Z;2024-05-10T08:02:26Z;[{'id': 5003924831, 'qualifierId': 212, 'value': '18.2'}, {'id': 5003924825, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003924833, 'qualifierId': 213, 'value': '3.45'}, {'id': 5003924829, 'qualifierId': 141, 'value': '62.9'}, {'id': 5016350841, 'qualifierId': 156}, {'id': 5003924827, 'qualifierId': 140, 'value': '46.1'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;18,2;3,45;62,9;46,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;46,1;62,9;;;;;;;;0;10;30;Orlando City B;630;AMC;1,0
2682620059;124;1;1;10;31;cwnjxlibb02fuh0vwgvac6h45;1;46,1;62,9;2024-05-04T21:15:16.996Z;2024-05-10T07:50:37Z;[{'id': 5003925059, 'qualifierId': 212, 'value': '17.7'}, {'id': 5003925055, 'qualifierId': 141, 'value': '80.6'}, {'id': 5003925061, 'qualifierId': 213, 'value': '0.75'}, {'id': 5003925047, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003925051, 'qualifierId': 140, 'value': '58.4'}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;17,7;0,75;80,6;58,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;58,4;80,6;;;;;;;;0;10;31;Orlando City B;631;DC;1,0
2682620079;125;1;1;10;35;cwnjxlibb02fuh0vwgvac6h45;1;61,3;67,9;2024-05-04T21:15:21.267Z;2024-05-10T07:50:37Z;[{'id': 5003925195, 'qualifierId': 212, 'value': '29.9'}, {'id': 5003925191, 'qualifierId': 140, 'value': '63.1'}, {'id': 5003925189, 'qualifierId': 56, 'value': 'Center'}, {'id': 5003925197, 'qualifierId': 213, 'value': '4.78'}, {'id': 5003925193, 'qualifierId': 141, 'value': '24.0'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;cm8b3670jp7hdcqioiu7a3or8;Pass;;;;;;;;;;;;29,9;4,78;24,0;63,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;63,1;24,0;;;;;;;;0;10;35;Orlando City B;635;AMC;1,0
