id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_Captain;value_Resume;value_DirectionOfPlay;value_PassEndY;value_Angle;value_Zone;value_KickOff;value_PassEndX;value_Length;value_Launch;value_LongBall;value_Chipped;value_HeadPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_TakeOnSpace;value_Overrun;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_Foul;value_Shove/Push;value_Direct;value_FreeKickTaken;value_SwitchOfPlay;value_DrivenCross;value_IntentionalAssist;value_Cross;value_RightFooted;value_Straight;value_Assist;value_GoalmouthZ;value_BoxCentre;value_Assisted;value_GkX;value_GoalmouthY;value_RegularPlay;value_RelatedEventId;value_GkY;value_FirstTouch;value_HighLeft;value_LeftFooted;value_NextEventGoalKick;value_GoalKick;value_Low;value_TouchTypeClearance;value_TakeOnOvertake;value_PenaltyTakerId;value_Penalty;value_AttemptedTackle;value_Saved;value_Diving;value_Left;value_BlockedX;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_BigChance;value_BlockedY;value_LowRight;value_NotAssisted;value_LowGkIntervention;value_ParriedDanger;value_Hands;value_OutSwinger;value_DeletedEventType;value_PullBack;value_FastBreak;value_LowCentre;value_Blocked;value_DefBlock;value_NotVisible;value_CornerTaken;value_TouchTypeControl;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_KeeperThrow;value_OverhitCross;value_OutOfPlay;value_BlockedCross;value_Right;value_Head;value_FromCorner;value_Deflection;value_LowLeft;value_MediumGkIntervention;value_Standing;value_Collected;value_OverArm;value_BoxRight;value_IndividualPlay;value_OutOfBoxCentre;value_HighRight;value_GkXTimeOfGoal;value_Volley;value_SmallBoxCentre;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_InSwinger;value_OwnPlayer;value_SixYardBlocked;value_LayOff;value_ThroughBall;value_PlayersCaughtOffside;value_Indirect;value_TouchTypePass;value_HighGkIntervention;value_LeadingToAttempt;value_RelatedError1Id;value_Sliding;value_Feet;value_ParriedSafe;value_High;value_InjuredPlayerId;value_Injury;value_BoxLeft;value_Minutes;value_EndType;value_OtherBodyPart;value_CloseRight;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Stooping;value_SoloRun;value_KeeperTouched;value_FollowsADribble;value_FlickOn;value_HighClaim;value_SavedOffLine;value_LastLine;value_BoxDeepRight;value_1On1;value_NotPastGoalLine;value_CloseRightAndHigh;value_CaptainChange;value_SwerveLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2731871933;54;1;1;2;45;5b4ccd62yeeqdl2qk6jzsmjv8;1;35,1;40,7;2024-10-06T17:07:29.269Z;2024-10-06T17:07:32Z;[{'id': 5274130659, 'qualifierId': 213, 'value': '5.47'}, {'id': 5274130655, 'qualifierId': 141, 'value': '21.0'}, {'id': 5274130657, 'qualifierId': 212, 'value': '18.5'}, {'id': 5274130653, 'qualifierId': 140, 'value': '47.2'}, {'id': 5274130649, 'qualifierId': 56, 'value': 'Back'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;21,0;5,47;;;47,2;18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;47,2;21,0;;;;;;;;0;2;45;New England II;165;DC;1,0
2731871989;55;1;1;2;48;5b4ccd62yeeqdl2qk6jzsmjv8;1;47,4;23,9;2024-10-06T17:07:32.721Z;2024-10-06T17:07:34Z;[{'id': 5274130971, 'qualifierId': 213, 'value': '5.61'}, {'id': 5274130963, 'qualifierId': 56, 'value': 'Right'}, {'id': 5274130965, 'qualifierId': 140, 'value': '63.7'}, {'id': 5274130967, 'qualifierId': 141, 'value': '3.7'}, {'id': 5274130969, 'qualifierId': 212, 'value': '21.9'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;3,7;5,61;;;63,7;21,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;63,7;3,7;;;;;;;;0;2;48;New England II;168;FWR;1,0
2731872031;56;1;1;2;50;5b4ccd62yeeqdl2qk6jzsmjv8;1;63,7;3,7;2024-10-06T17:07:34.736Z;2024-10-06T17:07:36Z;[{'id': 5274131163, 'qualifierId': 212, 'value': '16.3'}, {'id': 5274131159, 'qualifierId': 140, 'value': '48.4'}, {'id': 5274131165, 'qualifierId': 213, 'value': '2.99'}, {'id': 5274131157, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274131161, 'qualifierId': 141, 'value': '7.4'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;7,4;2,99;;;48,4;16,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;48,4;7,4;;;;;;;;0;2;50;New England II;170;DMR;1,0
2731872097;57;1;1;2;51;5b4ccd62yeeqdl2qk6jzsmjv8;1;48,3;7,6;2024-10-06T17:07:36.128Z;2024-10-06T17:07:39Z;[{'id': 5274131541, 'qualifierId': 140, 'value': '37.0'}, {'id': 5274131547, 'qualifierId': 213, 'value': '2.14'}, {'id': 5274131539, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274131545, 'qualifierId': 212, 'value': '21.9'}, {'id': 5274131543, 'qualifierId': 141, 'value': '34.6'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;34,6;2,14;;;37,0;21,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;37,0;34,6;;;;;;;;0;2;51;New England II;171;DC;1,0
2731872245;58;1;1;2;54;5b4ccd62yeeqdl2qk6jzsmjv8;1;36,6;36,1;2024-10-06T17:07:39.183Z;2024-10-06T17:07:45Z;[{'id': 5274132371, 'qualifierId': 140, 'value': '42.4'}, {'id': 5274132375, 'qualifierId': 212, 'value': '11.4'}, {'id': 5274132377, 'qualifierId': 213, 'value': '1.01'}, {'id': 5274132369, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274132373, 'qualifierId': 141, 'value': '50.3'}];agw4ksz62ddb0q7h7lon4na0a;A. Keita;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;50,3;1,01;;;42,4;11,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;42,4;50,3;;;;;;;;0;2;54;New England II;174;DC;1,0
2731872269;59;1;1;3;1;5b4ccd62yeeqdl2qk6jzsmjv8;1;44,5;71,2;2024-10-06T17:07:45.472Z;2024-10-06T17:07:46Z;[{'id': 5274132525, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274132527, 'qualifierId': 140, 'value': '39.1'}, {'id': 5274132533, 'qualifierId': 213, 'value': '3.94'}, {'id': 5274132529, 'qualifierId': 141, 'value': '62.6'}, {'id': 5274132531, 'qualifierId': 212, 'value': '8.1'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;62,6;3,94;;;39,1;8,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;39,1;62,6;;;;;;;;0;3;1;New England II;181;MC;1,0
2731872377;60;1;1;3;2;5b4ccd62yeeqdl2qk6jzsmjv8;1;39,1;62,6;2024-10-06T17:07:46.577Z;2024-10-06T17:07:51Z;[{'id': 5274133071, 'qualifierId': 140, 'value': '45.9'}, {'id': 5274133075, 'qualifierId': 212, 'value': '23.2'}, {'id': 5274133077, 'qualifierId': 213, 'value': '1.26'}, {'id': 5274133069, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274133073, 'qualifierId': 141, 'value': '95.1'}];agw4ksz62ddb0q7h7lon4na0a;A. Keita;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;95,1;1,26;;;45,9;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;45,9;95,1;;;;;;;;0;3;2;New England II;182;DC;1,0
2731872527;61;1;1;3;6;5b4ccd62yeeqdl2qk6jzsmjv8;1;52,5;96,8;2024-10-06T17:07:51.009Z;2024-10-06T17:07:57Z;[{'id': 5274133863, 'qualifierId': 212, 'value': '71.4'}, {'id': 5274133859, 'qualifierId': 140, 'value': '94.7'}, {'id': 5274133857, 'qualifierId': 56, 'value': 'Right'}, {'id': 5274133855, 'qualifierId': 196}, {'id': 5274133853, 'qualifierId': 155}, {'id': 5274133865, 'qualifierId': 213, 'value': '5.38'}, {'id': 5274133867, 'qualifierId': 1}, {'id': 5274133861, 'qualifierId': 141, 'value': '14.4'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;14,4;5,38;;;94,7;71,4;;1,0;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;94,7;14,4;;;;;;;;0;3;6;New England II;186;DC;1,0
2731872611;62;1;1;3;12;5b4ccd62yeeqdl2qk6jzsmjv8;1;98,5;16,4;2024-10-06T17:07:56.881Z;2024-10-06T17:08:00Z;[{'id': 5274134371, 'qualifierId': 213, 'value': '2.36'}, {'id': 5274134363, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274134367, 'qualifierId': 141, 'value': '33.1'}, {'id': 5274134365, 'qualifierId': 140, 'value': '87.7'}, {'id': 5274134369, 'qualifierId': 212, 'value': '16.0'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;33,1;2,36;;;87,7;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;87,7;33,1;;;;;;;;0;3;12;New England II;192;DMR;1,0
2731872647;63;1;1;3;15;5b4ccd62yeeqdl2qk6jzsmjv8;1;92,8;32,1;2024-10-06T17:08:00.097Z;2024-10-06T17:08:02Z;[{'id': 5274134563, 'qualifierId': 140, 'value': '90.5'}, {'id': 5274134579, 'qualifierId': 213, 'value': '4.49'}, {'id': 5274134567, 'qualifierId': 141, 'value': '16.5'}, {'id': 5274134571, 'qualifierId': 212, 'value': '10.9'}, {'id': 5274134561, 'qualifierId': 56, 'value': 'Right'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;16,5;4,49;;;90,5;10,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;90,5;16,5;;;;;;;;0;3;15;New England II;195;FWR;1,0
2731872733;64;1;1;3;16;5b4ccd62yeeqdl2qk6jzsmjv8;1;90,5;16,5;2024-10-06T17:08:01.065Z;2024-10-10T06:20:33Z;[{'id': 5274135077, 'qualifierId': 141, 'value': '56.7'}, {'id': 5274135075, 'qualifierId': 140, 'value': '85.6'}, {'id': 5279787761, 'qualifierId': 386}, {'id': 5274135079, 'qualifierId': 212, 'value': '27.8'}, {'id': 5274138479, 'qualifierId': 154}, {'id': 5274135081, 'qualifierId': 213, 'value': '1.76'}, {'id': 5274135073, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274135069, 'qualifierId': 2}, {'id': 5279787763, 'qualifierId': 20}, {'id': 5279787759, 'qualifierId': 225}, {'id': 5274138477, 'qualifierId': 210, 'value': '13'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;1,0;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;56,7;1,76;;;85,6;27,8;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;1,0;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;85,6;56,7;;;;;;;;0;3;16;New England II;196;DMR;1,0
2731872747;65;13;1;3;17;5b4ccd62yeeqdl2qk6jzsmjv8;1;86,2;52,7;2024-10-06T17:08:02.226Z;2024-10-10T06:20:51Z;[{'id': 5274138517, 'qualifierId': 103, 'value': '73.6'}, {'id': 5274135133, 'qualifierId': 17}, {'id': 5274138507, 'qualifierId': 29}, {'id': 5274138523, 'qualifierId': 230, 'value': '98.8'}, {'id': 5274138515, 'qualifierId': 102, 'value': '60.7'}, {'id': 5274135127, 'qualifierId': 22}, {'id': 5274138511, 'qualifierId': 55, 'value': '64'}, {'id': 5274138525, 'qualifierId': 231, 'value': '48.6'}, {'id': 5274138519, 'qualifierId': 328}, {'id': 5274138509, 'qualifierId': 154}, {'id': 5274135135, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274138505, 'qualifierId': 77}, {'id': 5274137337, 'qualifierId': 72}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;lnl62p79qgjnrle68w8wvmz8;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;73,6;1,0;1,0;98,8;60,7;1,0;64,0;48,6;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;60,7;73.6;64,0;58w3qcq1xrkpq5f9miuxp4ys4;;0;3;17;New England II;197;MC;1,0
2731873043;17;5;1;3;18;csntc7hucmo21gknxc5y0kc4q;1;-0,9;41,4;2024-10-06T17:08:02.850Z;2024-10-10T06:21:03Z;[{'id': 5274136805, 'qualifierId': 233, 'value': '66'}, {'id': 5274136749, 'qualifierId': 346}, {'id': 5274136747, 'qualifierId': 56, 'value': 'Back'}];5e00w1rqym73habcl01wm7jtg;O. Escobar;;;lnl62p79qgjnrle68w8wvmz8;Out;;;;;;;;;;;;;;;;;;;;66,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;3;18;Columbus Crew II;198;MC;1,0
2731872771;66;5;1;3;18;5b4ccd62yeeqdl2qk6jzsmjv8;0;100,9;58,6;2024-10-06T17:08:02.850Z;2024-10-10T06:21:06Z;[{'id': 5274135275, 'qualifierId': 346}, {'id': 5274135273, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274136871, 'qualifierId': 233, 'value': '17'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;lnl62p79qgjnrle68w8wvmz8;Out;;;;;;;;;;;;;;;;;;;;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;3;18;New England II;198;MC;1,0
2731873201;18;1;1;3;35;csntc7hucmo21gknxc5y0kc4q;1;4,8;59,7;2024-10-06T17:08:19.395Z;2024-10-06T17:08:26Z;[{'id': 5274137713, 'qualifierId': 124}, {'id': 5274137723, 'qualifierId': 213, 'value': '4.68'}, {'id': 5274137719, 'qualifierId': 141, 'value': '49.3'}, {'id': 5274137717, 'qualifierId': 140, 'value': '4.6'}, {'id': 5274137721, 'qualifierId': 212, 'value': '7.1'}, {'id': 5274137715, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274137727, 'qualifierId': 237}];9a5pacvk3wisje1491zslwkr8;S. Kinner;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;49,3;4,68;;;4,6;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;4,6;49,3;;;;;;;;0;3;35;Columbus Crew II;215;DC;1,0
2731873255;19;1;1;3;42;csntc7hucmo21gknxc5y0kc4q;1;11,4;49,6;2024-10-06T17:08:26.499Z;2024-10-06T17:08:29Z;[{'id': 5274138053, 'qualifierId': 212, 'value': '14.1'}, {'id': 5274138047, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274138051, 'qualifierId': 141, 'value': '28.9'}, {'id': 5274138049, 'qualifierId': 140, 'value': '10.3'}, {'id': 5274138055, 'qualifierId': 213, 'value': '4.63'}];opnutov04c33y3gq2fjpkaac;J. Gunn;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;28,9;4,63;;;10,3;14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;10,3;28,9;;;;;;;;0;3;42;Columbus Crew II;222;GK;1,0
2731873317;20;1;1;3;44;csntc7hucmo21gknxc5y0kc4q;1;11,4;15,7;2024-10-06T17:08:29.107Z;2024-10-06T17:08:31Z;[{'id': 5274138379, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274138383, 'qualifierId': 141, 'value': '7.9'}, {'id': 5274138381, 'qualifierId': 140, 'value': '18.9'}, {'id': 5274138387, 'qualifierId': 213, 'value': '5.69'}, {'id': 5274138385, 'qualifierId': 212, 'value': '9.5'}];ahgclh3e05evznhrpa32z6g6i;V. Souza;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;7,9;5,69;;;18,9;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;18,9;7,9;;;;;;;;0;3;44;Columbus Crew II;224;DL;1,0
2731873365;21;1;1;3;47;csntc7hucmo21gknxc5y0kc4q;0;20,8;3,1;2024-10-06T17:08:31.635Z;2024-10-10T06:23:30Z;[{'id': 5274138723, 'qualifierId': 141, 'value': '0.0'}, {'id': 5279788385, 'qualifierId': 157}, {'id': 5279788387, 'qualifierId': 1}, {'id': 5274138719, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274138721, 'qualifierId': 140, 'value': '33.1'}, {'id': 5274138725, 'qualifierId': 212, 'value': '13.2'}, {'id': 5274138727, 'qualifierId': 213, 'value': '6.07'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;0,0;6,07;;;33,1;13,2;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;33,1;0,0;;;;;;;;0;3;47;Columbus Crew II;227;DR;1,0
2731873371;22;5;1;3;49;csntc7hucmo21gknxc5y0kc4q;0;30,6;-1,2;2024-10-06T17:08:34.207Z;2024-10-06T17:17:08Z;[{'id': 5274140327, 'qualifierId': 233, 'value': '67'}, {'id': 5274138745, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274138747, 'qualifierId': 347}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;lnl62p79qgjnrle68w8wvmz8;Out;;;;;;;;;;;;;;;;;;;;67,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;3;49;Columbus Crew II;229;DR;1,0
2731873665;67;5;1;3;49;5b4ccd62yeeqdl2qk6jzsmjv8;1;69,4;101,2;2024-10-06T17:08:34.207Z;2024-10-06T17:17:08Z;[{'id': 5274140297, 'qualifierId': 233, 'value': '22'}, {'id': 5274140263, 'qualifierId': 347}, {'id': 5274140261, 'qualifierId': 56, 'value': 'Left'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;lnl62p79qgjnrle68w8wvmz8;Out;;;;;;;;;;;;;;;;;;;;22,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;3;49;New England II;229;MC;1,0
2731873769;68;1;1;4;2;5b4ccd62yeeqdl2qk6jzsmjv8;1;73,5;100,0;2024-10-06T17:08:46.724Z;2024-10-06T17:08:49Z;[{'id': 5274140813, 'qualifierId': 213, 'value': '3.36'}, {'id': 5274140805, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274140807, 'qualifierId': 140, 'value': '59.3'}, {'id': 5274140809, 'qualifierId': 141, 'value': '96.9'}, {'id': 5274140803, 'qualifierId': 107}, {'id': 5274140811, 'qualifierId': 212, 'value': '15.3'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;lnl62p79qgjnrle68w8wvmz8;Pass;;;;;;;;;;96,9;3,36;;;59,3;15,3;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;59,3;96,9;;;;;;;;0;4;2;New England II;242;DML;1,0
2731873779;69;61;1;4;4;5b4ccd62yeeqdl2qk6jzsmjv8;0;59,3;96,9;2024-10-06T17:08:48.995Z;2024-10-06T17:08:49Z;[{'id': 5274140855, 'qualifierId': 56, 'value': 'Left'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;lnl62p79qgjnrle68w8wvmz8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;4;4;New England II;244;DC;1,0
2731873797;23;49;1;4;6;csntc7hucmo21gknxc5y0kc4q;1;33,3;3,7;2024-10-06T17:08:50.315Z;2024-10-06T17:08:50Z;[];d043ppr554ym2j2xf3fcmbqsq;L. Butts;;;lnl62p79qgjnrle68w8wvmz8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;4;6;Columbus Crew II;246;FW;1,0
