id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamFormation;value_TeamPlayerFormation;value_JerseyNumber;value_PlayerPosition;value_TeamKit;value_Resume;value_Captain;value_DirectionOfPlay;value_PassEndX;value_Length;value_Zone;value_PassEndY;value_KickOff;value_Angle;value_BlockedPass;value_Chipped;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_TouchTypePass;value_Head;value_Launch;value_HeadPass;value_TouchTypeClearance;value_TouchTypeControl;value_IntendedTackleTarget;value_NextEventGoalKick;value_Low;value_GoalKick;value_Assist;value_GoalmouthY;value_BoxCentre;value_RegularPlay;value_GoalmouthZ;value_RightFooted;value_GkX;value_Assisted;value_RelatedEventId;value_Left;value_GkY;value_DeletedEventType;value_TakeOnSpace;value_FlickOn;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_TakeOnOvertake;value_SwitchOfPlay;value_IntentionalAssist;value_OutOfBoxCentre;value_FastBreak;value_IndividualPlay;value_High;value_LayOff;value_OutOfPlay;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_NotVisible;value_HighLeft;value_LeftFooted;value_BoxLeft;value_Cross;value_OutSwinger;value_BlockedY;value_LowCentre;value_BlockedX;value_Blocked;value_DefBlock;value_DrivenCross;value_Straight;value_Right;value_CornerTaken;value_FromCorner;value_FirstTouch;value_SixYardBlocked;value_OwnPlayer;value_Volley;value_OwnShotBlocked;value_BigChance;value_NotAssisted;value_ParriedSafe;value_Feet;value_LowGkIntervention;value_Stooping;value_InSwinger;value_MediumGkIntervention;value_KeeperThrow;value_PlayersCaughtOffside;value_Indirect;value_Penalty;value_CausingPlayer;value_LowRight;value_Second(2Nd)OppositeRelatedEventId;value_HitWoodwork;value_HitRightPost;value_Saved;value_Diving;value_ParriedDanger;value_HitLeftPost;value_Hands;value_LowLeft;value_BlockedCross;value_InjuredPlayerId;value_Injury;value_Shove/Push;value_CloseRight;value_BoxDeepRight;value_Minutes;value_FloatedCross;value_EndType;value_HighCentre;value_FreeKick;value_Deflection;value_Standing;value_HighGkIntervention;value_RecklessOffence;value_HighRight;value_SmallBoxCentre;value_FantasyAssistedBy;value_GkXTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_FantasyAssistType;value_FantasyAssistTeam;value_KeeperTouched;value_FantasyAssistId;value_Overrun;value_SwerveLeft;value_BoxRight;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_GkKickFromHands;value_SecondYellow;value_PullBack;value_CaptainChange;value_AerialFoul;value_FollowsADribble;value_SoloRun;value_GoesToPenalties;value_Scored;value_Argument;value_Missed;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2702695983;154;1;1;15;15;4g68p0t2f5jzhzfr67i2rj1ex;0;53,7;45,6;2024-07-21T23:19:30.773Z;2024-07-21T23:19:31Z;[{'id': 5113924847, 'qualifierId': 140, 'value': '58.7'}, {'id': 5113924845, 'qualifierId': 56, 'value': 'Center'}, {'id': 5113924849, 'qualifierId': 141, 'value': '40.7'}, {'id': 5113924853, 'qualifierId': 213, 'value': '5.72'}, {'id': 5113924851, 'qualifierId': 212, 'value': '6.2'}];5u3ohty1lsm0fn2ltez4g7o5w;B. Estrela;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;58,7;6,2;;40,7;;5,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;58,7;40,7;;;;;;;;0;15;15;Orlando City B;915;MC;1,0
2702695995;173;8;1;15;17;479lsfr4cwlzewpbuda3y2xv4;1;42,3;49,0;2024-07-21T23:19:32.745Z;2024-07-24T07:42:50Z;[{'id': 5115921139, 'qualifierId': 384}, {'id': 5113924889, 'qualifierId': 56, 'value': 'Back'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;e6c5mgfl8k869h1ndixcvias4;Interception;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;15;17;New York RB II;917;DC;1,0
2702696005;174;49;1;15;18;479lsfr4cwlzewpbuda3y2xv4;1;58,1;49,3;2024-07-21T23:19:34.121Z;2024-07-21T23:19:34Z;[];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;e6c5mgfl8k869h1ndixcvias4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;15;18;New York RB II;918;AMC;1,0
2702696085;175;1;1;15;21;479lsfr4cwlzewpbuda3y2xv4;1;74,3;55,5;2024-07-21T23:19:37.224Z;2024-07-24T07:44:41Z;[{'id': 5113925375, 'qualifierId': 212, 'value': '17.8'}, {'id': 5115921231, 'qualifierId': 154}, {'id': 5113925369, 'qualifierId': 56, 'value': 'Center'}, {'id': 5113939439, 'qualifierId': 210, 'value': '13'}, {'id': 5113925377, 'qualifierId': 213, 'value': '0.79'}, {'id': 5113925373, 'qualifierId': 141, 'value': '74.1'}, {'id': 5113925371, 'qualifierId': 140, 'value': '86.2'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;1,0;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;86,2;17,8;;74,1;;0,79;;;;;;;;;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;86,2;74,1;;;;;;;;0;15;21;New York RB II;921;AMC;1,0
2702696087;176;13;1;15;24;479lsfr4cwlzewpbuda3y2xv4;1;86,6;74,7;2024-07-21T23:19:40.289Z;2024-07-24T07:44:41Z;[{'id': 5113939451, 'qualifierId': 103, 'value': '66.7'}, {'id': 5115921233, 'qualifierId': 77}, {'id': 5115921235, 'qualifierId': 154}, {'id': 5113925393, 'qualifierId': 56, 'value': 'Center'}, {'id': 5113939453, 'qualifierId': 230, 'value': '98.1'}, {'id': 5113938507, 'qualifierId': 72}, {'id': 5113939443, 'qualifierId': 29}, {'id': 5113939455, 'qualifierId': 231, 'value': '54.3'}, {'id': 5113938505, 'qualifierId': 23}, {'id': 5113925391, 'qualifierId': 64}, {'id': 5113939449, 'qualifierId': 102, 'value': '56.6'}, {'id': 5113939445, 'qualifierId': 55, 'value': '175'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;e6c5mgfl8k869h1ndixcvias4;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,6;;;66,7;;98,1;1,0;175,0;;54,3;;;;;;;;;;1,0;;1,0;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;56,6;66.7;175,0;7tpb4dk9meee0utyu4cosnxn8;;0;15;24;New York RB II;924;DC;1,0
2702696079;155;5;1;15;25;4g68p0t2f5jzhzfr67i2rj1ex;1;-0,8;41,6;2024-07-21T23:19:41.045Z;2024-07-21T23:19:43Z;[{'id': 5113925493, 'qualifierId': 233, 'value': '177'}, {'id': 5113925361, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113925363, 'qualifierId': 346}];5u3ohty1lsm0fn2ltez4g7o5w;B. Estrela;;;e6c5mgfl8k869h1ndixcvias4;Out;;;;;;;;;;;;;;;;;;177,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;15;25;Orlando City B;925;MC;1,0
2702696101;177;5;1;15;25;479lsfr4cwlzewpbuda3y2xv4;0;100,8;58,4;2024-07-21T23:19:41.045Z;2024-07-21T23:39:16Z;[{'id': 5113925485, 'qualifierId': 346}, {'id': 5113925483, 'qualifierId': 56, 'value': 'Center'}, {'id': 5113925511, 'qualifierId': 233, 'value': '155'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;e6c5mgfl8k869h1ndixcvias4;Out;;;;;;;;;;;;;;;;;;155,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;15;25;New York RB II;925;DC;1,0
2702696329;156;1;1;15;49;4g68p0t2f5jzhzfr67i2rj1ex;1;4,7;46,2;2024-07-21T23:20:04.388Z;2024-07-21T23:20:08Z;[{'id': 5113926789, 'qualifierId': 124}, {'id': 5113926797, 'qualifierId': 212, 'value': '24.1'}, {'id': 5113926791, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113926793, 'qualifierId': 140, 'value': '23.9'}, {'id': 5113926799, 'qualifierId': 213, 'value': '5.70'}, {'id': 5113926871, 'qualifierId': 189}, {'id': 5113926795, 'qualifierId': 141, 'value': '26.7'}, {'id': 5113926803, 'qualifierId': 237}];bvtvko74cyeqe297mp6shrf2s;A. Stokes;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;23,9;24,1;;26,7;;5,7;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;23,9;26,7;;;;;;;;0;15;49;Orlando City B;949;GK;1,0
2702696429;157;1;1;15;52;4g68p0t2f5jzhzfr67i2rj1ex;1;24,2;25,5;2024-07-21T23:20:08.229Z;2024-07-21T23:20:16Z;[{'id': 5113927335, 'qualifierId': 141, 'value': '10.8'}, {'id': 5113927341, 'qualifierId': 1}, {'id': 5113927339, 'qualifierId': 213, 'value': '6.10'}, {'id': 5113927333, 'qualifierId': 140, 'value': '75.6'}, {'id': 5113927331, 'qualifierId': 56, 'value': 'Right'}, {'id': 5113927329, 'qualifierId': 155}, {'id': 5113927337, 'qualifierId': 212, 'value': '54.9'}];59kitnlge8bjsxmhy850bsutw;J. Gutierrez;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;75,6;54,9;;10,8;;6,1;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;75,6;10,8;;;;;;;;0;15;52;Orlando City B;952;DL;1,0
2702696427;178;43;1;16;1;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-07-21T23:20:16.450Z;2024-07-24T08:32:10Z;[{'id': 5115923621, 'qualifierId': 144, 'value': '83'}, {'id': 5113985369, 'qualifierId': 399, 'value': '65g50zt5gbo1lnrbc7uvwsbo4'}];2wsgrwgiotfis2l96i0sxlvys;T. Reid-Brown;;;e6c5mgfl8k869h1ndixcvias4;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;16;1;New York RB II;961;DC;1,0
2702696457;158;1;1;16;1;4g68p0t2f5jzhzfr67i2rj1ex;1;98,4;23,4;2024-07-21T23:20:16.675Z;2024-07-24T08:32:15Z;[{'id': 5113927461, 'qualifierId': 141, 'value': '83.5'}, {'id': 5113927457, 'qualifierId': 56, 'value': 'Left'}, {'id': 5113927453, 'qualifierId': 2}, {'id': 5113927459, 'qualifierId': 140, 'value': '86.3'}, {'id': 5113927455, 'qualifierId': 155}, {'id': 5113927463, 'qualifierId': 212, 'value': '42.8'}, {'id': 5115923629, 'qualifierId': 20}, {'id': 5113927465, 'qualifierId': 213, 'value': '1.87'}, {'id': 5115923627, 'qualifierId': 224}, {'id': 5113927745, 'qualifierId': 1}];65g50zt5gbo1lnrbc7uvwsbo4;T. Rosborough;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;86,3;42,8;;83,5;;1,87;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;86,3;83,5;;;;;;;;0;16;1;Orlando City B;961;FW;1,0
2702696535;159;1;1;16;7;4g68p0t2f5jzhzfr67i2rj1ex;1;85,6;85,9;2024-07-21T23:20:22.996Z;2024-07-21T23:20:25Z;[{'id': 5113927843, 'qualifierId': 212, 'value': '14.3'}, {'id': 5113927841, 'qualifierId': 141, 'value': '74.2'}, {'id': 5113927839, 'qualifierId': 140, 'value': '74.3'}, {'id': 5113927845, 'qualifierId': 213, 'value': '3.73'}, {'id': 5113927837, 'qualifierId': 56, 'value': 'Center'}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;74,3;14,3;;74,2;;3,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;74,3;74,2;;;;;;;;0;16;7;Orlando City B;967;DC;1,0
2702696573;160;1;1;16;9;4g68p0t2f5jzhzfr67i2rj1ex;1;72,9;73,3;2024-07-21T23:20:24.964Z;2024-07-21T23:20:35Z;[{'id': 5113928047, 'qualifierId': 56, 'value': 'Center'}, {'id': 5113928053, 'qualifierId': 212, 'value': '9.9'}, {'id': 5113928051, 'qualifierId': 141, 'value': '59.0'}, {'id': 5113928049, 'qualifierId': 140, 'value': '74.9'}, {'id': 5113928639, 'qualifierId': 210, 'value': '15'}, {'id': 5113928055, 'qualifierId': 213, 'value': '4.93'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;1,0;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;74,9;9,9;;59,0;;4,93;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;74,9;59,0;;;;;;;;0;16;9;Orlando City B;969;MC;1,0
2702696585;161;15;1;16;12;4g68p0t2f5jzhzfr67i2rj1ex;1;79,3;62,1;2024-07-21T23:20:27.972Z;2024-07-21T23:20:37Z;[{'id': 5113928667, 'qualifierId': 103, 'value': '19'}, {'id': 5113928677, 'qualifierId': 231, 'value': '50.5'}, {'id': 5113928115, 'qualifierId': 18}, {'id': 5113928683, 'qualifierId': 233, 'value': '179'}, {'id': 5113928113, 'qualifierId': 22}, {'id': 5113928659, 'qualifierId': 29}, {'id': 5113928675, 'qualifierId': 230, 'value': '97.6'}, {'id': 5113928315, 'qualifierId': 72}, {'id': 5113928669, 'qualifierId': 215}, {'id': 5113928673, 'qualifierId': 147, 'value': '60.1'}, {'id': 5113928665, 'qualifierId': 102, 'value': '49.8'}, {'id': 5113928657, 'qualifierId': 78}, {'id': 5113928661, 'qualifierId': 55, 'value': '160'}, {'id': 5113928671, 'qualifierId': 146, 'value': '82.7'}, {'id': 5113928117, 'qualifierId': 56, 'value': 'Center'}, {'id': 5113928323, 'qualifierId': 82}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;e6c5mgfl8k869h1ndixcvias4;Attempt Saved;;;;;;;;;;;;;;;;;;179,0;;;;;;;;;;;;;;;;;49,8;;1,0;19,0;;97,6;1,0;160,0;;50,5;;;;;;;;;;;1,0;;1,0;;;;;;;;;1,0;;;;60,1;1,0;82,7;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;82,7;60,1;49,8;19;160,0;8q2wozyqz4nveabn71hc614dm;;0;16;12;Orlando City B;972;MR;1,0
2702696579;179;10;1;16;12;479lsfr4cwlzewpbuda3y2xv4;1;17,3;39,9;2024-07-21T23:20:28.072Z;2024-07-21T23:20:37Z;[{'id': 5113928081, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113928079, 'qualifierId': 94}, {'id': 5113928701, 'qualifierId': 233, 'value': '161'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;e6c5mgfl8k869h1ndixcvias4;Save;;;;;;;;;;;;;;;;;;161,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;16;12;New York RB II;972;DC;1,0
2702696611;180;49;1;16;14;479lsfr4cwlzewpbuda3y2xv4;1;20,0;41,3;2024-07-21T23:20:30.082Z;2024-07-21T23:20:30Z;[];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;e6c5mgfl8k869h1ndixcvias4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;16;14;New York RB II;974;MC;1,0
2702696641;181;1;1;16;15;479lsfr4cwlzewpbuda3y2xv4;1;20,0;41,3;2024-07-21T23:20:30.314Z;2024-07-21T23:20:32Z;[{'id': 5113928459, 'qualifierId': 141, 'value': '55.5'}, {'id': 5113928455, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113928461, 'qualifierId': 212, 'value': '10.3'}, {'id': 5113928463, 'qualifierId': 213, 'value': '1.21'}, {'id': 5113928457, 'qualifierId': 140, 'value': '23.5'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;23,5;10,3;;55,5;;1,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;23,5;55,5;;;;;;;;0;16;15;New York RB II;975;MC;1,0
2702696655;182;1;1;16;16;479lsfr4cwlzewpbuda3y2xv4;1;23,6;56,0;2024-07-21T23:20:32.026Z;2024-07-21T23:20:33Z;[{'id': 5113928533, 'qualifierId': 213, 'value': '1.58'}, {'id': 5113928531, 'qualifierId': 212, 'value': '22.4'}, {'id': 5113928529, 'qualifierId': 141, 'value': '88.9'}, {'id': 5113928525, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113928527, 'qualifierId': 140, 'value': '23.5'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;23,5;22,4;;88,9;;1,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;23,5;88,9;;;;;;;;0;16;16;New York RB II;976;AMC;1,0
2702696689;183;1;1;16;18;479lsfr4cwlzewpbuda3y2xv4;1;23,6;90,6;2024-07-21T23:20:33.738Z;2024-07-21T23:20:37Z;[{'id': 5113928737, 'qualifierId': 213, 'value': '4.81'}, {'id': 5113928733, 'qualifierId': 141, 'value': '51.5'}, {'id': 5113928731, 'qualifierId': 140, 'value': '26.1'}, {'id': 5113928735, 'qualifierId': 212, 'value': '26.7'}, {'id': 5113928729, 'qualifierId': 56, 'value': 'Back'}];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;26,1;26,7;;51,5;;4,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;26,1;51,5;;;;;;;;0;16;18;New York RB II;978;AML;1,0
2702696691;184;61;1;16;22;479lsfr4cwlzewpbuda3y2xv4;0;27,0;55,8;2024-07-21T23:20:37.323Z;2024-07-21T23:20:37Z;[{'id': 5113928741, 'qualifierId': 56, 'value': 'Back'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;e6c5mgfl8k869h1ndixcvias4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;16;22;New York RB II;982;MC;1,0
2702696719;162;1;1;16;23;4g68p0t2f5jzhzfr67i2rj1ex;1;65,3;43,8;2024-07-21T23:20:38.611Z;2024-07-21T23:20:40Z;[{'id': 5113928917, 'qualifierId': 212, 'value': '9.1'}, {'id': 5113928913, 'qualifierId': 140, 'value': '62.3'}, {'id': 5113928911, 'qualifierId': 56, 'value': 'Center'}, {'id': 5113928915, 'qualifierId': 141, 'value': '56.4'}, {'id': 5113928919, 'qualifierId': 213, 'value': '1.92'}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;62,3;9,1;;56,4;;1,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;62,3;56,4;;;;;;;;0;16;23;Orlando City B;983;MR;1,0
2702696723;163;49;1;16;24;4g68p0t2f5jzhzfr67i2rj1ex;1;62,6;55,9;2024-07-21T23:20:39.972Z;2024-07-21T23:20:40Z;[];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;e6c5mgfl8k869h1ndixcvias4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;16;24;Orlando City B;984;MC;1,0
2702696741;164;1;1;16;25;4g68p0t2f5jzhzfr67i2rj1ex;1;62,4;55,8;2024-07-21T23:20:40.372Z;2024-07-21T23:20:42Z;[{'id': 5113929011, 'qualifierId': 140, 'value': '65.4'}, {'id': 5113929015, 'qualifierId': 212, 'value': '11.2'}, {'id': 5113929013, 'qualifierId': 141, 'value': '71.6'}, {'id': 5113929009, 'qualifierId': 56, 'value': 'Center'}, {'id': 5113929017, 'qualifierId': 213, 'value': '1.29'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;e6c5mgfl8k869h1ndixcvias4;Pass;;;;;;;;;;65,4;11,2;;71,6;;1,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;65,4;71,6;;;;;;;;0;16;25;Orlando City B;985;MC;1,0
