id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamPlayerFormation;value_Captain;value_Resume;value_PlayerPosition;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_PassEndX;value_Length;value_KickOff;value_PassEndY;value_Zone;value_Angle;value_LongBall;value_NextEventGoalKick;value_OppositeRelatedEventId;value_Low;value_GoalKick;value_IntendedTackleTarget;value_DeletedEventType;value_NextEventThrowIn;value_ThrowIn;value_Foul;value_Defensive;value_Direct;value_AttemptedTackle;value_Offensive;value_FreeKickTaken;value_Launch;value_HeadPass;value_Chipped;value_Cross;value_OutSwinger;value_LeftFooted;value_MediumGkIntervention;value_GkKickFromHands;value_TouchTypeClearance;value_OutOfPlay;value_TouchTypeControl;value_Handball;value_TouchTypePass;value_Head;value_Assist;value_BlockedY;value_BlockedX;value_FastBreak;value_IndividualPlay;value_BoxRight;value_GoalmouthZ;value_GoalmouthY;value_RelatedEventId;value_RightFooted;value_Assisted;value_LowRight;value_Collected;value_Stooping;value_Hands;value_LowGkIntervention;value_OverArm;value_KeeperThrow;value_PlayersCaughtOffside;value_SwitchOfPlay;value_Indirect;value_FlickOn;value_BlockedPass;value_Straight;value_DrivenCross;value_Shove/Push;value_LayOff;value_TakeOnSpace;value_TakeOnOvertake;value_FloatedCross;value_High;value_IntentionalAssist;value_NotPastGoalLine;value_MisHit;value_FirstTouch;value_SmallBoxRight;value_RegularPlay;value_Left;value_GkX;value_GkY;value_ShirtPull/Holding;value_NotAssisted;value_HighLeft;value_NotVisible;value_OverhitCross;value_BoxDeepLeft;value_ThroughBall;value_BigChance;value_LowLeft;value_BoxLeft;value_ParriedSafe;value_CornerTaken;value_InSwinger;value_LowCentre;value_Diving;value_BoxCentre;value_Overrun;value_HighCentre;value_Right;value_HighGkIntervention;value_Blocked;value_FromCorner;value_Volley;value_DefBlock;value_InjuredPlayerId;value_Injury;value_SwerveLeft;value_FreeKick;value_OutOfBoxCentre;value_Fingertip;value_Reaching;value_HitWoodwork;value_HitBar;value_FollowsADribble;value_GkXTimeOfGoal;value_1On1;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GoalShotGameClock;value_FantasyAssistedBy;value_KeeperTouched;value_FantasyAssistTeam;value_FantasyAssistType;value_FantasyAssistId;value_OwnGoal;value_SmallBoxLeft;value_Minutes;value_EndType;value_ByWall;value_SmallBoxCentre;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Tactical;value_PullBack;value_OutOnSideline;value_RecklessOffence;value_YellowCard;value_CloseHigh;value_ThrowInSetPiece;value_ParriedDanger;value_FollowsShotRebound;value_TempShotOn;value_DrinksBreak;value_RefereeDelay;value_SixYardBlocked;value_HighRight;value_CloseLeft;value_AdvantagePlayed;value_AerialFoul;value_ExcessiveCelebration;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2707599819;41;59;1;5;8;1zgjjyruyufrkh4xjvryqsb1i;1;20,7;76,3;2024-08-10T20:09:02.683Z;2024-08-10T21:00:19Z;[{'id': 5141077517, 'qualifierId': 56, 'value': 'Back'}];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;ekssgpj6t0a0vxxzf7qq2rdas;Keeper Sweeper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;5;8;Chicago Fire II;308;GK;1,0
2707599837;42;12;1;5;8;1zgjjyruyufrkh4xjvryqsb1i;1;20,7;76,3;2024-08-10T20:09:03.387Z;2024-08-10T21:00:16Z;[{'id': 5141077593, 'qualifierId': 140, 'value': '24.8'}, {'id': 5141077599, 'qualifierId': 213, 'value': '1.32'}, {'id': 5141077595, 'qualifierId': 141, 'value': '100.0'}, {'id': 5141077597, 'qualifierId': 212, 'value': '17.6'}, {'id': 5141077651, 'qualifierId': 167}, {'id': 5141077591, 'qualifierId': 56, 'value': 'Back'}];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;ekssgpj6t0a0vxxzf7qq2rdas;Clearance;;;;;;;;;;24,8;17,6;;100,0;;1,32;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;24,8;100,0;;;;;;;0;0;5;8;Chicago Fire II;308;GK;1,0
2707599843;43;5;1;5;9;1zgjjyruyufrkh4xjvryqsb1i;0;23,9;101,3;2024-08-10T20:09:03.841Z;2024-08-10T20:25:59Z;[{'id': 5141077625, 'qualifierId': 347}, {'id': 5141078157, 'qualifierId': 233, 'value': '61'}, {'id': 5141077621, 'qualifierId': 56, 'value': 'Back'}];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;ekssgpj6t0a0vxxzf7qq2rdas;Out;;;;;;;;;;;;;;;;;;61,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;5;9;Chicago Fire II;309;GK;1,0
2707599931;61;5;1;5;9;8o8m08he36u0j4w08aj2iodn8;1;76,1;-1,3;2024-08-10T20:09:03.841Z;2024-08-10T20:09:14Z;[{'id': 5141078089, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141078123, 'qualifierId': 233, 'value': '43'}, {'id': 5141078091, 'qualifierId': 347}];710y645hepag4if4rm3gggjdg;B. Richards;;;ekssgpj6t0a0vxxzf7qq2rdas;Out;;;;;;;;;;;;;;;;;;43,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;5;9;Philadelphia Union II;309;DR;1,0
2707599951;62;1;1;5;18;8o8m08he36u0j4w08aj2iodn8;1;78,8;0,0;2024-08-10T20:09:13.394Z;2024-08-10T20:09:15Z;[{'id': 5141078239, 'qualifierId': 212, 'value': '7.1'}, {'id': 5141078235, 'qualifierId': 140, 'value': '82.7'}, {'id': 5141078241, 'qualifierId': 213, 'value': '0.96'}, {'id': 5141078237, 'qualifierId': 141, 'value': '7.6'}, {'id': 5141078233, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141078231, 'qualifierId': 107}];710y645hepag4if4rm3gggjdg;B. Richards;;;ekssgpj6t0a0vxxzf7qq2rdas;Pass;;;;;;;;;;82,7;7,1;;7,6;;0,96;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;82,7;7,6;;;;;;;0;0;5;18;Philadelphia Union II;318;DR;1,0
2707599985;63;1;1;5;20;8o8m08he36u0j4w08aj2iodn8;1;82,1;7,7;2024-08-10T20:09:15.269Z;2024-08-10T20:09:16Z;[{'id': 5141078415, 'qualifierId': 140, 'value': '76.3'}, {'id': 5141078417, 'qualifierId': 141, 'value': '2.3'}, {'id': 5141078419, 'qualifierId': 212, 'value': '7.1'}, {'id': 5141078421, 'qualifierId': 213, 'value': '3.68'}, {'id': 5141078413, 'qualifierId': 56, 'value': 'Right'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;ekssgpj6t0a0vxxzf7qq2rdas;Pass;;;;;;;;;;76,3;7,1;;2,3;;3,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;76,3;2,3;;;;;;;0;0;5;20;Philadelphia Union II;320;FW;1,0
2707599993;64;1;1;5;22;8o8m08he36u0j4w08aj2iodn8;0;76,3;2,3;2024-08-10T20:09:16.644Z;2024-08-10T20:58:02Z;[{'id': 5141180033, 'qualifierId': 236}, {'id': 5141078461, 'qualifierId': 141, 'value': '3.7'}, {'id': 5141180037, 'qualifierId': 233, 'value': '212'}, {'id': 5141078459, 'qualifierId': 140, 'value': '77.3'}, {'id': 5141078463, 'qualifierId': 212, 'value': '1.4'}, {'id': 5141180043, 'qualifierId': 286}, {'id': 5141078457, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141078465, 'qualifierId': 213, 'value': '0.74'}];710y645hepag4if4rm3gggjdg;B. Richards;;;ekssgpj6t0a0vxxzf7qq2rdas;Pass;;;;;;;;;;77,3;1,4;;3,7;;0,74;;;212,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;77,3;3,7;;;;;;;0;0;5;22;Philadelphia Union II;322;DR;1,0
2707617947;212;74;1;5;22;1zgjjyruyufrkh4xjvryqsb1i;1;31,2;96,9;2024-08-10T20:09:16.645Z;2024-08-10T21:05:46Z;[{'id': 5141180055, 'qualifierId': 233, 'value': '64'}, {'id': 5141179577, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141179579, 'qualifierId': 285}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;ekssgpj6t0a0vxxzf7qq2rdas;Blocked Pass;;;;;;;;;;;;;;;;;;64,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;5;22;Chicago Fire II;322;DC;1,0
2707600019;44;61;1;5;22;1zgjjyruyufrkh4xjvryqsb1i;1;26,7;97,3;2024-08-10T20:09:17.223Z;2024-08-10T22:12:20Z;[{'id': 5141078625, 'qualifierId': 56, 'value': 'Back'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;ekssgpj6t0a0vxxzf7qq2rdas;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;5;22;Chicago Fire II;322;DC;1,0
2707600031;65;1;1;5;23;8o8m08he36u0j4w08aj2iodn8;1;76,8;5,0;2024-08-10T20:09:17.628Z;2024-08-10T20:09:19Z;[{'id': 5141078675, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141078679, 'qualifierId': 141, 'value': '5.6'}, {'id': 5141078683, 'qualifierId': 213, 'value': '0.09'}, {'id': 5141078677, 'qualifierId': 140, 'value': '81.0'}, {'id': 5141078681, 'qualifierId': 212, 'value': '4.4'}];710y645hepag4if4rm3gggjdg;B. Richards;;;ekssgpj6t0a0vxxzf7qq2rdas;Pass;;;;;;;;;;81,0;4,4;;5,6;;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;81,0;5,6;;;;;;;0;0;5;23;Philadelphia Union II;323;DR;1,0
2707600037;66;1;1;5;24;8o8m08he36u0j4w08aj2iodn8;0;78,5;7,0;2024-08-10T20:09:19.037Z;2024-08-10T20:32:04Z;[{'id': 5141078713, 'qualifierId': 141, 'value': '9.2'}, {'id': 5141078989, 'qualifierId': 286}, {'id': 5141078985, 'qualifierId': 233, 'value': '45'}, {'id': 5141078717, 'qualifierId': 213, 'value': '0.70'}, {'id': 5141078711, 'qualifierId': 140, 'value': '80.2'}, {'id': 5141078983, 'qualifierId': 236}, {'id': 5141078709, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141078715, 'qualifierId': 212, 'value': '2.3'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;ekssgpj6t0a0vxxzf7qq2rdas;Pass;;;;;;;;;;80,2;2,3;;9,2;;0,7;;;45,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;80,2;9,2;;;;;;;0;0;5;24;Philadelphia Union II;324;FW;1,0
2707600081;45;74;1;5;24;1zgjjyruyufrkh4xjvryqsb1i;1;23,8;90,4;2024-08-10T20:09:19.038Z;2024-08-10T21:05:46Z;[{'id': 5141078977, 'qualifierId': 285}, {'id': 5141078975, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141079009, 'qualifierId': 233, 'value': '66'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;ekssgpj6t0a0vxxzf7qq2rdas;Blocked Pass;;;;;;;;;;;;;;;;;;66,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;5;24;Chicago Fire II;324;ML;1,0
2707634327;329;1;1;5;26;1zgjjyruyufrkh4xjvryqsb1i;0;28,0;89,5;2024-08-10T20:09:21.205Z;2024-08-10T21:05:46Z;[{'id': 5141281953, 'qualifierId': 236}, {'id': 5141281955, 'qualifierId': 233, 'value': '67'}, {'id': 5141281959, 'qualifierId': 286}, {'id': 5141281945, 'qualifierId': 1}, {'id': 5141281937, 'qualifierId': 140, 'value': '30.4'}, {'id': 5141281933, 'qualifierId': 157}, {'id': 5141281939, 'qualifierId': 141, 'value': '89.2'}, {'id': 5141281935, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141281943, 'qualifierId': 213, 'value': '6.20'}, {'id': 5141281941, 'qualifierId': 212, 'value': '2.5'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;ekssgpj6t0a0vxxzf7qq2rdas;Pass;;;;;;;;;;30,4;2,5;;89,2;;6,2;1,0;;67,0;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;30,4;89,2;;;;;;;0;0;5;26;Chicago Fire II;326;DC;1,0
2707600053;67;74;1;5;26;8o8m08he36u0j4w08aj2iodn8;1;73,0;5,8;2024-08-10T20:09:21.206Z;2024-08-10T21:00:43Z;[{'id': 5141281969, 'qualifierId': 233, 'value': '329'}, {'id': 5141078805, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141078807, 'qualifierId': 285}];4ycsifqidpgttuanylwsyts7o;C. Nagle;;;ekssgpj6t0a0vxxzf7qq2rdas;Blocked Pass;;;;;;;;;;;;;;;;;;329,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;5;26;Philadelphia Union II;326;DMC;1,0
2707600117;46;5;1;5;27;1zgjjyruyufrkh4xjvryqsb1i;1;28,2;101,2;2024-08-10T20:09:22.050Z;2024-08-10T21:04:25Z;[{'id': 5141079209, 'qualifierId': 347}, {'id': 5141079207, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141079217, 'qualifierId': 233, 'value': '68'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;ekssgpj6t0a0vxxzf7qq2rdas;Out;;;;;;;;;;;;;;;;;;68,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;5;27;Chicago Fire II;327;ML;1,0
2707600059;68;5;1;5;27;8o8m08he36u0j4w08aj2iodn8;0;71,8;-1,2;2024-08-10T20:09:22.050Z;2024-08-10T20:09:29Z;[{'id': 5141078839, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141079241, 'qualifierId': 233, 'value': '46'}, {'id': 5141078841, 'qualifierId': 347}];4ycsifqidpgttuanylwsyts7o;C. Nagle;;;ekssgpj6t0a0vxxzf7qq2rdas;Out;;;;;;;;;;;;;;;;;;46,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;5;27;Philadelphia Union II;327;DMC;1,0
2707600303;47;1;1;5;41;1zgjjyruyufrkh4xjvryqsb1i;0;28,6;100,0;2024-08-10T20:09:36.284Z;2024-08-13T06:22:26Z;[{'id': 5141080315, 'qualifierId': 107}, {'id': 5141080319, 'qualifierId': 140, 'value': '63.2'}, {'id': 5141080321, 'qualifierId': 141, 'value': '86.2'}, {'id': 5141080323, 'qualifierId': 212, 'value': '37.8'}, {'id': 5141080327, 'qualifierId': 1}, {'id': 5141080317, 'qualifierId': 56, 'value': 'Left'}, {'id': 5141080325, 'qualifierId': 213, 'value': '6.01'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;ekssgpj6t0a0vxxzf7qq2rdas;Pass;;;;;;;;;;63,2;37,8;;86,2;;6,01;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;63,2;86,2;;;;;;;0;0;5;41;Chicago Fire II;341;DC;1,0
2707600291;69;44;1;5;42;8o8m08he36u0j4w08aj2iodn8;1;33,3;13,3;2024-08-10T20:09:37.250Z;2024-08-13T07:27:46Z;[{'id': 5141080269, 'qualifierId': 285}, {'id': 5141080267, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141080403, 'qualifierId': 233, 'value': '48'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;ekssgpj6t0a0vxxzf7qq2rdas;Aerial;;;;;;;;;;;;;;;;;;48,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;5;42;Philadelphia Union II;342;DL;1,0
2707600313;48;44;1;5;42;1zgjjyruyufrkh4xjvryqsb1i;0;66,7;86,7;2024-08-10T20:09:37.251Z;2024-08-13T06:22:50Z;[{'id': 5141080353, 'qualifierId': 56, 'value': 'Left'}, {'id': 5141080355, 'qualifierId': 286}, {'id': 5141080379, 'qualifierId': 233, 'value': '69'}];434xf7moiduhzy9ivp7jxr10;S. Olivas;;;ekssgpj6t0a0vxxzf7qq2rdas;Aerial;;;;;;;;;;;;;;;;;;69,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;5;42;Chicago Fire II;342;FW;1,0
2708630221;896;8;1;5;43;8o8m08he36u0j4w08aj2iodn8;1;41,0;12,1;2024-08-10T20:09:37.822Z;2024-08-13T06:23:01Z;[{'id': 5146703473, 'qualifierId': 56, 'value': 'Back'}, {'id': 5146703517, 'qualifierId': 385}, {'id': 5146703527, 'qualifierId': 15}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;ekssgpj6t0a0vxxzf7qq2rdas;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;5;43;Philadelphia Union II;343;DL;1,0
2707600341;49;43;1;5;47;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-08-10T20:09:41.556Z;2024-08-13T06:22:21Z;[{'id': 5141080529, 'qualifierId': 168, 'value': '0'}, {'id': 5146703421, 'qualifierId': 144, 'value': '1'}, {'id': 5141080531, 'qualifierId': 56, 'value': 'Left'}, {'id': 5141080533, 'qualifierId': 140, 'value': '77.5'}, {'id': 5141080537, 'qualifierId': 212, 'value': '15.9'}, {'id': 5141080527, 'qualifierId': 3, 'value': '0'}, {'id': 5141080539, 'qualifierId': 213, 'value': '0.34'}, {'id': 5141080535, 'qualifierId': 141, 'value': '93.9'}];434xf7moiduhzy9ivp7jxr10;S. Olivas;;;ekssgpj6t0a0vxxzf7qq2rdas;Deleted event;;;;;;;;;;77,5;15,9;;93,9;;0,34;;;;;;;1,0;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;77,5;93,9;;;;;;;0;0;5;47;Chicago Fire II;347;FW;1,0
2707600349;50;1;1;5;49;1zgjjyruyufrkh4xjvryqsb1i;0;84,9;91,3;2024-08-10T20:09:43.861Z;2024-08-13T06:23:16Z;[{'id': 5141080593, 'qualifierId': 56, 'value': 'Center'}, {'id': 5146703587, 'qualifierId': 225}, {'id': 5141080597, 'qualifierId': 141, 'value': '54.0'}, {'id': 5141080605, 'qualifierId': 213, 'value': '4.84'}, {'id': 5146703591, 'qualifierId': 72}, {'id': 5146703589, 'qualifierId': 386}, {'id': 5141080589, 'qualifierId': 2}, {'id': 5141080595, 'qualifierId': 140, 'value': '88.1'}, {'id': 5141080601, 'qualifierId': 212, 'value': '25.6'}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;ekssgpj6t0a0vxxzf7qq2rdas;Pass;;;;;;;;;;88,1;25,6;;54,0;;4,84;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;88,1;54,0;;;;;;;0;0;5;49;Chicago Fire II;349;AMC;1,0
2707600385;70;12;1;5;51;8o8m08he36u0j4w08aj2iodn8;1;11,4;48,1;2024-08-10T20:09:45.814Z;2024-08-10T20:09:47Z;[{'id': 5141080823, 'qualifierId': 213, 'value': '4.78'}, {'id': 5141080819, 'qualifierId': 141, 'value': '43.2'}, {'id': 5141080815, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141080817, 'qualifierId': 140, 'value': '11.6'}, {'id': 5141080821, 'qualifierId': 212, 'value': '3.3'}];9vc2mynd9lg2oyt14n4e7a44q;L. Rochester;;;ekssgpj6t0a0vxxzf7qq2rdas;Clearance;;;;;;;;;;11,6;3,3;;43,2;;4,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;11,6;43,2;;;;;;;0;0;5;51;Philadelphia Union II;351;DC;1,0
2707600397;51;61;1;5;52;1zgjjyruyufrkh4xjvryqsb1i;1;87,0;58,5;2024-08-10T20:09:46.677Z;2024-08-10T21:06:03Z;[{'id': 5141080879, 'qualifierId': 56, 'value': 'Center'}];de6bz3uyz5ta17f0jnnfhzims;L. Soria;;;ekssgpj6t0a0vxxzf7qq2rdas;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;5;52;Chicago Fire II;352;FW;1,0
