id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamKit;value_PlayerPosition;value_Involved;value_TeamFormation;value_Captain;value_TeamPlayerFormation;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndY;value_Length;value_PassEndX;value_Zone;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_Chipped;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_Foul;value_ShirtPull/Holding;value_Direct;value_FreeKickTaken;value_Assist;value_BlockedX;value_IndividualPlay;value_Assisted;value_OutOfBoxCentre;value_LowLeft;value_LeftFooted;value_BlockedY;value_GoalmouthZ;value_RegularPlay;value_RelatedEventId;value_GoalmouthY;value_ParriedSafe;value_Standing;value_Hands;value_KeeperThrow;value_NotVisible;value_SwitchOfPlay;value_OutOfPlay;value_DeletedEventType;value_IncorrectOutOfPlayDecision;value_LayOff;value_PullBack;value_Left;value_Right;value_CornerTaken;value_HighClaim;value_GkKickFromHands;value_FlickOn;value_Cross;value_AttemptedTackle;value_Head;value_IntendedTackleTarget;value_NextEventGoalKick;value_GkX;value_RightFooted;value_GkY;value_Low;value_GoalKick;value_HighCentre;value_BoxLeft;value_OutSwinger;value_IntentionalAssist;value_GoalShotGameClock;value_LowCentre;value_BoxRight;value_GoalShotTimestamp;value_BigChance;value_FollowsADribble;value_LowRight;value_Blocked;value_BoxCentre;value_DefBlock;value_Straight;value_YellowCard;value_TacticalFoul;value_SetPiece;value_NotAssisted;value_HighRight;value_InSwinger;value_InjuredPlayerId;value_Injury;value_FirstTouch;value_NotPastGoalLine;value_Overrun;value_Minutes;value_FastBreak;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_FromCorner;value_PlayersCaughtOffside;value_Indirect;value_2NdAssist;value_2NdRelatedEventId;value_2NdAssisted;value_Feet;value_Sliding;value_High;value_RecklessOffence;value_BlockedCross;value_Collected;value_Stooping;value_Diving;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistTeam;value_CloseLeft;value_PenaltyTakerId;value_Penalty;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Missed;value_ThroughBall;value_OverArm;value_BoxDeepLeft;value_Shove/Push;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2718510985;202;1;1;21;53;479lsfr4cwlzewpbuda3y2xv4;1;4,8;45,7;2024-09-08T19:26:57.982Z;2024-09-08T19:27:00Z;[{'id': 5201161997, 'qualifierId': 141, 'value': '8.6'}, {'id': 5201162001, 'qualifierId': 213, 'value': '5.18'}, {'id': 5201161999, 'qualifierId': 212, 'value': '28.3'}, {'id': 5201161995, 'qualifierId': 140, 'value': '17.0'}, {'id': 5201161993, 'qualifierId': 56, 'value': 'Back'}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;5,18;8,6;28,3;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;17,0;8,6;;;;;;;;0;21;53;Crown Legacy;1313;GK;1,0
2718510997;203;1;1;21;55;479lsfr4cwlzewpbuda3y2xv4;1;16,9;8,6;2024-09-08T19:27:00.446Z;2024-09-08T19:27:02Z;[{'id': 5201162085, 'qualifierId': 140, 'value': '9.2'}, {'id': 5201162087, 'qualifierId': 141, 'value': '15.0'}, {'id': 5201162089, 'qualifierId': 212, 'value': '9.2'}, {'id': 5201162083, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201162091, 'qualifierId': 213, 'value': '2.65'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;2,65;15,0;9,2;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;9,2;15,0;;;;;;;;0;21;55;Crown Legacy;1315;DR;1,0
2718510999;204;1;1;21;57;479lsfr4cwlzewpbuda3y2xv4;1;9,2;15,0;2024-09-08T19:27:01.902Z;2024-09-08T19:27:03Z;[{'id': 5201162105, 'qualifierId': 140, 'value': '24.9'}, {'id': 5201162107, 'qualifierId': 141, 'value': '15.5'}, {'id': 5201162109, 'qualifierId': 212, 'value': '16.5'}, {'id': 5201162103, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201162111, 'qualifierId': 213, 'value': '0.02'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;0,02;15,5;16,5;24,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;24,9;15,5;;;;;;;;0;21;57;Crown Legacy;1317;DL;1,0
2718511009;205;1;1;21;58;479lsfr4cwlzewpbuda3y2xv4;1;24,9;15,5;2024-09-08T19:27:02.990Z;2024-09-08T19:27:04Z;[{'id': 5201162183, 'qualifierId': 212, 'value': '9.4'}, {'id': 5201162185, 'qualifierId': 213, 'value': '5.29'}, {'id': 5201162181, 'qualifierId': 141, 'value': '4.0'}, {'id': 5201162179, 'qualifierId': 140, 'value': '29.8'}, {'id': 5201162177, 'qualifierId': 56, 'value': 'Back'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;5,29;4,0;9,4;29,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;29,8;4,0;;;;;;;;0;21;58;Crown Legacy;1318;MC;1,0
2718511011;206;1;1;21;59;479lsfr4cwlzewpbuda3y2xv4;1;29,8;4,0;2024-09-08T19:27:04.767Z;2024-09-08T19:27:06Z;[{'id': 5201162203, 'qualifierId': 140, 'value': '22.0'}, {'id': 5201162209, 'qualifierId': 213, 'value': '3.01'}, {'id': 5201162201, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201162207, 'qualifierId': 212, 'value': '8.3'}, {'id': 5201162205, 'qualifierId': 141, 'value': '5.6'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;3,01;5,6;8,3;22,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;22,0;5,6;;;;;;;;0;21;59;Crown Legacy;1319;AMR;1,0
2718511017;207;1;1;22;1;479lsfr4cwlzewpbuda3y2xv4;1;22,0;5,6;2024-09-08T19:27:06.271Z;2024-09-08T19:27:08Z;[{'id': 5201162247, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201162253, 'qualifierId': 212, 'value': '23.4'}, {'id': 5201162249, 'qualifierId': 140, 'value': '34.6'}, {'id': 5201162255, 'qualifierId': 213, 'value': '0.97'}, {'id': 5201162251, 'qualifierId': 141, 'value': '34.0'}, {'id': 5201162245, 'qualifierId': 155}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;0,97;34,0;23,4;34,6;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;34,6;34,0;;;;;;;;0;22;1;Crown Legacy;1321;DR;1,0
2718511023;208;61;1;22;3;479lsfr4cwlzewpbuda3y2xv4;0;34,6;34,0;2024-09-08T19:27:08.030Z;2024-09-08T19:27:08Z;[{'id': 5201162279, 'qualifierId': 56, 'value': 'Back'}];2b8nmdlsqa9wxn8xlujvyaqga;J. Lynn;;;f5akd2ro7u6o8xebmfwk2meqc;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;22;3;Crown Legacy;1323;FW;1,0
2718511027;172;49;1;22;4;6ubc4y1v6hr63mca7ica4hp90;1;71,9;53,3;2024-09-08T19:27:09.164Z;2024-09-08T19:27:09Z;[];4ywn289r9mrs444sgkgduyivo;T. Smalls;;;f5akd2ro7u6o8xebmfwk2meqc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;22;4;Orlando City B;1324;FW;1,0
2718511047;173;1;1;22;5;6ubc4y1v6hr63mca7ica4hp90;1;80,0;55,1;2024-09-08T19:27:10.188Z;2024-09-08T19:27:14Z;[{'id': 5201162443, 'qualifierId': 140, 'value': '88.9'}, {'id': 5201162441, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201162445, 'qualifierId': 141, 'value': '88.6'}, {'id': 5201162449, 'qualifierId': 213, 'value': '1.18'}, {'id': 5201162447, 'qualifierId': 212, 'value': '24.6'}];4ywn289r9mrs444sgkgduyivo;T. Smalls;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;1,18;88,6;24,6;88,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;88,9;88,6;;;;;;;;0;22;5;Orlando City B;1325;FW;1,0
2718511057;174;1;1;22;9;6ubc4y1v6hr63mca7ica4hp90;1;94,6;82,9;2024-09-08T19:27:14.404Z;2024-09-08T19:27:16Z;[{'id': 5201162507, 'qualifierId': 141, 'value': '82.4'}, {'id': 5201162505, 'qualifierId': 140, 'value': '81.8'}, {'id': 5201162509, 'qualifierId': 212, 'value': '13.4'}, {'id': 5201162503, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201162511, 'qualifierId': 213, 'value': '3.17'}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;3,17;82,4;13,4;81,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;81,8;82,4;;;;;;;;0;22;9;Orlando City B;1329;FWL;1,0
2718511067;175;1;1;22;11;6ubc4y1v6hr63mca7ica4hp90;1;85,1;82,3;2024-09-08T19:27:16.596Z;2024-09-08T19:27:19Z;[{'id': 5201162577, 'qualifierId': 141, 'value': '89.1'}, {'id': 5201162579, 'qualifierId': 212, 'value': '9.5'}, {'id': 5201162575, 'qualifierId': 140, 'value': '77.2'}, {'id': 5201162581, 'qualifierId': 213, 'value': '2.63'}, {'id': 5201162573, 'qualifierId': 56, 'value': 'Left'}];6hhsk7b3rv87zi2i3dpzna3th;J. Paterson;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;2,63;89,1;9,5;77,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;77,2;89,1;;;;;;;;0;22;11;Orlando City B;1331;MC;1,0
2718511075;176;1;1;22;14;6ubc4y1v6hr63mca7ica4hp90;1;77,1;89,3;2024-09-08T19:27:19.229Z;2024-09-08T19:27:21Z;[{'id': 5201162629, 'qualifierId': 141, 'value': '81.1'}, {'id': 5201162631, 'qualifierId': 212, 'value': '14.5'}, {'id': 5201162627, 'qualifierId': 140, 'value': '64.4'}, {'id': 5201162633, 'qualifierId': 213, 'value': '3.54'}, {'id': 5201162625, 'qualifierId': 56, 'value': 'Left'}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;3,54;81,1;14,5;64,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;64,4;81,1;;;;;;;;0;22;14;Orlando City B;1334;FWL;1,0
2718511085;177;1;1;22;16;6ubc4y1v6hr63mca7ica4hp90;0;71,4;78,8;2024-09-08T19:27:21.580Z;2024-09-08T19:27:23Z;[{'id': 5201162727, 'qualifierId': 212, 'value': '29.1'}, {'id': 5201162729, 'qualifierId': 213, 'value': '5.31'}, {'id': 5201162717, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201162721, 'qualifierId': 140, 'value': '87.0'}, {'id': 5201162725, 'qualifierId': 141, 'value': '43.4'}, {'id': 5201162713, 'qualifierId': 2}, {'id': 5201162715, 'qualifierId': 155}];dkgv1asv2glgvoddpvxe56t5g;João Pedro;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;5,31;43,4;29,1;87,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;87,0;43,4;;;;;;;;0;22;16;Orlando City B;1336;DC;1,0
2718511093;209;12;1;22;18;479lsfr4cwlzewpbuda3y2xv4;1;13,0;61,5;2024-09-08T19:27:23.743Z;2024-09-08T19:27:26Z;[{'id': 5201162773, 'qualifierId': 141, 'value': '95.6'}, {'id': 5201162779, 'qualifierId': 15}, {'id': 5201162769, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201162771, 'qualifierId': 140, 'value': '19.5'}, {'id': 5201162775, 'qualifierId': 212, 'value': '24.2'}, {'id': 5201162777, 'qualifierId': 213, 'value': '1.28'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;f5akd2ro7u6o8xebmfwk2meqc;Clearance;;;;;;;;;;;1,28;95,6;24,2;19,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;19,5;95,6;;;;;;;;0;22;18;Crown Legacy;1338;DC;1,0
2718511109;178;1;1;22;24;6ubc4y1v6hr63mca7ica4hp90;1;82,7;5,3;2024-09-08T19:27:28.995Z;2024-09-08T19:27:31Z;[{'id': 5201162923, 'qualifierId': 141, 'value': '16.2'}, {'id': 5201162919, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201162921, 'qualifierId': 140, 'value': '83.1'}, {'id': 5201162927, 'qualifierId': 213, 'value': '1.51'}, {'id': 5201162925, 'qualifierId': 212, 'value': '7.4'}];52rcg38mijjjusfwqxa2l7hex;J. Lindsey;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;1,51;16,2;7,4;83,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;83,1;16,2;;;;;;;;0;22;24;Orlando City B;1344;DR;1,0
2718511137;179;1;1;22;26;6ubc4y1v6hr63mca7ica4hp90;1;83,1;16,2;2024-09-08T19:27:31.572Z;2024-09-08T21:27:25Z;[{'id': 5201163119, 'qualifierId': 140, 'value': '82.0'}, {'id': 5201163117, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201163121, 'qualifierId': 141, 'value': '5.0'}, {'id': 5201163125, 'qualifierId': 213, 'value': '4.56'}, {'id': 5201163123, 'qualifierId': 212, 'value': '7.7'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;4,56;5,0;7,7;82,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;82,0;5,0;;;;;;;;0;22;26;Orlando City B;1346;DC;1,0
2718511163;180;1;1;22;34;6ubc4y1v6hr63mca7ica4hp90;1;78,3;16,1;2024-09-08T19:27:38.989Z;2024-09-08T19:27:42Z;[{'id': 5201163325, 'qualifierId': 140, 'value': '51.1'}, {'id': 5201163327, 'qualifierId': 141, 'value': '26.7'}, {'id': 5201163329, 'qualifierId': 212, 'value': '29.5'}, {'id': 5201163331, 'qualifierId': 213, 'value': '2.89'}, {'id': 5201163323, 'qualifierId': 56, 'value': 'Center'}];52rcg38mijjjusfwqxa2l7hex;J. Lindsey;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;2,89;26,7;29,5;51,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;51,1;26,7;;;;;;;;0;22;34;Orlando City B;1354;DR;1,0
2718511183;181;1;1;22;37;6ubc4y1v6hr63mca7ica4hp90;1;51,3;30,0;2024-09-08T19:27:42.252Z;2024-09-08T19:27:48Z;[{'id': 5201163549, 'qualifierId': 141, 'value': '59.3'}, {'id': 5201163551, 'qualifierId': 212, 'value': '22.1'}, {'id': 5201163547, 'qualifierId': 140, 'value': '60.5'}, {'id': 5201163553, 'qualifierId': 213, 'value': '1.12'}, {'id': 5201163545, 'qualifierId': 56, 'value': 'Center'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;1,12;59,3;22,1;60,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;60,5;59,3;;;;;;;;0;22;37;Orlando City B;1357;DL;1,0
2718511199;182;1;1;22;43;6ubc4y1v6hr63mca7ica4hp90;1;75,3;54,8;2024-09-08T19:27:48.060Z;2024-09-08T19:27:55Z;[{'id': 5201163707, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201163709, 'qualifierId': 140, 'value': '67.9'}, {'id': 5201163713, 'qualifierId': 212, 'value': '23.7'}, {'id': 5201163715, 'qualifierId': 213, 'value': '4.38'}, {'id': 5201163711, 'qualifierId': 141, 'value': '21.8'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;4,38;21,8;23,7;67,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;67,9;21,8;;;;;;;;0;22;43;Orlando City B;1363;DC;1,0
2718511215;183;1;1;22;50;6ubc4y1v6hr63mca7ica4hp90;1;68,7;23,6;2024-09-08T19:27:54.908Z;2024-09-08T19:27:57Z;[{'id': 5201163793, 'qualifierId': 213, 'value': '2.77'}, {'id': 5201163785, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201163787, 'qualifierId': 140, 'value': '54.7'}, {'id': 5201163791, 'qualifierId': 212, 'value': '15.8'}, {'id': 5201163789, 'qualifierId': 141, 'value': '32.1'}];66bdf9l614g2dx43x8003m162;N. Petković;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;2,77;32,1;15,8;54,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;54,7;32,1;;;;;;;;0;22;50;Orlando City B;1370;MC;1,0
2718511229;184;1;1;22;52;6ubc4y1v6hr63mca7ica4hp90;1;54,7;32,1;2024-09-08T19:27:57.228Z;2024-09-08T19:27:59Z;[{'id': 5201163877, 'qualifierId': 212, 'value': '36.4'}, {'id': 5201163879, 'qualifierId': 213, 'value': '1.38'}, {'id': 5201163871, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201163881, 'qualifierId': 1}, {'id': 5201163875, 'qualifierId': 141, 'value': '84.7'}, {'id': 5201163873, 'qualifierId': 140, 'value': '61.3'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;1,38;84,7;36,4;61,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;61,3;84,7;;;;;;;;0;22;52;Orlando City B;1372;DL;1,0
2718511267;185;1;1;22;54;6ubc4y1v6hr63mca7ica4hp90;1;61,3;84,7;2024-09-08T19:27:59.572Z;2024-09-08T19:28:06Z;[{'id': 5201164129, 'qualifierId': 140, 'value': '76.1'}, {'id': 5201164135, 'qualifierId': 213, 'value': '0.41'}, {'id': 5201164131, 'qualifierId': 141, 'value': '94.7'}, {'id': 5201164127, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201164133, 'qualifierId': 212, 'value': '17.0'}];dkgv1asv2glgvoddpvxe56t5g;João Pedro;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;0,41;94,7;17,0;76,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;76,1;94,7;;;;;;;;0;22;54;Orlando City B;1374;DC;1,0
2718511287;186;1;1;23;1;6ubc4y1v6hr63mca7ica4hp90;1;94,0;88,4;2024-09-08T19:28:06.492Z;2024-09-08T19:28:11Z;[{'id': 5201164273, 'qualifierId': 141, 'value': '4.6'}, {'id': 5201164269, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201164271, 'qualifierId': 140, 'value': '91.7'}, {'id': 5201164275, 'qualifierId': 212, 'value': '57.0'}, {'id': 5201164267, 'qualifierId': 155}, {'id': 5201164279, 'qualifierId': 1}, {'id': 5201164277, 'qualifierId': 213, 'value': '4.67'}, {'id': 5201164265, 'qualifierId': 2}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;4,67;4,6;57,0;91,7;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;91,7;4,6;;;;;;;;0;23;1;Orlando City B;1381;FWL;1,0
2718511295;187;1;1;23;6;6ubc4y1v6hr63mca7ica4hp90;1;91,7;4,6;2024-09-08T19:28:11.628Z;2024-09-08T19:28:13Z;[{'id': 5201164331, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201164335, 'qualifierId': 141, 'value': '15.2'}, {'id': 5201164337, 'qualifierId': 212, 'value': '15.8'}, {'id': 5201164333, 'qualifierId': 140, 'value': '78.3'}, {'id': 5201164339, 'qualifierId': 213, 'value': '2.67'}];52rcg38mijjjusfwqxa2l7hex;J. Lindsey;;;f5akd2ro7u6o8xebmfwk2meqc;Pass;;;;;;;;;;;2,67;15,2;15,8;78,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;78,3;15,2;;;;;;;;0;23;6;Orlando City B;1386;DR;1,0
