id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_JerseyNumber;value_Involved;value_PlayerPosition;value_Resume;value_TeamFormation;value_TeamPlayerFormation;value_TeamKit;value_DirectionOfPlay;value_PassEndY;value_Zone;value_Length;value_Angle;value_PassEndX;value_KickOff;value_LongBall;value_Chipped;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_HeadPass;value_NextEventGoalKick;value_GoalKick;value_Low;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_DeletedEventType;value_OutOfPlay;value_LayOff;value_KeeperThrow;value_IntendedTackleTarget;value_Cross;value_Left;value_CornerTaken;value_Head;value_Direct;value_Foul;value_AttemptedTackle;value_FreeKickTaken;value_Overrun;value_Shove/Push;value_Launch;value_SwitchOfPlay;value_Right;value_BlockedCross;value_OutSwinger;value_BlockedX;value_GkY;value_LowLeft;value_GoalmouthZ;value_IndividualPlay;value_RightFooted;value_GoalmouthY;value_RegularPlay;value_GkX;value_NotAssisted;value_OutOfBoxCentre;value_BlockedY;value_FirstTouch;value_Blocked;value_DefBlock;value_IntentionalAssist;value_Assist;value_InSwinger;value_CloseHigh;value_BoxCentre;value_RelatedEventId;value_Assisted;value_FromCorner;value_RecklessOffence;value_YellowCard;value_BoxLeft;value_LowCentre;value_Weak;value_PlayersCaughtOffside;value_Handball;value_LeftFooted;value_CloseRightAndHigh;value_Hands;value_Diving;value_ParriedSafe;value_ShirtPull/Holding;value_TacticalFoul;value_SetPiece;value_Volley;value_Collected;value_DrinksBreak;value_RefereeDelay;value_LowRight;value_ParriedDanger;value_Indirect;value_NotVisible;value_OverhitCross;value_High;value_Minutes;value_CloseLeftAndHigh;value_FlickOn;value_EndType;value_GoalShotGameClock;value_FollowsADribble;value_SmallBoxRight;value_GoalShotTimestamp;value_HighCentre;value_Standing;value_ThroughBall;value_Stooping;value_BigChance;value_FastBreak;value_InjuredPlayerId;value_Injury;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_TempShotOn;value_1On1;value_HighLeft;value_PullBack;value_Sliding;value_GkKickFromHands;value_OverArm;value_HighClaim;value_OtherBodyPart;value_AerialFoul;value_NotRetreating;value_BlockedClearance;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2721241109;35;12;1;4;36;479lsfr4cwlzewpbuda3y2xv4;1;17,7;60,5;2024-09-15T21:08:14.758Z;2024-09-15T21:53:42Z;[{'id': 5216004825, 'qualifierId': 140, 'value': '22.5'}, {'id': 5216004831, 'qualifierId': 212, 'value': '8.4'}, {'id': 5216004833, 'qualifierId': 213, 'value': '5.36'}, {'id': 5216004827, 'qualifierId': 141, 'value': '50.7'}, {'id': 5216004823, 'qualifierId': 56, 'value': 'Back'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;65leoog76wm7q0pq2mg0osgk;Clearance;;;;;;;;;;50,7;;8,4;5,36;22,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;22,5;50,7;;;;;;;0;0;4;36;New England II;276;MC;1,0
2721241113;36;49;1;4;38;479lsfr4cwlzewpbuda3y2xv4;1;22,6;50,5;2024-09-15T21:08:16.837Z;2024-09-15T21:08:17Z;[];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;;65leoog76wm7q0pq2mg0osgk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;4;38;New England II;278;AML;1,0
2721241127;37;1;1;4;39;479lsfr4cwlzewpbuda3y2xv4;1;22,6;50,5;2024-09-15T21:08:17.589Z;2024-09-15T21:08:19Z;[{'id': 5216004911, 'qualifierId': 213, 'value': '0.84'}, {'id': 5216004907, 'qualifierId': 141, 'value': '68.5'}, {'id': 5216004905, 'qualifierId': 140, 'value': '33.0'}, {'id': 5216004903, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216004909, 'qualifierId': 212, 'value': '16.4'}, {'id': 5216004901, 'qualifierId': 155}];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;68,5;;16,4;0,84;33,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;33,0;68,5;;;;;;;0;0;4;39;New England II;279;AML;1,0
2721241133;38;1;1;4;41;479lsfr4cwlzewpbuda3y2xv4;0;33,7;66,2;2024-09-15T21:08:19.433Z;2024-09-15T21:54:05Z;[{'id': 5216004941, 'qualifierId': 213, 'value': '5.52'}, {'id': 5216004935, 'qualifierId': 140, 'value': '55.4'}, {'id': 5216004933, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216004937, 'qualifierId': 141, 'value': '34.4'}, {'id': 5216004939, 'qualifierId': 212, 'value': '31.4'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;34,4;;31,4;5,52;55,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;55,4;34,4;;;;;;;0;0;4;41;New England II;281;DC;1,0
2721241139;48;8;1;4;42;csntc7hucmo21gknxc5y0kc4q;1;45,7;58,2;2024-09-15T21:08:20.276Z;2024-09-15T21:08:20Z;[{'id': 5216004965, 'qualifierId': 56, 'value': 'Back'}];6han4f5xq1d0ii0ol2drgi4bu;G. Diarbian;;;65leoog76wm7q0pq2mg0osgk;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;4;42;Orlando City B;282;FWL;1,0
2721241151;49;49;1;4;42;csntc7hucmo21gknxc5y0kc4q;1;47,9;57,5;2024-09-15T21:08:20.932Z;2024-09-15T21:08:21Z;[];6han4f5xq1d0ii0ol2drgi4bu;G. Diarbian;;;65leoog76wm7q0pq2mg0osgk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;4;42;Orlando City B;282;FWL;1,0
2721241183;50;1;1;4;43;csntc7hucmo21gknxc5y0kc4q;1;47,9;57,5;2024-09-15T21:08:21.396Z;2024-09-15T21:08:25Z;[{'id': 5216005173, 'qualifierId': 213, 'value': '6.23'}, {'id': 5216005167, 'qualifierId': 140, 'value': '63.7'}, {'id': 5216005169, 'qualifierId': 141, 'value': '56.3'}, {'id': 5216005165, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216005171, 'qualifierId': 212, 'value': '16.6'}];6han4f5xq1d0ii0ol2drgi4bu;G. Diarbian;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;56,3;;16,6;6,23;63,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;63,7;56,3;;;;;;;0;0;4;43;Orlando City B;283;FWL;1,0
2721241217;51;1;1;4;46;csntc7hucmo21gknxc5y0kc4q;1;70,1;57,0;2024-09-15T21:08:24.948Z;2024-09-15T21:08:29Z;[{'id': 5216005361, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216005365, 'qualifierId': 141, 'value': '82.7'}, {'id': 5216005367, 'qualifierId': 212, 'value': '27.2'}, {'id': 5216005369, 'qualifierId': 213, 'value': '0.70'}, {'id': 5216005363, 'qualifierId': 140, 'value': '90.0'}];anysxg2z6niqapc5m3f4tzims;J. Bolma;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;82,7;;27,2;0,7;90,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;90,0;82,7;;;;;;;0;0;4;46;Orlando City B;286;FWR;1,0
2721241247;52;1;1;4;50;csntc7hucmo21gknxc5y0kc4q;1;93,6;79,9;2024-09-15T21:08:29.076Z;2024-09-15T21:08:31Z;[{'id': 5216005535, 'qualifierId': 140, 'value': '80.5'}, {'id': 5216005537, 'qualifierId': 141, 'value': '74.8'}, {'id': 5216005541, 'qualifierId': 213, 'value': '3.39'}, {'id': 5216005533, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216005539, 'qualifierId': 212, 'value': '14.2'}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;74,8;;14,2;3,39;80,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;80,5;74,8;;;;;;;0;0;4;50;Orlando City B;290;MC;1,0
2721241293;53;1;1;4;53;csntc7hucmo21gknxc5y0kc4q;0;80,5;74,8;2024-09-15T21:08:31.764Z;2024-09-15T21:08:36Z;[{'id': 5216005791, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216005787, 'qualifierId': 2}, {'id': 5216005799, 'qualifierId': 213, 'value': '5.27'}, {'id': 5216005793, 'qualifierId': 140, 'value': '98.8'}, {'id': 5216005801, 'qualifierId': 1}, {'id': 5216005795, 'qualifierId': 141, 'value': '29.4'}, {'id': 5216005789, 'qualifierId': 155}, {'id': 5216005797, 'qualifierId': 212, 'value': '36.4'}];6han4f5xq1d0ii0ol2drgi4bu;G. Diarbian;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;29,4;;36,4;5,27;98,8;;1,0;1,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;98,8;29,4;;;;;;;0;0;4;53;Orlando City B;293;FWL;1,0
2721247393;158;43;1;4;56;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-09-15T21:08:34.823Z;2024-09-15T21:58:25Z;[{'id': 5216039907, 'qualifierId': 346, 'value': '0'}, {'id': 5216039903, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216169933, 'qualifierId': 144, 'value': '5'}, {'id': 5216040471, 'qualifierId': 233, 'value': '39'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;65leoog76wm7q0pq2mg0osgk;Deleted event;;;;;;;;;;;;;;;;;;;39,0;;;0,0;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;4;56;Orlando City B;296;DC;1,0
2721241317;39;52;1;4;58;479lsfr4cwlzewpbuda3y2xv4;1;5,3;61,1;2024-09-15T21:08:36.342Z;2024-09-15T21:54:29Z;[];8h2vywep73yn25kus2nda8ga2;C. Mercado;;;65leoog76wm7q0pq2mg0osgk;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;4;58;New England II;298;GK;1,0
2721241349;40;1;1;5;1;479lsfr4cwlzewpbuda3y2xv4;1;7,3;60,9;2024-09-15T21:08:39.862Z;2024-09-15T21:54:44Z;[{'id': 5216156469, 'qualifierId': 213, 'value': '0.72'}, {'id': 5216156463, 'qualifierId': 140, 'value': '18.9'}, {'id': 5216156461, 'qualifierId': 123}, {'id': 5216156467, 'qualifierId': 212, 'value': '16.2'}, {'id': 5216006073, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216156465, 'qualifierId': 141, 'value': '76.7'}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;76,7;;16,2;0,72;18,9;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;18,9;76,7;;;;;;;0;0;5;1;New England II;301;GK;1,0
2721241353;41;43;1;5;4;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-09-15T21:08:42.822Z;2024-09-15T21:55:07Z;[{'id': 5216006115, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216157927, 'qualifierId': 144, 'value': '61'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;65leoog76wm7q0pq2mg0osgk;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;5;4;New England II;304;DR;1,0
2721241377;42;1;1;5;6;479lsfr4cwlzewpbuda3y2xv4;1;28,2;92,1;2024-09-15T21:08:44.277Z;2024-09-15T21:55:09Z;[{'id': 5216006245, 'qualifierId': 212, 'value': '42.0'}, {'id': 5216006247, 'qualifierId': 213, 'value': '0.03'}, {'id': 5216006241, 'qualifierId': 140, 'value': '68.2'}, {'id': 5216006249, 'qualifierId': 1}, {'id': 5216006243, 'qualifierId': 141, 'value': '94.2'}, {'id': 5216006239, 'qualifierId': 56, 'value': 'Left'}];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;94,2;;42,0;0,03;68,2;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;68,2;94,2;;;;;;;0;0;5;6;New England II;306;AML;1,0
2721241427;43;1;1;5;11;479lsfr4cwlzewpbuda3y2xv4;1;74,6;89,8;2024-09-15T21:08:49.861Z;2024-09-15T21:08:53Z;[{'id': 5216006475, 'qualifierId': 212, 'value': '21.3'}, {'id': 5216006477, 'qualifierId': 213, 'value': '3.52'}, {'id': 5216006471, 'qualifierId': 140, 'value': '55.8'}, {'id': 5216006473, 'qualifierId': 141, 'value': '78.2'}, {'id': 5216006469, 'qualifierId': 56, 'value': 'Center'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;78,2;;21,3;3,52;55,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;55,8;78,2;;;;;;;0;0;5;11;New England II;311;DR;1,0
2721241431;44;1;1;5;15;479lsfr4cwlzewpbuda3y2xv4;1;55,7;77,9;2024-09-15T21:08:53.285Z;2024-09-15T21:08:54Z;[{'id': 5216006497, 'qualifierId': 141, 'value': '72.0'}, {'id': 5216006501, 'qualifierId': 213, 'value': '5.77'}, {'id': 5216006499, 'qualifierId': 212, 'value': '8.2'}, {'id': 5216006493, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216006495, 'qualifierId': 140, 'value': '62.5'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;72,0;;8,2;5,77;62,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;62,5;72,0;;;;;;;0;0;5;15;New England II;315;MC;1,0
2721241441;45;1;1;5;15;479lsfr4cwlzewpbuda3y2xv4;1;62,5;72,0;2024-09-15T21:08:53.974Z;2024-09-15T21:08:56Z;[{'id': 5216006537, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216006543, 'qualifierId': 212, 'value': '7.4'}, {'id': 5216006539, 'qualifierId': 140, 'value': '56.6'}, {'id': 5216006545, 'qualifierId': 213, 'value': '2.56'}, {'id': 5216006541, 'qualifierId': 141, 'value': '78.0'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;78,0;;7,4;2,56;56,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;56,6;78,0;;;;;;;0;0;5;15;New England II;315;AMC;1,0
2721241451;46;1;1;5;17;479lsfr4cwlzewpbuda3y2xv4;1;56,4;78,2;2024-09-15T21:08:55.909Z;2024-09-15T21:08:57Z;[{'id': 5216006595, 'qualifierId': 212, 'value': '7.2'}, {'id': 5216006589, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216006597, 'qualifierId': 213, 'value': '5.92'}, {'id': 5216006591, 'qualifierId': 140, 'value': '62.8'}, {'id': 5216006593, 'qualifierId': 141, 'value': '74.5'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;74,5;;7,2;5,92;62,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;62,8;74,5;;;;;;;0;0;5;17;New England II;317;MC;1,0
2721241493;47;1;1;5;19;479lsfr4cwlzewpbuda3y2xv4;1;61,4;73,8;2024-09-15T21:08:57.829Z;2024-09-15T21:09:02Z;[{'id': 5216006837, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216006843, 'qualifierId': 212, 'value': '20.7'}, {'id': 5216006839, 'qualifierId': 140, 'value': '42.1'}, {'id': 5216006845, 'qualifierId': 213, 'value': '3.35'}, {'id': 5216006841, 'qualifierId': 141, 'value': '67.6'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;67,6;;20,7;3,35;42,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;42,1;67,6;;;;;;;0;0;5;19;New England II;319;AMC;1,0
2721241513;48;1;1;5;23;479lsfr4cwlzewpbuda3y2xv4;1;39,2;66,0;2024-09-15T21:09:02.036Z;2024-09-15T21:09:04Z;[{'id': 5216006963, 'qualifierId': 140, 'value': '37.2'}, {'id': 5216006969, 'qualifierId': 213, 'value': '4.60'}, {'id': 5216006967, 'qualifierId': 212, 'value': '18.5'}, {'id': 5216006965, 'qualifierId': 141, 'value': '39.0'}, {'id': 5216006961, 'qualifierId': 56, 'value': 'Back'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;39,0;;18,5;4,6;37,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;37,2;39,0;;;;;;;0;0;5;23;New England II;323;DC;1,0
2721241537;49;1;1;5;26;479lsfr4cwlzewpbuda3y2xv4;1;36,4;34,4;2024-09-15T21:09:04.709Z;2024-09-15T21:09:06Z;[{'id': 5216007095, 'qualifierId': 213, 'value': '0.75'}, {'id': 5216007091, 'qualifierId': 141, 'value': '44.3'}, {'id': 5216007093, 'qualifierId': 212, 'value': '9.9'}, {'id': 5216007087, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216007089, 'qualifierId': 140, 'value': '43.3'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;44,3;;9,9;0,75;43,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;43,3;44,3;;;;;;;0;0;5;26;New England II;326;DL;1,0
2721241559;50;1;1;5;28;479lsfr4cwlzewpbuda3y2xv4;1;43,4;44,3;2024-09-15T21:09:06.405Z;2024-09-15T21:09:09Z;[{'id': 5216007243, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216007249, 'qualifierId': 212, 'value': '18.7'}, {'id': 5216007245, 'qualifierId': 140, 'value': '32.5'}, {'id': 5216007251, 'qualifierId': 213, 'value': '2.23'}, {'id': 5216007247, 'qualifierId': 141, 'value': '66.0'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;66,0;;18,7;2,23;32,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;32,5;66,0;;;;;;;0;0;5;28;New England II;328;MC;1,0
2721241665;51;1;1;5;30;479lsfr4cwlzewpbuda3y2xv4;1;33,5;69,0;2024-09-15T21:09:08.933Z;2024-09-15T21:09:18Z;[{'id': 5216007765, 'qualifierId': 141, 'value': '91.2'}, {'id': 5216007761, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216007769, 'qualifierId': 213, 'value': '0.58'}, {'id': 5216007767, 'qualifierId': 212, 'value': '27.5'}, {'id': 5216007763, 'qualifierId': 140, 'value': '55.4'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;91,2;;27,5;0,58;55,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;55,4;91,2;;;;;;;0;0;5;30;New England II;330;DC;1,0
2721241679;52;1;1;5;40;479lsfr4cwlzewpbuda3y2xv4;1;57,3;93,1;2024-09-15T21:09:18.725Z;2024-09-15T21:09:20Z;[{'id': 5216007869, 'qualifierId': 140, 'value': '37.2'}, {'id': 5216007873, 'qualifierId': 212, 'value': '21.1'}, {'id': 5216007867, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216007871, 'qualifierId': 141, 'value': '93.5'}, {'id': 5216007875, 'qualifierId': 213, 'value': '3.13'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;93,5;;21,1;3,13;37,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;37,2;93,5;;;;;;;0;0;5;40;New England II;340;AMC;1,0
2721241699;53;1;1;5;41;479lsfr4cwlzewpbuda3y2xv4;1;37,2;93,5;2024-09-15T21:09:20.117Z;2024-09-15T21:09:21Z;[{'id': 5216007999, 'qualifierId': 140, 'value': '23.3'}, {'id': 5216007997, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216008003, 'qualifierId': 212, 'value': '16.6'}, {'id': 5216008001, 'qualifierId': 141, 'value': '81.9'}, {'id': 5216008005, 'qualifierId': 213, 'value': '3.64'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;65leoog76wm7q0pq2mg0osgk;Pass;;;;;;;;;;81,9;;16,6;3,64;23,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;23,3;81,9;;;;;;;0;0;5;41;New England II;341;DC;1,0
