matchId;id;coverageLevel;date;time;localDate;localTime;numberOfPeriods;periodLength;overtimeLength;lastUpdated;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
agml535cllhnmd2asq446f0gk;agml535cllhnmd2asq446f0gk;13;2024-10-21Z;00:30:00Z;2024-10-20;19:30:00;2;45;15;2025-05-15T00:11:14Z;North Texas vs Vancouver Whitecaps II;azyt1t7kg4bx4vu80k7w8drtg;2024-03-16Z;2024-11-10Z;2024;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;North Texas;North Texas SC;NTX;home;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;Whitecaps FC 2;Vancouver Whitecaps FC II;VAN;away;5qmjkpvi92vrzdcb2knassjkk;MLS Next Pro;MLS Next Pro;MNP;Domestic league;Choctaw Stadium;103;Played
