id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_JerseyNumber;value_TeamKit;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_Length;value_KickOff;value_Angle;value_Zone;value_PassEndY;value_PassEndX;value_Launch;value_LongBall;value_NextEventGoalKick;value_OppositeRelatedEventId;value_Low;value_GoalKick;value_Chipped;value_LayOff;value_Offensive;value_OutOfPlay;value_Defensive;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_TakeOnSpace;value_AttemptedTackle;value_SwitchOfPlay;value_BlockedPass;value_TouchTypeControl;value_Cross;value_LeftFooted;value_OutSwinger;value_IntendedTackleTarget;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_Assist;value_GoalmouthY;value_IndividualPlay;value_GoalmouthZ;value_Assisted;value_RightFooted;value_HighRight;value_OutOfBoxCentre;value_RegularPlay;value_SwerveLeft;value_RelatedEventId;value_GkX;value_GkY;value_TouchTypePass;value_DeletedEventType;value_HeadPass;value_TakeOnOvertake;value_IntentionalAssist;value_BlockedX;value_LowLeft;value_Blocked;value_BoxCentre;value_BlockedY;value_FirstTouch;value_DefBlock;value_LowCentre;value_BigChance;value_GkYTimeOfGoal;value_SmallBoxCentre;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkXTimeOfGoal;value_Head;value_InjuredPlayerId;value_Injury;value_Left;value_Right;value_InSwinger;value_CornerTaken;value_FromCorner;value_Straight;value_DrivenCross;value_Handball;value_ThroughBall;value_LastLine;value_BlockedCross;value_High;value_LowGkIntervention;value_KeeperThrow;value_OverArm;value_RecklessOffence;value_YellowCard;value_Overrun;value_Standing;value_Hands;value_Collected;value_35Centre;value_NotAssisted;value_SwerveRight;value_1On1;value_Sliding;value_Feet;value_ParriedDanger;value_SixYardBlocked;value_SavedOffLine;value_HighLeft;value_Defensive1V1;value_Penalty;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Diving;value_HitWoodwork;value_Shove/Push;value_PullBack;value_OtherBodyPart;value_GkHoof;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_CloseLeft;value_FlickOn;value_TacticalFoul;value_OverhitCross;value_SetPiece;value_LowRight;value_TimeWasting;value_BoxRight;value_BoxLeft;value_HighGkIntervention;value_CloseRightAndHigh;value_Dissent;value_SmallBoxLeft;value_LeadingToAttempt;value_RelatedError1Id;value_Stooping;value_Weak;value_MediumGkIntervention;value_FloatedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;value_OtherReason;value_OfficiallyAnnounced;value_NewStartTime;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2689306107;421;3;2;46;34;99l7fsj6ykgbyqcb9zqqu9dgq;1;71,2;38,7;2024-05-19T01:53:03.065Z;2024-05-26T17:47:22Z;[{'id': 5040294467, 'qualifierId': 56, 'value': 'Center'}, {'id': 5053045917, 'qualifierId': 286}, {'id': 5057384561, 'qualifierId': 233, 'value': '467'}, {'id': 5053046085, 'qualifierId': 465}];akgtib8zyv5lrvh9mxunj2rdg;T. Pondeca;;;cvp2xa681aoyco6topuhzxct0;Take On;;;;;;;;;;;;;;;;;;;467,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;46;34;Portland Timbers II;2794;MC;1,0
2689308247;467;45;2;46;34;5ou8b446l1sl8frblkz3xi17g;0;28,8;61,3;2024-05-19T01:53:03.065Z;2024-05-26T17:47:22Z;[{'id': 5057384589, 'qualifierId': 233, 'value': '421'}, {'id': 5053044935, 'qualifierId': 56, 'value': 'Back'}, {'id': 5053044937, 'qualifierId': 285}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;;cvp2xa681aoyco6topuhzxct0;Challenge;;;;;;;;;;;;;;;;;;;421,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;46;34;North Texas;2794;Sub;1,0
2691650445;826;61;2;46;35;99l7fsj6ykgbyqcb9zqqu9dgq;1;66,5;40,1;2024-05-19T01:53:04.109Z;2024-05-25T14:29:53Z;[{'id': 5053047631, 'qualifierId': 56, 'value': 'Center'}];akgtib8zyv5lrvh9mxunj2rdg;T. Pondeca;;;cvp2xa681aoyco6topuhzxct0;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;46;35;Portland Timbers II;2795;MC;1,0
2691650525;827;1;2;46;36;99l7fsj6ykgbyqcb9zqqu9dgq;1;66,5;40,1;2024-05-19T01:53:05.356Z;2024-05-25T14:30:04Z;[{'id': 5053048147, 'qualifierId': 140, 'value': '77.9'}, {'id': 5053048149, 'qualifierId': 141, 'value': '18.5'}, {'id': 5053048145, 'qualifierId': 56, 'value': 'Right'}, {'id': 5053048151, 'qualifierId': 212, 'value': '18.9'}, {'id': 5053048153, 'qualifierId': 213, 'value': '5.40'}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;18,9;;5,4;;18,5;77,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;77,9;18,5;;;;;;;;0;46;36;Portland Timbers II;2796;FW;1,0
2689306123;423;1;2;46;37;99l7fsj6ykgbyqcb9zqqu9dgq;0;85,8;13,1;2024-05-19T01:53:06.084Z;2024-05-25T14:30:04Z;[{'id': 5040294577, 'qualifierId': 2}, {'id': 5040294579, 'qualifierId': 155}, {'id': 5040294583, 'qualifierId': 140, 'value': '88.0'}, {'id': 5053048181, 'qualifierId': 224}, {'id': 5040294581, 'qualifierId': 56, 'value': 'Center'}, {'id': 5040294587, 'qualifierId': 212, 'value': '18.9'}, {'id': 5053048183, 'qualifierId': 20}, {'id': 5040294589, 'qualifierId': 213, 'value': '1.45'}, {'id': 5040294585, 'qualifierId': 141, 'value': '40.7'}];auomns9j08ffqknhs9007ju38;M. Molina;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;18,9;;1,45;;40,7;88,0;;;;;;;1,0;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;88,0;40,7;;;;;;;;0;46;37;Portland Timbers II;2797;DR;1,0
2689306133;419;12;2;46;38;5ou8b446l1sl8frblkz3xi17g;1;8,7;59,4;2024-05-19T01:53:07.835Z;2024-05-25T14:29:43Z;[{'id': 5040294637, 'qualifierId': 213, 'value': '6.05'}, {'id': 5040294635, 'qualifierId': 212, 'value': '18.4'}, {'id': 5040294631, 'qualifierId': 140, 'value': '25.7'}, {'id': 5040294651, 'qualifierId': 15}, {'id': 5040294633, 'qualifierId': 141, 'value': '53.1'}, {'id': 5040294629, 'qualifierId': 56, 'value': 'Back'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;cvp2xa681aoyco6topuhzxct0;Clearance;;;;;;;;;;18,4;;6,05;;53,1;25,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;25,7;53,1;;;;;;;;0;46;38;North Texas;2798;DC;1,0
2689306147;420;3;2;46;40;5ou8b446l1sl8frblkz3xi17g;1;29,2;48,1;2024-05-19T01:53:09.371Z;2024-05-25T14:30:11Z;[{'id': 5040294703, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040294727, 'qualifierId': 233, 'value': '424'}, {'id': 5053048625, 'qualifierId': 464}, {'id': 5040294705, 'qualifierId': 285}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;;cvp2xa681aoyco6topuhzxct0;Take On;;;;;;;;;;;;;;;;;;;424,0;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;46;40;North Texas;2800;FW;1,0
2689306145;424;45;2;46;40;99l7fsj6ykgbyqcb9zqqu9dgq;0;70,8;51,9;2024-05-19T01:53:09.371Z;2024-05-19T01:53:11Z;[{'id': 5040294699, 'qualifierId': 56, 'value': 'Center'}, {'id': 5040294735, 'qualifierId': 233, 'value': '420'}, {'id': 5040294701, 'qualifierId': 286}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;cvp2xa681aoyco6topuhzxct0;Challenge;;;;;;;;;;;;;;;;;;;420,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;46;40;Portland Timbers II;2800;MC;1,0
2689306151;421;49;2;46;40;5ou8b446l1sl8frblkz3xi17g;1;27,1;39,1;2024-05-19T01:53:09.994Z;2024-05-19T01:53:10Z;[];7t8o8pe93me2pef74vw21nr6y;J. Penn;;;cvp2xa681aoyco6topuhzxct0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;46;40;North Texas;2800;FW;1,0
2689306181;422;1;2;46;41;5ou8b446l1sl8frblkz3xi17g;1;27,1;39,1;2024-05-19T01:53:10.186Z;2024-05-19T01:53:15Z;[{'id': 5040294885, 'qualifierId': 213, 'value': '3.61'}, {'id': 5040294877, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040294881, 'qualifierId': 141, 'value': '24.9'}, {'id': 5040294879, 'qualifierId': 140, 'value': '8.8'}, {'id': 5040294883, 'qualifierId': 212, 'value': '21.5'}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;21,5;;3,61;;24,9;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;8,8;24,9;;;;;;;;0;46;41;North Texas;2801;FW;1,0
2689306201;423;1;2;46;45;5ou8b446l1sl8frblkz3xi17g;1;12,5;11,7;2024-05-19T01:53:14.890Z;2024-05-19T01:53:19Z;[{'id': 5040295015, 'qualifierId': 140, 'value': '19.1'}, {'id': 5040295017, 'qualifierId': 141, 'value': '21.6'}, {'id': 5040295019, 'qualifierId': 212, 'value': '9.7'}, {'id': 5040295021, 'qualifierId': 213, 'value': '0.77'}, {'id': 5040295013, 'qualifierId': 56, 'value': 'Back'}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;9,7;;0,77;;21,6;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;19,1;21,6;;;;;;;;0;46;45;North Texas;2805;DR;1,0
2689306217;424;1;2;46;50;5ou8b446l1sl8frblkz3xi17g;1;33,8;9,2;2024-05-19T01:53:19.019Z;2024-05-19T01:53:21Z;[{'id': 5040295113, 'qualifierId': 140, 'value': '29.6'}, {'id': 5040295111, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040295119, 'qualifierId': 213, 'value': '3.72'}, {'id': 5040295117, 'qualifierId': 212, 'value': '5.3'}, {'id': 5040295115, 'qualifierId': 141, 'value': '5.0'}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;5,3;;3,72;;5,0;29,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;29,6;5,0;;;;;;;;0;46;50;North Texas;2810;FW;1,0
2689306227;425;1;2;46;52;5ou8b446l1sl8frblkz3xi17g;0;29,1;7,3;2024-05-19T01:53:21.322Z;2024-05-19T01:53:25Z;[{'id': 5040295289, 'qualifierId': 233, 'value': '425'}, {'id': 5040295207, 'qualifierId': 212, 'value': '6.0'}, {'id': 5040295209, 'qualifierId': 213, 'value': '6.18'}, {'id': 5040295287, 'qualifierId': 236}, {'id': 5040295205, 'qualifierId': 141, 'value': '6.4'}, {'id': 5040295201, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040295203, 'qualifierId': 140, 'value': '34.8'}, {'id': 5040295293, 'qualifierId': 286}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;6,0;;6,18;;6,4;34,8;;;;425,0;;;;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;34,8;6,4;;;;;;;;0;46;52;North Texas;2812;MR;1,0
2689306239;425;74;2;46;52;99l7fsj6ykgbyqcb9zqqu9dgq;1;69,4;96,1;2024-05-19T01:53:21.323Z;2024-05-19T02:43:43Z;[{'id': 5040295265, 'qualifierId': 56, 'value': 'Left'}, {'id': 5040295267, 'qualifierId': 285}, {'id': 5040295295, 'qualifierId': 233, 'value': '425'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;cvp2xa681aoyco6topuhzxct0;Blocked Pass;;;;;;;;;;;;;;;;;;;425,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;46;52;Portland Timbers II;2812;MC;1,0
2689306299;426;5;2;46;54;5ou8b446l1sl8frblkz3xi17g;1;34,6;-1,5;2024-05-19T01:53:23.659Z;2024-05-19T01:53:34Z;[{'id': 5040295613, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040295615, 'qualifierId': 347}, {'id': 5040295649, 'qualifierId': 233, 'value': '426'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;cvp2xa681aoyco6topuhzxct0;Out;;;;;;;;;;;;;;;;;;;426,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;46;54;North Texas;2814;MR;1,0
2689306257;426;5;2;46;54;99l7fsj6ykgbyqcb9zqqu9dgq;0;65,4;101,5;2024-05-19T01:53:23.659Z;2024-05-19T02:42:42Z;[{'id': 5040295389, 'qualifierId': 347}, {'id': 5040295667, 'qualifierId': 233, 'value': '426'}, {'id': 5040295387, 'qualifierId': 56, 'value': 'Left'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;cvp2xa681aoyco6topuhzxct0;Out;;;;;;;;;;;;;;;;;;;426,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;46;54;Portland Timbers II;2814;MC;1,0
2689306309;427;1;2;47;4;5ou8b446l1sl8frblkz3xi17g;1;34,2;0,0;2024-05-19T01:53:33.547Z;2024-05-19T01:53:34Z;[{'id': 5040295675, 'qualifierId': 140, 'value': '38.4'}, {'id': 5040295677, 'qualifierId': 141, 'value': '14.6'}, {'id': 5040295679, 'qualifierId': 212, 'value': '11.5'}, {'id': 5040295671, 'qualifierId': 107}, {'id': 5040295681, 'qualifierId': 213, 'value': '1.18'}, {'id': 5040295673, 'qualifierId': 56, 'value': 'Back'}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;11,5;;1,18;;14,6;38,4;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;38,4;14,6;;;;;;;;0;47;4;North Texas;2824;DR;1,0
2689306331;428;1;2;47;5;5ou8b446l1sl8frblkz3xi17g;1;38,1;13,7;2024-05-19T01:53:34.443Z;2024-05-19T01:53:37Z;[{'id': 5040295785, 'qualifierId': 141, 'value': '8.0'}, {'id': 5040295789, 'qualifierId': 213, 'value': '3.62'}, {'id': 5040295787, 'qualifierId': 212, 'value': '8.5'}, {'id': 5040295781, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040295783, 'qualifierId': 140, 'value': '30.9'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;8,5;;3,62;;8,0;30,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;30,9;8,0;;;;;;;;0;47;5;North Texas;2825;Sub;1,0
2689306333;429;1;2;47;8;5ou8b446l1sl8frblkz3xi17g;0;27,7;5,8;2024-05-19T01:53:37.066Z;2024-05-19T01:53:50Z;[{'id': 5040295795, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040295797, 'qualifierId': 140, 'value': '30.3'}, {'id': 5040295799, 'qualifierId': 141, 'value': '10.3'}, {'id': 5040296305, 'qualifierId': 233, 'value': '427'}, {'id': 5040296309, 'qualifierId': 286}, {'id': 5040296303, 'qualifierId': 236}, {'id': 5040295805, 'qualifierId': 213, 'value': '0.84'}, {'id': 5040295801, 'qualifierId': 212, 'value': '4.1'}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;4,1;;0,84;;10,3;30,3;;;;427,0;;;;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;30,3;10,3;;;;;;;;0;47;8;North Texas;2828;DR;1,0
2689306381;427;74;2;47;8;99l7fsj6ykgbyqcb9zqqu9dgq;1;77,3;93,1;2024-05-19T01:53:37.067Z;2024-05-19T02:43:43Z;[{'id': 5040296035, 'qualifierId': 56, 'value': 'Left'}, {'id': 5040296037, 'qualifierId': 285}, {'id': 5040296311, 'qualifierId': 233, 'value': '429'}];3h8rx5wumr7hktll4hnvx7or8;E. Sali;;;cvp2xa681aoyco6topuhzxct0;Blocked Pass;;;;;;;;;;;;;;;;;;;429,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;47;8;Portland Timbers II;2828;FWL;1,0
2689306391;428;5;2;47;9;99l7fsj6ykgbyqcb9zqqu9dgq;0;100,6;79,0;2024-05-19T01:53:38.635Z;2024-05-19T02:42:43Z;[{'id': 5040296095, 'qualifierId': 56, 'value': 'Left'}, {'id': 5040296423, 'qualifierId': 233, 'value': '430'}, {'id': 5040296097, 'qualifierId': 346}];3h8rx5wumr7hktll4hnvx7or8;E. Sali;;;cvp2xa681aoyco6topuhzxct0;Out;;;;;;;;;;;;;;;;;;1,0;430,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;47;9;Portland Timbers II;2829;FWL;1,0
2689306345;430;5;2;47;9;5ou8b446l1sl8frblkz3xi17g;1;-0,6;21,0;2024-05-19T01:53:38.635Z;2024-05-19T01:53:53Z;[{'id': 5040295841, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040296387, 'qualifierId': 233, 'value': '428'}, {'id': 5040295843, 'qualifierId': 346}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;;cvp2xa681aoyco6topuhzxct0;Out;;;;;;;;;;;;;;;;;;1,0;428,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;47;9;North Texas;2829;DR;1,0
2689306475;431;1;2;47;23;5ou8b446l1sl8frblkz3xi17g;1;4,7;60,8;2024-05-19T01:53:52.811Z;2024-05-19T01:54:10Z;[{'id': 5040296681, 'qualifierId': 140, 'value': '3.0'}, {'id': 5040296691, 'qualifierId': 237}, {'id': 5040296687, 'qualifierId': 213, 'value': '4.44'}, {'id': 5040296685, 'qualifierId': 212, 'value': '6.6'}, {'id': 5040296677, 'qualifierId': 124}, {'id': 5040296679, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040296683, 'qualifierId': 141, 'value': '51.5'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;6,6;;4,44;;51,5;3,0;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;3,0;51,5;;;;;;;;0;47;23;North Texas;2843;DC;1,0
2689306493;432;1;2;47;33;5ou8b446l1sl8frblkz3xi17g;1;8,7;47,9;2024-05-19T01:54:02.108Z;2024-05-19T01:54:07Z;[{'id': 5040296797, 'qualifierId': 140, 'value': '45.4'}, {'id': 5040296799, 'qualifierId': 141, 'value': '96.6'}, {'id': 5040296795, 'qualifierId': 56, 'value': 'Back'}, {'id': 5040296803, 'qualifierId': 213, 'value': '0.71'}, {'id': 5040296805, 'qualifierId': 1}, {'id': 5040296793, 'qualifierId': 155}, {'id': 5040296801, 'qualifierId': 212, 'value': '50.8'}];aja8uwk6vyjzzd5nvkh7pbtux;T. Muse;;;cvp2xa681aoyco6topuhzxct0;Pass;;;;;;;;;;50,8;;0,71;;96,6;45,4;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;45,4;96,6;;;;;;;;0;47;33;North Texas;2853;GK;1,0
