id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_Involved;value_JerseyNumber;value_Resume;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_PassEndX;value_Angle;value_PassEndY;value_Length;value_Zone;value_Chipped;value_LongBall;value_Launch;value_BlockedPass;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_NextEventThrowIn;value_ThrowIn;value_FlickOn;value_HeadPass;value_DeletedEventType;value_IntendedTackleTarget;value_SwitchOfPlay;value_TouchTypePass;value_LayOff;value_TakeOnOvertake;value_TouchTypeControl;value_OutOfPlay;value_Left;value_Right;value_OutSwinger;value_RightFooted;value_Cross;value_CornerTaken;value_Head;value_LeftFooted;value_PullBack;value_IntentionalAssist;value_Assist;value_FirstTouch;value_GoalmouthY;value_BoxCentre;value_LowLeft;value_BlockedY;value_Assisted;value_BlockedX;value_RegularPlay;value_RelatedEventId;value_Weak;value_GoalmouthZ;value_Hands;value_Collected;value_LowGkIntervention;value_Stooping;value_KeeperThrow;value_OverArm;value_MediumGkIntervention;value_Direct;value_Foul;value_AttemptedTackle;value_FreeKickTaken;value_TouchTypeClearance;value_Blocked;value_GkX;value_LowCentre;value_GkY;value_NotAssisted;value_BoxRight;value_DefBlock;value_InSwinger;value_FromCorner;value_IndividualPlay;value_OutOfBoxCentre;value_Volley;value_NextEventGoalKick;value_GoalKick;value_High;value_ShirtPull/Holding;value_SetPiece;value_LowRight;value_ParriedSafe;value_Diving;value_Straight;value_DrivenCross;value_Overrun;value_BoxDeepLeft;value_SixYardBlocked;value_Low;value_HighGkIntervention;value_HighClaim;value_TakeOnSpace;value_OtherObstacle;value_SwerveLeft;value_GkXTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_HighLeft;value_DrinksBreak;value_RefereeDelay;value_GkKickFromHands;value_BlockedClearance;value_PlayersCaughtOffside;value_Indirect;value_GkHoof;value_BlockedCross;value_Minutes;value_ParriedDanger;value_NotVisible;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_GkStart;value_FreeKick;value_ByWall;value_TacticalFoul;value_YellowCard;value_FastBreak;value_SmallBoxCentre;value_BigChance;value_BoxLeft;value_CaptainChange;value_Shove/Push;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_Standing;value_HighRight;value_Saved;value_Missed;value_CloseHigh;value_Feet;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2714082195;175;1;1;11;49;5b4ccd62yeeqdl2qk6jzsmjv8;1;33,3;22,5;2024-08-26T22:15:44.472Z;2024-08-26T22:15:50Z;[{'id': 5176756861, 'qualifierId': 213, 'value': '2.63'}, {'id': 5176756857, 'qualifierId': 141, 'value': '31.8'}, {'id': 5176756859, 'qualifierId': 212, 'value': '12.9'}, {'id': 5176756855, 'qualifierId': 140, 'value': '22.6'}, {'id': 5176756853, 'qualifierId': 56, 'value': 'Back'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;22,6;2,63;31,8;12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;22,6;31,8;;;;;;;;0;11;49;Philadelphia Union II;709;DC;1,0
2714082219;176;1;1;11;55;5b4ccd62yeeqdl2qk6jzsmjv8;1;23,6;33,6;2024-08-26T22:15:50.488Z;2024-08-26T22:15:54Z;[{'id': 5176756981, 'qualifierId': 141, 'value': '71.8'}, {'id': 5176756977, 'qualifierId': 56, 'value': 'Back'}, {'id': 5176756983, 'qualifierId': 212, 'value': '26.2'}, {'id': 5176756985, 'qualifierId': 213, 'value': '1.43'}, {'id': 5176756979, 'qualifierId': 140, 'value': '27.2'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;27,2;1,43;71,8;26,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;27,2;71,8;;;;;;;;0;11;55;Philadelphia Union II;715;DC;1,0
2714082227;177;1;1;11;59;5b4ccd62yeeqdl2qk6jzsmjv8;1;29,1;74,5;2024-08-26T22:15:54.280Z;2024-08-26T22:15:56Z;[{'id': 5176757023, 'qualifierId': 213, 'value': '5.59'}, {'id': 5176757017, 'qualifierId': 140, 'value': '34.5'}, {'id': 5176757021, 'qualifierId': 212, 'value': '7.4'}, {'id': 5176757019, 'qualifierId': 141, 'value': '67.6'}, {'id': 5176757015, 'qualifierId': 56, 'value': 'Back'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;34,5;5,59;67,6;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;34,5;67,6;;;;;;;;0;11;59;Philadelphia Union II;719;DC;1,0
2714082239;178;1;1;12;1;5b4ccd62yeeqdl2qk6jzsmjv8;1;34,7;69,7;2024-08-26T22:15:56.168Z;2024-08-26T22:15:58Z;[{'id': 5176757069, 'qualifierId': 140, 'value': '46.9'}, {'id': 5176757071, 'qualifierId': 141, 'value': '74.1'}, {'id': 5176757067, 'qualifierId': 56, 'value': 'Back'}, {'id': 5176757073, 'qualifierId': 212, 'value': '13.2'}, {'id': 5176757075, 'qualifierId': 213, 'value': '0.23'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;46,9;0,23;74,1;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;46,9;74,1;;;;;;;;0;12;1;Philadelphia Union II;721;MC;1,0
2714082241;179;50;1;12;2;5b4ccd62yeeqdl2qk6jzsmjv8;1;44,8;75,7;2024-08-26T22:15:57.913Z;2024-08-26T22:55:14Z;[{'id': 5176757103, 'qualifierId': 286}, {'id': 5176757101, 'qualifierId': 56, 'value': 'Back'}, {'id': 5176757167, 'qualifierId': 233, 'value': '105'}];290iohuheoqdrdocbg25ipgk4;A. Alaouieh;;;ey339zb7cuhgxb76099n0ikus;Dispossessed;;;;;;;;;;;;;;;;;;;;1,0;105,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;12;2;Philadelphia Union II;722;FWL;1,0
2714082257;105;7;1;12;2;1zgjjyruyufrkh4xjvryqsb1i;1;55,2;24,3;2024-08-26T22:15:57.914Z;2024-09-02T06:56:33Z;[{'id': 5176757159, 'qualifierId': 56, 'value': 'Center'}, {'id': 5176757161, 'qualifierId': 285}, {'id': 5176757163, 'qualifierId': 233, 'value': '179'}, {'id': 5192357039, 'qualifierId': 384}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;ey339zb7cuhgxb76099n0ikus;Tackle;;;;;;;;;;;;;;;;;;;;;179,0;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;12;2;Columbus Crew II;722;;1,0
2714082259;106;49;1;12;5;1zgjjyruyufrkh4xjvryqsb1i;1;55,8;30,8;2024-08-26T22:16:01.034Z;2024-08-26T22:16:01Z;[];993vihjmsn70q9w237fatzgbu;N. Pariano;;;ey339zb7cuhgxb76099n0ikus;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;12;5;Columbus Crew II;725;;1,0
2714082263;107;1;1;12;6;1zgjjyruyufrkh4xjvryqsb1i;1;55,8;30,8;2024-08-26T22:16:01.577Z;2024-08-26T22:16:02Z;[{'id': 5176757191, 'qualifierId': 213, 'value': '6.20'}, {'id': 5176757183, 'qualifierId': 56, 'value': 'Center'}, {'id': 5176757185, 'qualifierId': 140, 'value': '66.2'}, {'id': 5176757189, 'qualifierId': 212, 'value': '11.0'}, {'id': 5176757187, 'qualifierId': 141, 'value': '29.5'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;66,2;6,2;29,5;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;66,2;29,5;;;;;;;;0;12;6;Columbus Crew II;726;;1,0
2714082271;108;1;1;12;7;1zgjjyruyufrkh4xjvryqsb1i;1;66,2;29,5;2024-08-26T22:16:02.281Z;2024-08-26T22:16:03Z;[{'id': 5176757223, 'qualifierId': 213, 'value': '3.65'}, {'id': 5176757217, 'qualifierId': 140, 'value': '57.8'}, {'id': 5176757221, 'qualifierId': 212, 'value': '10.1'}, {'id': 5176757215, 'qualifierId': 56, 'value': 'Center'}, {'id': 5176757219, 'qualifierId': 141, 'value': '22.3'}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;57,8;3,65;22,3;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;57,8;22,3;;;;;;;;0;12;7;Columbus Crew II;727;;1,0
2714082277;109;1;1;12;8;1zgjjyruyufrkh4xjvryqsb1i;1;57,8;22,3;2024-08-26T22:16:03.417Z;2024-08-26T22:16:04Z;[{'id': 5176757259, 'qualifierId': 56, 'value': 'Center'}, {'id': 5176757265, 'qualifierId': 212, 'value': '20.2'}, {'id': 5176757263, 'qualifierId': 141, 'value': '25.5'}, {'id': 5176757261, 'qualifierId': 140, 'value': '76.9'}, {'id': 5176757267, 'qualifierId': 213, 'value': '0.11'}];d4spt2529fmys8d26x61lk36c;K. LeBlanc;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;76,9;0,11;25,5;20,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;76,9;25,5;;;;;;;;0;12;8;Columbus Crew II;728;;1,0
2714082287;110;1;1;12;9;1zgjjyruyufrkh4xjvryqsb1i;1;76,9;25,5;2024-08-26T22:16:04.586Z;2024-08-26T22:16:07Z;[{'id': 5176757311, 'qualifierId': 140, 'value': '79.3'}, {'id': 5176757317, 'qualifierId': 213, 'value': '5.01'}, {'id': 5176757309, 'qualifierId': 56, 'value': 'Right'}, {'id': 5176757315, 'qualifierId': 212, 'value': '8.5'}, {'id': 5176757313, 'qualifierId': 141, 'value': '13.6'}];434xf7moiduhzy9ivp7jxr10;S. Olivas;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;79,3;5,01;13,6;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;79,3;13,6;;;;;;;;0;12;9;Columbus Crew II;729;;1,0
2714082291;111;1;1;12;11;1zgjjyruyufrkh4xjvryqsb1i;0;89,7;22,8;2024-08-26T22:16:06.874Z;2024-08-26T22:16:07Z;[{'id': 5176757337, 'qualifierId': 213, 'value': '1.25'}, {'id': 5176757331, 'qualifierId': 140, 'value': '90.9'}, {'id': 5176757335, 'qualifierId': 212, 'value': '4.0'}, {'id': 5176757329, 'qualifierId': 56, 'value': 'Center'}, {'id': 5176757333, 'qualifierId': 141, 'value': '28.4'}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;90,9;1,25;28,4;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;90,9;28,4;;;;;;;;0;12;11;Columbus Crew II;731;;1,0
2714082307;181;61;1;12;12;5b4ccd62yeeqdl2qk6jzsmjv8;1;11,0;71,5;2024-08-26T22:16:07.745Z;2024-08-26T22:17:48Z;[{'id': 5176757403, 'qualifierId': 56, 'value': 'Back'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;ey339zb7cuhgxb76099n0ikus;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;12;12;Philadelphia Union II;732;DC;1,0
2714082295;112;15;1;12;14;1zgjjyruyufrkh4xjvryqsb1i;1;89,9;35,6;2024-08-26T22:16:09.561Z;2024-09-02T06:59:29Z;[{'id': 5176757631, 'qualifierId': 146, 'value': '91.5'}, {'id': 5176757353, 'qualifierId': 56, 'value': 'Center'}, {'id': 5176757625, 'qualifierId': 102, 'value': '50.3'}, {'id': 5176757437, 'qualifierId': 82}, {'id': 5176757635, 'qualifierId': 230, 'value': '98.8'}, {'id': 5176757433, 'qualifierId': 20}, {'id': 5176757623, 'qualifierId': 78}, {'id': 5176757637, 'qualifierId': 231, 'value': '47.8'}, {'id': 5176757349, 'qualifierId': 22}, {'id': 5176757629, 'qualifierId': 458}, {'id': 5176757639, 'qualifierId': 233, 'value': '180'}, {'id': 5176757351, 'qualifierId': 63}, {'id': 5176757633, 'qualifierId': 147, 'value': '37.9'}, {'id': 5176757627, 'qualifierId': 103, 'value': '19'}];434xf7moiduhzy9ivp7jxr10;S. Olivas;;;ey339zb7cuhgxb76099n0ikus;Attempt Saved;;;;;;;;;;;;;;;;;;;;;180,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;50,3;;;37,9;;91,5;1,0;;;19,0;;;;;;;;;;;;;1,0;98,8;1,0;47,8;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;91,5;37,9;50,3;19;;;;0;12;14;Columbus Crew II;734;;1,0
2714082303;180;10;1;12;14;5b4ccd62yeeqdl2qk6jzsmjv8;1;8,3;64,3;2024-08-26T22:16:09.661Z;2024-08-26T22:16:30Z;[{'id': 5176757389, 'qualifierId': 94}, {'id': 5176757643, 'qualifierId': 233, 'value': '112'}, {'id': 5176757391, 'qualifierId': 56, 'value': 'Back'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;ey339zb7cuhgxb76099n0ikus;Save;;;;;;;;;;;;;;;;;;;;;112,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;12;14;Philadelphia Union II;734;DC;1,0
2714082297;113;6;1;12;15;1zgjjyruyufrkh4xjvryqsb1i;1;91,4;35,5;2024-08-26T22:16:10.553Z;2024-08-26T22:23:50Z;[{'id': 5176757397, 'qualifierId': 75}, {'id': 5176757395, 'qualifierId': 56, 'value': 'Center'}, {'id': 5176757591, 'qualifierId': 233, 'value': '182'}];434xf7moiduhzy9ivp7jxr10;S. Olivas;;;ey339zb7cuhgxb76099n0ikus;Corner Awarded;;;;;;;;;;;;;;;;;;;;;182,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;12;15;Columbus Crew II;735;;1,0
2714082319;182;6;1;12;15;5b4ccd62yeeqdl2qk6jzsmjv8;0;8,6;64,5;2024-08-26T22:16:10.553Z;2024-09-02T07:00:21Z;[{'id': 5176757487, 'qualifierId': 73}, {'id': 5176757485, 'qualifierId': 56, 'value': 'Back'}, {'id': 5176757599, 'qualifierId': 233, 'value': '113'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;ey339zb7cuhgxb76099n0ikus;Corner Awarded;;;;;;;;;;;;;;;;;;;;;113,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;12;15;Philadelphia Union II;735;DC;1,0
2714082393;114;1;1;12;44;1zgjjyruyufrkh4xjvryqsb1i;0;99,5;0,5;2024-08-26T22:16:39.881Z;2024-09-02T07:00:25Z;[{'id': 5176757851, 'qualifierId': 141, 'value': '46.9'}, {'id': 5176757847, 'qualifierId': 56, 'value': 'Center'}, {'id': 5192359985, 'qualifierId': 72}, {'id': 5176757841, 'qualifierId': 6}, {'id': 5176757843, 'qualifierId': 155}, {'id': 5176757855, 'qualifierId': 213, 'value': '1.68'}, {'id': 5176757853, 'qualifierId': 212, 'value': '31.8'}, {'id': 5176757849, 'qualifierId': 140, 'value': '96.1'}, {'id': 5176757845, 'qualifierId': 223}, {'id': 5176757839, 'qualifierId': 2}];d4spt2529fmys8d26x61lk36c;K. LeBlanc;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;96,1;1,68;46,9;31,8;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;96,1;46,9;;;;;;;;0;12;44;Columbus Crew II;764;;1,0
2714082397;183;12;1;12;47;5b4ccd62yeeqdl2qk6jzsmjv8;1;4,8;53,9;2024-08-26T22:16:42.745Z;2024-08-26T22:16:45Z;[{'id': 5176757869, 'qualifierId': 56, 'value': 'Back'}, {'id': 5176757877, 'qualifierId': 213, 'value': '0.54'}, {'id': 5176757871, 'qualifierId': 140, 'value': '20.8'}, {'id': 5176757873, 'qualifierId': 141, 'value': '68.7'}, {'id': 5176757875, 'qualifierId': 212, 'value': '19.6'}, {'id': 5176757879, 'qualifierId': 15}];xxu2xv2n6f5d51ksa8z4rv2s;J. Da;;;ey339zb7cuhgxb76099n0ikus;Clearance;;;;;;;;;;;20,8;0,54;68,7;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;20,8;68,7;;;;;;;;0;12;47;Philadelphia Union II;767;FW;1,0
2714082407;115;15;1;12;49;1zgjjyruyufrkh4xjvryqsb1i;1;73,0;27,9;2024-08-26T22:16:44.585Z;2024-08-26T22:17:16Z;[{'id': 5176758469, 'qualifierId': 233, 'value': '184'}, {'id': 5176757913, 'qualifierId': 56, 'value': 'Center'}, {'id': 5176758463, 'qualifierId': 231, 'value': '48.7'}, {'id': 5176758459, 'qualifierId': 147, 'value': '39.3'}, {'id': 5176758453, 'qualifierId': 328}, {'id': 5176758445, 'qualifierId': 102, 'value': '51.2'}, {'id': 5176758185, 'qualifierId': 82}, {'id': 5176758457, 'qualifierId': 146, 'value': '86.3'}, {'id': 5176758175, 'qualifierId': 25}, {'id': 5176758455, 'qualifierId': 458}, {'id': 5176758443, 'qualifierId': 78}, {'id': 5176758177, 'qualifierId': 20}, {'id': 5176758449, 'qualifierId': 215}, {'id': 5176758461, 'qualifierId': 230, 'value': '99.0'}, {'id': 5176757911, 'qualifierId': 18}, {'id': 5176758451, 'qualifierId': 108}, {'id': 5176758447, 'qualifierId': 103, 'value': '19'}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;ey339zb7cuhgxb76099n0ikus;Attempt Saved;;;;;;;;;;;;;;;;;;;;;184,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;51,2;;;39,3;;86,3;;;;19,0;;;;;;;;;;;;;1,0;99,0;1,0;48,7;1,0;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;86,3;39,3;51,2;19;;;;0;12;49;Columbus Crew II;769;;1,0
2714082413;184;10;1;12;49;5b4ccd62yeeqdl2qk6jzsmjv8;1;11,7;56,6;2024-08-26T22:16:44.685Z;2024-08-26T22:17:42Z;[{'id': 5176758473, 'qualifierId': 233, 'value': '115'}, {'id': 5176757937, 'qualifierId': 94}, {'id': 5176757939, 'qualifierId': 56, 'value': 'Back'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;;ey339zb7cuhgxb76099n0ikus;Save;;;;;;;;;;;;;;;;;;;;;115,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;12;49;Philadelphia Union II;769;FWR;1,0
2714082417;116;1;1;12;51;1zgjjyruyufrkh4xjvryqsb1i;0;78,2;22,1;2024-08-26T22:16:47.113Z;2024-09-02T07:01:30Z;[{'id': 5176757957, 'qualifierId': 56, 'value': 'Center'}, {'id': 5192361145, 'qualifierId': 224}, {'id': 5176757961, 'qualifierId': 141, 'value': '44.9'}, {'id': 5176757953, 'qualifierId': 2}, {'id': 5176757959, 'qualifierId': 140, 'value': '94.8'}, {'id': 5176757955, 'qualifierId': 155}, {'id': 5176757963, 'qualifierId': 212, 'value': '23.3'}, {'id': 5192361147, 'qualifierId': 20}, {'id': 5176757965, 'qualifierId': 213, 'value': '0.73'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;ey339zb7cuhgxb76099n0ikus;Pass;;;;;;;;;;;94,8;0,73;44,9;23,3;;1,0;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;94,8;44,9;;;;;;;;0;12;51;Columbus Crew II;771;;1,0
2714082421;185;52;1;12;53;5b4ccd62yeeqdl2qk6jzsmjv8;1;3,8;51,6;2024-08-26T22:16:48.905Z;2024-09-02T07:01:44Z;[{'id': 5192361347, 'qualifierId': 377}];9bn2zid7u305xii6alm8a58us;S. Lapkes;;;ey339zb7cuhgxb76099n0ikus;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;12;53;Philadelphia Union II;773;GK;1,0
2714082451;186;80;1;13;4;5b4ccd62yeeqdl2qk6jzsmjv8;0;8,8;49,6;2024-08-26T22:16:59.752Z;2024-08-26T22:16:59Z;[];9bn2zid7u305xii6alm8a58us;S. Lapkes;;;ey339zb7cuhgxb76099n0ikus;Drop of Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;13;4;Philadelphia Union II;784;GK;1,0
