id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_TeamKit;value_Involved;value_PlayerPosition;value_Captain;value_Resume;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Angle;value_PassEndX;value_Zone;value_Length;value_Chipped;value_LongBall;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_HeadPass;value_TouchTypePass;value_TakeOnOvertake;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_DeletedEventType;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_Launch;value_Right;value_Left;value_CornerTaken;value_RightFooted;value_Cross;value_InSwinger;value_MediumGkIntervention;value_GkKickFromHands;value_Shove/Push;value_NotVisible;value_IntendedTackleTarget;value_AttemptedTackle;value_LeadingToAttempt;value_TouchTypeControl;value_GkY;value_OutOfBoxCentre;value_NotAssisted;value_GoalmouthY;value_RegularPlay;value_IndividualPlay;value_GkX;value_RelatedError1Id;value_CloseRight;value_BigChance;value_GoalmouthZ;value_SwerveLeft;value_NextEventGoalKick;value_GoalKick;value_Low;value_Head;value_TakeOnSpace;value_OutOfPlay;value_LayOff;value_IntentionalAssist;value_Assist;value_LowCentre;value_Assisted;value_FirstTouch;value_BlockedY;value_BlockedX;value_RelatedEventId;value_SetPiece;value_Blocked;value_DefBlock;value_LowGkIntervention;value_KeeperThrow;value_BlockedPass;value_OutSwinger;value_BlockedCross;value_FromCorner;value_BoxCentre;value_NotPastGoalLine;value_LeftFooted;value_HighLeft;value_Overrun;value_FlickOn;value_LowLeft;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotGameClock;value_KeeperTouched;value_ThroughBall;value_SwitchOfPlay;value_PullBack;value_YellowCard;value_RecklessOffence;value_OverArm;value_AerialFoul;value_ProfessionalFoulLastMan;value_RedCard;value_HighClaim;value_HighGkIntervention;value_GkHoof;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_FreeKick;value_ByWall;value_LowRight;value_High;value_HighCentre;value_ParriedSafe;value_Reaching;value_Hands;value_MisHit;value_Minutes;value_EndType;value_Volley;value_Collected;value_Stooping;value_InjuredPlayerId;value_Injury;value_BlockedClearance;value_PlayersCaughtOffside;value_Indirect;value_CaptainChange;value_2NdAssist;value_2NdRelatedEventId;value_SmallBoxCentre;value_OtherBodyPart;value_2NdAssisted;value_TacticalFoul;value_Weak;value_CloseLeft;value_VideoCoverageLost;value_35Centre;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Scored;value_Diving;value_Saved;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2689979879;253;1;1;31;0;2nnef9tr9g7m2s6n873qif95g;0;74,8;93,5;2024-05-19T23:49:22.157Z;2024-05-19T23:49:23Z;[{'id': 5043986991, 'qualifierId': 56, 'value': 'Left'}, {'id': 5043986993, 'qualifierId': 140, 'value': '80.1'}, {'id': 5043986999, 'qualifierId': 213, 'value': '5.44'}, {'id': 5043986997, 'qualifierId': 212, 'value': '8.4'}, {'id': 5043986995, 'qualifierId': 141, 'value': '84.3'}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;84,3;;5,44;80,1;;8,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;80,1;84,3;;;;;;;;0;31;0;Inter Miami II;1860;DMR;1,0
2689979903;221;61;1;31;3;c7c4wwva2u1vb3rr7rwava044;1;19,5;21,6;2024-05-19T23:49:25.609Z;2024-05-19T23:49:25Z;[{'id': 5043987101, 'qualifierId': 56, 'value': 'Back'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;cw2m60tca4b8gxp2sr2r0lwyc;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;31;3;Carolina Core;1863;DL;1,0
2689979911;222;49;1;31;5;c7c4wwva2u1vb3rr7rwava044;1;4,3;33,9;2024-05-19T23:49:27.160Z;2024-05-19T23:49:27Z;[];7x098qxoirgwlu38q1v969s6h;C. dos Santos;;;cw2m60tca4b8gxp2sr2r0lwyc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;31;5;Carolina Core;1865;GK;1,0
2689979967;223;1;1;31;6;c7c4wwva2u1vb3rr7rwava044;1;4,3;34,0;2024-05-19T23:49:28.138Z;2024-05-19T23:49:34Z;[{'id': 5043987427, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043987433, 'qualifierId': 212, 'value': '37.3'}, {'id': 5043987435, 'qualifierId': 213, 'value': '1.06'}, {'id': 5043987437, 'qualifierId': 1}, {'id': 5043987429, 'qualifierId': 140, 'value': '21.8'}, {'id': 5043987431, 'qualifierId': 141, 'value': '81.8'}];7x098qxoirgwlu38q1v969s6h;C. dos Santos;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;81,8;;1,06;21,8;;37,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;21,8;81,8;;;;;;;;0;31;6;Carolina Core;1866;GK;1,0
2689979979;224;1;1;31;12;c7c4wwva2u1vb3rr7rwava044;1;28,1;86,0;2024-05-19T23:49:34.312Z;2024-05-19T23:49:36Z;[{'id': 5043987493, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043987501, 'qualifierId': 213, 'value': '4.18'}, {'id': 5043987499, 'qualifierId': 212, 'value': '17.9'}, {'id': 5043987497, 'qualifierId': 141, 'value': '63.3'}, {'id': 5043987495, 'qualifierId': 140, 'value': '19.4'}];infc7r3a8oktbajwp4pff7dg;C. Abadia-Reda;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;63,3;;4,18;19,4;;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;19,4;63,3;;;;;;;;0;31;12;Carolina Core;1872;DC;1,0
2689980015;225;1;1;31;14;c7c4wwva2u1vb3rr7rwava044;1;20,1;62,0;2024-05-19T23:49:36.264Z;2024-05-19T23:49:41Z;[{'id': 5043987661, 'qualifierId': 213, 'value': '5.23'}, {'id': 5043987655, 'qualifierId': 140, 'value': '25.3'}, {'id': 5043987657, 'qualifierId': 141, 'value': '47.9'}, {'id': 5043987659, 'qualifierId': 212, 'value': '11.0'}, {'id': 5043987653, 'qualifierId': 56, 'value': 'Back'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;47,9;;5,23;25,3;;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;25,3;47,9;;;;;;;;0;31;14;Carolina Core;1874;DC;1,0
2689980043;226;1;1;31;20;c7c4wwva2u1vb3rr7rwava044;1;29,0;40,7;2024-05-19T23:49:41.864Z;2024-05-19T23:49:46Z;[{'id': 5043987835, 'qualifierId': 140, 'value': '29.8'}, {'id': 5043987837, 'qualifierId': 141, 'value': '24.0'}, {'id': 5043987841, 'qualifierId': 213, 'value': '4.79'}, {'id': 5043987833, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043987839, 'qualifierId': 212, 'value': '11.4'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;24,0;;4,79;29,8;;11,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;29,8;24,0;;;;;;;;0;31;20;Carolina Core;1880;MC;1,0
2689980075;227;1;1;31;24;c7c4wwva2u1vb3rr7rwava044;1;35,3;23,4;2024-05-19T23:49:46.391Z;2024-05-19T23:49:50Z;[{'id': 5043987981, 'qualifierId': 141, 'value': '53.1'}, {'id': 5043987979, 'qualifierId': 140, 'value': '34.9'}, {'id': 5043987985, 'qualifierId': 213, 'value': '1.59'}, {'id': 5043987977, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043987983, 'qualifierId': 212, 'value': '20.2'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;53,1;;1,59;34,9;;20,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;34,9;53,1;;;;;;;;0;31;24;Carolina Core;1884;DL;1,0
2689980107;228;1;1;31;28;c7c4wwva2u1vb3rr7rwava044;1;35,0;54,2;2024-05-19T23:49:50.152Z;2024-05-19T23:49:55Z;[{'id': 5043988129, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043988137, 'qualifierId': 213, 'value': '0.11'}, {'id': 5043988135, 'qualifierId': 212, 'value': '9.3'}, {'id': 5043988131, 'qualifierId': 140, 'value': '43.8'}, {'id': 5043988133, 'qualifierId': 141, 'value': '55.7'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;55,7;;0,11;43,8;;9,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;43,8;55,7;;;;;;;;0;31;28;Carolina Core;1888;DC;1,0
2689980121;229;1;1;31;33;c7c4wwva2u1vb3rr7rwava044;0;42,1;74,2;2024-05-19T23:49:55.495Z;2024-05-19T23:49:56Z;[{'id': 5043988211, 'qualifierId': 140, 'value': '45.5'}, {'id': 5043988213, 'qualifierId': 141, 'value': '74.5'}, {'id': 5043988209, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043988217, 'qualifierId': 213, 'value': '0.06'}, {'id': 5043988215, 'qualifierId': 212, 'value': '3.6'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;74,5;;0,06;45,5;;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;45,5;74,5;;;;;;;;0;31;33;Carolina Core;1893;MC;1,0
2689980143;254;61;1;31;37;2nnef9tr9g7m2s6n873qif95g;1;53,6;15,1;2024-05-19T23:49:59.492Z;2024-05-19T23:49:59Z;[{'id': 5043988307, 'qualifierId': 56, 'value': 'Right'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;;cw2m60tca4b8gxp2sr2r0lwyc;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;31;37;Inter Miami II;1897;MC;1,0
2689980167;230;1;1;31;39;c7c4wwva2u1vb3rr7rwava044;1;65,7;75,9;2024-05-19T23:50:01.143Z;2024-05-19T23:50:02Z;[{'id': 5043988419, 'qualifierId': 212, 'value': '12.3'}, {'id': 5043988413, 'qualifierId': 56, 'value': 'Center'}, {'id': 5043988415, 'qualifierId': 140, 'value': '72.3'}, {'id': 5043988417, 'qualifierId': 141, 'value': '60.9'}, {'id': 5043988421, 'qualifierId': 213, 'value': '5.31'}];3jiy9srl213w2s5abet3m3ys5;C. Jean;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;60,9;;5,31;72,3;;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;72,3;60,9;;;;;;;;0;31;39;Carolina Core;1899;AML;1,0
2689980179;231;1;1;31;40;c7c4wwva2u1vb3rr7rwava044;0;73,3;61,2;2024-05-19T23:50:02.311Z;2024-05-19T23:50:03Z;[{'id': 5043988465, 'qualifierId': 213, 'value': '3.64'}, {'id': 5043988459, 'qualifierId': 140, 'value': '67.5'}, {'id': 5043988463, 'qualifierId': 212, 'value': '6.9'}, {'id': 5043988461, 'qualifierId': 141, 'value': '56.3'}, {'id': 5043988457, 'qualifierId': 56, 'value': 'Center'}];1874nj27f507jqja4e8zla1as;B. Destin;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;56,3;;3,64;67,5;;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;67,5;56,3;;;;;;;;0;31;40;Carolina Core;1900;FW;1,0
2691445739;905;83;1;31;41;c7c4wwva2u1vb3rr7rwava044;1;71,7;53,6;2024-05-19T23:50:02.839Z;2024-05-25T00:21:02Z;[{'id': 5051940661, 'qualifierId': 399, 'value': '1j1ybmazykfh5nqs7egkcdxck'}];3jiy9srl213w2s5abet3m3ys5;C. Jean;;;cw2m60tca4b8gxp2sr2r0lwyc;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;31;41;Carolina Core;1901;AML;1,0
2689980183;255;49;1;31;42;2nnef9tr9g7m2s6n873qif95g;1;31,9;44,5;2024-05-19T23:50:04.004Z;2024-05-19T23:50:04Z;[];1j1ybmazykfh5nqs7egkcdxck;D. Cuevas;;;cw2m60tca4b8gxp2sr2r0lwyc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;31;42;Inter Miami II;1902;DML;1,0
2689980221;256;1;1;31;43;2nnef9tr9g7m2s6n873qif95g;1;33,0;43,6;2024-05-19T23:50:05.004Z;2024-05-19T23:50:08Z;[{'id': 5043988635, 'qualifierId': 141, 'value': '17.2'}, {'id': 5043988637, 'qualifierId': 212, 'value': '18.0'}, {'id': 5043988639, 'qualifierId': 213, 'value': '4.72'}, {'id': 5043988633, 'qualifierId': 140, 'value': '33.2'}, {'id': 5043988631, 'qualifierId': 56, 'value': 'Back'}];1j1ybmazykfh5nqs7egkcdxck;D. Cuevas;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;17,2;;4,72;33,2;;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;33,2;17,2;;;;;;;;0;31;43;Inter Miami II;1903;DML;1,0
2689980251;257;1;1;31;46;2nnef9tr9g7m2s6n873qif95g;1;33,0;17,0;2024-05-19T23:50:08.540Z;2024-05-19T23:50:11Z;[{'id': 5043988769, 'qualifierId': 212, 'value': '9.5'}, {'id': 5043988763, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043988765, 'qualifierId': 140, 'value': '24.9'}, {'id': 5043988767, 'qualifierId': 141, 'value': '10.7'}, {'id': 5043988771, 'qualifierId': 213, 'value': '3.61'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;10,7;;3,61;24,9;;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;24,9;10,7;;;;;;;;0;31;46;Inter Miami II;1906;FWR;1,0
2689980261;258;1;1;31;49;2nnef9tr9g7m2s6n873qif95g;1;23,8;14,2;2024-05-19T23:50:11.356Z;2024-05-19T23:50:13Z;[{'id': 5043988809, 'qualifierId': 140, 'value': '10.8'}, {'id': 5043988811, 'qualifierId': 141, 'value': '30.4'}, {'id': 5043988807, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043988813, 'qualifierId': 212, 'value': '17.5'}, {'id': 5043988815, 'qualifierId': 213, 'value': '2.46'}];11ppoeb5n4q657bwbg4cdxck;J. White;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;30,4;;2,46;10,8;;17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;10,8;30,4;;;;;;;;0;31;49;Inter Miami II;1909;Sub;1,0
2689980295;259;1;1;31;51;2nnef9tr9g7m2s6n873qif95g;1;12,0;29,3;2024-05-19T23:50:13.628Z;2024-05-19T23:50:16Z;[{'id': 5043988959, 'qualifierId': 140, 'value': '31.8'}, {'id': 5043988961, 'qualifierId': 141, 'value': '2.6'}, {'id': 5043988955, 'qualifierId': 155}, {'id': 5043988957, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043988965, 'qualifierId': 213, 'value': '5.57'}, {'id': 5043988963, 'qualifierId': 212, 'value': '27.6'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;2,6;;5,57;31,8;;27,6;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;31,8;2,6;;;;;;;;0;31;51;Inter Miami II;1911;DC;1,0
2689980319;260;1;1;31;54;2nnef9tr9g7m2s6n873qif95g;1;30,6;4,7;2024-05-19T23:50:16.412Z;2024-05-19T23:50:18Z;[{'id': 5043989081, 'qualifierId': 212, 'value': '17.5'}, {'id': 5043989083, 'qualifierId': 213, 'value': '1.50'}, {'id': 5043989075, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043989077, 'qualifierId': 140, 'value': '31.7'}, {'id': 5043989079, 'qualifierId': 141, 'value': '30.4'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;30,4;;1,5;31,7;;17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;31,7;30,4;;;;;;;;0;31;54;Inter Miami II;1914;FWR;1,0
2689980325;261;1;1;31;56;2nnef9tr9g7m2s6n873qif95g;0;32,4;27,2;2024-05-19T23:50:18.781Z;2024-05-19T23:50:19Z;[{'id': 5043989107, 'qualifierId': 212, 'value': '5.3'}, {'id': 5043989105, 'qualifierId': 141, 'value': '26.9'}, {'id': 5043989109, 'qualifierId': 213, 'value': '6.24'}, {'id': 5043989103, 'qualifierId': 140, 'value': '37.4'}, {'id': 5043989101, 'qualifierId': 56, 'value': 'Back'}];5jxj5s38o1nx0xbnapwl58bo4;J. Orejuela;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;26,9;;6,24;37,4;;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;37,4;26,9;;;;;;;;0;31;56;Inter Miami II;1916;MC;1,0
2689980337;232;61;1;31;58;c7c4wwva2u1vb3rr7rwava044;1;67,5;73,5;2024-05-19T23:50:20.792Z;2024-05-19T23:50:20Z;[{'id': 5043989159, 'qualifierId': 56, 'value': 'Center'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;cw2m60tca4b8gxp2sr2r0lwyc;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;31;58;Carolina Core;1918;MC;1,0
2689980347;233;49;1;32;0;c7c4wwva2u1vb3rr7rwava044;1;60,5;87,7;2024-05-19T23:50:22.312Z;2024-05-19T23:50:22Z;[];infc7r3a8oktbajwp4pff7dg;C. Abadia-Reda;;;cw2m60tca4b8gxp2sr2r0lwyc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;32;0;Carolina Core;1920;DC;1,0
2689980369;234;1;1;32;1;c7c4wwva2u1vb3rr7rwava044;1;59,6;84,5;2024-05-19T23:50:23.463Z;2024-05-19T23:50:24Z;[{'id': 5043989319, 'qualifierId': 212, 'value': '10.8'}, {'id': 5043989313, 'qualifierId': 56, 'value': 'Center'}, {'id': 5043989317, 'qualifierId': 141, 'value': '68.7'}, {'id': 5043989321, 'qualifierId': 213, 'value': '4.83'}, {'id': 5043989315, 'qualifierId': 140, 'value': '60.8'}];infc7r3a8oktbajwp4pff7dg;C. Abadia-Reda;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;68,7;;4,83;60,8;;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;60,8;68,7;;;;;;;;0;32;1;Carolina Core;1921;DC;1,0
2689980381;235;1;1;32;2;c7c4wwva2u1vb3rr7rwava044;1;60,5;68,1;2024-05-19T23:50:24.567Z;2024-05-19T23:50:26Z;[{'id': 5043989399, 'qualifierId': 141, 'value': '70.6'}, {'id': 5043989403, 'qualifierId': 213, 'value': '3.01'}, {'id': 5043989401, 'qualifierId': 212, 'value': '12.6'}, {'id': 5043989395, 'qualifierId': 56, 'value': 'Back'}, {'id': 5043989397, 'qualifierId': 140, 'value': '48.6'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;cw2m60tca4b8gxp2sr2r0lwyc;Pass;;;;;;;;;;70,6;;3,01;48,6;;12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;48,6;70,6;;;;;;;;0;32;2;Carolina Core;1922;MC;1,0
