id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_Involved;value_TeamFormation;value_Captain;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_DirectionOfPlay;value_PassEndX;value_Length;value_Angle;value_Zone;value_PassEndY;value_KickOff;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_TouchTypeControl;value_Defensive;value_TakeOnSpace;value_IntentionalAssist;value_Assist;value_Assisted;value_BoxCentre;value_LowCentre;value_GoalmouthZ;value_GoalmouthY;value_LeftFooted;value_RegularPlay;value_RelatedEventId;value_FirstTouch;value_BlockedX;value_BlockedY;value_Collected;value_Hands;value_MediumGkIntervention;value_Stooping;value_KeeperThrow;value_OverArm;value_TakeOnOvertake;value_IntendedTackleTarget;value_DeletedEventType;value_TouchTypeClearance;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_HeadPass;value_OutOfPlay;value_DangerousPlay;value_Indirect;value_Chipped;value_InSwinger;value_FreeKickTaken;value_Cross;value_Head;value_InjuredPlayerId;value_Injury;value_NextEventGoalKick;value_GoalKick;value_Low;value_LayOff;value_TouchTypePass;value_AttemptedTackle;value_Foul;value_Direct;value_RightFooted;value_OutSwinger;value_Blocked;value_GkX;value_OutOfBoxCentre;value_IndividualPlay;value_GkY;value_DefBlock;value_NotVisible;value_SwitchOfPlay;value_DrivenCross;value_Straight;value_LastLine;value_FlickOn;value_LowGkIntervention;value_BoxRight;value_BoxDeepLeft;value_HighCentre;value_Standing;value_HighGkIntervention;value_ParriedDanger;value_Left;value_CornerTaken;value_FromCorner;value_Reaching;value_Fingertip;value_Right;value_NotAssisted;value_Diving;value_ParriedSafe;value_SwerveRight;value_HighLeft;value_1On1;value_BigChance;value_Defensive1V1;value_SmallBoxCentre;value_SetPiece;value_Shove/Push;value_PlayersCaughtOffside;value_Deflection;value_HighRight;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_ShirtPull/Holding;value_SmallBoxRight;value_OtherBodyPart;value_Minutes;value_Handball;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_GkStart;value_HighClaim;value_BlockedCross;value_OtherObstacle;value_ThroughBall;value_TacticalFoul;value_YellowCard;value_SixYardBlocked;value_Overrun;value_FastBreak;value_SwerveLeft;value_High;value_LeadingToAttempt;value_RelatedError1Id;value_NotPastGoalLine;value_LowLeft;value_BoxLeft;value_TempShotOn;value_OverhitCross;value_AerialFoul;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698762039;62;7;1;5;44;csntc7hucmo21gknxc5y0kc4q;1;78,0;4,2;2024-06-30T22:10:22.391Z;2024-07-03T06:42:25Z;[{'id': 5092257679, 'qualifierId': 233, 'value': '55'}, {'id': 5092257667, 'qualifierId': 286}, {'id': 5093728645, 'qualifierId': 384}, {'id': 5092257665, 'qualifierId': 56, 'value': 'Right'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;dq1h18kkxtvk8yfd7h53ll6ok;Tackle;;;;;;;;;;;;;;;;;;55,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;5;44;Cincinnati II;344;DR;1,0
2698762043;63;4;1;5;48;csntc7hucmo21gknxc5y0kc4q;1;80,9;5,6;2024-06-30T22:10:25.669Z;2024-06-30T22:10:28Z;[{'id': 5092257705, 'qualifierId': 265}, {'id': 5092257723, 'qualifierId': 233, 'value': '56'}, {'id': 5092257707, 'qualifierId': 286}, {'id': 5092257699, 'qualifierId': 13}, {'id': 5092257701, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092257703, 'qualifierId': 152}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;dq1h18kkxtvk8yfd7h53ll6ok;Foul;;;;;;;;;;;;;;;;;;56,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;5;48;Cincinnati II;348;FWR;1,0
2698762033;56;4;1;5;48;bd0378yx50xpdcgwkt9p9bmz8;0;19,1;94,4;2024-06-30T22:10:25.670Z;2024-06-30T22:10:28Z;[{'id': 5092257637, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092257639, 'qualifierId': 152}, {'id': 5092257641, 'qualifierId': 265}, {'id': 5092257643, 'qualifierId': 285}, {'id': 5092257635, 'qualifierId': 13}, {'id': 5092257729, 'qualifierId': 233, 'value': '63'}];8za8xvdiyduedk2i99bdqv4es;J. Machado;;;dq1h18kkxtvk8yfd7h53ll6ok;Foul;;;;;;;;;;;;;;;;;;63,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;5;48;New England II;348;DC;1,0
2698762257;64;1;1;6;28;csntc7hucmo21gknxc5y0kc4q;0;76,4;6,1;2024-06-30T22:11:05.663Z;2024-07-03T06:43:12Z;[{'id': 5092258775, 'qualifierId': 152}, {'id': 5092258769, 'qualifierId': 2}, {'id': 5092258781, 'qualifierId': 141, 'value': '44.2'}, {'id': 5092258783, 'qualifierId': 212, 'value': '30.2'}, {'id': 5092258779, 'qualifierId': 140, 'value': '91.2'}, {'id': 5092258777, 'qualifierId': 56, 'value': 'Center'}, {'id': 5093728709, 'qualifierId': 20}, {'id': 5093728707, 'qualifierId': 224}, {'id': 5092258785, 'qualifierId': 213, 'value': '1.03'}, {'id': 5092258771, 'qualifierId': 5}, {'id': 5092258773, 'qualifierId': 155}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;91,2;30,2;1,03;;44,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;1,0;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;91,2;44,2;;;;;;;0;0;6;28;Cincinnati II;388;MC;1,0
2698762267;57;12;1;6;29;bd0378yx50xpdcgwkt9p9bmz8;1;7,7;53,9;2024-06-30T22:11:07.337Z;2024-07-03T06:43:16Z;[{'id': 5092258845, 'qualifierId': 141, 'value': '58.4'}, {'id': 5092258871, 'qualifierId': 15}, {'id': 5092258841, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092258843, 'qualifierId': 140, 'value': '31.0'}, {'id': 5092258849, 'qualifierId': 213, 'value': '0.12'}, {'id': 5092258847, 'qualifierId': 212, 'value': '24.7'}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;dq1h18kkxtvk8yfd7h53ll6ok;Clearance;;;;;;;;;;31,0;24,7;0,12;;58,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;31,0;58,4;;;;;;;0;0;6;29;New England II;389;DMR;1,0
2698762299;65;1;1;6;33;csntc7hucmo21gknxc5y0kc4q;1;72,0;38,0;2024-06-30T22:11:10.575Z;2024-06-30T22:11:14Z;[{'id': 5092258993, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092258995, 'qualifierId': 140, 'value': '65.4'}, {'id': 5092258997, 'qualifierId': 141, 'value': '51.5'}, {'id': 5092258999, 'qualifierId': 212, 'value': '11.5'}, {'id': 5092259001, 'qualifierId': 213, 'value': '2.22'}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;65,4;11,5;2,22;;51,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;65,4;51,5;;;;;;;0;0;6;33;Cincinnati II;393;MC;1,0
2698762313;66;1;1;6;36;csntc7hucmo21gknxc5y0kc4q;1;64,1;42,4;2024-06-30T22:11:14.379Z;2024-06-30T22:11:17Z;[{'id': 5092259063, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259067, 'qualifierId': 141, 'value': '16.8'}, {'id': 5092259069, 'qualifierId': 212, 'value': '17.6'}, {'id': 5092259065, 'qualifierId': 140, 'value': '66.5'}, {'id': 5092259071, 'qualifierId': 213, 'value': '4.86'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;66,5;17,6;4,86;;16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;66,5;16,8;;;;;;;0;0;6;36;Cincinnati II;396;DR;1,0
2698762319;67;1;1;6;39;csntc7hucmo21gknxc5y0kc4q;1;67,5;13,8;2024-06-30T22:11:17.031Z;2024-06-30T22:11:18Z;[{'id': 5092259101, 'qualifierId': 213, 'value': '6.00'}, {'id': 5092259095, 'qualifierId': 140, 'value': '78.6'}, {'id': 5092259097, 'qualifierId': 141, 'value': '8.8'}, {'id': 5092259099, 'qualifierId': 212, 'value': '12.1'}, {'id': 5092259093, 'qualifierId': 56, 'value': 'Right'}];c1z6mxuhvuegd4c5b3hau93ze;M. Al-Hasnawi;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;78,6;12,1;6,0;;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;78,6;8,8;;;;;;;0;0;6;39;Cincinnati II;399;DC;1,0
2698762343;68;1;1;6;40;csntc7hucmo21gknxc5y0kc4q;1;78,6;8,8;2024-06-30T22:11:18.060Z;2024-06-30T22:11:21Z;[{'id': 5092259225, 'qualifierId': 212, 'value': '12.8'}, {'id': 5092259227, 'qualifierId': 213, 'value': '2.93'}, {'id': 5092259219, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259223, 'qualifierId': 141, 'value': '12.8'}, {'id': 5092259221, 'qualifierId': 140, 'value': '66.7'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;66,7;12,8;2,93;;12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;66,7;12,8;;;;;;;0;0;6;40;Cincinnati II;400;MC;1,0
2698762359;69;1;1;6;43;csntc7hucmo21gknxc5y0kc4q;1;68,3;11,3;2024-06-30T22:11:21.503Z;2024-06-30T22:11:25Z;[{'id': 5092259285, 'qualifierId': 212, 'value': '2.1'}, {'id': 5092259279, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259287, 'qualifierId': 213, 'value': '5.31'}, {'id': 5092259283, 'qualifierId': 141, 'value': '8.8'}, {'id': 5092259281, 'qualifierId': 140, 'value': '69.4'}];c1z6mxuhvuegd4c5b3hau93ze;M. Al-Hasnawi;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;69,4;2,1;5,31;;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;69,4;8,8;;;;;;;0;0;6;43;Cincinnati II;403;DC;1,0
2698762363;70;1;1;6;47;csntc7hucmo21gknxc5y0kc4q;1;68,0;8,3;2024-06-30T22:11:24.943Z;2024-06-30T22:11:26Z;[{'id': 5092259329, 'qualifierId': 141, 'value': '17.4'}, {'id': 5092259327, 'qualifierId': 140, 'value': '69.2'}, {'id': 5092259333, 'qualifierId': 213, 'value': '1.37'}, {'id': 5092259331, 'qualifierId': 212, 'value': '6.3'}, {'id': 5092259325, 'qualifierId': 56, 'value': 'Right'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;69,2;6,3;1,37;;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;69,2;17,4;;;;;;;0;0;6;47;Cincinnati II;407;MC;1,0
2698762369;71;1;1;6;49;csntc7hucmo21gknxc5y0kc4q;1;69,2;17,4;2024-06-30T22:11:26.751Z;2024-06-30T22:11:27Z;[{'id': 5092259367, 'qualifierId': 212, 'value': '8.7'}, {'id': 5092259365, 'qualifierId': 141, 'value': '5.8'}, {'id': 5092259369, 'qualifierId': 213, 'value': '5.15'}, {'id': 5092259361, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259363, 'qualifierId': 140, 'value': '72.7'}];5e00w1rqym73habcl01wm7jtg;O. Escobar;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;72,7;8,7;5,15;;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;72,7;5,8;;;;;;;0;0;6;49;Cincinnati II;409;MC;1,0
2698762379;72;1;1;6;50;csntc7hucmo21gknxc5y0kc4q;1;72,7;5,8;2024-06-30T22:11:27.571Z;2024-07-03T06:43:46Z;[{'id': 5092259417, 'qualifierId': 140, 'value': '58.8'}, {'id': 5092259423, 'qualifierId': 213, 'value': '2.64'}, {'id': 5092259415, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259421, 'qualifierId': 212, 'value': '16.7'}, {'id': 5092259419, 'qualifierId': 141, 'value': '17.6'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;58,8;16,7;2,64;;17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;58,8;17,6;;;;;;;0;0;6;50;Cincinnati II;410;DR;1,0
2698762391;73;1;1;6;51;csntc7hucmo21gknxc5y0kc4q;1;58,7;17,7;2024-06-30T22:11:29.227Z;2024-06-30T22:11:32Z;[{'id': 5092259485, 'qualifierId': 213, 'value': '1.39'}, {'id': 5092259479, 'qualifierId': 140, 'value': '60.3'}, {'id': 5092259477, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092259481, 'qualifierId': 141, 'value': '31.2'}, {'id': 5092259483, 'qualifierId': 212, 'value': '9.3'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;60,3;9,3;1,39;;31,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;60,3;31,2;;;;;;;0;0;6;51;Cincinnati II;411;MC;1,0
2698762405;74;1;1;6;54;csntc7hucmo21gknxc5y0kc4q;1;64,0;21,0;2024-06-30T22:11:32.111Z;2024-06-30T22:11:34Z;[{'id': 5092259543, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259551, 'qualifierId': 213, 'value': '5.55'}, {'id': 5092259549, 'qualifierId': 212, 'value': '17.2'}, {'id': 5092259547, 'qualifierId': 141, 'value': '4.1'}, {'id': 5092259545, 'qualifierId': 140, 'value': '76.2'}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;76,2;17,2;5,55;;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;76,2;4,1;;;;;;;0;0;6;54;Cincinnati II;414;MC;1,0
2698762429;75;1;1;6;56;csntc7hucmo21gknxc5y0kc4q;1;76,2;4,1;2024-06-30T22:11:34.399Z;2024-06-30T22:11:39Z;[{'id': 5092259657, 'qualifierId': 213, 'value': '0.25'}, {'id': 5092259655, 'qualifierId': 212, 'value': '23.8'}, {'id': 5092259649, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259651, 'qualifierId': 140, 'value': '98.2'}, {'id': 5092259653, 'qualifierId': 141, 'value': '12.8'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;98,2;23,8;0,25;;12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;98,2;12,8;;;;;;;0;0;6;56;Cincinnati II;416;FWR;1,0
2698762439;76;1;1;7;1;csntc7hucmo21gknxc5y0kc4q;1;95,5;9,4;2024-06-30T22:11:39.339Z;2024-06-30T22:12:10Z;[{'id': 5092259705, 'qualifierId': 212, 'value': '8.3'}, {'id': 5092259707, 'qualifierId': 213, 'value': '3.44'}, {'id': 5092259699, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259703, 'qualifierId': 141, 'value': '5.8'}, {'id': 5092259701, 'qualifierId': 140, 'value': '87.9'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;87,9;8,3;3,44;;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;87,9;5,8;;;;;;;0;0;7;1;Cincinnati II;421;FW;1,0
2698762449;77;1;1;7;3;csntc7hucmo21gknxc5y0kc4q;1;87,3;5,8;2024-06-30T22:11:41.056Z;2024-06-30T22:11:43Z;[{'id': 5092259739, 'qualifierId': 140, 'value': '72.6'}, {'id': 5092259745, 'qualifierId': 213, 'value': '2.95'}, {'id': 5092259737, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259741, 'qualifierId': 141, 'value': '10.3'}, {'id': 5092259743, 'qualifierId': 212, 'value': '15.7'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;72,6;15,7;2,95;;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;72,6;10,3;;;;;;;0;0;7;3;Cincinnati II;423;DR;1,0
2698762453;78;1;1;7;5;csntc7hucmo21gknxc5y0kc4q;0;68,9;9,5;2024-06-30T22:11:43.104Z;2024-06-30T22:11:43Z;[{'id': 5092259775, 'qualifierId': 213, 'value': '6.03'}, {'id': 5092259767, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259769, 'qualifierId': 140, 'value': '79.7'}, {'id': 5092259773, 'qualifierId': 212, 'value': '11.7'}, {'id': 5092259771, 'qualifierId': 141, 'value': '5.2'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;79,7;11,7;6,03;;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;79,7;5,2;;;;;;;0;0;7;5;Cincinnati II;425;MC;1,0
2698762455;58;8;1;7;6;bd0378yx50xpdcgwkt9p9bmz8;1;23,0;91,8;2024-06-30T22:11:44.456Z;2024-07-03T06:44:24Z;[{'id': 5092259779, 'qualifierId': 56, 'value': 'Back'}, {'id': 5093728813, 'qualifierId': 383}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;dq1h18kkxtvk8yfd7h53ll6ok;Interception;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;7;6;New England II;426;DML;1,0
2698762459;59;49;1;7;7;bd0378yx50xpdcgwkt9p9bmz8;1;24,4;93,4;2024-06-30T22:11:45.016Z;2024-06-30T22:11:45Z;[];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;dq1h18kkxtvk8yfd7h53ll6ok;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;7;7;New England II;427;DML;1,0
2698762479;60;3;1;7;8;bd0378yx50xpdcgwkt9p9bmz8;1;29,2;94,9;2024-06-30T22:11:45.544Z;2024-07-03T06:44:35Z;[{'id': 5092259911, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092259913, 'qualifierId': 285}, {'id': 5092259915, 'qualifierId': 233, 'value': '79'}, {'id': 5093728831, 'qualifierId': 465}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;dq1h18kkxtvk8yfd7h53ll6ok;Take On;;;;;;;;;;;;;;;;;;79,0;;;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;7;8;New England II;428;DML;1,0
2698762475;79;45;1;7;8;csntc7hucmo21gknxc5y0kc4q;0;70,8;5,1;2024-06-30T22:11:45.544Z;2024-06-30T22:11:53Z;[{'id': 5092259885, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092259887, 'qualifierId': 286}, {'id': 5092259935, 'qualifierId': 233, 'value': '60'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;dq1h18kkxtvk8yfd7h53ll6ok;Challenge;;;;;;;;;;;;;;;;;;60,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;7;8;Cincinnati II;428;MC;1,0
2698762489;61;1;1;7;14;bd0378yx50xpdcgwkt9p9bmz8;1;76,6;68,4;2024-06-30T22:11:52.233Z;2024-06-30T22:13:39Z;[{'id': 5092259979, 'qualifierId': 212, 'value': '20.1'}, {'id': 5092259977, 'qualifierId': 141, 'value': '39.1'}, {'id': 5092259973, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092259975, 'qualifierId': 140, 'value': '74.0'}, {'id': 5092263215, 'qualifierId': 210, 'value': '15'}, {'id': 5092259981, 'qualifierId': 213, 'value': '4.58'}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;1,0;;dq1h18kkxtvk8yfd7h53ll6ok;Pass;;;;;;;;;;74,0;20,1;4,58;;39,1;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;74,0;39,1;;;;;;;0;0;7;14;New England II;434;DML;1,0
