id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_Resume;value_TeamKit;value_JerseyNumber;value_Captain;value_DirectionOfPlay;value_Zone;value_PassEndX;value_Length;value_PassEndY;value_KickOff;value_Angle;value_IntendedTackleTarget;value_DeletedEventType;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_OutOfPlay;value_LayOff;value_Launch;value_LongBall;value_HeadPass;value_ShirtPull/Holding;value_Direct;value_Offensive;value_Foul;value_Defensive;value_FreeKickTaken;value_Chipped;value_OutSwinger;value_LeftFooted;value_Cross;value_Head;value_BlockedPass;value_TakeOnOvertake;value_GoalShotGameClock;value_GkYTimeOfGoal;value_BoxLeft;value_GkY;value_GkX;value_GoalmouthZ;value_IndividualPlay;value_NotAssisted;value_GkXTimeOfGoal;value_LowRight;value_FollowsADribble;value_GoalmouthY;value_GoalShotTimestamp;value_RegularPlay;value_TouchTypePass;value_Straight;value_RightFooted;value_DrivenCross;value_Shove/Push;value_InSwinger;value_TouchTypeClearance;value_FlickOn;value_NextEventGoalKick;value_High;value_GoalKick;value_Assist;value_IntentionalAssist;value_BoxRight;value_Assisted;value_RelatedEventId;value_Left;value_Right;value_NotVisible;value_CornerTaken;value_MediumGkIntervention;value_KeeperThrow;value_ThroughBall;value_LowGkIntervention;value_BlockedY;value_HighLeft;value_BlockedX;value_Hands;value_Standing;value_Collected;value_AttemptedTackle;value_BoxCentre;value_FirstTouch;value_SetPiece;value_HighGkIntervention;value_ParriedSafe;value_Reaching;value_CloseHigh;value_BigChance;value_SwitchOfPlay;value_TouchTypeControl;value_LowLeft;value_Diving;value_ParriedDanger;value_TakeOnSpace;value_Blocked;value_OutOfBoxCentre;value_DefBlock;value_CloseLeft;value_Low;value_OverArm;value_FastBreak;value_HighRight;value_Overrun;value_PlayersCaughtOffside;value_Indirect;value_RecklessOffence;value_YellowCard;value_BlockedCross;value_LowCentre;value_FromCorner;value_Minutes;value_SixYardBlocked;value_SmallBoxLeft;value_SavedOffLine;value_LastLine;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_PullBack;value_OverhitCross;value_ThrowInSetPiece;value_Volley;value_FloatedCross;value_IncorrectOutOfPlayDecision;value_Stooping;value_Feet;value_GkKickFromHands;value_CloseLeftAndHigh;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2723882057;128;1;1;12;46;5icuo8utnztpsd9l03gdd68dl;1;29,2;41,8;2024-09-21T23:17:29.823Z;2024-09-21T23:17:32Z;[{'id': 5230492585, 'qualifierId': 141, 'value': '66.3'}, {'id': 5230492583, 'qualifierId': 140, 'value': '41.2'}, {'id': 5230492587, 'qualifierId': 212, 'value': '20.9'}, {'id': 5230492589, 'qualifierId': 213, 'value': '0.92'}, {'id': 5230492581, 'qualifierId': 56, 'value': 'Back'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;41,2;20,9;66,3;;0,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;41,2;66,3;;;;;;;0;0;12;46;Vancouver Whitecaps II;766;DL;1,0
2723882063;129;1;1;12;48;5icuo8utnztpsd9l03gdd68dl;0;41,6;66,3;2024-09-21T23:17:32.208Z;2024-09-21T23:17:33Z;[{'id': 5230492661, 'qualifierId': 236}, {'id': 5230492601, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230492667, 'qualifierId': 286}, {'id': 5230492609, 'qualifierId': 213, 'value': '4.28'}, {'id': 5230492605, 'qualifierId': 141, 'value': '63.6'}, {'id': 5230492607, 'qualifierId': 212, 'value': '2.0'}, {'id': 5230492663, 'qualifierId': 233, 'value': '108'}, {'id': 5230492603, 'qualifierId': 140, 'value': '40.8'}];s9a51dj3nkad2e53b2jbgl5g;S. Gomez;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;40,8;2,0;63,6;;4,28;;;;108,0;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;40,8;63,6;;;;;;;0;0;12;48;Vancouver Whitecaps II;768;AML;1,0
2723882059;108;74;1;12;48;eo64tqkioegeb09iice2hf8bt;1;57,5;39,7;2024-09-21T23:17:32.209Z;2024-09-21T23:17:33Z;[{'id': 5230492671, 'qualifierId': 233, 'value': '129'}, {'id': 5230492595, 'qualifierId': 285}, {'id': 5230492593, 'qualifierId': 56, 'value': 'Center'}];9b02cix263jvavj538nkj3m6s;L. Mackenzie;;;9kzo0d3c8xpjxdluxhiqlvro;Blocked Pass;;;;;;;;;;;;;;;;;;;129,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;12;48;Tacoma Defiance;768;MC;1,0
2723882083;109;43;1;12;50;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-09-21T23:17:34.579Z;2024-09-25T06:41:15Z;[{'id': 5240153841, 'qualifierId': 144, 'value': '49'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;9kzo0d3c8xpjxdluxhiqlvro;Deleted event;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;12;50;Tacoma Defiance;770;DR;1,0
2723882101;110;1;1;12;51;eo64tqkioegeb09iice2hf8bt;1;49,6;25,9;2024-09-21T23:17:34.915Z;2024-09-21T23:17:37Z;[{'id': 5230492835, 'qualifierId': 141, 'value': '12.7'}, {'id': 5230492837, 'qualifierId': 212, 'value': '17.6'}, {'id': 5230492833, 'qualifierId': 140, 'value': '64.0'}, {'id': 5230492839, 'qualifierId': 213, 'value': '5.75'}, {'id': 5230492831, 'qualifierId': 56, 'value': 'Right'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;64,0;17,6;12,7;;5,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;64,0;12,7;;;;;;;0;0;12;51;Tacoma Defiance;771;DR;1,0
2723882115;111;1;1;12;53;eo64tqkioegeb09iice2hf8bt;1;64,2;11,4;2024-09-21T23:17:37.107Z;2024-09-21T23:17:38Z;[{'id': 5230492897, 'qualifierId': 140, 'value': '62.6'}, {'id': 5230492895, 'qualifierId': 56, 'value': 'Center'}, {'id': 5230492905, 'qualifierId': 213, 'value': '1.74'}, {'id': 5230492899, 'qualifierId': 141, 'value': '25.6'}, {'id': 5230492903, 'qualifierId': 212, 'value': '9.8'}];bh7fb8v7o5wynmapdhlth594a;A. Coupland;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;62,6;9,8;25,6;;1,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;62,6;25,6;;;;;;;0;0;12;53;Tacoma Defiance;773;MR;1,0
2723882119;112;1;1;12;54;eo64tqkioegeb09iice2hf8bt;0;61,7;25,0;2024-09-21T23:17:38.451Z;2024-09-25T06:42:17Z;[{'id': 5230492933, 'qualifierId': 213, 'value': '4.67'}, {'id': 5230492931, 'qualifierId': 212, 'value': '18.4'}, {'id': 5230492929, 'qualifierId': 141, 'value': '0.0'}, {'id': 5230492925, 'qualifierId': 56, 'value': 'Right'}, {'id': 5230492927, 'qualifierId': 140, 'value': '60.9'}];9b02cix263jvavj538nkj3m6s;L. Mackenzie;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;60,9;18,4;0,0;;4,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;60,9;0,0;;;;;;;0;0;12;54;Tacoma Defiance;774;MC;1,0
2723882125;113;5;1;12;55;eo64tqkioegeb09iice2hf8bt;0;60,5;-1,8;2024-09-21T23:17:39.006Z;2024-09-22T00:05:07Z;[{'id': 5230492955, 'qualifierId': 56, 'value': 'Right'}, {'id': 5230492957, 'qualifierId': 347}, {'id': 5230493325, 'qualifierId': 233, 'value': '130'}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;;9kzo0d3c8xpjxdluxhiqlvro;Out;;;;;;;;;;;;;;;;;;1,0;130,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;12;55;Tacoma Defiance;775;MC;1,0
2723882187;130;5;1;12;55;5icuo8utnztpsd9l03gdd68dl;1;39,5;101,8;2024-09-21T23:17:39.006Z;2024-09-22T00:05:07Z;[{'id': 5230493277, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230493279, 'qualifierId': 347}, {'id': 5230493301, 'qualifierId': 233, 'value': '113'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;9kzo0d3c8xpjxdluxhiqlvro;Out;;;;;;;;;;;;;;;;;;1,0;113,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;12;55;Vancouver Whitecaps II;775;DC;1,0
2723882215;131;1;1;13;2;5icuo8utnztpsd9l03gdd68dl;1;40,1;100,0;2024-09-21T23:17:46.560Z;2024-09-21T23:17:51Z;[{'id': 5230493485, 'qualifierId': 140, 'value': '22.7'}, {'id': 5230493487, 'qualifierId': 141, 'value': '86.8'}, {'id': 5230493489, 'qualifierId': 212, 'value': '20.9'}, {'id': 5230493479, 'qualifierId': 107}, {'id': 5230493481, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230493491, 'qualifierId': 213, 'value': '3.65'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;22,7;20,9;86,8;;3,65;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;22,7;86,8;;;;;;;0;0;13;2;Vancouver Whitecaps II;782;DC;1,0
2723882249;132;1;1;13;7;5icuo8utnztpsd9l03gdd68dl;1;24,0;83,5;2024-09-21T23:17:51.055Z;2024-09-21T23:17:54Z;[{'id': 5230493653, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230493657, 'qualifierId': 141, 'value': '71.1'}, {'id': 5230493661, 'qualifierId': 213, 'value': '4.61'}, {'id': 5230493655, 'qualifierId': 140, 'value': '23.2'}, {'id': 5230493659, 'qualifierId': 212, 'value': '8.5'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;23,2;8,5;71,1;;4,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;23,2;71,1;;;;;;;0;0;13;7;Vancouver Whitecaps II;787;DC;1,0
2723882291;133;1;1;13;10;5icuo8utnztpsd9l03gdd68dl;1;21,7;67,3;2024-09-21T23:17:53.936Z;2024-09-21T23:17:58Z;[{'id': 5230493867, 'qualifierId': 140, 'value': '24.7'}, {'id': 5230493865, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230493873, 'qualifierId': 213, 'value': '4.84'}, {'id': 5230493869, 'qualifierId': 141, 'value': '31.8'}, {'id': 5230493871, 'qualifierId': 212, 'value': '24.3'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;24,7;24,3;31,8;;4,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;24,7;31,8;;;;;;;0;0;13;10;Vancouver Whitecaps II;790;MC;1,0
2723882299;134;1;1;13;14;5icuo8utnztpsd9l03gdd68dl;1;30,4;24,0;2024-09-21T23:17:58.064Z;2024-09-21T23:18:00Z;[{'id': 5230493931, 'qualifierId': 141, 'value': '42.1'}, {'id': 5230493935, 'qualifierId': 213, 'value': '1.87'}, {'id': 5230493929, 'qualifierId': 140, 'value': '26.8'}, {'id': 5230493927, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230493933, 'qualifierId': 212, 'value': '12.9'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;26,8;12,9;42,1;;1,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;26,8;42,1;;;;;;;0;0;13;14;Vancouver Whitecaps II;794;DL;1,0
2723882303;135;1;1;13;16;5icuo8utnztpsd9l03gdd68dl;1;27,0;42,5;2024-09-21T23:17:59.983Z;2024-09-21T23:18:01Z;[{'id': 5230493963, 'qualifierId': 140, 'value': '34.1'}, {'id': 5230493971, 'qualifierId': 212, 'value': '7.5'}, {'id': 5230493959, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230493967, 'qualifierId': 141, 'value': '41.9'}, {'id': 5230493975, 'qualifierId': 213, 'value': '6.23'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;34,1;7,5;41,9;;6,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;34,1;41,9;;;;;;;0;0;13;16;Vancouver Whitecaps II;796;MC;1,0
2723882321;136;1;1;13;17;5icuo8utnztpsd9l03gdd68dl;1;34,1;41,9;2024-09-21T23:18:00.881Z;2024-09-21T23:18:02Z;[{'id': 5230494089, 'qualifierId': 141, 'value': '60.2'}, {'id': 5230494093, 'qualifierId': 213, 'value': '1.42'}, {'id': 5230494085, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230494087, 'qualifierId': 140, 'value': '35.9'}, {'id': 5230494091, 'qualifierId': 212, 'value': '12.6'}];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;35,9;12,6;60,2;;1,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;35,9;60,2;;;;;;;0;0;13;17;Vancouver Whitecaps II;797;AMC;1,0
2723882339;137;1;1;13;18;5icuo8utnztpsd9l03gdd68dl;1;36,1;62,7;2024-09-21T23:18:02.480Z;2024-09-21T23:18:04Z;[{'id': 5230494167, 'qualifierId': 140, 'value': '29.7'}, {'id': 5230494165, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230494169, 'qualifierId': 141, 'value': '72.7'}, {'id': 5230494173, 'qualifierId': 213, 'value': '2.35'}, {'id': 5230494171, 'qualifierId': 212, 'value': '9.6'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;29,7;9,6;72,7;;2,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;29,7;72,7;;;;;;;0;0;13;18;Vancouver Whitecaps II;798;MC;1,0
2723882405;138;1;1;13;21;5icuo8utnztpsd9l03gdd68dl;1;30,0;73,3;2024-09-21T23:18:04.752Z;2024-09-21T23:18:12Z;[{'id': 5230494505, 'qualifierId': 141, 'value': '96.8'}, {'id': 5230494507, 'qualifierId': 212, 'value': '21.2'}, {'id': 5230494503, 'qualifierId': 140, 'value': '43.2'}, {'id': 5230494509, 'qualifierId': 213, 'value': '0.86'}, {'id': 5230494501, 'qualifierId': 56, 'value': 'Back'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;43,2;21,2;96,8;;0,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;43,2;96,8;;;;;;;0;0;13;21;Vancouver Whitecaps II;801;DC;1,0
2723882439;139;1;1;13;28;5icuo8utnztpsd9l03gdd68dl;1;40,5;88,6;2024-09-21T23:18:11.919Z;2024-09-21T23:18:15Z;[{'id': 5230494691, 'qualifierId': 213, 'value': '4.23'}, {'id': 5230494687, 'qualifierId': 141, 'value': '65.5'}, {'id': 5230494683, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230494685, 'qualifierId': 140, 'value': '32.6'}, {'id': 5230494689, 'qualifierId': 212, 'value': '17.8'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;32,6;17,8;65,5;;4,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;32,6;65,5;;;;;;;0;0;13;28;Vancouver Whitecaps II;808;DC;1,0
2723882469;140;1;1;13;31;5icuo8utnztpsd9l03gdd68dl;1;33,9;59,0;2024-09-21T23:18:15.296Z;2024-09-21T23:18:19Z;[{'id': 5230494841, 'qualifierId': 56, 'value': 'Right'}, {'id': 5230494851, 'qualifierId': 1}, {'id': 5230494849, 'qualifierId': 213, 'value': '5.55'}, {'id': 5230494839, 'qualifierId': 155}, {'id': 5230494847, 'qualifierId': 212, 'value': '51.9'}, {'id': 5230494843, 'qualifierId': 140, 'value': '70.7'}, {'id': 5230494845, 'qualifierId': 141, 'value': '8.0'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;70,7;51,9;8,0;;5,55;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;70,7;8,0;;;;;;;0;0;13;31;Vancouver Whitecaps II;811;MC;1,0
2723882509;141;1;1;13;35;5icuo8utnztpsd9l03gdd68dl;1;71,5;14,4;2024-09-21T23:18:19.231Z;2024-09-25T06:43:09Z;[{'id': 5230495137, 'qualifierId': 212, 'value': '31.0'}, {'id': 5230495135, 'qualifierId': 141, 'value': '49.3'}, {'id': 5240154657, 'qualifierId': 224}, {'id': 5230495131, 'qualifierId': 56, 'value': 'Center'}, {'id': 5230495861, 'qualifierId': 210, 'value': '13'}, {'id': 5230495127, 'qualifierId': 2}, {'id': 5230495139, 'qualifierId': 213, 'value': '0.87'}, {'id': 5240154659, 'qualifierId': 20}, {'id': 5230495133, 'qualifierId': 140, 'value': '90.5'}, {'id': 5230495863, 'qualifierId': 154}, {'id': 5230495129, 'qualifierId': 155}];7mnh4dln104xhunf6u9f2546i;C. Baker;1,0;;9kzo0d3c8xpjxdluxhiqlvro;Pass;;;;;;;;;;;90,5;31,0;49,3;;0,87;;;;;;;;;;;;;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;13,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;90,5;49,3;;;;;;;0;0;13;35;Vancouver Whitecaps II;815;DR;1,0
2723882511;142;13;1;13;38;5icuo8utnztpsd9l03gdd68dl;1;89,9;48,5;2024-09-21T23:18:21.895Z;2024-09-25T06:43:42Z;[{'id': 5230495881, 'qualifierId': 103, 'value': '56.9'}, {'id': 5230495153, 'qualifierId': 56, 'value': 'Center'}, {'id': 5230495873, 'qualifierId': 154}, {'id': 5230495351, 'qualifierId': 72}, {'id': 5230495869, 'qualifierId': 85}, {'id': 5230495899, 'qualifierId': 230, 'value': '98.9'}, {'id': 5230495879, 'qualifierId': 102, 'value': '45.7'}, {'id': 5230495903, 'qualifierId': 231, 'value': '49.8'}, {'id': 5230495149, 'qualifierId': 22}, {'id': 5230495871, 'qualifierId': 29}, {'id': 5230495891, 'qualifierId': 328}, {'id': 5230495883, 'qualifierId': 214}, {'id': 5230495875, 'qualifierId': 55, 'value': '141'}, {'id': 5230495151, 'qualifierId': 17}];9fbj8njpn0q6j87le4rnafjf8;Y. Tsukanome;;;9kzo0d3c8xpjxdluxhiqlvro;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;49,8;98,9;56,9;;;;;;45,7;;1,0;;;;;;;;;;;;;1,0;;1,0;141,0;;;;;;;;;;;;;;;;1,0;1,0;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;45,7;56.9;141,0;7mnh4dln104xhunf6u9f2546i;0;0;13;38;Vancouver Whitecaps II;818;FW;1,0
2723882765;114;5;1;13;39;eo64tqkioegeb09iice2hf8bt;1;-1,4;53,0;2024-09-21T23:18:22.883Z;2024-09-22T00:05:07Z;[{'id': 5230496475, 'qualifierId': 346}, {'id': 5230496473, 'qualifierId': 56, 'value': 'Back'}, {'id': 5230496507, 'qualifierId': 233, 'value': '143'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;9kzo0d3c8xpjxdluxhiqlvro;Out;;;;;;;;;;;;;;;;;;;143,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;13;39;Tacoma Defiance;819;DC;1,0
2723882519;143;5;1;13;39;5icuo8utnztpsd9l03gdd68dl;0;101,4;47,0;2024-09-21T23:18:22.883Z;2024-09-22T00:05:07Z;[{'id': 5230496515, 'qualifierId': 233, 'value': '114'}, {'id': 5230495199, 'qualifierId': 346}, {'id': 5230495197, 'qualifierId': 56, 'value': 'Center'}];9fbj8njpn0q6j87le4rnafjf8;Y. Tsukanome;;;9kzo0d3c8xpjxdluxhiqlvro;Out;;;;;;;;;;;;;;;;;;;114,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;13;39;Vancouver Whitecaps II;819;FW;1,0
