id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Resume;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_TeamFormation;value_TeamKit;value_Involved;value_Captain;value_DirectionOfPlay;value_Angle;value_KickOff;value_PassEndY;value_Length;value_PassEndX;value_Zone;value_Chipped;value_LongBall;value_Offensive;value_TakeOnOvertake;value_OppositeRelatedEventId;value_Defensive;value_TouchTypeClearance;value_OutOfPlay;value_Left;value_Right;value_IntentionalAssist;value_CornerTaken;value_Assist;value_RightFooted;value_OutSwinger;value_FromCorner;value_Cross;value_LowCentre;value_BoxCentre;value_GkYTimeOfGoal;value_GkX;value_Assisted;value_FirstTouch;value_GkXTimeOfGoal;value_GoalmouthY;value_RelatedEventId;value_GoalShotGameClock;value_GoalShotTimestamp;value_GoalmouthZ;value_Head;value_GkY;value_Launch;value_HeadPass;value_FlickOn;value_Foul;value_Shove/Push;value_Direct;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_PlayersCaughtOffside;value_Indirect;value_NotVisible;value_IntendedTackleTarget;value_TakeOnSpace;value_TacticalFoul;value_YellowCard;value_SwerveRight;value_BlockedY;value_SetPiece;value_Volley;value_OutOfBoxCentre;value_HighLeft;value_BlockedX;value_Hands;value_Standing;value_HighGkIntervention;value_Collected;value_GkKickFromHands;value_TouchTypePass;value_TouchTypeControl;value_DeletedEventType;value_LayOff;value_Blocked;value_IndividualPlay;value_LeftFooted;value_RegularPlay;value_DefBlock;value_BlockedPass;value_PullBack;value_InSwinger;value_SwitchOfPlay;value_Straight;value_DrivenCross;value_HitWoodwork;value_HitBar;value_NextEventGoalKick;value_GoalKick;value_Low;value_HighClaim;value_KeeperThrow;value_OverhitCross;value_HighRight;value_CloseHigh;value_Injury;value_InjuredPlayerId;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_MediumGkIntervention;value_ShirtPull/Holding;value_LowGkIntervention;value_AttemptedTackle;value_RefereeDelay;value_DrinksBreak;value_AerialFoul;value_BigChance;value_CloseRight;value_RecklessOffence;value_FastBreak;value_FantasyAssistedBy;value_LowLeft;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistTeam;value_NotAssisted;value_Minutes;value_SecondYellow;value_Dissent;value_ParriedSafe;value_Diving;value_Simulation;value_EndType;value_Tactical;value_BoxLeft;value_Stooping;value_ParriedDanger;value_OtherBodyPart;value_LowRight;value_BoxDeepRight;value_OverArm;value_BlockedCross;value_BoxRight;value_High;value_FreeKick;value_Unchallenged;value_ThroughBall;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2714659759;1;34;16;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-08-28T22:41:45.432Z;2024-08-28T23:43:05Z;[{'id': 5180015509, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5180015499, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5180015501, 'qualifierId': 59, 'value': '98, 14, 22, 4, 20, 2, 12, 29, 15, 24, 10, 21, 17, 11, 99, 1, 68, 6, 13, 7'}, {'id': 5180015505, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5180015503, 'qualifierId': 130, 'value': '13'}, {'id': 5180096245, 'qualifierId': 197, 'value': '23613'}, {'id': 5180015497, 'qualifierId': 30, 'value': '9i2pmc50q29y560ojvik3sdg4, 3acyax22zfwdjw0cpgg4x7dre, 5zhvp39a530j8j03lsrtk8bv8, 2d9cw6dcm2wsgrr8mj5rt6zje, f0jwa1a61lxs31g47csjv7itw, 74x5zysb9qkyyxuha65102z56, f3uzkdl46t1mujsddhr5tg07o, clvcgt5ofonse0q96sppu7hg4, 8p0k65b4c26ssfk0zh43lme7e, 3jx1f1s8r150i6qo2juzooro4, 6oia90bi52zwmgdlvcvfnj1pm, 1j1ybmazykfh5nqs7egkcdxck, 4t078b0rnzmi8u83wzmdwze38, ami9xddgghvnly4mwtdj2tlyi, 6qu8uu28fk2dbbeymuu6yii38, 8qgdg40qe62yreujy7rueil0p, 1d3o1u737jwck27g5ql2pp3vt, 1y1nw8t5bj1r6dqie0v1i189g, 1nbbgew67td8zayaffvr1zcb8, ew25ktcp76pmryz5psl1ctlka'}, {'id': 5180015507, 'qualifierId': 194, 'value': '6oia90bi52zwmgdlvcvfnj1pm'}];;;;;eygmltjn2dhgn197w2ia3qhhw;Team set up;;;;;13,0;23613,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;0;0;Atlanta United II;0;;
2714660517;1;34;16;0;0;erwnez7ksfkns4dqmyr1fhbe;1;0,0;0,0;2024-08-28T22:44:02.063Z;2024-08-29T01:13:03Z;[{'id': 5180019637, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5180019629, 'qualifierId': 59, 'value': '42, 23, 75, 45, 21, 38, 55, 86, 43, 30, 41, 99, 62, 51, 95, 57, 36, 50'}, {'id': 5180019625, 'qualifierId': 30, 'value': 'f1e7n1pmjklbr35g7uuqdr78q, 216tgeofjnxr75ehcftkvxkpg, bjk2ns3xadow18v3tkvqqrkh6, 6ahu72g0u39bxbjiz7ggefai1, 8pzkxfe5txe71u08n67d8k1uy, 3lafo3mzfkp2kmf2fj8d6lnv8, 7y5v3oex0pnupaahm8arguluc, d5kcfgycj51y6aw82r38sl7o4, 5zeta56pml2qki1q095myhvys, 1b9b97pxox77ia41cilqqm4iy, astn4ytzoaav30ifi17s4dn8, eg5gobm8zylt21enud00dfnmy, ax2y5fvc4dzwn4qkxrfutapsk, a0wpfy3ac4q8lwyiwvlj6m590, 2iz7apzo49byqz0ws65h9d7v8, b56zx0iumlw5cpjctu307c74k, 3uzxhd8g0jnft5xcd59yztm95, f69xf0cdfn1qe63t5tr5in10'}, {'id': 5180019633, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5180019627, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5180083257, 'qualifierId': 197, 'value': '4451'}, {'id': 5180019631, 'qualifierId': 130, 'value': '8'}, {'id': 5180019635, 'qualifierId': 194, 'value': 'd5kcfgycj51y6aw82r38sl7o4'}];;;;;eygmltjn2dhgn197w2ia3qhhw;Team set up;;;;;8,0;4451,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;0;0;0;0;Carolina Core;0;;
2714671517;2;32;1;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-08-28T23:34:23.425Z;2024-09-09T04:50:48Z;[{'id': 5180084037, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;eygmltjn2dhgn197w2ia3qhhw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;0;0;Atlanta United II;0;;
2714671521;2;32;1;0;0;erwnez7ksfkns4dqmyr1fhbe;1;0,0;0,0;2024-08-28T23:34:23.425Z;2024-08-28T23:34:27Z;[{'id': 5180084041, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;eygmltjn2dhgn197w2ia3qhhw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;0;0;0;0;Carolina Core;0;;
2714671523;3;1;1;0;0;2nnef9tr9g7m2s6n873qif95g;1;50,1;50,3;2024-08-28T23:34:23.426Z;2024-08-29T00:32:05Z;[{'id': 5180084051, 'qualifierId': 213, 'value': '2.89'}, {'id': 5180084053, 'qualifierId': 279, 'value': 'S'}, {'id': 5180084047, 'qualifierId': 141, 'value': '56.8'}, {'id': 5180084049, 'qualifierId': 212, 'value': '17.7'}, {'id': 5180084045, 'qualifierId': 140, 'value': '33.8'}, {'id': 5180084043, 'qualifierId': 56, 'value': 'Back'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;eygmltjn2dhgn197w2ia3qhhw;Pass;;;;;;;;;;2,89;;56,8;17,7;33,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;33,8;56,8;;;;;;;0;0;0;0;Atlanta United II;0;FWL;1,0
2714687337;361;1;1;0;2;2nnef9tr9g7m2s6n873qif95g;1;34,8;56,3;2024-08-28T23:34:25.425Z;2024-08-29T00:32:29Z;[{'id': 5180175321, 'qualifierId': 213, 'value': '3.67'}, {'id': 5180175319, 'qualifierId': 212, 'value': '10.2'}, {'id': 5180175315, 'qualifierId': 140, 'value': '26.4'}, {'id': 5180175313, 'qualifierId': 56, 'value': 'Back'}, {'id': 5180175317, 'qualifierId': 141, 'value': '48.8'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;eygmltjn2dhgn197w2ia3qhhw;Pass;;;;;;;;;;3,67;;48,8;10,2;26,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;26,4;48,8;;;;;;;0;0;0;2;Atlanta United II;2;MC;1,0
2714671527;4;1;1;0;5;2nnef9tr9g7m2s6n873qif95g;1;28,1;52,0;2024-08-28T23:34:29.075Z;2024-08-29T00:33:03Z;[{'id': 5180084059, 'qualifierId': 140, 'value': '30.5'}, {'id': 5180084063, 'qualifierId': 212, 'value': '19.5'}, {'id': 5180084057, 'qualifierId': 56, 'value': 'Back'}, {'id': 5180084061, 'qualifierId': 141, 'value': '80.5'}, {'id': 5180084065, 'qualifierId': 213, 'value': '1.44'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;eygmltjn2dhgn197w2ia3qhhw;Pass;;;;;;;;;;1,44;;80,5;19,5;30,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;30,5;80,5;;;;;;;0;0;0;5;Atlanta United II;5;DC;1,0
2714671531;5;1;1;0;6;2nnef9tr9g7m2s6n873qif95g;1;30,5;81,0;2024-08-28T23:34:30.179Z;2024-08-28T23:34:32Z;[{'id': 5180084075, 'qualifierId': 140, 'value': '38.6'}, {'id': 5180084081, 'qualifierId': 213, 'value': '5.75'}, {'id': 5180084079, 'qualifierId': 212, 'value': '9.9'}, {'id': 5180084077, 'qualifierId': 141, 'value': '73.6'}, {'id': 5180084073, 'qualifierId': 56, 'value': 'Back'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;eygmltjn2dhgn197w2ia3qhhw;Pass;;;;;;;;;;5,75;;73,6;9,9;38,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;38,6;73,6;;;;;;;0;0;0;6;Atlanta United II;6;DC;1,0
2714671537;6;1;1;0;10;2nnef9tr9g7m2s6n873qif95g;1;34,0;74,6;2024-08-28T23:34:33.812Z;2024-08-28T23:34:34Z;[{'id': 5180084113, 'qualifierId': 212, 'value': '17.7'}, {'id': 5180084107, 'qualifierId': 56, 'value': 'Back'}, {'id': 5180084109, 'qualifierId': 140, 'value': '45.8'}, {'id': 5180084115, 'qualifierId': 213, 'value': '0.80'}, {'id': 5180084111, 'qualifierId': 141, 'value': '93.2'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;eygmltjn2dhgn197w2ia3qhhw;Pass;;;;;;;;;;0,8;;93,2;17,7;45,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;45,8;93,2;;;;;;;0;0;0;10;Atlanta United II;10;MC;1,0
2714671545;7;1;1;0;11;2nnef9tr9g7m2s6n873qif95g;1;46,4;93,2;2024-08-28T23:34:34.612Z;2024-08-28T23:34:36Z;[{'id': 5180084177, 'qualifierId': 213, 'value': '3.44'}, {'id': 5180084173, 'qualifierId': 141, 'value': '84.9'}, {'id': 5180084175, 'qualifierId': 212, 'value': '18.9'}, {'id': 5180084169, 'qualifierId': 56, 'value': 'Back'}, {'id': 5180084171, 'qualifierId': 140, 'value': '29.2'}];5zhvp39a530j8j03lsrtk8bv8;C. Gregoire;;;eygmltjn2dhgn197w2ia3qhhw;Pass;;;;;;;;;;3,44;;84,9;18,9;29,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;29,2;84,9;;;;;;;0;0;0;11;Atlanta United II;11;DML;1,0
