id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Involved;value_JerseyNumber;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Captain;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_Zone;value_Angle;value_Length;value_PassEndY;value_PassEndX;value_Launch;value_LongBall;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_Direct;value_AttemptedTackle;value_Foul;value_Cross;value_Chipped;value_InSwinger;value_FreeKickTaken;value_LeftFooted;value_RightFooted;value_SetPiece;value_GoalmouthY;value_Volley;value_GkX;value_BoxCentre;value_CloseLeft;value_GkY;value_GoalmouthZ;value_FirstTouch;value_NotAssisted;value_NextEventGoalKick;value_GoalKick;value_High;value_RelatedEventId;value_RecklessOffence;value_YellowCard;value_TakeOnSpace;value_TouchTypePass;value_ThroughBall;value_Low;value_Shove/Push;value_BlockedPass;value_Assist;value_IntentionalAssist;value_Head;value_Right;value_RegularPlay;value_Assisted;value_NotVisible;value_PullBack;value_LowCentre;value_GoalShotGameClock;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_BigChance;value_FlickOn;value_Injury;value_InjuredPlayerId;value_DeletedEventType;value_Left;value_CornerTaken;value_OutSwinger;value_OutOfPlay;value_BlockedX;value_FromCorner;value_BlockedY;value_Blocked;value_DefBlock;value_LayOff;value_IntendedTackleTarget;value_BlockedCross;value_MediumGkIntervention;value_KeeperThrow;value_DrivenCross;value_Straight;value_HighGkIntervention;value_TakeOnOvertake;value_TouchTypeControl;value_OutOfBoxCentre;value_LowRight;value_HighCentre;value_BoxRight;value_Standing;value_Hands;value_Collected;value_IndividualPlay;value_Stooping;value_LowGkIntervention;value_TouchTypeClearance;value_Overrun;value_SwitchOfPlay;value_TacticalFoul;value_Diving;value_HitBar;value_ParriedSafe;value_SwerveLeft;value_FreeKick;value_HighRight;value_FloatedCross;value_ShirtPull/Holding;value_OverhitCross;value_LowLeft;value_OverArm;value_Minutes;value_NotPastGoalLine;value_OwnPlayer;value_OwnShotBlocked;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_FastBreak;value_ParriedDanger;value_HighLeft;value_PlayersCaughtOffside;value_Indirect;value_MisHit;value_SmallBoxRight;value_SixYardBlocked;value_BoxLeft;value_1On1;value_Feet;value_SwerveRight;value_ByWall;value_CloseRight;value_LeadingToGoal;value_GkKickFromHands;value_AerialFoul;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2722067011;79;1;1;7;21;8ijkk62897so5r3bq0wgwx4bu;0;41,2;76,1;2024-09-18T02:41:36.056Z;2024-09-18T02:41:37Z;[{'id': 5220570227, 'qualifierId': 141, 'value': '43.3'}, {'id': 5220570229, 'qualifierId': 212, 'value': '26.4'}, {'id': 5220570223, 'qualifierId': 56, 'value': 'Center'}, {'id': 5220570231, 'qualifierId': 213, 'value': '5.28'}, {'id': 5220570225, 'qualifierId': 140, 'value': '54.6'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;5,28;26,4;43,3;54,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;54,6;43,3;;;;;;;0;0;7;21;Portland Timbers II;441;DC;1,0
2722067015;57;1;1;7;23;5ou8b446l1sl8frblkz3xi17g;1;47,1;57,9;2024-09-18T02:41:37.903Z;2024-09-18T02:41:39Z;[{'id': 5220570249, 'qualifierId': 56, 'value': 'Center'}, {'id': 5220570255, 'qualifierId': 212, 'value': '10.6'}, {'id': 5220570253, 'qualifierId': 141, 'value': '58.4'}, {'id': 5220570251, 'qualifierId': 140, 'value': '57.2'}, {'id': 5220570257, 'qualifierId': 213, 'value': '0.03'}];36nlk9spjf591wxuzvimi0eay;B. Taghvai-Najib;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;0,03;10,6;58,4;57,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;57,2;58,4;;;;;;;0;0;7;23;Ventura County;443;MC;1,0
2722067017;58;49;1;7;24;5ou8b446l1sl8frblkz3xi17g;1;57,7;59,1;2024-09-18T02:41:39.153Z;2024-09-18T02:41:39Z;[];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;8u6d9qaa668cnuol5wy44j6c;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;0;0;7;24;Ventura County;444;FWL;1,0
2722067025;59;1;1;7;25;5ou8b446l1sl8frblkz3xi17g;1;57,7;59,1;2024-09-18T02:41:39.357Z;2024-09-18T02:41:40Z;[{'id': 5220570305, 'qualifierId': 213, 'value': '1.64'}, {'id': 5220570303, 'qualifierId': 212, 'value': '17.9'}, {'id': 5220570301, 'qualifierId': 141, 'value': '85.4'}, {'id': 5220570297, 'qualifierId': 56, 'value': 'Left'}, {'id': 5220570299, 'qualifierId': 140, 'value': '56.5'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;1,64;17,9;85,4;56,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;56,5;85,4;;;;;;;0;0;7;25;Ventura County;445;FWL;1,0
2722067031;60;1;1;7;26;5ou8b446l1sl8frblkz3xi17g;1;57,5;90,5;2024-09-18T02:41:40.809Z;2024-09-18T02:41:43Z;[{'id': 5220570337, 'qualifierId': 213, 'value': '2.86'}, {'id': 5220570335, 'qualifierId': 212, 'value': '16.3'}, {'id': 5220570333, 'qualifierId': 141, 'value': '97.1'}, {'id': 5220570331, 'qualifierId': 140, 'value': '42.6'}, {'id': 5220570329, 'qualifierId': 56, 'value': 'Back'}];36nlk9spjf591wxuzvimi0eay;B. Taghvai-Najib;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;2,86;16,3;97,1;42,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;42,6;97,1;;;;;;;0;0;7;26;Ventura County;446;MC;1,0
2722067035;61;1;1;7;29;5ou8b446l1sl8frblkz3xi17g;1;41,7;95,1;2024-09-18T02:41:43.684Z;2024-09-18T02:41:46Z;[{'id': 5220570379, 'qualifierId': 213, 'value': '3.91'}, {'id': 5220570371, 'qualifierId': 56, 'value': 'Back'}, {'id': 5220570373, 'qualifierId': 140, 'value': '33.9'}, {'id': 5220570375, 'qualifierId': 141, 'value': '83.5'}, {'id': 5220570377, 'qualifierId': 212, 'value': '11.4'}];a5tjyddv4t8eg9wcum3o15qfo;S. Jura;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;3,91;11,4;83,5;33,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;33,9;83,5;;;;;;;0;0;7;29;Ventura County;449;DML;1,0
2722067047;62;1;1;7;31;5ou8b446l1sl8frblkz3xi17g;1;32,7;80,0;2024-09-18T02:41:46.136Z;2024-09-18T02:41:49Z;[{'id': 5220570417, 'qualifierId': 212, 'value': '11.9'}, {'id': 5220570415, 'qualifierId': 141, 'value': '62.9'}, {'id': 5220570413, 'qualifierId': 140, 'value': '30.5'}, {'id': 5220570411, 'qualifierId': 56, 'value': 'Back'}, {'id': 5220570419, 'qualifierId': 213, 'value': '4.52'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;4,52;11,9;62,9;30,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;30,5;62,9;;;;;;;0;0;7;31;Ventura County;451;DC;1,0
2722067059;63;1;1;7;35;5ou8b446l1sl8frblkz3xi17g;1;31,8;54,2;2024-09-18T02:41:49.698Z;2024-09-18T02:41:52Z;[{'id': 5220570467, 'qualifierId': 56, 'value': 'Back'}, {'id': 5220570475, 'qualifierId': 213, 'value': '4.99'}, {'id': 5220570469, 'qualifierId': 140, 'value': '35.2'}, {'id': 5220570473, 'qualifierId': 212, 'value': '13.0'}, {'id': 5220570471, 'qualifierId': 141, 'value': '35.8'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;4,99;13,0;35,8;35,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;35,2;35,8;;;;;;;0;0;7;35;Ventura County;455;DC;1,0
2722067067;64;1;1;7;38;5ou8b446l1sl8frblkz3xi17g;1;43,3;28,9;2024-09-18T02:41:52.712Z;2024-09-18T02:41:54Z;[{'id': 5220570503, 'qualifierId': 140, 'value': '49.5'}, {'id': 5220570501, 'qualifierId': 56, 'value': 'Back'}, {'id': 5220570505, 'qualifierId': 141, 'value': '11.3'}, {'id': 5220570507, 'qualifierId': 212, 'value': '13.6'}, {'id': 5220570509, 'qualifierId': 213, 'value': '5.21'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;5,21;13,6;11,3;49,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;49,5;11,3;;;;;;;0;0;7;38;Ventura County;458;DC;1,0
2722067075;65;1;1;7;40;5ou8b446l1sl8frblkz3xi17g;1;47,2;12,6;2024-09-18T02:41:54.462Z;2024-09-18T02:41:57Z;[{'id': 5220570545, 'qualifierId': 56, 'value': 'Back'}, {'id': 5220570549, 'qualifierId': 141, 'value': '20.0'}, {'id': 5220570551, 'qualifierId': 212, 'value': '16.6'}, {'id': 5220570553, 'qualifierId': 213, 'value': '2.83'}, {'id': 5220570547, 'qualifierId': 140, 'value': '32.1'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;2,83;16,6;20,0;32,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;32,1;20,0;;;;;;;0;0;7;40;Ventura County;460;DMR;1,0
2722067091;66;1;1;7;43;5ou8b446l1sl8frblkz3xi17g;1;34,0;17,6;2024-09-18T02:41:57.415Z;2024-09-18T02:42:02Z;[{'id': 5220570595, 'qualifierId': 140, 'value': '51.7'}, {'id': 5220570593, 'qualifierId': 56, 'value': 'Right'}, {'id': 5220570597, 'qualifierId': 141, 'value': '18.9'}, {'id': 5220570601, 'qualifierId': 213, 'value': '0.05'}, {'id': 5220570599, 'qualifierId': 212, 'value': '18.6'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;0,05;18,6;18,9;51,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;51,7;18,9;;;;;;;0;0;7;43;Ventura County;463;DC;1,0
2722067105;67;1;1;7;47;5ou8b446l1sl8frblkz3xi17g;1;45,6;35,7;2024-09-18T02:42:02.195Z;2024-09-18T02:42:06Z;[{'id': 5220570669, 'qualifierId': 56, 'value': 'Back'}, {'id': 5220570673, 'qualifierId': 141, 'value': '73.6'}, {'id': 5220570671, 'qualifierId': 140, 'value': '41.8'}, {'id': 5220570675, 'qualifierId': 212, 'value': '26.1'}, {'id': 5220570677, 'qualifierId': 213, 'value': '1.72'}];5lwarg9t4o7hxcq5exe8gwydw;M. Bunbury;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;1,72;26,1;73,6;41,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;41,8;73,6;;;;;;;0;0;7;47;Ventura County;467;FW;1,0
2722067123;68;1;1;7;51;5ou8b446l1sl8frblkz3xi17g;1;58,5;79,7;2024-09-18T02:42:06.240Z;2024-09-18T02:42:11Z;[{'id': 5220570743, 'qualifierId': 212, 'value': '19.7'}, {'id': 5220570739, 'qualifierId': 140, 'value': '74.1'}, {'id': 5220570741, 'qualifierId': 141, 'value': '95.9'}, {'id': 5220570745, 'qualifierId': 213, 'value': '0.59'}, {'id': 5220570737, 'qualifierId': 56, 'value': 'Left'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;0,59;19,7;95,9;74,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;74,1;95,9;;;;;;;0;0;7;51;Ventura County;471;DC;1,0
2722067127;69;1;1;7;56;5ou8b446l1sl8frblkz3xi17g;1;82,5;87,8;2024-09-18T02:42:11.146Z;2024-09-18T02:42:14Z;[{'id': 5220570763, 'qualifierId': 212, 'value': '6.6'}, {'id': 5220570761, 'qualifierId': 141, 'value': '95.9'}, {'id': 5220570765, 'qualifierId': 213, 'value': '1.00'}, {'id': 5220570757, 'qualifierId': 56, 'value': 'Left'}, {'id': 5220570759, 'qualifierId': 140, 'value': '85.9'}];a5tjyddv4t8eg9wcum3o15qfo;S. Jura;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;1,0;6,6;95,9;85,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;85,9;95,9;;;;;;;0;0;7;56;Ventura County;476;DML;1,0
2722067133;70;1;1;7;59;5ou8b446l1sl8frblkz3xi17g;1;84,0;94,7;2024-09-18T02:42:13.896Z;2024-09-18T02:42:16Z;[{'id': 5220570793, 'qualifierId': 212, 'value': '12.3'}, {'id': 5220570791, 'qualifierId': 141, 'value': '88.1'}, {'id': 5220570795, 'qualifierId': 213, 'value': '3.52'}, {'id': 5220570787, 'qualifierId': 56, 'value': 'Left'}, {'id': 5220570789, 'qualifierId': 140, 'value': '73.1'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;3,52;12,3;88,1;73,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;73,1;88,1;;;;;;;0;0;7;59;Ventura County;479;FWL;1,0
2722067139;71;1;1;8;2;5ou8b446l1sl8frblkz3xi17g;1;72,5;83,0;2024-09-18T02:42:16.504Z;2024-09-26T07:29:55Z;[{'id': 5220570825, 'qualifierId': 140, 'value': '92.2'}, {'id': 5220570823, 'qualifierId': 56, 'value': 'Center'}, {'id': 5220570831, 'qualifierId': 213, 'value': '5.49'}, {'id': 5220570821, 'qualifierId': 155}, {'id': 5242223911, 'qualifierId': 20}, {'id': 5220570917, 'qualifierId': 210, 'value': '13'}, {'id': 5220570827, 'qualifierId': 141, 'value': '52.2'}, {'id': 5220570819, 'qualifierId': 2}, {'id': 5220570829, 'qualifierId': 212, 'value': '29.4'}, {'id': 5220570919, 'qualifierId': 154}, {'id': 5242223909, 'qualifierId': 223}];d1xlw5bza316m39f9n82hir1m;K. Rad;1,0;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;5,49;29,4;52,2;92,2;;;;;;;;;;;;1,0;1,0;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;13,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;92,2;52,2;;;;;;;0;0;8;2;Ventura County;482;DC;1,0
2722067143;72;13;1;8;5;5ou8b446l1sl8frblkz3xi17g;1;92,2;52,2;2024-09-18T02:42:19.441Z;2024-09-26T07:30:57Z;[{'id': 5220570841, 'qualifierId': 17}, {'id': 5220570949, 'qualifierId': 103, 'value': '23.6'}, {'id': 5220570879, 'qualifierId': 328}, {'id': 5220570875, 'qualifierId': 15}, {'id': 5220570937, 'qualifierId': 75}, {'id': 5220570839, 'qualifierId': 22}, {'id': 5220570943, 'qualifierId': 55, 'value': '71'}, {'id': 5220570953, 'qualifierId': 231, 'value': '50.7'}, {'id': 5220570843, 'qualifierId': 56, 'value': 'Center'}, {'id': 5220570939, 'qualifierId': 29}, {'id': 5220570941, 'qualifierId': 154}, {'id': 5220570947, 'qualifierId': 102, 'value': '32.1'}, {'id': 5220570951, 'qualifierId': 230, 'value': '99.1'}];8p8xhni028mqjv6kz6fdz850q;K. Linhares;;;8u6d9qaa668cnuol5wy44j6c;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,1;;99,1;1,0;;50,7;23,6;1,0;;;;;71,0;;;;;;;;;;1,0;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;32,1;23.6;71,0;d1xlw5bza316m39f9n82hir1m;0;0;8;5;Ventura County;485;FWR;1,0
2722067145;73;5;1;8;5;5ou8b446l1sl8frblkz3xi17g;0;100,8;38,2;2024-09-18T02:42:19.751Z;2024-09-18T02:44:41Z;[{'id': 5220570851, 'qualifierId': 56, 'value': 'Center'}, {'id': 5220570853, 'qualifierId': 346}, {'id': 5220571049, 'qualifierId': 233, 'value': '80'}];8p8xhni028mqjv6kz6fdz850q;K. Linhares;;;8u6d9qaa668cnuol5wy44j6c;Out;;;;;;;;;;;;;;;;;;;80,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;0;0;8;5;Ventura County;485;FWR;1,0
2722067169;80;5;1;8;5;8ijkk62897so5r3bq0wgwx4bu;1;-0,8;61,8;2024-09-18T02:42:19.751Z;2024-09-18T02:44:41Z;[{'id': 5220571035, 'qualifierId': 233, 'value': '73'}, {'id': 5220571033, 'qualifierId': 346}, {'id': 5220571031, 'qualifierId': 56, 'value': 'Back'}];7suq9shgwa8fyip80f1zy1mhg;V. Casillas;;;8u6d9qaa668cnuol5wy44j6c;Out;;;;;;;;;;;;;;;;;;;73,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;8;5;Portland Timbers II;485;DR;1,0
2722067173;81;1;1;8;22;8ijkk62897so5r3bq0wgwx4bu;1;5,0;63,0;2024-09-18T02:42:37.224Z;2024-09-26T07:31:44Z;[{'id': 5220571067, 'qualifierId': 237}, {'id': 5220571057, 'qualifierId': 140, 'value': '8.6'}, {'id': 5220571053, 'qualifierId': 124}, {'id': 5220571063, 'qualifierId': 213, 'value': '5.15'}, {'id': 5220571061, 'qualifierId': 212, 'value': '9.0'}, {'id': 5220571055, 'qualifierId': 56, 'value': 'Back'}, {'id': 5242224945, 'qualifierId': 189}, {'id': 5220571059, 'qualifierId': 141, 'value': '51.0'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;5,15;9,0;51,0;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;8,6;51,0;;;;;;;0;0;8;22;Portland Timbers II;502;DC;1,0
2722067175;82;1;1;8;24;8ijkk62897so5r3bq0wgwx4bu;1;12,1;54,5;2024-09-18T02:42:38.415Z;2024-09-18T02:42:40Z;[{'id': 5220571079, 'qualifierId': 212, 'value': '30.1'}, {'id': 5220571081, 'qualifierId': 213, 'value': '0.99'}, {'id': 5220571077, 'qualifierId': 141, 'value': '91.4'}, {'id': 5220571075, 'qualifierId': 140, 'value': '27.9'}, {'id': 5220571073, 'qualifierId': 56, 'value': 'Back'}];ab8jzmb5h0lh7mt66h3zgm5ex;B. Scott;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;0,99;30,1;91,4;27,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;27,9;91,4;;;;;;;0;0;8;24;Portland Timbers II;504;GK;1,0
2722067195;83;1;1;8;26;8ijkk62897so5r3bq0wgwx4bu;1;30,0;92,4;2024-09-18T02:42:40.663Z;2024-09-26T07:31:54Z;[{'id': 5220571163, 'qualifierId': 56, 'value': 'Left'}, {'id': 5220571165, 'qualifierId': 140, 'value': '86.0'}, {'id': 5220571167, 'qualifierId': 141, 'value': '95.9'}, {'id': 5242225023, 'qualifierId': 155}, {'id': 5220571169, 'qualifierId': 212, 'value': '58.8'}, {'id': 5220571173, 'qualifierId': 1}, {'id': 5220571171, 'qualifierId': 213, 'value': '0.04'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;0,04;58,8;95,9;86,0;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;86,0;95,9;;;;;;;0;0;8;26;Portland Timbers II;506;DC;1,0
2722067209;84;1;1;8;34;8ijkk62897so5r3bq0wgwx4bu;1;98,1;70,3;2024-09-18T02:42:48.503Z;2024-09-18T02:43:37Z;[{'id': 5220571781, 'qualifierId': 195}, {'id': 5220571663, 'qualifierId': 154}, {'id': 5220571661, 'qualifierId': 210, 'value': '16'}, {'id': 5220571225, 'qualifierId': 212, 'value': '17.3'}, {'id': 5220571223, 'qualifierId': 141, 'value': '46.3'}, {'id': 5220571665, 'qualifierId': 22}, {'id': 5220571221, 'qualifierId': 140, 'value': '92.5'}, {'id': 5220571219, 'qualifierId': 56, 'value': 'Center'}, {'id': 5220571227, 'qualifierId': 213, 'value': '4.37'}];6d45ccicyo6dregi9cm4ad4kq;I. Paul;;1,0;8u6d9qaa668cnuol5wy44j6c;Pass;;;;;;;;;;;;4,37;17,3;46,3;92,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,0;1,0;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;92,5;46,3;;;;;;;0;0;8;34;Portland Timbers II;514;FW;1,0
