id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_TeamKit;value_Captain;value_TeamFormation;value_PlayerPosition;value_TeamPlayerFormation;value_JerseyNumber;value_Involved;value_DirectionOfPlay;value_Zone;value_Angle;value_Length;value_PassEndY;value_PassEndX;value_KickOff;value_LongBall;value_Chipped;value_OppositeRelatedEventId;value_Defensive;value_TakeOnSpace;value_Offensive;value_NextEventGoalKick;value_GoalKick;value_Low;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeControl;value_BlockedPass;value_IntendedTackleTarget;value_Cross;value_InSwinger;value_RightFooted;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_Launch;value_HeadPass;value_Head;value_OutOfPlay;value_TouchTypePass;value_Left;value_CornerTaken;value_Assist;value_IntentionalAssist;value_SmallBoxCentre;value_FromCorner;value_FirstTouch;value_GkX;value_GkY;value_GoalmouthY;value_HighRight;value_GoalmouthZ;value_Assisted;value_RelatedEventId;value_AttemptedTackle;value_TakeOnOvertake;value_TouchTypeClearance;value_OutSwinger;value_LeftFooted;value_BlockedCross;value_LayOff;value_OutOfBoxCentre;value_BlockedY;value_IndividualPlay;value_Blocked;value_RegularPlay;value_LowCentre;value_BlockedX;value_DefBlock;value_Right;value_MediumGkIntervention;value_LowRight;value_NotAssisted;value_Volley;value_LowGkIntervention;value_Diving;value_ParriedSafe;value_Hands;value_NotVisible;value_BoxCentre;value_LowLeft;value_ShirtPull/Holding;value_Straight;value_FloatedCross;value_DeletedEventType;value_ThroughBall;value_BigChance;value_ParriedDanger;value_BoxLeft;value_CloseLeft;value_FlickOn;value_HighGkIntervention;value_KeeperThrow;value_SwitchOfPlay;value_GkXTimeOfGoal;value_BoxRight;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_DrivenCross;value_Feet;value_Stooping;value_InjuredPlayerId;value_Injury;value_Collected;value_High;value_PlayersCaughtOffside;value_Indirect;value_GkHoof;value_HighClaim;value_Unchallenged;value_OverArm;value_GkKickFromHands;value_HighCentre;value_Standing;value_Handball;value_Minutes;value_FastBreak;value_NotPastGoalLine;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_PullBack;value_YellowCard;value_TacticalFoul;value_FreeKick;value_CloseRight;value_CloseLeftAndHigh;value_Overrun;value_RecklessOffence;value_BoxDeepLeft;value_Deflection;value_CaptainChange;value_SixYardBlocked;value_OwnPlayer;value_OwnShotBlocked;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Saved;value_Scored;value_HighLeft;value_HitWoodwork;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2723664173;1;34;16;0;0;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-09-21T18:04:25.942Z;2024-09-21T20:05:04Z;[{'id': 5229281281, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5229587847, 'qualifierId': 197, 'value': '18745'}, {'id': 5229899095, 'qualifierId': 194, 'value': 'ahgclh3e05evznhrpa32z6g6i'}, {'id': 5229281273, 'qualifierId': 130, 'value': '4'}, {'id': 5229281265, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5229281277, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5229281269, 'qualifierId': 59, 'value': '73, 30, 32, 35, 5, 43, 7, 31, 9, 14, 39, 13, 27, 41, 16, 17, 11, 42, 88, 50'}, {'id': 5229281261, 'qualifierId': 30, 'value': 'opnutov04c33y3gq2fjpkaac, dbyiafdyf93b8rtpceqitgopg, bzv3yqbc7ttf7fftbm2nelxck, c8wq3ofarkeeisqr49fhrvwno, ahgclh3e05evznhrpa32z6g6i, 357vd87hv0jvljqtt2qf4vmz8, 5e00w1rqym73habcl01wm7jtg, et772m1f5cqceeffckpnty1p0, d043ppr554ym2j2xf3fcmbqsq, 9u37akzkhdyszhevgrjghq99m, 69ypla76c710iv0yegix1maz8, 5adul4r3hifu5x4tv8efr05ey, 6j4ibkpbos6w5ikle58u2vo, dc8u2bssrhxycx8vtn0kutp4a, anysxg2z6niqapc5m3f4tzims, 40qi53orb0eur2jevowkvrcb8, 6han4f5xq1d0ii0ol2drgi4bu, c1z6mxuhvuegd4c5b3hau93ze, 9a5pacvk3wisje1491zslwkr8, 853mqqlenq3yctucs92vfieqc'}];;;;;97hwm9bx54hhcnbozlfn2as4;Team set up;;18745,0;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;0;0;Chattanooga;0;;
2723665463;1;34;16;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-09-21T18:05:50.510Z;2024-09-21T19:03:30Z;[{'id': 5229288407, 'qualifierId': 59, 'value': '15, 18, 22, 5, 14, 20, 33, 8, 9, 11, 10, 32, 58, 71, 3, 6, 23, 25'}, {'id': 5229288405, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5229288403, 'qualifierId': 30, 'value': '7jaa504py8qcx30a2p1vgn8d0, 6zuton58biybp7ge3mpc17alm, 1h5rgsol19v1pcl5ksstrv9t6, cpbyoj822ivx6qrqbkun1zr3d, 87nhafgkozygrd5f06ore0xzo, 7e8xkqlux0myjc5cwtb7rega1, at2xv960peboe9spoag2kn21g, 4cwccglaxz5sf71eptnj6kzfu, a3eln6gas8765a3pn6ecqjvxm, 4hdai9za2ls03tjpcw0ahu5wq, 5m8hxfvza21t4wfe6v0a18etw, ew3qxbn1ev1qv7wi0iwoc642c, adfocor2tbcmxo03ednm8vywa, 82uh6ad46fvub9b0vfapw2vze, 2d3dwhrtafkd1b8q1nzerqew9, 6zbb5xiauoixj3clxdgud8lxw, exunlng0cgo9bpqh4x6jpxyax, b4te1cxogvhtglhug3sdgkmei'}, {'id': 5229288409, 'qualifierId': 130, 'value': '19'}, {'id': 5229303323, 'qualifierId': 194, 'value': 'at2xv960peboe9spoag2kn21g'}, {'id': 5229587079, 'qualifierId': 197, 'value': '23331'}, {'id': 5229288413, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5229288411, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}];;;;;97hwm9bx54hhcnbozlfn2as4;Team set up;;23331,0;;19,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;0;0;New England II;0;;
2723719391;2;32;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-09-21T19:04:17.964Z;2024-09-21T19:04:21Z;[{'id': 5229591931, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;97hwm9bx54hhcnbozlfn2as4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;0;0;New England II;0;;
2723719381;2;32;1;0;0;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-09-21T19:04:17.964Z;2024-09-25T10:54:15Z;[{'id': 5229591885, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;97hwm9bx54hhcnbozlfn2as4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;0;0;Chattanooga;0;;
2723719413;3;1;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;50,0;50,0;2024-09-21T19:04:18.087Z;2024-09-21T19:04:25Z;[{'id': 5229592039, 'qualifierId': 56, 'value': 'Back'}, {'id': 5229592047, 'qualifierId': 213, 'value': '2.80'}, {'id': 5229592045, 'qualifierId': 212, 'value': '11.2'}, {'id': 5229592043, 'qualifierId': 141, 'value': '55.5'}, {'id': 5229592041, 'qualifierId': 140, 'value': '39.9'}, {'id': 5229592049, 'qualifierId': 279, 'value': 'S'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;97hwm9bx54hhcnbozlfn2as4;Pass;;;;;;;;;;;2,8;11,2;55,5;39,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;39,9;55,5;;;;;;;;0;0;0;New England II;0;;1,0
2723719567;4;1;1;0;7;cwnjxlibb02fuh0vwgvac6h45;1;51,8;37,7;2024-09-21T19:04:25.567Z;2024-09-21T19:56:32Z;[{'id': 5229592687, 'qualifierId': 212, 'value': '16.8'}, {'id': 5229592685, 'qualifierId': 141, 'value': '15.2'}, {'id': 5229592683, 'qualifierId': 140, 'value': '45.3'}, {'id': 5229592681, 'qualifierId': 56, 'value': 'Back'}, {'id': 5229592689, 'qualifierId': 213, 'value': '4.29'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;97hwm9bx54hhcnbozlfn2as4;Pass;;;;;;;;;;;4,29;16,8;15,2;45,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;45,3;15,2;;;;;;;;0;0;7;New England II;7;;1,0
2723719651;5;1;1;0;8;cwnjxlibb02fuh0vwgvac6h45;1;45,3;15,2;2024-09-21T19:04:26.479Z;2024-09-21T19:56:39Z;[{'id': 5229593103, 'qualifierId': 140, 'value': '28.6'}, {'id': 5229593109, 'qualifierId': 213, 'value': '2.20'}, {'id': 5229593101, 'qualifierId': 56, 'value': 'Back'}, {'id': 5229593107, 'qualifierId': 212, 'value': '29.9'}, {'id': 5229593105, 'qualifierId': 141, 'value': '50.9'}];5m8hxfvza21t4wfe6v0a18etw;L. García;;;97hwm9bx54hhcnbozlfn2as4;Pass;;;;;;;;;;;2,2;29,9;50,9;28,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;28,6;50,9;;;;;;;;0;0;8;New England II;8;;1,0
2723769751;384;1;1;0;9;cwnjxlibb02fuh0vwgvac6h45;1;37,0;18,6;2024-09-21T19:04:26.964Z;2024-09-21T19:57:19Z;[{'id': 5229872723, 'qualifierId': 212, 'value': '21.8'}, {'id': 5229872719, 'qualifierId': 140, 'value': '30.4'}, {'id': 5229872721, 'qualifierId': 141, 'value': '49.0'}, {'id': 5229872725, 'qualifierId': 213, 'value': '1.89'}, {'id': 5229872717, 'qualifierId': 56, 'value': 'Back'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;97hwm9bx54hhcnbozlfn2as4;Pass;;;;;;;;;;;1,89;21,8;49,0;30,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;30,4;49,0;;;;;;;;0;0;9;New England II;9;;1,0
2723719675;6;1;1;0;12;cwnjxlibb02fuh0vwgvac6h45;1;25,9;50,7;2024-09-21T19:04:30.191Z;2024-09-21T19:04:31Z;[{'id': 5229593269, 'qualifierId': 213, 'value': '4.90'}, {'id': 5229593261, 'qualifierId': 56, 'value': 'Back'}, {'id': 5229593263, 'qualifierId': 140, 'value': '29.9'}, {'id': 5229593265, 'qualifierId': 141, 'value': '18.5'}, {'id': 5229593267, 'qualifierId': 212, 'value': '22.3'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;97hwm9bx54hhcnbozlfn2as4;Pass;;;;;;;;;;;4,9;22,3;18,5;29,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;29,9;18,5;;;;;;;;0;0;12;New England II;12;;1,0
2723719741;7;1;1;0;13;cwnjxlibb02fuh0vwgvac6h45;1;29,5;18,6;2024-09-21T19:04:31.696Z;2024-09-21T19:04:35Z;[{'id': 5229593561, 'qualifierId': 56, 'value': 'Back'}, {'id': 5229593569, 'qualifierId': 212, 'value': '17.9'}, {'id': 5229593563, 'qualifierId': 140, 'value': '44.0'}, {'id': 5229593571, 'qualifierId': 213, 'value': '5.73'}, {'id': 5229593567, 'qualifierId': 141, 'value': '4.7'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;97hwm9bx54hhcnbozlfn2as4;Pass;;;;;;;;;;;5,73;17,9;4,7;44,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;44,0;4,7;;;;;;;;0;0;13;New England II;13;;1,0
