teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;Whitecaps FC 2;Vancouver Whitecaps FC II;VAN;home;Canada;8erfvizaoa619j6ttoj2yjo4;0;0
ew2zirzye0sw1txr2m33nr25y;The Town;Town;The Town FC;TFC;away;USA;8erfvizaoa619j6ttoj2yjo4;1;1
