id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamKit;value_JerseyNumber;value_PlayerPosition;value_Captain;value_Resume;value_TeamPlayerFormation;value_TeamFormation;value_DirectionOfPlay;value_Length;value_PassEndY;value_Angle;value_Zone;value_PassEndX;value_KickOff;value_LongBall;value_Chipped;value_TouchTypePass;value_Defensive;value_OppositeRelatedEventId;value_TakeOnSpace;value_Offensive;value_SwitchOfPlay;value_IntendedTackleTarget;value_Launch;value_HeadPass;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_DeletedEventType;value_BlockedPass;value_Cross;value_LeftFooted;value_OutSwinger;value_Head;value_TouchTypeControl;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_OutOfPlay;value_Shove/Push;value_NextEventGoalKick;value_Low;value_GoalKick;value_LayOff;value_PlayersCaughtOffside;value_Indirect;value_TakeOnOvertake;value_Left;value_InSwinger;value_CornerTaken;value_RightFooted;value_Assist;value_RegularPlay;value_GoalmouthZ;value_RelatedEventId;value_BlockedX;value_LowCentre;value_BoxLeft;value_IndividualPlay;value_Assisted;value_GoalmouthY;value_BlockedY;value_LowGkIntervention;value_Hands;value_Diving;value_ParriedSafe;value_Right;value_ShirtPull/Holding;value_FlickOn;value_DrivenCross;value_Straight;value_IntentionalAssist;value_SmallBoxCentre;value_GkYTimeOfGoal;value_FirstTouch;value_GkXTimeOfGoal;value_GkY;value_BigChance;value_GkX;value_GoalShotGameClock;value_GoalShotTimestamp;value_HighGkIntervention;value_Overrun;value_BoxCentre;value_CloseRightAndHigh;value_KeeperThrow;value_Blocked;value_OutOfBoxCentre;value_DefBlock;value_TacticalFoul;value_YellowCard;value_HighClaim;value_ViolentConduct;value_RedCard;value_InjuredPlayerId;value_Injury;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_BlockedCross;value_FastBreak;value_RecklessOffence;value_HighCentre;value_35Centre;value_Standing;value_Collected;value_LowLeft;value_FollowsADribble;value_LowRight;value_MediumGkIntervention;value_NotVisible;value_Minutes;value_FloatedCross;value_GkKickFromHands;value_EndType;value_NotAssisted;value_Stooping;value_Volley;value_BoxRight;value_NotPastGoalLine;value_FromCorner;value_Reaching;value_GoalDisallowed;value_ParriedDanger;value_OverArm;value_High;value_OutOfBoxDeepRight;value_Feet;value_HighRight;value_SetPiece;value_SmallBoxLeft;value_SixYardBlocked;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistTeam;value_DrinksBreak;value_RefereeDelay;value_SmallBoxRight;value_1On1;value_Sliding;value_HighLeft;value_FreeKick;value_GoesToPenalties;value_Scored;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Saved;value_HitWoodwork;value_HitRightPost;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2715774219;238;1;1;23;48;cbip96wzs3jc2xadoluhhxotl;0;57,0;89,4;2024-08-31T19:27:22.724Z;2024-08-31T19:27:27Z;[{'id': 5186084611, 'qualifierId': 56, 'value': 'Left'}, {'id': 5186084613, 'qualifierId': 140, 'value': '67.7'}, {'id': 5186084615, 'qualifierId': 141, 'value': '100.0'}, {'id': 5186084617, 'qualifierId': 212, 'value': '14.0'}, {'id': 5186084619, 'qualifierId': 213, 'value': '0.64'}];dzo2odov052991qseshgfruju;D. Iskenderian;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;14,0;100,0;0,64;;67,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;67,7;100,0;;;;;;;;0;23;48;Minnesota United II;1428;ML;1,0
2715774225;239;5;1;23;53;cbip96wzs3jc2xadoluhhxotl;0;68,0;101,3;2024-08-31T19:27:27.374Z;2024-08-31T19:33:19Z;[{'id': 5186084637, 'qualifierId': 56, 'value': 'Left'}, {'id': 5186084639, 'qualifierId': 347}, {'id': 5186085195, 'qualifierId': 233, 'value': '243'}];dzo2odov052991qseshgfruju;D. Iskenderian;;;ez988s2obn3kmpqs73o1hxzbo;Out;;;;;;;;;;;;;;;;;;;;243,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;23;53;Minnesota United II;1433;ML;1,0
2715774311;243;5;1;23;53;1pc6sx2h4rp113ldkbp5d2xas;1;32,0;-1,3;2024-08-31T19:27:27.374Z;2024-08-31T19:33:18Z;[{'id': 5186085123, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186085171, 'qualifierId': 233, 'value': '239'}, {'id': 5186085129, 'qualifierId': 347}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;ez988s2obn3kmpqs73o1hxzbo;Out;;;;;;;;;;;;;;;;;;;;239,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;23;53;Real Monarchs;1433;;1,0
2715774327;244;1;1;23;59;1pc6sx2h4rp113ldkbp5d2xas;1;31,3;0,0;2024-08-31T19:27:33.350Z;2024-08-31T19:27:34Z;[{'id': 5186085257, 'qualifierId': 141, 'value': '17.1'}, {'id': 5186085259, 'qualifierId': 212, 'value': '17.8'}, {'id': 5186085253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186085255, 'qualifierId': 140, 'value': '43.3'}, {'id': 5186085261, 'qualifierId': 213, 'value': '0.78'}, {'id': 5186085251, 'qualifierId': 107}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;17,8;17,1;0,78;;43,3;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;43,3;17,1;;;;;;;;0;23;59;Real Monarchs;1439;;1,0
2715774345;245;1;1;24;0;1pc6sx2h4rp113ldkbp5d2xas;1;43,3;17,1;2024-08-31T19:27:34.086Z;2024-09-03T09:22:20Z;[{'id': 5186085371, 'qualifierId': 140, 'value': '39.3'}, {'id': 5186085375, 'qualifierId': 141, 'value': '3.1'}, {'id': 5186085367, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186085379, 'qualifierId': 212, 'value': '10.4'}, {'id': 5186085381, 'qualifierId': 213, 'value': '4.30'}, {'id': 5194114941, 'qualifierId': 155}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;10,4;3,1;4,3;;39,3;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;39,3;3,1;;;;;;;;0;24;0;Real Monarchs;1440;;1,0
2715774389;246;1;1;24;1;1pc6sx2h4rp113ldkbp5d2xas;1;39,0;3,8;2024-08-31T19:27:35.734Z;2024-08-31T19:27:38Z;[{'id': 5186085623, 'qualifierId': 213, 'value': '2.88'}, {'id': 5186085619, 'qualifierId': 141, 'value': '8.6'}, {'id': 5186085617, 'qualifierId': 140, 'value': '27.5'}, {'id': 5186085621, 'qualifierId': 212, 'value': '12.5'}, {'id': 5186085615, 'qualifierId': 56, 'value': 'Back'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;12,5;8,6;2,88;;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;27,5;8,6;;;;;;;;0;24;1;Real Monarchs;1441;;1,0
2715774455;247;1;1;24;4;1pc6sx2h4rp113ldkbp5d2xas;1;27,3;8,8;2024-08-31T19:27:38.742Z;2024-08-31T19:27:42Z;[{'id': 5186085953, 'qualifierId': 140, 'value': '18.8'}, {'id': 5186085955, 'qualifierId': 141, 'value': '50.6'}, {'id': 5186085959, 'qualifierId': 212, 'value': '29.8'}, {'id': 5186085951, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186085965, 'qualifierId': 213, 'value': '1.88'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;29,8;50,6;1,88;;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;18,8;50,6;;;;;;;;0;24;4;Real Monarchs;1444;;1,0
2715774571;248;1;1;24;8;1pc6sx2h4rp113ldkbp5d2xas;0;22,3;42,7;2024-08-31T19:27:42.374Z;2024-08-31T19:27:48Z;[{'id': 5186086679, 'qualifierId': 140, 'value': '86.2'}, {'id': 5186086677, 'qualifierId': 56, 'value': 'Center'}, {'id': 5186086683, 'qualifierId': 212, 'value': '67.1'}, {'id': 5186086687, 'qualifierId': 213, 'value': '0.01'}, {'id': 5186086675, 'qualifierId': 157}, {'id': 5186086681, 'qualifierId': 141, 'value': '43.3'}, {'id': 5186086691, 'qualifierId': 1}];7tjrziff3z2fl88t52j3rk3bp;Z. Valentin;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;67,1;43,3;0,01;;86,2;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;86,2;43,3;;;;;;;;0;24;8;Real Monarchs;1448;;1,0
2715774579;240;52;1;24;14;cbip96wzs3jc2xadoluhhxotl;1;10,3;53,4;2024-08-31T19:27:48.739Z;2024-09-03T09:22:44Z;[{'id': 5194115709, 'qualifierId': 376}];d8jipeh184bc6p9c0uervzytw;W. Mackay;;;ez988s2obn3kmpqs73o1hxzbo;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;24;14;Minnesota United II;1454;GK;1,0
2715774657;241;1;1;24;18;cbip96wzs3jc2xadoluhhxotl;1;10,1;49,3;2024-08-31T19:27:52.548Z;2024-08-31T19:27:54Z;[{'id': 5186087245, 'qualifierId': 141, 'value': '33.7'}, {'id': 5186087243, 'qualifierId': 140, 'value': '10.7'}, {'id': 5186087239, 'qualifierId': 123}, {'id': 5186087247, 'qualifierId': 212, 'value': '10.6'}, {'id': 5186087249, 'qualifierId': 213, 'value': '4.77'}, {'id': 5186087241, 'qualifierId': 56, 'value': 'Back'}];d8jipeh184bc6p9c0uervzytw;W. Mackay;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;10,6;33,7;4,77;;10,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;10,7;33,7;;;;;;;;0;24;18;Minnesota United II;1458;GK;1,0
2715774681;242;1;1;24;20;cbip96wzs3jc2xadoluhhxotl;1;10,8;32,1;2024-08-31T19:27:54.723Z;2024-08-31T19:27:57Z;[{'id': 5186087453, 'qualifierId': 213, 'value': '5.16'}, {'id': 5186087445, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186087451, 'qualifierId': 212, 'value': '18.0'}, {'id': 5186087447, 'qualifierId': 140, 'value': '18.2'}, {'id': 5186087449, 'qualifierId': 141, 'value': '8.3'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;18,0;8,3;5,16;;18,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;18,2;8,3;;;;;;;;0;24;20;Minnesota United II;1460;DL;1,0
2715774723;243;1;1;24;23;cbip96wzs3jc2xadoluhhxotl;0;18,2;8,3;2024-08-31T19:27:57.028Z;2024-08-31T19:28:01Z;[{'id': 5186087665, 'qualifierId': 141, 'value': '16.1'}, {'id': 5186087663, 'qualifierId': 140, 'value': '42.9'}, {'id': 5186087661, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186087669, 'qualifierId': 213, 'value': '0.20'}, {'id': 5186087667, 'qualifierId': 212, 'value': '26.5'}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;26,5;16,1;0,2;;42,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;42,9;16,1;;;;;;;;0;24;23;Minnesota United II;1463;DR;1,0
2715774735;249;49;1;24;27;1pc6sx2h4rp113ldkbp5d2xas;1;52,0;78,7;2024-08-31T19:28:01.590Z;2024-08-31T19:28:01Z;[];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;ez988s2obn3kmpqs73o1hxzbo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;24;27;Real Monarchs;1467;;1,0
2715774795;250;1;1;24;30;1pc6sx2h4rp113ldkbp5d2xas;1;52,9;77,3;2024-08-31T19:28:03.990Z;2024-08-31T19:28:05Z;[{'id': 5186088053, 'qualifierId': 213, 'value': '5.43'}, {'id': 5186088049, 'qualifierId': 141, 'value': '64.5'}, {'id': 5186088047, 'qualifierId': 140, 'value': '60.1'}, {'id': 5186088045, 'qualifierId': 56, 'value': 'Center'}, {'id': 5186088051, 'qualifierId': 212, 'value': '11.5'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;11,5;64,5;5,43;;60,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;60,1;64,5;;;;;;;;0;24;30;Real Monarchs;1470;;1,0
2715774847;251;1;1;24;31;1pc6sx2h4rp113ldkbp5d2xas;1;57,8;65,5;2024-08-31T19:28:05.157Z;2024-08-31T19:28:09Z;[{'id': 5186088341, 'qualifierId': 213, 'value': '2.95'}, {'id': 5186088333, 'qualifierId': 56, 'value': 'Center'}, {'id': 5186088335, 'qualifierId': 140, 'value': '51.0'}, {'id': 5186088339, 'qualifierId': 212, 'value': '7.3'}, {'id': 5186088337, 'qualifierId': 141, 'value': '67.5'}];clqg0gusupd6cehokpggbslck;E. Nieves;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;7,3;67,5;2,95;;51,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;51,0;67,5;;;;;;;;0;24;31;Real Monarchs;1471;;1,0
2715774893;252;1;1;24;35;1pc6sx2h4rp113ldkbp5d2xas;1;51,4;66,6;2024-08-31T19:28:09.254Z;2024-08-31T19:28:12Z;[{'id': 5186088593, 'qualifierId': 56, 'value': 'Center'}, {'id': 5186088595, 'qualifierId': 140, 'value': '61.9'}, {'id': 5186088599, 'qualifierId': 141, 'value': '32.4'}, {'id': 5186088603, 'qualifierId': 212, 'value': '25.7'}, {'id': 5186088605, 'qualifierId': 213, 'value': '5.16'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;25,7;32,4;5,16;;61,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;61,9;32,4;;;;;;;;0;24;35;Real Monarchs;1475;;1,0
2715774943;253;1;1;24;38;1pc6sx2h4rp113ldkbp5d2xas;1;64,2;26,7;2024-08-31T19:28:12.550Z;2024-08-31T19:28:16Z;[{'id': 5186088847, 'qualifierId': 56, 'value': 'Right'}, {'id': 5186088849, 'qualifierId': 140, 'value': '66.8'}, {'id': 5186088851, 'qualifierId': 141, 'value': '7.9'}, {'id': 5186088855, 'qualifierId': 213, 'value': '4.92'}, {'id': 5186088853, 'qualifierId': 212, 'value': '13.1'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;13,1;7,9;4,92;;66,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;66,8;7,9;;;;;;;;0;24;38;Real Monarchs;1478;;1,0
2715774959;254;1;1;24;42;1pc6sx2h4rp113ldkbp5d2xas;1;67,1;7,3;2024-08-31T19:28:16.326Z;2024-08-31T19:28:17Z;[{'id': 5186088927, 'qualifierId': 141, 'value': '13.2'}, {'id': 5186088931, 'qualifierId': 213, 'value': '1.65'}, {'id': 5186088929, 'qualifierId': 212, 'value': '4.0'}, {'id': 5186088923, 'qualifierId': 140, 'value': '66.8'}, {'id': 5186088921, 'qualifierId': 56, 'value': 'Right'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;4,0;13,2;1,65;;66,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;66,8;13,2;;;;;;;;0;24;42;Real Monarchs;1482;;1,0
2715774975;255;1;1;24;43;1pc6sx2h4rp113ldkbp5d2xas;0;66,8;13,2;2024-08-31T19:28:17.062Z;2024-08-31T19:28:18Z;[{'id': 5186089049, 'qualifierId': 236}, {'id': 5186089019, 'qualifierId': 213, 'value': '5.65'}, {'id': 5186089017, 'qualifierId': 212, 'value': '2.9'}, {'id': 5186089051, 'qualifierId': 233, 'value': '244'}, {'id': 5186089013, 'qualifierId': 140, 'value': '69.0'}, {'id': 5186089015, 'qualifierId': 141, 'value': '10.7'}, {'id': 5186089011, 'qualifierId': 56, 'value': 'Right'}, {'id': 5186089055, 'qualifierId': 286}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;2,9;10,7;5,65;;69,0;;;;;;244,0;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;69,0;10,7;;;;;;;;0;24;43;Real Monarchs;1483;;1,0
2715774965;244;74;1;24;43;cbip96wzs3jc2xadoluhhxotl;1;26,0;88,0;2024-08-31T19:28:17.063Z;2024-08-31T19:28:18Z;[{'id': 5186088957, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186088959, 'qualifierId': 285}, {'id': 5186089091, 'qualifierId': 233, 'value': '255'}];asy97zdxk0352toy38huzk222;T. Silva;;;ez988s2obn3kmpqs73o1hxzbo;Blocked Pass;;;;;;;;;;;;;;;;;;;1,0;255,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;24;43;Minnesota United II;1483;DC;1,0
2715775005;245;83;1;24;44;cbip96wzs3jc2xadoluhhxotl;0;29,3;87,5;2024-08-31T19:28:18.547Z;2024-08-31T19:28:22Z;[{'id': 5186089483, 'qualifierId': 399, 'value': 'byelagxi3qg0rb06tjl3fodn8'}];asy97zdxk0352toy38huzk222;T. Silva;;;ez988s2obn3kmpqs73o1hxzbo;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;24;44;Minnesota United II;1484;DC;1,0
2715775053;256;1;1;24;47;1pc6sx2h4rp113ldkbp5d2xas;1;58,3;9,1;2024-08-31T19:28:20.758Z;2024-08-31T19:28:22Z;[{'id': 5186089457, 'qualifierId': 140, 'value': '48.6'}, {'id': 5186089459, 'qualifierId': 141, 'value': '8.2'}, {'id': 5186089461, 'qualifierId': 212, 'value': '10.2'}, {'id': 5186089455, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186089463, 'qualifierId': 213, 'value': '3.20'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;10,2;8,2;3,2;;48,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;48,6;8,2;;;;;;;;0;24;47;Real Monarchs;1487;;1,0
2715775091;257;1;1;24;49;1pc6sx2h4rp113ldkbp5d2xas;1;48,6;8,2;2024-08-31T19:28:22.854Z;2024-08-31T19:28:25Z;[{'id': 5186089739, 'qualifierId': 141, 'value': '42.7'}, {'id': 5186089737, 'qualifierId': 140, 'value': '42.1'}, {'id': 5186089743, 'qualifierId': 213, 'value': '1.85'}, {'id': 5186089735, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186089741, 'qualifierId': 212, 'value': '24.4'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;24,4;42,7;1,85;;42,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;42,1;42,7;;;;;;;;0;24;49;Real Monarchs;1489;;1,0
2715775147;258;1;1;24;51;1pc6sx2h4rp113ldkbp5d2xas;1;42,1;42,7;2024-08-31T19:28:25.526Z;2024-08-31T19:28:30Z;[{'id': 5186090039, 'qualifierId': 140, 'value': '44.6'}, {'id': 5186090037, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186090041, 'qualifierId': 141, 'value': '13.1'}, {'id': 5186090045, 'qualifierId': 213, 'value': '4.84'}, {'id': 5186090043, 'qualifierId': 212, 'value': '20.3'}];7tjrziff3z2fl88t52j3rk3bp;Z. Valentin;;;ez988s2obn3kmpqs73o1hxzbo;Pass;;;;;;;;;;20,3;13,1;4,84;;44,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;44,6;13,1;;;;;;;;0;24;51;Real Monarchs;1491;;1,0
