id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_PlayerPosition;value_TeamKit;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_Involved;value_DirectionOfPlay;value_Zone;value_Angle;value_PassEndX;value_KickOff;value_Length;value_PassEndY;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_FlickOn;value_Chipped;value_HighGkIntervention;value_HighClaim;value_DeletedEventType;value_OverArm;value_KeeperThrow;value_TakeOnSpace;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeClearance;value_IntentionalAssist;value_Assist;value_RelatedEventId;value_MisHit;value_GoalmouthZ;value_GkX;value_Assisted;value_RegularPlay;value_FirstTouch;value_OutOfBoxCentre;value_LeftFooted;value_Left;value_GoalmouthY;value_GkY;value_NextEventGoalKick;value_High;value_GoalKick;value_LayOff;value_OutOfPlay;value_TakeOnOvertake;value_NotVisible;value_Low;value_IntendedTackleTarget;value_BlockedPass;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_Defensive1V1;value_ShirtPull/Holding;value_SwitchOfPlay;value_Cross;value_OutSwinger;value_TouchTypePass;value_AttemptedTackle;value_RightFooted;value_InjuredPlayerId;value_Injury;value_Head;value_CornerTaken;value_InSwinger;value_FromCorner;value_BoxCentre;value_FantasyAssistType;value_FantasyAssistedBy;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_FantasyAssistTeam;value_OwnGoal;value_GkYTimeOfGoal;value_FantasyAssistId;value_LowRight;value_MediumGkIntervention;value_IndividualPlay;value_SwerveLeft;value_FollowsADribble;value_DrivenCross;value_Straight;value_TouchTypeControl;value_LastLine;value_BigChance;value_CloseHigh;value_SmallBoxRight;value_YellowCard;value_RecklessOffence;value_DrinksBreak;value_RefereeDelay;value_Handball;value_PlayersCaughtOffside;value_Indirect;value_LowGkIntervention;value_TacticalFoul;value_Overrun;value_Right;value_BlockedY;value_SetPiece;value_Blocked;value_BlockedX;value_NotAssisted;value_DefBlock;value_LowCentre;value_LowLeft;value_Collected;value_Reaching;value_Hands;value_Minutes;value_EndType;value_BoxRight;value_GkKickFromHands;value_BoxLeft;value_Diving;value_ParriedDanger;value_Stooping;value_ThroughBall;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_HighCentre;value_Caught;value_HighRight;value_SwerveRight;value_Volley;value_ThrowInSetPiece;value_ParriedSafe;value_VideoCoverageLost;value_CloseRight;value_SmallBoxCentre;value_AerialFoul;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699556631;106;1;1;13;55;1zgjjyruyufrkh4xjvryqsb1i;1;33,9;14,4;2024-07-06T23:18:25.246Z;2024-07-06T23:18:28Z;[{'id': 5096647311, 'qualifierId': 141, 'value': '57.4'}, {'id': 5096647309, 'qualifierId': 140, 'value': '33.6'}, {'id': 5096647307, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096647313, 'qualifierId': 212, 'value': '29.2'}, {'id': 5096647303, 'qualifierId': 5}, {'id': 5096647315, 'qualifierId': 213, 'value': '1.58'}, {'id': 5096647305, 'qualifierId': 152}];3h4x6eh6zkcaww4g6rhkwpbf8;Neil Pierre;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;1,58;33,6;;29,2;57,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;33,6;57,4;;;;;;;0;0;13;55;New England II;835;DL;1,0
2699556665;107;1;1;13;58;1zgjjyruyufrkh4xjvryqsb1i;1;34,7;55,3;2024-07-06T23:18:28.703Z;2024-07-06T23:18:32Z;[{'id': 5096647487, 'qualifierId': 140, 'value': '53.9'}, {'id': 5096647489, 'qualifierId': 141, 'value': '96.9'}, {'id': 5096647495, 'qualifierId': 1}, {'id': 5096647485, 'qualifierId': 56, 'value': 'Left'}, {'id': 5096647491, 'qualifierId': 212, 'value': '34.7'}, {'id': 5096647493, 'qualifierId': 213, 'value': '0.95'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;0,95;53,9;;34,7;96,9;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;53,9;96,9;;;;;;;0;0;13;58;New England II;838;DC;1,0
2699556669;108;50;1;14;2;1zgjjyruyufrkh4xjvryqsb1i;1;43,4;92,6;2024-07-06T23:18:32.830Z;2024-07-06T23:18:36Z;[{'id': 5096647619, 'qualifierId': 233, 'value': '114'}, {'id': 5096647505, 'qualifierId': 286}, {'id': 5096647503, 'qualifierId': 56, 'value': 'Back'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;dvq5a8ptkgjv17ev6ogfvklqs;Dispossessed;;;;;;;;;;;;;;;;;;114,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;14;2;New England II;842;ML;1,0
2699556679;114;7;1;14;2;csntc7hucmo21gknxc5y0kc4q;1;56,6;7,4;2024-07-06T23:18:32.831Z;2024-07-13T10:58:33Z;[{'id': 5096647611, 'qualifierId': 233, 'value': '108'}, {'id': 5096647571, 'qualifierId': 56, 'value': 'Right'}, {'id': 5102262747, 'qualifierId': 384}, {'id': 5096647573, 'qualifierId': 285}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;dvq5a8ptkgjv17ev6ogfvklqs;Tackle;;;;;;;;;;;;;;;;;;108,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;14;2;Philadelphia Union II;842;DR;1,0
2699556683;115;49;1;14;5;csntc7hucmo21gknxc5y0kc4q;1;68,3;13,1;2024-07-06T23:18:35.843Z;2024-07-06T23:18:36Z;[];9u37akzkhdyszhevgrjghq99m;A. Monis;;;dvq5a8ptkgjv17ev6ogfvklqs;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;14;5;Philadelphia Union II;845;FWR;1,0
2699556695;116;1;1;14;6;csntc7hucmo21gknxc5y0kc4q;0;69,8;13,1;2024-07-06T23:18:36.290Z;2024-07-06T23:18:39Z;[{'id': 5096647661, 'qualifierId': 212, 'value': '7.3'}, {'id': 5096647655, 'qualifierId': 56, 'value': 'Right'}, {'id': 5096647663, 'qualifierId': 213, 'value': '0.34'}, {'id': 5096647721, 'qualifierId': 286}, {'id': 5096647717, 'qualifierId': 233, 'value': '109'}, {'id': 5096647657, 'qualifierId': 140, 'value': '76.4'}, {'id': 5096647715, 'qualifierId': 236}, {'id': 5096647659, 'qualifierId': 141, 'value': '16.7'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;0,34;76,4;;7,3;16,7;;;109,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;76,4;16,7;;;;;;;0;0;14;6;Philadelphia Union II;846;FWR;1,0
2699556705;109;74;1;14;6;1zgjjyruyufrkh4xjvryqsb1i;1;22,4;74,8;2024-07-06T23:18:36.291Z;2024-07-06T23:44:26Z;[{'id': 5096647709, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096647747, 'qualifierId': 233, 'value': '116'}, {'id': 5096647711, 'qualifierId': 285}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;dvq5a8ptkgjv17ev6ogfvklqs;Blocked Pass;;;;;;;;;;;;;;;;;;116,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;14;6;New England II;846;DC;1,0
2699556717;110;52;1;14;10;1zgjjyruyufrkh4xjvryqsb1i;1;10,7;64,2;2024-07-06T23:18:40.670Z;2024-07-13T10:58:42Z;[{'id': 5102262793, 'qualifierId': 377}];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;dvq5a8ptkgjv17ev6ogfvklqs;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;14;10;New England II;850;GK;1,0
2699556791;111;1;1;14;17;1zgjjyruyufrkh4xjvryqsb1i;1;14,5;54,6;2024-07-06T23:18:48.014Z;2024-07-06T23:18:49Z;[{'id': 5096648135, 'qualifierId': 140, 'value': '26.0'}, {'id': 5096648133, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096648137, 'qualifierId': 141, 'value': '94.3'}, {'id': 5096648139, 'qualifierId': 212, 'value': '29.6'}, {'id': 5096648131, 'qualifierId': 123}, {'id': 5096648141, 'qualifierId': 213, 'value': '1.15'}, {'id': 5096648159, 'qualifierId': 287}];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;1,15;26,0;;29,6;94,3;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;26,0;94,3;;;;;;;0;0;14;17;New England II;857;GK;1,0
2699556841;112;1;1;14;22;1zgjjyruyufrkh4xjvryqsb1i;1;28,7;98,1;2024-07-06T23:18:52.735Z;2024-07-06T23:18:56Z;[{'id': 5096648411, 'qualifierId': 212, 'value': '29.1'}, {'id': 5096648415, 'qualifierId': 213, 'value': '6.21'}, {'id': 5096648407, 'qualifierId': 141, 'value': '94.9'}, {'id': 5096648399, 'qualifierId': 56, 'value': 'Left'}, {'id': 5096648403, 'qualifierId': 140, 'value': '56.3'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;6,21;56,3;;29,1;94,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;56,3;94,9;;;;;;;0;0;14;22;New England II;862;DC;1,0
2699556845;113;61;1;14;26;1zgjjyruyufrkh4xjvryqsb1i;1;56,3;94,9;2024-07-06T23:18:56.156Z;2024-07-06T23:18:56Z;[{'id': 5096648443, 'qualifierId': 56, 'value': 'Left'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;dvq5a8ptkgjv17ev6ogfvklqs;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;14;26;New England II;866;FW;1,0
2699556867;114;1;1;14;26;1zgjjyruyufrkh4xjvryqsb1i;0;57,7;94,6;2024-07-06T23:18:56.790Z;2024-07-13T10:59:44Z;[{'id': 5096648567, 'qualifierId': 213, 'value': '5.89'}, {'id': 5096648563, 'qualifierId': 141, 'value': '91.6'}, {'id': 5096648555, 'qualifierId': 3}, {'id': 5096648561, 'qualifierId': 140, 'value': '62.4'}, {'id': 5096648559, 'qualifierId': 56, 'value': 'Left'}, {'id': 5096648565, 'qualifierId': 212, 'value': '5.3'}, {'id': 5096648557, 'qualifierId': 168}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;5,89;62,4;;5,3;91,6;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;62,4;91,6;;;;;;;0;0;14;26;New England II;866;AMC;1,0
2699556857;117;44;1;14;27;csntc7hucmo21gknxc5y0kc4q;1;28,8;6,9;2024-07-06T23:18:57.345Z;2024-07-06T23:19:00Z;[{'id': 5096648667, 'qualifierId': 233, 'value': '115'}, {'id': 5096648497, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096648499, 'qualifierId': 285}];7djbfbsqwu0g7wd1xo1ufp2zu;G. Calderón;;;dvq5a8ptkgjv17ev6ogfvklqs;Aerial;;;;;;;;;;;;;;;;;;115,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;14;27;Philadelphia Union II;867;DL;1,0
2699556879;115;44;1;14;27;1zgjjyruyufrkh4xjvryqsb1i;0;71,2;93,1;2024-07-06T23:18:57.346Z;2024-07-06T23:19:01Z;[{'id': 5096648639, 'qualifierId': 286}, {'id': 5096648637, 'qualifierId': 56, 'value': 'Left'}, {'id': 5096648673, 'qualifierId': 233, 'value': '117'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;dvq5a8ptkgjv17ev6ogfvklqs;Aerial;;;;;;;;;;;;;;;;;;117,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;14;27;New England II;867;FW;1,0
2699556871;118;1;1;14;27;csntc7hucmo21gknxc5y0kc4q;1;20,0;5,6;2024-07-06T23:18:57.666Z;2024-07-06T23:18:59Z;[{'id': 5096648593, 'qualifierId': 141, 'value': '6.8'}, {'id': 5096648597, 'qualifierId': 212, 'value': '6.7'}, {'id': 5096648589, 'qualifierId': 140, 'value': '26.3'}, {'id': 5096648587, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096648603, 'qualifierId': 213, 'value': '0.12'}, {'id': 5096648585, 'qualifierId': 3}];7djbfbsqwu0g7wd1xo1ufp2zu;G. Calderón;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;0,12;26,3;;6,7;6,8;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;26,3;6,8;;;;;;;0;0;14;27;Philadelphia Union II;867;DL;1,0
2699556881;119;61;1;14;28;csntc7hucmo21gknxc5y0kc4q;1;33,6;6,2;2024-07-06T23:18:58.631Z;2024-07-13T10:59:42Z;[{'id': 5096648647, 'qualifierId': 56, 'value': 'Back'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;dvq5a8ptkgjv17ev6ogfvklqs;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;14;28;Philadelphia Union II;868;DR;1,0
2699556893;120;1;1;14;31;csntc7hucmo21gknxc5y0kc4q;0;23,0;12,8;2024-07-06T23:19:01.178Z;2024-07-06T23:27:31Z;[{'id': 5096648729, 'qualifierId': 213, 'value': '0.13'}, {'id': 5096648721, 'qualifierId': 56, 'value': 'Center'}, {'id': 5096648719, 'qualifierId': 157}, {'id': 5096648723, 'qualifierId': 140, 'value': '64.6'}, {'id': 5096648727, 'qualifierId': 212, 'value': '44.1'}, {'id': 5096648731, 'qualifierId': 1}, {'id': 5096648725, 'qualifierId': 141, 'value': '21.5'}];et772m1f5cqceeffckpnty1p0;E. Klein;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;0,13;64,6;;44,1;21,5;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;64,6;21,5;;;;;;;0;0;14;31;Philadelphia Union II;871;MC;1,0
2700588915;780;44;1;14;32;1zgjjyruyufrkh4xjvryqsb1i;1;27,5;69,2;2024-07-06T23:19:03.054Z;2024-07-14T08:44:07Z;[{'id': 5102263837, 'qualifierId': 285}, {'id': 5104237705, 'qualifierId': 233, 'value': '985'}, {'id': 5102263833, 'qualifierId': 56, 'value': 'Back'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;dvq5a8ptkgjv17ev6ogfvklqs;Aerial;;;;;;;;;;;;;;;;;;985,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;14;32;New England II;872;DC;1,0
2700588917;985;44;1;14;32;csntc7hucmo21gknxc5y0kc4q;0;72,5;30,8;2024-07-06T23:19:03.055Z;2024-07-13T11:01:23Z;[{'id': 5102263845, 'qualifierId': 233, 'value': '780'}, {'id': 5102263843, 'qualifierId': 286}, {'id': 5102263839, 'qualifierId': 56, 'value': 'Center'}];6han4f5xq1d0ii0ol2drgi4bu;G. Diarbian;;;dvq5a8ptkgjv17ev6ogfvklqs;Aerial;;;;;;;;;;;;;;;;;;780,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;14;32;Philadelphia Union II;872;FW;1,0
2699556915;116;1;1;14;33;1zgjjyruyufrkh4xjvryqsb1i;0;25,4;71,5;2024-07-06T23:19:03.535Z;2024-07-06T23:19:05Z;[{'id': 5096648855, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096648853, 'qualifierId': 3}, {'id': 5096648857, 'qualifierId': 140, 'value': '35.9'}, {'id': 5096648861, 'qualifierId': 212, 'value': '11.4'}, {'id': 5096648859, 'qualifierId': 141, 'value': '67.0'}, {'id': 5096648863, 'qualifierId': 213, 'value': '6.01'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;6,01;35,9;;11,4;67,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;35,9;67,0;;;;;;;0;0;14;33;New England II;873;DC;1,0
2700588963;986;44;1;14;36;csntc7hucmo21gknxc5y0kc4q;1;57,0;22,2;2024-07-06T23:19:06.924Z;2024-07-14T08:44:07Z;[{'id': 5102264153, 'qualifierId': 286}, {'id': 5104237711, 'qualifierId': 233, 'value': '781'}, {'id': 5102264149, 'qualifierId': 56, 'value': 'Center'}];5e00w1rqym73habcl01wm7jtg;O. Escobar;;;dvq5a8ptkgjv17ev6ogfvklqs;Aerial;;;;;;;;;;;;;;;;;;781,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;14;36;Philadelphia Union II;876;MC;1,0
2700588965;781;44;1;14;36;1zgjjyruyufrkh4xjvryqsb1i;0;43,0;77,8;2024-07-06T23:19:06.925Z;2024-07-13T11:01:56Z;[{'id': 5102264159, 'qualifierId': 285}, {'id': 5102264155, 'qualifierId': 56, 'value': 'Back'}, {'id': 5102264161, 'qualifierId': 233, 'value': '986'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;dvq5a8ptkgjv17ev6ogfvklqs;Aerial;;;;;;;;;;;;;;;;;;986,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;14;36;New England II;876;DMC;1,0
2699556931;121;1;1;14;37;csntc7hucmo21gknxc5y0kc4q;0;65,4;26,2;2024-07-06T23:19:07.377Z;2024-07-13T11:01:41Z;[{'id': 5096648991, 'qualifierId': 140, 'value': '59.2'}, {'id': 5096648987, 'qualifierId': 3}, {'id': 5096648997, 'qualifierId': 213, 'value': '3.87'}, {'id': 5096648989, 'qualifierId': 56, 'value': 'Right'}, {'id': 5096648993, 'qualifierId': 141, 'value': '17.6'}, {'id': 5096648995, 'qualifierId': 212, 'value': '8.8'}, {'id': 5102264087, 'qualifierId': 168}];5e00w1rqym73habcl01wm7jtg;O. Escobar;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;3,87;59,2;;8,8;17,6;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;59,2;17,6;;;;;;;0;0;14;37;Philadelphia Union II;877;MC;1,0
2699556955;117;1;1;14;38;1zgjjyruyufrkh4xjvryqsb1i;1;37,9;82,8;2024-07-06T23:19:09.135Z;2024-07-06T23:19:10Z;[{'id': 5096649113, 'qualifierId': 141, 'value': '94.9'}, {'id': 5096649115, 'qualifierId': 212, 'value': '15.1'}, {'id': 5096649117, 'qualifierId': 213, 'value': '2.57'}, {'id': 5096649111, 'qualifierId': 140, 'value': '25.8'}, {'id': 5096649109, 'qualifierId': 56, 'value': 'Back'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;2,57;25,8;;15,1;94,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;25,8;94,9;;;;;;;0;0;14;38;New England II;878;ML;1,0
2699556971;118;1;1;14;40;1zgjjyruyufrkh4xjvryqsb1i;1;25,8;94,9;2024-07-06T23:19:10.846Z;2024-07-06T23:19:12Z;[{'id': 5096649187, 'qualifierId': 56, 'value': 'Center'}, {'id': 5096649189, 'qualifierId': 140, 'value': '68.4'}, {'id': 5096649195, 'qualifierId': 213, 'value': '5.99'}, {'id': 5096649185, 'qualifierId': 155}, {'id': 5096649191, 'qualifierId': 141, 'value': '75.1'}, {'id': 5096649197, 'qualifierId': 1}, {'id': 5096649193, 'qualifierId': 212, 'value': '46.7'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;dvq5a8ptkgjv17ev6ogfvklqs;Pass;;;;;;;;;;;5,99;68,4;;46,7;75,1;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;68,4;75,1;;;;;;;0;0;14;40;New England II;880;DC;1,0
