id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_JerseyNumber;value_Involved;value_TeamFormation;value_TeamKit;value_Captain;value_Resume;value_DirectionOfPlay;value_Length;value_PassEndX;value_PassEndY;value_Zone;value_Angle;value_Chipped;value_LongBall;value_KeeperThrow;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_Cross;value_SwitchOfPlay;value_BlockedPass;value_Assist;value_Left;value_RegularPlay;value_IndividualPlay;value_GoalmouthY;value_GoalmouthZ;value_GkX;value_Assisted;value_RelatedEventId;value_35Centre;value_GkY;value_RightFooted;value_NextEventGoalKick;value_Low;value_GoalKick;value_HeadPass;value_Launch;value_Head;value_LayOff;value_DeletedEventType;value_Direct;value_Handball;value_YellowCard;value_NotRetreating;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_IntentionalAssist;value_CloseHigh;value_FirstTouch;value_LeftFooted;value_BoxCentre;value_Foul;value_AttemptedTackle;value_FlickOn;value_OutOfPlay;value_HighLeft;value_OutOfBoxCentre;value_GoalShotGameClock;value_HitWoodwork;value_HitBar;value_GoalShotTimestamp;value_BlockedY;value_KickOff;value_NotAssisted;value_HighCentre;value_BlockedX;value_Hands;value_ParriedSafe;value_Reaching;value_InSwinger;value_CornerTaken;value_High;value_SecondYellow;value_RecklessOffence;value_GkKickFromHands;value_PlayersCaughtOffside;value_Indirect;value_Blocked;value_LowRight;value_SixYardBlocked;value_Volley;value_DefBlock;value_Right;value_FromCorner;value_CloseLeft;value_AerialFoul;value_LowCentre;value_ParriedDanger;value_Diving;value_HighRight;value_ShirtPull/Holding;value_TacticalFoul;value_BigChance;value_SetPiece;value_Injury;value_InjuredPlayerId;value_HighClaim;value_SwerveRight;value_BoxRight;value_Minutes;value_CloseRight;value_NotPastGoalLine;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_Tap;value_BoxDeepRight;value_Standing;value_Collected;value_OverArm;value_BoxLeft;value_LowLeft;value_GkHoof;value_OwnPlayer;value_OwnShotBlocked;value_Stooping;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2712960021;127;1;1;15;14;csntc7hucmo21gknxc5y0kc4q;1;60,6;63,5;2024-08-24T23:49:31.485Z;2024-08-24T23:50:21Z;[{'id': 5170666027, 'qualifierId': 154}, {'id': 5170662593, 'qualifierId': 212, 'value': '22.0'}, {'id': 5170662595, 'qualifierId': 213, 'value': '5.94'}, {'id': 5170662587, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170662591, 'qualifierId': 141, 'value': '52.5'}, {'id': 5170662589, 'qualifierId': 140, 'value': '80.3'}, {'id': 5170666025, 'qualifierId': 210, 'value': '16'}, {'id': 5170666029, 'qualifierId': 22}];4iepghv4p490fxo5s429qeicq;J. Panayotou;;1,0;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;22,0;80,3;52,5;;5,94;;;;;;;;;;16,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;80,3;52,5;;;;;;;0;0;15;14;Carolina Core;914;AMC;1,0
2712960025;128;16;1;15;18;csntc7hucmo21gknxc5y0kc4q;1;81,5;55,3;2024-08-24T23:49:35.557Z;2024-08-24T23:50:22Z;[{'id': 5170662607, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170664757, 'qualifierId': 72}, {'id': 5170666041, 'qualifierId': 77}, {'id': 5170662605, 'qualifierId': 18}, {'id': 5170666061, 'qualifierId': 231, 'value': '50.7'}, {'id': 5170664767, 'qualifierId': 375, 'value': '15:17.442'}, {'id': 5170666053, 'qualifierId': 102, 'value': '53.7'}, {'id': 5170666063, 'qualifierId': 138}, {'id': 5170666055, 'qualifierId': 103, 'value': '30.4'}, {'id': 5170666047, 'qualifierId': 154}, {'id': 5170666045, 'qualifierId': 29}, {'id': 5170666057, 'qualifierId': 215}, {'id': 5170666065, 'qualifierId': 275}, {'id': 5170666059, 'qualifierId': 230, 'value': '98.8'}, {'id': 5170664763, 'qualifierId': 374, 'value': '2024-08-25 00:49:34.372'}, {'id': 5170662603, 'qualifierId': 22}, {'id': 5170666049, 'qualifierId': 55, 'value': '127'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;euott0tjh2b3wppm63c9url78;Goal;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;53,7;30,4;98,8;1,0;127,0;;50,7;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;1,0;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;53,7;30.4;127,0;4iepghv4p490fxo5s429qeicq;0;1;15;18;Carolina Core;918;AMR;1,0
2712960843;107;15;1;16;23;2nnef9tr9g7m2s6n873qif95g;1;50,2;49,9;2024-08-24T23:50:40.083Z;2024-08-24T23:51:00Z;[{'id': 5170668469, 'qualifierId': 147, 'value': '49.8'}, {'id': 5170667311, 'qualifierId': 22}, {'id': 5170667315, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170668463, 'qualifierId': 328}, {'id': 5170667317, 'qualifierId': 279, 'value': 'G'}, {'id': 5170668459, 'qualifierId': 103, 'value': '25.3'}, {'id': 5170667313, 'qualifierId': 19}, {'id': 5170668457, 'qualifierId': 102, 'value': '49.8'}, {'id': 5170668461, 'qualifierId': 215}, {'id': 5170668465, 'qualifierId': 458}, {'id': 5170668475, 'qualifierId': 233, 'value': '129'}, {'id': 5170667877, 'qualifierId': 20}, {'id': 5170668455, 'qualifierId': 79}, {'id': 5170668467, 'qualifierId': 146, 'value': '98.2'}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;;euott0tjh2b3wppm63c9url78;Attempt Saved;;;;;;;;;;;;;;;;;;129,0;;;;;;;;1,0;1,0;49,8;25,3;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;49,8;;1,0;1,0;98,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;98,2;49,8;49,8;25.3;;;0;0;16;23;New England II;983;AMC;1,0
2712960849;129;10;1;16;23;csntc7hucmo21gknxc5y0kc4q;1;2,8;48,2;2024-08-24T23:50:40.183Z;2024-08-24T23:50:51Z;[{'id': 5170667365, 'qualifierId': 182}, {'id': 5170667361, 'qualifierId': 173}, {'id': 5170667899, 'qualifierId': 233, 'value': '107'}, {'id': 5170667777, 'qualifierId': 181}, {'id': 5170667367, 'qualifierId': 56, 'value': 'Back'}];opnutov04c33y3gq2fjpkaac;J. Gunn;;;euott0tjh2b3wppm63c9url78;Save;;;;;;;;;;;;;;;;;;107,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;16;23;Carolina Core;983;GK;1,0
2712960859;108;6;1;16;26;2nnef9tr9g7m2s6n873qif95g;1;80,6;52,7;2024-08-24T23:50:43.573Z;2024-08-24T23:50:51Z;[{'id': 5170667567, 'qualifierId': 233, 'value': '130'}, {'id': 5170667521, 'qualifierId': 73}, {'id': 5170667519, 'qualifierId': 56, 'value': 'Center'}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;;euott0tjh2b3wppm63c9url78;Corner Awarded;;;;;;;;;;;;;;;;;;130,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;16;26;New England II;986;AMC;1,0
2712960865;130;6;1;16;26;csntc7hucmo21gknxc5y0kc4q;0;19,4;47,3;2024-08-24T23:50:43.573Z;2024-08-24T23:58:44Z;[{'id': 5170667441, 'qualifierId': 73}, {'id': 5170667439, 'qualifierId': 56, 'value': 'Back'}, {'id': 5170667573, 'qualifierId': 233, 'value': '108'}];opnutov04c33y3gq2fjpkaac;J. Gunn;;;euott0tjh2b3wppm63c9url78;Corner Awarded;;;;;;;;;;;;;;;;;;108,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;16;26;Carolina Core;986;GK;1,0
2712961315;109;1;1;17;7;2nnef9tr9g7m2s6n873qif95g;0;99,5;99,5;2024-08-24T23:51:24.019Z;2024-08-24T23:51:27Z;[{'id': 5170670163, 'qualifierId': 141, 'value': '26.2'}, {'id': 5170670165, 'qualifierId': 212, 'value': '51.5'}, {'id': 5170670161, 'qualifierId': 140, 'value': '87.1'}, {'id': 5170670157, 'qualifierId': 223}, {'id': 5170670167, 'qualifierId': 213, 'value': '4.46'}, {'id': 5170670159, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170670155, 'qualifierId': 155}, {'id': 5170670151, 'qualifierId': 2}, {'id': 5170670171, 'qualifierId': 1}, {'id': 5170670153, 'qualifierId': 6}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;51,5;87,1;26,2;;4,46;1,0;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;87,1;26,2;;;;;;;0;0;17;7;New England II;1027;FW;1,0
2712961347;131;49;1;17;12;csntc7hucmo21gknxc5y0kc4q;1;7,4;79,4;2024-08-24T23:51:29.301Z;2024-08-24T23:51:29Z;[];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;euott0tjh2b3wppm63c9url78;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;17;12;Carolina Core;1032;DC;1,0
2712961433;132;1;1;17;18;csntc7hucmo21gknxc5y0kc4q;0;39,9;90,5;2024-08-24T23:51:35.445Z;2024-08-24T23:51:38Z;[{'id': 5170670809, 'qualifierId': 155}, {'id': 5170670821, 'qualifierId': 1}, {'id': 5170670817, 'qualifierId': 212, 'value': '46.8'}, {'id': 5170670811, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170670815, 'qualifierId': 141, 'value': '30.7'}, {'id': 5170670819, 'qualifierId': 213, 'value': '5.23'}, {'id': 5170670813, 'qualifierId': 140, 'value': '62.0'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;46,8;62,0;30,7;;5,23;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;62,0;30,7;;;;;;;0;0;17;18;Carolina Core;1038;DC;1,0
2712961461;110;1;1;17;21;2nnef9tr9g7m2s6n873qif95g;1;32,2;65,5;2024-08-24T23:51:38.419Z;2024-08-24T23:51:42Z;[{'id': 5170671047, 'qualifierId': 3}, {'id': 5170671053, 'qualifierId': 140, 'value': '54.9'}, {'id': 5170671059, 'qualifierId': 212, 'value': '23.8'}, {'id': 5170671051, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170671055, 'qualifierId': 141, 'value': '65.1'}, {'id': 5170671063, 'qualifierId': 213, 'value': '6.27'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;23,8;54,9;65,1;;6,27;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;54,9;65,1;;;;;;;0;0;17;21;New England II;1041;DMC;1,0
2712961499;111;1;1;17;25;2nnef9tr9g7m2s6n873qif95g;1;55,4;65,1;2024-08-24T23:51:41.987Z;2024-08-24T23:51:44Z;[{'id': 5170671243, 'qualifierId': 3}, {'id': 5170671263, 'qualifierId': 213, 'value': '1.56'}, {'id': 5170671247, 'qualifierId': 56, 'value': 'Left'}, {'id': 5170671259, 'qualifierId': 212, 'value': '14.6'}, {'id': 5170671251, 'qualifierId': 140, 'value': '55.5'}, {'id': 5170671255, 'qualifierId': 141, 'value': '86.6'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;14,6;55,5;86,6;;1,56;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;55,5;86,6;;;;;;;0;0;17;25;New England II;1045;FW;1,0
2712961505;112;49;1;17;27;2nnef9tr9g7m2s6n873qif95g;1;55,5;88,6;2024-08-24T23:51:44.067Z;2024-08-24T23:51:44Z;[];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;euott0tjh2b3wppm63c9url78;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;17;27;New England II;1047;DMC;1,0
2712961599;113;1;1;17;28;2nnef9tr9g7m2s6n873qif95g;1;58,4;91,4;2024-08-24T23:51:45.907Z;2024-08-24T23:51:51Z;[{'id': 5170671681, 'qualifierId': 56, 'value': 'Left'}, {'id': 5170671685, 'qualifierId': 141, 'value': '83.9'}, {'id': 5170671689, 'qualifierId': 213, 'value': '6.11'}, {'id': 5170671683, 'qualifierId': 140, 'value': '85.8'}, {'id': 5170671687, 'qualifierId': 212, 'value': '29.2'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;29,2;85,8;83,9;;6,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;85,8;83,9;;;;;;;0;0;17;28;New England II;1048;DMC;1,0
2712961625;114;1;1;17;33;2nnef9tr9g7m2s6n873qif95g;1;90,7;84,5;2024-08-24T23:51:50.899Z;2024-08-24T23:51:54Z;[{'id': 5170671829, 'qualifierId': 213, 'value': '3.83'}, {'id': 5170671825, 'qualifierId': 141, 'value': '69.9'}, {'id': 5170671821, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170671827, 'qualifierId': 212, 'value': '15.6'}, {'id': 5170671823, 'qualifierId': 140, 'value': '79.2'}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;15,6;79,2;69,9;;3,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;79,2;69,9;;;;;;;0;0;17;33;New England II;1053;AMC;1,0
2712961627;115;3;1;17;37;2nnef9tr9g7m2s6n873qif95g;0;81,6;69,6;2024-08-24T23:51:53.987Z;2024-08-24T23:51:57Z;[{'id': 5170671849, 'qualifierId': 286}, {'id': 5170671909, 'qualifierId': 233, 'value': '133'}, {'id': 5170671847, 'qualifierId': 56, 'value': 'Center'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;euott0tjh2b3wppm63c9url78;Take On;;;;;;;;;;;;;;;;;;133,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;17;37;New England II;1057;FW;1,0
2712961629;133;7;1;17;37;csntc7hucmo21gknxc5y0kc4q;0;18,4;30,4;2024-08-24T23:51:53.988Z;2024-08-24T23:51:56Z;[{'id': 5170671889, 'qualifierId': 233, 'value': '115'}, {'id': 5170671857, 'qualifierId': 285}, {'id': 5170671855, 'qualifierId': 56, 'value': 'Back'}];853mqqlenq3yctucs92vfieqc;J. Mussenden;;;euott0tjh2b3wppm63c9url78;Tackle;;;;;;;;;;;;;;;;;;115,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;17;37;Carolina Core;1057;MC;1,0
2712961655;116;1;1;17;38;2nnef9tr9g7m2s6n873qif95g;1;90,7;74,4;2024-08-24T23:51:55.251Z;2024-08-24T23:51:56Z;[{'id': 5170671991, 'qualifierId': 141, 'value': '71.2'}, {'id': 5170671995, 'qualifierId': 213, 'value': '3.31'}, {'id': 5170671987, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170671993, 'qualifierId': 212, 'value': '13.2'}, {'id': 5170671989, 'qualifierId': 140, 'value': '78.3'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;13,2;78,3;71,2;;3,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;78,3;71,2;;;;;;;0;0;17;38;New England II;1058;FW;1,0
2712961677;117;1;1;17;39;2nnef9tr9g7m2s6n873qif95g;0;78,2;71,2;2024-08-24T23:51:56.163Z;2024-08-24T23:51:57Z;[{'id': 5170672103, 'qualifierId': 56, 'value': 'Center'}, {'id': 5170672105, 'qualifierId': 140, 'value': '78.0'}, {'id': 5170672111, 'qualifierId': 212, 'value': '13.2'}, {'id': 5170672115, 'qualifierId': 213, 'value': '4.70'}, {'id': 5170672109, 'qualifierId': 141, 'value': '51.8'}];5zhvp39a530j8j03lsrtk8bv8;C. Gregoire;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;13,2;78,0;51,8;;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;78,0;51,8;;;;;;;0;0;17;39;New England II;1059;DML;1,0
2712961685;134;1;1;17;39;csntc7hucmo21gknxc5y0kc4q;1;14,5;28,0;2024-08-24T23:51:56.445Z;2024-08-25T00:20:29Z;[{'id': 5170672161, 'qualifierId': 56, 'value': 'Back'}, {'id': 5170672165, 'qualifierId': 141, 'value': '28.1'}, {'id': 5170672169, 'qualifierId': 213, 'value': '0.01'}, {'id': 5170672171, 'qualifierId': 1}, {'id': 5170672159, 'qualifierId': 157}, {'id': 5170672163, 'qualifierId': 140, 'value': '21.3'}, {'id': 5170672167, 'qualifierId': 212, 'value': '7.1'}];853mqqlenq3yctucs92vfieqc;J. Mussenden;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;7,1;21,3;28,1;;0,01;;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;21,3;28,1;;;;;;;0;0;17;39;Carolina Core;1059;MC;1,0
2712961711;135;1;1;17;41;csntc7hucmo21gknxc5y0kc4q;0;22,6;38,6;2024-08-24T23:51:58.020Z;2024-08-24T23:51:58Z;[{'id': 5170672279, 'qualifierId': 212, 'value': '8.4'}, {'id': 5170672281, 'qualifierId': 213, 'value': '0.85'}, {'id': 5170672271, 'qualifierId': 157}, {'id': 5170672275, 'qualifierId': 140, 'value': '27.9'}, {'id': 5170672283, 'qualifierId': 1}, {'id': 5170672273, 'qualifierId': 56, 'value': 'Back'}, {'id': 5170672277, 'qualifierId': 141, 'value': '47.9'}];4iepghv4p490fxo5s429qeicq;J. Panayotou;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;8,4;27,9;47,9;;0,85;;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;27,9;47,9;;;;;;;0;0;17;41;Carolina Core;1061;AMC;1,0
2712961731;118;61;1;17;43;2nnef9tr9g7m2s6n873qif95g;1;74,1;52,5;2024-08-24T23:52:00.479Z;2024-08-24T23:52:00Z;[{'id': 5170672389, 'qualifierId': 56, 'value': 'Center'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;euott0tjh2b3wppm63c9url78;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;17;43;New England II;1063;DMC;1,0
2712961743;119;61;1;17;44;2nnef9tr9g7m2s6n873qif95g;1;74,1;52,5;2024-08-24T23:52:01.123Z;2024-08-24T23:52:01Z;[{'id': 5170672421, 'qualifierId': 56, 'value': 'Center'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;euott0tjh2b3wppm63c9url78;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;17;44;New England II;1064;DMC;1,0
2712961839;120;1;1;17;45;2nnef9tr9g7m2s6n873qif95g;1;68,4;40,4;2024-08-24T23:52:02.515Z;2024-08-24T23:52:08Z;[{'id': 5170672891, 'qualifierId': 140, 'value': '90.5'}, {'id': 5170672895, 'qualifierId': 212, 'value': '27.1'}, {'id': 5170672889, 'qualifierId': 56, 'value': 'Right'}, {'id': 5170672893, 'qualifierId': 141, 'value': '19.7'}, {'id': 5170672897, 'qualifierId': 213, 'value': '5.74'}];f3uzkdl46t1mujsddhr5tg07o;M. Alenga;;;euott0tjh2b3wppm63c9url78;Pass;;;;;;;;;;27,1;90,5;19,7;;5,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;90,5;19,7;;;;;;;0;0;17;45;New England II;1065;DMC;1,0
2712961849;121;61;1;17;51;2nnef9tr9g7m2s6n873qif95g;0;98,2;28,5;2024-08-24T23:52:08.900Z;2024-08-25T02:11:56Z;[{'id': 5170672953, 'qualifierId': 56, 'value': 'Center'}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;euott0tjh2b3wppm63c9url78;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;17;51;New England II;1071;DMR;1,0
2712961861;122;5;1;17;52;2nnef9tr9g7m2s6n873qif95g;0;100,8;27,8;2024-08-24T23:52:09.822Z;2024-08-25T00:26:38Z;[{'id': 5170673023, 'qualifierId': 346}, {'id': 5170673977, 'qualifierId': 233, 'value': '136'}, {'id': 5170673021, 'qualifierId': 56, 'value': 'Center'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;;euott0tjh2b3wppm63c9url78;Out;;;;;;;;;;;;;;;;;;136,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;17;52;New England II;1072;AMC;1,0
2712962023;136;5;1;17;52;csntc7hucmo21gknxc5y0kc4q;1;-0,8;72,2;2024-08-24T23:52:09.822Z;2024-08-25T00:20:02Z;[{'id': 5170673957, 'qualifierId': 346}, {'id': 5170673967, 'qualifierId': 233, 'value': '122'}, {'id': 5170673955, 'qualifierId': 56, 'value': 'Back'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;euott0tjh2b3wppm63c9url78;Out;;;;;;;;;;;;;;;;;;122,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;0;0;17;52;Carolina Core;1072;DC;1,0
