id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_Involved;value_Resume;value_PlayerPosition;value_TeamKit;value_TeamFormation;value_Captain;value_JerseyNumber;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndX;value_PassEndY;value_Length;value_Zone;value_TouchTypeControl;value_Direct;value_AttemptedTackle;value_OppositeRelatedEventId;value_Foul;value_Offensive;value_Defensive;value_FreeKickTaken;value_Launch;value_LongBall;value_Chipped;value_DeletedEventType;value_HeadPass;value_IntendedTackleTarget;value_LayOff;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeClearance;value_TakeOnOvertake;value_SwitchOfPlay;value_GoalmouthZ;value_FirstTouch;value_BoxRight;value_GkY;value_RegularPlay;value_RightFooted;value_NotAssisted;value_GoalmouthY;value_GkX;value_High;value_NextEventGoalKick;value_GoalKick;value_InSwinger;value_Cross;value_LeftFooted;value_TakeOnSpace;value_FlickOn;value_OutSwinger;value_Head;value_OutOfPlay;value_TouchTypePass;value_Handball;value_Right;value_Left;value_CornerTaken;value_LowGkIntervention;value_KeeperThrow;value_Defensive1V1;value_Shove/Push;value_IndividualPlay;value_CloseRight;value_OutOfBoxCentre;value_FromCorner;value_Assist;value_IntentionalAssist;value_PullBack;value_RelatedEventId;value_Blocked;value_BlockedX;value_BlockedY;value_LowLeft;value_BoxCentre;value_Assisted;value_DefBlock;value_BlockedCross;value_PlayersCaughtOffside;value_Indirect;value_Overrun;value_MediumGkIntervention;value_OverArm;value_Volley;value_HighLeft;value_MisHit;value_Low;value_ShirtPull/Holding;value_NotVisible;value_AerialFoul;value_Injury;value_InjuredPlayerId;value_FreeKick;value_CloseLeft;value_RecklessOffence;value_YellowCard;value_LowCentre;value_Deflection;value_Collected;value_Diving;value_Hands;value_Minutes;value_VideoCoverageLost;value_EndType;value_Straight;value_FloatedCross;value_ThroughBall;value_HighRight;value_BigChance;value_GkHoof;value_LastLine;value_CloseHigh;value_BoxLeft;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_HighCentre;value_Standing;value_NotPastGoalLine;value_Weak;value_SetPiece;value_HighClaim;value_HighGkIntervention;value_ParriedSafe;value_Sliding;value_Feet;value_TacticalFoul;value_LeadingToAttempt;value_RelatedError1Id;value_1On1;value_LowRight;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GkKickFromHands;value_SecondYellow;value_EnteringField;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2685250809;35;1;1;2;20;29nx7yxy1rdqv2oobqn5pjf8p;0;29,1;8,6;2024-05-11T00:06:10.837Z;2024-05-11T00:06:11Z;[{'id': 5018270859, 'qualifierId': 213, 'value': '6.25'}, {'id': 5018270857, 'qualifierId': 212, 'value': '12.2'}, {'id': 5018270855, 'qualifierId': 141, 'value': '8.0'}, {'id': 5018270853, 'qualifierId': 140, 'value': '40.7'}, {'id': 5018270851, 'qualifierId': 56, 'value': 'Back'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;6,25;40,7;8,0;12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;40,7;8,0;;;;;;;0;0;2;20;Huntsville City;140;DC;1,0
2685250823;27;8;1;2;21;4gymgvqmve0m2vh89v84tt3x0;1;57,7;83,8;2024-05-11T00:06:11.935Z;2024-05-12T20:37:47Z;[{'id': 5018270917, 'qualifierId': 56, 'value': 'Left'}, {'id': 5026721937, 'qualifierId': 385}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;cqrztc709br7ids019kqi1tlg;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;2;21;Toronto II;141;MC;1,0
2685250827;28;5;1;2;22;4gymgvqmve0m2vh89v84tt3x0;0;60,1;101,5;2024-05-11T00:06:12.724Z;2024-05-11T00:57:55Z;[{'id': 5018270931, 'qualifierId': 347}, {'id': 5018270977, 'qualifierId': 233, 'value': '36'}, {'id': 5018270927, 'qualifierId': 56, 'value': 'Left'}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;cqrztc709br7ids019kqi1tlg;Out;;;;;;;;;;;;;;;;;;;36,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;2;22;Toronto II;142;MC;1,0
2685250835;36;5;1;2;22;29nx7yxy1rdqv2oobqn5pjf8p;1;39,9;-1,5;2024-05-11T00:06:12.724Z;2024-05-11T01:04:08Z;[{'id': 5018270969, 'qualifierId': 233, 'value': '28'}, {'id': 5018270951, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018270953, 'qualifierId': 347}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cqrztc709br7ids019kqi1tlg;Out;;;;;;;;;;;;;;;;;;;28,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;2;22;Huntsville City;142;DC;1,0
2685250871;37;1;1;2;33;29nx7yxy1rdqv2oobqn5pjf8p;1;38,8;0,0;2024-05-11T00:06:23.605Z;2024-05-11T00:06:25Z;[{'id': 5018271099, 'qualifierId': 107}, {'id': 5018271103, 'qualifierId': 140, 'value': '33.9'}, {'id': 5018271101, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018271105, 'qualifierId': 141, 'value': '12.6'}, {'id': 5018271109, 'qualifierId': 213, 'value': '2.08'}, {'id': 5018271107, 'qualifierId': 212, 'value': '10.6'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;2,08;33,9;12,6;10,6;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;33,9;12,6;;;;;;;0;0;2;33;Huntsville City;153;DC;1,0
2685250879;38;1;1;2;34;29nx7yxy1rdqv2oobqn5pjf8p;1;33,9;12,6;2024-05-11T00:06:25.205Z;2024-05-11T00:06:26Z;[{'id': 5018271145, 'qualifierId': 213, 'value': '5.18'}, {'id': 5018271141, 'qualifierId': 141, 'value': '4.1'}, {'id': 5018271143, 'qualifierId': 212, 'value': '6.5'}, {'id': 5018271137, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018271139, 'qualifierId': 140, 'value': '36.7'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;5,18;36,7;4,1;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;36,7;4,1;;;;;;;0;0;2;34;Huntsville City;154;AMC;1,0
2685250887;39;1;1;2;36;29nx7yxy1rdqv2oobqn5pjf8p;0;36,7;4,1;2024-05-11T00:06:26.757Z;2024-05-11T00:06:28Z;[{'id': 5018271177, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018271179, 'qualifierId': 140, 'value': '45.6'}, {'id': 5018271185, 'qualifierId': 213, 'value': '0.83'}, {'id': 5018271181, 'qualifierId': 141, 'value': '19.1'}, {'id': 5018271183, 'qualifierId': 212, 'value': '13.8'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;0,83;45,6;19,1;13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;45,6;19,1;;;;;;;0;0;2;36;Huntsville City;156;DC;1,0
2685250889;29;49;1;2;38;4gymgvqmve0m2vh89v84tt3x0;1;57,9;70,3;2024-05-11T00:06:28.494Z;2024-05-11T00:06:28Z;[];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;cqrztc709br7ids019kqi1tlg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;2;38;Toronto II;158;MC;1,0
2685250905;30;1;1;2;39;4gymgvqmve0m2vh89v84tt3x0;1;58,4;68,5;2024-05-11T00:06:29.966Z;2024-05-11T00:06:32Z;[{'id': 5018271279, 'qualifierId': 213, 'value': '5.61'}, {'id': 5018271277, 'qualifierId': 212, 'value': '13.9'}, {'id': 5018271275, 'qualifierId': 141, 'value': '55.7'}, {'id': 5018271273, 'qualifierId': 140, 'value': '68.7'}, {'id': 5018271271, 'qualifierId': 56, 'value': 'Center'}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;5,61;68,7;55,7;13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;68,7;55,7;;;;;;;0;0;2;39;Toronto II;159;MC;1,0
2685250915;31;1;1;2;41;4gymgvqmve0m2vh89v84tt3x0;0;73,1;46,6;2024-05-11T00:06:32.238Z;2024-05-11T00:06:35Z;[{'id': 5018271323, 'qualifierId': 213, 'value': '4.59'}, {'id': 5018271321, 'qualifierId': 212, 'value': '28.8'}, {'id': 5018271315, 'qualifierId': 56, 'value': 'Right'}, {'id': 5018271319, 'qualifierId': 141, 'value': '4.6'}, {'id': 5018271317, 'qualifierId': 140, 'value': '69.7'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;4,59;69,7;4,6;28,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;69,7;4,6;;;;;;;0;0;2;41;Toronto II;161;AMC;1,0
2685250917;40;49;1;2;45;29nx7yxy1rdqv2oobqn5pjf8p;1;24,7;89,4;2024-05-11T00:06:35.732Z;2024-05-11T00:06:35Z;[];5qfwg7j8xrfv19ouu4gvrs00k;N. Edwards;;;cqrztc709br7ids019kqi1tlg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;2;45;Huntsville City;165;DML;1,0
2685250927;41;1;1;2;46;29nx7yxy1rdqv2oobqn5pjf8p;1;24,7;89,4;2024-05-11T00:06:36.310Z;2024-05-11T00:06:38Z;[{'id': 5018271377, 'qualifierId': 140, 'value': '12.0'}, {'id': 5018271379, 'qualifierId': 141, 'value': '79.6'}, {'id': 5018271375, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018271381, 'qualifierId': 212, 'value': '14.9'}, {'id': 5018271383, 'qualifierId': 213, 'value': '3.61'}];5qfwg7j8xrfv19ouu4gvrs00k;N. Edwards;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;3,61;12,0;79,6;14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;12,0;79,6;;;;;;;0;0;2;46;Huntsville City;166;DML;1,0
2685250935;42;1;1;2;48;29nx7yxy1rdqv2oobqn5pjf8p;1;12,0;79,6;2024-05-11T00:06:38.596Z;2024-05-11T00:06:40Z;[{'id': 5018271433, 'qualifierId': 212, 'value': '11.6'}, {'id': 5018271431, 'qualifierId': 141, 'value': '77.8'}, {'id': 5018271427, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018271429, 'qualifierId': 140, 'value': '23.0'}, {'id': 5018271435, 'qualifierId': 213, 'value': '6.18'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;6,18;23,0;77,8;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;23,0;77,8;;;;;;;0;0;2;48;Huntsville City;168;DC;1,0
2685250943;43;1;1;2;50;29nx7yxy1rdqv2oobqn5pjf8p;1;23,0;77,8;2024-05-11T00:06:40.261Z;2024-05-11T00:06:42Z;[{'id': 5018271479, 'qualifierId': 141, 'value': '84.5'}, {'id': 5018271477, 'qualifierId': 140, 'value': '13.4'}, {'id': 5018271475, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018271481, 'qualifierId': 212, 'value': '11.1'}, {'id': 5018271483, 'qualifierId': 213, 'value': '2.72'}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;2,72;13,4;84,5;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;13,4;84,5;;;;;;;0;0;2;50;Huntsville City;170;MC;1,0
2685250955;44;1;1;2;52;29nx7yxy1rdqv2oobqn5pjf8p;1;19,0;81,1;2024-05-11T00:06:42.485Z;2024-05-11T00:06:46Z;[{'id': 5018271551, 'qualifierId': 213, 'value': '6.02'}, {'id': 5018271545, 'qualifierId': 140, 'value': '35.6'}, {'id': 5018271549, 'qualifierId': 212, 'value': '18.1'}, {'id': 5018271547, 'qualifierId': 141, 'value': '74.2'}, {'id': 5018271543, 'qualifierId': 56, 'value': 'Back'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;6,02;35,6;74,2;18,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;35,6;74,2;;;;;;;0;0;2;52;Huntsville City;172;DC;1,0
2685250957;45;3;1;2;54;29nx7yxy1rdqv2oobqn5pjf8p;0;33,5;74,2;2024-05-11T00:06:44.395Z;2024-05-12T21:05:45Z;[{'id': 5026726161, 'qualifierId': 465}, {'id': 5026851355, 'qualifierId': 233, 'value': '809'}, {'id': 5018271555, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026726009, 'qualifierId': 286}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;cqrztc709br7ids019kqi1tlg;Take On;;;;;;;;;;;;;;;;;;;809,0;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;2;54;Huntsville City;174;FW;1,0
2686809597;809;7;1;2;54;4gymgvqmve0m2vh89v84tt3x0;1;66,5;25,8;2024-05-11T00:06:44.396Z;2024-05-12T21:05:45Z;[{'id': 5026851345, 'qualifierId': 233, 'value': '45'}, {'id': 5026851349, 'qualifierId': 285}, {'id': 5026727361, 'qualifierId': 383}, {'id': 5026727357, 'qualifierId': 56, 'value': 'Center'}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;cqrztc709br7ids019kqi1tlg;Tackle;;;;;;;;;;;;;;;;1,0;;;45,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;2;54;Toronto II;174;MC;1,0
2685250953;32;49;1;2;55;4gymgvqmve0m2vh89v84tt3x0;1;57,6;34,9;2024-05-11T00:06:45.934Z;2024-05-11T00:06:46Z;[];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;cqrztc709br7ids019kqi1tlg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;2;55;Toronto II;175;MC;1,0
2685250969;33;1;1;2;56;4gymgvqmve0m2vh89v84tt3x0;1;57,4;35,7;2024-05-11T00:06:46.558Z;2024-05-11T00:06:49Z;[{'id': 5018271605, 'qualifierId': 140, 'value': '39.1'}, {'id': 5018271607, 'qualifierId': 141, 'value': '54.0'}, {'id': 5018271609, 'qualifierId': 212, 'value': '22.9'}, {'id': 5018271603, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018271611, 'qualifierId': 213, 'value': '2.57'}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;2,57;39,1;54,0;22,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;39,1;54,0;;;;;;;0;0;2;56;Toronto II;176;MC;1,0
2685250977;34;1;1;2;58;4gymgvqmve0m2vh89v84tt3x0;1;34,8;55,2;2024-05-11T00:06:48.958Z;2024-05-11T00:06:50Z;[{'id': 5018271637, 'qualifierId': 140, 'value': '42.3'}, {'id': 5018271643, 'qualifierId': 213, 'value': '5.94'}, {'id': 5018271641, 'qualifierId': 212, 'value': '8.4'}, {'id': 5018271639, 'qualifierId': 141, 'value': '51.0'}, {'id': 5018271635, 'qualifierId': 56, 'value': 'Back'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;5,94;42,3;51,0;8,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;42,3;51,0;;;;;;;0;0;2;58;Toronto II;178;DC;1,0
2685250987;35;1;1;2;59;4gymgvqmve0m2vh89v84tt3x0;1;42,3;51,0;2024-05-11T00:06:49.918Z;2024-05-11T00:06:52Z;[{'id': 5018271697, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018271699, 'qualifierId': 140, 'value': '33.7'}, {'id': 5018271701, 'qualifierId': 141, 'value': '38.8'}, {'id': 5018271703, 'qualifierId': 212, 'value': '12.3'}, {'id': 5018271705, 'qualifierId': 213, 'value': '3.88'}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;3,88;33,7;38,8;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;33,7;38,8;;;;;;;0;0;2;59;Toronto II;179;MC;1,0
2685251005;36;1;1;3;1;4gymgvqmve0m2vh89v84tt3x0;1;33,3;37,1;2024-05-11T00:06:51.982Z;2024-05-11T00:06:56Z;[{'id': 5018271801, 'qualifierId': 56, 'value': 'Back'}, {'id': 5018271803, 'qualifierId': 140, 'value': '27.7'}, {'id': 5018271809, 'qualifierId': 213, 'value': '1.90'}, {'id': 5018271807, 'qualifierId': 212, 'value': '18.4'}, {'id': 5018271805, 'qualifierId': 141, 'value': '62.7'}];42zmyz1t6mqap5pyfqxiaadqs;F. Opande;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;1,9;27,7;62,7;18,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;27,7;62,7;;;;;;;0;0;3;1;Toronto II;181;DL;1,0
2685251015;37;1;1;3;5;4gymgvqmve0m2vh89v84tt3x0;1;35,1;66,9;2024-05-11T00:06:56.142Z;2024-05-11T00:07:01Z;[{'id': 5018271871, 'qualifierId': 213, 'value': '4.55'}, {'id': 5018271865, 'qualifierId': 140, 'value': '32.2'}, {'id': 5018271867, 'qualifierId': 141, 'value': '40.0'}, {'id': 5018271869, 'qualifierId': 212, 'value': '18.5'}, {'id': 5018271863, 'qualifierId': 56, 'value': 'Back'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;4,55;32,2;40,0;18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;32,2;40,0;;;;;;;0;0;3;5;Toronto II;185;DC;1,0
2685251019;38;1;1;3;11;4gymgvqmve0m2vh89v84tt3x0;1;33,7;37,1;2024-05-11T00:07:01.470Z;2024-05-11T00:07:02Z;[{'id': 5018271901, 'qualifierId': 212, 'value': '18.8'}, {'id': 5018271903, 'qualifierId': 213, 'value': '1.54'}, {'id': 5018271899, 'qualifierId': 141, 'value': '64.8'}, {'id': 5018271897, 'qualifierId': 140, 'value': '34.2'}, {'id': 5018271895, 'qualifierId': 56, 'value': 'Back'}];42zmyz1t6mqap5pyfqxiaadqs;F. Opande;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;1,54;34,2;64,8;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;34,2;64,8;;;;;;;0;0;3;11;Toronto II;191;DL;1,0
2685251043;39;1;1;3;12;4gymgvqmve0m2vh89v84tt3x0;1;34,2;64,8;2024-05-11T00:07:02.414Z;2024-05-11T00:07:05Z;[{'id': 5018272003, 'qualifierId': 213, 'value': '1.08'}, {'id': 5018272001, 'qualifierId': 212, 'value': '19.1'}, {'id': 5018271999, 'qualifierId': 141, 'value': '89.6'}, {'id': 5018271997, 'qualifierId': 140, 'value': '42.8'}, {'id': 5018271995, 'qualifierId': 56, 'value': 'Back'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;cqrztc709br7ids019kqi1tlg;Pass;;;;;;;;;;;1,08;42,8;89,6;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;42,8;89,6;;;;;;;0;0;3;12;Toronto II;192;DC;1,0
