id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_JerseyNumber;value_PlayerPosition;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_Involved;value_Resume;value_DirectionOfPlay;value_Length;value_PassEndX;value_Zone;value_Angle;value_PassEndY;value_KickOff;value_TakeOnSpace;value_Offensive;value_OppositeRelatedEventId;value_TouchTypePass;value_Defensive;value_LongBall;value_Chipped;value_MediumGkIntervention;value_KeeperThrow;value_TouchTypeControl;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_HeadPass;value_DeletedEventType;value_TakeOnOvertake;value_TouchTypeClearance;value_IntendedTackleTarget;value_ThroughBall;value_LowGkIntervention;value_OverArm;value_Launch;value_BlockedPass;value_RightFooted;value_Cross;value_OutSwinger;value_BlockedCross;value_SwitchOfPlay;value_Head;value_NextEventGoalKick;value_High;value_GoalKick;value_Assist;value_IntentionalAssist;value_GoalmouthZ;value_Assisted;value_GoalmouthY;value_GkX;value_BlockedY;value_Blocked;value_RegularPlay;value_BoxCentre;value_LowCentre;value_GkY;value_BlockedX;value_RelatedEventId;value_DefBlock;value_GkXTimeOfGoal;value_GoalShotGameClock;value_IndividualPlay;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_1On1;value_BigChance;value_Left;value_CornerTaken;value_InSwinger;value_AerialFoul;value_Direct;value_Foul;value_FreeKickTaken;value_FlickOn;value_LowLeft;value_OverhitCross;value_AttemptedTackle;value_LeftFooted;value_FloatedCross;value_Straight;value_Defensive1V1;value_ShirtPull/Holding;value_SetPiece;value_FirstTouch;value_YellowCard;value_RecklessOffence;value_InjuredPlayerId;value_Injury;value_NotAssisted;value_OutOfBoxCentre;value_Low;value_CloseLeft;value_Minutes;value_EndType;value_NotVisible;value_HighCentre;value_HighGkIntervention;value_Hands;value_Reaching;value_Caught;value_GkKickFromHands;value_BoxLeft;value_PullBack;value_Overrun;value_ThrowInSetPiece;value_Volley;value_Standing;value_Collected;value_Right;value_BoxRight;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_PlayersCaughtOffside;value_Indirect;value_Shove/Push;value_TacticalFoul;value_LastLine;value_Deflection;value_HighClaim;value_Stooping;value_CloseRightAndHigh;value_LeadingToAttempt;value_RelatedError1Id;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2681906835;112;10;1;10;52;c7c4wwva2u1vb3rr7rwava044;1;13,8;47,3;2024-05-03T22:14:45.555Z;2024-05-03T22:15:21Z;[{'id': 5000067557, 'qualifierId': 233, 'value': '123'}, {'id': 5000067267, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000067265, 'qualifierId': 94}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;cjyep0rzj9vbw215sjryjgavo;Save;;;;;;;;;;;;;;;;;;123,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;10;52;New York RB II;652;MC;1,0
2681906839;113;49;1;10;53;c7c4wwva2u1vb3rr7rwava044;1;6,6;33,4;2024-05-03T22:14:46.379Z;2024-05-07T06:07:25Z;[];4kng7wg83mastngy9hw7j6v6y;N. Sessock;;;cjyep0rzj9vbw215sjryjgavo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;10;53;New York RB II;653;DMR;1,0
2681906849;114;1;1;10;53;c7c4wwva2u1vb3rr7rwava044;1;6,6;31,6;2024-05-03T22:14:46.763Z;2024-05-07T06:07:28Z;[{'id': 5000067325, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000067333, 'qualifierId': 213, 'value': '5.88'}, {'id': 5000067323, 'qualifierId': 157}, {'id': 5000067335, 'qualifierId': 1}, {'id': 5000067327, 'qualifierId': 140, 'value': '38.5'}, {'id': 5000067329, 'qualifierId': 141, 'value': '10.4'}, {'id': 5000067331, 'qualifierId': 212, 'value': '36.5'}];4kng7wg83mastngy9hw7j6v6y;N. Sessock;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;36,5;38,5;;5,88;10,4;;;;;;;1,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;38,5;10,4;;;;;;;0;0;10;53;New York RB II;653;DMR;1,0
2681906851;115;1;1;10;59;c7c4wwva2u1vb3rr7rwava044;1;46,0;5,6;2024-05-03T22:14:52.259Z;2024-05-03T22:14:53Z;[{'id': 5000067343, 'qualifierId': 141, 'value': '13.7'}, {'id': 5000067345, 'qualifierId': 212, 'value': '5.5'}, {'id': 5000067347, 'qualifierId': 213, 'value': '1.48'}, {'id': 5000067339, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000067341, 'qualifierId': 140, 'value': '46.5'}];1874nj27f507jqja4e8zla1as;B. Destin;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;5,5;46,5;;1,48;13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;46,5;13,7;;;;;;;0;0;10;59;New York RB II;659;FW;1,0
2681906857;116;1;1;11;0;c7c4wwva2u1vb3rr7rwava044;1;45,8;15,5;2024-05-03T22:14:53.619Z;2024-05-03T22:14:56Z;[{'id': 5000067377, 'qualifierId': 141, 'value': '5.8'}, {'id': 5000067379, 'qualifierId': 212, 'value': '17.8'}, {'id': 5000067373, 'qualifierId': 56, 'value': 'Right'}, {'id': 5000067381, 'qualifierId': 213, 'value': '5.90'}, {'id': 5000067375, 'qualifierId': 140, 'value': '61.5'}];cr0qx5v3zpktzejoh6f6kyzv8;J. Pymm;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;17,8;61,5;;5,9;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;61,5;5,8;;;;;;;0;0;11;0;New York RB II;660;FWR;1,0
2681906859;117;1;1;11;3;c7c4wwva2u1vb3rr7rwava044;1;68,2;12,3;2024-05-03T22:14:56.756Z;2024-05-03T22:15:01Z;[{'id': 5000067395, 'qualifierId': 56, 'value': 'Center'}, {'id': 5000067403, 'qualifierId': 213, 'value': '1.28'}, {'id': 5000067397, 'qualifierId': 140, 'value': '75.1'}, {'id': 5000067401, 'qualifierId': 212, 'value': '25.2'}, {'id': 5000067399, 'qualifierId': 141, 'value': '47.8'}];1874nj27f507jqja4e8zla1as;B. Destin;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;25,2;75,1;;1,28;47,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;75,1;47,8;;;;;;;0;0;11;3;New York RB II;663;FW;1,0
2681906863;118;1;1;11;8;c7c4wwva2u1vb3rr7rwava044;1;78,1;35,4;2024-05-03T22:15:01.523Z;2024-05-03T22:15:02Z;[{'id': 5000067411, 'qualifierId': 56, 'value': 'Center'}, {'id': 5000067417, 'qualifierId': 212, 'value': '6.4'}, {'id': 5000067419, 'qualifierId': 213, 'value': '3.82'}, {'id': 5000067415, 'qualifierId': 141, 'value': '29.5'}, {'id': 5000067413, 'qualifierId': 140, 'value': '73.4'}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;6,4;73,4;;3,82;29,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;73,4;29,5;;;;;;;0;0;11;8;New York RB II;668;FWL;1,0
2681906871;119;1;1;11;9;c7c4wwva2u1vb3rr7rwava044;1;73,4;29,5;2024-05-03T22:15:02.452Z;2024-05-03T22:15:59Z;[{'id': 5000067821, 'qualifierId': 22}, {'id': 5000067445, 'qualifierId': 155}, {'id': 5000067455, 'qualifierId': 213, 'value': '0.98'}, {'id': 5000067453, 'qualifierId': 212, 'value': '24.8'}, {'id': 5000067819, 'qualifierId': 154}, {'id': 5000067817, 'qualifierId': 210, 'value': '16'}, {'id': 5000067447, 'qualifierId': 56, 'value': 'Center'}, {'id': 5000067451, 'qualifierId': 141, 'value': '59.9'}, {'id': 5000067449, 'qualifierId': 140, 'value': '86.5'}];cr0qx5v3zpktzejoh6f6kyzv8;J. Pymm;;1,0;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;24,8;86,5;;0,98;59,9;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;16,0;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;86,5;59,9;;;;;;;0;0;11;9;New York RB II;669;FWR;1,0
2681906869;124;45;1;11;10;4g68p0t2f5jzhzfr67i2rj1ex;0;10,6;40,0;2024-05-03T22:15:03.647Z;2024-05-03T22:17:11Z;[{'id': 5000068599, 'qualifierId': 233, 'value': '129'}, {'id': 5000067435, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000067437, 'qualifierId': 285}];o3gftw0hatp1r62ynjmlaaui;D. Sullivan;;;cjyep0rzj9vbw215sjryjgavo;Challenge;;;;;;;;;;;;;;;;;;129,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;11;10;Inter Miami II;670;DR;1,0
2681907093;129;3;1;11;10;c7c4wwva2u1vb3rr7rwava044;1;89,4;60,0;2024-05-03T22:15:03.647Z;2024-05-07T06:05:33Z;[{'id': 5000068589, 'qualifierId': 56, 'value': 'Center'}, {'id': 5000068593, 'qualifierId': 233, 'value': '124'}, {'id': 5000068591, 'qualifierId': 286}, {'id': 5011373535, 'qualifierId': 465}];1874nj27f507jqja4e8zla1as;B. Destin;;;cjyep0rzj9vbw215sjryjgavo;Take On;;;;;;;;;;;;;;;;;1,0;124,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;11;10;New York RB II;670;FW;1,0
2681906873;120;16;1;11;11;c7c4wwva2u1vb3rr7rwava044;1;92,6;56,9;2024-05-03T22:15:05.116Z;2024-05-07T06:06:49Z;[{'id': 5011374315, 'qualifierId': 395, 'value': '95.4'}, {'id': 5000067833, 'qualifierId': 29}, {'id': 5000067593, 'qualifierId': 375, 'value': '11:11.356'}, {'id': 5000067849, 'qualifierId': 230, 'value': '96.0'}, {'id': 5000067835, 'qualifierId': 154}, {'id': 5000067585, 'qualifierId': 20}, {'id': 5000067831, 'qualifierId': 78}, {'id': 5000067837, 'qualifierId': 55, 'value': '119'}, {'id': 5011374311, 'qualifierId': 215}, {'id': 5011374317, 'qualifierId': 396, 'value': '54.2'}, {'id': 5000067461, 'qualifierId': 22}, {'id': 5000067589, 'qualifierId': 374, 'value': '2024-05-03 23:15:04.571'}, {'id': 5000067841, 'qualifierId': 102, 'value': '51.4'}, {'id': 5000067847, 'qualifierId': 89}, {'id': 5000067843, 'qualifierId': 103, 'value': '12.7'}, {'id': 5000067845, 'qualifierId': 214}, {'id': 5000067463, 'qualifierId': 17}, {'id': 5000067851, 'qualifierId': 231, 'value': '53.2'}, {'id': 5000067465, 'qualifierId': 56, 'value': 'Center'}];1874nj27f507jqja4e8zla1as;B. Destin;;;cjyep0rzj9vbw215sjryjgavo;Goal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;1,0;12,7;1,0;51,4;96,0;;;1,0;1,0;1,0;53,2;;119,0;;95,4;;1,0;54,2;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;51,4;12.7;119,0;cr0qx5v3zpktzejoh6f6kyzv8;0;1;11;11;New York RB II;671;FW;1,0
2681906949;125;1;1;12;12;4g68p0t2f5jzhzfr67i2rj1ex;1;49,9;49,9;2024-05-03T22:16:06.044Z;2024-05-03T22:16:08Z;[{'id': 5000067915, 'qualifierId': 213, 'value': '3.60'}, {'id': 5000067909, 'qualifierId': 140, 'value': '40.0'}, {'id': 5000067913, 'qualifierId': 212, 'value': '11.6'}, {'id': 5000067907, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000067917, 'qualifierId': 279, 'value': 'G'}, {'id': 5000067911, 'qualifierId': 141, 'value': '42.4'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;11,6;40,0;;3,6;42,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;40,0;42,4;;;;;;;0;0;12;12;Inter Miami II;732;FW;1,0
2681906955;126;1;1;12;15;4g68p0t2f5jzhzfr67i2rj1ex;1;40,0;42,4;2024-05-03T22:16:08.732Z;2024-05-03T22:16:12Z;[{'id': 5000067945, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000067953, 'qualifierId': 213, 'value': '1.73'}, {'id': 5000067951, 'qualifierId': 212, 'value': '27.9'}, {'id': 5000067947, 'qualifierId': 140, 'value': '35.8'}, {'id': 5000067949, 'qualifierId': 141, 'value': '82.9'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;27,9;35,8;;1,73;82,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;35,8;82,9;;;;;;;0;0;12;15;Inter Miami II;735;MC;1,0
2681906957;127;1;1;12;19;4g68p0t2f5jzhzfr67i2rj1ex;1;36,7;86,2;2024-05-03T22:16:12.294Z;2024-05-03T22:16:14Z;[{'id': 5000067959, 'qualifierId': 140, 'value': '33.6'}, {'id': 5000067963, 'qualifierId': 212, 'value': '14.7'}, {'id': 5000067957, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000067965, 'qualifierId': 213, 'value': '4.49'}, {'id': 5000067961, 'qualifierId': 141, 'value': '65.1'}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;14,7;33,6;;4,49;65,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;33,6;65,1;;;;;;;0;0;12;19;Inter Miami II;739;DC;1,0
2681906961;128;1;1;12;20;4g68p0t2f5jzhzfr67i2rj1ex;1;33,4;64,8;2024-05-03T22:16:14.059Z;2024-05-03T22:16:16Z;[{'id': 5000067979, 'qualifierId': 140, 'value': '29.7'}, {'id': 5000067985, 'qualifierId': 213, 'value': '4.51'}, {'id': 5000067977, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000067983, 'qualifierId': 212, 'value': '19.0'}, {'id': 5000067981, 'qualifierId': 141, 'value': '37.4'}];5u3ohty1lsm0fn2ltez4g7o5w;B. Estrela;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;19,0;29,7;;4,51;37,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;29,7;37,4;;;;;;;0;0;12;20;Inter Miami II;740;MC;1,0
2681906977;129;1;1;12;22;4g68p0t2f5jzhzfr67i2rj1ex;1;30,6;34,6;2024-05-03T22:16:16.184Z;2024-05-03T22:16:23Z;[{'id': 5000068073, 'qualifierId': 212, 'value': '31.9'}, {'id': 5000068075, 'qualifierId': 213, 'value': '5.61'}, {'id': 5000068069, 'qualifierId': 140, 'value': '54.3'}, {'id': 5000068071, 'qualifierId': 141, 'value': '5.3'}, {'id': 5000068067, 'qualifierId': 56, 'value': 'Right'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;31,9;54,3;;5,61;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;54,3;5,3;;;;;;;0;0;12;22;Inter Miami II;742;DL;1,0
2681906983;130;1;1;12;29;4g68p0t2f5jzhzfr67i2rj1ex;0;69,5;3,7;2024-05-03T22:16:22.903Z;2024-05-07T06:08:26Z;[{'id': 5000068103, 'qualifierId': 212, 'value': '2.3'}, {'id': 5000068101, 'qualifierId': 141, 'value': '5.8'}, {'id': 5000068099, 'qualifierId': 140, 'value': '71.2'}, {'id': 5000068095, 'qualifierId': 155}, {'id': 5000068105, 'qualifierId': 213, 'value': '0.67'}, {'id': 5000068097, 'qualifierId': 56, 'value': 'Right'}];o3gftw0hatp1r62ynjmlaaui;D. Sullivan;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;2,3;71,2;;0,67;5,8;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;71,2;5,8;;;;;;;0;0;12;29;Inter Miami II;749;DR;1,0
2681906979;121;61;1;12;29;c7c4wwva2u1vb3rr7rwava044;1;28,9;90,8;2024-05-03T22:16:23.058Z;2024-05-03T22:16:23Z;[{'id': 5000068079, 'qualifierId': 56, 'value': 'Back'}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;cjyep0rzj9vbw215sjryjgavo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;12;29;New York RB II;749;FWL;1,0
2681906991;131;61;1;12;33;4g68p0t2f5jzhzfr67i2rj1ex;0;85,2;38,8;2024-05-03T22:16:26.309Z;2024-05-03T22:16:26Z;[{'id': 5000068131, 'qualifierId': 56, 'value': 'Center'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cjyep0rzj9vbw215sjryjgavo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;12;33;Inter Miami II;753;FW;1,0
2681906997;122;12;1;12;34;c7c4wwva2u1vb3rr7rwava044;1;13,2;50,9;2024-05-03T22:16:27.446Z;2024-05-03T22:16:28Z;[{'id': 5000068167, 'qualifierId': 15}, {'id': 5000068161, 'qualifierId': 213, 'value': '0.22'}, {'id': 5000068153, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000068155, 'qualifierId': 140, 'value': '29.4'}, {'id': 5000068159, 'qualifierId': 212, 'value': '17.4'}, {'id': 5000068157, 'qualifierId': 141, 'value': '56.4'}];8qdq9aaienjzfbfn61f77ov10;L. García;;;cjyep0rzj9vbw215sjryjgavo;Clearance;;;;;;;;;;17,4;29,4;;0,22;56,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;29,4;56,4;;;;;;;0;0;12;34;New York RB II;754;DC;1,0
2681907009;132;83;1;12;35;4g68p0t2f5jzhzfr67i2rj1ex;0;69,0;37,6;2024-05-03T22:16:28.766Z;2024-05-03T23:03:56Z;[{'id': 5000100681, 'qualifierId': 399, 'value': 'cjjvy22j5q0piz5omn2tf18us'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;cjyep0rzj9vbw215sjryjgavo;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;12;35;Inter Miami II;755;MC;1,0
2681906999;123;49;1;12;35;c7c4wwva2u1vb3rr7rwava044;1;29,4;59,6;2024-05-03T22:16:29.206Z;2024-05-03T22:16:29Z;[];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;cjyep0rzj9vbw215sjryjgavo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;12;35;New York RB II;755;MC;1,0
2681907017;124;1;1;12;36;c7c4wwva2u1vb3rr7rwava044;1;29,3;61,5;2024-05-03T22:16:30.149Z;2024-05-03T22:16:34Z;[{'id': 5000068237, 'qualifierId': 212, 'value': '15.1'}, {'id': 5000068231, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000068239, 'qualifierId': 213, 'value': '1.19'}, {'id': 5000068233, 'qualifierId': 140, 'value': '34.6'}, {'id': 5000068235, 'qualifierId': 141, 'value': '82.2'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;15,1;34,6;;1,19;82,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;34,6;82,2;;;;;;;0;0;12;36;New York RB II;756;MC;1,0
2681907025;125;1;1;12;41;c7c4wwva2u1vb3rr7rwava044;1;38,8;80,7;2024-05-03T22:16:34.822Z;2024-05-03T22:16:38Z;[{'id': 5000068265, 'qualifierId': 212, 'value': '27.8'}, {'id': 5000068267, 'qualifierId': 213, 'value': '5.36'}, {'id': 5000068261, 'qualifierId': 140, 'value': '54.8'}, {'id': 5000068263, 'qualifierId': 141, 'value': '48.2'}, {'id': 5000068259, 'qualifierId': 56, 'value': 'Center'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;27,8;54,8;;5,36;48,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;54,8;48,2;;;;;;;0;0;12;41;New York RB II;761;DML;1,0
2681907039;126;1;1;12;45;c7c4wwva2u1vb3rr7rwava044;0;63,8;44,8;2024-05-03T22:16:38.870Z;2024-05-03T22:18:13Z;[{'id': 5000068343, 'qualifierId': 1}, {'id': 5000068333, 'qualifierId': 56, 'value': 'Right'}, {'id': 5000068335, 'qualifierId': 140, 'value': '89.2'}, {'id': 5000068341, 'qualifierId': 213, 'value': '5.57'}, {'id': 5000068339, 'qualifierId': 212, 'value': '35.3'}, {'id': 5000068337, 'qualifierId': 141, 'value': '10.7'}];1874nj27f507jqja4e8zla1as;B. Destin;;;cjyep0rzj9vbw215sjryjgavo;Pass;;;;;;;;;;35,3;89,2;;5,57;10,7;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;89,2;10,7;;;;;;;0;0;12;45;New York RB II;765;FW;1,0
