id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_PlayerPosition;value_TeamPlayerFormation;value_TeamKit;value_JerseyNumber;value_Resume;value_TeamFormation;value_Involved;value_DirectionOfPlay;value_KickOff;value_Zone;value_Angle;value_PassEndY;value_Length;value_PassEndX;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_Launch;value_Defensive;value_TakeOnSpace;value_Offensive;value_LowGkIntervention;value_KeeperThrow;value_Chipped;value_Assist;value_SwitchOfPlay;value_RegularPlay;value_BlockedX;value_GkX;value_IndividualPlay;value_Blocked;value_GoalmouthY;value_Assisted;value_BlockedY;value_RelatedEventId;value_LowLeft;value_GoalmouthZ;value_GkY;value_RightFooted;value_OutOfBoxDeepLeft;value_DefBlock;value_DeletedEventType;value_ThroughBall;value_TouchTypeClearance;value_LowCentre;value_FastBreak;value_NotAssisted;value_BoxCentre;value_ParriedSafe;value_OtherBodyPart;value_MediumGkIntervention;value_Standing;value_NotVisible;value_Head;value_OutOfPlay;value_TouchTypePass;value_IntendedTackleTarget;value_Direct;value_Foul;value_AttemptedTackle;value_FreeKickTaken;value_IntentionalAssist;value_BoxRight;value_CloseRight;value_NextEventGoalKick;value_GoalKick;value_Low;value_LayOff;value_IncorrectOutOfPlayDecision;value_HeadPass;value_BlockedPass;value_PlayersCaughtOffside;value_Indirect;value_TouchTypeControl;value_ShirtPull/Holding;value_OutOfBoxCentre;value_LeftFooted;value_FirstTouch;value_Diving;value_Hands;value_ParriedDanger;value_FantasyAssistedBy;value_GkXTimeOfGoal;value_FantasyAssistType;value_GoalShotTimestamp;value_FantasyAssistId;value_GkYTimeOfGoal;value_SmallBoxCentre;value_FantasyAssistTeam;value_GoalShotGameClock;value_BigChance;value_Injury;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_TakeOnOvertake;value_Handball;value_FlickOn;value_Volley;value_Right;value_Shove/Push;value_OutSwinger;value_Cross;value_CloseRightAndHigh;value_PullBack;value_SixYardBlocked;value_High;value_Dissent;value_YellowCard;value_Overrun;value_SoloRun;value_FollowsADribble;value_WeatherProblem;value_ClockAffecting;value_RefereeStop;value_Left;value_CornerTaken;value_InSwinger;value_FloatedCross;value_Straight;value_FromCorner;value_HighRight;value_RecklessOffence;value_HighLeft;value_FreeKick;value_TacticalFoul;value_Minutes;value_AdvantagePlayed;value_EndType;value_BoxLeft;value_OverArm;value_CloseLeft;value_2NdAssist;value_2NdRelatedEventId;value_2NdAssisted;value_Argument;value_Tactical;value_CoachId;value_HighGkIntervention;value_Collected;value_Reaching;value_DrivenCross;value_GkKickFromHands;value_Stooping;value_InjuredPlayerId;value_Penalty;value_PenaltyTakerId;value_Scored;value_CausingPlayer;value_LowRight;value_Second(2Nd)OppositeRelatedEventId;value_NotPastGoalLine;value_35Centre;value_AerialFoul;value_GkHoof;value_CaptainChange;value_HighCentre;value_Tap;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2716793535;1;34;16;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-09-01T22:48:02.328Z;2024-09-02T01:56:10Z;[{'id': 5192163365, 'qualifierId': 194, 'value': 'e2tuar1frliervcr2mnmvfspg'}, {'id': 5191659699, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5'}, {'id': 5191659705, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0'}, {'id': 5191937973, 'qualifierId': 197, 'value': '6066'}, {'id': 5191659701, 'qualifierId': 59, 'value': '57, 45, 24, 44, 27, 23, 82, 65, 16, 66, 79, 97, 46, 90, 76, 35, 50'}, {'id': 5191659707, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5191659703, 'qualifierId': 130, 'value': '2'}, {'id': 5191659697, 'qualifierId': 30, 'value': '76xo0u2yd2cqf8xdyh8rteqdw, 6rgdv71lxh4cpz487ygvy5nv8, nhhmltlm3ayn7vqmp6etck5w, 8u0efvao8rym6mdx0tl0h0qac, e23u0x31okggroh6dkoqx5fdg, e2tuar1frliervcr2mnmvfspg, afqry84j23xgkhqryrontj190, 8q2wozyqz4nveabn71hc614dm, 8y7kqet5swj9dmqama0z5ngus, 65g50zt5gbo1lnrbc7uvwsbo4, e4rpnf90oa672lcm8ego7vllg, 4akvdujqbywk628gok9xbh2j8, o3gftw0hatp1r62ynjmlaaui, ov4fk38lrcculu6tdbnrto2c, 35eyloaqnyzxecdatlfdqfbis, gz9dek1oxgman9jslfku0zmy, 4gp2d7oltfq4uwzj78gr6q9sk'}];;;;;f0dia5piqgbwjzx2j3vlbm2ok;Team set up;;;;6066,0;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;0;0;Carolina Core;0;;
2716794541;1;34;16;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-09-01T22:50:33.442Z;2024-09-02T00:16:28Z;[{'id': 5191938429, 'qualifierId': 197, 'value': '24529'}, {'id': 5191828695, 'qualifierId': 194, 'value': '6oia90bi52zwmgdlvcvfnj1pm'}, {'id': 5191666105, 'qualifierId': 44, 'value': '1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5191666113, 'qualifierId': 130, 'value': '11'}, {'id': 5191666117, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5191666109, 'qualifierId': 59, 'value': '98, 14, 17, 4, 20, 2, 24, 12, 15, 29, 10, 7, 1, 99, 21, 11, 13, 6, 26, 68'}, {'id': 5191666103, 'qualifierId': 30, 'value': '9i2pmc50q29y560ojvik3sdg4, 3acyax22zfwdjw0cpgg4x7dre, 4t078b0rnzmi8u83wzmdwze38, 2d9cw6dcm2wsgrr8mj5rt6zje, f0jwa1a61lxs31g47csjv7itw, 74x5zysb9qkyyxuha65102z56, 3jx1f1s8r150i6qo2juzooro4, f3uzkdl46t1mujsddhr5tg07o, 8p0k65b4c26ssfk0zh43lme7e, clvcgt5ofonse0q96sppu7hg4, 6oia90bi52zwmgdlvcvfnj1pm, ew25ktcp76pmryz5psl1ctlka, 8qgdg40qe62yreujy7rueil0p, 6qu8uu28fk2dbbeymuu6yii38, 1j1ybmazykfh5nqs7egkcdxck, ami9xddgghvnly4mwtdj2tlyi, 1nbbgew67td8zayaffvr1zcb8, 1y1nw8t5bj1r6dqie0v1i189g, 2m4ey78f4i74njf3xsycaufx0, 1d3o1u737jwck27g5ql2pp3vt'}, {'id': 5191666115, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;f0dia5piqgbwjzx2j3vlbm2ok;Team set up;;;;24529,0;;;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;0;0;New York RB II;0;;
2716844859;2;32;1;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-09-02T00:17:25.067Z;2024-09-05T05:57:37Z;[{'id': 5191941657, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;f0dia5piqgbwjzx2j3vlbm2ok;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;0;0;New York RB II;0;;
2716844869;2;32;1;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-09-02T00:17:25.067Z;2024-09-02T00:17:28Z;[{'id': 5191941703, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;f0dia5piqgbwjzx2j3vlbm2ok;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;0;0;Carolina Core;0;;
2716844875;3;1;1;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;50,0;50,0;2024-09-02T00:17:25.322Z;2024-09-02T00:17:27Z;[{'id': 5191941739, 'qualifierId': 279, 'value': 'S'}, {'id': 5191941729, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191941737, 'qualifierId': 213, 'value': '2.68'}, {'id': 5191941733, 'qualifierId': 141, 'value': '66.1'}, {'id': 5191941735, 'qualifierId': 212, 'value': '24.7'}, {'id': 5191941731, 'qualifierId': 140, 'value': '28.9'}];afqry84j23xgkhqryrontj190;I. Kasule;;;f0dia5piqgbwjzx2j3vlbm2ok;Pass;;;;;;;;;;;;2,68;66,1;24,7;28,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;28,9;66,1;;;;;;;;0;0;0;Carolina Core;0;MR;1,0
2716844917;4;1;1;0;3;4g68p0t2f5jzhzfr67i2rj1ex;1;26,0;61,2;2024-09-02T00:17:28.773Z;2024-09-02T00:17:31Z;[{'id': 5191942017, 'qualifierId': 141, 'value': '41.2'}, {'id': 5191942015, 'qualifierId': 140, 'value': '33.3'}, {'id': 5191942011, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191942021, 'qualifierId': 213, 'value': '5.23'}, {'id': 5191942019, 'qualifierId': 212, 'value': '15.6'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;f0dia5piqgbwjzx2j3vlbm2ok;Pass;;;;;;;;;;;;5,23;41,2;15,6;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;33,3;41,2;;;;;;;;0;0;3;Carolina Core;3;DC;1,0
2716844953;5;1;1;0;6;4g68p0t2f5jzhzfr67i2rj1ex;1;33,7;43,3;2024-09-02T00:17:31.454Z;2024-09-02T00:17:34Z;[{'id': 5191942189, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191942191, 'qualifierId': 140, 'value': '45.5'}, {'id': 5191942195, 'qualifierId': 212, 'value': '27.2'}, {'id': 5191942197, 'qualifierId': 213, 'value': '5.19'}, {'id': 5191942193, 'qualifierId': 141, 'value': '7.7'}];e23u0x31okggroh6dkoqx5fdg;D. Alexandre;;;f0dia5piqgbwjzx2j3vlbm2ok;Pass;;;;;;;;;;;;5,19;7,7;27,2;45,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;45,5;7,7;;;;;;;;0;0;6;Carolina Core;6;DL;1,0
2716844977;6;1;1;0;9;4g68p0t2f5jzhzfr67i2rj1ex;1;44,6;9,7;2024-09-02T00:17:34.110Z;2024-09-02T00:17:37Z;[{'id': 5191942365, 'qualifierId': 213, 'value': '0.15'}, {'id': 5191942359, 'qualifierId': 140, 'value': '66.3'}, {'id': 5191942361, 'qualifierId': 141, 'value': '14.6'}, {'id': 5191942357, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191942363, 'qualifierId': 212, 'value': '23.0'}];6rgdv71lxh4cpz487ygvy5nv8;C. Berkley;;;f0dia5piqgbwjzx2j3vlbm2ok;Pass;;;;;;;;;;;;0,15;14,6;23,0;66,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;66,3;14,6;;;;;;;;0;0;9;Carolina Core;9;DR;1,0
2716844979;7;61;1;0;11;4g68p0t2f5jzhzfr67i2rj1ex;0;66,3;12,6;2024-09-02T00:17:36.590Z;2024-09-02T03:30:53Z;[{'id': 5191942369, 'qualifierId': 56, 'value': 'Right'}];afqry84j23xgkhqryrontj190;I. Kasule;;;f0dia5piqgbwjzx2j3vlbm2ok;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;0;11;Carolina Core;11;MR;1,0
2716845107;3;5;1;0;11;2nnef9tr9g7m2s6n873qif95g;1;35,5;100,9;2024-09-02T00:17:36.890Z;2024-09-02T02:37:53Z;[{'id': 5191943237, 'qualifierId': 233, 'value': '8'}, {'id': 5191943233, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191943235, 'qualifierId': 347}];4t078b0rnzmi8u83wzmdwze38;C. Díaz;;;f0dia5piqgbwjzx2j3vlbm2ok;Out;;;;;;;;;;;;;;;;8,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;0;11;New York RB II;11;DL;1,0
