id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamPlayerFormation;value_Captain;value_TeamKit;value_PlayerPosition;value_Involved;value_TeamFormation;value_DirectionOfPlay;value_KickOff;value_Zone;value_Length;value_PassEndY;value_Angle;value_PassEndX;value_LongBall;value_IntendedTackleTarget;value_Direct;value_Foul;value_Offensive;value_AttemptedTackle;value_OppositeRelatedEventId;value_Defensive;value_FreeKickTaken;value_Cross;value_Chipped;value_DeletedEventType;value_Head;value_Launch;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_IntentionalAssist;value_Assist;value_GoalmouthY;value_GoalmouthZ;value_RelatedEventId;value_RightFooted;value_GkX;value_Assisted;value_GkY;value_RegularPlay;value_BoxRight;value_CloseLeft;value_NextEventGoalKick;value_GoalKick;value_Low;value_ShirtPull/Holding;value_BoxCentre;value_TempBlocked;value_OutOfPlay;value_OutOfBoxCentre;value_BlockedY;value_BlockedX;value_LowLeft;value_IndividualPlay;value_Hands;value_Stooping;value_Caught;value_NotVisible;value_GkHoof;value_HeadPass;value_BlockedPass;value_Left;value_CornerTaken;value_InSwinger;value_HighRight;value_Volley;value_FromCorner;value_FirstTouch;value_FlickOn;value_Dissent;value_YellowCard;value_SwitchOfPlay;value_BlockedCross;value_Right;value_OutSwinger;value_GkChallenge;value_Shove/Push;value_Penalty;value_PenaltyTakerId;value_Injury;value_InjuredPlayerId;value_Diving;value_Saved;value_HitWoodwork;value_LeftFooted;value_NotAssisted;value_BigChance;value_Second(2Nd)OppositeRelatedEventId;value_HitLeftPost;value_LowCentre;value_CausingPlayer;value_Feet;value_ParriedDanger;value_OverhitCross;value_KeeperThrow;value_PullBack;value_Collected;value_Standing;value_TacticalFoul;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_Overrun;value_PlayersCaughtOffside;value_Indirect;value_SmallBoxRight;value_CloseRight;value_GoalShotGameClock;value_HighCentre;value_GoalShotTimestamp;value_LowRight;value_ParriedSafe;value_TempMissed;value_PositionSideId;value_DetailedPositionId;value_Blocked;value_DefBlock;value_High;value_BoxLeft;value_NotRetreating;value_RecklessOffence;value_NotPastGoalLine;value_Sliding;value_Reaching;value_CloseHigh;value_1On1;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710884677;161;1;1;19;33;d0c07im4a6oj8qa7f1zlt3pqs;1;17,7;47,5;2024-08-18T23:23:43.934Z;2024-08-18T23:23:47Z;[{'id': 5159221543, 'qualifierId': 141, 'value': '30.6'}, {'id': 5159221539, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159221545, 'qualifierId': 212, 'value': '15.0'}, {'id': 5159221547, 'qualifierId': 213, 'value': '5.41'}, {'id': 5159221541, 'qualifierId': 140, 'value': '26.9'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;15,0;30,6;5,41;26,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;26,9;30,6;;;;;;;;0;19;33;Sporting KC II;1173;GK;1,0
2710884753;162;1;1;19;40;d0c07im4a6oj8qa7f1zlt3pqs;1;37,1;39,7;2024-08-18T23:23:51.231Z;2024-08-18T23:23:57Z;[{'id': 5159221947, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159221951, 'qualifierId': 141, 'value': '73.0'}, {'id': 5159221955, 'qualifierId': 213, 'value': '1.67'}, {'id': 5159221953, 'qualifierId': 212, 'value': '22.8'}, {'id': 5159221949, 'qualifierId': 140, 'value': '34.9'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;22,8;73,0;1,67;34,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;34,9;73,0;;;;;;;;0;19;40;Sporting KC II;1180;DL;1,0
2710884783;163;1;1;19;46;d0c07im4a6oj8qa7f1zlt3pqs;1;35,4;70,8;2024-08-18T23:23:56.976Z;2024-08-18T23:24:00Z;[{'id': 5159222139, 'qualifierId': 140, 'value': '35.4'}, {'id': 5159222145, 'qualifierId': 213, 'value': '4.71'}, {'id': 5159222143, 'qualifierId': 212, 'value': '21.6'}, {'id': 5159222137, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159222141, 'qualifierId': 141, 'value': '39.1'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;21,6;39,1;4,71;35,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;35,4;39,1;;;;;;;;0;19;46;Sporting KC II;1186;DC;1,0
2710884817;164;1;1;19;50;d0c07im4a6oj8qa7f1zlt3pqs;1;36,0;34,0;2024-08-18T23:24:00.366Z;2024-08-18T23:24:04Z;[{'id': 5159222321, 'qualifierId': 212, 'value': '17.7'}, {'id': 5159222317, 'qualifierId': 140, 'value': '41.8'}, {'id': 5159222319, 'qualifierId': 141, 'value': '9.5'}, {'id': 5159222315, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159222323, 'qualifierId': 213, 'value': '5.06'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;17,7;9,5;5,06;41,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;41,8;9,5;;;;;;;;0;19;50;Sporting KC II;1190;DL;1,0
2710884841;165;1;1;19;53;d0c07im4a6oj8qa7f1zlt3pqs;1;41,4;9,5;2024-08-18T23:24:04.158Z;2024-08-18T23:24:08Z;[{'id': 5159222471, 'qualifierId': 1}, {'id': 5159222463, 'qualifierId': 141, 'value': '66.9'}, {'id': 5159222459, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159222467, 'qualifierId': 213, 'value': '1.88'}, {'id': 5159222461, 'qualifierId': 140, 'value': '29.6'}, {'id': 5159222465, 'qualifierId': 212, 'value': '41.0'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;41,0;66,9;1,88;29,6;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;29,6;66,9;;;;;;;;0;19;53;Sporting KC II;1193;DR;1,0
2710884863;166;1;1;19;58;d0c07im4a6oj8qa7f1zlt3pqs;1;32,6;68,7;2024-08-18T23:24:08.446Z;2024-08-18T23:24:11Z;[{'id': 5159222633, 'qualifierId': 140, 'value': '46.7'}, {'id': 5159222639, 'qualifierId': 213, 'value': '0.69'}, {'id': 5159222635, 'qualifierId': 141, 'value': '86.5'}, {'id': 5159222637, 'qualifierId': 212, 'value': '19.1'}, {'id': 5159222631, 'qualifierId': 56, 'value': 'Back'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;19,1;86,5;0,69;46,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;46,7;86,5;;;;;;;;0;19;58;Sporting KC II;1198;DC;1,0
2710884889;167;1;1;20;0;d0c07im4a6oj8qa7f1zlt3pqs;1;47,5;91,7;2024-08-18T23:24:11.198Z;2024-08-18T23:24:13Z;[{'id': 5159222757, 'qualifierId': 212, 'value': '8.5'}, {'id': 5159222751, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159222755, 'qualifierId': 141, 'value': '79.6'}, {'id': 5159222753, 'qualifierId': 140, 'value': '45.4'}, {'id': 5159222759, 'qualifierId': 213, 'value': '4.45'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;8,5;79,6;4,45;45,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;45,4;79,6;;;;;;;;0;20;0;Sporting KC II;1200;DC;1,0
2710884941;168;1;1;20;3;d0c07im4a6oj8qa7f1zlt3pqs;1;46,0;72,7;2024-08-18T23:24:13.614Z;2024-08-18T23:24:18Z;[{'id': 5159223007, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159223011, 'qualifierId': 141, 'value': '40.1'}, {'id': 5159223015, 'qualifierId': 213, 'value': '4.27'}, {'id': 5159223009, 'qualifierId': 140, 'value': '35.9'}, {'id': 5159223013, 'qualifierId': 212, 'value': '24.6'}];ov91zkisppven9tp72gfbjf8;B. Byaruhanga;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;24,6;40,1;4,27;35,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;35,9;40,1;;;;;;;;0;20;3;Sporting KC II;1203;MC;1,0
2710884993;169;1;1;20;8;d0c07im4a6oj8qa7f1zlt3pqs;1;55,0;33,9;2024-08-18T23:24:18.479Z;2024-08-18T23:24:22Z;[{'id': 5159223297, 'qualifierId': 141, 'value': '3.8'}, {'id': 5159223299, 'qualifierId': 212, 'value': '23.0'}, {'id': 5159223295, 'qualifierId': 140, 'value': '64.9'}, {'id': 5159223301, 'qualifierId': 213, 'value': '5.18'}, {'id': 5159223293, 'qualifierId': 56, 'value': 'Right'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;23,0;3,8;5,18;64,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;64,9;3,8;;;;;;;;0;20;8;Sporting KC II;1208;DL;1,0
2710885015;170;1;1;20;12;d0c07im4a6oj8qa7f1zlt3pqs;1;64,4;7,3;2024-08-18T23:24:22.591Z;2024-08-18T23:24:25Z;[{'id': 5159223433, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159223435, 'qualifierId': 140, 'value': '41.6'}, {'id': 5159223439, 'qualifierId': 212, 'value': '24.0'}, {'id': 5159223441, 'qualifierId': 213, 'value': '3.11'}, {'id': 5159223437, 'qualifierId': 141, 'value': '8.5'}];3cbmr8hg3kszw5wl04p3ol27e;C. Fodrey;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;24,0;8,5;3,11;41,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;41,6;8,5;;;;;;;;0;20;12;Sporting KC II;1212;FWL;1,0
2710885039;171;1;1;20;14;d0c07im4a6oj8qa7f1zlt3pqs;1;42,3;8,9;2024-08-18T23:24:25.182Z;2024-08-18T23:24:28Z;[{'id': 5159223557, 'qualifierId': 213, 'value': '1.93'}, {'id': 5159223551, 'qualifierId': 140, 'value': '36.1'}, {'id': 5159223549, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159223553, 'qualifierId': 141, 'value': '34.6'}, {'id': 5159223555, 'qualifierId': 212, 'value': '18.6'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;18,6;34,6;1,93;36,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;36,1;34,6;;;;;;;;0;20;14;Sporting KC II;1214;DR;1,0
2710885053;172;1;1;20;17;d0c07im4a6oj8qa7f1zlt3pqs;0;39,1;38,6;2024-08-18T23:24:28.126Z;2024-08-18T23:24:30Z;[{'id': 5159223619, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159223629, 'qualifierId': 1}, {'id': 5159223625, 'qualifierId': 212, 'value': '37.2'}, {'id': 5159223623, 'qualifierId': 141, 'value': '77.3'}, {'id': 5159223621, 'qualifierId': 140, 'value': '64.2'}, {'id': 5159223627, 'qualifierId': 213, 'value': '0.78'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;37,2;77,3;0,78;64,2;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;64,2;77,3;;;;;;;;0;20;17;Sporting KC II;1217;DL;1,0
2710885067;173;49;1;20;20;7fbej4xwoq4imaf5l39304m37;1;44,2;15,3;2024-08-18T23:24:31.134Z;2024-08-18T23:24:31Z;[];2gawx03wls5vwtlocjir3u7vu;M. Alexandre;;;erzackp6huaw3w59c0b7oerdg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;20;20;Austin II;1220;DMR;1,0
2710885143;174;1;1;20;24;7fbej4xwoq4imaf5l39304m37;1;73,3;21,6;2024-08-18T23:24:34.606Z;2024-08-18T23:24:38Z;[{'id': 5159224063, 'qualifierId': 212, 'value': '10.7'}, {'id': 5159224065, 'qualifierId': 213, 'value': '0.55'}, {'id': 5159224059, 'qualifierId': 140, 'value': '82.0'}, {'id': 5159224057, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159224061, 'qualifierId': 141, 'value': '29.8'}];2gawx03wls5vwtlocjir3u7vu;M. Alexandre;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;10,7;29,8;0,55;82,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;82,0;29,8;;;;;;;;0;20;24;Austin II;1224;DMR;1,0
2710885145;175;1;1;20;28;7fbej4xwoq4imaf5l39304m37;0;89,9;19,2;2024-08-18T23:24:38.783Z;2024-08-18T23:24:46Z;[{'id': 5159224081, 'qualifierId': 213, 'value': '1.30'}, {'id': 5159224071, 'qualifierId': 155}, {'id': 5159224077, 'qualifierId': 141, 'value': '27.0'}, {'id': 5159224069, 'qualifierId': 2}, {'id': 5159224389, 'qualifierId': 233, 'value': '173'}, {'id': 5159224075, 'qualifierId': 140, 'value': '91.3'}, {'id': 5159224387, 'qualifierId': 236}, {'id': 5159224393, 'qualifierId': 286}, {'id': 5159224079, 'qualifierId': 212, 'value': '5.5'}, {'id': 5159224073, 'qualifierId': 56, 'value': 'Center'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;5,5;27,0;1,3;91,3;;;;;1,0;;173,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;91,3;27,0;;;;;;;;0;20;28;Austin II;1228;FW;1,0
2710885153;173;12;1;20;28;d0c07im4a6oj8qa7f1zlt3pqs;1;10,9;74,2;2024-08-18T23:24:38.883Z;2024-08-18T23:24:46Z;[{'id': 5159224397, 'qualifierId': 233, 'value': '175'}, {'id': 5159224351, 'qualifierId': 185}, {'id': 5159224107, 'qualifierId': 56, 'value': 'Back'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;erzackp6huaw3w59c0b7oerdg;Clearance;;;;;;;;;;;;;;;;;;;;;;175,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;20;28;Sporting KC II;1228;DL;1,0
2710885197;174;6;1;20;29;d0c07im4a6oj8qa7f1zlt3pqs;0;10,1;73,8;2024-08-18T23:24:40.206Z;2024-08-18T23:41:24Z;[{'id': 5159224333, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159224335, 'qualifierId': 73}, {'id': 5159224341, 'qualifierId': 233, 'value': '176'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;erzackp6huaw3w59c0b7oerdg;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;176,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;20;29;Sporting KC II;1229;DL;1,0
2710885151;176;6;1;20;29;7fbej4xwoq4imaf5l39304m37;1;89,9;26,2;2024-08-18T23:24:40.206Z;2024-08-18T23:41:24Z;[{'id': 5159224337, 'qualifierId': 233, 'value': '174'}, {'id': 5159224245, 'qualifierId': 75}, {'id': 5159224243, 'qualifierId': 56, 'value': 'Center'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;erzackp6huaw3w59c0b7oerdg;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;174,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;20;29;Austin II;1229;FW;1,0
2710885487;177;1;1;21;3;7fbej4xwoq4imaf5l39304m37;1;99,5;0,5;2024-08-18T23:25:13.902Z;2024-08-18T23:25:21Z;[{'id': 5159225901, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159225897, 'qualifierId': 155}, {'id': 5159225911, 'qualifierId': 1}, {'id': 5159225907, 'qualifierId': 212, 'value': '50.7'}, {'id': 5159225895, 'qualifierId': 6}, {'id': 5159225905, 'qualifierId': 141, 'value': '70.0'}, {'id': 5159225893, 'qualifierId': 2}, {'id': 5159225909, 'qualifierId': 213, 'value': '1.94'}, {'id': 5159225899, 'qualifierId': 224}, {'id': 5159225903, 'qualifierId': 140, 'value': '82.0'}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;50,7;70,0;1,94;82,0;1,0;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;82,0;70,0;;;;;;;;0;21;3;Austin II;1263;AMC;1,0
2710885503;178;1;1;21;8;7fbej4xwoq4imaf5l39304m37;0;81,2;68,7;2024-08-18T23:25:19.198Z;2024-08-18T23:25:31Z;[{'id': 5159225975, 'qualifierId': 212, 'value': '23.7'}, {'id': 5159225969, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159225977, 'qualifierId': 213, 'value': '5.53'}, {'id': 5159225971, 'qualifierId': 140, 'value': '97.7'}, {'id': 5159225973, 'qualifierId': 141, 'value': '44.9'}, {'id': 5159225967, 'qualifierId': 155}];4oz12ku4mdjsq7y4sgogpwg2y;K. Habibullah;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;23,7;44,9;5,53;97,7;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;97,7;44,9;;;;;;;;0;21;8;Austin II;1268;FW;1,0
2710885517;175;12;1;21;11;d0c07im4a6oj8qa7f1zlt3pqs;1;7,4;52,2;2024-08-18T23:25:21.997Z;2024-08-18T23:25:23Z;[{'id': 5159226037, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159226067, 'qualifierId': 15}, {'id': 5159226043, 'qualifierId': 212, 'value': '13.6'}, {'id': 5159226041, 'qualifierId': 141, 'value': '67.2'}, {'id': 5159226039, 'qualifierId': 140, 'value': '16.0'}, {'id': 5159226045, 'qualifierId': 213, 'value': '0.85'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;erzackp6huaw3w59c0b7oerdg;Clearance;;;;;;;;;;;;13,6;67,2;0,85;16,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;16,0;67,2;;;;;;;;0;21;11;Sporting KC II;1271;DR;1,0
2710885553;179;1;1;21;14;7fbej4xwoq4imaf5l39304m37;1;79,5;32,7;2024-08-18T23:25:24.510Z;2024-08-18T23:25:26Z;[{'id': 5159226257, 'qualifierId': 141, 'value': '16.4'}, {'id': 5159226251, 'qualifierId': 3}, {'id': 5159226261, 'qualifierId': 213, 'value': '5.51'}, {'id': 5159226255, 'qualifierId': 140, 'value': '90.3'}, {'id': 5159226253, 'qualifierId': 56, 'value': 'Right'}, {'id': 5159226259, 'qualifierId': 212, 'value': '15.9'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;15,9;16,4;5,51;90,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;90,3;16,4;;;;;;;;0;21;14;Austin II;1274;DC;1,0
2710885561;180;1;1;21;16;7fbej4xwoq4imaf5l39304m37;0;90,6;16,1;2024-08-18T23:25:26.334Z;2024-08-18T23:25:27Z;[{'id': 5159226301, 'qualifierId': 212, 'value': '18.6'}, {'id': 5159226293, 'qualifierId': 155}, {'id': 5159226299, 'qualifierId': 141, 'value': '38.6'}, {'id': 5159226297, 'qualifierId': 140, 'value': '100.0'}, {'id': 5159226291, 'qualifierId': 2}, {'id': 5159226303, 'qualifierId': 213, 'value': '0.97'}, {'id': 5159226295, 'qualifierId': 56, 'value': 'Center'}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;;erzackp6huaw3w59c0b7oerdg;Pass;;;;;;;;;;;;18,6;38,6;0,97;100,0;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;100,0;38,6;;;;;;;;0;21;16;Austin II;1276;AMC;1,0
2710886039;176;5;1;21;16;d0c07im4a6oj8qa7f1zlt3pqs;1;-0,6;59,3;2024-08-18T23:25:27.033Z;2024-08-18T23:57:19Z;[{'id': 5159228605, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159228613, 'qualifierId': 233, 'value': '181'}, {'id': 5159228607, 'qualifierId': 346}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;erzackp6huaw3w59c0b7oerdg;Out;;;;;;;;;;;;;;;;;;;;;;181,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;21;16;Sporting KC II;1276;DR;1,0
2710885563;181;5;1;21;16;7fbej4xwoq4imaf5l39304m37;0;100,6;40,7;2024-08-18T23:25:27.033Z;2024-08-18T23:57:19Z;[{'id': 5159228617, 'qualifierId': 233, 'value': '176'}, {'id': 5159226309, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159226311, 'qualifierId': 346}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;;erzackp6huaw3w59c0b7oerdg;Out;;;;;;;;;;;;;;;;;;;;;;176,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;21;16;Austin II;1276;AMC;1,0
