id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_Resume;value_Involved;value_DirectionOfPlay;value_PassEndY;value_Angle;value_Zone;value_Length;value_PassEndX;value_KickOff;value_Launch;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_TakeOnSpace;value_TouchTypePass;value_TouchTypeClearance;value_BlockedPass;value_IntendedTackleTarget;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_NextEventGoalKick;value_High;value_GoalKick;value_DeletedEventType;value_TouchTypeControl;value_SwitchOfPlay;value_PullBack;value_OutOfPlay;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_TakeOnOvertake;value_Left;value_CornerTaken;value_InSwinger;value_RightFooted;value_Cross;value_Head;value_LeftFooted;value_OutSwinger;value_RelatedEventId;value_RecklessOffence;value_YellowCard;value_Defensive1V1;value_GoalDisallowed;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_LayOff;value_Right;value_IndividualPlay;value_BlockedX;value_HitLeftPost;value_OutOfBoxCentre;value_GoalmouthZ;value_NotAssisted;value_LowLeft;value_GoalmouthY;value_HitWoodwork;value_RegularPlay;value_FirstTouch;value_BlockedY;value_LowGkIntervention;value_ParriedSafe;value_HitRightPost;value_Diving;value_Hands;value_Assist;value_IntentionalAssist;value_HighCentre;value_BoxCentre;value_FromCorner;value_Assisted;value_Standing;value_Collected;value_MediumGkIntervention;value_KeeperThrow;value_FlickOn;value_Low;value_LeadingToAttempt;value_CloseRight;value_GkY;value_GkX;value_RelatedError1Id;value_Handball;value_LowCentre;value_SetPiece;value_OverArm;value_Shove/Push;value_DrivenCross;value_Straight;value_AerialFoul;value_BoxLeft;value_Stooping;value_FastBreak;value_BigChance;value_Feet;value_Sliding;value_InjuredPlayerId;value_Injury;value_ThroughBall;value_GkXTimeOfGoal;value_1On1;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_Minutes;value_Overrun;value_ShirtPull/Holding;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_CloseRightAndHigh;value_SwerveRight;value_BoxRight;value_LowRight;value_ParriedDanger;value_OtherBodyPart;value_PenaltyTakerId;value_Penalty;value_Dissent;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistType;value_CausingPlayer;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistId;value_Blocked;value_DefBlock;value_Unchallenged;value_LeadingToGoal;value_6SecondsViolation;value_ByWall;value_BlockedCross;value_Volley;value_LastLine;value_SmallBoxCentre;value_Strong;value_GkHoof;value_TacticalFoul;value_GkKickFromHands;value_TimeWasting;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2695475839;1;34;16;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-06-09T22:09:20.128Z;2024-06-09T23:59:43Z;[{'id': 5074151795, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5074252999, 'qualifierId': 194, 'value': 'o3gftw0hatp1r62ynjmlaaui'}, {'id': 5074151801, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5074194357, 'qualifierId': 197, 'value': '23373'}, {'id': 5074151797, 'qualifierId': 59, 'value': '57, 46, 42, 77, 34, 23, 90, 91, 16, 66, 37, 20, 21, 24, 27, 44, 50, 65, 79, 97'}, {'id': 5074151799, 'qualifierId': 130, 'value': '2'}, {'id': 5074151803, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5074151791, 'qualifierId': 30, 'value': '76xo0u2yd2cqf8xdyh8rteqdw, o3gftw0hatp1r62ynjmlaaui, 92np3jwhxchmtfeov82ehe13o, 80p7shawtxjiydizsg5fo5a1g, 59kitnlge8bjsxmhy850bsutw, e2tuar1frliervcr2mnmvfspg, ov4fk38lrcculu6tdbnrto2c, 5u3ohty1lsm0fn2ltez4g7o5w, 8y7kqet5swj9dmqama0z5ngus, 65g50zt5gbo1lnrbc7uvwsbo4, es0bxxdxf6bco25evmg19ic4, 5gd78gkv3k39vofarmapgeuj8, bvtvko74cyeqe297mp6shrf2s, nhhmltlm3ayn7vqmp6etck5w, e23u0x31okggroh6dkoqx5fdg, 8u0efvao8rym6mdx0tl0h0qac, 4gp2d7oltfq4uwzj78gr6q9sk, 8q2wozyqz4nveabn71hc614dm, e4rpnf90oa672lcm8ego7vllg, 4akvdujqbywk628gok9xbh2j8'}];;;;;dcc5k9yc25katpt9g5r6tyrro;Team set up;;;;23373,0;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;0;0;Toronto II;0;;
2695476627;1;34;16;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-06-09T22:14:08.931Z;2024-06-10T01:13:53Z;[{'id': 5074156141, 'qualifierId': 30, 'value': 'dt797hve9mdpnuyy1z4pnpp1w, d8u6lnk9lmbrgv9obcshpec8a, 7w2rw1jd8ouhu8bbvswvysu8k, 3wn0nn5q8g2mjzuc8yb4dvu2, 2figny7hhxiw29vizhlyta3o4, 8pvvljn4uasfjxdleh56pm38, e8i5fg3tp35k8iys32eiv7jmc, dqxh3f9qy6lhrwabvnbb6erro, d5del7kcf1zgkd2uvhius8y22, 6xu5v7x5zge1k83w40mmbxyzu, c760g3hvhvi7nra7gpdrynn1m, 9n4pw401dtt30wlnwrxvads7o, 7q8y6gbmg9j75zgm3nhs3bfh0, c71n0j2gn476m4fzwxldxfms4, bje8wvncnbbx5w0l08uno88ru, e7tp50kohe1u9hts0geeh3578, bx7d0ws7fi7iwgpi9ccomjehg, 5l9js12tsf18c7st0oac3swes, 5qfwg7j8xrfv19ouu4gvrs00k, cgcpmpetc768pyqb51qthq61g'}, {'id': 5074194369, 'qualifierId': 197, 'value': '3386'}, {'id': 5074333629, 'qualifierId': 194, 'value': 'dt797hve9mdpnuyy1z4pnpp1w'}, {'id': 5074156149, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5074156147, 'qualifierId': 130, 'value': '13'}, {'id': 5074156151, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5074156143, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5074156145, 'qualifierId': 59, 'value': '40, 85, 73, 71, 58, 51, 89, 79, 38, 81, 82, 80, 68, 65, 70, 76, 91, 92, 95, 96'}];;;;;dcc5k9yc25katpt9g5r6tyrro;Team set up;;;;3386,0;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;0;New York RB II;0;;
2695483493;2;32;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-06-09T23:03:59.253Z;2024-06-09T23:04:02Z;[{'id': 5074194689, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;dcc5k9yc25katpt9g5r6tyrro;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;0;New York RB II;0;;
2695483491;2;32;1;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-06-09T23:03:59.253Z;2024-06-14T15:27:54Z;[{'id': 5074194687, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;dcc5k9yc25katpt9g5r6tyrro;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;0;0;Toronto II;0;;
2695483503;3;1;1;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;49,9;50,0;2024-06-09T23:03:59.254Z;2024-06-09T23:04:03Z;[{'id': 5074194733, 'qualifierId': 141, 'value': '48.4'}, {'id': 5074194737, 'qualifierId': 213, 'value': '3.19'}, {'id': 5074194729, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074194735, 'qualifierId': 212, 'value': '20.6'}, {'id': 5074194731, 'qualifierId': 140, 'value': '30.3'}, {'id': 5074194739, 'qualifierId': 279, 'value': 'S'}];65g50zt5gbo1lnrbc7uvwsbo4;T. Rosborough;;;dcc5k9yc25katpt9g5r6tyrro;Pass;;;;;;;;;;48,4;3,19;;20,6;30,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;30,3;48,4;;;;;;;;0;0;0;Toronto II;0;FW;1,0
2695483507;4;1;1;0;3;4g68p0t2f5jzhzfr67i2rj1ex;0;31,8;49,4;2024-06-09T23:04:03.063Z;2024-06-09T23:54:26Z;[{'id': 5074194775, 'qualifierId': 212, 'value': '40.3'}, {'id': 5074194777, 'qualifierId': 213, 'value': '0.23'}, {'id': 5074194769, 'qualifierId': 56, 'value': 'Center'}, {'id': 5074194773, 'qualifierId': 141, 'value': '62.7'}, {'id': 5074194767, 'qualifierId': 157}, {'id': 5074194779, 'qualifierId': 1}, {'id': 5074194771, 'qualifierId': 140, 'value': '69.2'}];5u3ohty1lsm0fn2ltez4g7o5w;B. Estrela;;;dcc5k9yc25katpt9g5r6tyrro;Pass;;;;;;;;;;62,7;0,23;;40,3;69,2;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;69,2;62,7;;;;;;;;0;0;3;Toronto II;3;MC;1,0
2695483511;3;44;1;0;6;29nx7yxy1rdqv2oobqn5pjf8p;1;31,0;35,2;2024-06-09T23:04:05.966Z;2024-06-09T23:57:24Z;[{'id': 5074194789, 'qualifierId': 285}, {'id': 5074194803, 'qualifierId': 233, 'value': '5'}, {'id': 5074194787, 'qualifierId': 56, 'value': 'Back'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;dcc5k9yc25katpt9g5r6tyrro;Aerial;;;;;;;;;;;;;;;;;;1,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;6;New York RB II;6;DC;1,0
2695483509;5;44;1;0;6;4g68p0t2f5jzhzfr67i2rj1ex;0;69,0;64,8;2024-06-09T23:04:05.967Z;2024-06-09T23:54:38Z;[{'id': 5074194783, 'qualifierId': 56, 'value': 'Center'}, {'id': 5074194785, 'qualifierId': 286}, {'id': 5074194807, 'qualifierId': 233, 'value': '3'}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;dcc5k9yc25katpt9g5r6tyrro;Aerial;;;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;0;6;Toronto II;6;ML;1,0
2695483513;4;1;1;0;7;29nx7yxy1rdqv2oobqn5pjf8p;0;31,3;33,0;2024-06-09T23:04:06.512Z;2024-06-09T23:57:27Z;[{'id': 5074194795, 'qualifierId': 140, 'value': '39.0'}, {'id': 5074194799, 'qualifierId': 212, 'value': '9.1'}, {'id': 5074194801, 'qualifierId': 213, 'value': '5.82'}, {'id': 5074194797, 'qualifierId': 141, 'value': '27.0'}, {'id': 5074194791, 'qualifierId': 3}, {'id': 5074194793, 'qualifierId': 56, 'value': 'Back'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;dcc5k9yc25katpt9g5r6tyrro;Pass;;;;;;;;;;27,0;5,82;;9,1;39,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;39,0;27,0;;;;;;;;0;0;7;New York RB II;7;DC;1,0
2695483515;6;1;1;0;8;4g68p0t2f5jzhzfr67i2rj1ex;0;61,7;65,6;2024-06-09T23:04:07.884Z;2024-06-09T23:54:48Z;[{'id': 5074194811, 'qualifierId': 56, 'value': 'Center'}, {'id': 5074251101, 'qualifierId': 213, 'value': '1.20'}, {'id': 5074251097, 'qualifierId': 141, 'value': '73.6'}, {'id': 5074251099, 'qualifierId': 212, 'value': '5.8'}, {'id': 5074251095, 'qualifierId': 140, 'value': '63.7'}];65g50zt5gbo1lnrbc7uvwsbo4;T. Rosborough;;;dcc5k9yc25katpt9g5r6tyrro;Pass;;;;;;;;;;73,6;1,2;;5,8;63,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;63,7;73,6;;;;;;;;0;0;8;Toronto II;8;FW;1,0
