matchId;id;coverageLevel;date;time;localDate;localTime;numberOfPeriods;periodLength;overtimeLength;lastUpdated;nextMatchWinnerId;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
ciiw2updoxy6sc5s6bpaetul0;ciiw2updoxy6sc5s6bpaetul0;13;2024-10-27Z;21:00:00Z;2024-10-27;16:00:00;2;45;15;2025-06-04T23:12:43Z;e55ecnx0hm6k3m54ncdukh34k;St. Louis City II vs The Town;azyt1t7kg4bx4vu80k7w8drtg;2024-03-16Z;2024-11-10Z;2024;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;St. Louis II;St Louis CITY2;STL;home;ew2zirzye0sw1txr2m33nr25y;The Town;Town;The Town FC;TFC;away;5qmjkpvi92vrzdcb2knassjkk;MLS Next Pro;MLS Next Pro;MNP;Domestic league;Energizer Park;128;Played
