id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_JerseyNumber;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_Captain;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_Angle;value_PassEndX;value_PassEndY;value_KickOff;value_Zone;value_Length;value_Chipped;value_LongBall;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Offensive;value_Defensive;value_TouchTypeControl;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_BlockedPass;value_LayOff;value_TakeOnSpace;value_Direct;value_Handball;value_FreeKickTaken;value_DeletedEventType;value_IntendedTackleTarget;value_AttemptedTackle;value_Foul;value_Defensive1V1;value_SwitchOfPlay;value_HeadPass;value_OutSwinger;value_IntentionalAssist;value_Cross;value_RightFooted;value_Assist;value_Assisted;value_FirstTouch;value_GoalmouthY;value_GkY;value_RelatedEventId;value_GkX;value_BoxCentre;value_GoalmouthZ;value_Volley;value_Right;value_RegularPlay;value_NextEventGoalKick;value_GoalKick;value_NotVisible;value_Low;value_Launch;value_PlayersCaughtOffside;value_Indirect;value_LowRight;value_BoxRight;value_BlockedY;value_FastBreak;value_BlockedX;value_LowGkIntervention;value_Collected;value_Diving;value_Hands;value_OverArm;value_KeeperThrow;value_CloseLeft;value_IndividualPlay;value_OutOfBoxCentre;value_ShirtPull/Holding;value_LeftFooted;value_FloatedCross;value_Straight;value_GkYTimeOfGoal;value_BigChance;value_LowCentre;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_TouchTypePass;value_AerialFoul;value_RecklessOffence;value_YellowCard;value_SetPiece;value_Head;value_LowLeft;value_Standing;value_MediumGkIntervention;value_ParriedDanger;value_Stooping;value_NotAssisted;value_HighClaim;value_HighGkIntervention;value_High;value_RefereeDelay;value_DrinksBreak;value_LeadingToAttempt;value_CloseRight;value_BoxLeft;value_InSwinger;value_OverhitCross;value_Left;value_CornerTaken;value_NotPastGoalLine;value_FromCorner;value_GoalDisallowed;value_ParriedSafe;value_OwnPlayer;value_Blocked;value_OwnShotBlocked;value_Minutes;value_HighRight;value_HighCentre;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_HighLeft;value_FreeKick;value_SwerveLeft;value_SmallBoxRight;value_TacticalFoul;value_FlickOn;value_Shove/Push;value_MisHit;value_PersistentInfringement;value_SmallBoxCentre;value_Tap;value_DefBlock;value_Overrun;value_InjuredPlayerId;value_Injury;value_FollowsADribble;value_BoxDeepLeft;value_SoloRun;value_Dissent;value_Feet;value_ThroughBall;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2692568061;246;1;1;22;0;479lsfr4cwlzewpbuda3y2xv4;1;28,6;82,6;2024-05-26T22:26:49.612Z;2024-05-26T22:26:53Z;[{'id': 5058150809, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058150817, 'qualifierId': 212, 'value': '15.6'}, {'id': 5058150815, 'qualifierId': 141, 'value': '65.7'}, {'id': 5058150819, 'qualifierId': 213, 'value': '5.45'}, {'id': 5058150813, 'qualifierId': 140, 'value': '38.6'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;5,45;38,6;65,7;;;15,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;38,6;65,7;;;;;;;0;0;22;0;Huntsville City;1320;MC;1,0
2692568067;247;1;1;22;3;479lsfr4cwlzewpbuda3y2xv4;1;42,3;64,9;2024-05-26T22:26:53.083Z;2024-05-26T22:26:55Z;[{'id': 5058150843, 'qualifierId': 141, 'value': '59.1'}, {'id': 5058150847, 'qualifierId': 213, 'value': '3.61'}, {'id': 5058150841, 'qualifierId': 140, 'value': '34.9'}, {'id': 5058150845, 'qualifierId': 212, 'value': '8.7'}, {'id': 5058150839, 'qualifierId': 56, 'value': 'Back'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;3,61;34,9;59,1;;;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;34,9;59,1;;;;;;;0;0;22;3;Huntsville City;1323;AMC;1,0
2692568079;248;1;1;22;6;479lsfr4cwlzewpbuda3y2xv4;1;34,6;58,8;2024-05-26T22:26:55.620Z;2024-05-26T22:27:00Z;[{'id': 5058150953, 'qualifierId': 141, 'value': '68.7'}, {'id': 5058150957, 'qualifierId': 213, 'value': '1.30'}, {'id': 5058150949, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058150955, 'qualifierId': 212, 'value': '7.0'}, {'id': 5058150951, 'qualifierId': 140, 'value': '36.4'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;1,3;36,4;68,7;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;36,4;68,7;;;;;;;0;0;22;6;Huntsville City;1326;MC;1,0
2692568107;249;1;1;22;11;479lsfr4cwlzewpbuda3y2xv4;1;40,1;70,6;2024-05-26T22:27:00.564Z;2024-05-26T22:27:04Z;[{'id': 5058151087, 'qualifierId': 141, 'value': '36.0'}, {'id': 5058151091, 'qualifierId': 213, 'value': '4.40'}, {'id': 5058151089, 'qualifierId': 212, 'value': '24.7'}, {'id': 5058151085, 'qualifierId': 140, 'value': '32.9'}, {'id': 5058151083, 'qualifierId': 56, 'value': 'Back'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;4,4;32,9;36,0;;;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;32,9;36,0;;;;;;;0;0;22;11;Huntsville City;1331;MC;1,0
2692568125;250;1;1;22;15;479lsfr4cwlzewpbuda3y2xv4;1;34,8;36,6;2024-05-26T22:27:04.684Z;2024-05-26T22:27:08Z;[{'id': 5058151167, 'qualifierId': 212, 'value': '9.2'}, {'id': 5058151165, 'qualifierId': 141, 'value': '49.7'}, {'id': 5058151169, 'qualifierId': 213, 'value': '1.80'}, {'id': 5058151163, 'qualifierId': 140, 'value': '32.8'}, {'id': 5058151161, 'qualifierId': 56, 'value': 'Back'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;1,8;32,8;49,7;;;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;32,8;49,7;;;;;;;0;0;22;15;Huntsville City;1335;DL;1,0
2692568143;251;1;1;22;18;479lsfr4cwlzewpbuda3y2xv4;1;33,0;54,6;2024-05-26T22:27:07.964Z;2024-05-26T22:27:11Z;[{'id': 5058151251, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058151255, 'qualifierId': 141, 'value': '96.5'}, {'id': 5058151257, 'qualifierId': 212, 'value': '28.5'}, {'id': 5058151259, 'qualifierId': 213, 'value': '1.55'}, {'id': 5058151253, 'qualifierId': 140, 'value': '33.5'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;1,55;33,5;96,5;;;28,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;33,5;96,5;;;;;;;0;0;22;18;Huntsville City;1338;DC;1,0
2692568165;252;1;1;22;21;479lsfr4cwlzewpbuda3y2xv4;1;33,5;96,5;2024-05-26T22:27:11.357Z;2024-05-26T22:27:17Z;[{'id': 5058151415, 'qualifierId': 141, 'value': '97.5'}, {'id': 5058151421, 'qualifierId': 1}, {'id': 5058151411, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058151409, 'qualifierId': 157}, {'id': 5058151417, 'qualifierId': 212, 'value': '46.7'}, {'id': 5058151419, 'qualifierId': 213, 'value': '0.01'}, {'id': 5058151413, 'qualifierId': 140, 'value': '78.0'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;0,01;78,0;97,5;;;46,7;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;78,0;97,5;;;;;;;0;0;22;21;Huntsville City;1341;DC;1,0
2692568169;253;50;1;22;28;479lsfr4cwlzewpbuda3y2xv4;1;76,6;93,4;2024-05-26T22:27:17.580Z;2024-05-31T10:50:45Z;[{'id': 5062666677, 'qualifierId': 233, 'value': '184'}, {'id': 5058151433, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058152695, 'qualifierId': 286}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;d1qvmoz6u1wh5rpyr1mm9snbo;Dispossessed;;;;;;;;;;;;;;;;;;184,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;22;28;Huntsville City;1348;AMC;1,0
2692568183;184;7;1;22;28;4gymgvqmve0m2vh89v84tt3x0;1;23,4;6,6;2024-05-26T22:27:17.581Z;2024-05-31T09:24:52Z;[{'id': 5058152767, 'qualifierId': 233, 'value': '253'}, {'id': 5062639359, 'qualifierId': 384}, {'id': 5058152765, 'qualifierId': 285}, {'id': 5058151495, 'qualifierId': 56, 'value': 'Back'}];42zmyz1t6mqap5pyfqxiaadqs;F. Opande;;;d1qvmoz6u1wh5rpyr1mm9snbo;Tackle;;;;;;;;;;;;;;;;;;253,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;22;28;Orlando City B;1348;DR;1,0
2692568185;185;49;1;22;31;4gymgvqmve0m2vh89v84tt3x0;1;25,0;16,7;2024-05-26T22:27:20.610Z;2024-05-26T22:28:28Z;[];1kr4ax5uy3f9gbjzr34u0svf8;I. Jones;;;d1qvmoz6u1wh5rpyr1mm9snbo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;22;31;Orlando City B;1351;MC;1,0
2692568189;254;83;1;22;31;479lsfr4cwlzewpbuda3y2xv4;0;70,2;80,3;2024-05-26T22:27:21.209Z;2024-05-26T22:34:29Z;[{'id': 5058162223, 'qualifierId': 399, 'value': '1kr4ax5uy3f9gbjzr34u0svf8'}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;d1qvmoz6u1wh5rpyr1mm9snbo;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;22;31;Huntsville City;1351;FW;1,0
2692568193;186;1;1;22;32;4gymgvqmve0m2vh89v84tt3x0;1;29,6;21,6;2024-05-26T22:27:21.635Z;2024-05-26T22:28:30Z;[{'id': 5058151531, 'qualifierId': 212, 'value': '7.7'}, {'id': 5058151525, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058151533, 'qualifierId': 213, 'value': '0.30'}, {'id': 5058151527, 'qualifierId': 140, 'value': '36.6'}, {'id': 5058151529, 'qualifierId': 141, 'value': '25.0'}];1kr4ax5uy3f9gbjzr34u0svf8;I. Jones;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;0,3;36,6;25,0;;;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;36,6;25,0;;;;;;;0;0;22;32;Orlando City B;1352;MC;1,0
2692568225;187;1;1;22;33;4gymgvqmve0m2vh89v84tt3x0;1;36,7;25,0;2024-05-26T22:27:22.722Z;2024-05-26T22:27:27Z;[{'id': 5058151711, 'qualifierId': 213, 'value': '2.48'}, {'id': 5058151705, 'qualifierId': 140, 'value': '30.1'}, {'id': 5058151701, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058151707, 'qualifierId': 141, 'value': '33.0'}, {'id': 5058151709, 'qualifierId': 212, 'value': '8.8'}];7udp171hmb1rdixg9awx93h1w;T. Pasnik;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;2,48;30,1;33,0;;;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;30,1;33,0;;;;;;;0;0;22;33;Orlando City B;1353;FW;1,0
2692568251;188;1;1;22;37;4gymgvqmve0m2vh89v84tt3x0;1;30,5;42,8;2024-05-26T22:27:27.363Z;2024-05-26T22:27:31Z;[{'id': 5058151831, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058151839, 'qualifierId': 213, 'value': '1.27'}, {'id': 5058151835, 'qualifierId': 141, 'value': '72.9'}, {'id': 5058151833, 'qualifierId': 140, 'value': '36.5'}, {'id': 5058151837, 'qualifierId': 212, 'value': '21.4'}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;1,27;36,5;72,9;;;21,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;36,5;72,9;;;;;;;0;0;22;37;Orlando City B;1357;MC;1,0
2692568257;189;1;1;22;41;4gymgvqmve0m2vh89v84tt3x0;1;46,2;78,1;2024-05-26T22:27:31.090Z;2024-05-26T22:27:32Z;[{'id': 5058151869, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058151877, 'qualifierId': 213, 'value': '3.61'}, {'id': 5058151873, 'qualifierId': 141, 'value': '72.9'}, {'id': 5058151871, 'qualifierId': 140, 'value': '39.6'}, {'id': 5058151875, 'qualifierId': 212, 'value': '7.8'}];9ncybediodv8share9pox2kno;T. Ritondale;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;3,61;39,6;72,9;;;7,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;39,6;72,9;;;;;;;0;0;22;41;Orlando City B;1361;DC;1,0
2692568261;190;1;1;22;43;4gymgvqmve0m2vh89v84tt3x0;1;39,6;72,9;2024-05-26T22:27:32.691Z;2024-05-26T22:27:34Z;[{'id': 5058151905, 'qualifierId': 140, 'value': '43.6'}, {'id': 5058151911, 'qualifierId': 213, 'value': '1.09'}, {'id': 5058151909, 'qualifierId': 212, 'value': '9.1'}, {'id': 5058151903, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058151907, 'qualifierId': 141, 'value': '84.8'}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;1,09;43,6;84,8;;;9,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;43,6;84,8;;;;;;;0;0;22;43;Orlando City B;1363;MC;1,0
2692568275;191;1;1;22;44;4gymgvqmve0m2vh89v84tt3x0;1;46,5;88,1;2024-05-26T22:27:34.131Z;2024-05-26T22:27:38Z;[{'id': 5058151965, 'qualifierId': 141, 'value': '91.7'}, {'id': 5058151969, 'qualifierId': 213, 'value': '0.13'}, {'id': 5058151963, 'qualifierId': 140, 'value': '64.4'}, {'id': 5058151961, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058151967, 'qualifierId': 212, 'value': '19.0'}];9ncybediodv8share9pox2kno;T. Ritondale;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;0,13;64,4;91,7;;;19,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;64,4;91,7;;;;;;;0;0;22;44;Orlando City B;1364;DC;1,0
2692568279;192;1;1;22;48;4gymgvqmve0m2vh89v84tt3x0;0;63,0;88,4;2024-05-26T22:27:38.131Z;2024-05-26T22:27:39Z;[{'id': 5058151997, 'qualifierId': 212, 'value': '5.5'}, {'id': 5058151993, 'qualifierId': 140, 'value': '68.2'}, {'id': 5058151995, 'qualifierId': 141, 'value': '88.1'}, {'id': 5058151999, 'qualifierId': 213, 'value': '6.25'}, {'id': 5058151991, 'qualifierId': 56, 'value': 'Left'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;6,25;68,2;88,1;;;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;68,2;88,1;;;;;;;0;0;22;48;Orlando City B;1368;ML;1,0
2692568287;255;49;1;22;50;479lsfr4cwlzewpbuda3y2xv4;1;37,2;14,7;2024-05-26T22:27:39.437Z;2024-05-26T22:27:39Z;[];p99ze5cksh5tv01knf5oj33e;J. Solís;;;d1qvmoz6u1wh5rpyr1mm9snbo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;22;50;Huntsville City;1370;AMR;1,0
2692568323;256;1;1;22;53;479lsfr4cwlzewpbuda3y2xv4;1;38,7;8,8;2024-05-26T22:27:42.454Z;2024-05-26T22:27:46Z;[{'id': 5058152155, 'qualifierId': 141, 'value': '24.4'}, {'id': 5058152151, 'qualifierId': 56, 'value': 'Center'}, {'id': 5058152153, 'qualifierId': 140, 'value': '59.3'}, {'id': 5058152159, 'qualifierId': 213, 'value': '0.46'}, {'id': 5058152157, 'qualifierId': 212, 'value': '24.1'}, {'id': 5058152149, 'qualifierId': 155}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;0,46;59,3;24,4;;;24,1;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;59,3;24,4;;;;;;;0;0;22;53;Huntsville City;1373;AMR;1,0
2692568325;257;4;1;22;56;479lsfr4cwlzewpbuda3y2xv4;1;61,5;24,8;2024-05-26T22:27:46.210Z;2024-05-26T22:27:50Z;[{'id': 5058152241, 'qualifierId': 152}, {'id': 5058152237, 'qualifierId': 264}, {'id': 5058152239, 'qualifierId': 56, 'value': 'Center'}, {'id': 5058152243, 'qualifierId': 286}, {'id': 5058152235, 'qualifierId': 13}, {'id': 5058152267, 'qualifierId': 233, 'value': '193'}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;d1qvmoz6u1wh5rpyr1mm9snbo;Foul;;;;;;;;;;;;;;;;;;193,0;;;1,0;;;;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;22;56;Huntsville City;1376;FW;1,0
2692568319;193;4;1;22;56;4gymgvqmve0m2vh89v84tt3x0;0;38,5;75,2;2024-05-26T22:27:46.211Z;2024-05-26T22:27:57Z;[{'id': 5058152249, 'qualifierId': 13}, {'id': 5058152257, 'qualifierId': 285}, {'id': 5058152391, 'qualifierId': 55, 'value': '194'}, {'id': 5058152279, 'qualifierId': 233, 'value': '257'}, {'id': 5058152253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058152251, 'qualifierId': 264}, {'id': 5058152255, 'qualifierId': 152}];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;d1qvmoz6u1wh5rpyr1mm9snbo;Foul;;;;;;;;;;;;;;;;;;257,0;;;;1,0;;;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;194,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;194,0;bmax1bmduvrpp0lfh4do0yj9w;0;0;22;56;Orlando City B;1376;DC;1,0
2692568349;194;17;1;23;1;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-05-26T22:27:50.613Z;2024-05-31T09:25:39Z;[{'id': 5058152381, 'qualifierId': 392}, {'id': 5058152385, 'qualifierId': 55, 'value': '193'}, {'id': 5058152383, 'qualifierId': 13, 'value': '243'}, {'id': 5058152379, 'qualifierId': 31}];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;d1qvmoz6u1wh5rpyr1mm9snbo;Card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;243,0;;;;;;;;;;;;;193,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;193,0;bmax1bmduvrpp0lfh4do0yj9w;0;0;23;1;Orlando City B;1381;DC;1,0
2692568463;258;1;1;23;48;479lsfr4cwlzewpbuda3y2xv4;1;63,8;22,5;2024-05-26T22:28:38.007Z;2024-05-31T09:26:21Z;[{'id': 5058153319, 'qualifierId': 210, 'value': '15'}, {'id': 5058153113, 'qualifierId': 212, 'value': '30.8'}, {'id': 5058153107, 'qualifierId': 56, 'value': 'Center'}, {'id': 5062639511, 'qualifierId': 155}, {'id': 5058153109, 'qualifierId': 140, 'value': '85.5'}, {'id': 5058153111, 'qualifierId': 141, 'value': '53.0'}, {'id': 5058153321, 'qualifierId': 154}, {'id': 5058153115, 'qualifierId': 213, 'value': '0.74'}, {'id': 5058153101, 'qualifierId': 5}, {'id': 5058153105, 'qualifierId': 152}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;1,0;;d1qvmoz6u1wh5rpyr1mm9snbo;Pass;;;;;;;;;;0,74;85,5;53,0;;;30,8;1,0;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;1,0;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;85,5;53,0;;;;;;;0;0;23;48;Huntsville City;1428;MC;1,0
