id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_TeamPlayerFormation;value_TeamKit;value_PlayerPosition;value_JerseyNumber;value_Involved;value_Captain;value_Resume;value_DirectionOfPlay;value_Zone;value_KickOff;value_PassEndY;value_Length;value_PassEndX;value_Angle;value_Launch;value_LongBall;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_Defensive;value_ShirtPull/Holding;value_Foul;value_Direct;value_FreeKickTaken;value_Assist;value_GoalmouthZ;value_GoalmouthY;value_Left;value_RegularPlay;value_GkY;value_RelatedEventId;value_Assisted;value_GkX;value_RightFooted;value_BoxCentre;value_NextEventGoalKick;value_High;value_GoalKick;value_BlockedPass;value_OutOfPlay;value_Chipped;value_HeadPass;value_KeeperThrow;value_SwitchOfPlay;value_HighClaim;value_PenaltyTakerId;value_AttemptedTackle;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistType;value_FantasyAssistId;value_LowRight;value_BigChance;value_FantasyAssistedBy;value_FantasyAssistTeam;value_GoalShotTimestamp;value_CausingPlayer;value_GoalShotGameClock;value_NotAssisted;value_Scored;value_Right;value_Diving;value_IntendedTackleTarget;value_DeletedEventType;value_Low;value_IntentionalAssist;value_FirstTouch;value_BoxLeft;value_BlockedX;value_BlockedY;value_Blocked;value_DefBlock;value_Overrun;value_IndividualPlay;value_HighRight;value_BoxRight;value_NotVisible;value_Cross;value_OutOfBoxCentre;value_LowCentre;value_Head;value_Shove/Push;value_Standing;value_Hands;value_Caught;value_FastBreak;value_InjuredPlayerId;value_Injury;value_Unchallenged;value_ParriedDanger;value_HitRightPost;value_SmallBoxCentre;value_PlayersCaughtOffside;value_Indirect;value_Minutes;value_CornerTaken;value_InSwinger;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_HitWoodwork;value_BlockedCross;value_OverArm;value_ParriedSafe;value_GkKickFromHands;value_LeftFooted;value_LowLeft;value_FlickOn;value_SmallBoxLeft;value_FromCorner;value_CloseLeftAndHigh;value_YellowCard;value_RecklessOffence;value_LayOff;value_Volley;value_HighLeft;value_FreeKick;value_OutSwinger;value_BoxDeepRight;value_TacticalFoul;value_GoesToPenalties;value_Saved;value_TempShotOn;value_KeeperTouched;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2718561187;1;34;16;0;0;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-09-08T22:08:21.947Z;2024-09-08T23:03:17Z;[{'id': 5201432425, 'qualifierId': 130, 'value': '4'}, {'id': 5201432427, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5201485151, 'qualifierId': 197, 'value': '18745'}, {'id': 5201432421, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5201432423, 'qualifierId': 59, 'value': '27, 30, 32, 50, 31, 43, 13, 35, 39, 16, 11, 29, 33, 5, 45, 9, 73, 23, 42, 69'}, {'id': 5201432419, 'qualifierId': 30, 'value': '6j4ibkpbos6w5ikle58u2vo, dbyiafdyf93b8rtpceqitgopg, bzv3yqbc7ttf7fftbm2nelxck, 853mqqlenq3yctucs92vfieqc, et772m1f5cqceeffckpnty1p0, 357vd87hv0jvljqtt2qf4vmz8, 5adul4r3hifu5x4tv8efr05ey, c8wq3ofarkeeisqr49fhrvwno, 69ypla76c710iv0yegix1maz8, anysxg2z6niqapc5m3f4tzims, 6han4f5xq1d0ii0ol2drgi4bu, 51y94mgf4wxkk5f4tysztc60a, 97kzr8rgekycws02q55a63z3e, ahgclh3e05evznhrpa32z6g6i, bnspew1iw2jxr1s3a5oubp4ic, d043ppr554ym2j2xf3fcmbqsq, opnutov04c33y3gq2fjpkaac, akwjik09wytzzr3yras0diqz8, c1z6mxuhvuegd4c5b3hau93ze, 2y1xy5yfy4ky4wpxplihk6xas'}, {'id': 5201485149, 'qualifierId': 194, 'value': '69ypla76c710iv0yegix1maz8'}, {'id': 5201432429, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;tiy65bcvw59783hphd2qihg;Team set up;4,0;;18745,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;0;0;Toronto II;0;;
2718562679;1;34;16;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-09-08T22:16:20.409Z;2024-09-08T23:05:34Z;[{'id': 5201440549, 'qualifierId': 59, 'value': '40, 92, 95, 58, 51, 85, 14, 68, 38, 72, 82, 74, 70, 96, 86, 50, 79, 81, 89, 98'}, {'id': 5201440553, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5201440551, 'qualifierId': 130, 'value': '13'}, {'id': 5201440547, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5201440545, 'qualifierId': 30, 'value': 'dt797hve9mdpnuyy1z4pnpp1w, 5l9js12tsf18c7st0oac3swes, 5qfwg7j8xrfv19ouu4gvrs00k, 2figny7hhxiw29vizhlyta3o4, 8pvvljn4uasfjxdleh56pm38, d8u6lnk9lmbrgv9obcshpec8a, ekok8abryabgzadxjcg5dhes4, 7q8y6gbmg9j75zgm3nhs3bfh0, d5del7kcf1zgkd2uvhius8y22, 7z57s6veqr3k87quyd6i7fgx6, c760g3hvhvi7nra7gpdrynn1m, b1fzb3n41gtxqnv6pcaug88pg, bje8wvncnbbx5w0l08uno88ru, cgcpmpetc768pyqb51qthq61g, bwn9d457kxdldt87z9fl1x0k4, 2m7xhno7xnktvmzwa6j7wlgfe, dqxh3f9qy6lhrwabvnbb6erro, 6xu5v7x5zge1k83w40mmbxyzu, e8i5fg3tp35k8iys32eiv7jmc, 73bs64w2up6ogimg7ujhv2dxw'}, {'id': 5201487293, 'qualifierId': 194, 'value': 'c760g3hvhvi7nra7gpdrynn1m'}, {'id': 5201440555, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5201487297, 'qualifierId': 197, 'value': '3386'}];;;;;tiy65bcvw59783hphd2qihg;Team set up;13,0;;3386,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;0;New England II;0;;
2718570647;2;32;1;0;0;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-09-08T23:03:15.586Z;2024-09-08T23:03:19Z;[{'id': 5201485179, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;tiy65bcvw59783hphd2qihg;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;0;0;Toronto II;0;;
2718570631;2;32;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-09-08T23:03:15.586Z;2024-09-08T23:03:15Z;[{'id': 5201485115, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;tiy65bcvw59783hphd2qihg;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;0;New England II;0;;
2718570645;3;1;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;50,1;49,7;2024-09-08T23:03:15.587Z;2024-09-08T23:03:18Z;[{'id': 5201485157, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485167, 'qualifierId': 279, 'value': 'S'}, {'id': 5201485161, 'qualifierId': 141, 'value': '47.5'}, {'id': 5201485163, 'qualifierId': 212, 'value': '18.7'}, {'id': 5201485159, 'qualifierId': 140, 'value': '32.3'}, {'id': 5201485165, 'qualifierId': 213, 'value': '3.22'}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;tiy65bcvw59783hphd2qihg;Pass;;;;;;;;;;;;47,5;18,7;32,3;3,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;32,3;47,5;;;;;;;;0;0;0;New England II;0;FWL;1,0
2718570649;4;1;1;0;2;29nx7yxy1rdqv2oobqn5pjf8p;0;33,4;44,3;2024-09-08T23:03:18.084Z;2024-09-08T23:03:21Z;[{'id': 5201485189, 'qualifierId': 140, 'value': '82.5'}, {'id': 5201485185, 'qualifierId': 157}, {'id': 5201485197, 'qualifierId': 1}, {'id': 5201485195, 'qualifierId': 213, 'value': '5.82'}, {'id': 5201485187, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201485193, 'qualifierId': 212, 'value': '57.7'}, {'id': 5201485191, 'qualifierId': 141, 'value': '6.1'}];ekok8abryabgzadxjcg5dhes4;Alonso Coello;;;tiy65bcvw59783hphd2qihg;Pass;;;;;;;;;;;;6,1;57,7;82,5;5,82;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;82,5;6,1;;;;;;;;0;0;2;New England II;2;MC;1,0
2718570659;3;1;1;0;8;csntc7hucmo21gknxc5y0kc4q;0;18,2;78,5;2024-09-08T23:03:23.728Z;2024-09-08T23:03:25Z;[{'id': 5201485267, 'qualifierId': 213, 'value': '0.44'}, {'id': 5201485257, 'qualifierId': 157}, {'id': 5201485261, 'qualifierId': 140, 'value': '48.9'}, {'id': 5201485263, 'qualifierId': 141, 'value': '100.0'}, {'id': 5201485259, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485269, 'qualifierId': 1}, {'id': 5201485265, 'qualifierId': 212, 'value': '35.7'}];357vd87hv0jvljqtt2qf4vmz8;S. Suárez;;;tiy65bcvw59783hphd2qihg;Pass;;;;;;;;;;;;100,0;35,7;48,9;0,44;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;48,9;100,0;;;;;;;;0;0;8;Toronto II;8;DC;1,0
2718570661;4;5;1;0;9;csntc7hucmo21gknxc5y0kc4q;0;48,4;101,2;2024-09-08T23:03:25.122Z;2024-09-08T23:15:13Z;[{'id': 5201485271, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485273, 'qualifierId': 347}, {'id': 5201485309, 'qualifierId': 233, 'value': '5'}];357vd87hv0jvljqtt2qf4vmz8;S. Suárez;;;tiy65bcvw59783hphd2qihg;Out;;;;;;;;;;;;;;;;;;1,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;0;9;Toronto II;9;DC;1,0
2718570669;5;5;1;0;9;29nx7yxy1rdqv2oobqn5pjf8p;1;51,6;-1,2;2024-09-08T23:03:25.122Z;2024-09-08T23:15:13Z;[{'id': 5201485301, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201485303, 'qualifierId': 347}, {'id': 5201485305, 'qualifierId': 233, 'value': '4'}];ekok8abryabgzadxjcg5dhes4;Alonso Coello;;;tiy65bcvw59783hphd2qihg;Out;;;;;;;;;;;;;;;;;;1,0;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;9;New England II;9;MC;1,0
2718570687;6;1;1;0;13;29nx7yxy1rdqv2oobqn5pjf8p;1;48,4;0,0;2024-09-08T23:03:29.397Z;2024-09-08T23:03:33Z;[{'id': 5201485365, 'qualifierId': 141, 'value': '14.0'}, {'id': 5201485367, 'qualifierId': 212, 'value': '28.9'}, {'id': 5201485369, 'qualifierId': 213, 'value': '2.76'}, {'id': 5201485359, 'qualifierId': 107}, {'id': 5201485371, 'qualifierId': 1}, {'id': 5201485363, 'qualifierId': 140, 'value': '22.9'}, {'id': 5201485361, 'qualifierId': 56, 'value': 'Back'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;tiy65bcvw59783hphd2qihg;Pass;;;;;;;;;;;;14,0;28,9;22,9;2,76;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;22,9;14,0;;;;;;;;0;0;13;New England II;13;DC;1,0
