id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_TeamPlayerFormation;value_TeamKit;value_PlayerPosition;value_JerseyNumber;value_Involved;value_Captain;value_Resume;value_DirectionOfPlay;value_Zone;value_KickOff;value_PassEndY;value_Length;value_PassEndX;value_Angle;value_Launch;value_LongBall;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_Defensive;value_ShirtPull/Holding;value_Foul;value_Direct;value_FreeKickTaken;value_Assist;value_GoalmouthZ;value_GoalmouthY;value_Left;value_RegularPlay;value_GkY;value_RelatedEventId;value_Assisted;value_GkX;value_RightFooted;value_BoxCentre;value_NextEventGoalKick;value_High;value_GoalKick;value_BlockedPass;value_OutOfPlay;value_Chipped;value_HeadPass;value_KeeperThrow;value_SwitchOfPlay;value_HighClaim;value_PenaltyTakerId;value_AttemptedTackle;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistType;value_FantasyAssistId;value_LowRight;value_BigChance;value_FantasyAssistedBy;value_FantasyAssistTeam;value_GoalShotTimestamp;value_CausingPlayer;value_GoalShotGameClock;value_NotAssisted;value_Scored;value_Right;value_Diving;value_IntendedTackleTarget;value_DeletedEventType;value_Low;value_IntentionalAssist;value_FirstTouch;value_BoxLeft;value_BlockedX;value_BlockedY;value_Blocked;value_DefBlock;value_Overrun;value_IndividualPlay;value_HighRight;value_BoxRight;value_NotVisible;value_Cross;value_OutOfBoxCentre;value_LowCentre;value_Head;value_Shove/Push;value_Standing;value_Hands;value_Caught;value_FastBreak;value_InjuredPlayerId;value_Injury;value_Unchallenged;value_ParriedDanger;value_HitRightPost;value_SmallBoxCentre;value_PlayersCaughtOffside;value_Indirect;value_Minutes;value_CornerTaken;value_InSwinger;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_HitWoodwork;value_BlockedCross;value_OverArm;value_ParriedSafe;value_GkKickFromHands;value_LeftFooted;value_LowLeft;value_FlickOn;value_SmallBoxLeft;value_FromCorner;value_CloseLeftAndHigh;value_YellowCard;value_RecklessOffence;value_LayOff;value_Volley;value_HighLeft;value_FreeKick;value_OutSwinger;value_BoxDeepRight;value_TacticalFoul;value_GoesToPenalties;value_Saved;value_TempShotOn;value_KeeperTouched;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2718570701;7;1;1;0;18;29nx7yxy1rdqv2oobqn5pjf8p;1;23,8;16,7;2024-09-08T23:03:33.702Z;2024-09-08T23:03:41Z;[{'id': 5201485441, 'qualifierId': 140, 'value': '23.9'}, {'id': 5201485443, 'qualifierId': 141, 'value': '44.8'}, {'id': 5201485439, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485447, 'qualifierId': 213, 'value': '1.57'}, {'id': 5201485445, 'qualifierId': 212, 'value': '19.1'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;tiy65bcvw59783hphd2qihg;Pass;;;;;;;;;;;;44,8;19,1;23,9;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;23,9;44,8;;;;;;;;0;0;18;New England II;18;DC;1,0
2718570703;8;1;1;0;25;29nx7yxy1rdqv2oobqn5pjf8p;1;26,4;50,6;2024-09-08T23:03:40.885Z;2024-09-08T23:03:42Z;[{'id': 5201485455, 'qualifierId': 141, 'value': '30.1'}, {'id': 5201485457, 'qualifierId': 212, 'value': '14.0'}, {'id': 5201485453, 'qualifierId': 140, 'value': '25.3'}, {'id': 5201485451, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485459, 'qualifierId': 213, 'value': '4.63'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;tiy65bcvw59783hphd2qihg;Pass;;;;;;;;;;;;30,1;14,0;25,3;4,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;25,3;30,1;;;;;;;;0;0;25;New England II;25;DC;1,0
2718570707;9;1;1;0;26;29nx7yxy1rdqv2oobqn5pjf8p;1;24,9;30,9;2024-09-08T23:03:41.988Z;2024-09-08T23:03:44Z;[{'id': 5201485479, 'qualifierId': 140, 'value': '31.6'}, {'id': 5201485485, 'qualifierId': 213, 'value': '5.10'}, {'id': 5201485477, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485483, 'qualifierId': 212, 'value': '18.4'}, {'id': 5201485481, 'qualifierId': 141, 'value': '5.9'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;tiy65bcvw59783hphd2qihg;Pass;;;;;;;;;;;;5,9;18,4;31,6;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;31,6;5,9;;;;;;;;0;0;26;New England II;26;DC;1,0
2718570721;10;1;1;0;28;29nx7yxy1rdqv2oobqn5pjf8p;1;31,5;5,6;2024-09-08T23:03:44.037Z;2024-09-08T23:03:48Z;[{'id': 5201485537, 'qualifierId': 140, 'value': '46.9'}, {'id': 5201485539, 'qualifierId': 141, 'value': '4.3'}, {'id': 5201485535, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485543, 'qualifierId': 213, 'value': '6.23'}, {'id': 5201485541, 'qualifierId': 212, 'value': '16.2'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;tiy65bcvw59783hphd2qihg;Pass;;;;;;;;;;;;4,3;16,2;46,9;6,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;46,9;4,3;;;;;;;;0;0;28;New England II;28;DC;1,0
2718570727;11;61;1;0;32;29nx7yxy1rdqv2oobqn5pjf8p;0;41,0;6,1;2024-09-08T23:03:48.452Z;2024-09-08T23:03:48Z;[{'id': 5201485575, 'qualifierId': 56, 'value': 'Back'}];5l9js12tsf18c7st0oac3swes;T. Rigopoulos;;;tiy65bcvw59783hphd2qihg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;32;New England II;32;DMR;1,0
2718570757;5;1;1;0;34;csntc7hucmo21gknxc5y0kc4q;1;59,3;93,9;2024-09-08T23:03:49.740Z;2024-09-08T23:03:54Z;[{'id': 5201485745, 'qualifierId': 212, 'value': '14.7'}, {'id': 5201485739, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485741, 'qualifierId': 140, 'value': '48.6'}, {'id': 5201485743, 'qualifierId': 141, 'value': '79.9'}, {'id': 5201485747, 'qualifierId': 213, 'value': '3.84'}];6han4f5xq1d0ii0ol2drgi4bu;G. Diarbian;;;tiy65bcvw59783hphd2qihg;Pass;;;;;;;;;;;;79,9;14,7;48,6;3,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;48,6;79,9;;;;;;;;0;0;34;Toronto II;34;FWL;1,0
2718570759;6;50;1;0;34;csntc7hucmo21gknxc5y0kc4q;1;48,6;82,4;2024-09-08T23:03:50.133Z;2024-09-08T23:03:57Z;[{'id': 5201485753, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485755, 'qualifierId': 286}, {'id': 5201485777, 'qualifierId': 233, 'value': '12'}];853mqqlenq3yctucs92vfieqc;J. Mussenden;;;tiy65bcvw59783hphd2qihg;Dispossessed;;;;;;;;;;;;;;;;;;;12,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;0;34;Toronto II;34;MC;1,0
2718570763;12;7;1;0;34;29nx7yxy1rdqv2oobqn5pjf8p;1;51,4;17,6;2024-09-08T23:03:50.134Z;2024-09-08T23:03:57Z;[{'id': 5201485773, 'qualifierId': 233, 'value': '6'}, {'id': 5201485763, 'qualifierId': 285}, {'id': 5201485759, 'qualifierId': 56, 'value': 'Right'}];5l9js12tsf18c7st0oac3swes;T. Rigopoulos;;;tiy65bcvw59783hphd2qihg;Tackle;;;;;;;;;;;;;;;;;;;6,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;34;New England II;34;DMR;1,0
2718572569;65;4;1;0;38;29nx7yxy1rdqv2oobqn5pjf8p;1;54,8;33,4;2024-09-08T23:03:53.775Z;2024-09-08T23:10:39Z;[{'id': 5201495313, 'qualifierId': 233, 'value': '85'}, {'id': 5201495289, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201495287, 'qualifierId': 295}, {'id': 5201495285, 'qualifierId': 13}, {'id': 5201495291, 'qualifierId': 152}, {'id': 5201495293, 'qualifierId': 286}];5l9js12tsf18c7st0oac3swes;T. Rigopoulos;;;tiy65bcvw59783hphd2qihg;Foul;;;;;;;;;;;;;;;;;;;85,0;;1,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;38;New England II;38;DMR;1,0
2718572481;85;4;1;0;38;csntc7hucmo21gknxc5y0kc4q;0;45,2;66,6;2024-09-08T23:03:53.776Z;2024-09-08T23:27:56Z;[{'id': 5201494829, 'qualifierId': 285}, {'id': 5201494825, 'qualifierId': 152}, {'id': 5201494823, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201494821, 'qualifierId': 13}, {'id': 5201526209, 'qualifierId': 295}, {'id': 5201495337, 'qualifierId': 233, 'value': '65'}];853mqqlenq3yctucs92vfieqc;J. Mussenden;;;tiy65bcvw59783hphd2qihg;Foul;;;;;;;;;;;;;;;;;;;65,0;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;0;38;Toronto II;38;MC;1,0
