id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_JerseyNumber;value_Involved;value_TeamKit;value_Captain;value_TeamPlayerFormation;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_Length;value_Zone;value_PassEndY;value_KickOff;value_PassEndX;value_Angle;value_NotVisible;value_Chipped;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_SwitchOfPlay;value_BlockedPass;value_NextEventGoalKick;value_Low;value_GoalKick;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_LayOff;value_PlayersCaughtOffside;value_Indirect;value_Overrun;value_DeletedEventType;value_Assist;value_RelatedEventId;value_LeftFooted;value_Assisted;value_GkX;value_IndividualPlay;value_BoxRight;value_RegularPlay;value_Blocked;value_GoalmouthY;value_LowCentre;value_GkY;value_BlockedY;value_GoalmouthZ;value_BlockedX;value_DefBlock;value_OtherReason;value_RefereeDelay;value_RefereeStop;value_BallHitsReferee;value_OutOfPlay;value_FlickOn;value_ShirtPull/Holding;value_Left;value_IntentionalAssist;value_CornerTaken;value_Cross;value_OutSwinger;value_BoxCentre;value_High;value_FirstTouch;value_Head;value_Shove/Push;value_LowLeft;value_KeeperThrow;value_Right;value_NotAssisted;value_OutOfBoxCentre;value_FreeKick;value_Standing;value_ParriedDanger;value_Hands;value_Fumble;value_Injury;value_InjuredPlayerId;value_InSwinger;value_Minutes;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_RightFooted;value_35Centre;value_LowRight;value_Collected;value_ThrowInSetPiece;value_PullBack;value_BoxLeft;value_1On1;value_BigChance;value_OtherBodyPart;value_Sliding;value_GoalShotGameClock;value_GoalShotTimestamp;value_HighCentre;value_CloseLeft;value_YellowCard;value_RecklessOffence;value_CloseRight;value_NotPastGoalLine;value_OutOfBoxDeepRight;value_FromCorner;value_MisHit;value_Weak;value_GkKickFromHands;value_Diving;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710910901;220;49;1;22;17;iiolvosiuokkrl5iuoxcjo4p;1;64,2;6,6;2024-08-19T00:26:27.350Z;2024-08-19T00:26:27Z;[];45nz5h9qtf9bnucuxuh3b4qhg;C. Swan;;;escuo3udzopdk3kvb15wo7w2c;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;22;17;Real Monarchs;1337;FW;1,0
2710910909;221;1;1;22;17;iiolvosiuokkrl5iuoxcjo4p;0;64,2;6,6;2024-08-19T00:26:27.645Z;2024-08-19T00:26:28Z;[{'id': 5159365221, 'qualifierId': 212, 'value': '26.9'}, {'id': 5159365215, 'qualifierId': 56, 'value': 'Right'}, {'id': 5159365217, 'qualifierId': 140, 'value': '89.5'}, {'id': 5159365223, 'qualifierId': 213, 'value': '0.15'}, {'id': 5159365219, 'qualifierId': 141, 'value': '12.7'}];45nz5h9qtf9bnucuxuh3b4qhg;C. Swan;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;26,9;;12,7;;89,5;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;89,5;12,7;;;;;;;0;0;22;17;Real Monarchs;1337;FW;1,0
2710910943;207;1;1;22;18;cbip96wzs3jc2xadoluhhxotl;1;7,4;89,1;2024-08-19T00:26:28.577Z;2024-08-19T00:26:32Z;[{'id': 5159365395, 'qualifierId': 141, 'value': '68.2'}, {'id': 5159365397, 'qualifierId': 212, 'value': '15.5'}, {'id': 5159365391, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159365393, 'qualifierId': 140, 'value': '1.4'}, {'id': 5159365399, 'qualifierId': 213, 'value': '4.30'}];5gl31qop7zlj9mfbtolvj7xuc;L. Rivera;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;15,5;;68,2;;1,4;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;1,4;68,2;;;;;;;0;0;22;18;Colorado Rapids II;1338;DC;1,0
2710910945;208;49;1;22;22;cbip96wzs3jc2xadoluhhxotl;1;3,1;67,6;2024-08-19T00:26:32.865Z;2024-08-19T00:26:33Z;[];d8jipeh184bc6p9c0uervzytw;W. Mackay;;;escuo3udzopdk3kvb15wo7w2c;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;22;22;Colorado Rapids II;1342;GK;1,0
2710910989;209;1;1;22;23;cbip96wzs3jc2xadoluhhxotl;1;3,1;67,0;2024-08-19T00:26:33.665Z;2024-08-19T00:26:37Z;[{'id': 5159365587, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159365593, 'qualifierId': 212, 'value': '25.6'}, {'id': 5159365589, 'qualifierId': 140, 'value': '11.1'}, {'id': 5159365595, 'qualifierId': 213, 'value': '5.05'}, {'id': 5159365591, 'qualifierId': 141, 'value': '31.5'}];d8jipeh184bc6p9c0uervzytw;W. Mackay;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;25,6;;31,5;;11,1;5,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;11,1;31,5;;;;;;;0;0;22;23;Colorado Rapids II;1343;GK;1,0
2710911015;210;1;1;22;26;cbip96wzs3jc2xadoluhhxotl;1;14,3;26,1;2024-08-19T00:26:37.185Z;2024-08-19T00:26:39Z;[{'id': 5159365693, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159365699, 'qualifierId': 212, 'value': '24.6'}, {'id': 5159365701, 'qualifierId': 213, 'value': '5.62'}, {'id': 5159365695, 'qualifierId': 140, 'value': '32.7'}, {'id': 5159365697, 'qualifierId': 141, 'value': '3.8'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;24,6;;3,8;;32,7;5,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;32,7;3,8;;;;;;;0;0;22;26;Colorado Rapids II;1346;DL;1,0
2710911039;211;1;1;22;29;cbip96wzs3jc2xadoluhhxotl;1;31,5;6,2;2024-08-19T00:26:39.680Z;2024-08-19T00:26:42Z;[{'id': 5159365821, 'qualifierId': 140, 'value': '14.2'}, {'id': 5159365827, 'qualifierId': 213, 'value': '2.67'}, {'id': 5159365825, 'qualifierId': 212, 'value': '20.4'}, {'id': 5159365823, 'qualifierId': 141, 'value': '19.8'}, {'id': 5159365819, 'qualifierId': 56, 'value': 'Back'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;20,4;;19,8;;14,2;2,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;14,2;19,8;;;;;;;0;0;22;29;Colorado Rapids II;1349;DR;1,0
2710911059;212;1;1;22;32;cbip96wzs3jc2xadoluhhxotl;1;15,5;24,4;2024-08-19T00:26:42.481Z;2024-08-19T00:26:45Z;[{'id': 5159365935, 'qualifierId': 213, 'value': '1.13'}, {'id': 5159365931, 'qualifierId': 141, 'value': '37.3'}, {'id': 5159365927, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159365933, 'qualifierId': 212, 'value': '9.7'}, {'id': 5159365929, 'qualifierId': 140, 'value': '19.4'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;9,7;;37,3;;19,4;1,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;19,4;37,3;;;;;;;0;0;22;32;Colorado Rapids II;1352;DL;1,0
2710911123;213;1;1;22;35;cbip96wzs3jc2xadoluhhxotl;1;19,4;37,3;2024-08-19T00:26:45.713Z;2024-08-19T00:26:52Z;[{'id': 5159366189, 'qualifierId': 140, 'value': '42.2'}, {'id': 5159366193, 'qualifierId': 212, 'value': '33.4'}, {'id': 5159366197, 'qualifierId': 1}, {'id': 5159366195, 'qualifierId': 213, 'value': '5.51'}, {'id': 5159366191, 'qualifierId': 141, 'value': '3.1'}, {'id': 5159366187, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159366185, 'qualifierId': 155}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;33,4;;3,1;;42,2;5,51;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;42,2;3,1;;;;;;;0;0;22;35;Colorado Rapids II;1355;MC;1,0
2710911127;214;4;1;22;40;cbip96wzs3jc2xadoluhhxotl;1;41,0;6,0;2024-08-19T00:26:50.637Z;2024-08-19T00:26:58Z;[{'id': 5159366261, 'qualifierId': 13}, {'id': 5159366265, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159366299, 'qualifierId': 233, 'value': '222'}, {'id': 5159366263, 'qualifierId': 294}, {'id': 5159366269, 'qualifierId': 152}, {'id': 5159366273, 'qualifierId': 286}];72xq9zy27facbbowtwsuzw0lw;Z. Gozo;;;escuo3udzopdk3kvb15wo7w2c;Foul;;;;;;;;;;;;;;;;;;;;222,0;;1,0;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;22;40;Colorado Rapids II;1360;MR;1,0
2710911109;222;4;1;22;40;iiolvosiuokkrl5iuoxcjo4p;0;59,0;94,0;2024-08-19T00:26:50.638Z;2024-08-19T00:26:58Z;[{'id': 5159366141, 'qualifierId': 294}, {'id': 5159366147, 'qualifierId': 285}, {'id': 5159366145, 'qualifierId': 152}, {'id': 5159366321, 'qualifierId': 233, 'value': '214'}, {'id': 5159366143, 'qualifierId': 56, 'value': 'Left'}, {'id': 5159366139, 'qualifierId': 13}];am8ndwmm4m03ys6wkad29lst0;M. Alvarado;;;escuo3udzopdk3kvb15wo7w2c;Foul;;;;;;;;;;;;;;;;;;;;214,0;1,0;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;22;40;Real Monarchs;1360;DC;1,0
2710911307;215;1;1;22;58;cbip96wzs3jc2xadoluhhxotl;1;40,0;5,9;2024-08-19T00:27:08.416Z;2024-08-19T00:27:11Z;[{'id': 5159366993, 'qualifierId': 5}, {'id': 5159367005, 'qualifierId': 213, 'value': '1.92'}, {'id': 5159367001, 'qualifierId': 141, 'value': '33.6'}, {'id': 5159367003, 'qualifierId': 212, 'value': '20.0'}, {'id': 5159366995, 'qualifierId': 152}, {'id': 5159366997, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159366999, 'qualifierId': 140, 'value': '33.5'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;20,0;;33,6;;33,5;1,92;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;33,5;33,6;;;;;;;0;0;22;58;Colorado Rapids II;1378;DR;1,0
2710911333;216;1;1;23;1;cbip96wzs3jc2xadoluhhxotl;1;36,3;38,2;2024-08-19T00:27:11.408Z;2024-08-19T00:27:13Z;[{'id': 5159367109, 'qualifierId': 141, 'value': '24.7'}, {'id': 5159367111, 'qualifierId': 212, 'value': '11.3'}, {'id': 5159367113, 'qualifierId': 213, 'value': '5.33'}, {'id': 5159367105, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159367107, 'qualifierId': 140, 'value': '42.5'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;11,3;;24,7;;42,5;5,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;42,5;24,7;;;;;;;0;0;23;1;Colorado Rapids II;1381;DL;1,0
2710911351;217;1;1;23;2;cbip96wzs3jc2xadoluhhxotl;1;42,5;24,0;2024-08-19T00:27:13.328Z;2024-08-19T00:27:16Z;[{'id': 5159367215, 'qualifierId': 212, 'value': '13.7'}, {'id': 5159367217, 'qualifierId': 213, 'value': '2.24'}, {'id': 5159367209, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159367211, 'qualifierId': 140, 'value': '34.4'}, {'id': 5159367213, 'qualifierId': 141, 'value': '39.8'}];9p86jgzpsokma52ifxswk4woa;J. Orozco;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;13,7;;39,8;;34,4;2,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;34,4;39,8;;;;;;;0;0;23;2;Colorado Rapids II;1382;MC;1,0
2710911375;218;1;1;23;5;cbip96wzs3jc2xadoluhhxotl;1;35,2;39,7;2024-08-19T00:27:15.872Z;2024-08-19T00:27:18Z;[{'id': 5159367307, 'qualifierId': 213, 'value': '1.65'}, {'id': 5159367305, 'qualifierId': 212, 'value': '25.0'}, {'id': 5159367299, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159367301, 'qualifierId': 140, 'value': '33.4'}, {'id': 5159367303, 'qualifierId': 141, 'value': '76.3'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;25,0;;76,3;;33,4;1,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;33,4;76,3;;;;;;;0;0;23;5;Colorado Rapids II;1385;DL;1,0
2710911387;219;1;1;23;8;cbip96wzs3jc2xadoluhhxotl;1;33,6;75,6;2024-08-19T00:27:18.353Z;2024-08-19T00:27:20Z;[{'id': 5159367353, 'qualifierId': 213, 'value': '4.51'}, {'id': 5159367349, 'qualifierId': 141, 'value': '51.8'}, {'id': 5159367351, 'qualifierId': 212, 'value': '16.5'}, {'id': 5159367345, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159367347, 'qualifierId': 140, 'value': '30.4'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;16,5;;51,8;;30,4;4,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;30,4;51,8;;;;;;;0;0;23;8;Colorado Rapids II;1388;DC;1,0
2710911415;220;1;1;23;10;cbip96wzs3jc2xadoluhhxotl;1;30,9;50,9;2024-08-19T00:27:20.800Z;2024-08-19T00:27:24Z;[{'id': 5159367495, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159367507, 'qualifierId': 212, 'value': '8.8'}, {'id': 5159367499, 'qualifierId': 140, 'value': '39.1'}, {'id': 5159367503, 'qualifierId': 141, 'value': '53.9'}, {'id': 5159367511, 'qualifierId': 213, 'value': '0.23'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;8,8;;53,9;;39,1;0,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;39,1;53,9;;;;;;;0;0;23;10;Colorado Rapids II;1390;DL;1,0
2710911443;221;1;1;23;13;cbip96wzs3jc2xadoluhhxotl;1;36,8;55,1;2024-08-19T00:27:24Z;2024-08-19T00:27:26Z;[{'id': 5159367619, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159367623, 'qualifierId': 141, 'value': '55.7'}, {'id': 5159367621, 'qualifierId': 140, 'value': '9.1'}, {'id': 5159367627, 'qualifierId': 213, 'value': '3.13'}, {'id': 5159367625, 'qualifierId': 212, 'value': '29.1'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;29,1;;55,7;;9,1;3,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;9,1;55,7;;;;;;;0;0;23;13;Colorado Rapids II;1393;MC;1,0
2710911475;222;1;1;23;16;cbip96wzs3jc2xadoluhhxotl;1;9,5;57,2;2024-08-19T00:27:26.801Z;2024-08-19T00:27:30Z;[{'id': 5159367751, 'qualifierId': 141, 'value': '26.2'}, {'id': 5159367755, 'qualifierId': 213, 'value': '4.95'}, {'id': 5159367753, 'qualifierId': 212, 'value': '21.7'}, {'id': 5159367749, 'qualifierId': 140, 'value': '14.4'}, {'id': 5159367747, 'qualifierId': 56, 'value': 'Back'}];d8jipeh184bc6p9c0uervzytw;W. Mackay;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;21,7;;26,2;;14,4;4,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;14,4;26,2;;;;;;;0;0;23;16;Colorado Rapids II;1396;GK;1,0
2710911503;223;1;1;23;19;cbip96wzs3jc2xadoluhhxotl;1;21,3;27,9;2024-08-19T00:27:29.985Z;2024-08-19T00:27:32Z;[{'id': 5159367867, 'qualifierId': 212, 'value': '17.8'}, {'id': 5159367865, 'qualifierId': 141, 'value': '4.4'}, {'id': 5159367861, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159367869, 'qualifierId': 213, 'value': '5.17'}, {'id': 5159367863, 'qualifierId': 140, 'value': '28.8'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;17,8;;4,4;;28,8;5,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;28,8;4,4;;;;;;;0;0;23;19;Colorado Rapids II;1399;DL;1,0
2710911521;224;1;1;23;22;cbip96wzs3jc2xadoluhhxotl;1;29,9;6,1;2024-08-19T00:27:32.624Z;2024-08-19T00:27:34Z;[{'id': 5159367959, 'qualifierId': 140, 'value': '31.8'}, {'id': 5159367957, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159367963, 'qualifierId': 212, 'value': '9.1'}, {'id': 5159367965, 'qualifierId': 213, 'value': '1.35'}, {'id': 5159367961, 'qualifierId': 141, 'value': '19.1'}];5gl31qop7zlj9mfbtolvj7xuc;L. Rivera;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;9,1;;19,1;;31,8;1,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;31,8;19,1;;;;;;;0;0;23;22;Colorado Rapids II;1402;DC;1,0
2710911537;225;1;1;23;23;cbip96wzs3jc2xadoluhhxotl;1;31,8;19,4;2024-08-19T00:27:34.097Z;2024-08-19T00:27:39Z;[{'id': 5159368071, 'qualifierId': 213, 'value': '5.84'}, {'id': 5159368069, 'qualifierId': 212, 'value': '9.3'}, {'id': 5159368067, 'qualifierId': 141, 'value': '13.5'}, {'id': 5159368065, 'qualifierId': 140, 'value': '39.8'}, {'id': 5159368063, 'qualifierId': 56, 'value': 'Back'}];6kpb5yyfk2ifjgtfkspb8xwd0;O. Anderson;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;9,3;;13,5;;39,8;5,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;39,8;13,5;;;;;;;0;0;23;23;Colorado Rapids II;1403;FW;1,0
2710911553;226;1;1;23;28;cbip96wzs3jc2xadoluhhxotl;1;39,7;9,2;2024-08-19T00:27:39.200Z;2024-08-19T00:27:41Z;[{'id': 5159368157, 'qualifierId': 141, 'value': '18.5'}, {'id': 5159368155, 'qualifierId': 140, 'value': '37.4'}, {'id': 5159368159, 'qualifierId': 212, 'value': '6.8'}, {'id': 5159368153, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159368161, 'qualifierId': 213, 'value': '1.94'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;6,8;;18,5;;37,4;1,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;37,4;18,5;;;;;;;0;0;23;28;Colorado Rapids II;1408;DR;1,0
2710911579;227;1;1;23;31;cbip96wzs3jc2xadoluhhxotl;1;35,0;21,8;2024-08-19T00:27:41.440Z;2024-08-19T00:27:45Z;[{'id': 5159368301, 'qualifierId': 212, 'value': '7.6'}, {'id': 5159368303, 'qualifierId': 213, 'value': '2.08'}, {'id': 5159368297, 'qualifierId': 140, 'value': '31.5'}, {'id': 5159368295, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159368299, 'qualifierId': 141, 'value': '31.5'}];9p86jgzpsokma52ifxswk4woa;J. Orozco;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;7,6;;31,5;;31,5;2,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;31,5;31,5;;;;;;;0;0;23;31;Colorado Rapids II;1411;MC;1,0
2710911587;228;1;1;23;34;cbip96wzs3jc2xadoluhhxotl;1;31,7;33,0;2024-08-19T00:27:45.089Z;2024-08-19T00:27:46Z;[{'id': 5159368335, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159368337, 'qualifierId': 140, 'value': '36.3'}, {'id': 5159368339, 'qualifierId': 141, 'value': '23.4'}, {'id': 5159368343, 'qualifierId': 213, 'value': '5.35'}, {'id': 5159368341, 'qualifierId': 212, 'value': '8.1'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;8,1;;23,4;;36,3;5,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;36,3;23,4;;;;;;;0;0;23;34;Colorado Rapids II;1414;MC;1,0
2710911615;229;1;1;23;35;cbip96wzs3jc2xadoluhhxotl;1;36,5;23,7;2024-08-19T00:27:46.224Z;2024-08-19T00:27:48Z;[{'id': 5159368509, 'qualifierId': 213, 'value': '2.97'}, {'id': 5159368507, 'qualifierId': 212, 'value': '9.8'}, {'id': 5159368501, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159368505, 'qualifierId': 141, 'value': '26.2'}, {'id': 5159368503, 'qualifierId': 140, 'value': '27.3'}];9p86jgzpsokma52ifxswk4woa;J. Orozco;;;escuo3udzopdk3kvb15wo7w2c;Pass;;;;;;;;;;9,8;;26,2;;27,3;2,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;27,3;26,2;;;;;;;0;0;23;35;Colorado Rapids II;1415;MC;1,0
