matchId;id;coverageLevel;date;time;localDate;localTime;numberOfPeriods;periodLength;overtimeLength;lastUpdated;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
6szcvve9hfud2vx5b0njzih3o;6szcvve9hfud2vx5b0njzih3o;13;2024-10-20Z;19:00:00Z;2024-10-20;14:00:00;2;45;15;2025-06-04T23:12:43Z;St. Louis City II vs Los Angeles II;azyt1t7kg4bx4vu80k7w8drtg;2024-03-16Z;2024-11-10Z;2024;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;St. Louis II;St Louis CITY2;STL;home;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;LAFC II;Los Angeles FC 2;LAF;away;5qmjkpvi92vrzdcb2knassjkk;MLS Next Pro;MLS Next Pro;MNP;Domestic league;Energizer Park;97;Played
