id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamKit;value_PlayerPosition;value_Resume;value_JerseyNumber;value_Captain;value_TeamFormation;value_TeamPlayerFormation;value_DirectionOfPlay;value_Length;value_Zone;value_Angle;value_PassEndY;value_KickOff;value_PassEndX;value_Launch;value_LongBall;value_HeadPass;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_Defensive;value_DeletedEventType;value_Head;value_KeeperThrow;value_ShirtPull/Holding;value_Foul;value_Direct;value_FreeKickTaken;value_Chipped;value_NotAssisted;value_RegularPlay;value_LowRight;value_GoalmouthY;value_GoalmouthZ;value_BoxCentre;value_RightFooted;value_BlockedX;value_BlockedY;value_Diving;value_ParriedSafe;value_Feet;value_Left;value_Right;value_CornerTaken;value_Assist;value_FromCorner;value_Assisted;value_GkY;value_LeftFooted;value_GkX;value_RelatedEventId;value_OutOfBoxCentre;value_NextEventGoalKick;value_GoalKick;value_Low;value_SwitchOfPlay;value_IntentionalAssist;value_LowLeft;value_FirstTouch;value_Hands;value_Standing;value_Collected;value_GkHoof;value_GoalShotTimestamp;value_GoalShotGameClock;value_BoxLeft;value_1On1;value_BigChance;value_OutOfPlay;value_Cross;value_CloseRight;value_BlockedPass;value_AttemptedTackle;value_Shove/Push;value_Blocked;value_DefBlock;value_OverArm;value_PlayersCaughtOffside;value_Indirect;value_BoxRight;value_High;value_SmallBoxLeft;value_HighLeft;value_LowCentre;value_GkKickFromHands;value_AerialFoul;value_Minutes;value_PersistentInfringement;value_YellowCard;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_LayOff;value_IntendedTackleTarget;value_IndividualPlay;value_OutSwinger;value_35Centre;value_NotPastGoalLine;value_TimeWasting;value_BlockedCross;value_ThroughBall;value_Overrun;value_InSwinger;value_ProfessionalFoulLastMan;value_RedCard;value_FreeKick;value_HighClaim;value_NotVisible;value_MisHit;value_CaptainChange;value_HighRight;value_Argument;value_CloseLeft;value_Volley;value_BoxDeepLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710192399;244;1;1;25;34;4gymgvqmve0m2vh89v84tt3x0;1;45,8;90,2;2024-08-18T00:29:14.577Z;2024-08-18T00:29:17Z;[{'id': 5155400837, 'qualifierId': 213, 'value': '1.73'}, {'id': 5155400835, 'qualifierId': 212, 'value': '4.6'}, {'id': 5155400829, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155400831, 'qualifierId': 140, 'value': '45.1'}, {'id': 5155400833, 'qualifierId': 141, 'value': '96.9'}];c08hvq1hplcct8kxrxucfpqp6;W. Pacius;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;4,6;;1,73;96,9;;45,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;45,1;96,9;;;;;;;0;0;25;34;New York RB II;1534;FW;1,0
2710192401;245;1;1;25;37;4gymgvqmve0m2vh89v84tt3x0;0;43,6;96,2;2024-08-18T00:29:17.205Z;2024-08-18T00:29:18Z;[{'id': 5155400851, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155400887, 'qualifierId': 233, 'value': '219'}, {'id': 5155400853, 'qualifierId': 140, 'value': '44.3'}, {'id': 5155400885, 'qualifierId': 236}, {'id': 5155400859, 'qualifierId': 212, 'value': '1.4'}, {'id': 5155400863, 'qualifierId': 213, 'value': '5.28'}, {'id': 5155400857, 'qualifierId': 141, 'value': '94.5'}, {'id': 5155400891, 'qualifierId': 286}];374euncv00zs2oy6ux1u519be;J. Skinner;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;1,4;;5,28;94,5;;44,3;;;;;219,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;44,3;94,5;;;;;;;0;0;25;37;New York RB II;1537;DC;1,0
2710192407;219;74;1;25;37;4g68p0t2f5jzhzfr67i2rj1ex;1;55,1;3,6;2024-08-18T00:29:17.206Z;2024-08-18T00:51:43Z;[{'id': 5155400909, 'qualifierId': 233, 'value': '245'}, {'id': 5155400883, 'qualifierId': 285}, {'id': 5155400881, 'qualifierId': 56, 'value': 'Right'}];80p7shawtxjiydizsg5fo5a1g;A. Mehmeti;;;eoz5rggu2xofxedh4twwxy39w;Blocked Pass;;;;;;;;;;;;;;;;;;;;245,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;25;37;Huntsville City;1537;MC;1,0
2710192417;220;5;1;25;39;4g68p0t2f5jzhzfr67i2rj1ex;0;60,2;-1,8;2024-08-18T00:29:19.135Z;2024-08-18T00:39:10Z;[{'id': 5155400935, 'qualifierId': 347}, {'id': 5155401279, 'qualifierId': 233, 'value': '246'}, {'id': 5155400933, 'qualifierId': 56, 'value': 'Right'}];80p7shawtxjiydizsg5fo5a1g;A. Mehmeti;;;eoz5rggu2xofxedh4twwxy39w;Out;;;;;;;;;;;;;;;;;;;1,0;246,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;25;39;Huntsville City;1539;MC;1,0
2710192479;246;5;1;25;39;4gymgvqmve0m2vh89v84tt3x0;1;39,8;101,8;2024-08-18T00:29:19.135Z;2024-08-18T00:39:10Z;[{'id': 5155401231, 'qualifierId': 347}, {'id': 5155401229, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155401249, 'qualifierId': 233, 'value': '220'}];374euncv00zs2oy6ux1u519be;J. Skinner;;;eoz5rggu2xofxedh4twwxy39w;Out;;;;;;;;;;;;;;;;;;;1,0;220,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;25;39;New York RB II;1539;DC;1,0
2710192501;247;1;1;25;50;4gymgvqmve0m2vh89v84tt3x0;1;41,2;100,0;2024-08-18T00:29:29.976Z;2024-08-18T00:29:32Z;[{'id': 5155401409, 'qualifierId': 140, 'value': '45.5'}, {'id': 5155401411, 'qualifierId': 141, 'value': '95.7'}, {'id': 5155401413, 'qualifierId': 212, 'value': '5.9'}, {'id': 5155401405, 'qualifierId': 107}, {'id': 5155401407, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155401415, 'qualifierId': 213, 'value': '5.58'}];374euncv00zs2oy6ux1u519be;J. Skinner;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;5,9;;5,58;95,7;;45,5;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;45,5;95,7;;;;;;;0;0;25;50;New York RB II;1550;DC;1,0
2710192521;248;1;1;25;52;4gymgvqmve0m2vh89v84tt3x0;1;45,5;95,7;2024-08-18T00:29:32.668Z;2024-08-18T00:29:34Z;[{'id': 5155401477, 'qualifierId': 141, 'value': '95.6'}, {'id': 5155401471, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155401481, 'qualifierId': 213, 'value': '3.15'}, {'id': 5155401479, 'qualifierId': 212, 'value': '5.3'}, {'id': 5155401475, 'qualifierId': 140, 'value': '40.5'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;5,3;;3,15;95,6;;40,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;40,5;95,6;;;;;;;0;0;25;52;New York RB II;1552;MC;1,0
2710192539;249;1;1;25;54;4gymgvqmve0m2vh89v84tt3x0;1;40,5;95,6;2024-08-18T00:29:33.955Z;2024-08-18T00:29:38Z;[{'id': 5155401629, 'qualifierId': 140, 'value': '48.6'}, {'id': 5155401631, 'qualifierId': 141, 'value': '91.1'}, {'id': 5155401633, 'qualifierId': 212, 'value': '9.0'}, {'id': 5155401635, 'qualifierId': 213, 'value': '5.94'}, {'id': 5155401627, 'qualifierId': 56, 'value': 'Back'}];374euncv00zs2oy6ux1u519be;J. Skinner;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;9,0;;5,94;91,1;;48,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;48,6;91,1;;;;;;;0;0;25;54;New York RB II;1554;DC;1,0
2710192543;250;4;1;25;58;4gymgvqmve0m2vh89v84tt3x0;1;47,9;86,2;2024-08-18T00:29:38.663Z;2024-08-18T00:53:31Z;[{'id': 5155401731, 'qualifierId': 233, 'value': '221'}, {'id': 5155401677, 'qualifierId': 152}, {'id': 5155401681, 'qualifierId': 286}, {'id': 5155401675, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155401673, 'qualifierId': 13}, {'id': 5155401679, 'qualifierId': 265}];c08hvq1hplcct8kxrxucfpqp6;W. Pacius;;;eoz5rggu2xofxedh4twwxy39w;Foul;;;;;;;;;;;;;;;;;;;;221,0;;1,0;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;25;58;New York RB II;1558;FW;1,0
2710192557;221;4;1;25;58;4g68p0t2f5jzhzfr67i2rj1ex;0;52,1;13,8;2024-08-18T00:29:38.664Z;2024-08-18T00:55:22Z;[{'id': 5155401717, 'qualifierId': 152}, {'id': 5155401715, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155401721, 'qualifierId': 285}, {'id': 5155401719, 'qualifierId': 265}, {'id': 5155401713, 'qualifierId': 13}, {'id': 5155401749, 'qualifierId': 233, 'value': '250'}];80p7shawtxjiydizsg5fo5a1g;A. Mehmeti;;;eoz5rggu2xofxedh4twwxy39w;Foul;;;;;;;;;;;;;;;;;;;;250,0;;;1,0;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;25;58;Huntsville City;1558;MC;1,0
2710192623;251;1;1;26;12;4gymgvqmve0m2vh89v84tt3x0;1;47,0;88,0;2024-08-18T00:29:52.215Z;2024-08-18T00:29:56Z;[{'id': 5155402089, 'qualifierId': 5}, {'id': 5155402101, 'qualifierId': 213, 'value': '3.47'}, {'id': 5155402091, 'qualifierId': 152}, {'id': 5155402099, 'qualifierId': 212, 'value': '15.1'}, {'id': 5155402093, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155402097, 'qualifierId': 141, 'value': '80.8'}, {'id': 5155402095, 'qualifierId': 140, 'value': '33.4'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;15,1;;3,47;80,8;;33,4;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;33,4;80,8;;;;;;;0;0;26;12;New York RB II;1572;MC;1,0
2710192627;252;1;1;26;16;4gymgvqmve0m2vh89v84tt3x0;1;33,4;80,8;2024-08-18T00:29:55.842Z;2024-08-18T00:29:57Z;[{'id': 5155402137, 'qualifierId': 213, 'value': '4.58'}, {'id': 5155402135, 'qualifierId': 212, 'value': '29.0'}, {'id': 5155402129, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155402131, 'qualifierId': 140, 'value': '29.7'}, {'id': 5155402133, 'qualifierId': 141, 'value': '38.5'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;29,0;;4,58;38,5;;29,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;29,7;38,5;;;;;;;0;0;26;16;New York RB II;1576;DC;1,0
2710192647;253;1;1;26;17;4gymgvqmve0m2vh89v84tt3x0;1;29,7;37,9;2024-08-18T00:29:57.277Z;2024-08-18T00:30:00Z;[{'id': 5155402245, 'qualifierId': 141, 'value': '20.0'}, {'id': 5155402247, 'qualifierId': 212, 'value': '20.4'}, {'id': 5155402243, 'qualifierId': 140, 'value': '45.3'}, {'id': 5155402249, 'qualifierId': 213, 'value': '5.64'}, {'id': 5155402241, 'qualifierId': 56, 'value': 'Back'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;20,4;;5,64;20,0;;45,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;45,3;20,0;;;;;;;0;0;26;17;New York RB II;1577;DL;1,0
2710192661;254;1;1;26;20;4gymgvqmve0m2vh89v84tt3x0;1;43,7;18,0;2024-08-18T00:30:00.487Z;2024-08-18T00:30:02Z;[{'id': 5155402361, 'qualifierId': 212, 'value': '18.0'}, {'id': 5155402355, 'qualifierId': 140, 'value': '59.6'}, {'id': 5155402363, 'qualifierId': 213, 'value': '5.90'}, {'id': 5155402351, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155402357, 'qualifierId': 141, 'value': '8.2'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;18,0;;5,9;8,2;;59,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;59,6;8,2;;;;;;;0;0;26;20;New York RB II;1580;DR;1,0
2710192673;255;1;1;26;22;4gymgvqmve0m2vh89v84tt3x0;1;59,3;8,0;2024-08-18T00:30:02.695Z;2024-08-18T00:30:04Z;[{'id': 5155402427, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155402435, 'qualifierId': 213, 'value': '3.02'}, {'id': 5155402429, 'qualifierId': 140, 'value': '41.3'}, {'id': 5155402431, 'qualifierId': 141, 'value': '11.3'}, {'id': 5155402433, 'qualifierId': 212, 'value': '19.0'}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;19,0;;3,02;11,3;;41,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;41,3;11,3;;;;;;;0;0;26;22;New York RB II;1582;ML;1,0
2710192685;256;1;1;26;24;4gymgvqmve0m2vh89v84tt3x0;1;41,5;11,4;2024-08-18T00:30:04.257Z;2024-08-18T00:30:06Z;[{'id': 5155402495, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155402497, 'qualifierId': 140, 'value': '27.4'}, {'id': 5155402499, 'qualifierId': 141, 'value': '34.3'}, {'id': 5155402501, 'qualifierId': 212, 'value': '21.5'}, {'id': 5155402503, 'qualifierId': 213, 'value': '2.33'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;21,5;;2,33;34,3;;27,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;27,4;34,3;;;;;;;0;0;26;24;New York RB II;1584;DR;1,0
2710192705;257;1;1;26;26;4gymgvqmve0m2vh89v84tt3x0;1;27,4;34,3;2024-08-18T00:30:06.363Z;2024-08-18T00:30:10Z;[{'id': 5155402657, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155402665, 'qualifierId': 213, 'value': '1.54'}, {'id': 5155402663, 'qualifierId': 212, 'value': '28.4'}, {'id': 5155402659, 'qualifierId': 140, 'value': '28.3'}, {'id': 5155402661, 'qualifierId': 141, 'value': '76.1'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;28,4;;1,54;76,1;;28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;28,3;76,1;;;;;;;0;0;26;26;New York RB II;1586;DL;1,0
2710192727;258;1;1;26;30;4gymgvqmve0m2vh89v84tt3x0;1;28,3;76,0;2024-08-18T00:30:10.613Z;2024-08-18T00:30:15Z;[{'id': 5155402877, 'qualifierId': 213, 'value': '5.51'}, {'id': 5155402875, 'qualifierId': 212, 'value': '62.6'}, {'id': 5155402869, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155402871, 'qualifierId': 140, 'value': '70.8'}, {'id': 5155402867, 'qualifierId': 196}, {'id': 5155402879, 'qualifierId': 1}, {'id': 5155402873, 'qualifierId': 141, 'value': '11.4'}, {'id': 5155402865, 'qualifierId': 155}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;62,6;;5,51;11,4;;70,8;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;70,8;11,4;;;;;;;0;0;26;30;New York RB II;1590;DC;1,0
2710192745;261;44;1;26;34;4gymgvqmve0m2vh89v84tt3x0;1;73,3;8,2;2024-08-18T00:30:14.750Z;2024-08-18T01:41:20Z;[{'id': 5155403089, 'qualifierId': 233, 'value': '222'}, {'id': 5155403011, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155403013, 'qualifierId': 286}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;eoz5rggu2xofxedh4twwxy39w;Aerial;;;;;;;;;;;;;;;;;;;;222,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;26;34;New York RB II;1594;ML;1,0
2710192723;222;44;1;26;34;4g68p0t2f5jzhzfr67i2rj1ex;0;26,7;91,8;2024-08-18T00:30:14.751Z;2024-08-18T01:41:21Z;[{'id': 5155402849, 'qualifierId': 285}, {'id': 5155402847, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155403135, 'qualifierId': 233, 'value': '261'}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;eoz5rggu2xofxedh4twwxy39w;Aerial;;;;;;;;;;;;;;;;;;;;261,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;26;34;Huntsville City;1594;DC;1,0
2710192735;259;1;1;26;35;4gymgvqmve0m2vh89v84tt3x0;0;70,6;10,1;2024-08-18T00:30:14.988Z;2024-08-18T00:30:16Z;[{'id': 5155402963, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155402969, 'qualifierId': 212, 'value': '9.6'}, {'id': 5155402965, 'qualifierId': 140, 'value': '76.0'}, {'id': 5155402973, 'qualifierId': 213, 'value': '5.34'}, {'id': 5155402961, 'qualifierId': 3}, {'id': 5155402967, 'qualifierId': 141, 'value': '0.0'}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;9,6;;5,34;0,0;;76,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;76,0;0,0;;;;;;;0;0;26;35;New York RB II;1595;ML;1,0
2710192819;223;5;1;26;36;4g68p0t2f5jzhzfr67i2rj1ex;1;23,4;101,1;2024-08-18T00:30:16.245Z;2024-08-18T00:39:10Z;[{'id': 5155403509, 'qualifierId': 233, 'value': '260'}, {'id': 5155403471, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155403473, 'qualifierId': 347}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;eoz5rggu2xofxedh4twwxy39w;Out;;;;;;;;;;;;;;;;;;;1,0;260,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;26;36;Huntsville City;1596;DC;1,0
2710192739;260;5;1;26;36;4gymgvqmve0m2vh89v84tt3x0;0;76,6;-1,1;2024-08-18T00:30:16.245Z;2024-08-18T00:39:10Z;[{'id': 5155402987, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155403531, 'qualifierId': 233, 'value': '223'}, {'id': 5155402989, 'qualifierId': 347}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;eoz5rggu2xofxedh4twwxy39w;Out;;;;;;;;;;;;;;;;;;;1,0;223,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;26;36;New York RB II;1596;ML;1,0
2710192849;224;1;1;26;48;4g68p0t2f5jzhzfr67i2rj1ex;0;19,2;100,0;2024-08-18T00:30:27.903Z;2024-08-18T00:30:31Z;[{'id': 5155403653, 'qualifierId': 140, 'value': '53.7'}, {'id': 5155403659, 'qualifierId': 213, 'value': '6.10'}, {'id': 5155403651, 'qualifierId': 56, 'value': 'Left'}, {'id': 5155403661, 'qualifierId': 1}, {'id': 5155403655, 'qualifierId': 141, 'value': '91.3'}, {'id': 5155403657, 'qualifierId': 212, 'value': '36.8'}, {'id': 5155403649, 'qualifierId': 107}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;36,8;;6,1;91,3;;53,7;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;53,7;91,3;;;;;;;0;0;26;48;Huntsville City;1608;DC;1,0
2710192877;262;1;1;26;53;4gymgvqmve0m2vh89v84tt3x0;1;46,8;9,2;2024-08-18T00:30:32.946Z;2024-08-18T00:30:34Z;[{'id': 5155403837, 'qualifierId': 213, 'value': '0.03'}, {'id': 5155403835, 'qualifierId': 212, 'value': '16.0'}, {'id': 5155403827, 'qualifierId': 3}, {'id': 5155403829, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155403831, 'qualifierId': 140, 'value': '62.0'}, {'id': 5155403833, 'qualifierId': 141, 'value': '9.8'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;eoz5rggu2xofxedh4twwxy39w;Pass;;;;;;;;;;16,0;;0,03;9,8;;62,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;62,0;9,8;;;;;;;0;0;26;53;New York RB II;1613;DL;1,0
2710192881;263;49;1;26;54;4gymgvqmve0m2vh89v84tt3x0;1;63,2;11,4;2024-08-18T00:30:34.451Z;2024-08-18T00:30:34Z;[];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;eoz5rggu2xofxedh4twwxy39w;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;26;54;New York RB II;1614;ML;1,0
