id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_JerseyNumber;value_Involved;value_Resume;value_Captain;value_TeamKit;value_PlayerPosition;value_TeamFormation;value_TeamPlayerFormation;value_DirectionOfPlay;value_Length;value_KickOff;value_PassEndX;value_PassEndY;value_Angle;value_Zone;value_Launch;value_LongBall;value_LowGkIntervention;value_KeeperThrow;value_HeadPass;value_Offensive;value_Foul;value_Direct;value_Shove/Push;value_OppositeRelatedEventId;value_Defensive;value_FreeKickTaken;value_Chipped;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_AttemptedTackle;value_Assist;value_BoxLeft;value_GkX;value_LeftFooted;value_IndividualPlay;value_BlockedX;value_GkY;value_BlockedY;value_RegularPlay;value_GoalmouthZ;value_GoalmouthY;value_RelatedEventId;value_LowCentre;value_Blocked;value_Assisted;value_DefBlock;value_Left;value_CornerTaken;value_RightFooted;value_InSwinger;value_Cross;value_IntendedTackleTarget;value_LayOff;value_DeletedEventType;value_HighGkIntervention;value_HighClaim;value_LeadingToAttempt;value_IntentionalAssist;value_BoxCentre;value_LowRight;value_FirstTouch;value_RelatedError1Id;value_Diving;value_Hands;value_ParriedSafe;value_TouchTypeControl;value_ShirtPull/Holding;value_FastBreak;value_CloseLeft;value_NotAssisted;value_35Centre;value_NextEventGoalKick;value_High;value_GoalKick;value_BlockedPass;value_DrivenCross;value_Straight;value_PlayersCaughtOffside;value_Indirect;value_TouchTypePass;value_NotVisible;value_Head;value_TempMissNotPassedGoalLine;value_FlickOn;value_TouchTypeClearance;value_YellowCard;value_TimeWasting;value_TakeOnOvertake;value_OutOfBoxCentre;value_Low;value_RecklessOffence;value_PenaltyTakerId;value_Penalty;value_InjuredPlayerId;value_Injury;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_Second(2Nd)OppositeRelatedEventId;value_GkYTimeOfGoal;value_FantasyAssistType;value_GoalShotGameClock;value_FantasyAssistTeam;value_BigChance;value_FantasyAssistId;value_FantasyAssistedBy;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_LowLeft;value_CausingPlayer;value_Scored;value_Right;value_TakeOnSpace;value_TacticalFoul;value_OutSwinger;value_BlockedCross;value_DrinksBreak;value_RefereeDelay;value_Stooping;value_Collected;value_PullBack;value_LeadingToGoal;value_1On1;value_Minutes;value_RedCard;value_ViolentConduct;value_Argument;value_EndType;value_BoxDeepRight;value_Standing;value_OverArm;value_SwitchOfPlay;value_SetPiece;value_Overrun;value_GkKickFromHands;value_FromCorner;value_HighRight;value_Tactical;value_CaptainChange;value_SmallBoxLeft;value_SixYardBlocked;value_MediumGkIntervention;value_OverhitCross;value_FreeKick;value_SecondYellow;value_CloseHigh;value_BoxRight;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2724700009;304;1;1;30;55;5b4ccd62yeeqdl2qk6jzsmjv8;1;71,6;6,7;2024-09-22T19:36:02.079Z;2024-09-22T19:36:03Z;[{'id': 5234892397, 'qualifierId': 56, 'value': 'Right'}, {'id': 5234892403, 'qualifierId': 212, 'value': '9.1'}, {'id': 5234892405, 'qualifierId': 213, 'value': '1.65'}, {'id': 5234892401, 'qualifierId': 141, 'value': '20.1'}, {'id': 5234892399, 'qualifierId': 140, 'value': '70.9'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;9,1;;70,9;20,1;1,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;70,9;20,1;;;;;;;;0;30;55;Carolina Core;1855;DC;1,0
2724700053;305;1;1;30;56;5b4ccd62yeeqdl2qk6jzsmjv8;1;70,9;20,1;2024-09-22T19:36:03.246Z;2024-09-22T19:36:05Z;[{'id': 5234892627, 'qualifierId': 141, 'value': '10.6'}, {'id': 5234892631, 'qualifierId': 213, 'value': '4.63'}, {'id': 5234892623, 'qualifierId': 56, 'value': 'Right'}, {'id': 5234892625, 'qualifierId': 140, 'value': '70.4'}, {'id': 5234892629, 'qualifierId': 212, 'value': '6.5'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;6,5;;70,4;10,6;4,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;70,4;10,6;;;;;;;;0;30;56;Carolina Core;1856;MC;1,0
2724700139;306;1;1;30;58;5b4ccd62yeeqdl2qk6jzsmjv8;1;71,0;7,7;2024-09-22T19:36:05.469Z;2024-09-22T19:36:11Z;[{'id': 5234893061, 'qualifierId': 141, 'value': '33.6'}, {'id': 5234893063, 'qualifierId': 212, 'value': '24.7'}, {'id': 5234893059, 'qualifierId': 140, 'value': '54.5'}, {'id': 5234893065, 'qualifierId': 213, 'value': '2.35'}, {'id': 5234893057, 'qualifierId': 56, 'value': 'Center'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;24,7;;54,5;33,6;2,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;54,5;33,6;;;;;;;;0;30;58;Carolina Core;1858;DC;1,0
2724700183;307;1;1;31;4;5b4ccd62yeeqdl2qk6jzsmjv8;1;64,9;50,9;2024-09-22T19:36:11.232Z;2024-09-22T19:36:14Z;[{'id': 5234893355, 'qualifierId': 56, 'value': 'Left'}, {'id': 5234893359, 'qualifierId': 141, 'value': '87.1'}, {'id': 5234893363, 'qualifierId': 213, 'value': '1.34'}, {'id': 5234893357, 'qualifierId': 140, 'value': '70.4'}, {'id': 5234893361, 'qualifierId': 212, 'value': '25.3'}];agw4ksz62ddb0q7h7lon4na0a;A. Keita;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;25,3;;70,4;87,1;1,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;70,4;87,1;;;;;;;;0;31;4;Carolina Core;1864;DC;1,0
2724700235;308;1;1;31;8;5b4ccd62yeeqdl2qk6jzsmjv8;0;70,2;90,9;2024-09-22T19:36:14.701Z;2024-09-26T18:28:22Z;[{'id': 5242884259, 'qualifierId': 224}, {'id': 5234893649, 'qualifierId': 2}, {'id': 5234893663, 'qualifierId': 1}, {'id': 5234893659, 'qualifierId': 212, 'value': '34.5'}, {'id': 5234893651, 'qualifierId': 155}, {'id': 5234893655, 'qualifierId': 140, 'value': '90.9'}, {'id': 5234893661, 'qualifierId': 213, 'value': '5.39'}, {'id': 5242884261, 'qualifierId': 72}, {'id': 5234893653, 'qualifierId': 56, 'value': 'Center'}, {'id': 5234893657, 'qualifierId': 141, 'value': '51.5'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;34,5;;90,9;51,5;5,39;;;1,0;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;90,9;51,5;;;;;;;;0;31;8;Carolina Core;1868;DC;1,0
2724700249;188;44;1;31;10;2nnef9tr9g7m2s6n873qif95g;1;9,5;46,7;2024-09-22T19:36:17.439Z;2024-09-22T19:37:50Z;[{'id': 5234893731, 'qualifierId': 56, 'value': 'Back'}, {'id': 5234893807, 'qualifierId': 233, 'value': '309'}, {'id': 5234893733, 'qualifierId': 285}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;9ym7nepplsk2qt6lpaenwyl0;Aerial;;;;;;;;;;;;;;;;;;;;;;;;;309,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;31;10;Columbus Crew II;1870;DC;1,0
2724700243;309;44;1;31;10;5b4ccd62yeeqdl2qk6jzsmjv8;0;90,5;53,3;2024-09-22T19:36:17.440Z;2024-09-22T19:37:50Z;[{'id': 5234893813, 'qualifierId': 233, 'value': '188'}, {'id': 5234893687, 'qualifierId': 56, 'value': 'Center'}, {'id': 5234893689, 'qualifierId': 286}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;9ym7nepplsk2qt6lpaenwyl0;Aerial;;;;;;;;;;;;;;;;;;;;;1,0;;;;188,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;31;10;Carolina Core;1870;FW;1,0
2724700251;189;12;1;31;11;2nnef9tr9g7m2s6n873qif95g;1;10,2;43,7;2024-09-22T19:36:18.195Z;2024-09-22T19:36:21Z;[{'id': 5234893743, 'qualifierId': 213, 'value': '0.89'}, {'id': 5234893737, 'qualifierId': 140, 'value': '19.3'}, {'id': 5234893741, 'qualifierId': 212, 'value': '15.2'}, {'id': 5234893795, 'qualifierId': 15}, {'id': 5234893739, 'qualifierId': 141, 'value': '61.1'}, {'id': 5234893735, 'qualifierId': 56, 'value': 'Back'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;9ym7nepplsk2qt6lpaenwyl0;Clearance;;;;;;;;;;15,2;;19,3;61,1;0,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;19,3;61,1;;;;;;;;0;31;11;Columbus Crew II;1871;DC;1,0
2724700263;310;1;1;31;12;5b4ccd62yeeqdl2qk6jzsmjv8;0;87,4;35,2;2024-09-22T19:36:18.939Z;2024-09-22T19:36:19Z;[{'id': 5234893841, 'qualifierId': 213, 'value': '1.28'}, {'id': 5234893833, 'qualifierId': 56, 'value': 'Center'}, {'id': 5234893831, 'qualifierId': 3}, {'id': 5234893839, 'qualifierId': 212, 'value': '14.4'}, {'id': 5234893837, 'qualifierId': 141, 'value': '55.5'}, {'id': 5234893835, 'qualifierId': 140, 'value': '91.4'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;14,4;;91,4;55,5;1,28;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;91,4;55,5;;;;;;;;0;31;12;Carolina Core;1872;Sub;1,0
2724700287;190;12;1;31;14;2nnef9tr9g7m2s6n873qif95g;1;11,9;33,6;2024-09-22T19:36:20.895Z;2024-09-22T19:36:23Z;[{'id': 5234893959, 'qualifierId': 56, 'value': 'Back'}, {'id': 5234893975, 'qualifierId': 213, 'value': '4.99'}, {'id': 5234893963, 'qualifierId': 140, 'value': '13.6'}, {'id': 5234893967, 'qualifierId': 141, 'value': '24.3'}, {'id': 5234893971, 'qualifierId': 212, 'value': '6.6'}, {'id': 5234893981, 'qualifierId': 15}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;9ym7nepplsk2qt6lpaenwyl0;Clearance;;;;;;;;;;6,6;;13,6;24,3;4,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;13,6;24,3;;;;;;;;0;31;14;Columbus Crew II;1874;DC;1,0
2724700321;191;4;1;31;16;2nnef9tr9g7m2s6n873qif95g;1;12,0;27,8;2024-09-22T19:36:23.439Z;2024-09-22T19:36:28Z;[{'id': 5234894487, 'qualifierId': 13}, {'id': 5234894493, 'qualifierId': 152}, {'id': 5234894525, 'qualifierId': 233, 'value': '311'}, {'id': 5234894495, 'qualifierId': 285}, {'id': 5234894489, 'qualifierId': 294}, {'id': 5234894491, 'qualifierId': 56, 'value': 'Back'}];4t078b0rnzmi8u83wzmdwze38;C. Díaz;;9ym7nepplsk2qt6lpaenwyl0;Foul;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;311,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;31;16;Columbus Crew II;1876;DMR;1,0
2724700347;311;4;1;31;16;5b4ccd62yeeqdl2qk6jzsmjv8;0;88,0;72,2;2024-09-22T19:36:23.440Z;2024-09-22T19:36:29Z;[{'id': 5234894465, 'qualifierId': 294}, {'id': 5234894571, 'qualifierId': 233, 'value': '191'}, {'id': 5234894469, 'qualifierId': 152}, {'id': 5234894467, 'qualifierId': 56, 'value': 'Center'}, {'id': 5234894471, 'qualifierId': 286}, {'id': 5234894463, 'qualifierId': 13}];4nvz6yrxluelbpsjavcjtgnx0;T. Brown;;9ym7nepplsk2qt6lpaenwyl0;Foul;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;191,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;31;16;Carolina Core;1876;DML;1,0
2724700583;192;27;1;31;30;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-09-22T19:36:37.595Z;2024-09-22T19:36:43Z;[{'id': 5234895615, 'qualifierId': 246}, {'id': 5234895657, 'qualifierId': 233, 'value': '312'}, {'id': 5234895613, 'qualifierId': 201}];;;;9ym7nepplsk2qt6lpaenwyl0;Start delay;;;;;;;;;;;;;;;;;;;;;;;;;312,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;31;30;Columbus Crew II;1890;;
2724700555;312;27;1;31;30;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-09-22T19:36:37.595Z;2024-09-22T19:36:43Z;[{'id': 5234895487, 'qualifierId': 201}, {'id': 5234895489, 'qualifierId': 246}, {'id': 5234895643, 'qualifierId': 233, 'value': '192'}];;;;9ym7nepplsk2qt6lpaenwyl0;Start delay;;;;;;;;;;;;;;;;;;;;;;;;;192,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;31;30;Carolina Core;1890;;
2724701023;193;43;1;32;9;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-09-22T19:37:15.695Z;2024-09-22T19:37:59Z;[{'id': 5234901373, 'qualifierId': 144, 'value': '28'}, {'id': 5234898151, 'qualifierId': 55, 'value': '192'}];;;;9ym7nepplsk2qt6lpaenwyl0;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;192,0;;;;;;;;;;;;28,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;192,0;;;0;32;9;Columbus Crew II;1929;;
2724701837;196;43;1;33;17;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-09-22T19:38:24.167Z;2024-09-22T19:38:56Z;[{'id': 5234903091, 'qualifierId': 55, 'value': '192'}, {'id': 5234905345, 'qualifierId': 144, 'value': '28'}];;;;9ym7nepplsk2qt6lpaenwyl0;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;192,0;;;;;;;;;;;;28,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;192,0;;;0;33;17;Columbus Crew II;1997;;
2724702393;199;28;1;34;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-09-22T19:39:07.216Z;2024-09-22T19:58:32Z;[{'id': 5234988017, 'qualifierId': 233, 'value': '313'}, {'id': 5234906187, 'qualifierId': 55, 'value': '192'}];;;;9ym7nepplsk2qt6lpaenwyl0;End delay;;;;;;;;;;;;;;;;;;;;;;;;;313,0;;;;;;;;;;;;;;;;;;;192,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;192,0;;;0;34;0;Columbus Crew II;2040;;
2724702557;313;28;1;34;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-09-22T19:39:07.216Z;2024-09-22T19:58:32Z;[{'id': 5234907155, 'qualifierId': 55, 'value': '312'}, {'id': 5234987983, 'qualifierId': 233, 'value': '199'}];;;;9ym7nepplsk2qt6lpaenwyl0;End delay;;;;;;;;;;;;;;;;;;;;;;;;;199,0;;;;;;;;;;;;;;;;;;;312,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;312,0;;;0;34;0;Carolina Core;2040;;
2724702579;200;1;1;34;13;2nnef9tr9g7m2s6n873qif95g;1;11,7;27,0;2024-09-22T19:39:19.727Z;2024-09-22T19:39:23Z;[{'id': 5234907295, 'qualifierId': 212, 'value': '57.8'}, {'id': 5234907285, 'qualifierId': 157}, {'id': 5234907299, 'qualifierId': 1}, {'id': 5234907291, 'qualifierId': 140, 'value': '58.7'}, {'id': 5234907289, 'qualifierId': 56, 'value': 'Center'}, {'id': 5234907287, 'qualifierId': 152}, {'id': 5234907297, 'qualifierId': 213, 'value': '0.55'}, {'id': 5234907293, 'qualifierId': 141, 'value': '71.2'}, {'id': 5234907283, 'qualifierId': 5}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;57,8;;58,7;71,2;0,55;;1,0;1,0;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;58,7;71,2;;;;;;;;0;34;13;Columbus Crew II;2053;GK;1,0
2724702589;201;1;1;34;16;2nnef9tr9g7m2s6n873qif95g;0;58,7;71,2;2024-09-22T19:39:22.942Z;2024-09-26T18:29:09Z;[{'id': 5234907375, 'qualifierId': 140, 'value': '82.0'}, {'id': 5234907381, 'qualifierId': 213, 'value': '0.70'}, {'id': 5234907379, 'qualifierId': 212, 'value': '32.1'}, {'id': 5234907369, 'qualifierId': 3}, {'id': 5234907377, 'qualifierId': 141, 'value': '100.0'}, {'id': 5234907383, 'qualifierId': 1}, {'id': 5234907373, 'qualifierId': 56, 'value': 'Left'}];5zhvp39a530j8j03lsrtk8bv8;C. Gregoire;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;32,1;;82,0;100,0;0,7;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;82,0;100,0;;;;;;;;0;34;16;Columbus Crew II;2056;DML;1,0
2724702597;202;5;1;34;17;2nnef9tr9g7m2s6n873qif95g;0;79,8;101,8;2024-09-22T19:39:24.633Z;2024-09-22T19:58:33Z;[{'id': 5234907407, 'qualifierId': 56, 'value': 'Left'}, {'id': 5234907409, 'qualifierId': 347}, {'id': 5234909735, 'qualifierId': 233, 'value': '314'}];5zhvp39a530j8j03lsrtk8bv8;C. Gregoire;;9ym7nepplsk2qt6lpaenwyl0;Out;;;;;;;;;;;;;;;;;;;;;;;;;314,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;34;17;Columbus Crew II;2057;DML;1,0
2724702981;314;5;1;34;17;5b4ccd62yeeqdl2qk6jzsmjv8;1;20,2;-1,8;2024-09-22T19:39:24.633Z;2024-09-22T19:58:33Z;[{'id': 5234909719, 'qualifierId': 233, 'value': '202'}, {'id': 5234909665, 'qualifierId': 56, 'value': 'Back'}, {'id': 5234909667, 'qualifierId': 347}];4nvz6yrxluelbpsjavcjtgnx0;T. Brown;;9ym7nepplsk2qt6lpaenwyl0;Out;;;;;;;;;;;;;;;;;;;;;;;;;202,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;34;17;Carolina Core;2057;DML;1,0
2724703003;315;1;1;34;47;5b4ccd62yeeqdl2qk6jzsmjv8;1;26,0;0,0;2024-09-22T19:39:54.502Z;2024-09-22T19:39:56Z;[{'id': 5234909787, 'qualifierId': 56, 'value': 'Back'}, {'id': 5234909793, 'qualifierId': 212, 'value': '14.2'}, {'id': 5234909785, 'qualifierId': 107}, {'id': 5234909795, 'qualifierId': 213, 'value': '0.65'}, {'id': 5234909791, 'qualifierId': 141, 'value': '11.0'}, {'id': 5234909789, 'qualifierId': 140, 'value': '36.8'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;14,2;;36,8;11,0;0,65;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;36,8;11,0;;;;;;;;0;34;47;Carolina Core;2087;Sub;1,0
2724703017;316;1;1;34;49;5b4ccd62yeeqdl2qk6jzsmjv8;1;36,8;11,0;2024-09-22T19:39:56.200Z;2024-09-22T19:39:57Z;[{'id': 5234909891, 'qualifierId': 141, 'value': '5.2'}, {'id': 5234909883, 'qualifierId': 56, 'value': 'Back'}, {'id': 5234909893, 'qualifierId': 212, 'value': '10.7'}, {'id': 5234909885, 'qualifierId': 140, 'value': '27.3'}, {'id': 5234909895, 'qualifierId': 213, 'value': '3.52'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;9ym7nepplsk2qt6lpaenwyl0;Pass;;;;;;;;;;10,7;;27,3;5,2;3,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;27,3;5,2;;;;;;;;0;34;49;Carolina Core;2089;FW;1,0
