id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_Involved;value_Resume;value_JerseyNumber;value_TeamPlayerFormation;value_Captain;value_TeamKit;value_PlayerPosition;value_DirectionOfPlay;value_Angle;value_PassEndX;value_PassEndY;value_Length;value_Zone;value_KickOff;value_LongBall;value_Launch;value_KeeperThrow;value_Chipped;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_HeadPass;value_Cross;value_OutOfPlay;value_Left;value_CornerTaken;value_InSwinger;value_Right;value_DeletedEventType;value_FlickOn;value_Offensive;value_Direct;value_AttemptedTackle;value_Foul;value_Defensive;value_FreeKickTaken;value_BlockedPass;value_BlockedX;value_GoalmouthY;value_GoalmouthZ;value_RelatedEventId;value_BlockedY;value_LowLeft;value_Assisted;value_IndividualPlay;value_Blocked;value_RegularPlay;value_BoxRight;value_LeftFooted;value_GkX;value_GkY;value_DefBlock;value_Assist;value_OutOfBoxCentre;value_HighCentre;value_RightFooted;value_SwerveLeft;value_Diving;value_ParriedSafe;value_Hands;value_FirstTouch;value_NotAssisted;value_HighRight;value_BoxCentre;value_FromCorner;value_NextEventGoalKick;value_GoalKick;value_Low;value_SwitchOfPlay;value_LayOff;value_PlayersCaughtOffside;value_Indirect;value_IntendedTackleTarget;value_IntentionalAssist;value_BigChance;value_GoalShotTimestamp;value_GoalShotGameClock;value_Tap;value_OverArm;value_BoxLeft;value_LowRight;value_Shove/Push;value_RecklessOffence;value_YellowCard;value_FantasyAssistId;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistType;value_SmallBoxLeft;value_LeadingToGoal;value_ShirtPull/Holding;value_FreeKick;value_High;value_Handball;value_Head;value_LowCentre;value_ParriedDanger;value_Overrun;value_LastLine;value_HighClaim;value_SwerveRight;value_OutOfBoxLeft;value_NotPastGoalLine;value_MisHit;value_ThroughBall;value_Penalty;value_PenaltyTakerId;value_Dissent;value_NotVisible;value_Minutes;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_EndType;value_SmallBoxCentre;value_1On1;value_HighLeft;value_FastBreak;value_Sliding;value_Feet;value_BlockedCross;value_Collected;value_Standing;value_Volley;value_BoxDeepLeft;value_OutSwinger;value_SetPiece;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_CloseLeft;value_TimeWasting;value_GkKickFromHands;value_TacticalFoul;value_AdvantagePlayed;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2725206241;215;74;1;26;15;1zgjjyruyufrkh4xjvryqsb1i;1;37,0;6,5;2024-09-23T20:29:47.760Z;2024-09-23T21:37:30Z;[{'id': 5237656625, 'qualifierId': 285}, {'id': 5237656785, 'qualifierId': 233, 'value': '469'}, {'id': 5237656623, 'qualifierId': 56, 'value': 'Back'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;ckyt6lr21moqyj7gdzc15n9w;Blocked Pass;;;;;;;;;;;;;;;;;;;;;469,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;26;15;New York City II;1575;MR;1,0
2725206289;285;1;1;26;18;6ddsx316t3j0z6nolrky9k4r8;1;62,4;87,8;2024-09-23T20:29:50.964Z;2024-09-23T20:29:51Z;[{'id': 5237656855, 'qualifierId': 140, 'value': '67.3'}, {'id': 5237656861, 'qualifierId': 212, 'value': '5.6'}, {'id': 5237656865, 'qualifierId': 213, 'value': '5.87'}, {'id': 5237656857, 'qualifierId': 141, 'value': '84.5'}, {'id': 5237656853, 'qualifierId': 56, 'value': 'Left'}];duj699i9620tuf3ii9z06bqsq;P. Elias;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;5,87;67,3;84,5;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;67,3;84,5;;;;;;;;0;26;18;Philadelphia Union II;1578;MC;1,0
2725206301;286;1;1;26;19;6ddsx316t3j0z6nolrky9k4r8;1;67,3;84,5;2024-09-23T20:29:51.781Z;2024-09-23T20:29:54Z;[{'id': 5237656925, 'qualifierId': 140, 'value': '56.4'}, {'id': 5237656929, 'qualifierId': 212, 'value': '11.5'}, {'id': 5237656931, 'qualifierId': 213, 'value': '3.09'}, {'id': 5237656927, 'qualifierId': 141, 'value': '85.3'}, {'id': 5237656923, 'qualifierId': 56, 'value': 'Left'}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;3,09;56,4;85,3;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;56,4;85,3;;;;;;;;0;26;19;Philadelphia Union II;1579;MC;1,0
2725206337;287;1;1;26;21;6ddsx316t3j0z6nolrky9k4r8;1;56,3;82,1;2024-09-23T20:29:53.877Z;2024-09-23T20:29:57Z;[{'id': 5237657089, 'qualifierId': 212, 'value': '37.6'}, {'id': 5237657083, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237657081, 'qualifierId': 155}, {'id': 5237657087, 'qualifierId': 141, 'value': '27.7'}, {'id': 5237657085, 'qualifierId': 140, 'value': '62.9'}, {'id': 5237657091, 'qualifierId': 213, 'value': '4.90'}, {'id': 5237657093, 'qualifierId': 1}];2676930j149yvanqev61emh62;J. Rozhansky;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;4,9;62,9;27,7;37,6;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;62,9;27,7;;;;;;;;0;26;21;Philadelphia Union II;1581;MC;1,0
2725206377;288;1;1;26;26;6ddsx316t3j0z6nolrky9k4r8;1;68,6;18,2;2024-09-23T20:29:59.397Z;2024-09-23T20:30:01Z;[{'id': 5237657289, 'qualifierId': 56, 'value': 'Right'}, {'id': 5237657295, 'qualifierId': 212, 'value': '10.1'}, {'id': 5237657297, 'qualifierId': 213, 'value': '6.04'}, {'id': 5237657291, 'qualifierId': 140, 'value': '77.9'}, {'id': 5237657293, 'qualifierId': 141, 'value': '14.6'}];6sf0pdlzomnt3e1hlc4twyv4k;D. Baiera;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;6,04;77,9;14,6;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;77,9;14,6;;;;;;;;0;26;26;Philadelphia Union II;1586;DR;1,0
2725206397;289;1;1;26;28;6ddsx316t3j0z6nolrky9k4r8;1;76,1;15,8;2024-09-23T20:30:01.605Z;2024-09-23T20:30:03Z;[{'id': 5237657367, 'qualifierId': 141, 'value': '30.1'}, {'id': 5237657371, 'qualifierId': 213, 'value': '1.59'}, {'id': 5237657363, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237657365, 'qualifierId': 140, 'value': '75.9'}, {'id': 5237657369, 'qualifierId': 212, 'value': '9.7'}];cwyml9l4tfvb4ceh8tv3au0wk;M. Carrizo;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;1,59;75,9;30,1;9,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;75,9;30,1;;;;;;;;0;26;28;Philadelphia Union II;1588;FWR;1,0
2725206461;216;45;1;26;30;1zgjjyruyufrkh4xjvryqsb1i;0;19,4;79,5;2024-09-23T20:30:03.077Z;2024-09-23T20:41:01Z;[{'id': 5237657721, 'qualifierId': 285}, {'id': 5237657923, 'qualifierId': 233, 'value': '290'}, {'id': 5237657719, 'qualifierId': 56, 'value': 'Back'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;ckyt6lr21moqyj7gdzc15n9w;Challenge;;;;;;;;;;;;;;;;;;;;;290,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;26;30;New York City II;1590;DC;1,0
2725206415;290;3;1;26;30;6ddsx316t3j0z6nolrky9k4r8;1;80,6;20,5;2024-09-23T20:30:03.077Z;2024-09-23T20:41:00Z;[{'id': 5237657479, 'qualifierId': 286}, {'id': 5237657477, 'qualifierId': 56, 'value': 'Right'}, {'id': 5237657869, 'qualifierId': 233, 'value': '216'}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;ckyt6lr21moqyj7gdzc15n9w;Take On;;;;;;;;;;;;;;;;;;;;;216,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;26;30;Philadelphia Union II;1590;MC;1,0
2725206437;291;1;1;26;31;6ddsx316t3j0z6nolrky9k4r8;1;78,0;23,0;2024-09-23T20:30:04.725Z;2024-09-23T20:30:07Z;[{'id': 5237657591, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237657597, 'qualifierId': 212, 'value': '9.1'}, {'id': 5237657593, 'qualifierId': 140, 'value': '85.1'}, {'id': 5237657595, 'qualifierId': 141, 'value': '30.6'}, {'id': 5237657599, 'qualifierId': 213, 'value': '0.61'}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;0,61;85,1;30,6;9,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;85,1;30,6;;;;;;;;0;26;31;Philadelphia Union II;1591;MC;1,0
2725206439;292;61;1;26;34;6ddsx316t3j0z6nolrky9k4r8;1;85,1;30,6;2024-09-23T20:30:07.636Z;2024-09-23T20:30:08Z;[{'id': 5237657603, 'qualifierId': 56, 'value': 'Center'}];6sf0pdlzomnt3e1hlc4twyv4k;D. Baiera;;;ckyt6lr21moqyj7gdzc15n9w;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;26;34;Philadelphia Union II;1594;DR;1,0
2725206463;293;1;1;26;36;6ddsx316t3j0z6nolrky9k4r8;1;88,5;40,1;2024-09-23T20:30:09.686Z;2024-09-23T20:39:29Z;[{'id': 5237679989, 'qualifierId': 212, 'value': '2.7'}, {'id': 5237679985, 'qualifierId': 140, 'value': '86.8'}, {'id': 5237657723, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237679991, 'qualifierId': 213, 'value': '2.31'}, {'id': 5237679987, 'qualifierId': 141, 'value': '43.0'}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;2,31;86,8;43,0;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;86,8;43,0;;;;;;;;0;26;36;Philadelphia Union II;1596;MC;1,0
2725210465;366;1;1;26;37;6ddsx316t3j0z6nolrky9k4r8;0;86,9;46,7;2024-09-23T20:30:10.350Z;2024-09-23T20:39:20Z;[{'id': 5237679421, 'qualifierId': 213, 'value': '0.04'}, {'id': 5237679413, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237679417, 'qualifierId': 141, 'value': '47.2'}, {'id': 5237679419, 'qualifierId': 212, 'value': '8.1'}, {'id': 5237679415, 'qualifierId': 140, 'value': '94.6'}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;0,04;94,6;47,2;8,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;94,6;47,2;;;;;;;;0;26;37;Philadelphia Union II;1597;FW;1,0
2725206481;217;52;1;26;38;1zgjjyruyufrkh4xjvryqsb1i;1;5,7;59,4;2024-09-23T20:30:11.138Z;2024-09-23T20:39:02Z;[];2y9o7d8tm1f8fnp6jewxzifis;A. Rick;;;ckyt6lr21moqyj7gdzc15n9w;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;26;38;New York City II;1598;GK;1,0
2725206593;218;1;1;26;48;1zgjjyruyufrkh4xjvryqsb1i;1;14,3;55,2;2024-09-23T20:30:21.528Z;2024-09-23T20:30:24Z;[{'id': 5237658427, 'qualifierId': 141, 'value': '72.0'}, {'id': 5237658421, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237658423, 'qualifierId': 140, 'value': '18.9'}, {'id': 5237658419, 'qualifierId': 123}, {'id': 5237658433, 'qualifierId': 213, 'value': '1.17'}, {'id': 5237658431, 'qualifierId': 212, 'value': '12.4'}];2y9o7d8tm1f8fnp6jewxzifis;A. Rick;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;1,17;18,9;72,0;12,4;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;18,9;72,0;;;;;;;;0;26;48;New York City II;1608;GK;1,0
2725206619;219;1;1;26;51;1zgjjyruyufrkh4xjvryqsb1i;1;25,6;75,9;2024-09-23T20:30:23.919Z;2024-09-23T20:30:27Z;[{'id': 5237658579, 'qualifierId': 141, 'value': '94.1'}, {'id': 5237658575, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237658583, 'qualifierId': 213, 'value': '1.46'}, {'id': 5237658581, 'qualifierId': 212, 'value': '12.5'}, {'id': 5237658577, 'qualifierId': 140, 'value': '26.9'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;1,46;26,9;94,1;12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;26,9;94,1;;;;;;;;0;26;51;New York City II;1611;DC;1,0
2725206629;220;1;1;26;54;1zgjjyruyufrkh4xjvryqsb1i;0;30,0;95,8;2024-09-23T20:30:27.059Z;2024-09-23T20:30:28Z;[{'id': 5237658635, 'qualifierId': 140, 'value': '55.9'}, {'id': 5237658639, 'qualifierId': 212, 'value': '30.9'}, {'id': 5237658631, 'qualifierId': 155}, {'id': 5237658637, 'qualifierId': 141, 'value': '74.1'}, {'id': 5237658641, 'qualifierId': 213, 'value': '5.79'}, {'id': 5237658633, 'qualifierId': 56, 'value': 'Center'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;5,79;55,9;74,1;30,9;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;55,9;74,1;;;;;;;;0;26;54;New York City II;1614;DC;1,0
2725206655;294;4;1;26;58;6ddsx316t3j0z6nolrky9k4r8;1;39,4;28,6;2024-09-23T20:30:31.654Z;2024-09-23T20:39:47Z;[{'id': 5237658853, 'qualifierId': 13}, {'id': 5237658857, 'qualifierId': 152}, {'id': 5237658859, 'qualifierId': 265}, {'id': 5237658877, 'qualifierId': 233, 'value': '221'}, {'id': 5237658855, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237658861, 'qualifierId': 286}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;;ckyt6lr21moqyj7gdzc15n9w;Foul;;;;;;;;;;;;;;;;;;;;;221,0;;;;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;26;58;Philadelphia Union II;1618;DL;1,0
2725206665;221;4;1;26;58;1zgjjyruyufrkh4xjvryqsb1i;0;60,6;71,4;2024-09-23T20:30:31.655Z;2024-09-23T20:39:47Z;[{'id': 5237658865, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237658871, 'qualifierId': 285}, {'id': 5237658869, 'qualifierId': 265}, {'id': 5237658881, 'qualifierId': 233, 'value': '294'}, {'id': 5237658867, 'qualifierId': 152}, {'id': 5237658863, 'qualifierId': 13}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;ckyt6lr21moqyj7gdzc15n9w;Foul;;;;;;;;;;;;;;;;;;;;;294,0;;;;;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;26;58;New York City II;1618;FW;1,0
2725206693;295;1;1;27;1;6ddsx316t3j0z6nolrky9k4r8;1;33,9;26,4;2024-09-23T20:30:34.278Z;2024-09-23T21:04:03Z;[{'id': 5237659019, 'qualifierId': 141, 'value': '47.3'}, {'id': 5237659013, 'qualifierId': 152}, {'id': 5237659021, 'qualifierId': 212, 'value': '15.7'}, {'id': 5237659023, 'qualifierId': 213, 'value': '2.01'}, {'id': 5237659011, 'qualifierId': 5}, {'id': 5237659017, 'qualifierId': 140, 'value': '27.6'}, {'id': 5237659015, 'qualifierId': 56, 'value': 'Back'}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;2,01;27,6;47,3;15,7;;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;27,6;47,3;;;;;;;;0;27;1;Philadelphia Union II;1621;DL;1,0
2725206721;296;1;1;27;5;6ddsx316t3j0z6nolrky9k4r8;1;45,0;59,6;2024-09-23T20:30:38.742Z;2024-09-23T20:30:42Z;[{'id': 5237659165, 'qualifierId': 140, 'value': '46.7'}, {'id': 5237659169, 'qualifierId': 212, 'value': '20.5'}, {'id': 5237659167, 'qualifierId': 141, 'value': '89.7'}, {'id': 5237659171, 'qualifierId': 213, 'value': '1.48'}, {'id': 5237659163, 'qualifierId': 56, 'value': 'Back'}];bug5x187ehj0apzl11lrl3ip6;R. Hope-Gund;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;1,48;46,7;89,7;20,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;46,7;89,7;;;;;;;;0;27;5;Philadelphia Union II;1625;DC;1,0
2725206731;297;1;1;27;9;6ddsx316t3j0z6nolrky9k4r8;1;46,7;89,7;2024-09-23T20:30:41.926Z;2024-09-23T20:30:43Z;[{'id': 5237659235, 'qualifierId': 212, 'value': '10.9'}, {'id': 5237659237, 'qualifierId': 213, 'value': '5.60'}, {'id': 5237659229, 'qualifierId': 56, 'value': 'Left'}, {'id': 5237659231, 'qualifierId': 140, 'value': '54.7'}, {'id': 5237659233, 'qualifierId': 141, 'value': '79.6'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;5,6;54,7;79,6;10,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;54,7;79,6;;;;;;;;0;27;9;Philadelphia Union II;1629;DC;1,0
2725206741;298;1;1;27;10;6ddsx316t3j0z6nolrky9k4r8;1;54,7;79,6;2024-09-23T20:30:43.255Z;2024-09-23T20:30:45Z;[{'id': 5237659285, 'qualifierId': 141, 'value': '91.5'}, {'id': 5237659289, 'qualifierId': 213, 'value': '2.35'}, {'id': 5237659283, 'qualifierId': 140, 'value': '47.1'}, {'id': 5237659281, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237659287, 'qualifierId': 212, 'value': '11.4'}];duj699i9620tuf3ii9z06bqsq;P. Elias;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;2,35;47,1;91,5;11,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;47,1;91,5;;;;;;;;0;27;10;Philadelphia Union II;1630;MC;1,0
2725206751;299;1;1;27;12;6ddsx316t3j0z6nolrky9k4r8;1;47,1;91,5;2024-09-23T20:30:44.935Z;2024-09-23T20:30:47Z;[{'id': 5237659339, 'qualifierId': 141, 'value': '67.8'}, {'id': 5237659335, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237659343, 'qualifierId': 213, 'value': '4.03'}, {'id': 5237659341, 'qualifierId': 212, 'value': '20.7'}, {'id': 5237659337, 'qualifierId': 140, 'value': '34.7'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;4,03;34,7;67,8;20,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;34,7;67,8;;;;;;;;0;27;12;Philadelphia Union II;1632;DC;1,0
2725206777;300;1;1;27;14;6ddsx316t3j0z6nolrky9k4r8;1;34,2;65,2;2024-09-23T20:30:47.143Z;2024-09-23T20:30:50Z;[{'id': 5237659493, 'qualifierId': 141, 'value': '56.1'}, {'id': 5237659491, 'qualifierId': 140, 'value': '45.0'}, {'id': 5237659497, 'qualifierId': 212, 'value': '12.9'}, {'id': 5237659499, 'qualifierId': 213, 'value': '5.78'}, {'id': 5237659489, 'qualifierId': 56, 'value': 'Back'}];bug5x187ehj0apzl11lrl3ip6;R. Hope-Gund;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;5,78;45,0;56,1;12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;45,0;56,1;;;;;;;;0;27;14;Philadelphia Union II;1634;DC;1,0
2725206805;301;1;1;27;17;6ddsx316t3j0z6nolrky9k4r8;1;40,8;51,6;2024-09-23T20:30:50.119Z;2024-09-23T20:30:53Z;[{'id': 5237659635, 'qualifierId': 140, 'value': '41.3'}, {'id': 5237659641, 'qualifierId': 212, 'value': '19.7'}, {'id': 5237659637, 'qualifierId': 141, 'value': '22.7'}, {'id': 5237659633, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237659643, 'qualifierId': 213, 'value': '4.74'}];2676930j149yvanqev61emh62;J. Rozhansky;;;ckyt6lr21moqyj7gdzc15n9w;Pass;;;;;;;;;;4,74;41,3;22,7;19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;41,3;22,7;;;;;;;;0;27;17;Philadelphia Union II;1637;MC;1,0
