id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Captain;value_TeamKit;value_TeamFormation;value_Involved;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_DirectionOfPlay;value_Length;value_PassEndY;value_Zone;value_Angle;value_PassEndX;value_KickOff;value_LongBall;value_Launch;value_Direct;value_Foul;value_AerialFoul;value_Defensive;value_OppositeRelatedEventId;value_DeletedEventType;value_Offensive;value_HeadPass;value_FreeKickTaken;value_Chipped;value_Shove/Push;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_TouchTypeClearance;value_Cross;value_RightFooted;value_OutSwinger;value_MediumGkIntervention;value_NotVisible;value_KeeperThrow;value_LeftFooted;value_OutOfPlay;value_TouchTypePass;value_ShirtPull/Holding;value_Overrun;value_TakeOnOvertake;value_NextEventGoalKick;value_GoalKick;value_Low;value_AttemptedTackle;value_Assist;value_IntentionalAssist;value_InSwinger;value_Assisted;value_BoxCentre;value_RelatedEventId;value_GkY;value_GoalmouthY;value_FirstTouch;value_SetPiece;value_Head;value_GkX;value_CloseHigh;value_GoalmouthZ;value_TouchTypeControl;value_HighClaim;value_TimeWasting;value_YellowCard;value_IntendedTackleTarget;value_FlickOn;value_TakeOnSpace;value_BlockedPass;value_SwerveLeft;value_CloseLeft;value_RegularPlay;value_BoxRight;value_High;value_VideoCoverageLost;value_Injury;value_InjuredPlayerId;value_RecklessOffence;value_PenaltyTakerId;value_Penalty;value_Handball;value_Right;value_Diving;value_Scored;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_LowLeft;value_FantasyAssistId;value_GoalShotGameClock;value_BigChance;value_NotAssisted;value_LowCentre;value_BlockedX;value_BlockedY;value_IndividualPlay;value_OutOfBoxCentre;value_Blocked;value_DefBlock;value_HighCentre;value_Hands;value_ParriedDanger;value_HighGkIntervention;value_SmallBoxLeft;value_Volley;value_Left;value_Defensive1V1;value_Minutes;value_PlayersCaughtOffside;value_Indirect;value_LowGkIntervention;value_PullBack;value_EndType;value_Stooping;value_Fumble;value_GkKickFromHands;value_SwitchOfPlay;value_LowRight;value_HighRight;value_BoxDeepRight;value_ParriedSafe;value_CornerTaken;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_TacticalFoul;value_BoxLeft;value_OverArm;value_OtherBodyPart;value_Sliding;value_BoxDeepLeft;value_RefereeDelay;value_DrinksBreak;value_ThroughBall;value_GkHoof;value_ThrowInSetPiece;value_LastLine;value_CaptainChange;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2701559213;1;34;16;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-07-17T21:30:53.529Z;2024-07-17T21:39:47Z;[{'id': 5107541327, 'qualifierId': 59, 'value': '32, 6, 33, 20, 5, 14, 25, 8, 9, 18, 11, 3, 10, 12, 22, 24, 51, 71'}, {'id': 5107546603, 'qualifierId': 194, 'value': 'at2xv960peboe9spoag2kn21g'}, {'id': 5107541333, 'qualifierId': 197, 'value': '23331'}, {'id': 5107541329, 'qualifierId': 130, 'value': '13'}, {'id': 5107541323, 'qualifierId': 30, 'value': 'ew3qxbn1ev1qv7wi0iwoc642c, 6zbb5xiauoixj3clxdgud8lxw, at2xv960peboe9spoag2kn21g, 7e8xkqlux0myjc5cwtb7rega1, cpbyoj822ivx6qrqbkun1zr3d, 87nhafgkozygrd5f06ore0xzo, b4te1cxogvhtglhug3sdgkmei, 4cwccglaxz5sf71eptnj6kzfu, a3eln6gas8765a3pn6ecqjvxm, 6zuton58biybp7ge3mpc17alm, 4hdai9za2ls03tjpcw0ahu5wq, 2d3dwhrtafkd1b8q1nzerqew9, 5m8hxfvza21t4wfe6v0a18etw, 9gk1m714ni2m8n26uybsgadey, 1h5rgsol19v1pcl5ksstrv9t6, 3a8bghw11ttrstr4jlopadd9m, ezq3vqtlf2keocudx8ndelct0, 82uh6ad46fvub9b0vfapw2vze'}, {'id': 5107541331, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5107541325, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5107541335, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;e3p6at0deir9vonoz5u7igmxg;Team set up;;;23331,0;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;0;0;Carolina Core;0;;
2701560007;1;34;16;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-07-17T21:37:52.245Z;2024-07-17T22:40:21Z;[{'id': 5107546761, 'qualifierId': 194, 'value': '6oia90bi52zwmgdlvcvfnj1pm'}, {'id': 5107545817, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5107545823, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5107545819, 'qualifierId': 59, 'value': '98, 17, 14, 4, 20, 99, 12, 29, 13, 21, 10, 7, 8, 9, 11, 15, 25, 28, 31, 77'}, {'id': 5107545825, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5107545821, 'qualifierId': 130, 'value': '17'}, {'id': 5107546799, 'qualifierId': 197, 'value': '23613'}, {'id': 5107545815, 'qualifierId': 30, 'value': '9i2pmc50q29y560ojvik3sdg4, 4t078b0rnzmi8u83wzmdwze38, 3acyax22zfwdjw0cpgg4x7dre, 2d9cw6dcm2wsgrr8mj5rt6zje, f0jwa1a61lxs31g47csjv7itw, 6qu8uu28fk2dbbeymuu6yii38, f3uzkdl46t1mujsddhr5tg07o, clvcgt5ofonse0q96sppu7hg4, 1nbbgew67td8zayaffvr1zcb8, 1j1ybmazykfh5nqs7egkcdxck, 6oia90bi52zwmgdlvcvfnj1pm, ew25ktcp76pmryz5psl1ctlka, 5jxj5s38o1nx0xbnapwl58bo4, eehmjxbl4xwc3mz1geibnszkk, ami9xddgghvnly4mwtdj2tlyi, 8p0k65b4c26ssfk0zh43lme7e, 4n2c7qt6r6qqhzjs64nvytqs, 1irhjiafn9ushepjvevbkn6ui, 6le9ztbx7n6ogg6fdxmnrk9w4, 9isbk9daqxgtj196349irnkk'}];;;;;e3p6at0deir9vonoz5u7igmxg;Team set up;;;23613,0;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;0;0;Chattanooga;0;;
2701566827;2;32;1;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-07-17T22:34:04.277Z;2024-07-26T10:57:59Z;[{'id': 5107584721, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;e3p6at0deir9vonoz5u7igmxg;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;0;0;Chattanooga;0;;
2701566829;2;32;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-07-17T22:34:04.277Z;2024-07-17T22:34:07Z;[{'id': 5107584725, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;e3p6at0deir9vonoz5u7igmxg;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;0;0;Carolina Core;0;;
2701566833;3;1;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;49,8;50,3;2024-07-17T22:34:04.432Z;2024-07-17T22:34:08Z;[{'id': 5107584745, 'qualifierId': 212, 'value': '24.2'}, {'id': 5107584743, 'qualifierId': 141, 'value': '61.1'}, {'id': 5107584739, 'qualifierId': 56, 'value': 'Back'}, {'id': 5107584747, 'qualifierId': 213, 'value': '2.83'}, {'id': 5107584741, 'qualifierId': 140, 'value': '27.8'}, {'id': 5107584749, 'qualifierId': 279, 'value': 'S'}];b4te1cxogvhtglhug3sdgkmei;J. Arthur;;;e3p6at0deir9vonoz5u7igmxg;Pass;;;;;;;;;;24,2;61,1;;2,83;27,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;27,8;61,1;;;;;;;;0;0;0;Carolina Core;0;MC;1,0
2701566855;4;1;1;0;3;cwnjxlibb02fuh0vwgvac6h45;0;27,8;58,7;2024-07-17T22:34:08.224Z;2024-07-17T22:34:13Z;[{'id': 5107584879, 'qualifierId': 140, 'value': '72.6'}, {'id': 5107584887, 'qualifierId': 1}, {'id': 5107584877, 'qualifierId': 56, 'value': 'Left'}, {'id': 5107584881, 'qualifierId': 141, 'value': '88.0'}, {'id': 5107584875, 'qualifierId': 157}, {'id': 5107584883, 'qualifierId': 212, 'value': '51.1'}, {'id': 5107584885, 'qualifierId': 213, 'value': '0.40'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;e3p6at0deir9vonoz5u7igmxg;Pass;;;;;;;;;;51,1;88,0;;0,4;72,6;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;72,6;88,0;;;;;;;;0;0;3;Carolina Core;3;DC;1,0
2701566851;3;4;1;0;7;2nnef9tr9g7m2s6n873qif95g;1;27,1;10,9;2024-07-17T22:34:11.355Z;2024-07-17T23:04:41Z;[{'id': 5107584961, 'qualifierId': 152}, {'id': 5107584857, 'qualifierId': 56, 'value': 'Back'}, {'id': 5107584957, 'qualifierId': 13}, {'id': 5107584959, 'qualifierId': 264}, {'id': 5107584859, 'qualifierId': 285}, {'id': 5107610407, 'qualifierId': 233, 'value': '6'}];4t078b0rnzmi8u83wzmdwze38;C. Díaz;;;e3p6at0deir9vonoz5u7igmxg;Foul;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;0;7;Chattanooga;7;DMR;1,0
2701566859;5;43;1;0;7;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-07-17T22:34:11.356Z;2024-07-17T22:34:24Z;[{'id': 5107584895, 'qualifierId': 56, 'value': 'Left'}, {'id': 5107584903, 'qualifierId': 233, 'value': '3'}, {'id': 5107585087, 'qualifierId': 144, 'value': '44'}, {'id': 5107584897, 'qualifierId': 286, 'value': '0'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;e3p6at0deir9vonoz5u7igmxg;Deleted event;;;;;;;;;;;;;;;;;;;;;;3,0;44,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;0;7;Carolina Core;7;FW;1,0
2701566873;6;4;1;0;7;cwnjxlibb02fuh0vwgvac6h45;0;72,9;89,1;2024-07-17T22:34:11.356Z;2024-07-17T23:04:41Z;[{'id': 5107585017, 'qualifierId': 56, 'value': 'Left'}, {'id': 5107610411, 'qualifierId': 233, 'value': '3'}, {'id': 5107585015, 'qualifierId': 264}, {'id': 5107585021, 'qualifierId': 286}, {'id': 5107585013, 'qualifierId': 13}, {'id': 5107585019, 'qualifierId': 152}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;e3p6at0deir9vonoz5u7igmxg;Foul;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;3,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;0;7;Carolina Core;7;FW;1,0
2701566867;4;43;1;0;7;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-07-17T22:34:11.511Z;2024-07-17T22:34:19Z;[{'id': 5107584949, 'qualifierId': 141, 'value': '6.2'}, {'id': 5107584947, 'qualifierId': 140, 'value': '35.7'}, {'id': 5107584953, 'qualifierId': 213, 'value': '6.23'}, {'id': 5107584975, 'qualifierId': 144, 'value': '1'}, {'id': 5107584943, 'qualifierId': 3, 'value': '0'}, {'id': 5107584945, 'qualifierId': 56, 'value': 'Back'}, {'id': 5107584951, 'qualifierId': 212, 'value': '10.8'}];4t078b0rnzmi8u83wzmdwze38;C. Díaz;;;e3p6at0deir9vonoz5u7igmxg;Deleted event;;;;;;;;;;10,8;6,2;;6,23;35,7;;;;;;;;;1,0;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;35,7;6,2;;;;;;;;0;0;7;Chattanooga;7;DMR;1,0
