id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_JerseyNumber;value_Resume;value_TeamKit;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_Length;value_KickOff;value_PassEndY;value_PassEndX;value_Zone;value_Angle;value_Chipped;value_LongBall;value_NextEventGoalKick;value_OppositeRelatedEventId;value_GoalKick;value_Low;value_Launch;value_IntendedTackleTarget;value_BlockedPass;value_Offensive;value_Defensive;value_HeadPass;value_TakeOnOvertake;value_OverhitCross;value_Cross;value_RightFooted;value_OutSwinger;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_TouchTypePass;value_TouchTypeClearance;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_NotVisible;value_OutOfPlay;value_SwitchOfPlay;value_DeletedEventType;value_FlickOn;value_MediumGkIntervention;value_KeeperThrow;value_LeftFooted;value_BlockedCross;value_Left;value_CornerTaken;value_LayOff;value_Right;value_Head;value_IndividualPlay;value_LowLeft;value_OutOfBoxCentre;value_FromCorner;value_GkX;value_GoalmouthY;value_GkY;value_Volley;value_BlockedY;value_Blocked;value_NotAssisted;value_GoalmouthZ;value_BlockedX;value_DefBlock;value_InSwinger;value_TouchTypeControl;value_BoxDeepRight;value_FirstTouch;value_AttemptedTackle;value_Defensive1V1;value_IntentionalAssist;value_Assist;value_BoxCentre;value_RelatedEventId;value_High;value_RegularPlay;value_Assisted;value_BoxRight;value_LowRight;value_ParriedSafe;value_Diving;value_Hands;value_CloseRight;value_RecklessOffence;value_YellowCard;value_LowGkIntervention;value_ThroughBall;value_LowCentre;value_HighGkIntervention;value_OverArm;value_PlayersCaughtOffside;value_Indirect;value_NotRetreating;value_TacticalFoul;value_RedCard;value_ProfessionalFoulLastMan;value_FreeKick;value_ByWall;value_Minutes;value_GkKickFromHands;value_NotPastGoalLine;value_MisHit;value_Straight;value_FloatedCross;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Collected;value_HighRight;value_Injury;value_InjuredPlayerId;value_SecondYellow;value_BoxLeft;value_CloseRightAndHigh;value_Shove/Push;value_BigChance;value_Stooping;value_ParriedDanger;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GoalShotGameClock;value_SetPiece;value_GkYTimeOfGoal;value_Overrun;value_Dissent;value_SmallBoxRight;value_OtherBodyPart;value_Sliding;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistTeam;value_SmallBoxCentre;value_PullBack;value_HighLeft;value_AerialFoul;value_PenaltyTakerId;value_Penalty;value_Saved;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_BlockedClearance;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2684597069;395;44;1;46;20;6ubc4y1v6hr63mca7ica4hp90;1;38,2;23,8;2024-05-09T00:20:01.340Z;2024-05-09T00:20:03Z;[{'id': 5014611407, 'qualifierId': 285}, {'id': 5014611405, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014611423, 'qualifierId': 233, 'value': '425'}];9qhpi9y9iujvkbocafhgrj04q;C. Duke;;;cpmvernaow086rgpiwuke60ic;Aerial;;;;;;;;;;;;;;;;;;;425,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;46;20;New England II;2780;MC;1,0
2684597055;425;44;1;46;20;csntc7hucmo21gknxc5y0kc4q;0;61,8;76,2;2024-05-09T00:20:01.341Z;2024-05-09T00:20:04Z;[{'id': 5014611341, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014611439, 'qualifierId': 233, 'value': '395'}, {'id': 5014611343, 'qualifierId': 286}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;cpmvernaow086rgpiwuke60ic;Aerial;;;;;;;;;;;;;;;;;;;395,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;46;20;Crown Legacy;2780;MC;1,0
2684597173;398;49;1;46;21;6ubc4y1v6hr63mca7ica4hp90;1;31,2;18,8;2024-05-09T00:20:02.676Z;2024-05-09T00:20:17Z;[];9qhpi9y9iujvkbocafhgrj04q;C. Duke;;;cpmvernaow086rgpiwuke60ic;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;46;21;New England II;2781;MC;1,0
2684597087;396;1;1;46;22;6ubc4y1v6hr63mca7ica4hp90;0;29,5;18,4;2024-05-09T00:20:03.340Z;2024-05-16T11:42:29Z;[{'id': 5014611487, 'qualifierId': 141, 'value': '20.5'}, {'id': 5014611491, 'qualifierId': 213, 'value': '0.09'}, {'id': 5014611483, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014611489, 'qualifierId': 212, 'value': '16.0'}, {'id': 5014611485, 'qualifierId': 140, 'value': '44.7'}];9qhpi9y9iujvkbocafhgrj04q;C. Duke;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;16,0;;20,5;44,7;;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;44,7;20,5;;;;;;;;0;46;22;New England II;2782;MC;1,0
2684597083;426;61;1;46;23;csntc7hucmo21gknxc5y0kc4q;1;57,3;78,9;2024-05-09T00:20:04.820Z;2024-05-09T00:20:04Z;[{'id': 5014611479, 'qualifierId': 56, 'value': 'Left'}];906i3qf1bf6nx6pla85e869lg;H. Barry;;;cpmvernaow086rgpiwuke60ic;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;46;23;Crown Legacy;2783;DC;1,0
2684597149;427;1;1;46;26;csntc7hucmo21gknxc5y0kc4q;0;48,1;79,2;2024-05-09T00:20:07.277Z;2024-05-09T00:20:22Z;[{'id': 5014611853, 'qualifierId': 213, 'value': '0.31'}, {'id': 5014611849, 'qualifierId': 141, 'value': '100.0'}, {'id': 5014611855, 'qualifierId': 1}, {'id': 5014611847, 'qualifierId': 140, 'value': '90.9'}, {'id': 5014611845, 'qualifierId': 56, 'value': 'Left'}, {'id': 5014611851, 'qualifierId': 212, 'value': '47.2'}, {'id': 5014611843, 'qualifierId': 157}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;47,2;;100,0;90,9;;0,31;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;90,9;100,0;;;;;;;;0;46;26;Crown Legacy;2786;MC;1,0
2684597167;397;5;1;46;28;6ubc4y1v6hr63mca7ica4hp90;1;11,0;-0,6;2024-05-09T00:20:09.692Z;2024-05-16T11:42:41Z;[{'id': 5014611939, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014611941, 'qualifierId': 347}, {'id': 5014611973, 'qualifierId': 233, 'value': '428'}];9qhpi9y9iujvkbocafhgrj04q;C. Duke;;;cpmvernaow086rgpiwuke60ic;Out;;;;;;;;;;;;;;;;;;;428,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;46;28;New England II;2788;MC;1,0
2684597153;428;5;1;46;28;csntc7hucmo21gknxc5y0kc4q;0;89,0;100,6;2024-05-09T00:20:09.692Z;2024-05-16T11:42:38Z;[{'id': 5014611875, 'qualifierId': 347}, {'id': 5014611873, 'qualifierId': 56, 'value': 'Left'}, {'id': 5014611989, 'qualifierId': 233, 'value': '397'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;cpmvernaow086rgpiwuke60ic;Out;;;;;;;;;;;;;;;;;;;397,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;46;28;Crown Legacy;2788;MC;1,0
2684597293;399;1;1;46;41;6ubc4y1v6hr63mca7ica4hp90;1;6,1;0,0;2024-05-09T00:20:21.964Z;2024-05-09T00:20:24Z;[{'id': 5014612553, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014612555, 'qualifierId': 140, 'value': '3.0'}, {'id': 5014612551, 'qualifierId': 107}, {'id': 5014612557, 'qualifierId': 141, 'value': '11.4'}, {'id': 5014612561, 'qualifierId': 213, 'value': '1.91'}, {'id': 5014612559, 'qualifierId': 212, 'value': '9.7'}];35i699wz5v6nush729peu776c;Josué;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;9,7;;11,4;3,0;;1,91;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;3,0;11,4;;;;;;;;0;46;41;New England II;2801;DR;1,0
2684597315;400;1;1;46;43;6ubc4y1v6hr63mca7ica4hp90;0;3,1;11,4;2024-05-09T00:20:24.477Z;2024-05-09T00:20:26Z;[{'id': 5014612679, 'qualifierId': 212, 'value': '33.1'}, {'id': 5014612683, 'qualifierId': 1}, {'id': 5014612677, 'qualifierId': 141, 'value': '0.0'}, {'id': 5014612671, 'qualifierId': 157}, {'id': 5014612675, 'qualifierId': 140, 'value': '33.4'}, {'id': 5014612673, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014612681, 'qualifierId': 213, 'value': '6.00'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;33,1;;0,0;33,4;;6,0;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;33,4;0,0;;;;;;;;0;46;43;New England II;2803;DL;1,0
2684597317;401;5;1;46;45;6ubc4y1v6hr63mca7ica4hp90;0;30,6;-1,7;2024-05-09T00:20:26.497Z;2024-05-09T00:20:50Z;[{'id': 5014612693, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014612695, 'qualifierId': 347}, {'id': 5014613751, 'qualifierId': 233, 'value': '429'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;cpmvernaow086rgpiwuke60ic;Out;;;;;;;;;;;;;;;;;;;429,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;46;45;New England II;2805;DL;1,0
2684597489;429;5;1;46;45;csntc7hucmo21gknxc5y0kc4q;1;69,4;101,7;2024-05-09T00:20:26.497Z;2024-05-09T00:33:28Z;[{'id': 5014613705, 'qualifierId': 56, 'value': 'Left'}, {'id': 5014613721, 'qualifierId': 233, 'value': '401'}, {'id': 5014613707, 'qualifierId': 347}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;cpmvernaow086rgpiwuke60ic;Out;;;;;;;;;;;;;;;;;;;401,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;46;45;Crown Legacy;2805;MC;1,0
2684597507;430;1;1;47;8;csntc7hucmo21gknxc5y0kc4q;1;69,3;100,0;2024-05-09T00:20:49.574Z;2024-05-09T00:20:52Z;[{'id': 5014613809, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014613811, 'qualifierId': 140, 'value': '80.3'}, {'id': 5014613817, 'qualifierId': 213, 'value': '5.33'}, {'id': 5014613807, 'qualifierId': 107}, {'id': 5014613813, 'qualifierId': 141, 'value': '77.2'}, {'id': 5014613815, 'qualifierId': 212, 'value': '19.9'}];906i3qf1bf6nx6pla85e869lg;H. Barry;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;19,9;;77,2;80,3;;5,33;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;80,3;77,2;;;;;;;;0;47;8;Crown Legacy;2828;DC;1,0
2684597511;431;61;1;47;11;csntc7hucmo21gknxc5y0kc4q;0;80,3;77,2;2024-05-09T00:20:52.423Z;2024-05-09T00:20:52Z;[{'id': 5014613823, 'qualifierId': 56, 'value': 'Center'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;cpmvernaow086rgpiwuke60ic;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;47;11;Crown Legacy;2831;FW;1,0
2684597527;402;61;1;47;12;6ubc4y1v6hr63mca7ica4hp90;1;27,7;26,1;2024-05-09T00:20:53.194Z;2024-05-09T00:23:01Z;[{'id': 5014613905, 'qualifierId': 56, 'value': 'Back'}];3ve0xap9f0gjsslhgjsmakx04;A. John;;;cpmvernaow086rgpiwuke60ic;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;47;12;New England II;2832;MC;1,0
2684597515;432;43;1;47;12;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-05-09T00:20:53.846Z;2024-05-09T00:25:55Z;[{'id': 5014625581, 'qualifierId': 144, 'value': '45'}, {'id': 5014613841, 'qualifierId': 286, 'value': '0'}, {'id': 5014613839, 'qualifierId': 56, 'value': 'Center'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;cpmvernaow086rgpiwuke60ic;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;45,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;47;12;Crown Legacy;2832;FW;1,0
2684597535;403;50;1;47;13;6ubc4y1v6hr63mca7ica4hp90;1;21,7;21,0;2024-05-09T00:20:54.885Z;2024-05-09T00:23:00Z;[{'id': 5014613957, 'qualifierId': 285}, {'id': 5014613955, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014614167, 'qualifierId': 233, 'value': '433'}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;cpmvernaow086rgpiwuke60ic;Dispossessed;;;;;;;;;;;;;;;;;;;433,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;47;13;New England II;2833;MC;1,0
2684597559;433;7;1;47;13;csntc7hucmo21gknxc5y0kc4q;1;78,3;79,0;2024-05-09T00:20:54.886Z;2024-05-16T11:43:33Z;[{'id': 5014614099, 'qualifierId': 286}, {'id': 5014614121, 'qualifierId': 233, 'value': '403'}, {'id': 5033262975, 'qualifierId': 384}, {'id': 5014614097, 'qualifierId': 56, 'value': 'Left'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;cpmvernaow086rgpiwuke60ic;Tackle;;;;;;;;;;;;;;;;;;;403,0;;;;;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;47;13;Crown Legacy;2833;FW;1,0
2684598967;447;61;1;47;14;csntc7hucmo21gknxc5y0kc4q;1;94,0;82,3;2024-05-09T00:20:54.910Z;2024-05-09T00:26:09Z;[{'id': 5014622087, 'qualifierId': 56, 'value': 'Left'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;cpmvernaow086rgpiwuke60ic;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;47;14;Crown Legacy;2834;FW;1,0
2684597545;404;45;1;47;17;6ubc4y1v6hr63mca7ica4hp90;0;15,4;19,2;2024-05-09T00:20:57.910Z;2024-05-16T11:43:26Z;[{'id': 5014614017, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014622507, 'qualifierId': 233, 'value': '448'}, {'id': 5014614019, 'qualifierId': 285}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;cpmvernaow086rgpiwuke60ic;Challenge;;;;;;;;;;;;;;;;;;;448,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;47;17;New England II;2837;MC;1,0
2684599029;448;3;1;47;17;csntc7hucmo21gknxc5y0kc4q;1;84,6;80,8;2024-05-09T00:20:57.910Z;2024-05-16T11:44:05Z;[{'id': 5014622483, 'qualifierId': 233, 'value': '404'}, {'id': 5014622455, 'qualifierId': 286}, {'id': 5033263201, 'qualifierId': 464}, {'id': 5014622453, 'qualifierId': 56, 'value': 'Left'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;cpmvernaow086rgpiwuke60ic;Take On;;;;;;;;;;;;;;;;;;;404,0;;;;;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;47;17;Crown Legacy;2837;FW;1,0
2684597563;434;3;1;47;18;csntc7hucmo21gknxc5y0kc4q;0;91,7;80,8;2024-05-09T00:20:58.982Z;2024-05-16T11:44:28Z;[{'id': 5014614113, 'qualifierId': 56, 'value': 'Left'}, {'id': 5033263813, 'qualifierId': 464}, {'id': 5014614313, 'qualifierId': 233, 'value': '405'}, {'id': 5014614115, 'qualifierId': 286}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;cpmvernaow086rgpiwuke60ic;Take On;;;;;;;;;;;;;;;;;;;405,0;;;;;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;47;18;Crown Legacy;2838;FW;1,0
2684597593;405;7;1;47;18;6ubc4y1v6hr63mca7ica4hp90;0;8,3;19,2;2024-05-09T00:20:58.983Z;2024-05-16T11:44:15Z;[{'id': 5014614289, 'qualifierId': 56, 'value': 'Back'}, {'id': 5033263709, 'qualifierId': 385}, {'id': 5014614305, 'qualifierId': 233, 'value': '434'}, {'id': 5014614291, 'qualifierId': 285}];35i699wz5v6nush729peu776c;Josué;;;cpmvernaow086rgpiwuke60ic;Tackle;;;;;;;;;;;;;;;;;;;434,0;;;;;;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;47;18;New England II;2838;DR;1,0
2684597583;435;1;1;47;19;csntc7hucmo21gknxc5y0kc4q;0;90,3;74,2;2024-05-09T00:21:00.142Z;2024-05-16T11:44:31Z;[{'id': 5014614233, 'qualifierId': 213, 'value': '3.72'}, {'id': 5014614225, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014614229, 'qualifierId': 141, 'value': '70.5'}, {'id': 5014614231, 'qualifierId': 212, 'value': '4.6'}, {'id': 5014614227, 'qualifierId': 140, 'value': '86.6'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;4,6;;70,5;86,6;;3,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;86,6;70,5;;;;;;;;0;47;19;Crown Legacy;2839;FW;1,0
2684597595;406;49;1;47;20;6ubc4y1v6hr63mca7ica4hp90;1;11,0;27,4;2024-05-09T00:21:01.406Z;2024-05-16T11:44:35Z;[];3ve0xap9f0gjsslhgjsmakx04;A. John;;;cpmvernaow086rgpiwuke60ic;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;47;20;New England II;2840;MC;1,0
2684597605;407;1;1;47;22;6ubc4y1v6hr63mca7ica4hp90;1;15,7;27,4;2024-05-09T00:21:03.549Z;2024-05-09T00:21:04Z;[{'id': 5014614343, 'qualifierId': 213, 'value': '5.24'}, {'id': 5014614337, 'qualifierId': 140, 'value': '23.7'}, {'id': 5014614339, 'qualifierId': 141, 'value': '6.1'}, {'id': 5014614341, 'qualifierId': 212, 'value': '16.7'}, {'id': 5014614335, 'qualifierId': 56, 'value': 'Back'}];3ve0xap9f0gjsslhgjsmakx04;A. John;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;16,7;;6,1;23,7;;5,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;23,7;6,1;;;;;;;;0;47;22;New England II;2842;MC;1,0
2684597611;408;1;1;47;23;6ubc4y1v6hr63mca7ica4hp90;0;23,9;6,4;2024-05-09T00:21:04.606Z;2024-05-16T11:45:43Z;[{'id': 5014614373, 'qualifierId': 140, 'value': '46.8'}, {'id': 5014614377, 'qualifierId': 212, 'value': '25.3'}, {'id': 5014614371, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014614375, 'qualifierId': 141, 'value': '18.0'}, {'id': 5014614379, 'qualifierId': 213, 'value': '0.32'}, {'id': 5033264843, 'qualifierId': 189}];7bxp7ho4cmsoviw19q4bxr02c;B. Romero;;;cpmvernaow086rgpiwuke60ic;Pass;;;;;;;;;;25,3;;18,0;46,8;;0,32;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;46,8;18,0;;;;;;;;0;47;23;New England II;2843;FWR;1,0
