id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_PlayerPosition;value_Involved;value_TeamFormation;value_JerseyNumber;value_TeamPlayerFormation;value_TeamKit;value_Captain;value_DirectionOfPlay;value_PassEndY;value_Angle;value_KickOff;value_Zone;value_Length;value_PassEndX;value_Launch;value_LongBall;value_Head;value_OutOfPlay;value_Left;value_OppositeRelatedEventId;value_CornerTaken;value_Offensive;value_TakeOnOvertake;value_Defensive;value_TouchTypeClearance;value_Cross;value_OutSwinger;value_Chipped;value_BlockedPass;value_LeftFooted;value_BlockedCross;value_NextEventGoalKick;value_Low;value_GoalKick;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_HeadPass;value_DeletedEventType;value_TouchTypeControl;value_SwitchOfPlay;value_High;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_LayOff;value_LowGkIntervention;value_PlayersCaughtOffside;value_Indirect;value_TouchTypePass;value_PullBack;value_Right;value_OverhitCross;value_InSwinger;value_ShirtPull/Holding;value_RelatedEventId;value_TacticalFoul;value_YellowCard;value_NotVisible;value_TakeOnSpace;value_IntentionalAssist;value_Assist;value_GoalmouthZ;value_Assisted;value_SwerveLeft;value_BoxLeft;value_RightFooted;value_LowLeft;value_GoalmouthY;value_BlockedY;value_FirstTouch;value_BlockedX;value_RegularPlay;value_Hands;value_Collected;value_Standing;value_MediumGkIntervention;value_OverArm;value_KeeperThrow;value_GkY;value_Blocked;value_BoxCentre;value_LowCentre;value_GkX;value_DefBlock;value_Diving;value_HighGkIntervention;value_ParriedDanger;value_GoalShotTimestamp;value_Volley;value_FantasyAssistType;value_NotAssisted;value_FantasyAssistId;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotGameClock;value_FantasyAssistedBy;value_BigChance;value_FantasyAssistTeam;value_IndividualPlay;value_Shove/Push;value_Overrun;value_SavedOffLine;value_SixYardBlocked;value_LowRight;value_LastLine;value_OutOfBoxCentre;value_FlickOn;value_IncorrectOutOfPlayDecision;value_RefereeDelay;value_DrinksBreak;value_BoxDeepRight;value_ParriedSafe;value_Feet;value_Sliding;value_GkHoof;value_BoxRight;value_Deflection;value_Injury;value_InjuredPlayerId;value_SetPiece;value_HighCentre;value_Caught;value_GkKickFromHands;value_HighClaim;value_Minutes;value_RecklessOffence;value_FastBreak;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_Defensive1V1;value_NotPastGoalLine;value_CoachId;value_Dissent;value_DrivenCross;value_Straight;value_HighRight;value_SmallBoxRight;value_Reaching;value_FromCorner;value_KeeperTouched;value_FloatedCross;value_Weak;value_MisHit;value_ThroughBall;value_OwnGoal;value_CloseRight;value_35Centre;value_CloseLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2692582423;73;1;1;6;57;5icuo8utnztpsd9l03gdd68dl;1;35,2;16,7;2024-05-26T23:11:06.323Z;2024-05-27T00:09:57Z;[{'id': 5058230003, 'qualifierId': 213, 'value': '0.91'}, {'id': 5058229997, 'qualifierId': 140, 'value': '47.9'}, {'id': 5058230001, 'qualifierId': 212, 'value': '21.7'}, {'id': 5058229999, 'qualifierId': 141, 'value': '41.8'}, {'id': 5058229995, 'qualifierId': 56, 'value': 'Back'}];3y5rrahty1k0l1hnww3bcozmy;O. De Rosario;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;41,8;0,91;;;21,7;47,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;47,9;41,8;;;;;;;0;0;6;57;Houston Dynamo II;417;FW;1,0
2692582457;74;1;1;7;0;5icuo8utnztpsd9l03gdd68dl;1;48,1;42,4;2024-05-26T23:11:09.378Z;2024-05-27T00:05:01Z;[{'id': 5058230159, 'qualifierId': 155}, {'id': 5058230163, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058230171, 'qualifierId': 212, 'value': '25.2'}, {'id': 5058230169, 'qualifierId': 141, 'value': '67.5'}, {'id': 5058230173, 'qualifierId': 213, 'value': '2.40'}, {'id': 5058230167, 'qualifierId': 140, 'value': '30.4'}];9fbj8njpn0q6j87le4rnafjf8;Y. Tsukanome;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;67,5;2,4;;;25,2;30,4;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;30,4;67,5;;;;;;;0;0;7;0;Houston Dynamo II;420;AMC;1,0
2692582475;75;1;1;7;4;5icuo8utnztpsd9l03gdd68dl;1;46,1;70,3;2024-05-26T23:11:13.490Z;2024-05-26T23:11:15Z;[{'id': 5058230241, 'qualifierId': 141, 'value': '92.6'}, {'id': 5058230245, 'qualifierId': 213, 'value': '0.52'}, {'id': 5058230239, 'qualifierId': 140, 'value': '71.4'}, {'id': 5058230237, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058230243, 'qualifierId': 212, 'value': '30.6'}];9mi1sfptejdihpufyukrdkftg;B. Aguilar;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;92,6;0,52;;;30,6;71,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;71,4;92,6;;;;;;;0;0;7;4;Houston Dynamo II;424;DC;1,0
2692582477;76;61;1;7;5;5icuo8utnztpsd9l03gdd68dl;0;71,5;92,9;2024-05-26T23:11:13.602Z;2024-05-31T09:02:50Z;[{'id': 5058230249, 'qualifierId': 56, 'value': 'Left'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;d2hs8whwkxskfp1b7q0km53bo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;7;5;Houston Dynamo II;425;DC;1,0
2692582511;66;5;1;7;7;7pmw399vh2v44cjle4fkklp1w;1;23,2;-1,1;2024-05-26T23:11:16.246Z;2024-05-27T00:03:47Z;[{'id': 5058230413, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058310475, 'qualifierId': 233, 'value': '77'}, {'id': 5058230415, 'qualifierId': 347}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;d2hs8whwkxskfp1b7q0km53bo;Out;;;;;;;;;;;;;;;;;;;;;77,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;7;7;Tacoma Defiance;427;FWL;1,0
2692582509;77;5;1;7;7;5icuo8utnztpsd9l03gdd68dl;0;76,8;101,1;2024-05-26T23:11:16.246Z;2024-05-27T00:04:50Z;[{'id': 5058230407, 'qualifierId': 347}, {'id': 5058310483, 'qualifierId': 233, 'value': '66'}, {'id': 5058230405, 'qualifierId': 56, 'value': 'Left'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;d2hs8whwkxskfp1b7q0km53bo;Out;;;;;;;;;;;;;;;;;;;;;66,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;7;7;Houston Dynamo II;427;DC;1,0
2692582521;67;1;1;7;10;7pmw399vh2v44cjle4fkklp1w;1;24,8;0,0;2024-05-26T23:11:19.205Z;2024-05-26T23:11:21Z;[{'id': 5058230483, 'qualifierId': 212, 'value': '11.7'}, {'id': 5058230477, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058230485, 'qualifierId': 213, 'value': '1.30'}, {'id': 5058230475, 'qualifierId': 107}, {'id': 5058230481, 'qualifierId': 141, 'value': '15.2'}, {'id': 5058230479, 'qualifierId': 140, 'value': '27.8'}];en1t9w6orptzi3v7odnawg8b8;D. Ndong Nguema;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;15,2;1,3;;;11,7;27,8;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;27,8;15,2;;;;;;;0;0;7;10;Tacoma Defiance;430;DR;1,0
2692582557;68;1;1;7;12;7pmw399vh2v44cjle4fkklp1w;1;26,9;10,0;2024-05-26T23:11:21.317Z;2024-05-26T23:11:26Z;[{'id': 5058230737, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058230743, 'qualifierId': 212, 'value': '15.3'}, {'id': 5058230739, 'qualifierId': 140, 'value': '12.4'}, {'id': 5058230745, 'qualifierId': 213, 'value': '3.03'}, {'id': 5058230741, 'qualifierId': 141, 'value': '12.5'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;12,5;3,03;;;15,3;12,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;12,4;12,5;;;;;;;0;0;7;12;Tacoma Defiance;432;MC;1,0
2692582565;69;1;1;7;17;7pmw399vh2v44cjle4fkklp1w;0;13,2;10,7;2024-05-26T23:11:26.247Z;2024-05-31T09:03:54Z;[{'id': 5058230801, 'qualifierId': 140, 'value': '42.2'}, {'id': 5058230807, 'qualifierId': 213, 'value': '0.41'}, {'id': 5058230805, 'qualifierId': 212, 'value': '33.2'}, {'id': 5058230809, 'qualifierId': 1}, {'id': 5062636721, 'qualifierId': 157}, {'id': 5058230803, 'qualifierId': 141, 'value': '30.0'}, {'id': 5058230799, 'qualifierId': 56, 'value': 'Back'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;30,0;0,41;;;33,2;42,2;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;42,2;30,0;;;;;;;0;0;7;17;Tacoma Defiance;437;DL;1,0
2692582581;78;1;1;7;19;5icuo8utnztpsd9l03gdd68dl;0;55,2;70,3;2024-05-26T23:11:28.578Z;2024-05-26T23:11:30Z;[{'id': 5058230919, 'qualifierId': 141, 'value': '48.8'}, {'id': 5058230915, 'qualifierId': 56, 'value': 'Center'}, {'id': 5058230917, 'qualifierId': 140, 'value': '60.2'}, {'id': 5058230921, 'qualifierId': 212, 'value': '15.5'}, {'id': 5058230923, 'qualifierId': 213, 'value': '5.06'}, {'id': 5058230913, 'qualifierId': 3}];9mi1sfptejdihpufyukrdkftg;B. Aguilar;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;48,8;5,06;;;15,5;60,2;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;60,2;48,8;;;;;;;0;0;7;19;Houston Dynamo II;439;DC;1,0
2692582583;70;61;1;7;22;7pmw399vh2v44cjle4fkklp1w;0;43,1;47,5;2024-05-26T23:11:30.999Z;2024-05-26T23:11:31Z;[{'id': 5058230925, 'qualifierId': 56, 'value': 'Back'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;d2hs8whwkxskfp1b7q0km53bo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;7;22;Tacoma Defiance;442;FWL;1,0
2692582601;79;49;1;7;24;5icuo8utnztpsd9l03gdd68dl;1;57,6;50,7;2024-05-26T23:11:32.802Z;2024-05-26T23:11:32Z;[];3007iihmvmlzgpgtxri3v3hg4;B. Bowen;;;d2hs8whwkxskfp1b7q0km53bo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;7;24;Houston Dynamo II;444;DR;1,0
2692582615;80;1;1;7;24;5icuo8utnztpsd9l03gdd68dl;1;57,6;49,9;2024-05-26T23:11:33.394Z;2024-05-26T23:11:34Z;[{'id': 5058231115, 'qualifierId': 141, 'value': '31.6'}, {'id': 5058231119, 'qualifierId': 213, 'value': '3.54'}, {'id': 5058231117, 'qualifierId': 212, 'value': '31.8'}, {'id': 5058231111, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058231113, 'qualifierId': 140, 'value': '29.7'}];3007iihmvmlzgpgtxri3v3hg4;B. Bowen;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;31,6;3,54;;;31,8;29,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;29,7;31,6;;;;;;;0;0;7;24;Houston Dynamo II;444;DR;1,0
2692582635;81;1;1;7;26;5icuo8utnztpsd9l03gdd68dl;1;30,3;30,9;2024-05-26T23:11:34.835Z;2024-05-26T23:11:37Z;[{'id': 5058231213, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058231221, 'qualifierId': 213, 'value': '2.27'}, {'id': 5058231219, 'qualifierId': 212, 'value': '28.3'}, {'id': 5058231215, 'qualifierId': 140, 'value': '13.0'}, {'id': 5058231217, 'qualifierId': 141, 'value': '62.9'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;62,9;2,27;;;28,3;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;13,0;62,9;;;;;;;0;0;7;26;Houston Dynamo II;446;DL;1,0
2692582645;82;1;1;7;28;5icuo8utnztpsd9l03gdd68dl;0;26,5;71,1;2024-05-26T23:11:37.427Z;2024-05-31T09:04:07Z;[{'id': 5058231271, 'qualifierId': 213, 'value': '0.15'}, {'id': 5058231255, 'qualifierId': 155}, {'id': 5058231259, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058231265, 'qualifierId': 141, 'value': '79.4'}, {'id': 5058231269, 'qualifierId': 212, 'value': '37.4'}, {'id': 5058231273, 'qualifierId': 1}, {'id': 5058231261, 'qualifierId': 140, 'value': '61.7'}];bdrs643l8uzj01plxa25wncdm;J. Castro;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;79,4;0,15;;;37,4;61,7;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;61,7;79,4;;;;;;;0;0;7;28;Houston Dynamo II;448;GK;1,0
2692582665;71;1;1;7;31;7pmw399vh2v44cjle4fkklp1w;0;42,6;20,7;2024-05-26T23:11:39.654Z;2024-05-26T23:11:41Z;[{'id': 5058231359, 'qualifierId': 140, 'value': '47.3'}, {'id': 5058231355, 'qualifierId': 3}, {'id': 5058231365, 'qualifierId': 213, 'value': '5.24'}, {'id': 5058231357, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058231361, 'qualifierId': 141, 'value': '8.3'}, {'id': 5058231363, 'qualifierId': 212, 'value': '9.8'}];en1t9w6orptzi3v7odnawg8b8;D. Ndong Nguema;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;8,3;5,24;;;9,8;47,3;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;47,3;8,3;;;;;;;0;0;7;31;Tacoma Defiance;451;DR;1,0
2692582677;83;61;1;7;34;5icuo8utnztpsd9l03gdd68dl;1;55,6;79,9;2024-05-26T23:11:43.300Z;2024-05-26T23:11:43Z;[{'id': 5058231423, 'qualifierId': 56, 'value': 'Left'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;d2hs8whwkxskfp1b7q0km53bo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;7;34;Houston Dynamo II;454;MC;1,0
2692582705;84;1;1;7;35;5icuo8utnztpsd9l03gdd68dl;1;56,4;73,8;2024-05-26T23:11:44.226Z;2024-05-31T09:05:13Z;[{'id': 5058231575, 'qualifierId': 213, 'value': '2.49'}, {'id': 5058231571, 'qualifierId': 141, 'value': '90.2'}, {'id': 5058231567, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058231573, 'qualifierId': 212, 'value': '18.5'}, {'id': 5058231569, 'qualifierId': 140, 'value': '42.4'}];3y5rrahty1k0l1hnww3bcozmy;O. De Rosario;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;90,2;2,49;;;18,5;42,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;42,4;90,2;;;;;;;0;0;7;35;Houston Dynamo II;455;FW;1,0
2692582727;85;1;1;7;36;5icuo8utnztpsd9l03gdd68dl;1;41,3;91,4;2024-05-26T23:11:45.506Z;2024-05-31T09:05:15Z;[{'id': 5058231715, 'qualifierId': 213, 'value': '6.06'}, {'id': 5058231711, 'qualifierId': 141, 'value': '84.8'}, {'id': 5058231707, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058231713, 'qualifierId': 212, 'value': '20.7'}, {'id': 5058231709, 'qualifierId': 140, 'value': '60.5'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;84,8;6,06;;;20,7;60,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;60,5;84,8;;;;;;;0;0;7;36;Houston Dynamo II;456;DC;1,0
2692582753;86;1;1;7;37;5icuo8utnztpsd9l03gdd68dl;1;57,7;92,8;2024-05-26T23:11:45.850Z;2024-05-31T09:05:17Z;[{'id': 5058231845, 'qualifierId': 141, 'value': '80.8'}, {'id': 5058231849, 'qualifierId': 213, 'value': '3.63'}, {'id': 5058231847, 'qualifierId': 212, 'value': '17.3'}, {'id': 5058231841, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058231843, 'qualifierId': 140, 'value': '43.2'}, {'id': 5062636827, 'qualifierId': 156}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;80,8;3,63;;;17,3;43,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;43,2;80,8;;;;;;;0;0;7;37;Houston Dynamo II;457;MC;1,0
2693393137;825;1;1;7;38;5icuo8utnztpsd9l03gdd68dl;1;40,6;83,6;2024-05-26T23:11:47.155Z;2024-05-31T09:05:07Z;[{'id': 5062636913, 'qualifierId': 213, 'value': '3.17'}, {'id': 5062636907, 'qualifierId': 140, 'value': '10.8'}, {'id': 5062636905, 'qualifierId': 56, 'value': 'Back'}, {'id': 5062636909, 'qualifierId': 141, 'value': '82.4'}, {'id': 5062636911, 'qualifierId': 212, 'value': '31.3'}];cdyrj15oxu3l5sgzgwof8ohgq;F. Bettache;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;82,4;3,17;;;31,3;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;10,8;82,4;;;;;;;0;0;7;38;Houston Dynamo II;458;MC;1,0
2692582741;72;43;1;7;42;7pmw399vh2v44cjle4fkklp1w;1;0,0;0,0;2024-05-26T23:11:51.366Z;2024-05-26T23:57:08Z;[{'id': 5058307525, 'qualifierId': 144, 'value': '7'}, {'id': 5058231799, 'qualifierId': 286, 'value': '0'}, {'id': 5058231797, 'qualifierId': 56, 'value': 'Right'}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;d2hs8whwkxskfp1b7q0km53bo;Deleted event;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;7;42;Tacoma Defiance;462;FWR;1,0
2692582747;73;83;1;7;42;7pmw399vh2v44cjle4fkklp1w;0;93,2;20,3;2024-05-26T23:11:51.470Z;2024-05-31T09:04:53Z;[{'id': 5058311797, 'qualifierId': 399, 'value': '9mi1sfptejdihpufyukrdkftg'}];9ph8wasuz3ndre586gople49g;S. Annor Gyamfi;;;d2hs8whwkxskfp1b7q0km53bo;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;7;42;Tacoma Defiance;462;FW;1,0
2692582777;87;1;1;7;43;5icuo8utnztpsd9l03gdd68dl;1;7,2;82,3;2024-05-26T23:11:51.802Z;2024-05-31T09:04:51Z;[{'id': 5058231983, 'qualifierId': 141, 'value': '56.7'}, {'id': 5058231979, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058231985, 'qualifierId': 212, 'value': '17.5'}, {'id': 5058231981, 'qualifierId': 140, 'value': '5.9'}, {'id': 5058231987, 'qualifierId': 213, 'value': '4.63'}];9mi1sfptejdihpufyukrdkftg;B. Aguilar;;;d2hs8whwkxskfp1b7q0km53bo;Pass;;;;;;;;;;56,7;4,63;;;17,5;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;5,9;56,7;;;;;;;0;0;7;43;Houston Dynamo II;463;DC;1,0
