id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_Involved;value_JerseyNumber;value_Captain;value_TeamKit;value_PlayerPosition;value_TeamPlayerFormation;value_Resume;value_DirectionOfPlay;value_Length;value_Zone;value_PassEndY;value_KickOff;value_PassEndX;value_Angle;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_DeletedEventType;value_IntendedTackleTarget;value_OutSwinger;value_Chipped;value_LeftFooted;value_Cross;value_TakeOnSpace;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_TouchTypePass;value_GoalmouthZ;value_GkY;value_RightFooted;value_CloseLeft;value_GoalmouthY;value_RelatedEventId;value_OutOfBoxCentre;value_IndividualPlay;value_GkX;value_Assisted;value_RegularPlay;value_NextEventGoalKick;value_GoalKick;value_High;value_TakeOnOvertake;value_TouchTypeControl;value_SwitchOfPlay;value_LayOff;value_AttemptedTackle;value_LeadingToAttempt;value_NotAssisted;value_LowCentre;value_BlockedY;value_RelatedError1Id;value_BlockedX;value_Stooping;value_ParriedSafe;value_LowGkIntervention;value_Hands;value_NotVisible;value_Defensive1V1;value_Assist;value_Left;value_BoxDeepRight;value_Low;value_Blocked;value_DefBlock;value_Right;value_CornerTaken;value_InSwinger;value_HighGkIntervention;value_OutOfPlay;value_Head;value_BoxCentre;value_TempMissed;value_PlayersCaughtOffside;value_Indirect;value_LowLeft;value_Collected;value_Diving;value_Standing;value_KeeperThrow;value_BlockedPass;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_Overrun;value_IntentionalAssist;value_BigChance;value_FirstTouch;value_CloseHigh;value_SmallBoxLeft;value_FromCorner;value_FastBreak;value_ThroughBall;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GoalShotGameClock;value_KeeperTouched;value_DrivenCross;value_Straight;value_FlickOn;value_CloseRight;value_MisHit;value_PullBack;value_VideoCoverageLost;value_GkKickFromHands;value_BoxLeft;value_Minutes;value_EndType;value_RecklessOffence;value_HighLeft;value_SwerveRight;value_FantasyAssistedBy;value_FreeKick;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistType;value_Volley;value_BoxRight;value_MediumGkIntervention;value_HighClaim;value_OverArm;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_LowRight;value_ParriedDanger;value_IncorrectOutOfPlayDecision;value_SwerveLeft;value_FollowsADribble;value_FloatedCross;value_SecondYellow;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2673253379;84;5;1;9;35;8ijkk62897so5r3bq0wgwx4bu;0;101,0;71,0;2024-04-15T02:14:13.272Z;2024-04-15T02:14:15Z;[{'id': 4953195877, 'qualifierId': 56, 'value': 'Center'}, {'id': 4953195971, 'qualifierId': 233, 'value': '100'}, {'id': 4953195879, 'qualifierId': 346}];4o8ulvahxfb06x5xhvflvwhzo;R. Ramos;;;c8z3yr2rqui379ijraoxuqcyc;Out;;;;;;;;;;;;;;;;;;;100,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;9;35;Los Angeles II;575;AMC;1,0
2673253387;100;5;1;9;35;6gaq85erpkvbyxvivd96wuw44;1;-1,0;29,0;2024-04-15T02:14:13.272Z;2024-04-15T02:15:33Z;[{'id': 4953195923, 'qualifierId': 346}, {'id': 4953195921, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953195965, 'qualifierId': 233, 'value': '84'}];er0xm9k5zv8kcvcy7bnwp086i;E. Dueñas;;;c8z3yr2rqui379ijraoxuqcyc;Out;;;;;;;;;;;;;;;;;;;84,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;0;0;9;35;Ventura County;575;MC;1,0
2673253521;101;1;1;10;0;6gaq85erpkvbyxvivd96wuw44;1;3,4;47,6;2024-04-15T02:14:38.679Z;2024-04-15T02:14:40Z;[{'id': 4953196725, 'qualifierId': 141, 'value': '68.4'}, {'id': 4953196733, 'qualifierId': 237}, {'id': 4953196719, 'qualifierId': 124}, {'id': 4953196721, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953196727, 'qualifierId': 212, 'value': '14.8'}, {'id': 4953196729, 'qualifierId': 213, 'value': '1.27'}, {'id': 4953196723, 'qualifierId': 140, 'value': '7.6'}];8m19c2e0raanzp3dzf7aaf6jt;A. Romero;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;14,8;;68,4;;7,6;1,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;7,6;68,4;;;;;;;0;0;10;0;Ventura County;600;GK;1,0
2673253525;102;1;1;10;2;6gaq85erpkvbyxvivd96wuw44;1;8,3;68,4;2024-04-15T02:14:39.975Z;2024-04-15T02:14:41Z;[{'id': 4953196755, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953196757, 'qualifierId': 140, 'value': '19.0'}, {'id': 4953196763, 'qualifierId': 213, 'value': '0.95'}, {'id': 4953196759, 'qualifierId': 141, 'value': '91.5'}, {'id': 4953196761, 'qualifierId': 212, 'value': '19.3'}];8b81chchn3min9a8uk8wkipcl;E. Segura;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;19,3;;91,5;;19,0;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;19,0;91,5;;;;;;;0;0;10;2;Ventura County;602;DC;1,0
2673253541;103;1;1;10;3;6gaq85erpkvbyxvivd96wuw44;1;19,0;91,5;2024-04-15T02:14:41.607Z;2024-04-15T02:14:45Z;[{'id': 4953196835, 'qualifierId': 140, 'value': '30.9'}, {'id': 4953196839, 'qualifierId': 212, 'value': '13.5'}, {'id': 4953196841, 'qualifierId': 213, 'value': '5.89'}, {'id': 4953196833, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953196837, 'qualifierId': 141, 'value': '83.9'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;13,5;;83,9;;30,9;5,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;30,9;83,9;;;;;;;0;0;10;3;Ventura County;603;DC;1,0
2673253549;104;1;1;10;7;6gaq85erpkvbyxvivd96wuw44;1;32,3;84,5;2024-04-15T02:14:45.383Z;2024-04-15T02:14:46Z;[{'id': 4953196873, 'qualifierId': 141, 'value': '75.1'}, {'id': 4953196869, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953196871, 'qualifierId': 140, 'value': '25.7'}, {'id': 4953196877, 'qualifierId': 213, 'value': '3.89'}, {'id': 4953196875, 'qualifierId': 212, 'value': '9.4'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;9,4;;75,1;;25,7;3,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;25,7;75,1;;;;;;;0;0;10;7;Ventura County;607;MC;1,0
2673253563;105;1;1;10;8;6gaq85erpkvbyxvivd96wuw44;1;25,7;75,1;2024-04-15T02:14:46.279Z;2024-04-15T02:14:48Z;[{'id': 4953196943, 'qualifierId': 213, 'value': '0.57'}, {'id': 4953196935, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953196941, 'qualifierId': 212, 'value': '14.5'}, {'id': 4953196939, 'qualifierId': 141, 'value': '86.6'}, {'id': 4953196937, 'qualifierId': 140, 'value': '37.3'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;14,5;;86,6;;37,3;0,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;37,3;86,6;;;;;;;0;0;10;8;Ventura County;608;DC;1,0
2673253591;106;1;1;10;10;6gaq85erpkvbyxvivd96wuw44;1;48,5;79,0;2024-04-15T02:14:48.391Z;2024-04-15T02:14:56Z;[{'id': 4953197145, 'qualifierId': 141, 'value': '55.1'}, {'id': 4953197149, 'qualifierId': 213, 'value': '5.37'}, {'id': 4953197143, 'qualifierId': 140, 'value': '60.5'}, {'id': 4953197141, 'qualifierId': 56, 'value': 'Center'}, {'id': 4953197147, 'qualifierId': 212, 'value': '20.6'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;20,6;;55,1;;60,5;5,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;60,5;55,1;;;;;;;0;0;10;10;Ventura County;610;MC;1,0
2673253597;107;1;1;10;18;6gaq85erpkvbyxvivd96wuw44;1;61,3;51,9;2024-04-15T02:14:56.008Z;2024-04-15T02:15:10Z;[{'id': 4953197175, 'qualifierId': 56, 'value': 'Center'}, {'id': 4953197179, 'qualifierId': 141, 'value': '26.7'}, {'id': 4953197183, 'qualifierId': 213, 'value': '5.11'}, {'id': 4953197181, 'qualifierId': 212, 'value': '18.6'}, {'id': 4953197177, 'qualifierId': 140, 'value': '68.2'}];36e17qrefearxp7lxb1eibwbu;N. Ordaz;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;18,6;;26,7;;68,2;5,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;68,2;26,7;;;;;;;0;0;10;18;Ventura County;618;FWR;1,0
2673253611;108;1;1;10;21;6gaq85erpkvbyxvivd96wuw44;0;89,3;12,1;2024-04-15T02:14:59.832Z;2024-04-18T11:50:39Z;[{'id': 4953197281, 'qualifierId': 213, 'value': '1.66'}, {'id': 4953197275, 'qualifierId': 140, 'value': '86.9'}, {'id': 4953197277, 'qualifierId': 141, 'value': '54.6'}, {'id': 4959294597, 'qualifierId': 20}, {'id': 4953197279, 'qualifierId': 212, 'value': '29.0'}, {'id': 4953197273, 'qualifierId': 56, 'value': 'Center'}, {'id': 4953197269, 'qualifierId': 2}, {'id': 4959294595, 'qualifierId': 224}];24rxb4eeoakxkmritog6a7x90;S. Nixon;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;29,0;;54,6;;86,9;1,66;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;86,9;54,6;;;;;;;0;0;10;21;Ventura County;621;DR;1,0
2673253633;86;12;1;10;24;8ijkk62897so5r3bq0wgwx4bu;1;12,1;43,4;2024-04-15T02:15:02.610Z;2024-04-18T11:50:49Z;[{'id': 4953197405, 'qualifierId': 140, 'value': '47.3'}, {'id': 4953197409, 'qualifierId': 212, 'value': '37.6'}, {'id': 4953197403, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953197407, 'qualifierId': 141, 'value': '53.2'}, {'id': 4953197411, 'qualifierId': 213, 'value': '0.18'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;c8z3yr2rqui379ijraoxuqcyc;Clearance;;;;;;;;;;37,6;;53,2;;47,3;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;47,3;53,2;;;;;;;0;0;10;24;Los Angeles II;624;DR;1,0
2673253635;87;49;1;10;26;8ijkk62897so5r3bq0wgwx4bu;1;48,8;51,3;2024-04-15T02:15:04.146Z;2024-04-18T11:50:51Z;[];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;c8z3yr2rqui379ijraoxuqcyc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;10;26;Los Angeles II;626;FW;1,0
2673253669;88;1;1;10;31;8ijkk62897so5r3bq0wgwx4bu;1;42,5;24,8;2024-04-15T02:15:09.866Z;2024-04-15T02:15:12Z;[{'id': 4953197613, 'qualifierId': 141, 'value': '10.2'}, {'id': 4953197609, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953197615, 'qualifierId': 212, 'value': '13.2'}, {'id': 4953197611, 'qualifierId': 140, 'value': '34.2'}, {'id': 4953197617, 'qualifierId': 213, 'value': '3.99'}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;13,2;;10,2;;34,2;3,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;34,2;10,2;;;;;;;0;0;10;31;Los Angeles II;631;FW;1,0
2673253723;89;1;1;10;34;8ijkk62897so5r3bq0wgwx4bu;1;34,2;9,4;2024-04-15T02:15:12.522Z;2024-04-15T02:15:21Z;[{'id': 4953197923, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953197929, 'qualifierId': 212, 'value': '38.4'}, {'id': 4953197931, 'qualifierId': 213, 'value': '1.84'}, {'id': 4953197927, 'qualifierId': 141, 'value': '63.8'}, {'id': 4953197933, 'qualifierId': 1}, {'id': 4953197925, 'qualifierId': 140, 'value': '24.5'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;38,4;;63,8;;24,5;1,84;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;24,5;63,8;;;;;;;0;0;10;34;Los Angeles II;634;DR;1,0
2673253739;90;1;1;10;43;8ijkk62897so5r3bq0wgwx4bu;1;35,3;72,2;2024-04-15T02:15:21.274Z;2024-04-15T02:15:24Z;[{'id': 4953198013, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953198021, 'qualifierId': 213, 'value': '4.66'}, {'id': 4953198019, 'qualifierId': 212, 'value': '18.4'}, {'id': 4953198017, 'qualifierId': 141, 'value': '45.2'}, {'id': 4953198015, 'qualifierId': 140, 'value': '34.3'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;18,4;;45,2;;34,3;4,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;34,3;45,2;;;;;;;0;0;10;43;Los Angeles II;643;DC;1,0
2673253753;91;1;1;10;46;8ijkk62897so5r3bq0wgwx4bu;1;34,3;45,2;2024-04-15T02:15:24.282Z;2024-04-15T02:15:25Z;[{'id': 4953198073, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953198079, 'qualifierId': 212, 'value': '9.9'}, {'id': 4953198077, 'qualifierId': 141, 'value': '36.1'}, {'id': 4953198081, 'qualifierId': 213, 'value': '5.60'}, {'id': 4953198075, 'qualifierId': 140, 'value': '41.6'}];e7q60ne93c6289xwnt9zj65wq;M. Ferkranus;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;9,9;;36,1;;41,6;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;41,6;36,1;;;;;;;0;0;10;46;Los Angeles II;646;DL;1,0
2673253769;92;1;1;10;47;8ijkk62897so5r3bq0wgwx4bu;1;41,6;36,1;2024-04-15T02:15:25.274Z;2024-04-18T11:51:04Z;[{'id': 4959294879, 'qualifierId': 156}, {'id': 4953198181, 'qualifierId': 141, 'value': '52.2'}, {'id': 4953198187, 'qualifierId': 213, 'value': '2.44'}, {'id': 4953198177, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953198185, 'qualifierId': 212, 'value': '16.9'}, {'id': 4953198179, 'qualifierId': 140, 'value': '29.3'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;16,9;;52,2;;29,3;2,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;29,3;52,2;;;;;;;0;0;10;47;Los Angeles II;647;MC;1,0
2673253785;93;1;1;10;53;8ijkk62897so5r3bq0wgwx4bu;1;29,2;54,0;2024-04-15T02:15:31.450Z;2024-04-15T02:15:36Z;[{'id': 4953198289, 'qualifierId': 212, 'value': '12.6'}, {'id': 4953198283, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953198291, 'qualifierId': 213, 'value': '1.57'}, {'id': 4953198285, 'qualifierId': 140, 'value': '29.2'}, {'id': 4953198287, 'qualifierId': 141, 'value': '72.6'}];e7q60ne93c6289xwnt9zj65wq;M. Ferkranus;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;12,6;;72,6;;29,2;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;29,2;72,6;;;;;;;0;0;10;53;Los Angeles II;653;DL;1,0
2673253797;94;1;1;10;57;8ijkk62897so5r3bq0wgwx4bu;1;35,9;76,0;2024-04-15T02:15:35.915Z;2024-04-15T02:15:39Z;[{'id': 4953198375, 'qualifierId': 141, 'value': '94.8'}, {'id': 4953198379, 'qualifierId': 213, 'value': '0.65'}, {'id': 4953198373, 'qualifierId': 140, 'value': '51.9'}, {'id': 4953198371, 'qualifierId': 56, 'value': 'Left'}, {'id': 4953198377, 'qualifierId': 212, 'value': '21.1'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;21,1;;94,8;;51,9;0,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;51,9;94,8;;;;;;;0;0;10;57;Los Angeles II;657;DC;1,0
2673253825;95;1;1;11;1;8ijkk62897so5r3bq0wgwx4bu;1;46,4;87,8;2024-04-15T02:15:39.499Z;2024-04-15T02:15:45Z;[{'id': 4953198559, 'qualifierId': 141, 'value': '75.2'}, {'id': 4953198561, 'qualifierId': 212, 'value': '14.5'}, {'id': 4953198555, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953198557, 'qualifierId': 140, 'value': '35.3'}, {'id': 4953198563, 'qualifierId': 213, 'value': '3.78'}];cap9cd2acljdjbbdmt7zb3uvo;C. Diaz;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;14,5;;75,2;;35,3;3,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;35,3;75,2;;;;;;;0;0;11;1;Los Angeles II;661;DC;1,0
2673253849;96;1;1;11;7;8ijkk62897so5r3bq0wgwx4bu;1;34,6;65,0;2024-04-15T02:15:45.595Z;2024-04-15T02:15:49Z;[{'id': 4953198687, 'qualifierId': 213, 'value': '4.48'}, {'id': 4953198681, 'qualifierId': 140, 'value': '31.5'}, {'id': 4953198679, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953198683, 'qualifierId': 141, 'value': '44.9'}, {'id': 4953198685, 'qualifierId': 212, 'value': '14.1'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;14,1;;44,9;;31,5;4,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;31,5;44,9;;;;;;;0;0;11;7;Los Angeles II;667;DC;1,0
2673253857;97;1;1;11;11;8ijkk62897so5r3bq0wgwx4bu;1;30,3;43,2;2024-04-15T02:15:49.531Z;2024-04-15T02:15:51Z;[{'id': 4953198727, 'qualifierId': 140, 'value': '38.9'}, {'id': 4953198731, 'qualifierId': 212, 'value': '15.8'}, {'id': 4953198733, 'qualifierId': 213, 'value': '5.32'}, {'id': 4953198729, 'qualifierId': 141, 'value': '24.2'}, {'id': 4953198725, 'qualifierId': 56, 'value': 'Back'}];e7q60ne93c6289xwnt9zj65wq;M. Ferkranus;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;15,8;;24,2;;38,9;5,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;38,9;24,2;;;;;;;0;0;11;11;Los Angeles II;671;DL;1,0
2673253869;98;1;1;11;13;8ijkk62897so5r3bq0wgwx4bu;1;38,9;24,2;2024-04-15T02:15:51.019Z;2024-04-15T02:15:52Z;[{'id': 4953198785, 'qualifierId': 141, 'value': '4.4'}, {'id': 4953198789, 'qualifierId': 213, 'value': '4.31'}, {'id': 4953198783, 'qualifierId': 140, 'value': '33.4'}, {'id': 4953198787, 'qualifierId': 212, 'value': '14.7'}, {'id': 4953198781, 'qualifierId': 56, 'value': 'Back'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;14,7;;4,4;;33,4;4,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;33,4;4,4;;;;;;;0;0;11;13;Los Angeles II;673;MC;1,0
2673253875;99;1;1;11;14;8ijkk62897so5r3bq0wgwx4bu;1;33,4;4,4;2024-04-15T02:15:52.860Z;2024-04-15T02:15:54Z;[{'id': 4953198835, 'qualifierId': 212, 'value': '21.5'}, {'id': 4953198833, 'qualifierId': 141, 'value': '29.2'}, {'id': 4953198829, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953198831, 'qualifierId': 140, 'value': '46.1'}, {'id': 4953198837, 'qualifierId': 213, 'value': '0.90'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;c8z3yr2rqui379ijraoxuqcyc;Pass;;;;;;;;;;21,5;;29,2;;46,1;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;46,1;29,2;;;;;;;0;0;11;14;Los Angeles II;674;DR;1,0
