id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Captain;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_TeamKit;value_DirectionOfPlay;value_Zone;value_KickOff;value_Angle;value_PassEndY;value_Length;value_PassEndX;value_LongBall;value_Launch;value_HeadPass;value_IntendedTackleTarget;value_TouchTypeClearance;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_LayOff;value_BlockedPass;value_Offensive;value_Defensive;value_TakeOnSpace;value_OutOfPlay;value_TouchTypeControl;value_DeletedEventType;value_Chipped;value_TakeOnOvertake;value_Left;value_RightFooted;value_Cross;value_InSwinger;value_CornerTaken;value_Head;value_SmallBoxLeft;value_GoalmouthZ;value_GoalmouthY;value_FirstTouch;value_GkX;value_NotAssisted;value_GkY;value_FromCorner;value_NextEventGoalKick;value_GoalKick;value_High;value_FlickOn;value_MediumGkIntervention;value_KeeperThrow;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_OutSwinger;value_HighGkIntervention;value_HighClaim;value_FairPlay;value_NotVisible;value_YellowCard;value_Dissent;value_LeftFooted;value_Straight;value_FloatedCross;value_Assist;value_Blocked;value_SixYardBlocked;value_BoxCentre;value_BlockedY;value_Volley;value_BlockedX;value_SavedOffLine;value_LowRight;value_LastLine;value_DefBlock;value_TouchTypePass;value_AttemptedTackle;value_SwitchOfPlay;value_Overrun;value_AerialFoul;value_BlockedCross;value_Defensive1V1;value_Low;value_Assisted;value_LowLeft;value_RelatedEventId;value_RegularPlay;value_Hands;value_LowGkIntervention;value_Stooping;value_ParriedSafe;value_Shove/Push;value_Right;value_IntentionalAssist;value_BigChance;value_Diving;value_LowCentre;value_OverArm;value_ParriedDanger;value_GkYTimeOfGoal;value_FantasyAssistType;value_GoalShotTimestamp;value_FantasyAssistTeam;value_GkXTimeOfGoal;value_FantasyAssistedBy;value_HighCentre;value_GoalShotGameClock;value_FantasyAssistId;value_RefereeDelay;value_DrinksBreak;value_NotRetreating;value_IndividualPlay;value_OutOfBoxCentre;value_Minutes;value_HitWoodwork;value_HitBar;value_CloseLeft;value_EndType;value_LeadingToGoal;value_RelatedError1Id;value_SmallBoxCentre;value_TacticalFoul;value_SecondYellow;value_OverhitCross;value_ThroughBall;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Injury;value_InjuredPlayerId;value_GkHoof;value_HighRight;value_FreeKick;value_ByWall;value_Collected;value_OwnPlayer;value_BoxLeft;value_Standing;value_GkKickFromHands;value_CaptainChange;value_PlayersCaughtOffside;value_Indirect;value_BoxDeepRight;value_Feet;value_IncorrectOutOfPlayDecision;value_FastBreak;value_Caught;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2700180965;197;1;1;21;2;4gymgvqmve0m2vh89v84tt3x0;1;32,8;41,9;2024-07-10T15:26:29.105Z;2024-07-10T15:26:34Z;[{'id': 5100043789, 'qualifierId': 212, 'value': '15.8'}, {'id': 5100043785, 'qualifierId': 140, 'value': '18.5'}, {'id': 5100043787, 'qualifierId': 141, 'value': '49.3'}, {'id': 5100043791, 'qualifierId': 213, 'value': '2.82'}, {'id': 5100043783, 'qualifierId': 56, 'value': 'Back'}];2v5j1i5ae9fnciilwy3op8and;N. DePuy;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;2,82;49,3;15,8;18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;18,5;49,3;;;;;;;0;0;21;2;New England II;1262;DL;1,0
2700180967;198;1;1;21;7;4gymgvqmve0m2vh89v84tt3x0;0;28,8;47,8;2024-07-10T15:26:34.626Z;2024-07-10T15:26:41Z;[{'id': 5100043809, 'qualifierId': 1}, {'id': 5100043803, 'qualifierId': 141, 'value': '100.0'}, {'id': 5100043815, 'qualifierId': 157}, {'id': 5100043801, 'qualifierId': 140, 'value': '64.7'}, {'id': 5100043805, 'qualifierId': 212, 'value': '52.7'}, {'id': 5100043799, 'qualifierId': 56, 'value': 'Left'}, {'id': 5100043807, 'qualifierId': 213, 'value': '0.77'}];4r4a2d3piuh8wusw8ftrsh016;B. Dowd;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;0,77;100,0;52,7;64,7;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;64,7;100,0;;;;;;;0;0;21;7;New England II;1267;GK;1,0
2700180971;189;5;1;21;10;csntc7hucmo21gknxc5y0kc4q;1;37,0;-1,6;2024-07-10T15:26:37.446Z;2024-07-10T15:34:22Z;[{'id': 5100043821, 'qualifierId': 233, 'value': '199'}, {'id': 5100043817, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100043819, 'qualifierId': 347}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;dys904w2vdy4mzvqgnq1l7spg;Out;;;;;;;;;;;;;;;;;;;;;1,0;199,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;21;10;Huntsville City;1270;MC;1,0
2700180969;199;5;1;21;10;4gymgvqmve0m2vh89v84tt3x0;0;63,0;101,6;2024-07-10T15:26:37.446Z;2024-07-10T15:26:43Z;[{'id': 5100043825, 'qualifierId': 233, 'value': '189'}, {'id': 5100043813, 'qualifierId': 347}, {'id': 5100043811, 'qualifierId': 56, 'value': 'Left'}];4r4a2d3piuh8wusw8ftrsh016;B. Dowd;;;dys904w2vdy4mzvqgnq1l7spg;Out;;;;;;;;;;;;;;;;;;;;;1,0;189,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;10;New England II;1270;GK;1,0
2700180973;190;1;1;21;22;csntc7hucmo21gknxc5y0kc4q;0;42,9;0,0;2024-07-10T15:26:49.912Z;2024-07-10T15:26:50Z;[{'id': 5100043839, 'qualifierId': 212, 'value': '19.2'}, {'id': 5100043831, 'qualifierId': 107}, {'id': 5100043835, 'qualifierId': 140, 'value': '61.0'}, {'id': 5100043837, 'qualifierId': 141, 'value': '3.2'}, {'id': 5100043841, 'qualifierId': 213, 'value': '0.15'}, {'id': 5100043833, 'qualifierId': 56, 'value': 'Right'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;0,15;3,2;19,2;61,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;61,0;3,2;;;;;;;0;0;21;22;Huntsville City;1282;DR;1,0
2700180975;200;8;1;21;25;4gymgvqmve0m2vh89v84tt3x0;1;31,4;93,6;2024-07-10T15:26:52.050Z;2024-07-11T05:35:00Z;[{'id': 5100043843, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100516173, 'qualifierId': 385}, {'id': 5100043845, 'qualifierId': 15}];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;dys904w2vdy4mzvqgnq1l7spg;Interception;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;25;New England II;1285;DC;1,0
2700180977;191;1;1;21;26;csntc7hucmo21gknxc5y0kc4q;1;59,5;7,7;2024-07-10T15:26:53.431Z;2024-07-10T15:26:55Z;[{'id': 5100043855, 'qualifierId': 213, 'value': '1.53'}, {'id': 5100043851, 'qualifierId': 141, 'value': '42.2'}, {'id': 5100043847, 'qualifierId': 56, 'value': 'Center'}, {'id': 5100043853, 'qualifierId': 212, 'value': '23.5'}, {'id': 5100043849, 'qualifierId': 140, 'value': '60.5'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;1,53;42,2;23,5;60,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;60,5;42,2;;;;;;;0;0;21;26;Huntsville City;1286;FW;1,0
2700180981;192;1;1;21;28;csntc7hucmo21gknxc5y0kc4q;1;60,9;46,6;2024-07-10T15:26:55.536Z;2024-07-10T15:27:03Z;[{'id': 5100043871, 'qualifierId': 140, 'value': '78.6'}, {'id': 5100043875, 'qualifierId': 212, 'value': '31.2'}, {'id': 5100043869, 'qualifierId': 56, 'value': 'Left'}, {'id': 5100043873, 'qualifierId': 141, 'value': '83.5'}, {'id': 5100043877, 'qualifierId': 213, 'value': '0.93'}];5e00w1rqym73habcl01wm7jtg;O. Escobar;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;0,93;83,5;31,2;78,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;78,6;83,5;;;;;;;0;0;21;28;Huntsville City;1288;AMC;1,0
2700180979;201;83;1;21;33;4gymgvqmve0m2vh89v84tt3x0;0;13,2;24,6;2024-07-10T15:27:00.466Z;2024-07-10T15:31:20Z;[{'id': 5100045015, 'qualifierId': 399, 'value': 'bzv3yqbc7ttf7fftbm2nelxck'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;33;New England II;1293;DR;1,0
2700180983;202;83;1;21;35;4gymgvqmve0m2vh89v84tt3x0;0;10,4;25,0;2024-07-10T15:27:02.177Z;2024-07-10T15:31:45Z;[{'id': 5100045149, 'qualifierId': 399, 'value': 'bzv3yqbc7ttf7fftbm2nelxck'}];dz7v9xfcwdvjioeyv4z54neqy;J. Bolanos;;;dys904w2vdy4mzvqgnq1l7spg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;35;New England II;1295;AMR;1,0
2700180985;193;3;1;21;36;csntc7hucmo21gknxc5y0kc4q;0;90,1;75,2;2024-07-10T15:27:03.112Z;2024-07-11T05:35:20Z;[{'id': 5100043897, 'qualifierId': 233, 'value': '203'}, {'id': 5100043885, 'qualifierId': 56, 'value': 'Center'}, {'id': 5100516319, 'qualifierId': 464}, {'id': 5100043887, 'qualifierId': 286}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;dys904w2vdy4mzvqgnq1l7spg;Take On;;;;;;;;;;;;;;;;;;;;;;203,0;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;21;36;Huntsville City;1296;AML;1,0
2700180987;203;7;1;21;36;4gymgvqmve0m2vh89v84tt3x0;1;9,9;24,8;2024-07-10T15:27:03.113Z;2024-07-11T05:35:26Z;[{'id': 5100043891, 'qualifierId': 285}, {'id': 5100516387, 'qualifierId': 383}, {'id': 5100043893, 'qualifierId': 233, 'value': '193'}, {'id': 5100043889, 'qualifierId': 56, 'value': 'Back'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Tackle;;;;;;;;;;;;;;;;;;;;;;193,0;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;36;New England II;1296;DR;1,0
2700180989;204;49;1;21;37;4gymgvqmve0m2vh89v84tt3x0;1;14,0;16,8;2024-07-10T15:27:04.850Z;2024-07-10T15:27:05Z;[];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;37;New England II;1297;DR;1,0
2700180993;194;45;1;21;38;csntc7hucmo21gknxc5y0kc4q;0;83,5;86,4;2024-07-10T15:27:05.266Z;2024-07-10T15:27:08Z;[{'id': 5100043907, 'qualifierId': 286}, {'id': 5100043921, 'qualifierId': 233, 'value': '205'}, {'id': 5100043905, 'qualifierId': 56, 'value': 'Left'}];c1z6mxuhvuegd4c5b3hau93ze;M. Al-Hasnawi;;;dys904w2vdy4mzvqgnq1l7spg;Challenge;;;;;;;;;;;;;;;;;;;;;;205,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;21;38;Huntsville City;1298;DC;1,0
2700180995;205;3;1;21;38;4gymgvqmve0m2vh89v84tt3x0;1;16,5;13,6;2024-07-10T15:27:05.266Z;2024-07-11T05:35:36Z;[{'id': 5100043909, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100043917, 'qualifierId': 233, 'value': '194'}, {'id': 5100516503, 'qualifierId': 465}, {'id': 5100043911, 'qualifierId': 285}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Take On;;;;;;;;;;;;;;;;;;;;;;194,0;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;38;New England II;1298;DR;1,0
2700180997;206;3;1;21;40;4gymgvqmve0m2vh89v84tt3x0;0;21,7;4,4;2024-07-10T15:27:07.356Z;2024-07-11T05:35:46Z;[{'id': 5100516627, 'qualifierId': 465}, {'id': 5100043915, 'qualifierId': 285}, {'id': 5100043913, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100043935, 'qualifierId': 233, 'value': '195'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Take On;;;;;;;;;;;;;;;;;;;;;;195,0;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;40;New England II;1300;DR;1,0
2700181001;195;7;1;21;40;csntc7hucmo21gknxc5y0kc4q;0;78,3;95,6;2024-07-10T15:27:07.357Z;2024-07-11T05:35:49Z;[{'id': 5100516689, 'qualifierId': 385}, {'id': 5100043927, 'qualifierId': 56, 'value': 'Left'}, {'id': 5100043931, 'qualifierId': 233, 'value': '206'}, {'id': 5100043929, 'qualifierId': 286}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;dys904w2vdy4mzvqgnq1l7spg;Tackle;;;;;;;;;;;;;;;;;;;;1,0;;206,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;21;40;Huntsville City;1300;AML;1,0
2700180999;207;61;1;21;41;4gymgvqmve0m2vh89v84tt3x0;1;23,0;2,6;2024-07-10T15:27:08.506Z;2024-07-10T15:27:08Z;[{'id': 5100043925, 'qualifierId': 56, 'value': 'Back'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;41;New England II;1301;DR;1,0
2700181005;196;5;1;21;43;csntc7hucmo21gknxc5y0kc4q;1;78,6;102,0;2024-07-10T15:27:10.042Z;2024-07-10T15:34:23Z;[{'id': 5100043947, 'qualifierId': 233, 'value': '208'}, {'id': 5100043943, 'qualifierId': 56, 'value': 'Left'}, {'id': 5100043945, 'qualifierId': 347}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;dys904w2vdy4mzvqgnq1l7spg;Out;;;;;;;;;;;;;;;;;;;;;1,0;208,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;21;43;Huntsville City;1303;AML;1,0
2700181003;208;5;1;21;43;4gymgvqmve0m2vh89v84tt3x0;0;21,4;-2,0;2024-07-10T15:27:10.042Z;2024-07-10T15:27:12Z;[{'id': 5100043951, 'qualifierId': 233, 'value': '196'}, {'id': 5100043939, 'qualifierId': 56, 'value': 'Back'}, {'id': 5100043941, 'qualifierId': 347}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;dys904w2vdy4mzvqgnq1l7spg;Out;;;;;;;;;;;;;;;;;;;;;1,0;196,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;21;43;New England II;1303;DR;1,0
2700181007;197;1;1;21;45;csntc7hucmo21gknxc5y0kc4q;1;80,7;100,0;2024-07-10T15:27:11.976Z;2024-07-10T15:27:16Z;[{'id': 5100043963, 'qualifierId': 140, 'value': '53.8'}, {'id': 5100043971, 'qualifierId': 1}, {'id': 5100043969, 'qualifierId': 213, 'value': '3.26'}, {'id': 5100043959, 'qualifierId': 107}, {'id': 5100043967, 'qualifierId': 212, 'value': '28.5'}, {'id': 5100043965, 'qualifierId': 141, 'value': '96.8'}, {'id': 5100043961, 'qualifierId': 56, 'value': 'Left'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;3,26;96,8;28,5;53,8;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;53,8;96,8;;;;;;;0;0;21;45;Huntsville City;1305;AML;1,0
2700181009;198;1;1;21;48;csntc7hucmo21gknxc5y0kc4q;1;53,4;95,4;2024-07-10T15:27:15.912Z;2024-07-10T15:27:18Z;[{'id': 5100043979, 'qualifierId': 140, 'value': '55.7'}, {'id': 5100043983, 'qualifierId': 212, 'value': '15.9'}, {'id': 5100043977, 'qualifierId': 56, 'value': 'Center'}, {'id': 5100043985, 'qualifierId': 213, 'value': '4.86'}, {'id': 5100043981, 'qualifierId': 141, 'value': '72.3'}];et772m1f5cqceeffckpnty1p0;E. Klein;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;4,86;72,3;15,9;55,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;55,7;72,3;;;;;;;0;0;21;48;Huntsville City;1308;MC;1,0
2700181011;199;1;1;21;51;csntc7hucmo21gknxc5y0kc4q;1;55,5;66,6;2024-07-10T15:27:18.663Z;2024-07-10T15:27:21Z;[{'id': 5100043995, 'qualifierId': 212, 'value': '19.0'}, {'id': 5100043991, 'qualifierId': 140, 'value': '63.1'}, {'id': 5100043997, 'qualifierId': 213, 'value': '5.15'}, {'id': 5100043989, 'qualifierId': 56, 'value': 'Center'}, {'id': 5100043993, 'qualifierId': 141, 'value': '41.2'}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;5,15;41,2;19,0;63,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;63,1;41,2;;;;;;;0;0;21;51;Huntsville City;1311;MC;1,0
2700181013;200;1;1;21;54;csntc7hucmo21gknxc5y0kc4q;1;63,1;41,2;2024-07-10T15:27:21.271Z;2024-07-10T15:27:24Z;[{'id': 5100044003, 'qualifierId': 140, 'value': '56.5'}, {'id': 5100044009, 'qualifierId': 213, 'value': '4.44'}, {'id': 5100044007, 'qualifierId': 212, 'value': '25.6'}, {'id': 5100044001, 'qualifierId': 56, 'value': 'Right'}, {'id': 5100044005, 'qualifierId': 141, 'value': '5.0'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;4,44;5,0;25,6;56,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;56,5;5,0;;;;;;;0;0;21;54;Huntsville City;1314;AMR;1,0
2700181015;201;1;1;21;57;csntc7hucmo21gknxc5y0kc4q;1;56,5;5,0;2024-07-10T15:27:24.287Z;2024-07-10T15:27:26Z;[{'id': 5100044015, 'qualifierId': 140, 'value': '67.2'}, {'id': 5100044017, 'qualifierId': 141, 'value': '3.8'}, {'id': 5100044019, 'qualifierId': 212, 'value': '11.3'}, {'id': 5100044021, 'qualifierId': 213, 'value': '6.21'}, {'id': 5100044013, 'qualifierId': 56, 'value': 'Right'}];7djbfbsqwu0g7wd1xo1ufp2zu;G. Calderón;;;dys904w2vdy4mzvqgnq1l7spg;Pass;;;;;;;;;;;;6,21;3,8;11,3;67,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;67,2;3,8;;;;;;;0;0;21;57;Huntsville City;1317;DL;1,0
