id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_Resume;value_Involved;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_PassEndX;value_Zone;value_Length;value_PassEndY;value_Angle;value_Launch;value_LongBall;value_HeadPass;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_DeletedEventType;value_IntendedTackleTarget;value_Offensive;value_Defensive;value_Chipped;value_LowGkIntervention;value_KeeperThrow;value_OutSwinger;value_RightFooted;value_Cross;value_Assist;value_RegularPlay;value_IntentionalAssist;value_GkX;value_Assisted;value_GoalmouthZ;value_RelatedEventId;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_LowLeft;value_GoalmouthY;value_GoalShotGameClock;value_GkYTimeOfGoal;value_BoxCentre;value_BigChance;value_GkY;value_BlockedPass;value_VideoCoverageLost;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_Head;value_SwitchOfPlay;value_TakeOnSpace;value_Left;value_CornerTaken;value_NotPastGoalLine;value_BlockedX;value_FirstTouch;value_BlockedY;value_FromCorner;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_NextEventGoalKick;value_Low;value_GoalKick;value_LayOff;value_LeftFooted;value_HighGkIntervention;value_TouchTypeControl;value_TouchTypePass;value_Shove/Push;value_Blocked;value_BoxLeft;value_LowCentre;value_DefBlock;value_Injury;value_InjuredPlayerId;value_PlayersCaughtOffside;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Indirect;value_ThroughBall;value_PullBack;value_FlickOn;value_InSwinger;value_HitWoodwork;value_HitLeftPost;value_Defensive1V1;value_YellowCard;value_TacticalFoul;value_Collected;value_Hands;value_Standing;value_IndividualPlay;value_OutOfBoxCentre;value_DrinksBreak;value_RefereeDelay;value_ShirtPull/Holding;value_TimeWasting;value_Right;value_OverhitCross;value_OwnPlayer;value_NotAssisted;value_OwnShotBlocked;value_High;value_OtherObstacle;value_LowRight;value_Diving;value_ParriedSafe;value_CloseLeftAndHigh;value_Minutes;value_OtherReason;value_BallHitsReferee;value_NotVisible;value_EndType;value_RecklessOffence;value_DrivenCross;value_Straight;value_Tactical;value_Overrun;value_MediumGkIntervention;value_HighRight;value_FollowsADribble;value_Volley;value_Caught;value_OverArm;value_AerialFoul;value_CloseRight;value_Argument;value_BoxRight;value_GkKickFromHands;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2716707679;125;1;1;15;33;ew2zirzye0sw1txr2m33nr25y;1;41,4;29,8;2024-09-01T20:19:31.837Z;2024-09-04T18:16:46Z;[{'id': 5191180265, 'qualifierId': 140, 'value': '46.7'}, {'id': 5191180267, 'qualifierId': 141, 'value': '5.8'}, {'id': 5191180263, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191180269, 'qualifierId': 212, 'value': '17.2'}, {'id': 5191180271, 'qualifierId': 213, 'value': '5.04'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;46,7;;17,2;5,8;5,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;46,7;5,8;;;;;;;0;0;15;33;Portland Timbers II;933;MC;1,0
2716707701;126;1;1;15;35;ew2zirzye0sw1txr2m33nr25y;1;46,8;5,8;2024-09-01T20:19:33.357Z;2024-09-04T18:16:45Z;[{'id': 5191180425, 'qualifierId': 141, 'value': '19.7'}, {'id': 5191180427, 'qualifierId': 212, 'value': '10.1'}, {'id': 5191180421, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191180423, 'qualifierId': 140, 'value': '43.4'}, {'id': 5191180429, 'qualifierId': 213, 'value': '1.93'}];4h8dml0qrwpqza4kqazp5dnqi;W. Eisner;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;43,4;;10,1;19,7;1,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;43,4;19,7;;;;;;;0;0;15;35;Portland Timbers II;935;DR;1,0
2716707727;127;1;1;15;36;ew2zirzye0sw1txr2m33nr25y;1;43,3;19,7;2024-09-01T20:19:34.477Z;2024-09-04T18:16:45Z;[{'id': 5191180575, 'qualifierId': 212, 'value': '17.1'}, {'id': 5191180577, 'qualifierId': 213, 'value': '2.85'}, {'id': 5191180571, 'qualifierId': 140, 'value': '27.7'}, {'id': 5191180573, 'qualifierId': 141, 'value': '27.0'}, {'id': 5191180569, 'qualifierId': 56, 'value': 'Back'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;27,7;;17,1;27,0;2,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;27,7;27,0;;;;;;;0;0;15;36;Portland Timbers II;936;MC;1,0
2716707757;128;1;1;15;37;ew2zirzye0sw1txr2m33nr25y;1;27,7;27,0;2024-09-01T20:19:36.046Z;2024-09-04T18:16:45Z;[{'id': 5191180767, 'qualifierId': 212, 'value': '9.3'}, {'id': 5191180763, 'qualifierId': 140, 'value': '36.5'}, {'id': 5191180761, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191180765, 'qualifierId': 141, 'value': '27.9'}, {'id': 5191180769, 'qualifierId': 213, 'value': '0.07'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;36,5;;9,3;27,9;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;36,5;27,9;;;;;;;0;0;15;37;Portland Timbers II;937;DL;1,0
2716707765;129;1;1;15;39;ew2zirzye0sw1txr2m33nr25y;1;38,7;22,3;2024-09-01T20:19:37.678Z;2024-09-04T18:16:44Z;[{'id': 5191362555, 'qualifierId': 141, 'value': '7.8'}, {'id': 5191362557, 'qualifierId': 212, 'value': '10.4'}, {'id': 5191362551, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191362553, 'qualifierId': 140, 'value': '41.9'}, {'id': 5191362559, 'qualifierId': 213, 'value': '5.04'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;41,9;;10,4;7,8;5,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;41,9;7,8;;;;;;;0;0;15;39;Portland Timbers II;939;MC;1,0
2716707881;130;1;1;15;44;ew2zirzye0sw1txr2m33nr25y;1;46,0;8,1;2024-09-01T20:19:42.701Z;2024-09-04T18:16:44Z;[{'id': 5191181369, 'qualifierId': 213, 'value': '2.46'}, {'id': 5191181365, 'qualifierId': 141, 'value': '23.8'}, {'id': 5191181361, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191181363, 'qualifierId': 140, 'value': '33.4'}, {'id': 5191181367, 'qualifierId': 212, 'value': '17.0'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;33,4;;17,0;23,8;2,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;33,4;23,8;;;;;;;0;0;15;44;Portland Timbers II;944;MC;1,0
2716707915;131;1;1;15;46;ew2zirzye0sw1txr2m33nr25y;1;33,4;24,3;2024-09-01T20:19:44.526Z;2024-09-04T18:16:44Z;[{'id': 5191181531, 'qualifierId': 213, 'value': '1.57'}, {'id': 5191181525, 'qualifierId': 140, 'value': '33.5'}, {'id': 5191181527, 'qualifierId': 141, 'value': '60.6'}, {'id': 5191181523, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191181529, 'qualifierId': 212, 'value': '24.7'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;33,5;;24,7;60,6;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;33,5;60,6;;;;;;;0;0;15;46;Portland Timbers II;946;DL;1,0
2716707967;132;1;1;15;50;ew2zirzye0sw1txr2m33nr25y;1;31,8;55,9;2024-09-01T20:19:48.365Z;2024-09-04T18:16:43Z;[{'id': 5191181789, 'qualifierId': 213, 'value': '0.94'}, {'id': 5191181781, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191181787, 'qualifierId': 212, 'value': '19.7'}, {'id': 5191181783, 'qualifierId': 140, 'value': '42.9'}, {'id': 5191181785, 'qualifierId': 141, 'value': '79.2'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;42,9;;19,7;79,2;0,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;42,9;79,2;;;;;;;0;0;15;50;Portland Timbers II;950;DC;1,0
2716708059;133;1;1;15;51;ew2zirzye0sw1txr2m33nr25y;1;44,4;79,4;2024-09-01T20:19:49.741Z;2024-09-04T18:16:43Z;[{'id': 5191182309, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191182311, 'qualifierId': 140, 'value': '44.1'}, {'id': 5191182315, 'qualifierId': 141, 'value': '71.3'}, {'id': 5191182319, 'qualifierId': 212, 'value': '5.5'}, {'id': 5191182321, 'qualifierId': 213, 'value': '4.66'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;44,1;;5,5;71,3;4,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;44,1;71,3;;;;;;;0;0;15;51;Portland Timbers II;951;DC;1,0
2716708113;134;1;1;15;56;ew2zirzye0sw1txr2m33nr25y;1;40,9;67,5;2024-09-01T20:19:54.413Z;2024-09-04T18:16:43Z;[{'id': 5191182603, 'qualifierId': 212, 'value': '9.5'}, {'id': 5191182601, 'qualifierId': 141, 'value': '54.5'}, {'id': 5191182605, 'qualifierId': 213, 'value': '5.09'}, {'id': 5191182597, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191182599, 'qualifierId': 140, 'value': '44.2'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;44,2;;9,5;54,5;5,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;44,2;54,5;;;;;;;0;0;15;56;Portland Timbers II;956;MC;1,0
2716708177;135;1;1;15;59;ew2zirzye0sw1txr2m33nr25y;1;45,3;72,7;2024-09-01T20:19:57.277Z;2024-09-04T18:16:42Z;[{'id': 5191182919, 'qualifierId': 56, 'value': 'Left'}, {'id': 5191182923, 'qualifierId': 141, 'value': '92.8'}, {'id': 5191182927, 'qualifierId': 213, 'value': '0.79'}, {'id': 5191182921, 'qualifierId': 140, 'value': '58.2'}, {'id': 5191182925, 'qualifierId': 212, 'value': '19.2'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;58,2;;19,2;92,8;0,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;58,2;92,8;;;;;;;0;0;15;59;Portland Timbers II;959;MC;1,0
2716708221;136;1;1;16;2;ew2zirzye0sw1txr2m33nr25y;1;46,8;88,7;2024-09-01T20:20:00.285Z;2024-09-04T18:16:42Z;[{'id': 5191183199, 'qualifierId': 212, 'value': '10.6'}, {'id': 5191183197, 'qualifierId': 141, 'value': '76.6'}, {'id': 5191183193, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191183195, 'qualifierId': 140, 'value': '40.4'}, {'id': 5191183201, 'qualifierId': 213, 'value': '4.03'}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;40,4;;10,6;76,6;4,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;40,4;76,6;;;;;;;0;0;16;2;Portland Timbers II;962;FWL;1,0
2716708245;137;1;1;16;4;ew2zirzye0sw1txr2m33nr25y;1;40,4;76,6;2024-09-01T20:20:02.189Z;2024-09-04T18:16:42Z;[{'id': 5191183337, 'qualifierId': 212, 'value': '12.1'}, {'id': 5191183343, 'qualifierId': 213, 'value': '3.84'}, {'id': 5191183325, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191183327, 'qualifierId': 140, 'value': '31.6'}, {'id': 5191183329, 'qualifierId': 141, 'value': '65.2'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;31,6;;12,1;65,2;3,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;31,6;65,2;;;;;;;0;0;16;4;Portland Timbers II;964;MC;1,0
2716708299;138;1;1;16;5;ew2zirzye0sw1txr2m33nr25y;1;31,7;64,7;2024-09-01T20:20:04.173Z;2024-09-04T18:16:41Z;[{'id': 5191183641, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191183647, 'qualifierId': 212, 'value': '25.7'}, {'id': 5191183643, 'qualifierId': 140, 'value': '28.3'}, {'id': 5191183645, 'qualifierId': 141, 'value': '27.2'}, {'id': 5191183649, 'qualifierId': 213, 'value': '4.57'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;28,3;;25,7;27,2;4,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;28,3;27,2;;;;;;;0;0;16;5;Portland Timbers II;965;DC;1,0
2716708375;139;1;1;16;8;ew2zirzye0sw1txr2m33nr25y;1;27,9;26,1;2024-09-01T20:20:07.021Z;2024-09-04T18:16:41Z;[{'id': 5191184081, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191184087, 'qualifierId': 212, 'value': '13.9'}, {'id': 5191184083, 'qualifierId': 140, 'value': '35.1'}, {'id': 5191184085, 'qualifierId': 141, 'value': '9.0'}, {'id': 5191184089, 'qualifierId': 213, 'value': '5.29'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;35,1;;13,9;9,0;5,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;35,1;9,0;;;;;;;0;0;16;8;Portland Timbers II;968;DL;1,0
2716708411;140;1;1;16;12;ew2zirzye0sw1txr2m33nr25y;0;35,5;5,9;2024-09-01T20:20:11.102Z;2024-09-04T18:16:41Z;[{'id': 5191184245, 'qualifierId': 141, 'value': '19.2'}, {'id': 5191184243, 'qualifierId': 140, 'value': '56.4'}, {'id': 5191184247, 'qualifierId': 212, 'value': '23.7'}, {'id': 5191184241, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191184239, 'qualifierId': 155}, {'id': 5191184249, 'qualifierId': 213, 'value': '0.39'}];4h8dml0qrwpqza4kqazp5dnqi;W. Eisner;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;56,4;;23,7;19,2;0,39;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;56,4;19,2;;;;;;;0;0;16;12;Portland Timbers II;972;DR;1,0
2716708443;119;49;1;16;14;5ou8b446l1sl8frblkz3xi17g;1;44,4;71,8;2024-09-01T20:20:13.069Z;2024-09-04T18:19:34Z;[];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;f14kkaub650y9e3s39ttlfcic;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;0;0;16;14;The Town;974;DC;1,0
2716708573;120;1;1;16;17;5ou8b446l1sl8frblkz3xi17g;1;45,0;71,9;2024-09-01T20:20:15.389Z;2024-09-04T18:19:34Z;[{'id': 5191184865, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191184867, 'qualifierId': 140, 'value': '49.0'}, {'id': 5191184873, 'qualifierId': 213, 'value': '5.14'}, {'id': 5191184869, 'qualifierId': 141, 'value': '58.3'}, {'id': 5191184871, 'qualifierId': 212, 'value': '10.2'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;49,0;;10,2;58,3;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;49,0;58,3;;;;;;;0;0;16;17;The Town;977;DC;1,0
2716708619;121;1;1;16;21;5ou8b446l1sl8frblkz3xi17g;1;52,5;51,4;2024-09-01T20:20:19.324Z;2024-09-04T18:19:34Z;[{'id': 5191185129, 'qualifierId': 140, 'value': '62.2'}, {'id': 5191185127, 'qualifierId': 56, 'value': 'Center'}, {'id': 5191185135, 'qualifierId': 213, 'value': '5.28'}, {'id': 5191185131, 'qualifierId': 141, 'value': '28.1'}, {'id': 5191185133, 'qualifierId': 212, 'value': '18.8'}];3f5g2kijev81v9nzwsyxwiiju;A. Moreno;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;62,2;;18,8;28,1;5,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;62,2;28,1;;;;;;;0;0;16;21;The Town;981;MC;1,0
2716708667;122;1;1;16;24;5ou8b446l1sl8frblkz3xi17g;1;56,5;27,8;2024-09-01T20:20:22.269Z;2024-09-04T18:19:33Z;[{'id': 5191185381, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191185387, 'qualifierId': 212, 'value': '21.3'}, {'id': 5191185383, 'qualifierId': 140, 'value': '36.3'}, {'id': 5191185385, 'qualifierId': 141, 'value': '25.2'}, {'id': 5191185389, 'qualifierId': 213, 'value': '3.22'}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;36,3;;21,3;25,2;3,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;36,3;25,2;;;;;;;0;0;16;24;The Town;984;FWR;1,0
2716708723;123;1;1;16;26;5ou8b446l1sl8frblkz3xi17g;1;36,3;25,2;2024-09-01T20:20:24.461Z;2024-09-04T18:19:33Z;[{'id': 5191185631, 'qualifierId': 213, 'value': '2.28'}, {'id': 5191185619, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191185627, 'qualifierId': 212, 'value': '21.7'}, {'id': 5191185621, 'qualifierId': 140, 'value': '22.9'}, {'id': 5191185625, 'qualifierId': 141, 'value': '49.5'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;22,9;;21,7;49,5;2,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;22,9;49,5;;;;;;;0;0;16;26;The Town;986;DC;1,0
2716708853;124;1;1;16;29;5ou8b446l1sl8frblkz3xi17g;1;22,9;49,5;2024-09-01T20:20:27.213Z;2024-09-04T18:19:33Z;[{'id': 5191186455, 'qualifierId': 141, 'value': '70.6'}, {'id': 5191186453, 'qualifierId': 140, 'value': '28.9'}, {'id': 5191186457, 'qualifierId': 212, 'value': '15.7'}, {'id': 5191186451, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191186459, 'qualifierId': 213, 'value': '1.16'}];aja8uwk6vyjzzd5nvkh7pbtux;T. Muse;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;28,9;;15,7;70,6;1,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;28,9;70,6;;;;;;;0;0;16;29;The Town;989;GK;1,0
2716708987;125;1;1;16;35;5ou8b446l1sl8frblkz3xi17g;1;30,9;70,9;2024-09-01T20:20:33.661Z;2024-09-04T18:19:32Z;[{'id': 5191187181, 'qualifierId': 213, 'value': '4.61'}, {'id': 5191187179, 'qualifierId': 212, 'value': '24.9'}, {'id': 5191187175, 'qualifierId': 140, 'value': '28.5'}, {'id': 5191187173, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191187177, 'qualifierId': 141, 'value': '34.4'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;28,5;;24,9;34,4;4,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;28,5;34,4;;;;;;;0;0;16;35;The Town;995;DC;1,0
2716709071;126;1;1;16;42;5ou8b446l1sl8frblkz3xi17g;1;33,8;27,8;2024-09-01T20:20:40.684Z;2024-09-04T18:19:32Z;[{'id': 5191187729, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191187735, 'qualifierId': 212, 'value': '18.7'}, {'id': 5191187737, 'qualifierId': 213, 'value': '2.40'}, {'id': 5191187733, 'qualifierId': 141, 'value': '46.5'}, {'id': 5191187731, 'qualifierId': 140, 'value': '20.7'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;f14kkaub650y9e3s39ttlfcic;Pass;;;;;;;;;;;20,7;;18,7;46,5;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;20,7;46,5;;;;;;;0;0;16;42;The Town;1002;DC;1,0
