id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_PlayerPosition;value_Involved;value_TeamKit;value_JerseyNumber;value_Resume;value_TeamPlayerFormation;value_Captain;value_DirectionOfPlay;value_Zone;value_Angle;value_KickOff;value_PassEndX;value_Length;value_PassEndY;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Direct;value_Foul;value_AttemptedTackle;value_Defensive;value_Offensive;value_FreeKickTaken;value_IntendedTackleTarget;value_TouchTypeControl;value_Chipped;value_TakeOnOvertake;value_LeftFooted;value_Cross;value_InSwinger;value_Shove/Push;value_DeletedEventType;value_NextEventGoalKick;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeClearance;value_LayOff;value_SwitchOfPlay;value_GoalKick;value_Low;value_HeadPass;value_Head;value_RightFooted;value_PlayersCaughtOffside;value_Indirect;value_FlickOn;value_BlockedPass;value_IntentionalAssist;value_Assist;value_GkX;value_RegularPlay;value_Assisted;value_HighRight;value_GoalmouthY;value_FirstTouch;value_RelatedEventId;value_GoalmouthZ;value_BoxCentre;value_GkY;value_High;value_BigChance;value_SmallBoxCentre;value_GoalShotGameClock;value_GoalShotTimestamp;value_NotAssisted;value_GkYTimeOfGoal;value_FantasyAssistedBy;value_LowLeft;value_FantasyAssistType;value_GkXTimeOfGoal;value_FantasyAssistTeam;value_FantasyAssistId;value_NotVisible;value_OutSwinger;value_ShirtPull/Holding;value_TakeOnSpace;value_YellowCard;value_TacticalFoul;value_LowGkIntervention;value_KeeperThrow;value_Dissent;value_BlockedCross;value_Right;value_Left;value_CornerTaken;value_HighGkIntervention;value_HighClaim;value_BlockedY;value_BlockedX;value_BoxLeft;value_LowRight;value_Diving;value_ParriedDanger;value_Hands;value_VideoCoverageLost;value_Blocked;value_LowCentre;value_OutOfBoxCentre;value_IndividualPlay;value_DefBlock;value_RecklessOffence;value_SixYardBlocked;value_SavedOffLine;value_LastLine;value_Handball;value_TouchTypePass;value_FastBreak;value_FreeKick;value_35Centre;value_NotPastGoalLine;value_SmallBoxRight;value_FromCorner;value_ThroughBall;value_Weak;value_SetPiece;value_SmallBoxLeft;value_CloseRight;value_Minutes;value_MediumGkIntervention;value_OverArm;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Injury;value_InjuredPlayerId;value_CloseLeft;value_SwerveRight;value_BoxRight;value_Volley;value_HighLeft;value_Penalty;value_PenaltyTakerId;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Straight;value_DrivenCross;value_Collected;value_GkKickFromHands;value_HighCentre;value_Standing;value_ParriedSafe;value_Defensive1V1;value_TimeWasting;value_GkHoof;value_Simulation;value_CloseHigh;value_SwerveLeft;value_OtherObstacle;value_CloseLeftAndHigh;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2673012995;108;1;1;13;40;bd0378yx50xpdcgwkt9p9bmz8;1;30,5;14,3;2024-04-14T18:17:07.621Z;2024-04-14T18:17:09Z;[{'id': 4951847177, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951847183, 'qualifierId': 212, 'value': '15.3'}, {'id': 4951847185, 'qualifierId': 213, 'value': '1.15'}, {'id': 4951847173, 'qualifierId': 5}, {'id': 4951847175, 'qualifierId': 241}, {'id': 4951847179, 'qualifierId': 140, 'value': '36.4'}, {'id': 4951847181, 'qualifierId': 141, 'value': '34.8'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;1,15;;36,4;15,3;34,8;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;36,4;34,8;;;;;;;;0;13;40;Toronto II;820;DC;1,0
2673013003;109;1;1;13;41;bd0378yx50xpdcgwkt9p9bmz8;0;36,4;34,8;2024-04-14T18:17:08.933Z;2024-04-17T11:39:44Z;[{'id': 4951847243, 'qualifierId': 213, 'value': '5.33'}, {'id': 4951847241, 'qualifierId': 212, 'value': '10.9'}, {'id': 4951847235, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951847237, 'qualifierId': 140, 'value': '42.4'}, {'id': 4951847239, 'qualifierId': 141, 'value': '21.8'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;5,33;;42,4;10,9;21,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;42,4;21,8;;;;;;;;0;13;41;Toronto II;821;MC;1,0
2673013027;106;49;1;13;43;29nx7yxy1rdqv2oobqn5pjf8p;1;62,6;84,7;2024-04-14T18:17:11.454Z;2024-04-14T18:17:11Z;[];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;c5kex9ls9yntut3qugnj2mcd0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;13;43;Cincinnati II;823;FW;1,0
2673013063;107;1;1;13;44;29nx7yxy1rdqv2oobqn5pjf8p;1;62,6;84,7;2024-04-14T18:17:11.771Z;2024-04-14T18:17:13Z;[{'id': 4951847621, 'qualifierId': 213, 'value': '5.02'}, {'id': 4951847619, 'qualifierId': 212, 'value': '15.7'}, {'id': 4951847617, 'qualifierId': 141, 'value': '62.7'}, {'id': 4951847613, 'qualifierId': 56, 'value': 'Center'}, {'id': 4951847615, 'qualifierId': 140, 'value': '67.1'}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;5,02;;67,1;15,7;62,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;67,1;62,7;;;;;;;;0;13;44;Cincinnati II;824;FW;1,0
2673013093;108;1;1;13;46;29nx7yxy1rdqv2oobqn5pjf8p;1;65,4;63,0;2024-04-14T18:17:13.640Z;2024-04-14T18:17:17Z;[{'id': 4951847903, 'qualifierId': 213, 'value': '5.20'}, {'id': 4951847907, 'qualifierId': 1}, {'id': 4951847895, 'qualifierId': 140, 'value': '83.2'}, {'id': 4951847893, 'qualifierId': 56, 'value': 'Right'}, {'id': 4951847897, 'qualifierId': 141, 'value': '11.7'}, {'id': 4951847899, 'qualifierId': 212, 'value': '39.6'}];d5del7kcf1zgkd2uvhius8y22;C. Sharp;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;5,2;;83,2;39,6;11,7;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;83,2;11,7;;;;;;;;0;13;46;Cincinnati II;826;FW;1,0
2673013109;109;1;1;13;49;29nx7yxy1rdqv2oobqn5pjf8p;0;87,8;17,1;2024-04-14T18:17:17.453Z;2024-04-17T11:40:03Z;[{'id': 4951847999, 'qualifierId': 140, 'value': '87.6'}, {'id': 4951848001, 'qualifierId': 141, 'value': '44.6'}, {'id': 4957565565, 'qualifierId': 20}, {'id': 4957565563, 'qualifierId': 224}, {'id': 4951847997, 'qualifierId': 56, 'value': 'Center'}, {'id': 4951848005, 'qualifierId': 213, 'value': '1.58'}, {'id': 4951848003, 'qualifierId': 212, 'value': '18.7'}, {'id': 4951847993, 'qualifierId': 2}];5qfwg7j8xrfv19ouu4gvrs00k;N. Edwards;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;1,58;;87,6;18,7;44,6;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;87,6;44,6;;;;;;;;0;13;49;Cincinnati II;829;DMR;1,0
2673013181;110;12;1;13;52;bd0378yx50xpdcgwkt9p9bmz8;1;8,8;57,2;2024-04-14T18:17:19.494Z;2024-04-14T18:17:23Z;[{'id': 4951848401, 'qualifierId': 212, 'value': '26.6'}, {'id': 4951848403, 'qualifierId': 213, 'value': '1.36'}, {'id': 4951848395, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951848397, 'qualifierId': 140, 'value': '14.2'}, {'id': 4951848399, 'qualifierId': 141, 'value': '95.4'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;c5kex9ls9yntut3qugnj2mcd0;Clearance;;;;;;;;;;;1,36;;14,2;26,6;95,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;14,2;95,4;;;;;;;;0;13;52;Toronto II;832;DC;1,0
2673013193;111;49;1;13;55;bd0378yx50xpdcgwkt9p9bmz8;1;12,0;95,1;2024-04-14T18:17:23.318Z;2024-04-14T18:17:23Z;[];39t59x9q2xumbn2hphk7urp7u;I. Foster;;;c5kex9ls9yntut3qugnj2mcd0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;13;55;Toronto II;835;DML;1,0
2673013223;112;1;1;13;56;bd0378yx50xpdcgwkt9p9bmz8;1;12,0;95,1;2024-04-14T18:17:24.342Z;2024-04-14T18:17:25Z;[{'id': 4951848581, 'qualifierId': 212, 'value': '6.6'}, {'id': 4951848579, 'qualifierId': 141, 'value': '87.2'}, {'id': 4951848575, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951848583, 'qualifierId': 213, 'value': '5.34'}, {'id': 4951848577, 'qualifierId': 140, 'value': '15.7'}];39t59x9q2xumbn2hphk7urp7u;I. Foster;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;5,34;;15,7;6,6;87,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;15,7;87,2;;;;;;;;0;13;56;Toronto II;836;DML;1,0
2673013233;113;1;1;13;58;bd0378yx50xpdcgwkt9p9bmz8;0;14,1;89,3;2024-04-14T18:17:25.654Z;2024-04-14T18:17:26Z;[{'id': 4951848613, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951848615, 'qualifierId': 140, 'value': '18.1'}, {'id': 4951848617, 'qualifierId': 141, 'value': '100.0'}, {'id': 4951848621, 'qualifierId': 213, 'value': '1.11'}, {'id': 4951848619, 'qualifierId': 212, 'value': '9.4'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;1,11;;18,1;9,4;100,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;18,1;100,0;;;;;;;;0;13;58;Toronto II;838;MC;1,0
2673013385;110;5;1;13;58;29nx7yxy1rdqv2oobqn5pjf8p;1;82,4;-1,8;2024-04-14T18:17:26.033Z;2024-04-14T18:59:57Z;[{'id': 4951849599, 'qualifierId': 233, 'value': '114'}, {'id': 4951849545, 'qualifierId': 347}, {'id': 4951849543, 'qualifierId': 56, 'value': 'Right'}];5qfwg7j8xrfv19ouu4gvrs00k;N. Edwards;;;c5kex9ls9yntut3qugnj2mcd0;Out;;;;;;;;;;;;;;;;;;114,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;13;58;Cincinnati II;838;DMR;1,0
2673013239;114;5;1;13;58;bd0378yx50xpdcgwkt9p9bmz8;0;17,6;101,8;2024-04-14T18:17:26.033Z;2024-04-14T18:59:58Z;[{'id': 4951848647, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951848649, 'qualifierId': 347}, {'id': 4951849605, 'qualifierId': 233, 'value': '110'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;c5kex9ls9yntut3qugnj2mcd0;Out;;;;;;;;;;;;;;;;;;110,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;13;58;Toronto II;838;MC;1,0
2673013419;111;1;1;14;9;29nx7yxy1rdqv2oobqn5pjf8p;1;79,4;0,0;2024-04-14T18:17:37.126Z;2024-04-14T18:17:39Z;[{'id': 4951849749, 'qualifierId': 141, 'value': '7.0'}, {'id': 4951849753, 'qualifierId': 213, 'value': '2.90'}, {'id': 4951849747, 'qualifierId': 140, 'value': '60.5'}, {'id': 4951849751, 'qualifierId': 212, 'value': '20.4'}, {'id': 4951849745, 'qualifierId': 56, 'value': 'Right'}, {'id': 4951849743, 'qualifierId': 107}];5qfwg7j8xrfv19ouu4gvrs00k;N. Edwards;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;2,9;;60,5;20,4;7,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;60,5;7,0;;;;;;;;0;14;9;Cincinnati II;849;DMR;1,0
2673013487;112;1;1;14;12;29nx7yxy1rdqv2oobqn5pjf8p;1;60,2;2,8;2024-04-14T18:17:39.628Z;2024-04-14T18:17:43Z;[{'id': 4951850159, 'qualifierId': 212, 'value': '17.4'}, {'id': 4951850161, 'qualifierId': 213, 'value': '2.56'}, {'id': 4951850157, 'qualifierId': 141, 'value': '16.8'}, {'id': 4951850155, 'qualifierId': 140, 'value': '46.3'}, {'id': 4951850153, 'qualifierId': 56, 'value': 'Back'}];u5v1owoegnvaqvk214qlvh90;T. Pusztahegyi;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;2,56;;46,3;17,4;16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;46,3;16,8;;;;;;;;0;14;12;Cincinnati II;852;DC;1,0
2673013559;113;1;1;14;16;29nx7yxy1rdqv2oobqn5pjf8p;1;45,6;21,3;2024-04-14T18:17:43.595Z;2024-04-14T18:17:48Z;[{'id': 4951850569, 'qualifierId': 213, 'value': '5.63'}, {'id': 4951850567, 'qualifierId': 212, 'value': '14.4'}, {'id': 4951850565, 'qualifierId': 141, 'value': '8.5'}, {'id': 4951850563, 'qualifierId': 140, 'value': '56.5'}, {'id': 4951850561, 'qualifierId': 56, 'value': 'Right'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;5,63;;56,5;14,4;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;56,5;8,5;;;;;;;;0;14;16;Cincinnati II;856;DC;1,0
2673013639;114;1;1;14;21;29nx7yxy1rdqv2oobqn5pjf8p;1;65,4;7,9;2024-04-14T18:17:48.581Z;2024-04-14T18:17:54Z;[{'id': 4951851007, 'qualifierId': 140, 'value': '48.6'}, {'id': 4951851011, 'qualifierId': 212, 'value': '18.0'}, {'id': 4951851005, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951851009, 'qualifierId': 141, 'value': '13.4'}, {'id': 4951851013, 'qualifierId': 213, 'value': '2.93'}];u5v1owoegnvaqvk214qlvh90;T. Pusztahegyi;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;2,93;;48,6;18,0;13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;48,6;13,4;;;;;;;;0;14;21;Cincinnati II;861;DC;1,0
2673013685;115;1;1;14;27;29nx7yxy1rdqv2oobqn5pjf8p;0;45,8;28,0;2024-04-14T18:17:54.649Z;2024-04-14T18:17:58Z;[{'id': 4951851317, 'qualifierId': 56, 'value': 'Left'}, {'id': 4951851323, 'qualifierId': 212, 'value': '52.7'}, {'id': 4951851325, 'qualifierId': 213, 'value': '1.23'}, {'id': 4951851327, 'qualifierId': 1}, {'id': 4951851313, 'qualifierId': 155}, {'id': 4951851315, 'qualifierId': 196}, {'id': 4951851321, 'qualifierId': 141, 'value': '100.0'}, {'id': 4951851319, 'qualifierId': 140, 'value': '62.7'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;1,23;;62,7;52,7;100,0;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;62,7;100,0;;;;;;;;0;14;27;Cincinnati II;867;DC;1,0
2673013775;115;5;1;14;30;bd0378yx50xpdcgwkt9p9bmz8;1;31,2;-1,5;2024-04-14T18:17:57.963Z;2024-04-14T18:59:58Z;[{'id': 4951851891, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951851893, 'qualifierId': 347}, {'id': 4951851993, 'qualifierId': 233, 'value': '116'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;c5kex9ls9yntut3qugnj2mcd0;Out;;;;;;;;;;;;;;;;;;116,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;;0;14;30;Toronto II;870;MC;1,0
2673013689;116;5;1;14;30;29nx7yxy1rdqv2oobqn5pjf8p;0;68,8;101,5;2024-04-14T18:17:57.963Z;2024-04-14T18:18:06Z;[{'id': 4951851345, 'qualifierId': 347}, {'id': 4951851343, 'qualifierId': 56, 'value': 'Left'}, {'id': 4951852011, 'qualifierId': 233, 'value': '115'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;c5kex9ls9yntut3qugnj2mcd0;Out;;;;;;;;;;;;;;;;;;115,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;14;30;Cincinnati II;870;DC;1,0
2673013811;116;1;1;14;38;bd0378yx50xpdcgwkt9p9bmz8;1;25,0;0,0;2024-04-14T18:18:05.831Z;2024-04-14T18:18:07Z;[{'id': 4951852053, 'qualifierId': 141, 'value': '18.5'}, {'id': 4951852055, 'qualifierId': 212, 'value': '13.9'}, {'id': 4951852049, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951852057, 'qualifierId': 213, 'value': '1.60'}, {'id': 4951852051, 'qualifierId': 140, 'value': '24.6'}, {'id': 4951852047, 'qualifierId': 107}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;1,6;;24,6;13,9;18,5;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;24,6;18,5;;;;;;;;0;14;38;Toronto II;878;DMR;1,0
2673013859;117;1;1;14;39;bd0378yx50xpdcgwkt9p9bmz8;1;24,8;18,8;2024-04-14T18:18:07.383Z;2024-04-14T18:18:10Z;[{'id': 4951852365, 'qualifierId': 140, 'value': '12.8'}, {'id': 4951852363, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951852371, 'qualifierId': 213, 'value': '2.12'}, {'id': 4951852367, 'qualifierId': 141, 'value': '48.8'}, {'id': 4951852369, 'qualifierId': 212, 'value': '24.0'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;2,12;;12,8;24,0;48,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;12,8;48,8;;;;;;;;0;14;39;Toronto II;879;DC;1,0
2673013903;118;1;1;14;43;bd0378yx50xpdcgwkt9p9bmz8;1;23,1;49,3;2024-04-14T18:18:10.503Z;2024-04-14T18:18:14Z;[{'id': 4951852635, 'qualifierId': 140, 'value': '7.2'}, {'id': 4951852629, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951852649, 'qualifierId': 212, 'value': '16.7'}, {'id': 4951852655, 'qualifierId': 213, 'value': '3.08'}, {'id': 4951852641, 'qualifierId': 141, 'value': '50.7'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;3,08;;7,2;16,7;50,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;7,2;50,7;;;;;;;;0;14;43;Toronto II;883;DC;1,0
2673013977;119;1;1;14;47;bd0378yx50xpdcgwkt9p9bmz8;1;7,2;50,7;2024-04-14T18:18:14.743Z;2024-04-14T18:18:21Z;[{'id': 4951853077, 'qualifierId': 212, 'value': '28.8'}, {'id': 4951853069, 'qualifierId': 56, 'value': 'Back'}, {'id': 4951853079, 'qualifierId': 213, 'value': '1.24'}, {'id': 4951853075, 'qualifierId': 141, 'value': '90.8'}, {'id': 4951853073, 'qualifierId': 140, 'value': '16.0'}];b82dmhiv5rfrczfcx26cnvo16;H. Morse;;;c5kex9ls9yntut3qugnj2mcd0;Pass;;;;;;;;;;;1,24;;16,0;28,8;90,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;16,0;90,8;;;;;;;;0;14;47;Toronto II;887;GK;1,0
