id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_TeamFormation;value_PlayerPosition;value_Involved;value_TeamKit;value_Resume;value_TeamPlayerFormation;value_Captain;value_JerseyNumber;value_DirectionOfPlay;value_Zone;value_PassEndX;value_Length;value_IntentionalAssist;value_PassEndY;value_Angle;value_Assist;value_RegularPlay;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_RelatedEventId;value_LowCentre;value_GkX;value_RightFooted;value_Assisted;value_BoxCentre;value_GoalmouthZ;value_GkY;value_GkYTimeOfGoal;value_GoalmouthY;value_LongBall;value_Launch;value_NotVisible;value_DeletedEventType;value_KickOff;value_TouchTypePass;value_OppositeRelatedEventId;value_AttemptedTackle;value_Direct;value_Foul;value_Defensive;value_Offensive;value_FreeKickTaken;value_LeftFooted;value_Cross;value_Chipped;value_OutSwinger;value_Head;value_NextEventGoalKick;value_GoalKick;value_Low;value_CloseRight;value_BoxRight;value_TouchTypeControl;value_TouchTypeClearance;value_BlockedY;value_NotAssisted;value_BlockedX;value_FirstTouch;value_Blocked;value_OutOfBoxCentre;value_DefBlock;value_IntendedTackleTarget;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_HeadPass;value_LayOff;value_IndividualPlay;value_HighRight;value_BoxLeft;value_TakeOnSpace;value_LowLeft;value_Stooping;value_ParriedDanger;value_LowGkIntervention;value_Feet;value_BlockedPass;value_BlockedCross;value_KeeperThrow;value_PlayersCaughtOffside;value_ShirtPull/Holding;value_Standing;value_Collected;value_MediumGkIntervention;value_Hands;value_Left;value_Right;value_InSwinger;value_CornerTaken;value_TakeOnOvertake;value_Overrun;value_Shove/Push;value_DrivenCross;value_Straight;value_1On1;value_BigChance;value_LowRight;value_DrinksBreak;value_RefereeDelay;value_Tap;value_TempBlocked;value_CloseHigh;value_FlickOn;value_YellowCard;value_RecklessOffence;value_SwitchOfPlay;value_Minutes;value_OverArm;value_EndType;value_FastBreak;value_High;value_Volley;value_KeeperTouched;value_TimeWasting;value_HighGkIntervention;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_GkKickFromHands;value_TacticalFoul;value_LeadingToGoal;value_HighCentre;value_FromCorner;value_Fingertip;value_Diving;value_Indirect;value_HitWoodwork;value_FloatedCross;value_HitBar;value_ParriedSafe;value_SixYardBlocked;value_SmallBoxRight;value_IncorrectOutOfPlayDecision;value_SmallBoxCentre;value_InjuredPlayerId;value_Injury;value_OverhitCross;value_BlockedClearance;value_CaptainChange;value_FollowsADribble;value_GameEnd;value_CloseLeft;value_35Centre;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2714638473;93;52;1;26;38;6ddsx316t3j0z6nolrky9k4r8;1;3,5;49,0;2024-08-28T21:04:31.483Z;2024-09-04T12:10:52Z;[{'id': 5195610757, 'qualifierId': 376}];3o4uxnvpnf3cwjs3srwegxp90;W. Meyer;;;dovq58lh0wixpngarrcqxw45w;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;26;38;Orlando City B;1598;GK;1,0
2714638515;95;1;1;26;54;6ddsx316t3j0z6nolrky9k4r8;1;12,7;52,8;2024-08-28T21:04:47.522Z;2024-09-04T12:11:03Z;[{'id': 5179895417, 'qualifierId': 212, 'value': '22.8'}, {'id': 5179895413, 'qualifierId': 140, 'value': '26.2'}, {'id': 5179895409, 'qualifierId': 123}, {'id': 5179895419, 'qualifierId': 213, 'value': '0.90'}, {'id': 5179895415, 'qualifierId': 141, 'value': '79.0'}, {'id': 5179895411, 'qualifierId': 56, 'value': 'Back'}, {'id': 5195610805, 'qualifierId': 189}];3o4uxnvpnf3cwjs3srwegxp90;W. Meyer;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;26,2;22,8;;79,0;0,9;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;26,2;79,0;;;;;;;0;0;26;54;Orlando City B;1614;GK;1,0
2714638539;96;1;1;26;56;6ddsx316t3j0z6nolrky9k4r8;0;29,7;78,4;2024-08-28T21:04:50.147Z;2024-08-28T21:04:54Z;[{'id': 5179895549, 'qualifierId': 141, 'value': '100.0'}, {'id': 5179895545, 'qualifierId': 56, 'value': 'Left'}, {'id': 5179895543, 'qualifierId': 155}, {'id': 5179895551, 'qualifierId': 212, 'value': '65.3'}, {'id': 5179895555, 'qualifierId': 1}, {'id': 5179895553, 'qualifierId': 213, 'value': '0.24'}, {'id': 5179895547, 'qualifierId': 140, 'value': '90.1'}];1ni0mewxcbo26d1xxetkdy3ca;M. Leong;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;90,1;65,3;;100,0;0,24;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;90,1;100,0;;;;;;;0;0;26;56;Orlando City B;1616;DC;1,0
2714638567;94;5;1;26;59;479lsfr4cwlzewpbuda3y2xv4;1;11,2;-1,2;2024-08-28T21:04:52.317Z;2024-08-28T21:42:04Z;[{'id': 5179895693, 'qualifierId': 347}, {'id': 5179895691, 'qualifierId': 56, 'value': 'Back'}, {'id': 5179932555, 'qualifierId': 233, 'value': '97'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;dovq58lh0wixpngarrcqxw45w;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;26;59;New York City II;1619;DC;1,0
2714638541;97;5;1;26;59;6ddsx316t3j0z6nolrky9k4r8;0;88,8;101,2;2024-08-28T21:04:52.317Z;2024-08-28T21:42:04Z;[{'id': 5179895557, 'qualifierId': 56, 'value': 'Left'}, {'id': 5179895559, 'qualifierId': 347}, {'id': 5179932567, 'qualifierId': 233, 'value': '94'}];1ni0mewxcbo26d1xxetkdy3ca;M. Leong;;;dovq58lh0wixpngarrcqxw45w;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;26;59;Orlando City B;1619;DC;1,0
2714638585;95;1;1;27;7;479lsfr4cwlzewpbuda3y2xv4;1;16,4;0,0;2024-08-28T21:05:00.975Z;2024-08-28T21:05:03Z;[{'id': 5179895779, 'qualifierId': 1}, {'id': 5179895767, 'qualifierId': 107}, {'id': 5179895771, 'qualifierId': 140, 'value': '8.0'}, {'id': 5179895775, 'qualifierId': 212, 'value': '23.4'}, {'id': 5179895773, 'qualifierId': 141, 'value': '30.6'}, {'id': 5179895777, 'qualifierId': 213, 'value': '1.96'}, {'id': 5179895769, 'qualifierId': 56, 'value': 'Back'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;8,0;23,4;;30,6;1,96;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;8,0;30,6;;;;;;;0;0;27;7;New York City II;1627;DL;1,0
2714638595;96;1;1;27;10;479lsfr4cwlzewpbuda3y2xv4;1;8,3;31,9;2024-08-28T21:05:03.696Z;2024-08-28T21:05:07Z;[{'id': 5179895823, 'qualifierId': 140, 'value': '10.3'}, {'id': 5179895827, 'qualifierId': 212, 'value': '9.4'}, {'id': 5179895825, 'qualifierId': 141, 'value': '45.4'}, {'id': 5179895821, 'qualifierId': 56, 'value': 'Back'}, {'id': 5179895829, 'qualifierId': 213, 'value': '1.35'}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;10,3;9,4;;45,4;1,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;10,3;45,4;;;;;;;0;0;27;10;New York City II;1630;GK;1,0
2714638607;97;1;1;27;14;479lsfr4cwlzewpbuda3y2xv4;1;11,7;46,9;2024-08-28T21:05:07.504Z;2024-08-28T21:05:08Z;[{'id': 5179895883, 'qualifierId': 56, 'value': 'Back'}, {'id': 5179895889, 'qualifierId': 212, 'value': '15.6'}, {'id': 5179895885, 'qualifierId': 140, 'value': '19.3'}, {'id': 5179895887, 'qualifierId': 141, 'value': '66.6'}, {'id': 5179895891, 'qualifierId': 213, 'value': '1.03'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;19,3;15,6;;66,6;1,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;19,3;66,6;;;;;;;0;0;27;14;New York City II;1634;DC;1,0
2714638623;98;1;1;27;15;479lsfr4cwlzewpbuda3y2xv4;1;19,0;67,2;2024-08-28T21:05:08.863Z;2024-08-28T21:05:11Z;[{'id': 5179895979, 'qualifierId': 213, 'value': '4.30'}, {'id': 5179895971, 'qualifierId': 56, 'value': 'Back'}, {'id': 5179895975, 'qualifierId': 141, 'value': '49.1'}, {'id': 5179895973, 'qualifierId': 140, 'value': '13.9'}, {'id': 5179895977, 'qualifierId': 212, 'value': '13.4'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;13,9;13,4;;49,1;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;13,9;49,1;;;;;;;0;0;27;15;New York City II;1635;DC;1,0
2714638633;99;1;1;27;18;479lsfr4cwlzewpbuda3y2xv4;1;14,0;48,7;2024-08-28T21:05:11.343Z;2024-08-28T21:05:14Z;[{'id': 5179896041, 'qualifierId': 213, 'value': '5.24'}, {'id': 5179896035, 'qualifierId': 140, 'value': '25.0'}, {'id': 5179896039, 'qualifierId': 212, 'value': '23.0'}, {'id': 5179896033, 'qualifierId': 56, 'value': 'Back'}, {'id': 5179896037, 'qualifierId': 141, 'value': '19.5'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;25,0;23,0;;19,5;5,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;25,0;19,5;;;;;;;0;0;27;18;New York City II;1638;DC;1,0
2714638661;100;1;1;27;21;479lsfr4cwlzewpbuda3y2xv4;1;26,2;17,4;2024-08-28T21:05:14.736Z;2024-08-28T21:05:20Z;[{'id': 5179896173, 'qualifierId': 155}, {'id': 5179896175, 'qualifierId': 56, 'value': 'Right'}, {'id': 5179896179, 'qualifierId': 141, 'value': '12.8'}, {'id': 5179896177, 'qualifierId': 140, 'value': '58.3'}, {'id': 5179896183, 'qualifierId': 213, 'value': '6.19'}, {'id': 5179896181, 'qualifierId': 212, 'value': '33.8'}, {'id': 5179896185, 'qualifierId': 1}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;58,3;33,8;;12,8;6,19;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;58,3;12,8;;;;;;;0;0;27;21;New York City II;1641;DL;1,0
2714638667;101;4;1;27;27;479lsfr4cwlzewpbuda3y2xv4;1;58,7;11,4;2024-08-28T21:05:20.623Z;2024-08-28T21:31:58Z;[{'id': 5179896237, 'qualifierId': 265}, {'id': 5179896229, 'qualifierId': 13}, {'id': 5179896239, 'qualifierId': 286}, {'id': 5179896255, 'qualifierId': 233, 'value': '98'}, {'id': 5179896231, 'qualifierId': 56, 'value': 'Right'}, {'id': 5179896235, 'qualifierId': 152}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;dovq58lh0wixpngarrcqxw45w;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,0;1,0;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;27;27;New York City II;1647;FW;1,0
2714638665;98;4;1;27;27;6ddsx316t3j0z6nolrky9k4r8;0;41,3;88,6;2024-08-28T21:05:20.624Z;2024-08-28T21:31:58Z;[{'id': 5179896217, 'qualifierId': 13}, {'id': 5179896223, 'qualifierId': 265}, {'id': 5179896263, 'qualifierId': 233, 'value': '101'}, {'id': 5179896221, 'qualifierId': 152}, {'id': 5179896225, 'qualifierId': 285}, {'id': 5179896219, 'qualifierId': 56, 'value': 'Back'}];1cfm4ne1po0mld4bl37deg36c;J. Shore;;;dovq58lh0wixpngarrcqxw45w;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101,0;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;27;27;Orlando City B;1647;DML;1,0
2714638699;102;1;1;27;35;479lsfr4cwlzewpbuda3y2xv4;1;57,5;12,9;2024-08-28T21:05:28.767Z;2024-08-28T21:05:34Z;[{'id': 5179896487, 'qualifierId': 213, 'value': '2.75'}, {'id': 5179896475, 'qualifierId': 5}, {'id': 5179896479, 'qualifierId': 56, 'value': 'Back'}, {'id': 5179896477, 'qualifierId': 152}, {'id': 5179896483, 'qualifierId': 141, 'value': '27.9'}, {'id': 5179896481, 'qualifierId': 140, 'value': '34.0'}, {'id': 5179896485, 'qualifierId': 212, 'value': '26.7'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;34,0;26,7;;27,9;2,75;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;34,0;27,9;;;;;;;0;0;27;35;New York City II;1655;DR;1,0
2714638707;103;1;1;27;40;479lsfr4cwlzewpbuda3y2xv4;1;36,9;44,8;2024-08-28T21:05:33.951Z;2024-08-28T21:05:35Z;[{'id': 5179896533, 'qualifierId': 212, 'value': '19.1'}, {'id': 5179896531, 'qualifierId': 141, 'value': '72.4'}, {'id': 5179896535, 'qualifierId': 213, 'value': '1.37'}, {'id': 5179896529, 'qualifierId': 140, 'value': '40.5'}, {'id': 5179896527, 'qualifierId': 56, 'value': 'Back'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;40,5;19,1;;72,4;1,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;40,5;72,4;;;;;;;0;0;27;40;New York City II;1660;DC;1,0
2714638717;104;1;1;27;42;479lsfr4cwlzewpbuda3y2xv4;1;40,6;73,9;2024-08-28T21:05:35.728Z;2024-08-28T21:05:38Z;[{'id': 5179896577, 'qualifierId': 212, 'value': '12.2'}, {'id': 5179896575, 'qualifierId': 141, 'value': '67.6'}, {'id': 5179896571, 'qualifierId': 56, 'value': 'Center'}, {'id': 5179896579, 'qualifierId': 213, 'value': '5.93'}, {'id': 5179896573, 'qualifierId': 140, 'value': '51.5'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;51,5;12,2;;67,6;5,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;51,5;67,6;;;;;;;0;0;27;42;New York City II;1662;DC;1,0
2714638729;105;1;1;27;45;479lsfr4cwlzewpbuda3y2xv4;1;51,5;67,2;2024-08-28T21:05:38.672Z;2024-08-28T21:05:41Z;[{'id': 5179896669, 'qualifierId': 212, 'value': '6.7'}, {'id': 5179896665, 'qualifierId': 140, 'value': '56.6'}, {'id': 5179896663, 'qualifierId': 56, 'value': 'Center'}, {'id': 5179896667, 'qualifierId': 141, 'value': '61.4'}, {'id': 5179896671, 'qualifierId': 213, 'value': '5.65'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;56,6;6,7;;61,4;5,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;56,6;61,4;;;;;;;0;0;27;45;New York City II;1665;MC;1,0
2714638733;106;4;1;27;48;479lsfr4cwlzewpbuda3y2xv4;1;57,8;63,2;2024-08-28T21:05:41.584Z;2024-09-04T12:12:53Z;[{'id': 5179896727, 'qualifierId': 233, 'value': '99'}, {'id': 5179896705, 'qualifierId': 13}, {'id': 5179896713, 'qualifierId': 286}, {'id': 5179896709, 'qualifierId': 152}, {'id': 5195611697, 'qualifierId': 294}, {'id': 5179896707, 'qualifierId': 56, 'value': 'Center'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;dovq58lh0wixpngarrcqxw45w;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99,0;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;27;48;New York City II;1668;AMC;1,0
2714638731;99;4;1;27;48;6ddsx316t3j0z6nolrky9k4r8;0;42,2;36,8;2024-08-28T21:05:41.585Z;2024-09-04T12:12:56Z;[{'id': 5195611729, 'qualifierId': 294}, {'id': 5179896735, 'qualifierId': 233, 'value': '106'}, {'id': 5179896687, 'qualifierId': 152}, {'id': 5179896691, 'qualifierId': 285}, {'id': 5179896683, 'qualifierId': 13}, {'id': 5179896685, 'qualifierId': 56, 'value': 'Back'}];2676930j149yvanqev61emh62;J. Rozhansky;;;dovq58lh0wixpngarrcqxw45w;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;27;48;Orlando City B;1668;MC;1,0
2714638791;107;1;1;28;3;479lsfr4cwlzewpbuda3y2xv4;1;54,7;64,3;2024-08-28T21:05:56.351Z;2024-09-04T12:13:14Z;[{'id': 5179897069, 'qualifierId': 5}, {'id': 5179897077, 'qualifierId': 141, 'value': '51.0'}, {'id': 5179897081, 'qualifierId': 213, 'value': '4.50'}, {'id': 5179897073, 'qualifierId': 56, 'value': 'Center'}, {'id': 5179897079, 'qualifierId': 212, 'value': '9.3'}, {'id': 5179897075, 'qualifierId': 140, 'value': '52.8'}, {'id': 5179897071, 'qualifierId': 152}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;52,8;9,3;;51,0;4,5;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;52,8;51,0;;;;;;;0;0;28;3;New York City II;1683;MC;1,0
2714638795;108;1;1;28;5;479lsfr4cwlzewpbuda3y2xv4;1;52,9;49,7;2024-08-28T21:05:58.647Z;2024-09-04T12:13:19Z;[{'id': 5179897099, 'qualifierId': 140, 'value': '46.9'}, {'id': 5179897097, 'qualifierId': 56, 'value': 'Back'}, {'id': 5179897103, 'qualifierId': 212, 'value': '11.9'}, {'id': 5179897107, 'qualifierId': 279, 'value': 'G'}, {'id': 5179897105, 'qualifierId': 213, 'value': '4.16'}, {'id': 5179897101, 'qualifierId': 141, 'value': '34.8'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;46,9;11,9;;34,8;4,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;46,9;34,8;;;;;;;0;0;28;5;New York City II;1685;MC;1,0
2714638801;109;1;1;28;7;479lsfr4cwlzewpbuda3y2xv4;1;46,9;34,8;2024-08-28T21:06:00.671Z;2024-09-04T12:13:25Z;[{'id': 5179897143, 'qualifierId': 56, 'value': 'Back'}, {'id': 5179897147, 'qualifierId': 141, 'value': '56.1'}, {'id': 5179897145, 'qualifierId': 140, 'value': '45.5'}, {'id': 5179897149, 'qualifierId': 212, 'value': '14.6'}, {'id': 5179897151, 'qualifierId': 213, 'value': '1.67'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;45,5;14,6;;56,1;1,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;45,5;56,1;;;;;;;0;0;28;7;New York City II;1687;DL;1,0
2714638817;110;1;1;28;10;479lsfr4cwlzewpbuda3y2xv4;1;45,6;56,7;2024-08-28T21:06:03.431Z;2024-09-04T12:13:33Z;[{'id': 5179897247, 'qualifierId': 212, 'value': '16.2'}, {'id': 5179897243, 'qualifierId': 140, 'value': '60.0'}, {'id': 5179897249, 'qualifierId': 213, 'value': '0.37'}, {'id': 5179897245, 'qualifierId': 141, 'value': '65.2'}, {'id': 5179897241, 'qualifierId': 56, 'value': 'Center'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;60,0;16,2;;65,2;0,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;60,0;65,2;;;;;;;0;0;28;10;New York City II;1690;DC;1,0
2714638827;111;1;1;28;16;479lsfr4cwlzewpbuda3y2xv4;1;77,2;81,1;2024-08-28T21:06:09.279Z;2024-09-04T12:13:44Z;[{'id': 5179897297, 'qualifierId': 140, 'value': '92.1'}, {'id': 5179897301, 'qualifierId': 212, 'value': '16.5'}, {'id': 5179897303, 'qualifierId': 213, 'value': '0.33'}, {'id': 5179897299, 'qualifierId': 141, 'value': '88.9'}, {'id': 5179897295, 'qualifierId': 56, 'value': 'Left'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;dovq58lh0wixpngarrcqxw45w;Pass;;;;;;;;;;;92,1;16,5;;88,9;0,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;92,1;88,9;;;;;;;0;0;28;16;New York City II;1696;AMC;1,0
