id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_Resume;value_TeamKit;value_Involved;value_Captain;value_PlayerPosition;value_DirectionOfPlay;value_PassEndX;value_Zone;value_PassEndY;value_Length;value_KickOff;value_Angle;value_Chipped;value_HeadPass;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Launch;value_LongBall;value_NextEventGoalKick;value_GoalKick;value_Low;value_Offensive;value_BlockedPass;value_Defensive;value_OutOfPlay;value_DeletedEventType;value_TakeOnOvertake;value_ThroughBall;value_Assist;value_RegularPlay;value_IntentionalAssist;value_GoalmouthY;value_Volley;value_RelatedEventId;value_GkYTimeOfGoal;value_Assisted;value_BoxCentre;value_GoalShotGameClock;value_LeftFooted;value_BigChance;value_GoalmouthZ;value_GoalShotTimestamp;value_GkX;value_GkXTimeOfGoal;value_GkY;value_HighLeft;value_FirstTouch;value_NotVisible;value_Foul;value_Shove/Push;value_Direct;value_FreeKickTaken;value_PenaltyTakerId;value_Penalty;value_AttemptedTackle;value_CausingPlayer;value_KeeperTouched;value_FantasyAssistTeam;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistType;value_NotAssisted;value_LowRight;value_RightFooted;value_Scored;value_Diving;value_Left;value_Right;value_Cross;value_OutSwinger;value_CornerTaken;value_FromCorner;value_BlockedY;value_BlockedX;value_Head;value_LowCentre;value_Hands;value_Standing;value_HighGkIntervention;value_ParriedDanger;value_TouchTypeClearance;value_IntendedTackleTarget;value_BoxRight;value_CloseRight;value_FlickOn;value_AerialFoul;value_Defensive1V1;value_PlayersCaughtOffside;value_TempBlocked;value_ParriedSafe;value_Indirect;value_LayOff;value_TouchTypeControl;value_TakeOnSpace;value_Blocked;value_LowLeft;value_IndividualPlay;value_DefBlock;value_BoxLeft;value_PullBack;value_Straight;value_DrivenCross;value_LowGkIntervention;value_GkHoof;value_Handball;value_RecklessOffence;value_YellowCard;value_35Centre;value_SetPiece;value_TouchTypePass;value_KeeperThrow;value_SwitchOfPlay;value_SmallBoxCentre;value_Feet;value_InSwinger;value_ShirtPull/Holding;value_TacticalFoul;value_CloseHigh;value_OutOfBoxCentre;value_High;value_FollowsADribble;value_DeniedGoalScoringOpp;value_Minutes;value_MediumGkIntervention;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_HighRight;value_Argument;value_SixYardBlocked;value_OwnPlayer;value_OwnShotBlocked;value_Overrun;value_InjuredPlayerId;value_Injury;value_Stooping;value_OverArm;value_OtherBodyPart;value_OwnGoal;value_FloatedCross;value_NotPastGoalLine;value_CloseLeft;value_FreeKick;value_SwerveRight;value_Fumble;value_HighClaim;value_GkKickFromHands;value_CloseRightAndHigh;value_BlockedClearance;value_Dissent;value_Collected;value_GoesToPenalties;value_Review;value_HighCentre;value_Weak;value_Missed;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2673141941;210;5;1;29;53;4g68p0t2f5jzhzfr67i2rj1ex;1;-0,6;38,0;2024-04-14T21:33:36.124Z;2024-04-14T21:33:37Z;[{'id': 4952587815, 'qualifierId': 346}, {'id': 4952587813, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952587883, 'qualifierId': 233, 'value': '282'}];76xo0u2yd2cqf8xdyh8rteqdw;A. Rutkowski;;;c6ord72m33u09aj050i1f3m6s;Out;;;;;;;;;;;;;;;;;;;282,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;29;53;Chicago Fire II;1793;GK;1,0
2673141945;282;5;1;29;53;8o8m08he36u0j4w08aj2iodn8;0;100,6;62,0;2024-04-14T21:33:36.124Z;2024-04-14T22:04:57Z;[{'id': 4952587863, 'qualifierId': 56, 'value': 'Center'}, {'id': 4952587865, 'qualifierId': 346}, {'id': 4952587897, 'qualifierId': 233, 'value': '210'}];afdz1ibldn2vc8gtezyw8tqay;H. Osorio;;;c6ord72m33u09aj050i1f3m6s;Out;;;;;;;;;;;;;;;;;;;210,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;29;53;New York RB II;1793;ML;1,0
2673142105;211;1;1;30;9;4g68p0t2f5jzhzfr67i2rj1ex;1;5,0;50,4;2024-04-14T21:33:51.484Z;2024-04-14T21:33:56Z;[{'id': 4952588799, 'qualifierId': 237}, {'id': 4952588779, 'qualifierId': 124}, {'id': 4952588783, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952588793, 'qualifierId': 212, 'value': '13.4'}, {'id': 4952588791, 'qualifierId': 141, 'value': '70.0'}, {'id': 4952588795, 'qualifierId': 213, 'value': '1.45'}, {'id': 4952588787, 'qualifierId': 140, 'value': '6.6'}];76xo0u2yd2cqf8xdyh8rteqdw;A. Rutkowski;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;6,6;;70,0;13,4;;1,45;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;6,6;70,0;;;;;;;;0;30;9;Chicago Fire II;1809;GK;1,0
2673142119;212;1;1;30;13;4g68p0t2f5jzhzfr67i2rj1ex;0;8,0;80,9;2024-04-14T21:33:55.676Z;2024-04-14T21:33:56Z;[{'id': 4952588873, 'qualifierId': 155}, {'id': 4952588875, 'qualifierId': 56, 'value': 'Center'}, {'id': 4952588877, 'qualifierId': 140, 'value': '63.5'}, {'id': 4952588881, 'qualifierId': 212, 'value': '58.3'}, {'id': 4952588885, 'qualifierId': 1}, {'id': 4952588883, 'qualifierId': 213, 'value': '6.25'}, {'id': 4952588879, 'qualifierId': 141, 'value': '78.2'}];4gp2d7oltfq4uwzj78gr6q9sk;J. Collahuazo;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;63,5;;78,2;58,3;;6,25;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;63,5;78,2;;;;;;;;0;30;13;Chicago Fire II;1813;DC;1,0
2673142161;283;1;1;30;17;8o8m08he36u0j4w08aj2iodn8;1;43,1;7,9;2024-04-14T21:33:59.905Z;2024-04-14T21:34:01Z;[{'id': 4952589113, 'qualifierId': 3}, {'id': 4952589115, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952589117, 'qualifierId': 140, 'value': '45.2'}, {'id': 4952589123, 'qualifierId': 213, 'value': '1.33'}, {'id': 4952589121, 'qualifierId': 212, 'value': '9.1'}, {'id': 4952589119, 'qualifierId': 141, 'value': '20.9'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;45,2;;20,9;9,1;;1,33;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;45,2;20,9;;;;;;;;0;30;17;New York RB II;1817;DC;1,0
2673142167;284;49;1;30;18;8o8m08he36u0j4w08aj2iodn8;1;45,9;28,7;2024-04-14T21:34:01.249Z;2024-04-14T21:34:01Z;[];afdz1ibldn2vc8gtezyw8tqay;H. Osorio;;;c6ord72m33u09aj050i1f3m6s;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;30;18;New York RB II;1818;ML;1,0
2673142193;285;1;1;30;19;8o8m08he36u0j4w08aj2iodn8;0;45,9;28,7;2024-04-14T21:34:01.639Z;2024-04-14T21:34:05Z;[{'id': 4952589307, 'qualifierId': 212, 'value': '26.2'}, {'id': 4952589303, 'qualifierId': 141, 'value': '0.0'}, {'id': 4952589295, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952589299, 'qualifierId': 140, 'value': '30.3'}, {'id': 4952589311, 'qualifierId': 213, 'value': '4.04'}];afdz1ibldn2vc8gtezyw8tqay;H. Osorio;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;30,3;;0,0;26,2;;4,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;30,3;0,0;;;;;;;;0;30;19;New York RB II;1819;ML;1,0
2673142209;213;5;1;30;20;4g68p0t2f5jzhzfr67i2rj1ex;1;67,4;101,5;2024-04-14T21:34:02.892Z;2024-04-14T21:34:07Z;[{'id': 4952589377, 'qualifierId': 347}, {'id': 4952589387, 'qualifierId': 233, 'value': '286'}, {'id': 4952589375, 'qualifierId': 56, 'value': 'Left'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;c6ord72m33u09aj050i1f3m6s;Out;;;;;;;;;;;;;;;;;;1,0;286,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;30;20;Chicago Fire II;1820;ML;1,0
2673142201;286;5;1;30;20;8o8m08he36u0j4w08aj2iodn8;0;32,6;-1,5;2024-04-14T21:34:02.892Z;2024-04-14T22:04:58Z;[{'id': 4952589335, 'qualifierId': 347}, {'id': 4952589333, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952589391, 'qualifierId': 233, 'value': '213'}];afdz1ibldn2vc8gtezyw8tqay;H. Osorio;;;c6ord72m33u09aj050i1f3m6s;Out;;;;;;;;;;;;;;;;;;1,0;213,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;30;20;New York RB II;1820;ML;1,0
2673142233;214;1;1;30;23;4g68p0t2f5jzhzfr67i2rj1ex;1;65,7;100,0;2024-04-14T21:34:06.413Z;2024-04-14T21:34:10Z;[{'id': 4952589541, 'qualifierId': 212, 'value': '18.8'}, {'id': 4952589535, 'qualifierId': 56, 'value': 'Left'}, {'id': 4952589533, 'qualifierId': 107}, {'id': 4952589543, 'qualifierId': 213, 'value': '5.84'}, {'id': 4952589539, 'qualifierId': 141, 'value': '89.7'}, {'id': 4952589537, 'qualifierId': 140, 'value': '81.9'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;81,9;;89,7;18,8;;5,84;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;81,9;89,7;;;;;;;;0;30;23;Chicago Fire II;1823;ML;1,0
2673142241;215;61;1;30;27;4g68p0t2f5jzhzfr67i2rj1ex;0;86,6;87,8;2024-04-14T21:34:10.220Z;2024-04-14T21:34:11Z;[{'id': 4952589573, 'qualifierId': 56, 'value': 'Left'}];8y7kqet5swj9dmqama0z5ngus;J. Hall;;;c6ord72m33u09aj050i1f3m6s;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;30;27;Chicago Fire II;1827;FW;1,0
2673142243;287;49;1;30;29;8o8m08he36u0j4w08aj2iodn8;1;11,8;26,7;2024-04-14T21:34:11.840Z;2024-04-14T21:34:11Z;[];b3xoqrbmua9uzr0tw8kmnw9as;C. Cupps;;;c6ord72m33u09aj050i1f3m6s;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;30;29;New York RB II;1829;DC;1,0
2673142289;288;1;1;30;31;8o8m08he36u0j4w08aj2iodn8;1;23,2;27,0;2024-04-14T21:34:13.855Z;2024-04-14T21:34:17Z;[{'id': 4952589813, 'qualifierId': 140, 'value': '32.5'}, {'id': 4952589817, 'qualifierId': 212, 'value': '14.7'}, {'id': 4952589811, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952589815, 'qualifierId': 141, 'value': '10.9'}, {'id': 4952589819, 'qualifierId': 213, 'value': '5.44'}];b3xoqrbmua9uzr0tw8kmnw9as;C. Cupps;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;32,5;;10,9;14,7;;5,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;32,5;10,9;;;;;;;;0;30;31;New York RB II;1831;DC;1,0
2673142301;289;1;1;30;34;8o8m08he36u0j4w08aj2iodn8;1;34,0;30,8;2024-04-14T21:34:17.120Z;2024-04-14T21:34:19Z;[{'id': 4952589959, 'qualifierId': 140, 'value': '36.7'}, {'id': 4952589963, 'qualifierId': 212, 'value': '4.7'}, {'id': 4952589965, 'qualifierId': 213, 'value': '0.92'}, {'id': 4952589957, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952589961, 'qualifierId': 141, 'value': '36.3'}];b1p6qcv8wjzoxoax3nt13n5gq;D. Poręba;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;36,7;;36,3;4,7;;0,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;36,7;36,3;;;;;;;;0;30;34;New York RB II;1834;MR;1,0
2673142315;290;1;1;30;36;8o8m08he36u0j4w08aj2iodn8;1;36,7;36,3;2024-04-14T21:34:19.400Z;2024-04-14T21:34:22Z;[{'id': 4952590063, 'qualifierId': 141, 'value': '3.8'}, {'id': 4952590067, 'qualifierId': 213, 'value': '4.12'}, {'id': 4952590059, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952590061, 'qualifierId': 140, 'value': '22.4'}, {'id': 4952590065, 'qualifierId': 212, 'value': '26.7'}];afdz1ibldn2vc8gtezyw8tqay;H. Osorio;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;22,4;;3,8;26,7;;4,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;22,4;3,8;;;;;;;;0;30;36;New York RB II;1836;ML;1,0
2673142331;291;1;1;30;39;8o8m08he36u0j4w08aj2iodn8;1;22,4;3,8;2024-04-14T21:34:22.134Z;2024-04-14T21:34:25Z;[{'id': 4952590131, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952590135, 'qualifierId': 141, 'value': '26.4'}, {'id': 4952590133, 'qualifierId': 140, 'value': '21.0'}, {'id': 4952590139, 'qualifierId': 213, 'value': '1.67'}, {'id': 4952590137, 'qualifierId': 212, 'value': '15.4'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;21,0;;26,4;15,4;;1,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;21,0;26,4;;;;;;;;0;30;39;New York RB II;1839;DR;1,0
2673142349;292;1;1;30;42;8o8m08he36u0j4w08aj2iodn8;0;26,4;29,3;2024-04-14T21:34:24.962Z;2024-04-14T21:34:28Z;[{'id': 4952590225, 'qualifierId': 196}, {'id': 4952590231, 'qualifierId': 141, 'value': '100.0'}, {'id': 4952590235, 'qualifierId': 213, 'value': '1.19'}, {'id': 4952590223, 'qualifierId': 155}, {'id': 4952590233, 'qualifierId': 212, 'value': '53.1'}, {'id': 4952590229, 'qualifierId': 140, 'value': '45.3'}, {'id': 4952590237, 'qualifierId': 1}, {'id': 4952590227, 'qualifierId': 56, 'value': 'Back'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;45,3;;100,0;53,1;;1,19;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;45,3;100,0;;;;;;;;0;30;42;New York RB II;1842;MC;1,0
2673142481;216;5;1;30;45;4g68p0t2f5jzhzfr67i2rj1ex;1;55,7;-1,8;2024-04-14T21:34:28.070Z;2024-04-14T22:04:58Z;[{'id': 4952591039, 'qualifierId': 56, 'value': 'Right'}, {'id': 4952591041, 'qualifierId': 347}, {'id': 4952591063, 'qualifierId': 233, 'value': '293'}];o3gftw0hatp1r62ynjmlaaui;D. Sullivan;;;c6ord72m33u09aj050i1f3m6s;Out;;;;;;;;;;;;;;;;;;1,0;293,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;30;45;Chicago Fire II;1845;DR;1,0
2673142353;293;5;1;30;45;8o8m08he36u0j4w08aj2iodn8;0;44,3;101,8;2024-04-14T21:34:28.070Z;2024-04-14T21:34:50Z;[{'id': 4952591083, 'qualifierId': 233, 'value': '216'}, {'id': 4952590255, 'qualifierId': 347}, {'id': 4952590253, 'qualifierId': 56, 'value': 'Back'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;c6ord72m33u09aj050i1f3m6s;Out;;;;;;;;;;;;;;;;;;1,0;216,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;30;45;New York RB II;1845;MC;1,0
2673142521;217;1;1;31;7;4g68p0t2f5jzhzfr67i2rj1ex;0;58,2;0,0;2024-04-14T21:34:49.644Z;2024-04-14T21:34:55Z;[{'id': 4952591275, 'qualifierId': 140, 'value': '90.7'}, {'id': 4952591271, 'qualifierId': 107}, {'id': 4952591273, 'qualifierId': 56, 'value': 'Center'}, {'id': 4952591279, 'qualifierId': 212, 'value': '39.0'}, {'id': 4952591283, 'qualifierId': 1}, {'id': 4952591281, 'qualifierId': 213, 'value': '0.51'}, {'id': 4952591277, 'qualifierId': 141, 'value': '26.2'}];o3gftw0hatp1r62ynjmlaaui;D. Sullivan;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;90,7;;26,2;39,0;;0,51;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;90,7;26,2;;;;;;;;0;31;7;Chicago Fire II;1867;DR;1,0
2673142535;294;52;1;31;14;8o8m08he36u0j4w08aj2iodn8;1;2,0;74,8;2024-04-14T21:34:56.582Z;2024-04-17T16:38:29Z;[{'id': 4957873403, 'qualifierId': 376}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;c6ord72m33u09aj050i1f3m6s;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;31;14;New York RB II;1874;GK;1,0
2673142603;295;1;1;31;22;8o8m08he36u0j4w08aj2iodn8;1;3,6;50,4;2024-04-14T21:35:05.299Z;2024-04-14T21:35:09Z;[{'id': 4952591799, 'qualifierId': 213, 'value': '1.09'}, {'id': 4952591797, 'qualifierId': 212, 'value': '17.3'}, {'id': 4952591795, 'qualifierId': 141, 'value': '73.0'}, {'id': 4952591791, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952591789, 'qualifierId': 123}, {'id': 4952591793, 'qualifierId': 140, 'value': '11.2'}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;11,2;;73,0;17,3;;1,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;11,2;73,0;;;;;;;;0;31;22;New York RB II;1882;GK;1,0
2673142645;296;1;1;31;26;8o8m08he36u0j4w08aj2iodn8;1;8,8;70,9;2024-04-14T21:35:08.986Z;2024-04-14T21:35:13Z;[{'id': 4952592045, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952592041, 'qualifierId': 155}, {'id': 4952592053, 'qualifierId': 212, 'value': '43.5'}, {'id': 4952592043, 'qualifierId': 196}, {'id': 4952592057, 'qualifierId': 213, 'value': '4.99'}, {'id': 4952592049, 'qualifierId': 141, 'value': '9.4'}, {'id': 4952592059, 'qualifierId': 1}, {'id': 4952592047, 'qualifierId': 140, 'value': '20.3'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;20,3;;9,4;43,5;;4,99;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;20,3;9,4;;;;;;;;0;31;26;New York RB II;1886;DC;1,0
2673142701;297;1;1;31;30;8o8m08he36u0j4w08aj2iodn8;1;17,6;5,0;2024-04-14T21:35:13.407Z;2024-04-14T21:35:18Z;[{'id': 4952592379, 'qualifierId': 56, 'value': 'Back'}, {'id': 4952592383, 'qualifierId': 141, 'value': '10.0'}, {'id': 4952592387, 'qualifierId': 213, 'value': '0.29'}, {'id': 4952592381, 'qualifierId': 140, 'value': '28.6'}, {'id': 4952592385, 'qualifierId': 212, 'value': '12.0'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;c6ord72m33u09aj050i1f3m6s;Pass;;;;;;;;;;28,6;;10,0;12,0;;0,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;28,6;10,0;;;;;;;;0;31;30;New York RB II;1890;DC;1,0
