id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamKit;value_TeamFormation;value_Captain;value_JerseyNumber;value_PlayerPosition;value_Resume;value_TeamPlayerFormation;value_Involved;value_DirectionOfPlay;value_PassEndX;value_PassEndY;value_Angle;value_Zone;value_KickOff;value_Length;value_LongBall;value_Chipped;value_HeadPass;value_Launch;value_BlockedPass;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_NextEventThrowIn;value_ThrowIn;value_InSwinger;value_Cross;value_RightFooted;value_TakeOnSpace;value_OutOfPlay;value_TouchTypeClearance;value_OutSwinger;value_NextEventGoalKick;value_GoalKick;value_Low;value_LayOff;value_IntendedTackleTarget;value_TouchTypePass;value_Assist;value_BlockedX;value_LowLeft;value_GoalmouthZ;value_Blocked;value_RelatedEventId;value_GkY;value_GkX;value_OutOfBoxCentre;value_BlockedY;value_RegularPlay;value_Assisted;value_GoalmouthY;value_IndividualPlay;value_DefBlock;value_Left;value_DeletedEventType;value_CornerTaken;value_Head;value_TakeOnOvertake;value_TouchTypeControl;value_FlickOn;value_OtherObstacle;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_PlayersCaughtOffside;value_Indirect;value_LeftFooted;value_Shove/Push;value_GkXTimeOfGoal;value_GoalShotGameClock;value_KeeperTouched;value_BoxCentre;value_NotAssisted;value_GkYTimeOfGoal;value_BigChance;value_LowCentre;value_GoalShotTimestamp;value_Handball;value_HighGkIntervention;value_KeeperThrow;value_Straight;value_IntentionalAssist;value_DrivenCross;value_FirstTouch;value_Collected;value_Stooping;value_Hands;value_LowGkIntervention;value_NotVisible;value_SwitchOfPlay;value_TacticalFoul;value_YellowCard;value_OverhitCross;value_SetPiece;value_Volley;value_ShirtPull/Holding;value_HighRight;value_CloseRight;value_High;value_BlockedCross;value_BoxRight;value_Diving;value_OverArm;value_FreeKick;value_SwerveLeft;value_ParriedSafe;value_FromCorner;value_HighClaim;value_GkHoof;value_BoxLeft;value_LowRight;value_RecklessOffence;value_Minutes;value_Defensive1V1;value_AerialFoul;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_NotRetreating;value_Right;value_Overrun;value_BlockedClearance;value_SavedOffLine;value_SmallBoxCentre;value_SixYardBlocked;value_LastLine;value_Deflection;value_SmallBoxRight;value_ThroughBall;value_GkKickFromHands;value_CaptainChange;value_IncorrectOutOfPlayDecision;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2690964563;269;1;1;25;46;7pmw399vh2v44cjle4fkklp1w;1;27,8;36,9;2024-05-23T00:30:15.196Z;2024-05-23T00:30:17Z;[{'id': 5049299395, 'qualifierId': 140, 'value': '12.6'}, {'id': 5049299399, 'qualifierId': 212, 'value': '19.4'}, {'id': 5049299393, 'qualifierId': 56, 'value': 'Back'}, {'id': 5049299401, 'qualifierId': 213, 'value': '2.54'}, {'id': 5049299397, 'qualifierId': 141, 'value': '53.0'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;12,6;53,0;2,54;;;19,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;12,6;53,0;;;;;;;0;0;25;46;St. Louis City II;1546;DL;1,0
2690964571;270;1;1;25;48;7pmw399vh2v44cjle4fkklp1w;0;13,2;55,7;2024-05-23T00:30:17.724Z;2024-05-23T00:30:19Z;[{'id': 5049299463, 'qualifierId': 212, 'value': '19.7'}, {'id': 5049299465, 'qualifierId': 213, 'value': '0.12'}, {'id': 5049299459, 'qualifierId': 140, 'value': '31.8'}, {'id': 5049299455, 'qualifierId': 157}, {'id': 5049299467, 'qualifierId': 1}, {'id': 5049299457, 'qualifierId': 56, 'value': 'Back'}, {'id': 5049299461, 'qualifierId': 141, 'value': '59.1'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;31,8;59,1;0,12;;;19,7;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;31,8;59,1;;;;;;;0;0;25;48;St. Louis City II;1548;GK;1,0
2690964583;219;1;1;25;51;dqx48fglv1l96cyrmjdod0xec;0;64,8;38,8;2024-05-23T00:30:20.171Z;2024-05-27T22:10:49Z;[{'id': 5049299535, 'qualifierId': 141, 'value': '20.8'}, {'id': 5049299539, 'qualifierId': 213, 'value': '5.46'}, {'id': 5049299533, 'qualifierId': 140, 'value': '75.5'}, {'id': 5049299529, 'qualifierId': 157}, {'id': 5049299541, 'qualifierId': 1}, {'id': 5049299537, 'qualifierId': 212, 'value': '16.6'}, {'id': 5049299531, 'qualifierId': 56, 'value': 'Right'}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;75,5;20,8;5,46;;;16,6;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;75,5;20,8;;;;;;;0;0;25;51;Houston Dynamo II;1551;MC;1,0
2692815591;819;83;1;25;52;dqx48fglv1l96cyrmjdod0xec;1;77,7;15,6;2024-05-23T00:30:21.391Z;2024-05-27T22:10:44Z;[{'id': 5059486755, 'qualifierId': 399, 'value': '1snfyu5dmv164k5cl87chjlsk'}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;cyqa6n2yrvy3gwvoc1xj1q7mc;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;25;52;Houston Dynamo II;1552;MR;1,0
2690964589;271;1;1;25;52;7pmw399vh2v44cjle4fkklp1w;0;23,3;76,6;2024-05-23T00:30:21.853Z;2024-05-23T00:30:24Z;[{'id': 5049299583, 'qualifierId': 140, 'value': '45.9'}, {'id': 5049299589, 'qualifierId': 213, 'value': '6.16'}, {'id': 5049299585, 'qualifierId': 141, 'value': '72.3'}, {'id': 5049299591, 'qualifierId': 1}, {'id': 5049299587, 'qualifierId': 212, 'value': '23.9'}, {'id': 5049299581, 'qualifierId': 56, 'value': 'Back'}, {'id': 5049299579, 'qualifierId': 157}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;45,9;72,3;6,16;;;23,9;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;45,9;72,3;;;;;;;0;0;25;52;St. Louis City II;1552;DC;1,0
2690964603;220;1;1;25;56;dqx48fglv1l96cyrmjdod0xec;1;55,7;31,0;2024-05-23T00:30:25.154Z;2024-05-23T00:30:27Z;[{'id': 5049299661, 'qualifierId': 3}, {'id': 5049299669, 'qualifierId': 212, 'value': '12.3'}, {'id': 5049299667, 'qualifierId': 141, 'value': '34.7'}, {'id': 5049299665, 'qualifierId': 140, 'value': '67.2'}, {'id': 5049299663, 'qualifierId': 56, 'value': 'Center'}, {'id': 5049299671, 'qualifierId': 213, 'value': '0.21'}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;67,2;34,7;0,21;;;12,3;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;67,2;34,7;;;;;;;0;0;25;56;Houston Dynamo II;1556;DL;1,0
2690964607;221;1;1;25;58;dqx48fglv1l96cyrmjdod0xec;1;67,0;34,7;2024-05-23T00:30:27.187Z;2024-05-23T00:30:28Z;[{'id': 5049299709, 'qualifierId': 212, 'value': '7.5'}, {'id': 5049299705, 'qualifierId': 140, 'value': '74.1'}, {'id': 5049299703, 'qualifierId': 56, 'value': 'Center'}, {'id': 5049299711, 'qualifierId': 213, 'value': '0.15'}, {'id': 5049299707, 'qualifierId': 141, 'value': '36.4'}, {'id': 5049299699, 'qualifierId': 3}, {'id': 5049299701, 'qualifierId': 168}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;74,1;36,4;0,15;;;7,5;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;74,1;36,4;;;;;;;0;0;25;58;Houston Dynamo II;1558;AMC;1,0
2690964609;222;49;1;25;59;dqx48fglv1l96cyrmjdod0xec;1;71,6;34,0;2024-05-23T00:30:28.451Z;2024-05-23T00:30:28Z;[];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;cyqa6n2yrvy3gwvoc1xj1q7mc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;25;59;Houston Dynamo II;1559;FW;1,0
2690964637;223;1;1;26;3;dqx48fglv1l96cyrmjdod0xec;1;73,6;33,7;2024-05-23T00:30:32.179Z;2024-05-23T00:30:35Z;[{'id': 5049299879, 'qualifierId': 212, 'value': '29.4'}, {'id': 5049299875, 'qualifierId': 140, 'value': '78.0'}, {'id': 5049299877, 'qualifierId': 141, 'value': '76.4'}, {'id': 5049299881, 'qualifierId': 213, 'value': '1.41'}, {'id': 5049299873, 'qualifierId': 56, 'value': 'Center'}, {'id': 5049299871, 'qualifierId': 155}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;78,0;76,4;1,41;;;29,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;78,0;76,4;;;;;;;0;0;26;3;Houston Dynamo II;1563;FW;1,0
2690964671;224;1;1;26;6;dqx48fglv1l96cyrmjdod0xec;1;74,8;74,1;2024-05-23T00:30:35.666Z;2024-05-23T00:30:41Z;[{'id': 5049300069, 'qualifierId': 212, 'value': '10.3'}, {'id': 5049300067, 'qualifierId': 141, 'value': '85.2'}, {'id': 5049300065, 'qualifierId': 140, 'value': '81.5'}, {'id': 5049300063, 'qualifierId': 56, 'value': 'Left'}, {'id': 5049300073, 'qualifierId': 213, 'value': '0.82'}];en6q7ddrr22sz6knipkbqhyw9;Wan Kuzain;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;81,5;85,2;0,82;;;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;81,5;85,2;;;;;;;0;0;26;6;Houston Dynamo II;1566;ML;1,0
2690964681;225;3;1;26;12;dqx48fglv1l96cyrmjdod0xec;0;96,7;75,8;2024-05-23T00:30:41.475Z;2024-05-27T22:12:19Z;[{'id': 5049300171, 'qualifierId': 233, 'value': '272'}, {'id': 5059487681, 'qualifierId': 465}, {'id': 5049300115, 'qualifierId': 56, 'value': 'Center'}, {'id': 5049300117, 'qualifierId': 286}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;cyqa6n2yrvy3gwvoc1xj1q7mc;Take On;;;;;;;;;;;;;;;;;;;;;1,0;272,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;26;12;Houston Dynamo II;1572;DC;1,0
2690964685;272;7;1;26;12;7pmw399vh2v44cjle4fkklp1w;1;3,3;24,2;2024-05-23T00:30:41.476Z;2024-05-27T22:12:22Z;[{'id': 5059487703, 'qualifierId': 385}, {'id': 5049300155, 'qualifierId': 233, 'value': '225'}, {'id': 5049300119, 'qualifierId': 167}, {'id': 5049300123, 'qualifierId': 285}, {'id': 5049300121, 'qualifierId': 56, 'value': 'Back'}];en1t9w6orptzi3v7odnawg8b8;D. Ndong Nguema;;cyqa6n2yrvy3gwvoc1xj1q7mc;Tackle;;;;;;;;;;;;;;;;;;;;;;225,0;1,0;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;26;12;St. Louis City II;1572;DR;1,0
2690964695;226;6;1;26;13;dqx48fglv1l96cyrmjdod0xec;1;96,7;75,8;2024-05-23T00:30:42.476Z;2024-05-23T00:31:56Z;[{'id': 5049300173, 'qualifierId': 56, 'value': 'Center'}, {'id': 5049300175, 'qualifierId': 73}, {'id': 5049300191, 'qualifierId': 233, 'value': '273'}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;cyqa6n2yrvy3gwvoc1xj1q7mc;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;273,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;26;13;Houston Dynamo II;1573;DC;1,0
2690964687;273;6;1;26;13;7pmw399vh2v44cjle4fkklp1w;0;3,3;24,2;2024-05-23T00:30:42.476Z;2024-05-27T22:12:33Z;[{'id': 5049300183, 'qualifierId': 73}, {'id': 5049300205, 'qualifierId': 233, 'value': '226'}, {'id': 5049300181, 'qualifierId': 56, 'value': 'Back'}];en1t9w6orptzi3v7odnawg8b8;D. Ndong Nguema;;cyqa6n2yrvy3gwvoc1xj1q7mc;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;226,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;26;13;St. Louis City II;1573;DR;1,0
2690964797;227;1;1;26;43;dqx48fglv1l96cyrmjdod0xec;0;99,5;99,5;2024-05-23T00:31:12.626Z;2024-05-27T22:12:38Z;[{'id': 5049300797, 'qualifierId': 213, 'value': '4.64'}, {'id': 5049300783, 'qualifierId': 6}, {'id': 5049300791, 'qualifierId': 140, 'value': '97.7'}, {'id': 5049300789, 'qualifierId': 56, 'value': 'Center'}, {'id': 5049300785, 'qualifierId': 155}, {'id': 5059487921, 'qualifierId': 72}, {'id': 5049300793, 'qualifierId': 141, 'value': '60.0'}, {'id': 5049300795, 'qualifierId': 212, 'value': '26.9'}, {'id': 5049300781, 'qualifierId': 2}, {'id': 5049300787, 'qualifierId': 224}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;97,7;60,0;4,64;;;26,9;;1,0;;;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;97,7;60,0;;;;;;;0;0;26;43;Houston Dynamo II;1603;DC;1,0
2690964811;274;12;1;26;45;7pmw399vh2v44cjle4fkklp1w;1;3,1;35,2;2024-05-23T00:31:14.149Z;2024-05-23T00:32:04Z;[{'id': 5049300853, 'qualifierId': 141, 'value': '31.5'}, {'id': 5049300855, 'qualifierId': 212, 'value': '4.9'}, {'id': 5049300849, 'qualifierId': 56, 'value': 'Back'}, {'id': 5049300857, 'qualifierId': 213, 'value': '3.68'}, {'id': 5049300851, 'qualifierId': 140, 'value': '0.0'}, {'id': 5049300873, 'qualifierId': 167}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;cyqa6n2yrvy3gwvoc1xj1q7mc;Clearance;;;;;;;;;;0,0;31,5;3,68;;;4,9;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;0,0;31,5;;;;;;;0;0;26;45;St. Louis City II;1605;FW;1,0
2690964801;228;6;1;26;46;dqx48fglv1l96cyrmjdod0xec;1;100,0;66,4;2024-05-23T00:31:15.122Z;2024-05-23T00:31:19Z;[{'id': 5049300843, 'qualifierId': 56, 'value': 'Center'}, {'id': 5049300945, 'qualifierId': 233, 'value': '275'}, {'id': 5049300845, 'qualifierId': 73}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;cyqa6n2yrvy3gwvoc1xj1q7mc;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;275,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;26;46;Houston Dynamo II;1606;DC;1,0
2690964815;275;6;1;26;46;7pmw399vh2v44cjle4fkklp1w;0;0,0;33,6;2024-05-23T00:31:15.122Z;2024-05-27T22:12:51Z;[{'id': 5049300897, 'qualifierId': 73}, {'id': 5049300895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5049300999, 'qualifierId': 233, 'value': '228'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;cyqa6n2yrvy3gwvoc1xj1q7mc;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;228,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;26;46;St. Louis City II;1606;FW;1,0
2690964979;229;1;1;27;7;dqx48fglv1l96cyrmjdod0xec;1;99,5;99,5;2024-05-23T00:31:36.434Z;2024-05-27T22:12:55Z;[{'id': 5049301723, 'qualifierId': 213, 'value': '4.27'}, {'id': 5049301719, 'qualifierId': 141, 'value': '6.7'}, {'id': 5049301713, 'qualifierId': 224}, {'id': 5059488125, 'qualifierId': 72}, {'id': 5049301915, 'qualifierId': 345}, {'id': 5049301709, 'qualifierId': 6}, {'id': 5049301707, 'qualifierId': 2}, {'id': 5049301715, 'qualifierId': 56, 'value': 'Right'}, {'id': 5049301725, 'qualifierId': 1}, {'id': 5049301711, 'qualifierId': 155}, {'id': 5049301721, 'qualifierId': 212, 'value': '69.9'}, {'id': 5049301717, 'qualifierId': 140, 'value': '70.9'}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;70,9;6,7;4,27;;;69,9;1,0;1,0;;;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;70,9;6,7;;;;;;;0;0;27;7;Houston Dynamo II;1627;DC;1,0
2690964985;230;4;1;27;16;dqx48fglv1l96cyrmjdod0xec;1;71,6;4,2;2024-05-23T00:31:45.154Z;2024-05-23T00:31:48Z;[{'id': 5049301747, 'qualifierId': 56, 'value': 'Right'}, {'id': 5049301827, 'qualifierId': 233, 'value': '276'}, {'id': 5049301745, 'qualifierId': 13}, {'id': 5049301749, 'qualifierId': 152}, {'id': 5049301825, 'qualifierId': 294}, {'id': 5049301753, 'qualifierId': 286}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;cyqa6n2yrvy3gwvoc1xj1q7mc;Foul;;;;;;;;;;;;;;;;;;;;;1,0;276,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;27;16;Houston Dynamo II;1636;DL;1,0
2690964983;276;4;1;27;16;7pmw399vh2v44cjle4fkklp1w;0;28,4;95,8;2024-05-23T00:31:45.155Z;2024-05-23T00:31:48Z;[{'id': 5049301819, 'qualifierId': 233, 'value': '230'}, {'id': 5049301809, 'qualifierId': 56, 'value': 'Back'}, {'id': 5049301805, 'qualifierId': 13}, {'id': 5049301807, 'qualifierId': 294}, {'id': 5049301813, 'qualifierId': 285}, {'id': 5049301811, 'qualifierId': 152}];3c1xz4vpfoum0jbq6bmtdrtux;I. Achara;;cyqa6n2yrvy3gwvoc1xj1q7mc;Foul;;;;;;;;;;;;;;;;;;;;;;230,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;27;16;St. Louis City II;1636;FW;1,0
2690965209;231;1;1;28;3;dqx48fglv1l96cyrmjdod0xec;0;68,6;7,6;2024-05-23T00:32:32.513Z;2024-05-23T00:32:34Z;[{'id': 5049303071, 'qualifierId': 152}, {'id': 5049303069, 'qualifierId': 5}, {'id': 5049303077, 'qualifierId': 141, 'value': '19.6'}, {'id': 5049303079, 'qualifierId': 212, 'value': '20.2'}, {'id': 5049303075, 'qualifierId': 140, 'value': '86.2'}, {'id': 5049303081, 'qualifierId': 213, 'value': '0.42'}, {'id': 5049303073, 'qualifierId': 56, 'value': 'Right'}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;86,2;19,6;0,42;;;20,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;86,2;19,6;;;;;;;0;0;28;3;Houston Dynamo II;1683;MR;1,0
2690965223;277;1;1;28;7;7pmw399vh2v44cjle4fkklp1w;0;11,6;83,8;2024-05-23T00:32:36.125Z;2024-05-23T00:32:38Z;[{'id': 5049303145, 'qualifierId': 140, 'value': '37.6'}, {'id': 5049303149, 'qualifierId': 212, 'value': '27.3'}, {'id': 5049303147, 'qualifierId': 141, 'value': '84.5'}, {'id': 5049303151, 'qualifierId': 213, 'value': '0.02'}, {'id': 5049303143, 'qualifierId': 56, 'value': 'Back'}, {'id': 5049303141, 'qualifierId': 157}, {'id': 5049303153, 'qualifierId': 1}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;37,6;84,5;0,02;;;27,3;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;37,6;84,5;;;;;;;0;0;28;7;St. Louis City II;1687;ML;1,0
2690965253;232;1;1;28;10;dqx48fglv1l96cyrmjdod0xec;1;65,2;17,8;2024-05-23T00:32:39.609Z;2024-05-27T22:13:30Z;[{'id': 5059488483, 'qualifierId': 20}, {'id': 5049303321, 'qualifierId': 141, 'value': '43.6'}, {'id': 5049303317, 'qualifierId': 56, 'value': 'Center'}, {'id': 5059488481, 'qualifierId': 224}, {'id': 5049303319, 'qualifierId': 140, 'value': '85.4'}, {'id': 5049303315, 'qualifierId': 155}, {'id': 5049303323, 'qualifierId': 212, 'value': '27.5'}, {'id': 5049303325, 'qualifierId': 213, 'value': '0.69'}, {'id': 5049303313, 'qualifierId': 2}];7h6a0x05z2laewfq7spicxwd0;N. McGuire;;cyqa6n2yrvy3gwvoc1xj1q7mc;Pass;;;;;;;;;;85,4;43,6;0,69;;;27,5;;1,0;;;;;;;;;;1,0;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;85,4;43,6;;;;;;;0;0;28;10;Houston Dynamo II;1690;DR;1,0
