id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_JerseyNumber;value_Resume;value_Captain;value_TeamFormation;value_DirectionOfPlay;value_Angle;value_Zone;value_KickOff;value_Length;value_PassEndX;value_PassEndY;value_Chipped;value_IntendedTackleTarget;value_PlayersCaughtOffside;value_Indirect;value_FreeKickTaken;value_LongBall;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Launch;value_DeletedEventType;value_OutSwinger;value_Cross;value_RightFooted;value_MediumGkIntervention;value_KeeperThrow;value_Offensive;value_Defensive;value_OutOfPlay;value_TouchTypeClearance;value_TakeOnSpace;value_LeftFooted;value_HeadPass;value_NotVisible;value_Overrun;value_Assist;value_IntentionalAssist;value_ThroughBall;value_Assisted;value_LowCentre;value_RelatedEventId;value_BlockedX;value_GoalmouthY;value_BoxCentre;value_BlockedY;value_RegularPlay;value_GoalmouthZ;value_Diving;value_Feet;value_ParriedSafe;value_LowGkIntervention;value_Left;value_Right;value_CornerTaken;value_Head;value_NotPastGoalLine;value_FirstTouch;value_GkX;value_FromCorner;value_GkY;value_HighRight;value_NextEventGoalKick;value_Low;value_GoalKick;value_SwitchOfPlay;value_BoxDeepLeft;value_LowRight;value_Hands;value_InSwinger;value_OutOnSideline;value_FlickOn;value_LowLeft;value_IndividualPlay;value_OutOfBoxCentre;value_ParriedDanger;value_Direct;value_Shove/Push;value_Foul;value_TakeOnOvertake;value_CloseRight;value_BoxLeft;value_High;value_BlockedPass;value_NotAssisted;value_Collected;value_GkKickFromHands;value_LayOff;value_AttemptedTackle;value_SavedOffLine;value_Deflection;value_BoxRight;value_Blocked;value_LastLine;value_DefBlock;value_TouchTypePass;value_RecklessOffence;value_YellowCard;value_Defensive1V1;value_PenaltyTakerId;value_Penalty;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistedBy;value_BigChance;value_FantasyAssistType;value_GoalShotGameClock;value_CausingPlayer;value_GkXTimeOfGoal;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_ShirtPull/Holding;value_CloseHigh;value_FreeKick;value_TouchTypeControl;value_Injury;value_InjuredPlayerId;value_Minutes;value_OverhitCross;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_SetPiece;value_TacticalFoul;value_HighGkIntervention;value_HighClaim;value_OverArm;value_Review;value_FairPlay;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2692605251;198;10;1;25;46;1pc6sx2h4rp113ldkbp5d2xas;1;12,7;46,4;2024-05-27T00:29:45.268Z;2024-05-27T01:06:05Z;[{'id': 5058353115, 'qualifierId': 233, 'value': '243'}, {'id': 5058352057, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058352055, 'qualifierId': 94}];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;d3nvn82ami7cwtjwviqppmck4;Save;;;;;;;;;;;;;;;;;;;;;;243,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;25;46;Colorado Rapids II;1546;DC;1,0
2692605281;244;1;1;25;52;iiolvosiuokkrl5iuoxcjo4p;0;97,5;80,6;2024-05-27T00:29:51.311Z;2024-05-27T00:29:53Z;[{'id': 5058352219, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058352221, 'qualifierId': 140, 'value': '81.0'}, {'id': 5058352227, 'qualifierId': 213, 'value': '2.89'}, {'id': 5058352225, 'qualifierId': 212, 'value': '17.9'}, {'id': 5058352223, 'qualifierId': 141, 'value': '87.2'}];1s1fyh1gza8ll4aeenib2vmcp;J. Lewis;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;2,89;;;17,9;81,0;87,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;81,0;87,2;;;;;;;;0;25;52;Minnesota United II;1552;ML;1,0
2692605285;199;49;1;25;55;1pc6sx2h4rp113ldkbp5d2xas;1;25,2;15,2;2024-05-27T00:29:53.908Z;2024-05-27T00:29:54Z;[];7g1lvmpww9jrvojy55zengpw4;A. Bran;;;d3nvn82ami7cwtjwviqppmck4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;25;55;Colorado Rapids II;1555;AMC;1,0
2692605311;200;1;1;25;57;1pc6sx2h4rp113ldkbp5d2xas;1;20,7;4,9;2024-05-27T00:29:55.572Z;2024-05-27T00:29:59Z;[{'id': 5058352359, 'qualifierId': 213, 'value': '6.21'}, {'id': 5058352351, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058352357, 'qualifierId': 212, 'value': '19.6'}, {'id': 5058352353, 'qualifierId': 140, 'value': '39.3'}, {'id': 5058352355, 'qualifierId': 141, 'value': '2.9'}];7g1lvmpww9jrvojy55zengpw4;A. Bran;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;6,21;;;19,6;39,3;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;39,3;2,9;;;;;;;;0;25;57;Colorado Rapids II;1557;AMC;1,0
2692605331;201;1;1;26;0;1pc6sx2h4rp113ldkbp5d2xas;0;40,7;3,5;2024-05-27T00:29:59.427Z;2024-05-27T00:30:03Z;[{'id': 5058352457, 'qualifierId': 155}, {'id': 5058352469, 'qualifierId': 213, 'value': '0.91'}, {'id': 5058352471, 'qualifierId': 1}, {'id': 5058352465, 'qualifierId': 141, 'value': '75.4'}, {'id': 5058352463, 'qualifierId': 140, 'value': '76.7'}, {'id': 5058352461, 'qualifierId': 56, 'value': 'Center'}, {'id': 5058352459, 'qualifierId': 196}, {'id': 5058352467, 'qualifierId': 212, 'value': '61.8'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;0,91;;;61,8;76,7;75,4;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;76,7;75,4;;;;;;;;0;26;0;Colorado Rapids II;1560;MC;1,0
2692605353;245;59;1;26;6;iiolvosiuokkrl5iuoxcjo4p;1;19,5;25,9;2024-05-27T00:30:04.751Z;2024-05-27T00:30:08Z;[{'id': 5058352599, 'qualifierId': 56, 'value': 'Back'}];1o5qnb5ktq4u6t11lj3fqntg;A. Beaudry;;;d3nvn82ami7cwtjwviqppmck4;Keeper Sweeper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;26;6;Minnesota United II;1566;GK;1,0
2692605357;246;12;1;26;6;iiolvosiuokkrl5iuoxcjo4p;1;19,7;24,5;2024-05-27T00:30:04.887Z;2024-05-31T13:23:21Z;[{'id': 5058352613, 'qualifierId': 141, 'value': '0.0'}, {'id': 5058352615, 'qualifierId': 212, 'value': '40.8'}, {'id': 5058352617, 'qualifierId': 213, 'value': '5.84'}, {'id': 5058352609, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058352611, 'qualifierId': 140, 'value': '54.9'}, {'id': 5062734827, 'qualifierId': 167}];1o5qnb5ktq4u6t11lj3fqntg;A. Beaudry;;;d3nvn82ami7cwtjwviqppmck4;Clearance;;;;;;;;;;5,84;;;40,8;54,9;0,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;54,9;0,0;;;;;;;;0;26;6;Minnesota United II;1566;GK;1,0
2692605395;202;5;1;26;7;1pc6sx2h4rp113ldkbp5d2xas;1;49,4;101,5;2024-05-27T00:30:05.829Z;2024-05-27T00:30:13Z;[{'id': 5058352803, 'qualifierId': 347}, {'id': 5058352801, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058352867, 'qualifierId': 233, 'value': '247'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;d3nvn82ami7cwtjwviqppmck4;Out;;;;;;;;;;;;;;;;;;;;;;247,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;26;7;Colorado Rapids II;1567;MC;1,0
2692605359;247;5;1;26;7;iiolvosiuokkrl5iuoxcjo4p;0;50,6;-1,5;2024-05-27T00:30:05.829Z;2024-05-27T01:05:09Z;[{'id': 5058352621, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058352623, 'qualifierId': 347}, {'id': 5058352883, 'qualifierId': 233, 'value': '202'}];1o5qnb5ktq4u6t11lj3fqntg;A. Beaudry;;;d3nvn82ami7cwtjwviqppmck4;Out;;;;;;;;;;;;;;;;;;;;;;202,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;26;7;Minnesota United II;1567;GK;1,0
2692605431;203;1;1;26;14;1pc6sx2h4rp113ldkbp5d2xas;1;47,9;100,0;2024-05-27T00:30:12.900Z;2024-05-27T00:30:16Z;[{'id': 5058352985, 'qualifierId': 140, 'value': '34.3'}, {'id': 5058352983, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058352987, 'qualifierId': 141, 'value': '92.0'}, {'id': 5058352991, 'qualifierId': 213, 'value': '3.59'}, {'id': 5058352981, 'qualifierId': 107}, {'id': 5058352989, 'qualifierId': 212, 'value': '15.8'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;3,59;;;15,8;34,3;92,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;34,3;92,0;;;;;;;;0;26;14;Colorado Rapids II;1574;DML;1,0
2692605451;204;1;1;26;17;1pc6sx2h4rp113ldkbp5d2xas;1;31,3;91,1;2024-05-27T00:30:16.164Z;2024-05-27T00:30:20Z;[{'id': 5058353121, 'qualifierId': 140, 'value': '41.9'}, {'id': 5058353119, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058353123, 'qualifierId': 141, 'value': '72.0'}, {'id': 5058353125, 'qualifierId': 212, 'value': '17.1'}, {'id': 5058353127, 'qualifierId': 213, 'value': '5.42'}];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;5,42;;;17,1;41,9;72,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;41,9;72,0;;;;;;;;0;26;17;Colorado Rapids II;1577;DC;1,0
2692605479;205;1;1;26;21;1pc6sx2h4rp113ldkbp5d2xas;1;36,2;62,0;2024-05-27T00:30:20.340Z;2024-05-27T00:30:23Z;[{'id': 5058353253, 'qualifierId': 213, 'value': '4.10'}, {'id': 5058353247, 'qualifierId': 140, 'value': '26.5'}, {'id': 5058353249, 'qualifierId': 141, 'value': '40.9'}, {'id': 5058353251, 'qualifierId': 212, 'value': '17.6'}, {'id': 5058353245, 'qualifierId': 56, 'value': 'Back'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;4,1;;;17,6;26,5;40,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;26,5;40,9;;;;;;;;0;26;21;Colorado Rapids II;1581;MC;1,0
2692605493;206;1;1;26;24;1pc6sx2h4rp113ldkbp5d2xas;1;29,4;41,5;2024-05-27T00:30:23.268Z;2024-05-27T00:30:25Z;[{'id': 5058353339, 'qualifierId': 140, 'value': '29.5'}, {'id': 5058353341, 'qualifierId': 141, 'value': '59.1'}, {'id': 5058353345, 'qualifierId': 213, 'value': '1.56'}, {'id': 5058353337, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058353343, 'qualifierId': 212, 'value': '12.0'}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;1,56;;;12,0;29,5;59,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;29,5;59,1;;;;;;;;0;26;24;Colorado Rapids II;1584;DC;1,0
2692605535;207;1;1;26;26;1pc6sx2h4rp113ldkbp5d2xas;1;29,5;59,1;2024-05-27T00:30:25.219Z;2024-05-27T00:30:32Z;[{'id': 5058353529, 'qualifierId': 212, 'value': '15.1'}, {'id': 5058353525, 'qualifierId': 140, 'value': '37.2'}, {'id': 5058353531, 'qualifierId': 213, 'value': '1.01'}, {'id': 5058353523, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058353527, 'qualifierId': 141, 'value': '77.9'}];9s3boszvqn3fzsx0r1xswqyqy;V. Eriksson;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;1,01;;;15,1;37,2;77,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;37,2;77,9;;;;;;;;0;26;26;Colorado Rapids II;1586;DC;1,0
2692605557;208;1;1;26;33;1pc6sx2h4rp113ldkbp5d2xas;0;35,2;74,1;2024-05-27T00:30:32.372Z;2024-05-27T00:31:44Z;[{'id': 5058353709, 'qualifierId': 196}, {'id': 5058353639, 'qualifierId': 141, 'value': '0.0'}, {'id': 5058353635, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058353633, 'qualifierId': 155}, {'id': 5058353643, 'qualifierId': 213, 'value': '5.55'}, {'id': 5058353711, 'qualifierId': 1}, {'id': 5058353641, 'qualifierId': 212, 'value': '76.5'}, {'id': 5058353637, 'qualifierId': 140, 'value': '89.1'}];7g1lvmpww9jrvojy55zengpw4;A. Bran;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;5,55;;;76,5;89,1;0,0;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;89,1;0,0;;;;;;;;0;26;33;Colorado Rapids II;1593;AMC;1,0
2692605565;209;5;1;26;37;1pc6sx2h4rp113ldkbp5d2xas;0;87,4;-1,3;2024-05-27T00:30:36.342Z;2024-05-27T00:30:59Z;[{'id': 5058354243, 'qualifierId': 233, 'value': '248'}, {'id': 5058353713, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058353715, 'qualifierId': 347}];7g1lvmpww9jrvojy55zengpw4;A. Bran;;;d3nvn82ami7cwtjwviqppmck4;Out;;;;;;;;;;;;;;;;;;;;;;248,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;26;37;Colorado Rapids II;1597;AMC;1,0
2692605651;248;5;1;26;37;iiolvosiuokkrl5iuoxcjo4p;1;12,6;101,3;2024-05-27T00:30:36.342Z;2024-05-27T01:05:09Z;[{'id': 5058354235, 'qualifierId': 233, 'value': '209'}, {'id': 5058354215, 'qualifierId': 347}, {'id': 5058354213, 'qualifierId': 56, 'value': 'Back'}];1o5qnb5ktq4u6t11lj3fqntg;A. Beaudry;;;d3nvn82ami7cwtjwviqppmck4;Out;;;;;;;;;;;;;;;;;;;;;;209,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;26;37;Minnesota United II;1597;GK;1,0
2692605659;249;1;1;27;0;iiolvosiuokkrl5iuoxcjo4p;1;16,0;100,0;2024-05-27T00:30:59.263Z;2024-05-27T00:31:00Z;[{'id': 5058354261, 'qualifierId': 212, 'value': '23.3'}, {'id': 5058354255, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058354259, 'qualifierId': 141, 'value': '97.5'}, {'id': 5058354257, 'qualifierId': 140, 'value': '38.1'}, {'id': 5058354263, 'qualifierId': 213, 'value': '6.19'}, {'id': 5058354265, 'qualifierId': 1}, {'id': 5058354251, 'qualifierId': 107}];1keonaeqvrkqhbw9sjaaxsff8;J. Travis;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;6,19;;;23,3;38,1;97,5;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;38,1;97,5;;;;;;;;0;27;0;Minnesota United II;1620;DC;1,0
2692605667;250;1;1;27;2;iiolvosiuokkrl5iuoxcjo4p;1;38,1;97,5;2024-05-27T00:31:00.542Z;2024-05-31T13:25:02Z;[{'id': 5058354323, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058354325, 'qualifierId': 140, 'value': '27.6'}, {'id': 5058354329, 'qualifierId': 212, 'value': '12.5'}, {'id': 5062734925, 'qualifierId': 156}, {'id': 5058354331, 'qualifierId': 213, 'value': '3.64'}, {'id': 5058354327, 'qualifierId': 141, 'value': '88.7'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;3,64;;;12,5;27,6;88,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;27,6;88,7;;;;;;;;0;27;2;Minnesota United II;1622;MC;1,0
2692605679;251;1;1;27;3;iiolvosiuokkrl5iuoxcjo4p;0;27,6;88,7;2024-05-27T00:31:02.430Z;2024-05-27T00:31:04Z;[{'id': 5058354439, 'qualifierId': 213, 'value': '2.51'}, {'id': 5058354431, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058354437, 'qualifierId': 212, 'value': '11.3'}, {'id': 5058354429, 'qualifierId': 3}, {'id': 5058354433, 'qualifierId': 140, 'value': '18.9'}, {'id': 5058354435, 'qualifierId': 141, 'value': '98.6'}];ew8oodr9hiuqve7xlz24xznfu;M. Vargas;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;2,51;;;11,3;18,9;98,6;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;18,9;98,6;;;;;;;;0;27;3;Minnesota United II;1623;MR;1,0
2692605771;254;1;1;27;5;iiolvosiuokkrl5iuoxcjo4p;0;19,1;96,7;2024-05-27T00:31:03.891Z;2024-05-31T13:25:28Z;[{'id': 5058354887, 'qualifierId': 213, 'value': '0.42'}, {'id': 5058354885, 'qualifierId': 212, 'value': '7.8'}, {'id': 5058354877, 'qualifierId': 157}, {'id': 5058354883, 'qualifierId': 141, 'value': '100.0'}, {'id': 5058354889, 'qualifierId': 1}, {'id': 5058354879, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058354881, 'qualifierId': 140, 'value': '25.9'}];1keonaeqvrkqhbw9sjaaxsff8;J. Travis;;;d3nvn82ami7cwtjwviqppmck4;Pass;;;;;;;;;;0,42;;;7,8;25,9;100,0;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;25,9;100,0;;;;;;;;0;27;5;Minnesota United II;1625;DC;1,0
2692605675;210;43;1;27;5;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-05-27T00:31:03.892Z;2024-05-31T13:25:20Z;[{'id': 5058354409, 'qualifierId': 285, 'value': '0'}, {'id': 5062734951, 'qualifierId': 144, 'value': '74'}, {'id': 5058354407, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058355031, 'qualifierId': 233, 'value': '254'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;d3nvn82ami7cwtjwviqppmck4;Deleted event;;;;;;;;;;;;;;;;;;;;;;254,0;;;;74,0;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;27;5;Colorado Rapids II;1625;MC;1,0
2692605691;252;43;1;27;5;iiolvosiuokkrl5iuoxcjo4p;1;0,0;0,0;2024-05-27T00:31:04.199Z;2024-05-31T13:25:22Z;[{'id': 5062734961, 'qualifierId': 144, 'value': '61'}, {'id': 5058354489, 'qualifierId': 56, 'value': 'Back'}];1keonaeqvrkqhbw9sjaaxsff8;J. Travis;;;d3nvn82ami7cwtjwviqppmck4;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;27;5;Minnesota United II;1625;DC;1,0
2692605795;211;5;1;27;6;1pc6sx2h4rp113ldkbp5d2xas;1;74,2;-1,4;2024-05-27T00:31:04.644Z;2024-05-27T00:31:26Z;[{'id': 5058354999, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058355001, 'qualifierId': 347}, {'id': 5058355027, 'qualifierId': 233, 'value': '253'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;d3nvn82ami7cwtjwviqppmck4;Out;;;;;;;;;;;;;;;;;;;;;;253,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;27;6;Colorado Rapids II;1626;MC;1,0
2692605695;253;5;1;27;6;iiolvosiuokkrl5iuoxcjo4p;0;25,8;101,4;2024-05-27T00:31:04.644Z;2024-05-27T01:05:09Z;[{'id': 5058354507, 'qualifierId': 347}, {'id': 5058355035, 'qualifierId': 233, 'value': '211'}, {'id': 5058354505, 'qualifierId': 56, 'value': 'Back'}];1keonaeqvrkqhbw9sjaaxsff8;J. Travis;;;d3nvn82ami7cwtjwviqppmck4;Out;;;;;;;;;;;;;;;;;;;;;;211,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;;0;27;6;Minnesota United II;1626;DC;1,0
