id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamPlayerFormation;value_TeamFormation;value_PlayerPosition;value_Resume;value_Involved;value_JerseyNumber;value_Captain;value_DirectionOfPlay;value_Angle;value_Zone;value_PassEndX;value_KickOff;value_Length;value_PassEndY;value_Chipped;value_LongBall;value_Offensive;value_DeletedEventType;value_AttemptedTackle;value_OppositeRelatedEventId;value_Direct;value_Foul;value_Defensive;value_FreeKickTaken;value_LowGkIntervention;value_KeeperThrow;value_IntendedTackleTarget;value_BlockedPass;value_Assist;value_IntentionalAssist;value_RegularPlay;value_FirstTouch;value_BlockedY;value_RelatedEventId;value_GoalmouthY;value_SmallBoxCentre;value_GoalmouthZ;value_Assisted;value_BigChance;value_LowRight;value_RightFooted;value_BlockedX;value_Sliding;value_Feet;value_ParriedSafe;value_Right;value_Left;value_CornerTaken;value_InSwinger;value_Cross;value_LeftFooted;value_BoxCentre;value_GkY;value_GkX;value_Head;value_CloseRight;value_NotPastGoalLine;value_FromCorner;value_HeadPass;value_TouchTypePass;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_ShirtPull/Holding;value_Launch;value_SwitchOfPlay;value_TakeOnOvertake;value_IndividualPlay;value_BoxRight;value_LowCentre;value_Diving;value_Hands;value_OutSwinger;value_NotVisible;value_ThroughBall;value_MediumGkIntervention;value_TouchTypeControl;value_PullBack;value_OutOfPlay;value_Shove/Push;value_Standing;value_OwnPlayer;value_GkYTimeOfGoal;value_OutOfBoxCentre;value_KeeperTouched;value_LowLeft;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_FlickOn;value_Overrun;value_Handball;value_Collected;value_PenaltyTakerId;value_Penalty;value_Scored;value_NotAssisted;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistId;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistTeam;value_OtherBodyPart;value_Blocked;value_DefBlock;value_HighClaim;value_HighGkIntervention;value_TakeOnSpace;value_High;value_NextEventGoalKick;value_GoalKick;value_Low;value_LayOff;value_BoxLeft;value_CloseHigh;value_YellowCard;value_RecklessOffence;value_PlayersCaughtOffside;value_Indirect;value_Minutes;value_GkKickFromHands;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_SixYardBlocked;value_Stooping;value_Dissent;value_FreeKick;value_ParriedDanger;value_BlockedCross;value_OverhitCross;value_InjuredPlayerId;value_Injury;value_DrivenCross;value_Straight;value_LeadingToAttempt;value_TacticalFoul;value_HighLeft;value_FastBreak;value_1On1;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2731907525;225;1;1;27;53;29nx7yxy1rdqv2oobqn5pjf8p;1;33,7;63,3;2024-10-06T17:33:06.425Z;2024-10-06T17:33:09Z;[{'id': 5274326295, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274326303, 'qualifierId': 213, 'value': '2.00'}, {'id': 5274326299, 'qualifierId': 141, 'value': '85.2'}, {'id': 5274326301, 'qualifierId': 212, 'value': '16.4'}, {'id': 5274326297, 'qualifierId': 140, 'value': '27.2'}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;2,0;;27,2;;16,4;85,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;27,2;85,2;;;;;;;;0;27;53;Crown Legacy;1673;MC;1,0
2731907597;226;1;1;27;55;29nx7yxy1rdqv2oobqn5pjf8p;1;28,1;85,2;2024-10-06T17:33:09.241Z;2024-10-06T17:33:13Z;[{'id': 5274326665, 'qualifierId': 212, 'value': '34.8'}, {'id': 5274326653, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274326661, 'qualifierId': 141, 'value': '88.4'}, {'id': 5274326657, 'qualifierId': 140, 'value': '61.2'}, {'id': 5274326669, 'qualifierId': 1}, {'id': 5274326667, 'qualifierId': 213, 'value': '0.06'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;0,06;;61,2;;34,8;88,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;61,2;88,4;;;;;;;;0;27;55;Crown Legacy;1675;DC;1,0
2731907631;227;1;1;27;59;29nx7yxy1rdqv2oobqn5pjf8p;1;57,7;89,3;2024-10-06T17:33:12.969Z;2024-10-10T15:04:27Z;[{'id': 5274326827, 'qualifierId': 140, 'value': '48.1'}, {'id': 5274326831, 'qualifierId': 212, 'value': '10.1'}, {'id': 5274326829, 'qualifierId': 141, 'value': '90.1'}, {'id': 5274326833, 'qualifierId': 213, 'value': '3.09'}, {'id': 5274326825, 'qualifierId': 56, 'value': 'Back'}];7w2rw1jd8ouhu8bbvswvysu8k;J. Batiz;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;3,09;;48,1;;10,1;90,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;48,1;90,1;;;;;;;;0;27;59;Crown Legacy;1679;DML;1,0
2731907671;228;1;1;28;0;29nx7yxy1rdqv2oobqn5pjf8p;1;49,1;87,9;2024-10-06T17:33:14.280Z;2024-10-06T17:33:16Z;[{'id': 5274327039, 'qualifierId': 141, 'value': '63.9'}, {'id': 5274327041, 'qualifierId': 212, 'value': '19.9'}, {'id': 5274327035, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274327037, 'qualifierId': 140, 'value': '60.0'}, {'id': 5274327043, 'qualifierId': 213, 'value': '5.32'}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;5,32;;60,0;;19,9;63,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;60,0;63,9;;;;;;;;0;28;0;Crown Legacy;1680;MC;1,0
2731907735;229;1;1;28;3;29nx7yxy1rdqv2oobqn5pjf8p;1;59,4;61,5;2024-10-06T17:33:16.473Z;2024-10-06T17:33:19Z;[{'id': 5274327347, 'qualifierId': 141, 'value': '41.5'}, {'id': 5274327343, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274327353, 'qualifierId': 213, 'value': '4.95'}, {'id': 5274327351, 'qualifierId': 212, 'value': '14.0'}, {'id': 5274327345, 'qualifierId': 140, 'value': '62.6'}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;4,95;;62,6;;14,0;41,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;62,6;41,5;;;;;;;;0;28;3;Crown Legacy;1683;FW;1,0
2731907827;230;1;1;28;5;29nx7yxy1rdqv2oobqn5pjf8p;1;63,4;35,3;2024-10-06T17:33:18.969Z;2024-10-06T17:33:22Z;[{'id': 5274327835, 'qualifierId': 56, 'value': 'Right'}, {'id': 5274327851, 'qualifierId': 213, 'value': '5.25'}, {'id': 5274327839, 'qualifierId': 140, 'value': '72.9'}, {'id': 5274327843, 'qualifierId': 141, 'value': '10.9'}, {'id': 5274327847, 'qualifierId': 212, 'value': '19.4'}];dqxh3f9qy6lhrwabvnbb6erro;A. Dumitru;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;5,25;;72,9;;19,4;10,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;72,9;10,9;;;;;;;;0;28;5;Crown Legacy;1685;MC;1,0
2731907915;231;1;1;28;9;29nx7yxy1rdqv2oobqn5pjf8p;1;76,4;16,7;2024-10-06T17:33:22.824Z;2024-10-06T17:33:26Z;[{'id': 5274328283, 'qualifierId': 140, 'value': '65.3'}, {'id': 5274328287, 'qualifierId': 212, 'value': '12.3'}, {'id': 5274328289, 'qualifierId': 213, 'value': '2.82'}, {'id': 5274328285, 'qualifierId': 141, 'value': '22.4'}, {'id': 5274328281, 'qualifierId': 56, 'value': 'Center'}];5qfwg7j8xrfv19ouu4gvrs00k;N. Edwards;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;2,82;;65,3;;12,3;22,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;65,3;22,4;;;;;;;;0;28;9;Crown Legacy;1689;DMR;1,0
2731907989;232;1;1;28;11;29nx7yxy1rdqv2oobqn5pjf8p;1;68,7;19,4;2024-10-06T17:33:25.129Z;2024-10-06T17:33:30Z;[{'id': 5274328709, 'qualifierId': 56, 'value': 'Right'}, {'id': 5274328725, 'qualifierId': 213, 'value': '5.78'}, {'id': 5274328721, 'qualifierId': 212, 'value': '14.5'}, {'id': 5274328717, 'qualifierId': 141, 'value': '9.2'}, {'id': 5274328713, 'qualifierId': 140, 'value': '80.8'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;5,78;;80,8;;14,5;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;80,8;9,2;;;;;;;;0;28;11;Crown Legacy;1691;AMC;1,0
2731908045;233;1;1;28;16;29nx7yxy1rdqv2oobqn5pjf8p;1;81,6;10,4;2024-10-06T17:33:29.929Z;2024-10-10T15:05:20Z;[{'id': 5279999557, 'qualifierId': 224}, {'id': 5279999559, 'qualifierId': 20}, {'id': 5274329045, 'qualifierId': 212, 'value': '33.9'}, {'id': 5274329037, 'qualifierId': 155}, {'id': 5274329039, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274329035, 'qualifierId': 2}, {'id': 5274329041, 'qualifierId': 140, 'value': '92.8'}, {'id': 5274329043, 'qualifierId': 141, 'value': '57.2'}, {'id': 5274329047, 'qualifierId': 213, 'value': '1.22'}, {'id': 5274330839, 'qualifierId': 154}, {'id': 5274329049, 'qualifierId': 1}, {'id': 5274330837, 'qualifierId': 210, 'value': '13'}];dqxh3f9qy6lhrwabvnbb6erro;A. Dumitru;1,0;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;1,22;;92,8;;33,9;57,2;1,0;1,0;;;;;;;;;;;;;13,0;1,0;;;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;92,8;57,2;;;;;;;;0;28;16;Crown Legacy;1696;MC;1,0
2731908065;234;44;1;28;18;29nx7yxy1rdqv2oobqn5pjf8p;1;90,8;58,7;2024-10-06T17:33:32.072Z;2024-10-06T17:54:38Z;[{'id': 5274329371, 'qualifierId': 233, 'value': '216'}, {'id': 5274329157, 'qualifierId': 286}, {'id': 5274329155, 'qualifierId': 56, 'value': 'Center'}];d5del7kcf1zgkd2uvhius8y22;C. Sharp;;;kwr1zoais4pulaqepcxi8v84;Aerial;;;;;;;;;;;;;;;;;;1,0;;;216,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;28;18;Crown Legacy;1698;FW;1,0
2731908099;216;44;1;28;18;6ubc4y1v6hr63mca7ica4hp90;0;9,2;41,3;2024-10-06T17:33:32.073Z;2024-10-06T17:54:38Z;[{'id': 5274329413, 'qualifierId': 233, 'value': '234'}, {'id': 5274329303, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274329307, 'qualifierId': 285}];9b29l83qhedv79h20lgyu9tqt;B. Tuiloma;;;kwr1zoais4pulaqepcxi8v84;Aerial;;;;;;;;;;;;;;;;;;;;;234,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;28;18;Toronto II;1698;DL;1,0
2731908079;235;13;1;28;19;29nx7yxy1rdqv2oobqn5pjf8p;1;92,3;54,8;2024-10-06T17:33:32.472Z;2024-10-10T15:06:06Z;[{'id': 5274329205, 'qualifierId': 22}, {'id': 5279999837, 'qualifierId': 74}, {'id': 5274330885, 'qualifierId': 102, 'value': '45.7'}, {'id': 5274329211, 'qualifierId': 17}, {'id': 5274329215, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274329837, 'qualifierId': 328}, {'id': 5274329833, 'qualifierId': 15}, {'id': 5274330891, 'qualifierId': 231, 'value': '50.9'}, {'id': 5274330881, 'qualifierId': 55, 'value': '233'}, {'id': 5274330877, 'qualifierId': 154}, {'id': 5274330873, 'qualifierId': 29}, {'id': 5274330887, 'qualifierId': 103, 'value': '69.4'}, {'id': 5274330889, 'qualifierId': 230, 'value': '98.8'}];d5del7kcf1zgkd2uvhius8y22;C. Sharp;;;kwr1zoais4pulaqepcxi8v84;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;233,0;45,7;;69,4;1,0;;;;;;;;;;;;;;1,0;50,9;98,8;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;45,7;69.4;233,0;dqxh3f9qy6lhrwabvnbb6erro;;0;28;19;Crown Legacy;1699;FW;1,0
2731908229;217;5;1;28;20;6ubc4y1v6hr63mca7ica4hp90;1;-1,0;49,7;2024-10-06T17:33:33.977Z;2024-10-06T17:56:43Z;[{'id': 5274330039, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274330081, 'qualifierId': 233, 'value': '236'}, {'id': 5274330041, 'qualifierId': 346}];9b29l83qhedv79h20lgyu9tqt;B. Tuiloma;;;kwr1zoais4pulaqepcxi8v84;Out;;;;;;;;;;;;;;;;;;;;;236,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;28;20;Toronto II;1700;DL;1,0
2731908105;236;5;1;28;20;29nx7yxy1rdqv2oobqn5pjf8p;0;101,0;50,3;2024-10-06T17:33:33.977Z;2024-10-06T17:56:43Z;[{'id': 5274330117, 'qualifierId': 233, 'value': '217'}, {'id': 5274329349, 'qualifierId': 346}, {'id': 5274329347, 'qualifierId': 56, 'value': 'Center'}];d5del7kcf1zgkd2uvhius8y22;C. Sharp;;;kwr1zoais4pulaqepcxi8v84;Out;;;;;;;;;;;;;;;;;;;;;217,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;28;20;Crown Legacy;1700;FW;1,0
2731908519;218;1;1;28;24;6ubc4y1v6hr63mca7ica4hp90;1;3,8;53,8;2024-10-06T17:33:38.211Z;2024-10-06T18:08:01Z;[{'id': 5274331701, 'qualifierId': 141, 'value': '56.4'}, {'id': 5274331705, 'qualifierId': 213, 'value': '0.11'}, {'id': 5274331695, 'qualifierId': 124}, {'id': 5274331709, 'qualifierId': 237}, {'id': 5274331699, 'qualifierId': 140, 'value': '19.7'}, {'id': 5274331703, 'qualifierId': 212, 'value': '16.8'}, {'id': 5274331697, 'qualifierId': 56, 'value': 'Back'}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;0,11;;19,7;;16,8;56,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;19,7;56,4;;;;;;;;0;28;24;Toronto II;1704;GK;1,0
2731908561;219;1;1;28;25;6ubc4y1v6hr63mca7ica4hp90;1;19,9;62,8;2024-10-06T17:33:39.007Z;2024-10-06T18:08:02Z;[{'id': 5274332009, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274332013, 'qualifierId': 141, 'value': '62.2'}, {'id': 5274332017, 'qualifierId': 213, 'value': '3.17'}, {'id': 5274332015, 'qualifierId': 212, 'value': '13.2'}, {'id': 5274332011, 'qualifierId': 140, 'value': '7.3'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;3,17;;7,3;;13,2;62,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;7,3;62,2;;;;;;;;0;28;25;Toronto II;1705;MC;1,0
2731928849;329;1;1;28;31;6ubc4y1v6hr63mca7ica4hp90;1;18,7;64,8;2024-10-06T17:33:44.623Z;2024-10-10T15:07:29Z;[{'id': 5274444277, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274444281, 'qualifierId': 141, 'value': '33.8'}, {'id': 5274444285, 'qualifierId': 213, 'value': '4.58'}, {'id': 5274444279, 'qualifierId': 140, 'value': '16.0'}, {'id': 5274444283, 'qualifierId': 212, 'value': '21.3'}];dkgv1asv2glgvoddpvxe56t5g;João Pedro;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;4,58;;16,0;;21,3;33,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;16,0;33,8;;;;;;;;0;28;31;Toronto II;1711;DC;1,0
2731908609;220;1;1;28;40;6ubc4y1v6hr63mca7ica4hp90;1;15,9;40,2;2024-10-06T17:33:53.976Z;2024-10-06T18:08:04Z;[{'id': 5274332207, 'qualifierId': 141, 'value': '35.6'}, {'id': 5274332203, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274332209, 'qualifierId': 212, 'value': '9.6'}, {'id': 5274332211, 'qualifierId': 213, 'value': '5.95'}, {'id': 5274332205, 'qualifierId': 140, 'value': '24.5'}];9b29l83qhedv79h20lgyu9tqt;B. Tuiloma;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;5,95;;24,5;;9,6;35,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;24,5;35,6;;;;;;;;0;28;40;Toronto II;1720;DL;1,0
2731908629;221;1;1;28;42;6ubc4y1v6hr63mca7ica4hp90;1;16,6;30,5;2024-10-06T17:33:55.538Z;2024-10-06T17:33:56Z;[{'id': 5274332331, 'qualifierId': 140, 'value': '14.8'}, {'id': 5274332335, 'qualifierId': 212, 'value': '8.4'}, {'id': 5274332327, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274332333, 'qualifierId': 141, 'value': '42.5'}, {'id': 5274332337, 'qualifierId': 213, 'value': '1.80'}];6hhsk7b3rv87zi2i3dpzna3th;J. Paterson;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;1,8;;14,8;;8,4;42,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;14,8;42,5;;;;;;;;0;28;42;Toronto II;1722;MC;1,0
2731908655;222;1;1;28;43;6ubc4y1v6hr63mca7ica4hp90;1;13,9;48,2;2024-10-06T17:33:56.710Z;2024-10-06T18:08:05Z;[{'id': 5274332495, 'qualifierId': 213, 'value': '1.18'}, {'id': 5274332491, 'qualifierId': 141, 'value': '72.0'}, {'id': 5274332489, 'qualifierId': 140, 'value': '20.2'}, {'id': 5274332493, 'qualifierId': 212, 'value': '17.5'}, {'id': 5274332487, 'qualifierId': 56, 'value': 'Back'}];9b29l83qhedv79h20lgyu9tqt;B. Tuiloma;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;1,18;;20,2;;17,5;72,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;20,2;72,0;;;;;;;;0;28;43;Toronto II;1723;DL;1,0
2731908747;223;1;1;28;46;6ubc4y1v6hr63mca7ica4hp90;1;19,2;73,5;2024-10-06T17:33:59.491Z;2024-10-06T17:34:03Z;[{'id': 5274333055, 'qualifierId': 141, 'value': '77.7'}, {'id': 5274333051, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274333057, 'qualifierId': 212, 'value': '9.9'}, {'id': 5274333053, 'qualifierId': 140, 'value': '28.2'}, {'id': 5274333059, 'qualifierId': 213, 'value': '0.29'}];dkgv1asv2glgvoddpvxe56t5g;João Pedro;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;0,29;;28,2;;9,9;77,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;28,2;77,7;;;;;;;;0;28;46;Toronto II;1726;DC;1,0
2731908785;224;1;1;28;49;6ubc4y1v6hr63mca7ica4hp90;1;27,3;75,0;2024-10-06T17:34:02.944Z;2024-10-06T17:34:04Z;[{'id': 5274333219, 'qualifierId': 140, 'value': '20.6'}, {'id': 5274333221, 'qualifierId': 141, 'value': '90.2'}, {'id': 5274333217, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274333225, 'qualifierId': 213, 'value': '2.17'}, {'id': 5274333223, 'qualifierId': 212, 'value': '12.5'}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;2,17;;20,6;;12,5;90,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;20,6;90,2;;;;;;;;0;28;49;Toronto II;1729;AML;1,0
2731908827;225;1;1;28;51;6ubc4y1v6hr63mca7ica4hp90;1;19,8;89,1;2024-10-06T17:34:04.694Z;2024-10-06T17:34:07Z;[{'id': 5274333547, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274333553, 'qualifierId': 212, 'value': '9.1'}, {'id': 5274333549, 'qualifierId': 140, 'value': '28.4'}, {'id': 5274333555, 'qualifierId': 213, 'value': '6.18'}, {'id': 5274333551, 'qualifierId': 141, 'value': '87.7'}];dkgv1asv2glgvoddpvxe56t5g;João Pedro;;;kwr1zoais4pulaqepcxi8v84;Pass;;;;;;;;;;6,18;;28,4;;9,1;87,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;28,4;87,7;;;;;;;;0;28;51;Toronto II;1731;DC;1,0
