id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamKit;value_TeamPlayerFormation;value_Captain;value_Resume;value_PlayerPosition;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_Angle;value_KickOff;value_Length;value_PassEndY;value_Zone;value_PassEndX;value_LongBall;value_Chipped;value_HeadPass;value_Defensive;value_OppositeRelatedEventId;value_TakeOnSpace;value_Offensive;value_TouchTypeControl;value_DeletedEventType;value_SwitchOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Launch;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_LowGkIntervention;value_KeeperThrow;value_VideoCoverageLost;value_LeadingToGoal;value_GoalShotGameClock;value_GoalmouthZ;value_GoalmouthY;value_LeftFooted;value_GkX;value_GkXTimeOfGoal;value_FirstTouch;value_OutOfBoxCentre;value_RegularPlay;value_RelatedError1Id;value_GkYTimeOfGoal;value_LowRight;value_GoalShotTimestamp;value_NotAssisted;value_GkY;value_NotVisible;value_Cross;value_OutSwinger;value_RightFooted;value_NextEventGoalKick;value_Low;value_GoalKick;value_BlockedPass;value_PlayersCaughtOffside;value_OutOfPlay;value_Left;value_Indirect;value_HighClaim;value_MediumGkIntervention;value_Assist;value_BlockedY;value_Blocked;value_LowCentre;value_IndividualPlay;value_RelatedEventId;value_OutOfBoxLeft;value_Assisted;value_BlockedX;value_DefBlock;value_IntendedTackleTarget;value_LayOff;value_Head;value_PullBack;value_ThroughBall;value_Straight;value_DrivenCross;value_CaptainChange;value_TouchTypePass;value_InSwinger;value_IntentionalAssist;value_BoxCentre;value_Hands;value_Collected;value_Standing;value_FlickOn;value_Right;value_CornerTaken;value_TakeOnOvertake;value_TouchTypeClearance;value_Handball;value_BlockedCross;value_High;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_OtherObstacle;value_GkStart;value_BoxRight;value_InjuredPlayerId;value_Injury;value_HighGkIntervention;value_FromCorner;value_Overrun;value_Minutes;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_OverArm;value_SixYardBlocked;value_HighLeft;value_SetPiece;value_LowLeft;value_BoxLeft;value_BigChance;value_GkHoof;value_Volley;value_Defensive1V1;value_AerialFoul;value_CloseHigh;value_RecklessOffence;value_BoxDeepLeft;value_Strong;value_HitWoodwork;value_HitBar;value_ViolentConduct;value_RedCard;value_Argument;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Diving;value_Saved;value_ParriedSafe;value_Missed;value_HighCentre;value_KeeperTouched;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2704510319;1;34;16;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-07-29T01:19:58.193Z;2024-08-05T13:23:21Z;[{'id': 5123971453, 'qualifierId': 30, 'value': '2ig362xub2syd45v3usgymbkk, 8y2nsfsangmn1qa389y25b76c, 48vc423tkz4mx7oql1ahqneac, 5gg2mxmy9ff40oku3s09gavl6, 1z750xyx7stmv6uf51h1y6ehh, ahl3kfbfeubf6zfl7x8qrlm38, 3wkej06590b61lyqm7vt1kwes, bxnegxnynd1glae8g0vfigfvu, 6kpb5yyfk2ifjgtfkspb8xwd0, tw82u87mw6kggtjblt1hhdzo, dzo2odov052991qseshgfruju, 17x0wwjg47boyx7jua6vqf0gk, 6d45ccicyo6dregi9cm4ad4kq, aqqbh1ugeh2f8jjiq8fu2qwru, asy97zdxk0352toy38huzk222, 8rq61cgteiomxej2p0nxaw6c4, 8pl795qg2d886vtq8trzsucfe, 7ditqci7td8u4wj4dmirr3qzu, b664bp3hnxztegvx1r6menj10, 929ogu77f1e7edncwll3wv4t0'}, {'id': 5124003299, 'qualifierId': 197, 'value': '8379'}, {'id': 5123971461, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5124013983, 'qualifierId': 194, 'value': 'ahl3kfbfeubf6zfl7x8qrlm38'}, {'id': 5123971463, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5123971455, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5123971457, 'qualifierId': 59, 'value': '57, 40, 51, 32, 20, 42, 81, 92, 77, 39, 41, 12, 23, 27, 33, 34, 44, 45, 68, 88'}, {'id': 5123971459, 'qualifierId': 130, 'value': '13'}];;;;;echqli2q50v5boptrbe4fxxck;Team set up;;8379,0;;;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;0;Vancouver Whitecaps II;0;;
2704512485;1;34;16;0;0;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-07-29T01:31:29.217Z;2024-08-05T13:40:03Z;[{'id': 5124003363, 'qualifierId': 197, 'value': '3399'}, {'id': 5123983495, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5123983491, 'qualifierId': 130, 'value': '12'}, {'id': 5123983485, 'qualifierId': 30, 'value': '6cdhdb44atdm9b3n7swgi002y, 9gktbx1ux7xxmjklqxjr84844, 37ddno54qtmmonwcmflkh1p1w, 5f9efncfujlb0pqps4bz1tjpw, 4y4mypo5jyzbp0dtvm6y7ajxm, bsufynk2wfvpz40nrndah1kb8, 2mdvkj8gcfmn6wve50ewfi7mc, 9b02cix263jvavj538nkj3m6s, 84wint64ygxx3pi5fz3mr12j8, 1ksu0c3adavx1gqbrhalfpatw, 4lyhopb6ddaz08hd5tu2pos9g, 8hf35b309tq3wuc59xgshmbro, 5et4reh22bzqjp1wcr5sqldnu, 249t35evpr3aasx0uczjs2j9w, 255wdp11nymy9rfa1s4onnfo4, 5f17sgbv50uijg07qvpnejk0k, f3ubwnzi6mfp8kzaazre3sro4'}, {'id': 5123983489, 'qualifierId': 59, 'value': '50, 62, 74, 57, 95, 51, 96, 97, 52, 55, 49, 48, 53, 54, 75, 90, 91'}, {'id': 5123983487, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5'}, {'id': 5127096441, 'qualifierId': 194, 'value': '84wint64ygxx3pi5fz3mr12j8'}, {'id': 5123983493, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0'}];;;;;echqli2q50v5boptrbe4fxxck;Team set up;;3399,0;;;;;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;0;Real Monarchs;0;;
2704516019;2;32;1;0;0;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-07-29T02:04:12.817Z;2024-07-29T02:04:13Z;[{'id': 5124003605, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;echqli2q50v5boptrbe4fxxck;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;0;Real Monarchs;0;;
2704516021;2;32;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-07-29T02:04:12.817Z;2024-08-05T13:06:27Z;[{'id': 5124003607, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;echqli2q50v5boptrbe4fxxck;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;0;Vancouver Whitecaps II;0;;
2704516023;3;1;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;50,1;49,9;2024-07-29T02:04:13.149Z;2024-07-29T02:53:11Z;[{'id': 5124003617, 'qualifierId': 213, 'value': '2.97'}, {'id': 5124003619, 'qualifierId': 279, 'value': 'S'}, {'id': 5124003615, 'qualifierId': 212, 'value': '20.6'}, {'id': 5124003613, 'qualifierId': 141, 'value': '55.1'}, {'id': 5124003609, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124003611, 'qualifierId': 140, 'value': '30.8'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;echqli2q50v5boptrbe4fxxck;Pass;;;;;;;;;;2,97;;20,6;55,1;;30,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;30,8;55,1;;;;;;;;0;0;0;Vancouver Whitecaps II;0;MC;1,0
2704516027;4;1;1;0;4;cbip96wzs3jc2xadoluhhxotl;0;30,8;55,1;2024-07-29T02:04:16.930Z;2024-07-29T02:04:19Z;[{'id': 5124003637, 'qualifierId': 1}, {'id': 5124003631, 'qualifierId': 141, 'value': '21.8'}, {'id': 5124003635, 'qualifierId': 213, 'value': '5.67'}, {'id': 5124003633, 'qualifierId': 212, 'value': '39.2'}, {'id': 5124003629, 'qualifierId': 140, 'value': '61.3'}, {'id': 5124003627, 'qualifierId': 56, 'value': 'Center'}, {'id': 5124003625, 'qualifierId': 155}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;echqli2q50v5boptrbe4fxxck;Pass;;;;;;;;;;5,67;;39,2;21,8;;61,3;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;61,3;21,8;;;;;;;;0;0;4;Vancouver Whitecaps II;4;DC;1,0
2705049625;626;1;1;0;5;eo64tqkioegeb09iice2hf8bt;0;41,2;74,6;2024-07-29T02:04:18.171Z;2024-08-01T06:01:52Z;[{'id': 5127019745, 'qualifierId': 141, 'value': '60.8'}, {'id': 5127019743, 'qualifierId': 140, 'value': '43.0'}, {'id': 5127019741, 'qualifierId': 56, 'value': 'Back'}, {'id': 5127019747, 'qualifierId': 212, 'value': '9.6'}, {'id': 5127019749, 'qualifierId': 213, 'value': '4.91'}, {'id': 5127019739, 'qualifierId': 3}];37ddno54qtmmonwcmflkh1p1w;A. Fong;;;echqli2q50v5boptrbe4fxxck;Pass;;;;;;;;;;4,91;;9,6;60,8;;43,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;43,0;60,8;;;;;;;;0;0;5;Real Monarchs;5;DML;1,0
2704516037;3;45;1;0;9;eo64tqkioegeb09iice2hf8bt;0;39,4;64,4;2024-07-29T02:04:22.050Z;2024-07-29T02:55:02Z;[{'id': 5124003661, 'qualifierId': 285}, {'id': 5124031973, 'qualifierId': 233, 'value': '5'}, {'id': 5124003659, 'qualifierId': 56, 'value': 'Back'}];9b02cix263jvavj538nkj3m6s;L. Mackenzie;;;echqli2q50v5boptrbe4fxxck;Challenge;;;;;;;;;;;;;;;;;;;1,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;9;Real Monarchs;9;MC;1,0
2704516029;5;3;1;0;9;cbip96wzs3jc2xadoluhhxotl;1;60,6;35,6;2024-07-29T02:04:22.050Z;2024-08-01T06:02:12Z;[{'id': 5124031969, 'qualifierId': 233, 'value': '3'}, {'id': 5124003639, 'qualifierId': 56, 'value': 'Center'}, {'id': 5127019855, 'qualifierId': 464}, {'id': 5124003641, 'qualifierId': 286}];dzo2odov052991qseshgfruju;D. Iskenderian;;;echqli2q50v5boptrbe4fxxck;Take On;;;;;;;;;;;;;;;;;;;;3,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;9;Vancouver Whitecaps II;9;FWL;1,0
2704516031;6;3;1;0;10;cbip96wzs3jc2xadoluhhxotl;0;64,2;38,3;2024-07-29T02:04:23.761Z;2024-08-01T06:02:16Z;[{'id': 5124003643, 'qualifierId': 56, 'value': 'Center'}, {'id': 5127019873, 'qualifierId': 464}, {'id': 5124003645, 'qualifierId': 286}, {'id': 5124032145, 'qualifierId': 233, 'value': '4'}];dzo2odov052991qseshgfruju;D. Iskenderian;;;echqli2q50v5boptrbe4fxxck;Take On;;;;;;;;;;;;;;;;;;;;4,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;10;Vancouver Whitecaps II;10;FWL;1,0
