id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamKit;value_TeamFormation;value_Resume;value_Involved;value_PlayerPosition;value_TeamPlayerFormation;value_Captain;value_JerseyNumber;value_DirectionOfPlay;value_PassEndY;value_Length;value_Zone;value_KickOff;value_PassEndX;value_Angle;value_HeadPass;value_LongBall;value_Chipped;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Offensive;value_Defensive;value_BlockedPass;value_OutOfPlay;value_IntendedTackleTarget;value_Left;value_IndividualPlay;value_OutOfBoxCentre;value_GkX;value_RegularPlay;value_GkY;value_GoalmouthY;value_RightFooted;value_GoalmouthZ;value_NotAssisted;value_NextEventGoalKick;value_Low;value_GoalKick;value_DeletedEventType;value_SwitchOfPlay;value_Launch;value_AttemptedTackle;value_Foul;value_Direct;value_Assist;value_FreeKickTaken;value_IntentionalAssist;value_Cross;value_RelatedEventId;value_BoxCentre;value_Assisted;value_SetPiece;value_FirstTouch;value_Head;value_NotVisible;value_High;value_FlickOn;value_LayOff;value_CloseRight;value_HighRight;value_BoxDeepLeft;value_LeftFooted;value_BlockedCross;value_Right;value_InSwinger;value_CornerTaken;value_FromCorner;value_HighLeft;value_ThroughBall;value_YellowCard;value_Dissent;value_BlockedClearance;value_Shove/Push;value_FreeKick;value_Blocked;value_BlockedY;value_LowCentre;value_OutOfBoxDeepRight;value_BlockedX;value_DefBlock;value_KeeperThrow;value_Handball;value_BoxRight;value_PullBack;value_BoxLeft;value_IncorrectOutOfPlayDecision;value_DrinksBreak;value_RefereeDelay;value_PlayersCaughtOffside;value_Indirect;value_HighCentre;value_Stooping;value_Hands;value_Collected;value_HighClaim;value_InjuredPlayerId;value_Injury;value_PenaltyTakerId;value_Penalty;value_Scored;value_Diving;value_FantasyAssistType;value_GoalShotTimestamp;value_FantasyAssistTeam;value_BigChance;value_CausingPlayer;value_FantasyAssistId;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistedBy;value_GoalShotGameClock;value_FastBreak;value_OutSwinger;value_Minutes;value_Deflection;value_Standing;value_GkKickFromHands;value_CloseHigh;value_DeniedGoalScoringOpp;value_OverhitCross;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_LowLeft;value_ParriedSafe;value_OverArm;value_OwnPlayer;value_OwnShotBlocked;value_CloseLeft;value_TacticalFoul;value_AerialFoul;value_LastLine;value_MisHit;value_Overrun;value_ShirtPull/Holding;value_GoesToPenalties;value_KeeperTouched;value_LowRight;value_Missed;value_Saved;value_HitWoodwork;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2705325005;428;5;2;55;9;eo64tqkioegeb09iice2hf8bt;1;62,1;-1,6;2024-08-03T01:21:11.638Z;2024-08-03T01:23:44Z;[{'id': 5128553757, 'qualifierId': 233, 'value': '546'}, {'id': 5128553749, 'qualifierId': 347}, {'id': 5128553747, 'qualifierId': 56, 'value': 'Right'}];84wint64ygxx3pi5fz3mr12j8;N. Fleuriau Chateau;;edzlyy9z5g4tf6yhbzd73t9uc;Out;;;;;;;;;;;;;;;;;;;546,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;55;9;Sporting KC II;3309;;1,0
2705324979;546;5;2;55;9;7fbej4xwoq4imaf5l39304m37;0;37,9;101,6;2024-08-03T01:21:11.638Z;2024-08-03T01:21:18Z;[{'id': 5128553555, 'qualifierId': 347}, {'id': 5128553763, 'qualifierId': 233, 'value': '428'}, {'id': 5128553553, 'qualifierId': 56, 'value': 'Back'}];9kahvwswke29dt3uumulbktpm;M. Visconti;;edzlyy9z5g4tf6yhbzd73t9uc;Out;;;;;;;;;;;;;;;;;;;428,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;55;9;Vancouver Whitecaps II;3309;DC;1,0
2705325021;429;1;2;55;15;eo64tqkioegeb09iice2hf8bt;1;59,8;0,0;2024-08-03T01:21:17.496Z;2024-08-03T01:21:22Z;[{'id': 5128553841, 'qualifierId': 1}, {'id': 5128553837, 'qualifierId': 212, 'value': '22.7'}, {'id': 5128553829, 'qualifierId': 107}, {'id': 5128553831, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128553835, 'qualifierId': 141, 'value': '13.2'}, {'id': 5128553833, 'qualifierId': 140, 'value': '40.4'}, {'id': 5128553839, 'qualifierId': 213, 'value': '2.68'}];f3ubwnzi6mfp8kzaazre3sro4;E. Bean;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;13,2;22,7;;;40,4;2,68;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;40,4;13,2;;;;;;;;0;55;15;Sporting KC II;3315;;1,0
2705325047;430;1;2;55;20;eo64tqkioegeb09iice2hf8bt;1;39,8;12,8;2024-08-03T01:21:21.896Z;2024-08-03T01:21:26Z;[{'id': 5128553975, 'qualifierId': 212, 'value': '19.9'}, {'id': 5128553971, 'qualifierId': 140, 'value': '29.2'}, {'id': 5128553973, 'qualifierId': 141, 'value': '37.1'}, {'id': 5128553977, 'qualifierId': 213, 'value': '2.16'}, {'id': 5128553969, 'qualifierId': 56, 'value': 'Back'}];4y4mypo5jyzbp0dtvm6y7ajxm;J. Ndakala;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;37,1;19,9;;;29,2;2,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;29,2;37,1;;;;;;;;0;55;20;Sporting KC II;3320;;1,0
2705325055;431;1;2;55;24;eo64tqkioegeb09iice2hf8bt;1;33,0;38,6;2024-08-03T01:21:26.648Z;2024-08-03T01:21:30Z;[{'id': 5128554049, 'qualifierId': 213, 'value': '1.55'}, {'id': 5128554043, 'qualifierId': 140, 'value': '33.3'}, {'id': 5128554041, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128554045, 'qualifierId': 141, 'value': '63.3'}, {'id': 5128554047, 'qualifierId': 212, 'value': '16.8'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;63,3;16,8;;;33,3;1,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;33,3;63,3;;;;;;;;0;55;24;Sporting KC II;3324;;1,0
2705325073;432;1;2;55;28;eo64tqkioegeb09iice2hf8bt;0;34,9;60,9;2024-08-03T01:21:30.039Z;2024-08-03T01:21:32Z;[{'id': 5128554145, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128554149, 'qualifierId': 141, 'value': '50.1'}, {'id': 5128554153, 'qualifierId': 213, 'value': '6.10'}, {'id': 5128554147, 'qualifierId': 140, 'value': '72.7'}, {'id': 5128554143, 'qualifierId': 155}, {'id': 5128554151, 'qualifierId': 212, 'value': '40.4'}, {'id': 5128554155, 'qualifierId': 1}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;50,1;40,4;;;72,7;6,1;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;72,7;50,1;;;;;;;;0;55;28;Sporting KC II;3328;;1,0
2705325071;548;1;2;55;30;7fbej4xwoq4imaf5l39304m37;0;31,6;46,1;2024-08-03T01:21:31.697Z;2024-08-03T01:21:32Z;[{'id': 5128554137, 'qualifierId': 141, 'value': '39.2'}, {'id': 5128554141, 'qualifierId': 213, 'value': '5.15'}, {'id': 5128554135, 'qualifierId': 140, 'value': '33.7'}, {'id': 5128554131, 'qualifierId': 3}, {'id': 5128554133, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128554139, 'qualifierId': 212, 'value': '5.2'}];tvbjgz0zeq5irumgofxrko44;L. Christiano;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;39,2;5,2;;;33,7;5,15;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;33,7;39,2;;;;;;;;0;55;30;Vancouver Whitecaps II;3330;DC;1,0
2705325091;433;1;2;55;33;eo64tqkioegeb09iice2hf8bt;1;71,1;72,3;2024-08-03T01:21:34.746Z;2024-08-03T01:22:34Z;[{'id': 5128554485, 'qualifierId': 154}, {'id': 5128554253, 'qualifierId': 212, 'value': '20.8'}, {'id': 5128554247, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128554249, 'qualifierId': 140, 'value': '90.6'}, {'id': 5128554251, 'qualifierId': 141, 'value': '67.2'}, {'id': 5128555969, 'qualifierId': 155}, {'id': 5128554255, 'qualifierId': 213, 'value': '6.12'}, {'id': 5128554483, 'qualifierId': 210, 'value': '15'}];2mdvkj8gcfmn6wve50ewfi7mc;M. Clark;1,0;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;67,2;20,8;;;90,6;6,12;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;90,6;67,2;;;;;;;;0;55;33;Sporting KC II;3333;;1,0
2705325093;434;15;2;55;34;eo64tqkioegeb09iice2hf8bt;1;91,0;67,3;2024-08-03T01:21:36.010Z;2024-08-03T01:21:41Z;[{'id': 5128554263, 'qualifierId': 64}, {'id': 5128554517, 'qualifierId': 102, 'value': '51.7'}, {'id': 5128554513, 'qualifierId': 55, 'value': '433'}, {'id': 5128554507, 'qualifierId': 78}, {'id': 5128554525, 'qualifierId': 147, 'value': '51.3'}, {'id': 5128554521, 'qualifierId': 328}, {'id': 5128554523, 'qualifierId': 146, 'value': '99.0'}, {'id': 5128554509, 'qualifierId': 29}, {'id': 5128554553, 'qualifierId': 233, 'value': '549'}, {'id': 5128554511, 'qualifierId': 154}, {'id': 5128554261, 'qualifierId': 22}, {'id': 5128554519, 'qualifierId': 103, 'value': '7.6'}, {'id': 5128554265, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128554337, 'qualifierId': 72}];84wint64ygxx3pi5fz3mr12j8;N. Fleuriau Chateau;;edzlyy9z5g4tf6yhbzd73t9uc;Attempt Saved;;;;;;;;;;;;;;;;;;;549,0;;;;;;;;;;;;1,0;;51,7;;7,6;;;;;;;;;;;;;1,0;;433,0;;1,0;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;51,3;1,0;;99,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;99,0;51,3;51,7;7.6;433,0;2mdvkj8gcfmn6wve50ewfi7mc;;0;55;34;Sporting KC II;3334;;1,0
2705325101;549;10;2;55;34;7fbej4xwoq4imaf5l39304m37;1;3,1;47,5;2024-08-03T01:21:36.110Z;2024-08-03T01:21:42Z;[{'id': 5128554303, 'qualifierId': 178}, {'id': 5128554557, 'qualifierId': 233, 'value': '434'}, {'id': 5128554307, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128554305, 'qualifierId': 182}, {'id': 5128554481, 'qualifierId': 177}];3f52lf1p2xmtzysfi8n18m044;J. Molinaro;;edzlyy9z5g4tf6yhbzd73t9uc;Save;;;;;;;;;;;;;;;;;;;434,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;55;34;Vancouver Whitecaps II;3334;GK;1,0
2705325111;550;52;2;55;37;7fbej4xwoq4imaf5l39304m37;1;3,1;47,5;2024-08-03T01:21:38.849Z;2024-08-03T01:21:38Z;[];3f52lf1p2xmtzysfi8n18m044;J. Molinaro;;edzlyy9z5g4tf6yhbzd73t9uc;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;55;37;Vancouver Whitecaps II;3337;GK;1,0
2705325161;551;1;2;55;40;7fbej4xwoq4imaf5l39304m37;1;11,8;43,1;2024-08-03T01:21:42.449Z;2024-08-03T01:21:47Z;[{'id': 5128554731, 'qualifierId': 123}, {'id': 5128554735, 'qualifierId': 140, 'value': '26.6'}, {'id': 5128554737, 'qualifierId': 141, 'value': '6.4'}, {'id': 5128554741, 'qualifierId': 213, 'value': '5.27'}, {'id': 5128554739, 'qualifierId': 212, 'value': '29.4'}, {'id': 5128554733, 'qualifierId': 56, 'value': 'Back'}];3f52lf1p2xmtzysfi8n18m044;J. Molinaro;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;6,4;29,4;;;26,6;5,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;26,6;6,4;;;;;;;;0;55;40;Vancouver Whitecaps II;3340;GK;1,0
2705325223;552;1;2;55;45;7fbej4xwoq4imaf5l39304m37;1;29,6;4,3;2024-08-03T01:21:47.168Z;2024-08-03T01:21:55Z;[{'id': 5128554967, 'qualifierId': 213, 'value': '0.08'}, {'id': 5128554963, 'qualifierId': 141, 'value': '7.6'}, {'id': 5128554959, 'qualifierId': 56, 'value': 'Right'}, {'id': 5128554965, 'qualifierId': 212, 'value': '28.6'}, {'id': 5128554961, 'qualifierId': 140, 'value': '56.8'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;7,6;28,6;;;56,8;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;56,8;7,6;;;;;;;;0;55;45;Vancouver Whitecaps II;3345;DR;1,0
2705325227;553;1;2;55;53;7fbej4xwoq4imaf5l39304m37;0;88,1;12,9;2024-08-03T01:21:55.345Z;2024-08-03T01:21:56Z;[{'id': 5128554985, 'qualifierId': 140, 'value': '88.0'}, {'id': 5128554989, 'qualifierId': 212, 'value': '17.8'}, {'id': 5128554979, 'qualifierId': 2}, {'id': 5128554987, 'qualifierId': 141, 'value': '39.1'}, {'id': 5128554983, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128554991, 'qualifierId': 213, 'value': '1.58'}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;39,1;17,8;;;88,0;1,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;88,0;39,1;;;;;;;;0;55;53;Vancouver Whitecaps II;3353;FWR;1,0
2705325239;435;1;2;55;55;eo64tqkioegeb09iice2hf8bt;1;13,8;59,0;2024-08-03T01:21:57.383Z;2024-08-03T01:21:58Z;[{'id': 5128555029, 'qualifierId': 213, 'value': '1.53'}, {'id': 5128555023, 'qualifierId': 140, 'value': '14.2'}, {'id': 5128555025, 'qualifierId': 141, 'value': '75.7'}, {'id': 5128555021, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128555027, 'qualifierId': 212, 'value': '11.4'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;75,7;11,4;;;14,2;1,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;14,2;75,7;;;;;;;;0;55;55;Sporting KC II;3355;;1,0
2705325241;436;49;2;55;56;eo64tqkioegeb09iice2hf8bt;1;14,2;75,6;2024-08-03T01:21:58.408Z;2024-08-03T01:21:58Z;[];9gktbx1ux7xxmjklqxjr84844;L. Chen;;edzlyy9z5g4tf6yhbzd73t9uc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;55;56;Sporting KC II;3356;;1,0
2705325255;554;49;2;56;0;7fbej4xwoq4imaf5l39304m37;1;53,0;57,5;2024-08-03T01:22:02.640Z;2024-08-03T01:22:02Z;[];9kahvwswke29dt3uumulbktpm;M. Visconti;;edzlyy9z5g4tf6yhbzd73t9uc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;56;0;Vancouver Whitecaps II;3360;DC;1,0
2705325263;437;1;2;56;1;eo64tqkioegeb09iice2hf8bt;0;26,3;61,4;2024-08-03T01:22:03.048Z;2024-08-03T01:22:04Z;[{'id': 5128555167, 'qualifierId': 213, 'value': '5.62'}, {'id': 5128555163, 'qualifierId': 141, 'value': '37.4'}, {'id': 5128555159, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128555165, 'qualifierId': 212, 'value': '26.6'}, {'id': 5128555161, 'qualifierId': 140, 'value': '46.3'}];9gktbx1ux7xxmjklqxjr84844;L. Chen;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;37,4;26,6;;;46,3;5,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;46,3;37,4;;;;;;;;0;56;1;Sporting KC II;3361;;1,0
2705325285;555;1;2;56;1;7fbej4xwoq4imaf5l39304m37;1;52,8;57,2;2024-08-03T01:22:03.664Z;2024-08-03T01:22:07Z;[{'id': 5128555309, 'qualifierId': 140, 'value': '62.8'}, {'id': 5128555313, 'qualifierId': 212, 'value': '19.9'}, {'id': 5128555311, 'qualifierId': 141, 'value': '32.4'}, {'id': 5128555307, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128555315, 'qualifierId': 213, 'value': '5.27'}];9kahvwswke29dt3uumulbktpm;M. Visconti;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;32,4;19,9;;;62,8;5,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;62,8;32,4;;;;;;;;0;56;1;Vancouver Whitecaps II;3361;DC;1,0
2705325307;556;1;2;56;5;7fbej4xwoq4imaf5l39304m37;1;56,4;45,8;2024-08-03T01:22:07.361Z;2024-08-03T01:22:10Z;[{'id': 5128555435, 'qualifierId': 140, 'value': '44.9'}, {'id': 5128555439, 'qualifierId': 212, 'value': '14.6'}, {'id': 5128555441, 'qualifierId': 213, 'value': '2.54'}, {'id': 5128555437, 'qualifierId': 141, 'value': '57.9'}, {'id': 5128555433, 'qualifierId': 56, 'value': 'Back'}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;57,9;14,6;;;44,9;2,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;44,9;57,9;;;;;;;;0;56;5;Vancouver Whitecaps II;3365;MC;1,0
2705325325;557;1;2;56;8;7fbej4xwoq4imaf5l39304m37;1;44,9;57,9;2024-08-03T01:22:10.272Z;2024-08-03T01:22:13Z;[{'id': 5128555531, 'qualifierId': 141, 'value': '34.6'}, {'id': 5128555529, 'qualifierId': 140, 'value': '37.0'}, {'id': 5128555535, 'qualifierId': 213, 'value': '4.23'}, {'id': 5128555527, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128555533, 'qualifierId': 212, 'value': '17.9'}];tvbjgz0zeq5irumgofxrko44;L. Christiano;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;34,6;17,9;;;37,0;4,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;37,0;34,6;;;;;;;;0;56;8;Vancouver Whitecaps II;3368;DC;1,0
2705325339;558;1;2;56;11;7fbej4xwoq4imaf5l39304m37;1;37,0;34,6;2024-08-03T01:22:13.521Z;2024-08-03T01:22:16Z;[{'id': 5128555617, 'qualifierId': 212, 'value': '34.7'}, {'id': 5128555615, 'qualifierId': 141, 'value': '55.8'}, {'id': 5128555611, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128555613, 'qualifierId': 140, 'value': '67.1'}, {'id': 5128555619, 'qualifierId': 213, 'value': '0.43'}, {'id': 5128555621, 'qualifierId': 1}];4cfvnypovkt900sfxmdhvxtec;C. Rindov;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;55,8;34,7;;;67,1;0,43;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;67,1;55,8;;;;;;;;0;56;11;Vancouver Whitecaps II;3371;DL;1,0
2705325349;559;1;2;56;15;7fbej4xwoq4imaf5l39304m37;1;67,4;49,0;2024-08-03T01:22:16.833Z;2024-08-03T01:22:18Z;[{'id': 5128555663, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128555671, 'qualifierId': 213, 'value': '0.27'}, {'id': 5128555667, 'qualifierId': 141, 'value': '52.7'}, {'id': 5128555669, 'qualifierId': 212, 'value': '9.6'}, {'id': 5128555665, 'qualifierId': 140, 'value': '76.2'}];4oz12ku4mdjsq7y4sgogpwg2y;K. Habibullah;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;52,7;9,6;;;76,2;0,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;76,2;52,7;;;;;;;;0;56;15;Vancouver Whitecaps II;3375;MC;1,0
2705325351;560;1;2;56;16;7fbej4xwoq4imaf5l39304m37;1;76,2;52,7;2024-08-03T01:22:18.384Z;2024-08-03T01:22:19Z;[{'id': 5128555679, 'qualifierId': 140, 'value': '82.8'}, {'id': 5128555681, 'qualifierId': 141, 'value': '51.0'}, {'id': 5128555685, 'qualifierId': 213, 'value': '6.12'}, {'id': 5128555677, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128555683, 'qualifierId': 212, 'value': '7.0'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;edzlyy9z5g4tf6yhbzd73t9uc;Pass;;;;;;;;;;51,0;7,0;;;82,8;6,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;82,8;51,0;;;;;;;;0;56;16;Vancouver Whitecaps II;3376;FW;1,0
