id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_JerseyNumber;value_Resume;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_TeamKit;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_KickOff;value_Angle;value_Length;value_Zone;value_LongBall;value_Launch;value_TouchTypeClearance;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_DeletedEventType;value_OutOfPlay;value_Direct;value_Foul;value_Shove/Push;value_Defensive;value_FreeKickTaken;value_SwitchOfPlay;value_Chipped;value_BlockedPass;value_TakeOnSpace;value_TouchTypeControl;value_IntentionalAssist;value_Assist;value_RegularPlay;value_BoxCentre;value_GoalmouthY;value_GoalShotGameClock;value_GkY;value_FirstTouch;value_LowCentre;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkX;value_GoalmouthZ;value_RelatedEventId;value_Assisted;value_RightFooted;value_BigChance;value_KeeperTouched;value_TakeOnOvertake;value_IntendedTackleTarget;value_ShirtPull/Holding;value_Injury;value_InjuredPlayerId;value_Head;value_LayOff;value_OutSwinger;value_Cross;value_BlockedCross;value_NextEventGoalKick;value_NotVisible;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_GoalKick;value_Low;value_HeadPass;value_PlayersCaughtOffside;value_Indirect;value_PenaltyTakerId;value_AttemptedTackle;value_Penalty;value_LeftFooted;value_FantasyAssistType;value_NotAssisted;value_FantasyAssistTeam;value_FantasyAssistedBy;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_LowLeft;value_FantasyAssistId;value_Left;value_Diving;value_Scored;value_SavedOffLine;value_Blocked;value_BlockedY;value_BlockedX;value_SixYardBlocked;value_DefBlock;value_LastLine;value_BoxLeft;value_Right;value_OverhitCross;value_CornerTaken;value_NotPastGoalLine;value_ThroughBall;value_DrivenCross;value_Straight;value_InSwinger;value_TempShotOn;value_Standing;value_Hands;value_Collected;value_Overrun;value_BoxRight;value_LowGkIntervention;value_KeeperThrow;value_FlickOn;value_TouchTypePass;value_HighRight;value_HitBar;value_OutOfBoxCentre;value_HitWoodwork;value_IndividualPlay;value_Fingertip;value_HighGkIntervention;value_FromCorner;value_Volley;value_Weak;value_HighCentre;value_MediumGkIntervention;value_OverArm;value_YellowCard;value_RecklessOffence;value_Minutes;value_High;value_EndType;value_Tactical;value_RefereeDelay;value_OtherReason;value_RefereeStop;value_GkKickFromHands;value_DangerousPlay;value_HighClaim;value_CloseRight;value_HighLeft;value_SetPiece;value_Stooping;value_ParriedDanger;value_Feet;value_FollowsShotRebound;value_Deflection;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2717164049;436;1;1;44;53;d0c07im4a6oj8qa7f1zlt3pqs;1;59,4;72,1;2024-09-02T23:48:32.946Z;2024-09-02T23:48:35Z;[{'id': 5193686871, 'qualifierId': 212, 'value': '14.4'}, {'id': 5193686865, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193686873, 'qualifierId': 213, 'value': '1.34'}, {'id': 5193686869, 'qualifierId': 141, 'value': '92.7'}, {'id': 5193686867, 'qualifierId': 140, 'value': '62.5'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;92,7;62,5;;1,34;14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;62,5;92,7;;;;;;;;0;44;53;St. Louis City II;2693;MC;1,0
2717164077;437;1;1;44;56;d0c07im4a6oj8qa7f1zlt3pqs;1;60,4;95,9;2024-09-02T23:48:36.683Z;2024-09-02T23:48:37Z;[{'id': 5193687007, 'qualifierId': 141, 'value': '83.9'}, {'id': 5193687009, 'qualifierId': 212, 'value': '8.2'}, {'id': 5193687003, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193687011, 'qualifierId': 213, 'value': '4.70'}, {'id': 5193687005, 'qualifierId': 140, 'value': '60.3'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;83,9;60,3;;4,7;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;60,3;83,9;;;;;;;;0;44;56;St. Louis City II;2696;DC;1,0
2717164085;438;1;1;44;58;d0c07im4a6oj8qa7f1zlt3pqs;1;60,3;83,9;2024-09-02T23:48:37.753Z;2024-09-02T23:48:39Z;[{'id': 5193687055, 'qualifierId': 140, 'value': '67.8'}, {'id': 5193687065, 'qualifierId': 213, 'value': '6.20'}, {'id': 5193687061, 'qualifierId': 212, 'value': '7.9'}, {'id': 5193687057, 'qualifierId': 141, 'value': '82.9'}, {'id': 5193687053, 'qualifierId': 56, 'value': 'Left'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;82,9;67,8;;6,2;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;67,8;82,9;;;;;;;;0;44;58;St. Louis City II;2698;MC;1,0
2717164103;439;1;1;44;59;d0c07im4a6oj8qa7f1zlt3pqs;1;65,6;84,2;2024-09-02T23:48:39.153Z;2024-09-02T23:48:41Z;[{'id': 5193687151, 'qualifierId': 213, 'value': '2.50'}, {'id': 5193687141, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193687147, 'qualifierId': 212, 'value': '11.0'}, {'id': 5193687145, 'qualifierId': 141, 'value': '93.9'}, {'id': 5193687143, 'qualifierId': 140, 'value': '57.2'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;93,9;57,2;;2,5;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;57,2;93,9;;;;;;;;0;44;59;St. Louis City II;2699;MC;1,0
2717164153;440;1;1;45;1;d0c07im4a6oj8qa7f1zlt3pqs;1;56,7;92,7;2024-09-02T23:48:40.906Z;2024-09-02T23:48:46Z;[{'id': 5193687393, 'qualifierId': 213, 'value': '3.99'}, {'id': 5193687395, 'qualifierId': 1}, {'id': 5193687385, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193687391, 'qualifierId': 212, 'value': '33.0'}, {'id': 5193687389, 'qualifierId': 141, 'value': '56.1'}, {'id': 5193687387, 'qualifierId': 140, 'value': '36.0'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;56,1;36,0;;3,99;33,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;36,0;56,1;;;;;;;;0;45;1;St. Louis City II;2701;DC;1,0
2717164181;441;1;1;45;6;d0c07im4a6oj8qa7f1zlt3pqs;1;36,2;60,3;2024-09-02T23:48:46.315Z;2024-09-02T23:48:49Z;[{'id': 5193687499, 'qualifierId': 212, 'value': '10.4'}, {'id': 5193687497, 'qualifierId': 141, 'value': '67.9'}, {'id': 5193687493, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193687501, 'qualifierId': 213, 'value': '0.52'}, {'id': 5193687495, 'qualifierId': 140, 'value': '44.8'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;67,9;44,8;;0,52;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;44,8;67,9;;;;;;;;0;45;6;St. Louis City II;2706;DC;1,0
2717164191;442;1;1;45;9;d0c07im4a6oj8qa7f1zlt3pqs;1;44,8;64,9;2024-09-02T23:48:49.442Z;2024-09-02T23:48:52Z;[{'id': 5193687573, 'qualifierId': 141, 'value': '50.0'}, {'id': 5193687569, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193687571, 'qualifierId': 140, 'value': '35.9'}, {'id': 5193687577, 'qualifierId': 213, 'value': '3.97'}, {'id': 5193687575, 'qualifierId': 212, 'value': '13.8'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;50,0;35,9;;3,97;13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;35,9;50,0;;;;;;;;0;45;9;St. Louis City II;2709;MC;1,0
2717164183;338;70;1;45;10;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-09-02T23:48:50.007Z;2024-09-02T23:48:50Z;[{'id': 5193687527, 'qualifierId': 277, 'value': '2'}];;;;;f3d45kvur76bbj9ergh1luplg;Injury Time Announcement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;45;10;Austin II;2710;;
2717164209;443;1;1;45;12;d0c07im4a6oj8qa7f1zlt3pqs;1;34,7;49,9;2024-09-02T23:48:52.178Z;2024-09-02T23:48:56Z;[{'id': 5193687713, 'qualifierId': 212, 'value': '11.7'}, {'id': 5193687711, 'qualifierId': 141, 'value': '67.0'}, {'id': 5193687709, 'qualifierId': 140, 'value': '34.0'}, {'id': 5193687707, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193687715, 'qualifierId': 213, 'value': '1.63'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;67,0;34,0;;1,63;11,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;34,0;67,0;;;;;;;;0;45;12;St. Louis City II;2712;DR;1,0
2717164243;444;1;1;45;16;d0c07im4a6oj8qa7f1zlt3pqs;1;37,4;73,5;2024-09-02T23:48:56.370Z;2024-09-02T23:49:00Z;[{'id': 5193687907, 'qualifierId': 213, 'value': '0.06'}, {'id': 5193687901, 'qualifierId': 140, 'value': '45.6'}, {'id': 5193687905, 'qualifierId': 212, 'value': '8.6'}, {'id': 5193687903, 'qualifierId': 141, 'value': '74.2'}, {'id': 5193687899, 'qualifierId': 56, 'value': 'Back'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;74,2;45,6;;0,06;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;45,6;74,2;;;;;;;;0;45;16;St. Louis City II;2716;DC;1,0
2717164299;445;1;1;45;20;d0c07im4a6oj8qa7f1zlt3pqs;1;35,9;67,6;2024-09-02T23:49:00.683Z;2024-09-02T23:49:08Z;[{'id': 5193688213, 'qualifierId': 140, 'value': '29.1'}, {'id': 5193688219, 'qualifierId': 213, 'value': '4.39'}, {'id': 5193688217, 'qualifierId': 212, 'value': '22.8'}, {'id': 5193688211, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193688215, 'qualifierId': 141, 'value': '35.7'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;35,7;29,1;;4,39;22,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;29,1;35,7;;;;;;;;0;45;20;St. Louis City II;2720;MC;1,0
2717900311;798;83;1;45;27;dqx48fglv1l96cyrmjdod0xec;1;69,9;63,4;2024-09-02T23:49:07.299Z;2024-09-06T19:33:46Z;[{'id': 5197817395, 'qualifierId': 399, 'value': '8ly83pm2mbtz4u7jwsv0o96qy'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;;f3d45kvur76bbj9ergh1luplg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;45;27;Austin II;2727;FW;1,0
2717164305;446;1;1;45;29;d0c07im4a6oj8qa7f1zlt3pqs;0;32,5;47,3;2024-09-02T23:49:08.834Z;2024-09-02T23:49:11Z;[{'id': 5193688243, 'qualifierId': 141, 'value': '49.6'}, {'id': 5193688239, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193688245, 'qualifierId': 212, 'value': '4.6'}, {'id': 5193688345, 'qualifierId': 236}, {'id': 5193688347, 'qualifierId': 233, 'value': '339'}, {'id': 5193688351, 'qualifierId': 286}, {'id': 5193688241, 'qualifierId': 140, 'value': '36.6'}, {'id': 5193688247, 'qualifierId': 213, 'value': '0.35'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;49,6;36,6;;0,35;4,6;;;;;;339,0;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;36,6;49,6;;;;;;;;0;45;29;St. Louis City II;2729;DR;1,0
2717164325;339;74;1;45;29;dqx48fglv1l96cyrmjdod0xec;1;66,1;43,0;2024-09-02T23:49:08.835Z;2024-09-02T23:56:01Z;[{'id': 5193688337, 'qualifierId': 285}, {'id': 5193688377, 'qualifierId': 233, 'value': '446'}, {'id': 5193688335, 'qualifierId': 56, 'value': 'Center'}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;f3d45kvur76bbj9ergh1luplg;Blocked Pass;;;;;;;;;;;;;;;;;;;;446,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;45;29;Austin II;2729;AMR;1,0
2717164365;340;4;1;45;33;dqx48fglv1l96cyrmjdod0xec;1;65,4;47,8;2024-09-02T23:49:13.131Z;2024-09-06T19:51:59Z;[{'id': 5193688573, 'qualifierId': 56, 'value': 'Center'}, {'id': 5193688587, 'qualifierId': 233, 'value': '447'}, {'id': 5193688577, 'qualifierId': 265}, {'id': 5193688571, 'qualifierId': 13}, {'id': 5193688579, 'qualifierId': 286}, {'id': 5193688575, 'qualifierId': 152}];9k050zmkegfu3gdw2b4g4uwwk;C. Glover;;;f3d45kvur76bbj9ergh1luplg;Foul;;;;;;;;;;;;;;;;;;;;447,0;;1,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;45;33;Austin II;2733;AMC;1,0
2717164335;447;4;1;45;33;d0c07im4a6oj8qa7f1zlt3pqs;0;34,6;52,2;2024-09-02T23:49:13.132Z;2024-09-06T19:52:20Z;[{'id': 5193688433, 'qualifierId': 13}, {'id': 5193688437, 'qualifierId': 152}, {'id': 5193688445, 'qualifierId': 285}, {'id': 5193688597, 'qualifierId': 233, 'value': '340'}, {'id': 5193688441, 'qualifierId': 265}, {'id': 5193688435, 'qualifierId': 56, 'value': 'Back'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Foul;;;;;;;;;;;;;;;;;;;;340,0;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;45;33;St. Louis City II;2733;DR;1,0
2717164373;448;17;1;45;34;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-09-02T23:49:13.787Z;2024-09-06T19:35:28Z;[{'id': 5193689259, 'qualifierId': 13, 'value': '243'}, {'id': 5193689257, 'qualifierId': 392}, {'id': 5193689255, 'qualifierId': 31}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;f3d45kvur76bbj9ergh1luplg;Card;;;;;;;;;;;;;;;;;;;;;;;;;;243,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;45;34;St. Louis City II;2734;MC;1,0
2717164681;341;1;1;46;18;dqx48fglv1l96cyrmjdod0xec;0;67,2;49,4;2024-09-02T23:49:58.604Z;2024-09-02T23:54:48Z;[{'id': 5193690173, 'qualifierId': 152}, {'id': 5193690185, 'qualifierId': 1}, {'id': 5193690181, 'qualifierId': 212, 'value': '35.9'}, {'id': 5193690167, 'qualifierId': 5}, {'id': 5193690177, 'qualifierId': 140, 'value': '100.0'}, {'id': 5193690179, 'qualifierId': 141, 'value': '40.3'}, {'id': 5193690171, 'qualifierId': 155}, {'id': 5193690183, 'qualifierId': 213, 'value': '6.11'}, {'id': 5193690175, 'qualifierId': 56, 'value': 'Center'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;40,3;100,0;;6,11;35,9;;1,0;;;;;;;;;1,0;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;100,0;40,3;;;;;;;;0;46;18;Austin II;2778;AML;1,0
2717164685;342;5;1;46;20;dqx48fglv1l96cyrmjdod0xec;0;100,8;40,9;2024-09-02T23:50:00.100Z;2024-09-03T00:37:28Z;[{'id': 5193691345, 'qualifierId': 233, 'value': '449'}, {'id': 5193690209, 'qualifierId': 346}, {'id': 5193690207, 'qualifierId': 56, 'value': 'Center'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Out;;;;;;;;;;;;;;;;;;;;449,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;46;20;Austin II;2780;AML;1,0
2717164917;449;5;1;46;20;d0c07im4a6oj8qa7f1zlt3pqs;1;-0,8;59,1;2024-09-02T23:50:00.100Z;2024-09-03T00:37:28Z;[{'id': 5193691341, 'qualifierId': 233, 'value': '342'}, {'id': 5193691339, 'qualifierId': 346}, {'id': 5193691337, 'qualifierId': 56, 'value': 'Back'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;f3d45kvur76bbj9ergh1luplg;Out;;;;;;;;;;;;;;;;;;;;342,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;46;20;St. Louis City II;2780;MC;1,0
2717164923;450;1;1;46;58;d0c07im4a6oj8qa7f1zlt3pqs;1;5,2;60,2;2024-09-02T23:50:38.246Z;2024-09-02T23:50:39Z;[{'id': 5193691363, 'qualifierId': 213, 'value': '0.36'}, {'id': 5193691353, 'qualifierId': 124}, {'id': 5193691357, 'qualifierId': 140, 'value': '58.2'}, {'id': 5193691359, 'qualifierId': 141, 'value': '90.8'}, {'id': 5193691369, 'qualifierId': 74}, {'id': 5193691361, 'qualifierId': 212, 'value': '59.4'}, {'id': 5193691365, 'qualifierId': 1}, {'id': 5193691355, 'qualifierId': 56, 'value': 'Left'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;90,8;58,2;;0,36;59,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;58,2;90,8;;;;;;;;0;46;58;St. Louis City II;2818;GK;1,0
2717164929;451;44;1;46;59;d0c07im4a6oj8qa7f1zlt3pqs;1;61,4;87,3;2024-09-02T23:50:38.883Z;2024-09-03T00:37:48Z;[{'id': 5193691385, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193691405, 'qualifierId': 233, 'value': '343'}, {'id': 5193691387, 'qualifierId': 286}];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;;f3d45kvur76bbj9ergh1luplg;Aerial;;;;;;;;;;;;;;;;;;;;343,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;46;59;St. Louis City II;2819;Sub;1,0
2717164921;343;44;1;46;59;dqx48fglv1l96cyrmjdod0xec;0;38,6;12,7;2024-09-02T23:50:38.884Z;2024-09-03T00:37:48Z;[{'id': 5193691409, 'qualifierId': 233, 'value': '451'}, {'id': 5193691351, 'qualifierId': 285}, {'id': 5193691349, 'qualifierId': 56, 'value': 'Back'}];emzxhx2ki2r67c5l33hfv8844;J. Girdwood-Reich;;;f3d45kvur76bbj9ergh1luplg;Aerial;;;;;;;;;;;;;;;;;;;;451,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;46;59;Austin II;2819;DL;1,0
2717164933;452;1;1;46;59;d0c07im4a6oj8qa7f1zlt3pqs;0;58,2;90,8;2024-09-02T23:50:39.669Z;2024-09-02T23:50:40Z;[{'id': 5193691393, 'qualifierId': 168}, {'id': 5193691399, 'qualifierId': 141, 'value': '89.9'}, {'id': 5193691397, 'qualifierId': 140, 'value': '59.9'}, {'id': 5193691391, 'qualifierId': 3}, {'id': 5193691395, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193691401, 'qualifierId': 212, 'value': '1.9'}, {'id': 5193691403, 'qualifierId': 213, 'value': '5.95'}];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;89,9;59,9;;5,95;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;59,9;89,9;;;;;;;;0;46;59;St. Louis City II;2819;Sub;1,0
