id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_Resume;value_JerseyNumber;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_PassEndX;value_Zone;value_KickOff;value_Length;value_PassEndY;value_Angle;value_TouchTypePass;value_OppositeRelatedEventId;value_Offensive;value_DeletedEventType;value_BlockedPass;value_Defensive;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_Launch;value_Chipped;value_TouchTypeClearance;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_IntendedTackleTarget;value_HeadPass;value_Handball;value_AttemptedTackle;value_OutSwinger;value_LeftFooted;value_Cross;value_RightFooted;value_BlockedCross;value_Left;value_Right;value_CornerTaken;value_OverhitCross;value_InSwinger;value_NextEventGoalKick;value_Low;value_GoalKick;value_LayOff;value_Assist;value_IntentionalAssist;value_Head;value_GoalmouthY;value_GoalmouthZ;value_BoxCentre;value_GkY;value_Assisted;value_FirstTouch;value_RelatedEventId;value_GkX;value_SetPiece;value_CloseRight;value_NotVisible;value_HighGkIntervention;value_HighClaim;value_KeeperThrow;value_IndividualPlay;value_OutOfBoxCentre;value_High;value_RegularPlay;value_TouchTypeControl;value_TakeOnSpace;value_OwnPlayer;value_BlockedX;value_LowCentre;value_Blocked;value_BlockedY;value_BoxRight;value_LowRight;value_Volley;value_Diving;value_Collected;value_LowGkIntervention;value_Hands;value_TakeOnOvertake;value_SwerveLeft;value_SwitchOfPlay;value_DefBlock;value_LowLeft;value_SmallBoxLeft;value_MisHit;value_BigChance;value_CloseLeft;value_FlickOn;value_BoxLeft;value_MediumGkIntervention;value_OutOfPlay;value_InjuredPlayerId;value_Injury;value_Overrun;value_ShirtPull/Holding;value_RecklessOffence;value_YellowCard;value_SecondYellow;value_CoachId;value_Dissent;value_Straight;value_DrivenCross;value_PlayersCaughtOffside;value_Indirect;value_OverArm;value_LeadingToAttempt;value_SixYardBlocked;value_SavedOffLine;value_1On1;value_LastLine;value_Minutes;value_NotPastGoalLine;value_FromCorner;value_Stooping;value_VideoCoverageLost;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_GkHoof;value_GkKickFromHands;value_SwerveMoving;value_ParriedDanger;value_FollowsShotRebound;value_SmallBoxCentre;value_NotAssisted;value_TacticalFoul;value_HitRightPost;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkYTimeOfGoal;value_HitWoodwork;value_SwerveRight;value_HighRight;value_FreeKick;value_ByWall;value_FastBreak;value_SoloRun;value_IncorrectOutOfPlayDecision;value_ThroughBall;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2724817693;159;1;1;17;49;ew2zirzye0sw1txr2m33nr25y;1;63,7;96,9;2024-09-22T22:22:19.235Z;2024-09-22T22:22:22Z;[{'id': 5235547481, 'qualifierId': 56, 'value': 'Center'}, {'id': 5235547485, 'qualifierId': 141, 'value': '66.0'}, {'id': 5235547483, 'qualifierId': 140, 'value': '54.7'}, {'id': 5235547487, 'qualifierId': 212, 'value': '23.0'}, {'id': 5235547489, 'qualifierId': 213, 'value': '4.29'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;54,7;;;23,0;66,0;4,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;54,7;66,0;;;;;;;0;0;17;49;St. Louis City II;1069;DC;1,0
2724817725;160;1;1;17;52;ew2zirzye0sw1txr2m33nr25y;1;57,5;67,3;2024-09-22T22:22:22.329Z;2024-09-22T22:22:26Z;[{'id': 5235547675, 'qualifierId': 212, 'value': '15.6'}, {'id': 5235547677, 'qualifierId': 213, 'value': '1.72'}, {'id': 5235547673, 'qualifierId': 141, 'value': '90.0'}, {'id': 5235547669, 'qualifierId': 56, 'value': 'Left'}, {'id': 5235547671, 'qualifierId': 140, 'value': '55.3'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;55,3;;;15,6;90,0;1,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;55,3;90,0;;;;;;;0;0;17;52;St. Louis City II;1072;MC;1,0
2724817753;161;1;1;17;55;ew2zirzye0sw1txr2m33nr25y;1;55,3;90,0;2024-09-22T22:22:25.907Z;2024-09-22T22:22:30Z;[{'id': 5235547873, 'qualifierId': 141, 'value': '28.9'}, {'id': 5235547871, 'qualifierId': 140, 'value': '71.7'}, {'id': 5235547865, 'qualifierId': 155}, {'id': 5235547879, 'qualifierId': 1}, {'id': 5235547867, 'qualifierId': 196}, {'id': 5235547877, 'qualifierId': 213, 'value': '5.11'}, {'id': 5235547869, 'qualifierId': 56, 'value': 'Center'}, {'id': 5235547875, 'qualifierId': 212, 'value': '45.0'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;71,7;;;45,0;28,9;5,11;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;71,7;28,9;;;;;;;0;0;17;55;St. Louis City II;1075;MC;1,0
2724817783;162;1;1;18;0;ew2zirzye0sw1txr2m33nr25y;1;79,4;16,1;2024-09-22T22:22:30.688Z;2024-09-26T20:15:39Z;[{'id': 5235548051, 'qualifierId': 56, 'value': 'Center'}, {'id': 5235551373, 'qualifierId': 210, 'value': '15'}, {'id': 5235548059, 'qualifierId': 213, 'value': '1.30'}, {'id': 5235548055, 'qualifierId': 141, 'value': '48.2'}, {'id': 5235548057, 'qualifierId': 212, 'value': '22.6'}, {'id': 5235548047, 'qualifierId': 2}, {'id': 5235548049, 'qualifierId': 155}, {'id': 5243147761, 'qualifierId': 20}, {'id': 5235551375, 'qualifierId': 154}, {'id': 5243147759, 'qualifierId': 224}, {'id': 5235548053, 'qualifierId': 140, 'value': '85.1'}];4h8dml0qrwpqza4kqazp5dnqi;W. Eisner;1,0;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;85,1;;;22,6;48,2;1,3;;;;;;;;;;;1,0;;;;;;;;;;1,0;;1,0;1,0;;;;;;;;;;;15,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;85,1;48,2;;;;;;;0;0;18;0;St. Louis City II;1080;DR;1,0
2724817789;163;15;1;18;3;ew2zirzye0sw1txr2m33nr25y;1;86,3;48,5;2024-09-22T22:22:33.193Z;2024-09-22T22:23:35Z;[{'id': 5235551045, 'qualifierId': 20}, {'id': 5235548073, 'qualifierId': 56, 'value': 'Center'}, {'id': 5235551411, 'qualifierId': 230, 'value': '98.5'}, {'id': 5235551403, 'qualifierId': 102, 'value': '49.8'}, {'id': 5235551397, 'qualifierId': 154}, {'id': 5235551395, 'qualifierId': 29}, {'id': 5235548069, 'qualifierId': 22}, {'id': 5235551479, 'qualifierId': 233, 'value': '151'}, {'id': 5235551409, 'qualifierId': 147, 'value': '48.7'}, {'id': 5235551049, 'qualifierId': 82}, {'id': 5235551399, 'qualifierId': 55, 'value': '162'}, {'id': 5235551407, 'qualifierId': 146, 'value': '88.8'}, {'id': 5235548071, 'qualifierId': 17}, {'id': 5235551413, 'qualifierId': 231, 'value': '49.1'}, {'id': 5235551405, 'qualifierId': 103, 'value': '19'}, {'id': 5235551393, 'qualifierId': 78}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;b3741ns3c8mwwsubdqsbe3v8;Attempt Saved;;;;;;;;;;;;;;;;;151,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;1,0;;49,8;19,0;1,0;49,1;1,0;;162,0;98,5;;;;;;;;;;1,0;;;;88,8;1,0;1,0;48,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;88,8;48,7;49,8;19;162,0;4h8dml0qrwpqza4kqazp5dnqi;0;0;18;3;St. Louis City II;1083;FWR;1,0
2724817793;151;10;1;18;3;dqx48fglv1l96cyrmjdod0xec;1;11,2;51,3;2024-09-22T22:22:33.293Z;2024-09-22T22:23:35Z;[{'id': 5235551503, 'qualifierId': 233, 'value': '163'}, {'id': 5235548087, 'qualifierId': 94}, {'id': 5235548089, 'qualifierId': 56, 'value': 'Back'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;b3741ns3c8mwwsubdqsbe3v8;Save;;;;;;;;;;;;;;;;;163,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;18;3;The Town;1083;DL;1,0
2724817841;152;12;1;18;4;dqx48fglv1l96cyrmjdod0xec;1;9,5;45,4;2024-09-22T22:22:34.653Z;2024-09-22T22:22:49Z;[{'id': 5235548405, 'qualifierId': 212, 'value': '23.0'}, {'id': 5235548399, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235548403, 'qualifierId': 141, 'value': '74.2'}, {'id': 5235548407, 'qualifierId': 213, 'value': '1.02'}, {'id': 5235548401, 'qualifierId': 140, 'value': '20.9'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;b3741ns3c8mwwsubdqsbe3v8;Clearance;;;;;;;;;;20,9;;;23,0;74,2;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;20,9;74,2;;;;;;;0;0;18;4;The Town;1084;DR;1,0
2724817833;164;1;1;18;6;ew2zirzye0sw1txr2m33nr25y;1;77,9;20,4;2024-09-22T22:22:36.906Z;2024-09-26T20:16:54Z;[{'id': 5235548361, 'qualifierId': 56, 'value': 'Center'}, {'id': 5243151939, 'qualifierId': 154}, {'id': 5235548365, 'qualifierId': 141, 'value': '47.6'}, {'id': 5235548367, 'qualifierId': 212, 'value': '18.5'}, {'id': 5235549827, 'qualifierId': 210, 'value': '15'}, {'id': 5235548369, 'qualifierId': 213, 'value': '1.58'}, {'id': 5235548363, 'qualifierId': 140, 'value': '77.8'}];4h8dml0qrwpqza4kqazp5dnqi;W. Eisner;1,0;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;77,8;;;18,5;47,6;1,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;77,8;47,6;;;;;;;0;0;18;6;St. Louis City II;1086;DR;1,0
2724817837;165;15;1;18;9;ew2zirzye0sw1txr2m33nr25y;1;76,6;46,0;2024-09-22T22:22:39.281Z;2024-09-26T20:16:54Z;[{'id': 5235549851, 'qualifierId': 76}, {'id': 5235549865, 'qualifierId': 147, 'value': '49.8'}, {'id': 5235549855, 'qualifierId': 55, 'value': '164'}, {'id': 5235549861, 'qualifierId': 103, 'value': '8.9'}, {'id': 5243151965, 'qualifierId': 154}, {'id': 5235549849, 'qualifierId': 120}, {'id': 5235548379, 'qualifierId': 56, 'value': 'Center'}, {'id': 5235549859, 'qualifierId': 102, 'value': '53.2'}, {'id': 5235549873, 'qualifierId': 233, 'value': '153'}, {'id': 5235549203, 'qualifierId': 20}, {'id': 5235549863, 'qualifierId': 146, 'value': '98.1'}, {'id': 5235549853, 'qualifierId': 29}, {'id': 5235548375, 'qualifierId': 22}, {'id': 5235548377, 'qualifierId': 18}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;b3741ns3c8mwwsubdqsbe3v8;Attempt Saved;;;;;;;;;;;;;;;;;153,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;1,0;;53,2;8,9;;;1,0;;164,0;;;;;;;;;1,0;;1,0;;;;98,1;;;49,8;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;98,1;49,8;53,2;8.9;164,0;4h8dml0qrwpqza4kqazp5dnqi;0;0;18;9;St. Louis City II;1089;MC;1,0
2724817845;153;10;1;18;9;dqx48fglv1l96cyrmjdod0xec;1;2,4;50,4;2024-09-22T22:22:39.381Z;2024-09-26T20:17:03Z;[{'id': 5235548433, 'qualifierId': 182}, {'id': 5235548531, 'qualifierId': 179}, {'id': 5243152537, 'qualifierId': 376}, {'id': 5235549229, 'qualifierId': 233, 'value': '165'}, {'id': 5235548435, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235548527, 'qualifierId': 177}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;b3741ns3c8mwwsubdqsbe3v8;Save;;;;;;;;;;;;;;;;;165,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;18;9;The Town;1089;GK;1,0
2724817867;154;52;1;18;12;dqx48fglv1l96cyrmjdod0xec;1;2,4;50,4;2024-09-22T22:22:42.192Z;2024-09-26T20:17:06Z;[{'id': 5243152767, 'qualifierId': 376}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;b3741ns3c8mwwsubdqsbe3v8;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;18;12;The Town;1092;GK;1,0
2724817987;155;80;1;18;25;dqx48fglv1l96cyrmjdod0xec;0;15,2;50,9;2024-09-22T22:22:56.086Z;2024-09-22T22:22:56Z;[{'id': 5235549139, 'qualifierId': 189}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;b3741ns3c8mwwsubdqsbe3v8;Drop of Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;18;25;The Town;1105;GK;1,0
2724818063;156;1;1;18;27;dqx48fglv1l96cyrmjdod0xec;1;17,9;49,3;2024-09-22T22:22:57.527Z;2024-09-22T22:23:03Z;[{'id': 5235549529, 'qualifierId': 213, 'value': '1.40'}, {'id': 5235549527, 'qualifierId': 212, 'value': '18.7'}, {'id': 5235549525, 'qualifierId': 141, 'value': '76.4'}, {'id': 5235549519, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235549523, 'qualifierId': 140, 'value': '20.9'}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;20,9;;;18,7;76,4;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;20,9;76,4;;;;;;;0;0;18;27;The Town;1107;GK;1,0
2724818093;157;1;1;18;32;dqx48fglv1l96cyrmjdod0xec;1;25,3;77,0;2024-09-22T22:23:02.918Z;2024-09-22T22:23:05Z;[{'id': 5235549683, 'qualifierId': 141, 'value': '73.5'}, {'id': 5235549679, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235549681, 'qualifierId': 140, 'value': '33.5'}, {'id': 5235549687, 'qualifierId': 213, 'value': '6.01'}, {'id': 5235549685, 'qualifierId': 212, 'value': '8.9'}];bbnk87q7t8pahznohwjjcvu5m;E. Kinzner;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;33,5;;;8,9;73,5;6,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;33,5;73,5;;;;;;;0;0;18;32;The Town;1112;DC;1,0
2724818123;158;1;1;18;35;dqx48fglv1l96cyrmjdod0xec;1;39,0;67,2;2024-09-22T22:23:05.366Z;2024-09-22T22:23:07Z;[{'id': 5235549811, 'qualifierId': 140, 'value': '43.8'}, {'id': 5235549809, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235549817, 'qualifierId': 213, 'value': '5.95'}, {'id': 5235549813, 'qualifierId': 141, 'value': '64.6'}, {'id': 5235549815, 'qualifierId': 212, 'value': '5.3'}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;43,8;;;5,3;64,6;5,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;43,8;64,6;;;;;;;0;0;18;35;The Town;1115;AMR;1,0
2724818171;159;3;1;18;36;dqx48fglv1l96cyrmjdod0xec;1;45,8;61,9;2024-09-22T22:23:07.031Z;2024-09-26T20:17:44Z;[{'id': 5243154973, 'qualifierId': 465}, {'id': 5235550069, 'qualifierId': 286}, {'id': 5235550093, 'qualifierId': 233, 'value': '166'}, {'id': 5235550067, 'qualifierId': 56, 'value': 'Back'}];1extjwx4b7nlpu8fm6526dsrt;M. Kidd;;;b3741ns3c8mwwsubdqsbe3v8;Take On;;;;;;;;;;;;;;;;;166,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;18;36;The Town;1116;MC;1,0
2724818151;166;45;1;18;36;ew2zirzye0sw1txr2m33nr25y;0;54,2;38,1;2024-09-22T22:23:07.031Z;2024-09-22T22:30:35Z;[{'id': 5235549971, 'qualifierId': 56, 'value': 'Center'}, {'id': 5235550103, 'qualifierId': 233, 'value': '159'}, {'id': 5235549973, 'qualifierId': 285}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;b3741ns3c8mwwsubdqsbe3v8;Challenge;;;;;;;;;;;;;;;;;159,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;18;36;St. Louis City II;1116;MC;1,0
2724818199;160;1;1;18;40;dqx48fglv1l96cyrmjdod0xec;1;63,5;75,6;2024-09-22T22:23:10.343Z;2024-09-22T22:23:13Z;[{'id': 5235550223, 'qualifierId': 140, 'value': '66.5'}, {'id': 5235550221, 'qualifierId': 56, 'value': 'Left'}, {'id': 5235550229, 'qualifierId': 213, 'value': '1.21'}, {'id': 5235550225, 'qualifierId': 141, 'value': '88.0'}, {'id': 5235550227, 'qualifierId': 212, 'value': '9.0'}];1extjwx4b7nlpu8fm6526dsrt;M. Kidd;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;66,5;;;9,0;88,0;1,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;66,5;88,0;;;;;;;0;0;18;40;The Town;1120;MC;1,0
2724818217;161;1;1;18;43;dqx48fglv1l96cyrmjdod0xec;1;68,6;85,4;2024-09-22T22:23:13.366Z;2024-09-22T22:23:15Z;[{'id': 5235550349, 'qualifierId': 213, 'value': '4.87'}, {'id': 5235550343, 'qualifierId': 140, 'value': '69.4'}, {'id': 5235550347, 'qualifierId': 212, 'value': '5.4'}, {'id': 5235550345, 'qualifierId': 141, 'value': '77.6'}, {'id': 5235550341, 'qualifierId': 56, 'value': 'Center'}];cnskozf15ladiqa70l9uo920a;S. Pidro;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;69,4;;;5,4;77,6;4,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;69,4;77,6;;;;;;;0;0;18;43;The Town;1123;DC;1,0
2724818219;162;50;1;18;45;dqx48fglv1l96cyrmjdod0xec;1;68,2;75,9;2024-09-22T22:23:15.591Z;2024-09-22T22:38:46Z;[{'id': 5235550425, 'qualifierId': 233, 'value': '167'}, {'id': 5235550355, 'qualifierId': 56, 'value': 'Center'}, {'id': 5235550357, 'qualifierId': 286}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;b3741ns3c8mwwsubdqsbe3v8;Dispossessed;;;;;;;;;;;;;;;;;167,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;18;45;The Town;1125;AMR;1,0
2724818225;167;7;1;18;45;ew2zirzye0sw1txr2m33nr25y;0;31,8;24,1;2024-09-22T22:23:15.592Z;2024-09-26T20:18:35Z;[{'id': 5243158263, 'qualifierId': 385}, {'id': 5235550385, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235550415, 'qualifierId': 233, 'value': '162'}, {'id': 5235550387, 'qualifierId': 285}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;b3741ns3c8mwwsubdqsbe3v8;Tackle;;;;;;;;;;;;;;;;;162,0;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;18;45;St. Louis City II;1125;MC;1,0
2724818291;163;1;1;18;48;dqx48fglv1l96cyrmjdod0xec;1;68,8;90,2;2024-09-22T22:23:18.822Z;2024-09-22T22:23:24Z;[{'id': 5235550827, 'qualifierId': 140, 'value': '45.6'}, {'id': 5235550825, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235550831, 'qualifierId': 212, 'value': '24.9'}, {'id': 5235550829, 'qualifierId': 141, 'value': '82.7'}, {'id': 5235550833, 'qualifierId': 213, 'value': '3.35'}];1extjwx4b7nlpu8fm6526dsrt;M. Kidd;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;45,6;;;24,9;82,7;3,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;45,6;82,7;;;;;;;0;0;18;48;The Town;1128;MC;1,0
2724818313;164;1;1;18;54;dqx48fglv1l96cyrmjdod0xec;1;47,8;74,8;2024-09-22T22:23:24.135Z;2024-09-22T22:23:26Z;[{'id': 5235550951, 'qualifierId': 141, 'value': '45.7'}, {'id': 5235550955, 'qualifierId': 213, 'value': '4.54'}, {'id': 5235550949, 'qualifierId': 140, 'value': '44.6'}, {'id': 5235550947, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235550953, 'qualifierId': 212, 'value': '20.1'}];bbnk87q7t8pahznohwjjcvu5m;E. Kinzner;;;b3741ns3c8mwwsubdqsbe3v8;Pass;;;;;;;;;;44,6;;;20,1;45,7;4,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;44,6;45,7;;;;;;;0;0;18;54;The Town;1134;DC;1,0
