id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Captain;value_TeamPlayerFormation;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_Involved;value_PlayerPosition;value_Resume;value_DirectionOfPlay;value_LongBall;value_PassEndY;value_Length;value_KickOff;value_Zone;value_Angle;value_PassEndX;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_FlickOn;value_TouchTypePass;value_IntendedTackleTarget;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_Chipped;value_SwitchOfPlay;value_InSwinger;value_Cross;value_RightFooted;value_HighGkIntervention;value_HighClaim;value_TakeOnOvertake;value_TouchTypeControl;value_DeletedEventType;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeClearance;value_Left;value_CornerTaken;value_Assist;value_IntentionalAssist;value_GoalmouthZ;value_LeftFooted;value_GoalmouthY;value_IndividualPlay;value_GkY;value_Assisted;value_High;value_OutOfBoxCentre;value_RelatedEventId;value_FromCorner;value_Volley;value_FirstTouch;value_GkX;value_NextEventGoalKick;value_Low;value_GoalKick;value_NotVisible;value_TakeOnSpace;value_Shove/Push;value_BlockedPass;value_OutSwinger;value_OutOfPlay;value_BlockedCross;value_MediumGkIntervention;value_LayOff;value_ThroughBall;value_Head;value_HighRight;value_RegularPlay;value_RefereeDelay;value_DrinksBreak;value_OutOfBoxDeepLeft;value_FreeKick;value_BlockedY;value_BlockedX;value_LowLeft;value_NotAssisted;value_Collected;value_Hands;value_LowGkIntervention;value_Stooping;value_KeeperThrow;value_LowCentre;value_Standing;value_Overrun;value_BlockedClearance;value_GkHoof;value_Minutes;value_EndType;value_BoxCentre;value_ShirtPull/Holding;value_BoxRight;value_CloseRight;value_ParriedDanger;value_Fumble;value_SixYardBlocked;value_Blocked;value_DefBlock;value_Right;value_HighCentre;value_ParriedSafe;value_Reaching;value_PlayersCaughtOffside;value_Indirect;value_OverhitCross;value_Defensive1V1;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_ThrowInSetPiece;value_LowRight;value_Diving;value_AerialFoul;value_HighLeft;value_RecklessOffence;value_YellowCard;value_InjuredPlayerId;value_Injury;value_OutOfBoxDeepRight;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_GkXTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_BigChance;value_Penalty;value_Scored;value_Missed;value_CloseLeft;value_SwerveRight;value_HitWoodwork;value_Saved;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2696069161;151;43;1;17;34;5ou8b446l1sl8frblkz3xi17g;1;0,0;0,0;2024-06-15T01:22:39.954Z;2024-06-19T12:52:35Z;[{'id': 5077392101, 'qualifierId': 56, 'value': 'Back'}, {'id': 5081824673, 'qualifierId': 144, 'value': '61'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;dgiyycgp34t9ugam7o90yjf9w;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;17;34;Austin II;1054;DL;1,0
2696069351;180;61;1;17;35;d0c07im4a6oj8qa7f1zlt3pqs;1;70,2;68,3;2024-06-15T01:22:40.954Z;2024-06-19T12:53:19Z;[{'id': 5077393161, 'qualifierId': 56, 'value': 'Center'}];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;dgiyycgp34t9ugam7o90yjf9w;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;17;35;Portland Timbers II;1055;FW;1,0
2696882295;740;1;1;17;36;5ou8b446l1sl8frblkz3xi17g;1;35,3;23,4;2024-06-15T01:22:42.634Z;2024-06-19T12:53:12Z;[{'id': 5081824771, 'qualifierId': 212, 'value': '7.3'}, {'id': 5081824767, 'qualifierId': 140, 'value': '30.1'}, {'id': 5081824765, 'qualifierId': 56, 'value': 'Back'}, {'id': 5081824773, 'qualifierId': 213, 'value': '2.41'}, {'id': 5081824769, 'qualifierId': 141, 'value': '30.6'}];5lwarg9t4o7hxcq5exe8gwydw;M. Bunbury;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;30,6;7,3;;;2,41;30,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;30,1;30,6;;;;;;;;0;17;36;Austin II;1056;FWR;1,0
2696069175;153;1;1;17;37;5ou8b446l1sl8frblkz3xi17g;1;26,7;43,7;2024-06-15T01:22:42.984Z;2024-06-15T01:22:44Z;[{'id': 5077392147, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077392149, 'qualifierId': 140, 'value': '18.3'}, {'id': 5077392151, 'qualifierId': 141, 'value': '35.1'}, {'id': 5077392155, 'qualifierId': 213, 'value': '3.73'}, {'id': 5077392153, 'qualifierId': 212, 'value': '10.6'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;35,1;10,6;;;3,73;18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;18,3;35,1;;;;;;;;0;17;37;Austin II;1057;MC;1,0
2696069179;154;43;1;17;38;5ou8b446l1sl8frblkz3xi17g;1;0,0;0,0;2024-06-15T01:22:44.437Z;2024-06-19T12:53:40Z;[{'id': 5081824795, 'qualifierId': 144, 'value': '49'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;dgiyycgp34t9ugam7o90yjf9w;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;17;38;Austin II;1058;DL;1,0
2696069189;155;1;1;17;38;5ou8b446l1sl8frblkz3xi17g;1;18,5;35,1;2024-06-15T01:22:44.703Z;2024-06-15T01:22:46Z;[{'id': 5077392211, 'qualifierId': 140, 'value': '27.7'}, {'id': 5077392217, 'qualifierId': 213, 'value': '6.10'}, {'id': 5077392213, 'qualifierId': 141, 'value': '32.5'}, {'id': 5077392215, 'qualifierId': 212, 'value': '9.8'}, {'id': 5077392209, 'qualifierId': 56, 'value': 'Back'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;32,5;9,8;;;6,1;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;27,7;32,5;;;;;;;;0;17;38;Austin II;1058;DL;1,0
2696069201;156;1;1;17;40;5ou8b446l1sl8frblkz3xi17g;1;27,1;31,9;2024-06-15T01:22:46.296Z;2024-06-15T01:22:49Z;[{'id': 5077392249, 'qualifierId': 140, 'value': '26.0'}, {'id': 5077392251, 'qualifierId': 141, 'value': '11.4'}, {'id': 5077392247, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077392255, 'qualifierId': 213, 'value': '4.63'}, {'id': 5077392253, 'qualifierId': 212, 'value': '14.0'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;11,4;14,0;;;4,63;26,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;26,0;11,4;;;;;;;;0;17;40;Austin II;1060;MC;1,0
2696069209;157;1;1;17;43;5ou8b446l1sl8frblkz3xi17g;1;26,9;6,5;2024-06-15T01:22:48.907Z;2024-06-15T01:22:50Z;[{'id': 5077392311, 'qualifierId': 213, 'value': '0.56'}, {'id': 5077392307, 'qualifierId': 141, 'value': '15.6'}, {'id': 5077392309, 'qualifierId': 212, 'value': '11.6'}, {'id': 5077392305, 'qualifierId': 140, 'value': '36.3'}, {'id': 5077392303, 'qualifierId': 56, 'value': 'Back'}];5nykil6w1bxfevpp2c5rr32fo;J. Jones-Riley;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;15,6;11,6;;;0,56;36,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;36,3;15,6;;;;;;;;0;17;43;Austin II;1063;DR;1,0
2696069217;158;1;1;17;45;5ou8b446l1sl8frblkz3xi17g;1;33,8;20,3;2024-06-15T01:22:50.813Z;2024-06-15T01:24:04Z;[{'id': 5077392345, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077392347, 'qualifierId': 140, 'value': '30.3'}, {'id': 5077392349, 'qualifierId': 141, 'value': '9.9'}, {'id': 5077392351, 'qualifierId': 212, 'value': '8.0'}, {'id': 5077392353, 'qualifierId': 213, 'value': '4.23'}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;9,9;8,0;;;4,23;30,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;30,3;9,9;;;;;;;;0;17;45;Austin II;1065;FW;1,0
2696069223;159;1;1;17;47;5ou8b446l1sl8frblkz3xi17g;1;35,2;8,3;2024-06-15T01:22:53.094Z;2024-06-15T01:22:54Z;[{'id': 5077392419, 'qualifierId': 213, 'value': '2.68'}, {'id': 5077392415, 'qualifierId': 141, 'value': '17.0'}, {'id': 5077392413, 'qualifierId': 140, 'value': '23.8'}, {'id': 5077392417, 'qualifierId': 212, 'value': '13.4'}, {'id': 5077392411, 'qualifierId': 56, 'value': 'Back'}];5nykil6w1bxfevpp2c5rr32fo;J. Jones-Riley;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;17,0;13,4;;;2,68;23,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;23,8;17,0;;;;;;;;0;17;47;Austin II;1067;DR;1,0
2696069233;160;1;1;17;49;5ou8b446l1sl8frblkz3xi17g;1;23,9;17,0;2024-06-15T01:22:54.844Z;2024-06-15T01:22:57Z;[{'id': 5077392461, 'qualifierId': 141, 'value': '27.1'}, {'id': 5077392465, 'qualifierId': 213, 'value': '0.98'}, {'id': 5077392463, 'qualifierId': 212, 'value': '8.3'}, {'id': 5077392457, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077392459, 'qualifierId': 140, 'value': '28.3'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;27,1;8,3;;;0,98;28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;28,3;27,1;;;;;;;;0;17;49;Austin II;1069;MC;1,0
2696069235;161;1;1;17;51;5ou8b446l1sl8frblkz3xi17g;0;35,3;34,0;2024-06-15T01:22:57.327Z;2024-06-15T01:23:00Z;[{'id': 5077392481, 'qualifierId': 155}, {'id': 5077392487, 'qualifierId': 141, 'value': '66.1'}, {'id': 5077392485, 'qualifierId': 140, 'value': '74.4'}, {'id': 5077392483, 'qualifierId': 56, 'value': 'Center'}, {'id': 5077392491, 'qualifierId': 213, 'value': '0.49'}, {'id': 5077392493, 'qualifierId': 1}, {'id': 5077392489, 'qualifierId': 212, 'value': '46.5'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;1,0;66,1;46,5;;;0,49;74,4;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;74,4;66,1;;;;;;;;0;17;51;Austin II;1071;MC;1,0
2696069239;172;1;1;17;54;d0c07im4a6oj8qa7f1zlt3pqs;1;20,0;34,5;2024-06-15T01:22:59.970Z;2024-06-15T01:23:01Z;[{'id': 5077392507, 'qualifierId': 3}, {'id': 5077392511, 'qualifierId': 140, 'value': '7.4'}, {'id': 5077392517, 'qualifierId': 213, 'value': '2.88'}, {'id': 5077392509, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077392513, 'qualifierId': 141, 'value': '39.8'}, {'id': 5077392515, 'qualifierId': 212, 'value': '13.7'}];9yldym4386a2icfk6qb6i90r8;A. De Anda;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;39,8;13,7;;;2,88;7,4;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;7,4;39,8;;;;;;;;0;17;54;Portland Timbers II;1074;DR;1,0
2696069241;173;49;1;17;55;d0c07im4a6oj8qa7f1zlt3pqs;1;8,0;39,5;2024-06-15T01:23:01.618Z;2024-06-15T01:23:04Z;[];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;dgiyycgp34t9ugam7o90yjf9w;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;17;55;Portland Timbers II;1075;GK;1,0
2696069263;174;1;1;18;3;d0c07im4a6oj8qa7f1zlt3pqs;1;11,0;60,0;2024-06-15T01:23:09.058Z;2024-06-15T01:23:12Z;[{'id': 5077392633, 'qualifierId': 213, 'value': '0.87'}, {'id': 5077392631, 'qualifierId': 212, 'value': '18.6'}, {'id': 5077392629, 'qualifierId': 141, 'value': '80.9'}, {'id': 5077392627, 'qualifierId': 140, 'value': '22.4'}, {'id': 5077392625, 'qualifierId': 56, 'value': 'Back'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;80,9;18,6;;;0,87;22,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;22,4;80,9;;;;;;;;0;18;3;Portland Timbers II;1083;GK;1,0
2696069281;175;1;1;18;7;d0c07im4a6oj8qa7f1zlt3pqs;1;22,4;76,8;2024-06-15T01:23:12.850Z;2024-06-15T01:23:19Z;[{'id': 5077392737, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077392735, 'qualifierId': 196}, {'id': 5077392733, 'qualifierId': 155}, {'id': 5077392741, 'qualifierId': 141, 'value': '6.7'}, {'id': 5077392747, 'qualifierId': 1}, {'id': 5077392739, 'qualifierId': 140, 'value': '23.6'}, {'id': 5077392745, 'qualifierId': 213, 'value': '4.74'}, {'id': 5077392743, 'qualifierId': 212, 'value': '47.7'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;1,0;6,7;47,7;;;4,74;23,6;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;23,6;6,7;;;;;;;;0;18;7;Portland Timbers II;1087;DC;1,0
2696069285;176;1;1;18;13;d0c07im4a6oj8qa7f1zlt3pqs;1;24,3;18,0;2024-06-15T01:23:19.698Z;2024-06-15T01:23:22Z;[{'id': 5077392771, 'qualifierId': 213, 'value': '0.53'}, {'id': 5077392767, 'qualifierId': 141, 'value': '36.6'}, {'id': 5077392769, 'qualifierId': 212, 'value': '24.9'}, {'id': 5077392765, 'qualifierId': 140, 'value': '44.7'}, {'id': 5077392763, 'qualifierId': 56, 'value': 'Back'}];9yldym4386a2icfk6qb6i90r8;A. De Anda;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;36,6;24,9;;;0,53;44,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;44,7;36,6;;;;;;;;0;18;13;Portland Timbers II;1093;DR;1,0
2696069307;177;1;1;18;16;d0c07im4a6oj8qa7f1zlt3pqs;1;45,9;38,6;2024-06-15T01:23:22.515Z;2024-06-15T01:23:31Z;[{'id': 5077392901, 'qualifierId': 140, 'value': '75.0'}, {'id': 5077392899, 'qualifierId': 56, 'value': 'Left'}, {'id': 5077392907, 'qualifierId': 213, 'value': '0.91'}, {'id': 5077392903, 'qualifierId': 141, 'value': '96.3'}, {'id': 5077392905, 'qualifierId': 212, 'value': '49.7'}, {'id': 5077392897, 'qualifierId': 155}, {'id': 5077392909, 'qualifierId': 1}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;1,0;96,3;49,7;;;0,91;75,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;75,0;96,3;;;;;;;;0;18;16;Portland Timbers II;1096;FWR;1,0
2696069311;178;1;1;18;25;d0c07im4a6oj8qa7f1zlt3pqs;0;78,4;80,7;2024-06-15T01:23:30.762Z;2024-06-19T12:54:45Z;[{'id': 5081824881, 'qualifierId': 20}, {'id': 5077392941, 'qualifierId': 1}, {'id': 5077392927, 'qualifierId': 2}, {'id': 5077392939, 'qualifierId': 213, 'value': '5.37'}, {'id': 5077392929, 'qualifierId': 155}, {'id': 5077392931, 'qualifierId': 56, 'value': 'Center'}, {'id': 5081824879, 'qualifierId': 223}, {'id': 5077392933, 'qualifierId': 140, 'value': '100.0'}, {'id': 5077392935, 'qualifierId': 141, 'value': '34.7'}, {'id': 5077392937, 'qualifierId': 212, 'value': '39.6'}];641bsr9un81t6sds51fhvijh0;B. Farkarlun;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;1,0;34,7;39,6;;;5,37;100,0;;;;;;;;;;;;;1,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;100,0;34,7;;;;;;;;0;18;25;Portland Timbers II;1105;MC;1,0
2696069319;162;5;1;18;27;5ou8b446l1sl8frblkz3xi17g;1;-1,2;63,2;2024-06-15T01:23:33.314Z;2024-06-15T01:33:13Z;[{'id': 5077392975, 'qualifierId': 346}, {'id': 5077392973, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077392977, 'qualifierId': 233, 'value': '179'}];5nykil6w1bxfevpp2c5rr32fo;J. Jones-Riley;;dgiyycgp34t9ugam7o90yjf9w;Out;;;;;;;;;;;;;;;;;;;179,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;18;27;Austin II;1107;DR;1,0
2696069313;179;5;1;18;27;d0c07im4a6oj8qa7f1zlt3pqs;0;101,2;36,8;2024-06-15T01:23:33.314Z;2024-06-15T01:23:36Z;[{'id': 5077392983, 'qualifierId': 233, 'value': '162'}, {'id': 5077392945, 'qualifierId': 346}, {'id': 5077392943, 'qualifierId': 56, 'value': 'Center'}];641bsr9un81t6sds51fhvijh0;B. Farkarlun;;dgiyycgp34t9ugam7o90yjf9w;Out;;;;;;;;;;;;;;;;;;;162,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;18;27;Portland Timbers II;1107;MC;1,0
2696069367;163;1;1;18;51;5ou8b446l1sl8frblkz3xi17g;1;4,9;57,6;2024-06-15T01:23:57.313Z;2024-06-15T01:37:04Z;[{'id': 5077393241, 'qualifierId': 124}, {'id': 5077393247, 'qualifierId': 141, 'value': '47.9'}, {'id': 5077393245, 'qualifierId': 140, 'value': '6.3'}, {'id': 5077393243, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077393255, 'qualifierId': 237}, {'id': 5077393249, 'qualifierId': 212, 'value': '6.8'}, {'id': 5077393251, 'qualifierId': 213, 'value': '4.93'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;47,9;6,8;;;4,93;6,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;6,3;47,9;;;;;;;;0;18;51;Austin II;1131;DC;1,0
2696069385;164;1;1;18;54;5ou8b446l1sl8frblkz3xi17g;1;5,3;47,8;2024-06-15T01:24:00.656Z;2024-06-15T01:24:04Z;[{'id': 5077393357, 'qualifierId': 213, 'value': '4.82'}, {'id': 5077393355, 'qualifierId': 212, 'value': '21.7'}, {'id': 5077393353, 'qualifierId': 141, 'value': '16.1'}, {'id': 5077393349, 'qualifierId': 56, 'value': 'Back'}, {'id': 5077393351, 'qualifierId': 140, 'value': '7.5'}];4wr32d93f1q1v8qjq2ywmnbze;C. Miller;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;16,1;21,7;;;4,82;7,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;7,5;16,1;;;;;;;;0;18;54;Austin II;1134;GK;1,0
2696069399;165;1;1;18;59;5ou8b446l1sl8frblkz3xi17g;1;8,5;15,2;2024-06-15T01:24:05.616Z;2024-06-15T01:24:07Z;[{'id': 5077393445, 'qualifierId': 141, 'value': '41.8'}, {'id': 5077393449, 'qualifierId': 213, 'value': '1.85'}, {'id': 5077393443, 'qualifierId': 140, 'value': '3.5'}, {'id': 5077393447, 'qualifierId': 212, 'value': '18.8'}, {'id': 5077393441, 'qualifierId': 56, 'value': 'Back'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;dgiyycgp34t9ugam7o90yjf9w;Pass;;;;;;;;;;;41,8;18,8;;;1,85;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;3,5;41,8;;;;;;;;0;18;59;Austin II;1139;DL;1,0
