id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamPlayerFormation;value_TeamKit;value_TeamFormation;value_Captain;value_Resume;value_Involved;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_PassEndY;value_KickOff;value_Length;value_Angle;value_PassEndX;value_LongBall;value_Chipped;value_DeletedEventType;value_HeadPass;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_Launch;value_Shove/Push;value_Foul;value_Direct;value_TimeWasting;value_YellowCard;value_FreeKickTaken;value_IntendedTackleTarget;value_TakeOnOvertake;value_TouchTypePass;value_NextEventThrowIn;value_ThrowIn;value_Cross;value_OutSwinger;value_RightFooted;value_Head;value_Straight;value_LeftFooted;value_FloatedCross;value_HighClaim;value_HighGkIntervention;value_KeeperThrow;value_Assist;value_RelatedEventId;value_BlockedX;value_RegularPlay;value_GkX;value_BoxCentre;value_Blocked;value_LowLeft;value_GoalmouthY;value_GoalmouthZ;value_GkY;value_BlockedY;value_IndividualPlay;value_Assisted;value_DefBlock;value_FlickOn;value_BlockedPass;value_TouchTypeControl;value_TouchTypeClearance;value_MediumGkIntervention;value_LayOff;value_LowCentre;value_OutOfBoxCentre;value_Hands;value_ParriedSafe;value_Standing;value_LowGkIntervention;value_InSwinger;value_NextEventGoalKick;value_GoalKick;value_Low;value_IntentionalAssist;value_OverArm;value_FirstTouch;value_LowRight;value_Stooping;value_NotVisible;value_GkKickFromHands;value_DrivenCross;value_NotAssisted;value_HighCentre;value_Reaching;value_Left;value_CornerTaken;value_TakeOnSpace;value_BoxLeft;value_CloseLeftAndHigh;value_FastBreak;value_Right;value_BigChance;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_SwitchOfPlay;value_AttemptedTackle;value_High;value_ShirtPull/Holding;value_OutOfPlay;value_RecklessOffence;value_Volley;value_PlayersCaughtOffside;value_Indirect;value_OwnPlayer;value_OwnShotBlocked;value_HighRight;value_BoxRight;value_Minutes;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_BlockedCross;value_Overrun;value_Penalty;value_PenaltyTakerId;value_FantasyAssistTeam;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_FantasyAssistId;value_KeeperTouched;value_FantasyAssistedBy;value_FantasyAssistType;value_Diving;value_Scored;value_NotPastGoalLine;value_FromCorner;value_CloseLeft;value_OutOfBoxDeepLeft;value_TacticalFoul;value_SetPiece;value_HighLeft;value_Collected;value_SmallBoxCentre;value_GkHoof;value_LeadingToGoal;value_Tap;value_TempBlocked;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2715175131;111;10;1;9;23;6gaq85erpkvbyxvivd96wuw44;1;9,2;42,6;2024-08-31T02:43:18.597Z;2024-09-03T06:41:57Z;[{'id': 5182883177, 'qualifierId': 94}, {'id': 5182883859, 'qualifierId': 233, 'value': '111'}, {'id': 5182883179, 'qualifierId': 56, 'value': 'Back'}];d1w4zs63sx3cc7wnc8wshbfv8;D. Guerra;;;eyvmn96lmx8o7tzcfe6h6pm38;Save;;;;;;;;;;;;;;;;;;;;111,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;9;23;Tacoma Defiance;563;MC;1,0
2715175139;112;11;1;9;24;6gaq85erpkvbyxvivd96wuw44;1;5,7;48,7;2024-08-31T02:43:19.880Z;2024-09-03T06:42:03Z;[{'id': 5194012659, 'qualifierId': 378}, {'id': 5182883221, 'qualifierId': 88}, {'id': 5182883219, 'qualifierId': 56, 'value': 'Back'}];d4xd9fxqjwfe7x46byn60dx49;D. Ochoa;;;eyvmn96lmx8o7tzcfe6h6pm38;Claim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;9;24;Tacoma Defiance;564;GK;1,0
2715175147;113;1;1;9;28;6gaq85erpkvbyxvivd96wuw44;1;12,8;54,5;2024-08-31T02:43:23.473Z;2024-09-03T06:42:09Z;[{'id': 5182883265, 'qualifierId': 140, 'value': '27.5'}, {'id': 5182883267, 'qualifierId': 141, 'value': '92.9'}, {'id': 5182883269, 'qualifierId': 212, 'value': '30.3'}, {'id': 5182883279, 'qualifierId': 287}, {'id': 5182883261, 'qualifierId': 123}, {'id': 5182883271, 'qualifierId': 213, 'value': '1.04'}, {'id': 5182883263, 'qualifierId': 56, 'value': 'Back'}];d4xd9fxqjwfe7x46byn60dx49;D. Ochoa;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;92,9;;30,3;1,04;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;27,5;92,9;;;;;;;;0;9;28;Tacoma Defiance;568;GK;1,0
2715175175;114;1;1;9;35;6gaq85erpkvbyxvivd96wuw44;1;40,7;82,7;2024-08-31T02:43:31.416Z;2024-08-31T02:43:33Z;[{'id': 5182883407, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182883415, 'qualifierId': 213, 'value': '4.00'}, {'id': 5182883413, 'qualifierId': 212, 'value': '10.8'}, {'id': 5182883411, 'qualifierId': 141, 'value': '70.7'}, {'id': 5182883409, 'qualifierId': 140, 'value': '34.0'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;70,7;;10,8;4,0;34,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;34,0;70,7;;;;;;;;0;9;35;Tacoma Defiance;575;DC;1,0
2715175197;115;1;1;9;38;6gaq85erpkvbyxvivd96wuw44;1;37,7;74,6;2024-08-31T02:43:33.744Z;2024-08-31T02:43:41Z;[{'id': 5182883597, 'qualifierId': 212, 'value': '16.8'}, {'id': 5182883591, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182883593, 'qualifierId': 140, 'value': '28.1'}, {'id': 5182883599, 'qualifierId': 213, 'value': '4.07'}, {'id': 5182883595, 'qualifierId': 141, 'value': '54.9'}];d1w4zs63sx3cc7wnc8wshbfv8;D. Guerra;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;54,9;;16,8;4,07;28,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;28,1;54,9;;;;;;;;0;9;38;Tacoma Defiance;578;MC;1,0
2715175205;116;1;1;9;45;6gaq85erpkvbyxvivd96wuw44;1;33,4;50,0;2024-08-31T02:43:41.368Z;2024-08-31T02:43:43Z;[{'id': 5182883647, 'qualifierId': 212, 'value': '13.2'}, {'id': 5182883645, 'qualifierId': 141, 'value': '32.0'}, {'id': 5182883641, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182883643, 'qualifierId': 140, 'value': '28.8'}, {'id': 5182883649, 'qualifierId': 213, 'value': '4.34'}];do2o6ka25talswmmillufejqi;D. Rosales;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;32,0;;13,2;4,34;28,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;28,8;32,0;;;;;;;;0;9;45;Tacoma Defiance;585;DC;1,0
2715175217;117;1;1;9;47;6gaq85erpkvbyxvivd96wuw44;1;28,3;29,9;2024-08-31T02:43:43.135Z;2024-08-31T02:43:47Z;[{'id': 5182883723, 'qualifierId': 212, 'value': '14.3'}, {'id': 5182883721, 'qualifierId': 141, 'value': '50.9'}, {'id': 5182883717, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182883719, 'qualifierId': 140, 'value': '29.4'}, {'id': 5182883725, 'qualifierId': 213, 'value': '1.49'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;50,9;;14,3;1,49;29,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;29,4;50,9;;;;;;;;0;9;47;Tacoma Defiance;587;DL;1,0
2715175223;118;1;1;9;51;6gaq85erpkvbyxvivd96wuw44;1;31,3;61,2;2024-08-31T02:43:47.023Z;2024-08-31T02:43:50Z;[{'id': 5182883775, 'qualifierId': 213, 'value': '1.61'}, {'id': 5182883767, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182883769, 'qualifierId': 140, 'value': '30.5'}, {'id': 5182883773, 'qualifierId': 212, 'value': '21.0'}, {'id': 5182883771, 'qualifierId': 141, 'value': '92.1'}];do2o6ka25talswmmillufejqi;D. Rosales;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;92,1;;21,0;1,61;30,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;30,5;92,1;;;;;;;;0;9;51;Tacoma Defiance;591;DC;1,0
2715175237;119;1;1;9;55;6gaq85erpkvbyxvivd96wuw44;0;37,1;93,5;2024-08-31T02:43:51.008Z;2024-08-31T02:43:55Z;[{'id': 5182883911, 'qualifierId': 212, 'value': '68.0'}, {'id': 5182883913, 'qualifierId': 213, 'value': '6.13'}, {'id': 5182883909, 'qualifierId': 141, 'value': '78.0'}, {'id': 5182883903, 'qualifierId': 155}, {'id': 5182883905, 'qualifierId': 56, 'value': 'Center'}, {'id': 5182883907, 'qualifierId': 140, 'value': '100.0'}, {'id': 5182883915, 'qualifierId': 1}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;78,0;;68,0;6,13;100,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;100,0;78,0;;;;;;;;0;9;55;Tacoma Defiance;595;DC;1,0
2715175251;112;5;1;10;0;5icuo8utnztpsd9l03gdd68dl;1;-1,0;24,8;2024-08-31T02:43:55.732Z;2024-08-31T03:20:50Z;[{'id': 5182884005, 'qualifierId': 233, 'value': '120'}, {'id': 5182883997, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182883999, 'qualifierId': 346}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;eyvmn96lmx8o7tzcfe6h6pm38;Out;;;;;;;;;;;;;;;;;;;;120,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;;0;10;0;Los Angeles II;600;MC;1,0
2715175239;120;5;1;10;0;6gaq85erpkvbyxvivd96wuw44;0;101,0;75,2;2024-08-31T02:43:55.732Z;2024-08-31T03:20:51Z;[{'id': 5182884013, 'qualifierId': 233, 'value': '112'}, {'id': 5182883923, 'qualifierId': 346}, {'id': 5182883921, 'qualifierId': 56, 'value': 'Center'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;eyvmn96lmx8o7tzcfe6h6pm38;Out;;;;;;;;;;;;;;;;;;;;112,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;10;0;Tacoma Defiance;600;DC;1,0
2715175259;113;1;1;10;6;5icuo8utnztpsd9l03gdd68dl;1;4,1;43,9;2024-08-31T02:44:01.464Z;2024-08-31T02:44:03Z;[{'id': 5182884059, 'qualifierId': 141, 'value': '63.3'}, {'id': 5182884061, 'qualifierId': 212, 'value': '15.6'}, {'id': 5182884053, 'qualifierId': 124}, {'id': 5182884063, 'qualifierId': 213, 'value': '1.01'}, {'id': 5182884055, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182884057, 'qualifierId': 140, 'value': '12.0'}, {'id': 5182884067, 'qualifierId': 237}];bdrs643l8uzj01plxa25wncdm;J. Castro;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;63,3;;15,6;1,01;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;12,0;63,3;;;;;;;;0;10;6;Los Angeles II;606;GK;1,0
2715175277;114;1;1;10;8;5icuo8utnztpsd9l03gdd68dl;1;14,2;63,0;2024-08-31T02:44:03.529Z;2024-08-31T02:44:10Z;[{'id': 5182884183, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182884189, 'qualifierId': 212, 'value': '24.3'}, {'id': 5182884191, 'qualifierId': 213, 'value': '4.95'}, {'id': 5182884187, 'qualifierId': 141, 'value': '28.3'}, {'id': 5182884185, 'qualifierId': 140, 'value': '19.6'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;28,3;;24,3;4,95;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;19,6;28,3;;;;;;;;0;10;8;Los Angeles II;608;DC;1,0
2715175291;115;1;1;10;14;5icuo8utnztpsd9l03gdd68dl;1;26,6;28,6;2024-08-31T02:44:09.752Z;2024-08-31T02:44:13Z;[{'id': 5182884257, 'qualifierId': 140, 'value': '26.6'}, {'id': 5182884255, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182884263, 'qualifierId': 213, 'value': '1.57'}, {'id': 5182884261, 'qualifierId': 212, 'value': '26.3'}, {'id': 5182884259, 'qualifierId': 141, 'value': '67.3'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;67,3;;26,3;1,57;26,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;26,6;67,3;;;;;;;;0;10;14;Los Angeles II;614;DL;1,0
2715175305;116;1;1;10;17;5icuo8utnztpsd9l03gdd68dl;1;29,5;71,2;2024-08-31T02:44:13.384Z;2024-08-31T02:44:17Z;[{'id': 5182884359, 'qualifierId': 212, 'value': '29.3'}, {'id': 5182884353, 'qualifierId': 56, 'value': 'Left'}, {'id': 5182884361, 'qualifierId': 213, 'value': '0.68'}, {'id': 5182884355, 'qualifierId': 140, 'value': '51.2'}, {'id': 5182884357, 'qualifierId': 141, 'value': '98.3'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;98,3;;29,3;0,68;51,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;51,2;98,3;;;;;;;;0;10;17;Los Angeles II;617;DC;1,0
2715175315;117;1;1;10;21;5icuo8utnztpsd9l03gdd68dl;0;53,9;98,0;2024-08-31T02:44:17.161Z;2024-08-31T02:44:21Z;[{'id': 5182884425, 'qualifierId': 212, 'value': '42.3'}, {'id': 5182884427, 'qualifierId': 213, 'value': '5.23'}, {'id': 5182884419, 'qualifierId': 56, 'value': 'Center'}, {'id': 5182884429, 'qualifierId': 1}, {'id': 5182884423, 'qualifierId': 141, 'value': '44.0'}, {'id': 5182884421, 'qualifierId': 140, 'value': '73.9'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;44,0;;42,3;5,23;73,9;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;73,9;44,0;;;;;;;;0;10;21;Los Angeles II;621;DC;1,0
2715175313;122;49;1;10;25;6gaq85erpkvbyxvivd96wuw44;1;25,4;59,6;2024-08-31T02:44:20.767Z;2024-08-31T02:44:20Z;[];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;eyvmn96lmx8o7tzcfe6h6pm38;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;10;25;Tacoma Defiance;625;DC;1,0
2715175317;123;1;1;10;25;6gaq85erpkvbyxvivd96wuw44;1;23,7;58,2;2024-08-31T02:44:21.232Z;2024-08-31T02:44:22Z;[{'id': 5182884433, 'qualifierId': 140, 'value': '7.8'}, {'id': 5182884431, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182884439, 'qualifierId': 213, 'value': '3.37'}, {'id': 5182884437, 'qualifierId': 212, 'value': '17.1'}, {'id': 5182884435, 'qualifierId': 141, 'value': '52.5'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;52,5;;17,1;3,37;7,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;7,8;52,5;;;;;;;;0;10;25;Tacoma Defiance;625;DC;1,0
2715175325;124;1;1;10;27;6gaq85erpkvbyxvivd96wuw44;1;7,9;52,5;2024-08-31T02:44:22.488Z;2024-08-31T02:44:27Z;[{'id': 5182884499, 'qualifierId': 1}, {'id': 5182884491, 'qualifierId': 140, 'value': '51.7'}, {'id': 5182884493, 'qualifierId': 141, 'value': '78.6'}, {'id': 5182884487, 'qualifierId': 157}, {'id': 5182884489, 'qualifierId': 56, 'value': 'Center'}, {'id': 5182884495, 'qualifierId': 212, 'value': '49.3'}, {'id': 5182884497, 'qualifierId': 213, 'value': '0.37'}];d4xd9fxqjwfe7x46byn60dx49;D. Ochoa;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;78,6;;49,3;0,37;51,7;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;51,7;78,6;;;;;;;;0;10;27;Tacoma Defiance;627;GK;1,0
2715175329;125;61;1;10;31;6gaq85erpkvbyxvivd96wuw44;1;51,5;77,0;2024-08-31T02:44:27.359Z;2024-09-03T06:43:28Z;[{'id': 5182884515, 'qualifierId': 56, 'value': 'Center'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;;eyvmn96lmx8o7tzcfe6h6pm38;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;10;31;Tacoma Defiance;631;FWL;1,0
2715175333;126;1;1;10;33;6gaq85erpkvbyxvivd96wuw44;1;54,3;54,5;2024-08-31T02:44:28.623Z;2024-09-03T06:43:36Z;[{'id': 5182884549, 'qualifierId': 213, 'value': '4.15'}, {'id': 5182884543, 'qualifierId': 140, 'value': '44.9'}, {'id': 5182884541, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182884545, 'qualifierId': 141, 'value': '31.7'}, {'id': 5182884547, 'qualifierId': 212, 'value': '18.4'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;31,7;;18,4;4,15;44,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;44,9;31,7;;;;;;;;0;10;33;Tacoma Defiance;633;MC;1,0
2715175347;127;1;1;10;36;6gaq85erpkvbyxvivd96wuw44;1;46,1;34,7;2024-08-31T02:44:31.846Z;2024-08-31T02:44:36Z;[{'id': 5182884623, 'qualifierId': 56, 'value': 'Right'}, {'id': 5182884629, 'qualifierId': 212, 'value': '19.9'}, {'id': 5182884627, 'qualifierId': 141, 'value': '7.4'}, {'id': 5182884631, 'qualifierId': 213, 'value': '5.08'}, {'id': 5182884625, 'qualifierId': 140, 'value': '53.0'}];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;7,4;;19,9;5,08;53,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;53,0;7,4;;;;;;;;0;10;36;Tacoma Defiance;636;MC;1,0
2715175355;128;1;1;10;40;6gaq85erpkvbyxvivd96wuw44;1;54,8;5,3;2024-08-31T02:44:36.247Z;2024-08-31T02:44:38Z;[{'id': 5182884679, 'qualifierId': 213, 'value': '2.22'}, {'id': 5182884673, 'qualifierId': 140, 'value': '50.8'}, {'id': 5182884671, 'qualifierId': 56, 'value': 'Right'}, {'id': 5182884675, 'qualifierId': 141, 'value': '13.4'}, {'id': 5182884677, 'qualifierId': 212, 'value': '6.9'}];4x8eu2y112ini9hx6b72bh46i;E. Berumen;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;13,4;;6,9;2,22;50,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;50,8;13,4;;;;;;;;0;10;40;Tacoma Defiance;640;DR;1,0
2715175361;129;1;1;10;42;6gaq85erpkvbyxvivd96wuw44;1;54,9;19,9;2024-08-31T02:44:38.335Z;2024-08-31T02:44:41Z;[{'id': 5182884739, 'qualifierId': 140, 'value': '48.8'}, {'id': 5182884745, 'qualifierId': 213, 'value': '1.83'}, {'id': 5182884737, 'qualifierId': 56, 'value': 'Back'}, {'id': 5182884743, 'qualifierId': 212, 'value': '25.2'}, {'id': 5182884741, 'qualifierId': 141, 'value': '55.7'}];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;;eyvmn96lmx8o7tzcfe6h6pm38;Pass;;;;;;;;;;;55,7;;25,2;1,83;48,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;48,8;55,7;;;;;;;;0;10;42;Tacoma Defiance;642;MC;1,0
