id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_JerseyNumber;value_Resume;value_TeamKit;value_Involved;value_TeamFormation;value_TeamPlayerFormation;value_Captain;value_DirectionOfPlay;value_PassEndX;value_Length;value_PassEndY;value_KickOff;value_Zone;value_Angle;value_Chipped;value_SwitchOfPlay;value_LongBall;value_Cross;value_OutSwinger;value_LeftFooted;value_Head;value_LowLeft;value_BlockedX;value_NotAssisted;value_OppositeRelatedEventId;value_RegularPlay;value_GoalmouthZ;value_IndividualPlay;value_BlockedY;value_GoalmouthY;value_RightFooted;value_OutOfBoxCentre;value_Collected;value_Stooping;value_Hands;value_LowGkIntervention;value_KeeperThrow;value_NextEventThrowIn;value_ThrowIn;value_Offensive;value_Defensive;value_DeletedEventType;value_HeadPass;value_TakeOnSpace;value_TouchTypeControl;value_Direct;value_Shove/Push;value_Foul;value_FreeKickTaken;value_Launch;value_VideoCoverageLost;value_OutOfPlay;value_TakeOnOvertake;value_Overrun;value_AttemptedTackle;value_RelatedEventId;value_YellowCard;value_RecklessOffence;value_HighGkIntervention;value_HighClaim;value_LayOff;value_NotVisible;value_NextEventGoalKick;value_Low;value_GoalKick;value_Assist;value_GkX;value_Assisted;value_LowCentre;value_GkY;value_SixYardBlocked;value_BoxRight;value_Blocked;value_DefBlock;value_GkStart;value_BlockedPass;value_MediumGkIntervention;value_Standing;value_ParriedDanger;value_LeadingToGoal;value_RelatedError1Id;value_FirstTouch;value_GoalShotGameClock;value_FantasyAssistTeam;value_GoalShotTimestamp;value_FantasyAssistType;value_BigChance;value_FantasyAssistedBy;value_FantasyAssistId;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_BoxCentre;value_OverArm;value_TouchTypePass;value_IntendedTackleTarget;value_CloseRight;value_ParriedSafe;value_DrivenCross;value_Straight;value_LowRight;value_Sliding;value_IntentionalAssist;value_CloseLeftAndHigh;value_SmallBoxCentre;value_FastBreak;value_High;value_TouchTypeClearance;value_PullBack;value_Left;value_Right;value_CornerTaken;value_KeeperTouched;value_Diving;value_ShirtPull/Holding;value_SetPiece;value_ThroughBall;value_PlayersCaughtOffside;value_RefereeDelay;value_DrinksBreak;value_Indirect;value_FlickOn;value_HighRight;value_Minutes;value_SoloRun;value_SwerveLeft;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_BoxLeft;value_Handball;value_BlockedCross;value_Deflection;value_InSwinger;value_NotPastGoalLine;value_Volley;value_BoxDeepRight;value_Injury;value_InjuredPlayerId;value_OtherReason;value_Dissent;value_HighCentre;value_Reaching;value_OverhitCross;value_Feet;value_2NdAssist;value_2NdAssisted;value_2NdRelatedEventId;value_FromCorner;value_HighLeft;value_CaptainChange;value_Defensive1V1;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2716659647;196;1;1;23;56;c7c4wwva2u1vb3rr7rwava044;0;97,6;30,6;2024-09-01T19:28:20.196Z;2024-09-01T19:28:26Z;[{'id': 5190905251, 'qualifierId': 195}, {'id': 5190904855, 'qualifierId': 140, 'value': '96.1'}, {'id': 5190904857, 'qualifierId': 141, 'value': '34.6'}, {'id': 5190904853, 'qualifierId': 56, 'value': 'Center'}, {'id': 5190904861, 'qualifierId': 213, 'value': '2.10'}, {'id': 5190904859, 'qualifierId': 212, 'value': '3.1'}];8l4bqb8gtyzqpx3pti200phqs;Y. Cohen;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;96,1;3,1;34,6;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;96,1;34,6;;;;;;;0;0;23;56;Crown Legacy;1436;FW;1,0
2716659657;175;61;1;23;56;6ubc4y1v6hr63mca7ica4hp90;1;1,0;69,4;2024-09-01T19:28:21.129Z;2024-09-01T19:28:21Z;[{'id': 5190904889, 'qualifierId': 56, 'value': 'Back'}];9b29l83qhedv79h20lgyu9tqt;B. Tuiloma;;;f0r4fj69c7pmpqz14p5gzkzys;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;0;0;23;56;Inter Miami II;1436;DC;1,0
2716659671;176;6;1;23;57;6ubc4y1v6hr63mca7ica4hp90;0;2,0;67,8;2024-09-01T19:28:22.010Z;2024-09-04T19:29:32Z;[{'id': 5190904997, 'qualifierId': 73}, {'id': 5190904995, 'qualifierId': 56, 'value': 'Back'}, {'id': 5190905111, 'qualifierId': 233, 'value': '197'}];9b29l83qhedv79h20lgyu9tqt;B. Tuiloma;;;f0r4fj69c7pmpqz14p5gzkzys;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;;;;;197,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;0;0;23;57;Inter Miami II;1437;DC;1,0
2716659673;197;6;1;23;57;c7c4wwva2u1vb3rr7rwava044;1;98,0;32,2;2024-09-01T19:28:22.010Z;2024-09-01T19:54:03Z;[{'id': 5190905047, 'qualifierId': 56, 'value': 'Center'}, {'id': 5190905049, 'qualifierId': 75}, {'id': 5190905061, 'qualifierId': 233, 'value': '176'}];8l4bqb8gtyzqpx3pti200phqs;Y. Cohen;;;f0r4fj69c7pmpqz14p5gzkzys;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;;;;;176,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;23;57;Crown Legacy;1437;FW;1,0
2716659953;198;1;1;24;17;c7c4wwva2u1vb3rr7rwava044;1;99,5;0,5;2024-09-01T19:28:41.236Z;2024-09-01T21:16:12Z;[{'id': 5190906487, 'qualifierId': 6}, {'id': 5190906491, 'qualifierId': 140, 'value': '84.8'}, {'id': 5190906495, 'qualifierId': 212, 'value': '18.7'}, {'id': 5190906497, 'qualifierId': 213, 'value': '2.54'}, {'id': 5191121575, 'qualifierId': 189}, {'id': 5190906489, 'qualifierId': 56, 'value': 'Right'}, {'id': 5190906493, 'qualifierId': 141, 'value': '16.1'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;84,8;18,7;16,1;;;2,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;84,8;16,1;;;;;;;0;0;24;17;Crown Legacy;1457;AMR;1,0
2716659969;199;1;1;24;18;c7c4wwva2u1vb3rr7rwava044;1;84,8;16,1;2024-09-01T19:28:42.309Z;2024-09-01T21:16:14Z;[{'id': 5190906623, 'qualifierId': 141, 'value': '37.3'}, {'id': 5190906619, 'qualifierId': 56, 'value': 'Center'}, {'id': 5191121701, 'qualifierId': 189}, {'id': 5190906625, 'qualifierId': 212, 'value': '18.9'}, {'id': 5190906627, 'qualifierId': 213, 'value': '2.27'}, {'id': 5190906621, 'qualifierId': 140, 'value': '73.2'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;73,2;18,9;37,3;;;2,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;73,2;37,3;;;;;;;0;0;24;18;Crown Legacy;1458;MC;1,0
2716659987;200;1;1;24;19;c7c4wwva2u1vb3rr7rwava044;1;72,6;39,2;2024-09-01T19:28:43.989Z;2024-09-01T20:09:52Z;[{'id': 5190906751, 'qualifierId': 141, 'value': '57.5'}, {'id': 5190906755, 'qualifierId': 212, 'value': '12.4'}, {'id': 5190906757, 'qualifierId': 213, 'value': '1.55'}, {'id': 5190906747, 'qualifierId': 140, 'value': '72.9'}, {'id': 5190906743, 'qualifierId': 56, 'value': 'Center'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;72,9;12,4;57,5;;;1,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;72,9;57,5;;;;;;;0;0;24;19;Crown Legacy;1459;AMC;1,0
2716660021;201;1;1;24;21;c7c4wwva2u1vb3rr7rwava044;1;74,4;61,5;2024-09-01T19:28:45.636Z;2024-09-01T19:28:48Z;[{'id': 5190906949, 'qualifierId': 212, 'value': '20.8'}, {'id': 5190906943, 'qualifierId': 56, 'value': 'Left'}, {'id': 5190906951, 'qualifierId': 213, 'value': '0.96'}, {'id': 5190906945, 'qualifierId': 140, 'value': '85.8'}, {'id': 5190906947, 'qualifierId': 141, 'value': '86.5'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;85,8;20,8;86,5;;;0,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;85,8;86,5;;;;;;;0;0;24;21;Crown Legacy;1461;MC;1,0
2716660107;202;1;1;24;26;c7c4wwva2u1vb3rr7rwava044;1;87,9;94,5;2024-09-01T19:28:50.532Z;2024-09-01T19:28:55Z;[{'id': 5190907441, 'qualifierId': 213, 'value': '4.19'}, {'id': 5190907431, 'qualifierId': 140, 'value': '80.5'}, {'id': 5190907435, 'qualifierId': 141, 'value': '74.5'}, {'id': 5190907437, 'qualifierId': 212, 'value': '15.7'}, {'id': 5190907427, 'qualifierId': 56, 'value': 'Center'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;80,5;15,7;74,5;;;4,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;80,5;74,5;;;;;;;0;0;24;26;Crown Legacy;1466;DC;1,0
2716660115;203;1;1;24;31;c7c4wwva2u1vb3rr7rwava044;1;84,7;82,9;2024-09-01T19:28:55.702Z;2024-09-01T19:28:56Z;[{'id': 5190907479, 'qualifierId': 140, 'value': '87.3'}, {'id': 5190907483, 'qualifierId': 212, 'value': '6.8'}, {'id': 5190907477, 'qualifierId': 56, 'value': 'Left'}, {'id': 5190907485, 'qualifierId': 213, 'value': '1.16'}, {'id': 5190907481, 'qualifierId': 141, 'value': '92.0'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;87,3;6,8;92,0;;;1,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;87,3;92,0;;;;;;;0;0;24;31;Crown Legacy;1471;MC;1,0
2716660143;204;1;1;24;32;c7c4wwva2u1vb3rr7rwava044;1;87,3;92,0;2024-09-01T19:28:56.276Z;2024-09-01T19:28:59Z;[{'id': 5190907637, 'qualifierId': 212, 'value': '18.9'}, {'id': 5190907623, 'qualifierId': 56, 'value': 'Left'}, {'id': 5190907631, 'qualifierId': 141, 'value': '82.1'}, {'id': 5190907639, 'qualifierId': 213, 'value': '3.51'}, {'id': 5190907627, 'qualifierId': 140, 'value': '70.5'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;70,5;18,9;82,1;;;3,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;70,5;82,1;;;;;;;0;0;24;32;Crown Legacy;1472;DC;1,0
2716660259;205;1;1;24;34;c7c4wwva2u1vb3rr7rwava044;1;70,9;76,3;2024-09-01T19:28:58.948Z;2024-09-01T19:29:07Z;[{'id': 5190908149, 'qualifierId': 141, 'value': '32.1'}, {'id': 5190908153, 'qualifierId': 213, 'value': '4.19'}, {'id': 5190908151, 'qualifierId': 212, 'value': '34.6'}, {'id': 5190908147, 'qualifierId': 140, 'value': '54.6'}, {'id': 5190908155, 'qualifierId': 1}, {'id': 5190908145, 'qualifierId': 56, 'value': 'Center'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;54,6;34,6;32,1;;;4,19;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;54,6;32,1;;;;;;;0;0;24;34;Crown Legacy;1474;MC;1,0
2716660273;206;1;1;24;43;c7c4wwva2u1vb3rr7rwava044;1;54,6;37,9;2024-09-01T19:29:07.780Z;2024-09-01T19:29:08Z;[{'id': 5190908223, 'qualifierId': 213, 'value': '1.22'}, {'id': 5190908221, 'qualifierId': 212, 'value': '15.1'}, {'id': 5190908219, 'qualifierId': 141, 'value': '58.7'}, {'id': 5190908217, 'qualifierId': 140, 'value': '59.5'}, {'id': 5190908215, 'qualifierId': 56, 'value': 'Center'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;59,5;15,1;58,7;;;1,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;59,5;58,7;;;;;;;0;0;24;43;Crown Legacy;1483;DC;1,0
2716660289;207;1;1;24;44;c7c4wwva2u1vb3rr7rwava044;1;59,5;58,7;2024-09-01T19:29:08.819Z;2024-09-01T19:29:10Z;[{'id': 5190908323, 'qualifierId': 141, 'value': '37.9'}, {'id': 5190908319, 'qualifierId': 56, 'value': 'Center'}, {'id': 5190908325, 'qualifierId': 212, 'value': '15.2'}, {'id': 5190908327, 'qualifierId': 213, 'value': '4.33'}, {'id': 5190908321, 'qualifierId': 140, 'value': '54.1'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;54,1;15,2;37,9;;;4,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;54,1;37,9;;;;;;;0;0;24;44;Crown Legacy;1484;DC;1,0
2716660309;208;1;1;24;46;c7c4wwva2u1vb3rr7rwava044;1;54,1;37,9;2024-09-01T19:29:10.515Z;2024-09-01T19:29:12Z;[{'id': 5190908483, 'qualifierId': 141, 'value': '21.5'}, {'id': 5190908481, 'qualifierId': 140, 'value': '57.4'}, {'id': 5190908479, 'qualifierId': 56, 'value': 'Center'}, {'id': 5190908487, 'qualifierId': 213, 'value': '5.01'}, {'id': 5190908485, 'qualifierId': 212, 'value': '11.7'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;57,4;11,7;21,5;;;5,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;57,4;21,5;;;;;;;0;0;24;46;Crown Legacy;1486;DC;1,0
2716660389;209;1;1;24;48;c7c4wwva2u1vb3rr7rwava044;1;57,4;21,5;2024-09-01T19:29:12.516Z;2024-09-01T19:29:17Z;[{'id': 5190908871, 'qualifierId': 212, 'value': '12.3'}, {'id': 5190908865, 'qualifierId': 56, 'value': 'Center'}, {'id': 5190908867, 'qualifierId': 140, 'value': '51.9'}, {'id': 5190908873, 'qualifierId': 213, 'value': '2.06'}, {'id': 5190908869, 'qualifierId': 141, 'value': '37.4'}];4kng7wg83mastngy9hw7j6v6y;N. Sessock;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;51,9;12,3;37,4;;;2,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;51,9;37,4;;;;;;;0;0;24;48;Crown Legacy;1488;DR;1,0
2716660425;210;1;1;24;53;c7c4wwva2u1vb3rr7rwava044;0;48,5;46,3;2024-09-01T19:29:17.604Z;2024-09-01T19:29:20Z;[{'id': 5190909061, 'qualifierId': 1}, {'id': 5190909049, 'qualifierId': 56, 'value': 'Left'}, {'id': 5190909053, 'qualifierId': 141, 'value': '80.9'}, {'id': 5190909051, 'qualifierId': 140, 'value': '87.6'}, {'id': 5190909055, 'qualifierId': 212, 'value': '47.3'}, {'id': 5190909047, 'qualifierId': 155}, {'id': 5190909057, 'qualifierId': 213, 'value': '0.52'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;87,6;47,3;80,9;;;0,52;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;87,6;80,9;;;;;;;0;0;24;53;Crown Legacy;1493;DC;1,0
2716660477;177;1;1;24;56;6ubc4y1v6hr63mca7ica4hp90;1;13,2;20,6;2024-09-01T19:29:20.906Z;2024-09-01T19:29:23Z;[{'id': 5190909389, 'qualifierId': 213, 'value': '2.13'}, {'id': 5190909367, 'qualifierId': 56, 'value': 'Back'}, {'id': 5190909377, 'qualifierId': 141, 'value': '41.8'}, {'id': 5190909383, 'qualifierId': 212, 'value': '17.0'}, {'id': 5190909373, 'qualifierId': 140, 'value': '4.6'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;4,6;17,0;41,8;;;2,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;4,6;41,8;;;;;;;0;0;24;56;Inter Miami II;1496;DC;1,0
2716660487;178;49;1;24;58;6ubc4y1v6hr63mca7ica4hp90;1;4,6;41,8;2024-09-01T19:29:22.891Z;2024-09-01T19:29:23Z;[];aiifscgp07zvj7thb3p3huelm;G. Marks;;;f0r4fj69c7pmpqz14p5gzkzys;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;0;0;24;58;Inter Miami II;1498;GK;1,0
2716660547;179;1;1;24;59;6ubc4y1v6hr63mca7ica4hp90;1;4,6;41,8;2024-09-01T19:29:23.372Z;2024-09-01T19:29:27Z;[{'id': 5190909783, 'qualifierId': 56, 'value': 'Back'}, {'id': 5190909791, 'qualifierId': 213, 'value': '4.62'}, {'id': 5190909787, 'qualifierId': 141, 'value': '13.2'}, {'id': 5190909789, 'qualifierId': 212, 'value': '19.5'}, {'id': 5190909785, 'qualifierId': 140, 'value': '2.9'}, {'id': 5190909781, 'qualifierId': 155}];aiifscgp07zvj7thb3p3huelm;G. Marks;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;2,9;19,5;13,2;;;4,62;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;2,9;13,2;;;;;;;0;0;24;59;Inter Miami II;1499;GK;1,0
2716660613;180;1;1;25;3;6ubc4y1v6hr63mca7ica4hp90;1;13,5;7,6;2024-09-01T19:29:27.763Z;2024-09-01T19:29:31Z;[{'id': 5190910167, 'qualifierId': 212, 'value': '28.2'}, {'id': 5190910165, 'qualifierId': 141, 'value': '19.8'}, {'id': 5190910159, 'qualifierId': 157}, {'id': 5190910171, 'qualifierId': 1}, {'id': 5190910161, 'qualifierId': 56, 'value': 'Back'}, {'id': 5190910163, 'qualifierId': 140, 'value': '39.2'}, {'id': 5190910169, 'qualifierId': 213, 'value': '0.30'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;39,2;28,2;19,8;;;0,3;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;39,2;19,8;;;;;;;0;0;25;3;Inter Miami II;1503;DC;1,0
2716660627;181;1;1;25;7;6ubc4y1v6hr63mca7ica4hp90;0;39,2;19,8;2024-09-01T19:29:31.667Z;2024-09-01T19:29:32Z;[{'id': 5190910241, 'qualifierId': 56, 'value': 'Back'}, {'id': 5190910249, 'qualifierId': 213, 'value': '4.92'}, {'id': 5190910247, 'qualifierId': 212, 'value': '14.4'}, {'id': 5190910245, 'qualifierId': 141, 'value': '0.0'}, {'id': 5190910243, 'qualifierId': 140, 'value': '42.0'}];66bdf9l614g2dx43x8003m162;N. Petković;;;f0r4fj69c7pmpqz14p5gzkzys;Pass;;;;;;;;;;42,0;14,4;0,0;;;4,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;42,0;0,0;;;;;;;0;0;25;7;Inter Miami II;1507;FW;1,0
2716660631;182;5;1;25;8;6ubc4y1v6hr63mca7ica4hp90;0;42,2;-1,2;2024-09-01T19:29:32.465Z;2024-09-01T19:54:08Z;[{'id': 5190910633, 'qualifierId': 233, 'value': '211'}, {'id': 5190910255, 'qualifierId': 56, 'value': 'Back'}, {'id': 5190910257, 'qualifierId': 347}];66bdf9l614g2dx43x8003m162;N. Petković;;;f0r4fj69c7pmpqz14p5gzkzys;Out;;;;;;;;;;;;;;;;;;;;;;;;;;211,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;0;0;25;8;Inter Miami II;1508;FW;1,0
