id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_PlayerPosition;value_Resume;value_JerseyNumber;value_TeamFormation;value_Involved;value_TeamKit;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndX;value_Length;value_PassEndY;value_KickOff;value_Angle;value_Zone;value_Launch;value_LongBall;value_HeadPass;value_DeletedEventType;value_TakeOnOvertake;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_TouchTypeClearance;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Shove/Push;value_Direct;value_Foul;value_Cross;value_Chipped;value_FreeKickTaken;value_InSwinger;value_LeftFooted;value_Head;value_FirstTouch;value_IndividualPlay;value_High;value_NotAssisted;value_Volley;value_GoalmouthZ;value_MisHit;value_GkY;value_GkX;value_OutOfBoxCentre;value_SetPiece;value_GoalmouthY;value_NextEventGoalKick;value_GoalKick;value_Low;value_Left;value_CornerTaken;value_LayOff;value_RightFooted;value_HighGkIntervention;value_AttemptedTackle;value_FlickOn;value_TouchTypePass;value_IntentionalAssist;value_Assist;value_Right;value_RelatedEventId;value_Assisted;value_RegularPlay;value_TakeOnSpace;value_IntendedTackleTarget;value_Overrun;value_PlayersCaughtOffside;value_Indirect;value_TouchTypeControl;value_Straight;value_DrivenCross;value_NotVisible;value_BoxCentre;value_Blocked;value_BlockedY;value_LowCentre;value_BlockedX;value_DefBlock;value_OutSwinger;value_LowGkIntervention;value_KeeperThrow;value_OverArm;value_SwitchOfPlay;value_BlockedPass;value_CloseLeft;value_NotPastGoalLine;value_Hands;value_ParriedSafe;value_Diving;value_OwnPlayer;value_MediumGkIntervention;value_PullBack;value_ThroughBall;value_OtherBodyPart;value_Caught;value_Standing;value_ShirtPull/Holding;value_SwerveLeft;value_DrinksBreak;value_RefereeDelay;value_Defensive1V1;value_TacticalFoul;value_YellowCard;value_BlockedClearance;value_Collected;value_HighClaim;value_Minutes;value_IncorrectOutOfPlayDecision;value_BoxRight;value_FreeKick;value_ByWall;value_GoalShotGameClock;value_GoalShotTimestamp;value_BigChance;value_GkXTimeOfGoal;value_HighRight;value_GkYTimeOfGoal;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_CloseRightAndHigh;value_FastBreak;value_SwerveRight;value_CloseRight;value_ParriedDanger;value_RecklessOffence;value_Argument;value_BoxLeft;value_NotRetreating;value_LowRight;value_Deflection;value_LowLeft;value_GkKickFromHands;value_Reaching;value_Handball;value_HitWoodwork;value_HitBar;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2701082891;208;3;1;16;12;6ddsx316t3j0z6nolrky9k4r8;0;72,9;75,6;2024-07-14T20:21:11.894Z;2024-07-20T08:47:01Z;[{'id': 5109869523, 'qualifierId': 233, 'value': '137'}, {'id': 5104963551, 'qualifierId': 286}, {'id': 5104963535, 'qualifierId': 56, 'value': 'Center'}, {'id': 5108991759, 'qualifierId': 465}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;e0njtyyivdp1qao664u7ug7x0;Take On;;;;;;;;;;;;;;;;;;;;1,0;137,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;0;0;16;12;Chicago Fire II;972;AML;1,0
2701082871;137;7;1;16;12;8o8m08he36u0j4w08aj2iodn8;1;27,1;24,4;2024-07-14T20:21:11.895Z;2024-07-19T14:08:22Z;[{'id': 5104963463, 'qualifierId': 285}, {'id': 5104963461, 'qualifierId': 56, 'value': 'Back'}, {'id': 5104968125, 'qualifierId': 233, 'value': '208'}, {'id': 5108991763, 'qualifierId': 384}];84oe7sbhy91b5xvbo2w28i7f8;J. Diouf;;;e0njtyyivdp1qao664u7ug7x0;Tackle;;;;;;;;;;;;;;;;;;;;;208,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;16;12;New York City II;972;DR;1,0
2701082885;138;1;1;16;14;8o8m08he36u0j4w08aj2iodn8;0;25,5;27,9;2024-07-14T20:21:13.047Z;2024-07-14T20:24:21Z;[{'id': 5104963517, 'qualifierId': 157}, {'id': 5104963529, 'qualifierId': 1}, {'id': 5104963519, 'qualifierId': 56, 'value': 'Back'}, {'id': 5104963527, 'qualifierId': 213, 'value': '6.25'}, {'id': 5104963525, 'qualifierId': 212, 'value': '9.2'}, {'id': 5104963521, 'qualifierId': 140, 'value': '34.3'}, {'id': 5104963523, 'qualifierId': 141, 'value': '27.4'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;34,3;9,2;27,4;;6,25;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;34,3;27,4;;;;;;;0;0;16;14;New York City II;974;MC;1,0
2701084169;242;8;1;16;16;6ddsx316t3j0z6nolrky9k4r8;1;59,0;69,5;2024-07-14T20:21:15.041Z;2024-07-19T14:09:46Z;[{'id': 5108992111, 'qualifierId': 384}, {'id': 5104973343, 'qualifierId': 56, 'value': 'Center'}];2676930j149yvanqev61emh62;J. Rozhansky;;;e0njtyyivdp1qao664u7ug7x0;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;0;0;16;16;Chicago Fire II;976;MC;1,0
2701082899;209;43;1;16;16;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-07-14T20:21:15.347Z;2024-07-14T20:23:44Z;[{'id': 5104963577, 'qualifierId': 56, 'value': 'Left'}, {'id': 5104963583, 'qualifierId': 212, 'value': '9.3'}, {'id': 5104963581, 'qualifierId': 141, 'value': '84.5'}, {'id': 5104967403, 'qualifierId': 144, 'value': '1'}, {'id': 5104963585, 'qualifierId': 213, 'value': '2.21'}, {'id': 5104963579, 'qualifierId': 140, 'value': '65.7'}];duj699i9620tuf3ii9z06bqsq;P. Elias;;;e0njtyyivdp1qao664u7ug7x0;Deleted event;;;;;;;;;;65,7;9,3;84,5;;2,21;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;65,7;84,5;;;;;;;0;0;16;16;Chicago Fire II;976;MC;1,0
2701082903;210;1;1;16;17;6ddsx316t3j0z6nolrky9k4r8;1;65,7;84,5;2024-07-14T20:21:16.178Z;2024-07-14T20:21:17Z;[{'id': 5104963603, 'qualifierId': 141, 'value': '75.1'}, {'id': 5104963601, 'qualifierId': 140, 'value': '56.4'}, {'id': 5104963605, 'qualifierId': 212, 'value': '11.7'}, {'id': 5104963607, 'qualifierId': 213, 'value': '3.72'}, {'id': 5104963599, 'qualifierId': 56, 'value': 'Center'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;56,4;11,7;75,1;;3,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;56,4;75,1;;;;;;;0;0;16;17;Chicago Fire II;977;DC;1,0
2701082909;211;1;1;16;18;6ddsx316t3j0z6nolrky9k4r8;1;56,4;75,1;2024-07-14T20:21:17.090Z;2024-07-14T20:21:19Z;[{'id': 5104963659, 'qualifierId': 141, 'value': '56.7'}, {'id': 5104963655, 'qualifierId': 56, 'value': 'Center'}, {'id': 5104963661, 'qualifierId': 212, 'value': '12.6'}, {'id': 5104963663, 'qualifierId': 213, 'value': '4.57'}, {'id': 5104963657, 'qualifierId': 140, 'value': '54.7'}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;54,7;12,6;56,7;;4,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;54,7;56,7;;;;;;;0;0;16;18;Chicago Fire II;978;DC;1,0
2701082937;212;1;1;16;20;6ddsx316t3j0z6nolrky9k4r8;1;58,7;42,5;2024-07-14T20:21:19.474Z;2024-07-14T20:21:24Z;[{'id': 5104963801, 'qualifierId': 213, 'value': '5.21'}, {'id': 5104963795, 'qualifierId': 140, 'value': '71.7'}, {'id': 5104963799, 'qualifierId': 212, 'value': '28.4'}, {'id': 5104963797, 'qualifierId': 141, 'value': '5.8'}, {'id': 5104963793, 'qualifierId': 56, 'value': 'Right'}];bug5x187ehj0apzl11lrl3ip6;R. Hope-Gund;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;71,7;28,4;5,8;;5,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;71,7;5,8;;;;;;;0;0;16;20;Chicago Fire II;980;DL;1,0
2701082943;213;4;1;16;27;6ddsx316t3j0z6nolrky9k4r8;1;65,4;14,8;2024-07-14T20:21:26.578Z;2024-07-14T20:36:17Z;[{'id': 5104963877, 'qualifierId': 286}, {'id': 5104963871, 'qualifierId': 56, 'value': 'Right'}, {'id': 5104984295, 'qualifierId': 294}, {'id': 5104963873, 'qualifierId': 152}, {'id': 5104963971, 'qualifierId': 233, 'value': '139'}, {'id': 5104963869, 'qualifierId': 13}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;;;e0njtyyivdp1qao664u7ug7x0;Foul;;;;;;;;;;;;;;;;;;;;;139,0;1,0;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;0;0;16;27;Chicago Fire II;987;AMR;1,0
2701082953;139;4;1;16;27;8o8m08he36u0j4w08aj2iodn8;0;34,6;85,2;2024-07-14T20:21:26.579Z;2024-07-14T20:21:32Z;[{'id': 5104963959, 'qualifierId': 13}, {'id': 5104963965, 'qualifierId': 152}, {'id': 5104963967, 'qualifierId': 285}, {'id': 5104963975, 'qualifierId': 233, 'value': '213'}, {'id': 5104963963, 'qualifierId': 56, 'value': 'Back'}, {'id': 5104963961, 'qualifierId': 294}];b3xoqrbmua9uzr0tw8kmnw9as;C. Cupps;;;e0njtyyivdp1qao664u7ug7x0;Foul;;;;;;;;;;;;;;;;;;;;;213,0;;1,0;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;16;27;New York City II;987;DC;1,0
2701082965;214;1;1;16;35;6ddsx316t3j0z6nolrky9k4r8;1;65,4;7,0;2024-07-14T20:21:34.642Z;2024-07-14T20:21:36Z;[{'id': 5104964011, 'qualifierId': 140, 'value': '57.8'}, {'id': 5104964013, 'qualifierId': 141, 'value': '29.5'}, {'id': 5104964017, 'qualifierId': 213, 'value': '2.05'}, {'id': 5104964007, 'qualifierId': 152}, {'id': 5104964015, 'qualifierId': 212, 'value': '17.3'}, {'id': 5104964009, 'qualifierId': 56, 'value': 'Center'}, {'id': 5104964005, 'qualifierId': 5}];cwyml9l4tfvb4ceh8tv3au0wk;M. Carrizo;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;57,8;17,3;29,5;;2,05;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;57,8;29,5;;;;;;;0;0;16;35;Chicago Fire II;995;AMC;1,0
2701082973;215;1;1;16;36;6ddsx316t3j0z6nolrky9k4r8;1;57,8;29,5;2024-07-14T20:21:35.986Z;2024-07-14T20:21:37Z;[{'id': 5104964073, 'qualifierId': 212, 'value': '27.6'}, {'id': 5104964067, 'qualifierId': 56, 'value': 'Center'}, {'id': 5104964071, 'qualifierId': 141, 'value': '69.9'}, {'id': 5104964075, 'qualifierId': 213, 'value': '1.66'}, {'id': 5104964069, 'qualifierId': 140, 'value': '55.5'}];2676930j149yvanqev61emh62;J. Rozhansky;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;55,5;27,6;69,9;;1,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;55,5;69,9;;;;;;;0;0;16;36;Chicago Fire II;996;MC;1,0
2701082977;216;1;1;16;38;6ddsx316t3j0z6nolrky9k4r8;1;55,5;69,9;2024-07-14T20:21:37.826Z;2024-07-14T20:21:38Z;[{'id': 5104964117, 'qualifierId': 212, 'value': '10.4'}, {'id': 5104964111, 'qualifierId': 56, 'value': 'Center'}, {'id': 5104964115, 'qualifierId': 141, 'value': '69.6'}, {'id': 5104964113, 'qualifierId': 140, 'value': '65.4'}, {'id': 5104964119, 'qualifierId': 213, 'value': '6.26'}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;65,4;10,4;69,6;;6,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;65,4;69,6;;;;;;;0;0;16;38;Chicago Fire II;998;DC;1,0
2701082987;217;1;1;16;39;6ddsx316t3j0z6nolrky9k4r8;1;65,4;69,6;2024-07-14T20:21:38.498Z;2024-07-14T20:21:42Z;[{'id': 5104964167, 'qualifierId': 140, 'value': '76.0'}, {'id': 5104964165, 'qualifierId': 56, 'value': 'Center'}, {'id': 5104964171, 'qualifierId': 212, 'value': '11.2'}, {'id': 5104964173, 'qualifierId': 213, 'value': '6.17'}, {'id': 5104964169, 'qualifierId': 141, 'value': '67.8'}];duj699i9620tuf3ii9z06bqsq;P. Elias;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;76,0;11,2;67,8;;6,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;76,0;67,8;;;;;;;0;0;16;39;Chicago Fire II;999;MC;1,0
2701083007;218;1;1;16;43;6ddsx316t3j0z6nolrky9k4r8;1;81,1;63,2;2024-07-14T20:21:42.129Z;2024-07-19T14:10:31Z;[{'id': 5104964267, 'qualifierId': 141, 'value': '53.4'}, {'id': 5104964263, 'qualifierId': 56, 'value': 'Center'}, {'id': 5104964843, 'qualifierId': 210, 'value': '13'}, {'id': 5104964271, 'qualifierId': 213, 'value': '4.73'}, {'id': 5104964265, 'qualifierId': 140, 'value': '81.2'}, {'id': 5104964269, 'qualifierId': 212, 'value': '6.7'}, {'id': 5104964845, 'qualifierId': 154}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;1,0;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;81,2;6,7;53,4;;4,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;81,2;53,4;;;;;;;0;0;16;43;Chicago Fire II;1003;AML;1,0
2701083009;219;13;1;16;44;6ddsx316t3j0z6nolrky9k4r8;1;81,3;53,0;2024-07-14T20:21:43.490Z;2024-07-19T14:11:23Z;[{'id': 5104964871, 'qualifierId': 230, 'value': '97.6'}, {'id': 5104964283, 'qualifierId': 18}, {'id': 5104964859, 'qualifierId': 102, 'value': '59.0'}, {'id': 5104964855, 'qualifierId': 55, 'value': '218'}, {'id': 5104964849, 'qualifierId': 83}, {'id': 5104964285, 'qualifierId': 56, 'value': 'Center'}, {'id': 5104964861, 'qualifierId': 103, 'value': '11.1'}, {'id': 5104964853, 'qualifierId': 154}, {'id': 5104964873, 'qualifierId': 231, 'value': '50.4'}, {'id': 5104964617, 'qualifierId': 153}, {'id': 5104964281, 'qualifierId': 22}, {'id': 5104964865, 'qualifierId': 328}, {'id': 5104964613, 'qualifierId': 20}, {'id': 5104964869, 'qualifierId': 147, 'value': '55.6'}, {'id': 5104964867, 'qualifierId': 146, 'value': '88.5'}, {'id': 5104964851, 'qualifierId': 29}];duj699i9620tuf3ii9z06bqsq;P. Elias;;;e0njtyyivdp1qao664u7ug7x0;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;11,1;;50,4;97,6;1,0;;59,0;;;;;;;1,0;;;;;1,0;;;218,0;1,0;1,0;;;;;;;;;;;;55,6;;88,5;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;88,5;55,6;59,0;11.1;218,0;3ei1s8oyub83owfxxbsygmsmi;0;0;16;44;Chicago Fire II;1004;MC;1,0
2701083029;140;61;1;16;49;8o8m08he36u0j4w08aj2iodn8;1;12,8;39,8;2024-07-14T20:21:48.244Z;2024-07-14T20:36:30Z;[{'id': 5104964381, 'qualifierId': 56, 'value': 'Back'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;e0njtyyivdp1qao664u7ug7x0;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;16;49;New York City II;1009;DL;1,0
2701083037;141;10;1;16;50;8o8m08he36u0j4w08aj2iodn8;1;2,5;50,3;2024-07-14T20:21:49.910Z;2024-07-19T14:12:01Z;[{'id': 5108992661, 'qualifierId': 376}, {'id': 5104964425, 'qualifierId': 182}, {'id': 5108992657, 'qualifierId': 173}, {'id': 5108992659, 'qualifierId': 179}, {'id': 5104964571, 'qualifierId': 139}, {'id': 5104964427, 'qualifierId': 56, 'value': 'Back'}];3oca1lvb4fr3l6efbstc8k6ad;S. Richey;;;e0njtyyivdp1qao664u7ug7x0;Save;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;16;50;New York City II;1010;GK;1,0
2701083065;142;52;1;16;50;8o8m08he36u0j4w08aj2iodn8;1;7,8;49,9;2024-07-14T20:21:49.920Z;2024-07-19T14:12:05Z;[{'id': 5108992667, 'qualifierId': 376}];3oca1lvb4fr3l6efbstc8k6ad;S. Richey;;;e0njtyyivdp1qao664u7ug7x0;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;16;50;New York City II;1010;GK;1,0
2701083079;143;80;1;17;3;8o8m08he36u0j4w08aj2iodn8;0;12,0;51,6;2024-07-14T20:22:02.198Z;2024-07-19T14:12:22Z;[{'id': 5108992735, 'qualifierId': 189}];3oca1lvb4fr3l6efbstc8k6ad;S. Richey;;;e0njtyyivdp1qao664u7ug7x0;Drop of Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;17;3;New York City II;1023;GK;1,0
2701083113;144;1;1;17;10;8o8m08he36u0j4w08aj2iodn8;1;13,0;54,9;2024-07-14T20:22:09.990Z;2024-07-14T20:22:12Z;[{'id': 5104964919, 'qualifierId': 213, 'value': '1.18'}, {'id': 5104964915, 'qualifierId': 141, 'value': '89.1'}, {'id': 5104964911, 'qualifierId': 56, 'value': 'Back'}, {'id': 5104964913, 'qualifierId': 140, 'value': '22.1'}, {'id': 5104964917, 'qualifierId': 212, 'value': '25.1'}];3oca1lvb4fr3l6efbstc8k6ad;S. Richey;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;22,1;25,1;89,1;;1,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;22,1;89,1;;;;;;;0;0;17;10;New York City II;1030;GK;1,0
2701083121;145;1;1;17;13;8o8m08he36u0j4w08aj2iodn8;1;22,4;89,9;2024-07-14T20:22:12.647Z;2024-07-14T20:22:15Z;[{'id': 5104964961, 'qualifierId': 56, 'value': 'Back'}, {'id': 5104964963, 'qualifierId': 140, 'value': '35.7'}, {'id': 5104964967, 'qualifierId': 212, 'value': '14.0'}, {'id': 5104964969, 'qualifierId': 213, 'value': '6.22'}, {'id': 5104964965, 'qualifierId': 141, 'value': '88.7'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;35,7;14,0;88,7;;6,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;35,7;88,7;;;;;;;0;0;17;13;New York City II;1033;DC;1,0
2701083131;146;1;1;17;16;8o8m08he36u0j4w08aj2iodn8;1;35,7;88,7;2024-07-14T20:22:15.654Z;2024-07-14T20:22:17Z;[{'id': 5104965027, 'qualifierId': 140, 'value': '24.4'}, {'id': 5104965025, 'qualifierId': 56, 'value': 'Back'}, {'id': 5104965033, 'qualifierId': 213, 'value': '3.83'}, {'id': 5104965031, 'qualifierId': 212, 'value': '15.3'}, {'id': 5104965029, 'qualifierId': 141, 'value': '74.4'}];b3xoqrbmua9uzr0tw8kmnw9as;C. Cupps;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;24,4;15,3;74,4;;3,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;24,4;74,4;;;;;;;0;0;17;16;New York City II;1036;DC;1,0
2701083139;147;1;1;17;18;8o8m08he36u0j4w08aj2iodn8;1;24,4;74,4;2024-07-14T20:22:17.143Z;2024-07-14T20:22:19Z;[{'id': 5104965065, 'qualifierId': 56, 'value': 'Back'}, {'id': 5104965071, 'qualifierId': 212, 'value': '20.3'}, {'id': 5104965073, 'qualifierId': 213, 'value': '3.94'}, {'id': 5104965069, 'qualifierId': 141, 'value': '53.1'}, {'id': 5104965067, 'qualifierId': 140, 'value': '10.9'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;e0njtyyivdp1qao664u7ug7x0;Pass;;;;;;;;;;10,9;20,3;53,1;;3,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;10,9;53,1;;;;;;;0;0;17;18;New York City II;1038;MC;1,0
